TractFIPS,State,City,ACCESS2_CrudePrev,ARTHRITIS_CrudePrev,BINGE_CrudePrev,BPHIGH_CrudePrev,BPMED_CrudePrev,CANCER_CrudePrev,CASTHMA_CrudePrev,CHD_CrudePrev,CHECKUP_CrudePrev,CHOLSCREEN_CrudePrev,COLON_SCREEN_CrudePrev,COPD_CrudePrev,COREM_CrudePrev,COREW_CrudePrev,CSMOKING_CrudePrev,DENTAL_CrudePrev,DIABETES_CrudePrev,HIGHCHOL_CrudePrev,KIDNEY_CrudePrev,LPA_CrudePrev,MAMMOUSE_CrudePrev,MHLTH_CrudePrev,OBESITY_CrudePrev,PAPTEST_CrudePrev,PHLTH_CrudePrev,SLEEP_CrudePrev,STROKE_CrudePrev,TEETHLOST_CrudePrev
12111382002,FL,Port St. Lucie,23,27.4,16.2,34.2,78.2,7,8.4,8.9,76.4,76.4,61.8,9.9,28.3,30.8,23,58,13.2,38.4,3.6,35.7,80.5,14.3,32.4,82.8,16.6,38.1,4.5,19.7
12111382003,FL,Port St. Lucie,20.8,26.1,17,32.3,77.6,6.8,8.3,8,76.4,77.9,63.7,9,29.5,32.8,21.5,61.6,12.3,37.2,3.3,32.5,81.1,13.6,31.6,83.5,15.4,37.5,3.9,16.6
12111382006,FL,Port St. Lucie,16.9,24.7,17.9,32.2,78.8,7.3,7.7,7.2,77.7,81.1,69.6,7.4,33.2,37.5,17.5,69.7,10.9,37.1,2.9,27.4,81.7,11.2,28,83.7,12.7,35.1,3.3,12
12111382007,FL,Port St. Lucie,23.9,24.1,17.5,32.6,76.5,6.1,8.5,7.3,75.8,74,63.1,8.4,28.5,32.3,22.5,59.8,11.9,37,3.1,33.5,80.9,14,32,82.8,15.1,38.6,3.7,17.6
12111382008,FL,Port St. Lucie,22.2,23.3,18.2,30.4,76,6.2,8.2,6.9,76,76.6,65.7,7.7,30.3,34.3,20.5,63.4,11.1,35.3,3,30.8,81,13,30.4,83.4,13.9,37.6,3.4,15.2
12111382009,FL,Port St. Lucie,22,30.1,14.7,36.6,80.8,8.3,8.3,10.1,77.8,78,63.1,10.4,29,29.7,21.1,59.3,13.8,40.1,4,36,80.9,13.6,31.1,82.8,17,36.6,5,19.5
12111382010,FL,Port St. Lucie,21.6,27.6,16.4,33.8,79,7.5,8.4,8.9,77,78.4,63.9,9.6,28.6,33.4,22.1,60.5,12.7,38,3.5,34.2,79.5,13.5,30.8,82.1,15.8,37.2,4.3,17.6
12111382106,FL,Port St. Lucie,22.6,20.3,19,27.6,72.3,4.9,8.3,5.5,74.7,74.9,63.2,6.9,28.9,33.1,21.9,61.5,10.2,32.2,2.7,30.6,82.2,13.7,32.4,84.5,13.5,39.5,2.9,15
12111382108,FL,Port St. Lucie,18.3,30.4,14.1,38.2,83,9.5,7.7,9.9,80.7,83.3,71.3,9,33.3,37,16.1,68,13.5,41.2,3.7,30.5,80.8,10.7,28.6,84,14.2,33.8,4.4,13.2
12111382109,FL,Port St. Lucie,13.9,21.5,19.3,27.9,76.4,6.8,7.2,5.7,77.4,83.4,73.6,5.7,36.6,41.4,14.7,75.1,9,34,2.4,22.5,82.9,9.9,26.7,85.8,10.4,34,2.5,8
12111382110,FL,Port St. Lucie,19.6,21.6,19.4,26.8,74.2,5.9,8,6,75.8,79.5,67.1,6.8,31.7,35.9,19.6,67.1,10,32.7,2.6,28,82,12.4,29.7,84,12.7,37.3,2.8,12.7
12111382111,FL,Port St. Lucie,23.9,21.9,18.4,28,73.4,5.4,8.6,6.3,74.6,75.7,62.3,7.8,28.1,32.3,22.7,59.9,11,33.2,2.9,32.2,81.4,14.2,32.1,83.4,14.6,39,3.3,16.9
12111382112,FL,Port St. Lucie,20.6,20.9,19.2,29.7,73.8,5.3,8.1,5.8,75,74.4,64.9,6.9,30.2,33.5,21,63.6,10.2,34.2,2.7,29.4,82.1,13.1,31.3,84.5,13.1,38.4,3,14.3
12111382113,FL,Port St. Lucie,25.8,24.6,16.9,32.4,75.9,5.9,9,7.5,75.5,74.2,61.7,9.2,26.9,30.8,24.2,56.5,12.6,36.3,3.3,35.5,80.9,15,33.6,82.9,16.3,39.7,4,19.8
12103020101,FL,St. Petersburg,26.1,28.2,14.2,40.7,79.4,6.1,10.3,8.3,80.6,74.4,57.3,10,25.2,25.4,25.9,44.8,16,35.3,4.1,38.1,80.6,16.5,39.5,80.1,17.6,47.7,5.6,27.7
12103020105,FL,St. Petersburg,13.6,24.9,19.4,30.1,81.5,8.1,7.6,7.6,78,76.8,70.8,6.9,36.7,36.5,13.8,69.3,9.5,34.5,3,22.7,77.6,11.1,22.8,76.6,10.8,33.8,3.3,12.5
12103020107,FL,St. Petersburg,8,37.6,10.6,44.5,88.2,14.9,6.2,11.9,86.6,93.1,76.7,8,41.5,41.5,8.4,76.6,12.6,44.2,4.1,23.1,77.1,6.8,20.8,80,11.5,28.2,4.5,8.2
12103020108,FL,St. Petersburg,10,39.3,10.9,48.2,88.2,13.9,6.8,13.1,85.2,90.2,73.5,9.8,38,38.6,11.2,70.5,14.6,47,4.6,26.2,76.6,8.4,24.6,79.5,13.8,30.5,5.3,11
12103020201,FL,St. Petersburg,15.8,25.6,16.8,38.5,81.2,6.9,8.3,6.6,82,82.7,68.4,6.6,31.7,34.5,17,63.8,12.6,34.6,3.1,26.4,81.8,11.1,32.3,82.1,12.1,42.1,3.8,13.9
12103020202,FL,St. Petersburg,16.4,27.7,16.4,37,81.2,8.2,8.1,7.7,81.4,84.1,67.1,7.5,34.5,34.4,17.3,63.9,11.9,35.3,3.3,27.5,79.6,11.3,30.2,81,12.9,40.1,3.9,14.6
12103020206,FL,St. Petersburg,18.5,20.5,19.1,32.5,75.6,5.1,8.7,5.1,78.9,74.8,65.7,5.9,30.4,33.2,19.4,60,10.1,30.7,2.7,26.2,81.7,12.9,32.2,81.3,11.5,43.8,3,15.5
12103020207,FL,St. Petersburg,15.5,27.9,16.9,36.4,81.2,8.2,8,7.9,80.2,81.9,67.5,7.8,34.8,35.6,17.2,64.2,11.6,36.9,3.3,26.6,79.1,11.5,28.9,79.8,12.9,38.5,3.8,14
12103020208,FL,St. Petersburg,21.9,24.8,16.3,36.7,78,5.8,9.8,6.6,80.7,77.1,62.4,7.9,29,30.2,22.5,53.3,13.1,32.5,3.4,31.8,80.5,14.6,36,80.9,14.5,46.4,4.2,20.2
12103020209,FL,St. Petersburg,18.7,29.4,14.3,40.4,82.1,8.3,8.7,8.8,82.4,81.2,64.9,8.4,31.3,30.8,18.1,58.3,13.8,36.2,3.9,31,80.5,12.3,32.5,81.5,14.4,41.8,4.9,18
12103020301,FL,St. Petersburg,21.9,29.8,14.7,42,81,7.1,9.3,9.1,80.6,79.1,60.7,9.9,29.8,30,23.3,51.5,15.4,38,4,34.5,79.4,14.5,36.5,80.6,16.7,44.4,5.2,21.9
12103020302,FL,St. Petersburg,16.7,21,20.6,29.8,75.2,5.6,8.1,5.4,76.8,78.1,65.7,6.1,33.5,35.6,19,62.9,9.4,31.1,2.6,24.4,80.1,12.4,30.1,81.1,11.4,41.2,2.8,13.1
12103020400,FL,St. Petersburg,16.1,24.8,18.6,34.7,78.1,6.4,8.2,6.8,77.5,79.6,64,7.6,33.1,34.4,19.8,61.2,11.2,35.7,3,26.5,79.9,12.8,31.2,80.4,13.3,40.7,3.5,15.1
12103020500,FL,St. Petersburg,30.1,28.9,13.2,45.4,79.4,5.1,11.1,8.6,80.3,70.2,51.4,11.4,19.3,21.7,30.7,36.9,19,37.2,4.6,42.9,81.7,18.9,44.9,80.6,20.5,51.2,6.7,35.5
12103020600,FL,St. Petersburg,27.8,29.8,12.9,45.8,81.7,6,10.9,8.8,82.7,75.1,58.2,10.4,21.6,24.4,26.1,42.2,19.3,36.3,4.7,40.3,81.1,16.4,42.7,81.2,18.5,49.8,6.7,30.8
12103020700,FL,St. Petersburg,28.4,31.2,12.4,47,82.4,6.2,10.8,9.3,83.3,76.5,57.3,10.8,20.5,23.6,26.8,40.4,20.4,36.5,5,42.3,80.9,16.5,43.8,81.1,19.2,50.5,7.2,32.8
12103020800,FL,St. Petersburg,31.8,27.9,13.6,44.4,78.5,4.8,11.3,8.1,80,69.1,53,11.1,19.7,21.7,31.4,35.5,18.5,36.1,4.5,43.3,81.9,19.2,45.4,80.7,20.2,51.9,6.5,36
12103021200,FL,St. Petersburg,33.9,31,12.6,47.7,80.1,5.5,11.6,10,80.5,68.5,50.3,13,19.5,19.8,32.8,32.2,20.9,38.7,5.3,46.8,80.5,20.1,46.1,79.8,22.5,52.1,7.9,41.6
12103021500,FL,St. Petersburg,14.6,33.1,14.9,41,84.2,10.6,7.2,10.9,80.9,85.3,68.5,9.2,35.3,34.8,15.3,64.5,13.3,41.3,4.1,27.6,77.6,10.3,27.2,79.9,14,34.7,4.9,14
12103021600,FL,St. Petersburg,25.7,30.7,14.6,42.5,80.4,6.8,9.3,10.7,77.7,75.4,56.4,11.8,24.3,23.5,26.4,43.3,17.8,39,4.9,38.4,79.5,16.3,39.1,80.5,19.4,44.7,6.7,29.1
12103021800,FL,St. Petersburg,23,22,21.3,34.3,74.6,5.1,8.7,6,74.4,72.1,59.5,7.8,28.4,30.9,26,54,10.4,34.6,2.7,30.2,77.9,15,32.6,78.4,14.1,43.8,3.3,20.7
12103021900,FL,St. Petersburg,23.2,25.2,17.6,34.8,76,5.5,9.3,7.1,76,75,56.9,9.2,27,27.7,26.2,49.6,12.8,34.5,3.4,33.4,79.1,16.1,35.5,79.2,16.3,44.9,4.3,23.4
12103022000,FL,St. Petersburg,25.4,26.2,15.9,41.3,79,5.4,10.1,7.2,80.1,73.4,59,9,24.6,26.4,26.3,46.8,15.3,35.3,3.7,36.2,81.5,15.9,39.2,80.2,16.4,48.3,5,26.2
12103022100,FL,St. Petersburg,20.2,22.2,21.1,29,73.4,5.6,8.3,6.1,74.2,76,60.5,7.5,31.9,32.2,23.8,57,9.6,32.2,2.7,28.3,77.8,14.4,30.7,78.5,13.5,41.9,3.1,17.7
12103022200,FL,St. Petersburg,18.5,22.9,20.9,31,75.1,6.1,8.1,6.2,75.5,77.1,63.6,7.3,33.4,34.3,21.9,60.3,9.6,33.6,2.7,26.9,78.1,13.4,30,79.5,12.8,41.1,3.1,15.6
12103022301,FL,St. Petersburg,17.5,28.7,18.7,33.4,78.9,8,8.1,8.5,76.4,81.1,62.1,9.4,33.1,32,21.8,59.9,11.1,36.9,3.3,29.4,76.7,13.7,29.1,77.7,15.1,38.7,4,18
12103022302,FL,St. Petersburg,15.3,28.7,18.3,33.5,80.3,9,7.4,8.5,77.8,82.8,66.2,8.3,35.9,33.4,17.8,65.1,10.4,36.8,3.3,26.9,76.8,11.7,26,78.3,13.4,36.3,3.8,14.6
12103022401,FL,St. Petersburg,11.6,26.8,18.9,32,79.8,8.6,7.2,7.5,78,85.2,68.8,7.1,38.5,38.5,15.4,70.6,9.5,36.8,2.9,22.4,77.8,10.5,25.3,80,11.7,34.8,3.2,10.6
12103022402,FL,St. Petersburg,15,27.8,18.5,33.2,79.2,8,7.8,8.1,76.6,81.6,64,8.6,34.9,34.5,19.4,63.3,10.6,37.4,3.2,26.8,77.3,12.7,28,79.1,13.9,37.1,3.7,15.2
12103022501,FL,St. Petersburg,17.9,26.8,19,32.3,78.8,8,7.7,8,76.4,78.6,64.7,8.2,34.5,32.9,19.2,62.1,10.1,35.9,3.2,27.8,76.5,12.6,26.8,77.9,13.4,37.8,3.7,16.1
12103022502,FL,St. Petersburg,20.8,25.7,19.3,30.9,76.5,7,8.1,7.6,74.7,77.2,60.7,8.8,33.4,32.7,22.1,57.7,10.4,35.3,3.2,29.6,75.8,14.1,28.9,77.6,14.5,39.2,3.7,18.7
12103022503,FL,St. Petersburg,12.9,24.5,20.3,30.5,78.6,8.1,6.9,6.6,77.3,83,69.3,6.3,39.2,39,15.8,70.9,8.6,35.1,2.6,22.4,77.4,10.4,24.2,79.3,10.7,35.8,2.8,10.4
12103022601,FL,St. Petersburg,16.8,26,19.5,30.5,77.7,7.6,7.5,7.4,76,81,64.1,7.9,34.9,34.4,20.1,62.8,9.9,34.8,3,27.4,76.6,12.5,27.1,77.5,13.2,38.5,3.4,15.2
12103022602,FL,St. Petersburg,16.7,24.1,20.5,29.4,76.6,7,7.5,6.7,75.3,79.5,65,7.3,35.5,35.6,19.9,63.8,9.3,34.6,2.7,26.1,76.7,12.4,26.5,77.5,12.4,38.3,3,14.1
12103022700,FL,St. Petersburg,16.5,24.9,19.6,31,77.7,7.4,7.5,7.2,76.1,80.5,65.2,7.4,35.3,34.8,18.8,64,9.7,35,2.9,26,77.3,12,26.6,78.5,12.5,37.9,3.3,14.3
12103022801,FL,St. Petersburg,23.4,25.8,18.2,31.3,76.1,6.4,8.3,7.7,74.1,76.1,58.8,9.3,30.4,30.6,24.3,53.3,11.5,35.9,3.3,32.7,76,15.1,30.2,76,15.8,41.1,3.8,20.6
12103022802,FL,St. Petersburg,17.2,23.1,19.9,28.7,76.5,6.9,7.1,6.5,75.5,80.5,65.1,6.7,35.2,35.3,18.7,64.5,9.3,33.9,2.7,26,76.5,11.8,25.4,76.8,11.9,38.5,2.9,13.4
12103022901,FL,St. Petersburg,18,22.1,20.9,29.7,74.6,6,7.7,6,74.2,76.1,61.6,7,33.1,33.2,21.2,60.7,9.2,33.8,2.7,26.8,77.2,13.1,27.5,77.8,12.5,40.1,2.9,16
12103022902,FL,St. Petersburg,22,25,17.8,32.7,77.6,6.6,7.8,7.6,75.2,76.5,59.7,8.4,31.6,32.6,22.3,55.5,11.6,36.9,3.1,31.6,76,13.6,27.8,74.2,14.4,41,3.6,18.2
12103023000,FL,St. Petersburg,21.5,21.9,20.7,28.4,72.9,5.4,8.1,6.1,72.5,74.5,57.4,7.9,30.3,31.1,25.4,55,9.6,33.6,2.6,30.3,75.9,14.9,27.9,74.4,14,42.1,3,18.4
12103023100,FL,St. Petersburg,22.8,23.3,19.8,29.6,72.7,5.4,8.4,6.7,71.9,72.5,55.1,9,29.1,29.6,27.5,50.7,10.3,34.3,3,32.4,75.9,16.2,30.9,76.2,15.5,42.5,3.4,21.8
12103023200,FL,St. Petersburg,15.2,21.9,22.3,27.2,73.5,6.1,7.7,5.6,73.8,78.4,64.6,6.8,34.5,35.6,20.3,64.7,8.1,32.6,2.5,23.7,77.8,12.9,27.3,79.4,12,38.4,2.6,13.4
12103023300,FL,St. Petersburg,18.4,21.7,20.8,27,73,5.5,8.2,5.6,74.2,77.8,62.6,7.1,32.4,32.7,22.1,59.8,8.9,31.2,2.6,26.7,78.3,13.8,29.4,79.1,12.7,40.6,2.9,16
12103023400,FL,St. Petersburg,21,24.6,19.7,33.6,75.5,6.1,8.1,7.4,74.4,74.9,58.5,8.6,31.2,29.8,24.5,54.3,10.9,35.7,3.1,30.5,77.7,14.5,31.8,78.4,14.9,41.6,3.8,20.2
12103023500,FL,St. Petersburg,18.8,21.4,21.3,27.8,72.2,5.3,8,5.9,72.6,74.5,59.8,7.4,30.8,31.6,23.3,56.8,9.2,32.2,2.7,27.1,77.9,14.5,30.3,79.3,13.2,40.6,3,16.8
12103023600,FL,St. Petersburg,13.5,23.6,20.8,29,77.4,7.6,7.2,6.6,75.9,80.8,68.8,6.4,37.4,35.8,15.9,68.9,8.3,33.5,2.7,21.9,78.1,11,24.8,80.5,10.9,35.4,2.9,11.2
12103023700,FL,St. Petersburg,9.1,22,21.7,26.2,76.2,7.4,6.8,5.3,77,87,72.1,5.1,41.3,42.5,12.9,76.7,7.2,32.5,2.2,17.3,80,9.3,23.7,82.4,9.1,33.8,2.2,6.8
12103023800,FL,St. Petersburg,11.6,22.4,21.9,28,76.1,7,7.1,5.6,75.9,83.3,70.2,5.9,39,39.8,15.6,72.1,7.8,33.7,2.4,19.9,79.2,10.5,25.1,81,10.3,35.4,2.4,8.9
12103023900,FL,St. Petersburg,14.8,25.2,20.1,30.1,77.5,7.7,7.4,7.3,75.9,81.7,65.5,7.4,36.1,34,18.3,65.5,9.2,34.5,2.9,24.8,77.9,11.9,26.2,79.6,12.4,36.6,3.3,13.8
12103024001,FL,St. Petersburg,8.8,22.1,21.1,26.3,77.8,8,6.6,5.5,77.7,86.6,73.1,4.8,42.2,42.6,11,78,7.1,32.5,2.3,16.6,79.7,8.6,22,82.6,8.5,32.2,2.2,6.4
12103024002,FL,St. Petersburg,12.9,28.6,17.7,32.4,81.2,9.6,7.1,8.1,79,86.4,69.8,7.5,38.2,37.7,15.2,69.9,10,36.4,3.2,24,77.3,10.3,24.6,79.7,12,34.4,3.5,11.4
12103024004,FL,St. Petersburg,10.5,22.8,21.5,27.4,77,7.6,6.9,5.8,76.8,85.3,71,5.6,40.7,41.6,14.2,74.2,7.8,33.5,2.4,19,78.7,9.8,24.1,81.4,9.8,34.4,2.4,8.3
12103024005,FL,St. Petersburg,13.8,23.4,21.6,27.5,75.9,7.2,7.3,6.3,75.3,82.7,66.7,6.7,37.6,37.9,17.9,67.9,8.4,32.9,2.6,22.8,77.5,11.5,25.9,80.3,11.5,36.6,2.8,12.1
12103024100,FL,St. Petersburg,18.7,26.3,19.4,31.7,77.1,7.2,8.1,7.9,74.9,78.3,62,8.9,33.2,33.1,22.6,58.4,10.5,35.8,3.2,29,76.1,14,29,77.9,14.5,39.2,3.7,17.9
12103024200,FL,St. Petersburg,20,25.3,20.1,29,75.2,6.5,8.3,7.3,73.9,78.7,59.8,9,32.2,32.4,24.5,56.9,10.1,34,3,29.9,76.2,14.8,29.3,76.8,14.9,40.2,3.5,19
12103024301,FL,St. Petersburg,17.3,23.4,21.5,28,75.2,6.6,7.7,6.3,74.4,78.7,63.9,7.4,34.3,35.3,21.7,62.4,8.9,33.4,2.6,26.6,76.3,13.2,27,77,12.6,39.2,2.9,15
12103024302,FL,St. Petersburg,17.8,23.5,20.4,28.6,75.6,6.6,7.9,6.4,74.8,78.3,63.7,7.5,34.7,36.2,21,61.7,9.3,33.6,2.7,26.8,75.8,13.2,27.1,77.5,12.8,39.3,3,15.4
12103024403,FL,St. Petersburg,20.2,27.2,19.3,31.9,77.2,7.2,8.3,8.2,74.8,78.8,61.5,9.6,32,32.2,23.9,56.8,11.1,36.3,3.2,30.5,75.9,14.5,29.5,76.7,15.4,39.7,3.9,19.2
12103024406,FL,St. Petersburg,18.4,19.4,22.1,24.6,72.1,5.9,7.6,5.4,73.3,73.3,63.9,5.9,34.3,31.5,18.5,62.2,7.2,28.6,2.5,24.2,78.4,12.7,25.5,79.5,10.7,38.1,2.7,15.3
12103024408,FL,St. Petersburg,20.5,22.8,21.1,28.1,73.7,6,8.2,6.4,73.7,74.8,61.3,7.9,32.4,32.9,23.3,57.4,9.3,32.9,2.8,28.6,76.4,14.5,29,77.4,13.6,40.2,3.1,17.7
12103024409,FL,St. Petersburg,10.4,31,16.1,36.6,83.6,10.9,6.9,8.9,81.4,89.2,73.3,7.6,40.4,41.1,13.1,73.6,10.7,40.1,3.2,22.6,77.2,9,23.5,79.1,11.7,32.4,3.5,9.6
12103024410,FL,St. Petersburg,20.1,23.8,20.1,30.2,75.3,6.4,8.1,6.9,74.4,75.3,61.1,8,32.9,32.2,22.5,57.7,9.8,34.2,2.9,28.8,76.9,14.2,29,77.9,13.7,40,3.4,18.1
12103024411,FL,St. Petersburg,13.7,20.8,22.6,26.1,73.9,6.3,7.2,5.4,74.5,81,66.7,5.9,37.6,38.9,17.6,68.7,7.6,31.8,2.3,21.4,78.2,11.4,25.4,80.2,10.5,37,2.4,10.8
12103024412,FL,St. Petersburg,14.2,13,26.7,17.9,62.3,3.7,7.1,2.8,71,74.4,67.1,3.8,38.1,40.4,16.9,68.7,4.7,23.4,1.6,17.8,80.1,11.4,24.2,81.2,7.8,38.1,1.4,8.8
12103024413,FL,St. Petersburg,14.9,27.9,18.7,33.7,80.4,8.9,7.4,8,78,83.2,68.8,7.9,36.8,37.5,17.5,66.9,10.1,37.3,3.1,25.6,76.9,11.2,25.7,78.5,12.6,36,3.5,13.1
12103024511,FL,St. Petersburg,16,13.7,26.5,18.4,63.7,4,7.4,3.1,71.2,73.4,67.5,4.2,38.1,39.3,18.1,66.8,5,23.7,1.7,19.3,78.4,12.1,24.5,80.1,8.4,38.7,1.5,10.3
12103024804,FL,St. Petersburg,24.8,29.6,17.4,33.2,78,7.7,8.7,9.3,74.6,78.1,56.9,11.1,32.5,30,25.7,51.6,12,37.2,3.7,35.1,77,15.8,31.1,77.1,17.6,40.5,4.6,24.3
12103028600,FL,St. Petersburg,16.8,19.8,22.5,26.6,74.3,5.5,7.6,5.9,73.6,74.1,65.3,6.3,33.6,34.5,19,62.7,8.5,31.1,2.5,23.3,78.4,12.6,26.5,78.8,11,37.9,2.8,14.3
12103028700,FL,St. Petersburg,28.6,27.3,12.9,44.2,79.4,5.2,11.2,8,82,70,55.6,9.9,20.3,22,27.1,40,17.8,35.1,4.5,40.7,82.3,17.8,43.2,81,18.3,50.9,6.4,32.8
12011060113,FL,Sunrise,24.1,22.2,15.9,31.5,75.2,5.9,8.2,6.4,76.5,78,56.3,7.1,29,24.7,18.1,58,12.1,36,3.2,31,82.1,13.8,28.6,80.4,14,39.3,3.6,17
12011060115,FL,Sunrise,23.6,16.5,19.4,24,68.2,4.3,8,4.1,74.2,76.8,57.8,5.2,30.8,27.4,17.6,61.3,8.8,29.9,2.3,26.5,82.9,13.4,27.5,81.5,11.4,39.4,2.3,13.6
12011060116,FL,Sunrise,20.4,19.5,18.3,29.5,73.9,5.8,7.6,5.2,76.8,78.1,60.8,5.5,32.9,27.9,15.3,65.6,9.6,34.4,2.6,25.5,83.1,12,26.2,81.7,11.3,37.7,2.7,12.5
12011060117,FL,Sunrise,27.9,19.6,16.2,29.9,71.8,5,8.5,5.4,75.9,74,54.1,6.5,28.9,23.5,18.9,54.6,10.9,33.2,3,31.8,82.8,14.4,30.5,81.9,13.5,40.7,3.3,19.4
12011060118,FL,Sunrise,19.6,18.7,20.5,26.8,71.6,5.3,7.5,4.7,74.6,79.2,60.4,5.6,33.2,29.8,16.5,67,8.9,34.3,2.3,24.4,82.5,12.4,25.6,80.9,11.4,36.7,2.4,11.5
12011060119,FL,Sunrise,19.9,18.7,19.3,27.8,72.6,5.2,7.5,4.8,75.1,78.3,61.4,5.6,31.9,29.5,16,65.8,9.4,34.5,2.4,24.9,83,12.2,26.2,81.1,11.3,36.9,2.5,11.9
12011060120,FL,Sunrise,18.5,15.4,20.6,24.3,69.6,4.6,6.9,3.8,74.6,78.4,62.6,4.1,34.1,31.5,13.4,70.1,7.8,31.7,2.1,21.5,83.4,10.8,24.2,82.4,9.3,36.1,1.9,8.7
12011060122,FL,Sunrise,23.6,10.6,22.7,18.7,59.6,2.9,6.7,2.5,71.3,71.5,56.8,3.1,30.6,31.6,13.4,66.5,5.9,26.1,1.7,21.6,84.9,11.2,24.4,83.2,8.3,36.3,1.3,9.1
12011060125,FL,Sunrise,24,18.7,18.1,29.3,71.1,4.7,8.3,4.6,76.4,76.5,60.8,5.8,30,25.1,18.6,59.4,10.3,32.5,2.6,28.6,83.7,13.7,30.5,82.2,12.4,41.1,2.8,14
12011060203,FL,Sunrise,29.8,24.4,13.4,41.1,76.3,4.9,10.7,6.9,79.9,71.4,51.3,9.2,22.2,20.3,25.1,44,16.4,37.5,3.9,38.8,84.6,17.8,38.6,81.6,17.8,47.2,5.2,27.4
12011060206,FL,Sunrise,25.1,27.3,13.8,39.7,80.2,7.6,8,8.7,79.2,79.3,58.6,8.4,28.3,24.5,16.8,57.5,15.5,42.5,4,33.8,82,12.9,29.5,80.6,15.7,37.8,4.6,17
12011060207,FL,Sunrise,22.7,31.4,11.9,44.4,84,9.3,7.9,10.1,82.4,84.3,63,9,29.9,27,14.7,61,17.2,45.5,4.4,33.8,81.8,11.4,28.4,80.2,15.7,35.9,5.1,15.2
12011060208,FL,Sunrise,25.8,20,15.9,34.9,73.6,4.4,9.6,5.1,79.1,73.1,56.6,6.6,25.4,24.3,20.9,52.9,12.5,33.6,3,32.1,84.6,15.2,34.1,81.9,13.8,44.9,3.6,19.6
12011060209,FL,Sunrise,23.7,21.8,15.5,36.3,75.8,5.1,9.1,5.9,79.9,76.4,57,6.9,26.7,24.6,19.7,55.1,13.4,35.2,3.2,31.8,84.2,14.3,33.5,82.3,14,43.6,3.9,18.4
12011060210,FL,Sunrise,17.8,19,20,27.4,72.9,5.6,7.3,4.7,75.9,80.6,62.9,5.4,34.3,31.7,15.4,68.7,9,34.2,2.3,23.4,82.8,11.6,25.6,81.7,10.7,36.6,2.4,10.1
12011060211,FL,Sunrise,22.2,41.5,8.4,49.6,87.8,14.2,7.4,15.4,85.2,87.8,63.5,12.3,31.5,25.8,11.8,61,18.6,49.2,5.7,37.8,79.5,10.3,23.9,78.6,18.3,31,7.5,18.4
12011060212,FL,Sunrise,22.3,20.4,17.6,30.6,73.3,5.3,8,5.5,75.9,76.8,57.9,6.5,30.3,27.4,18.1,60.3,10.9,35.4,2.8,28.3,82.4,13.5,28.8,81.1,12.9,39.5,3.1,14.7
12011060213,FL,Sunrise,22.3,37.8,9,50,87.2,12.6,7.2,13.7,84.3,86.4,63.6,10.8,31,25.8,11.8,61.6,18.6,49.7,5.4,35.8,80.9,10.1,25.4,80.4,17,31.6,6.7,16.7
12011070304,FL,Sunrise,18.2,16.6,21.1,23.2,69.4,5,7.2,4.1,74,79.9,61,4.8,34.5,31.1,14.4,70.3,7.7,32.1,2.1,21.9,82.6,11.5,23.9,81.8,10.1,35.1,2,9.4
12011070310,FL,Sunrise,20.7,16.9,20.1,23.9,70.2,5,6.8,4.3,74.1,79.7,60.2,4.7,34.1,30.4,13.6,69,8.6,33.1,2.3,23.5,82.6,11.3,24.8,82.1,10.5,35.2,2,9.2
12011070321,FL,Sunrise,22.6,24.8,13.2,34.5,81.2,8.6,6.2,7.4,80,86.3,66.9,5.8,34.9,32.9,9.1,70.8,12.8,41.4,3.4,26.3,81.5,8.8,24.3,83.8,11.6,31.4,3.2,9.4
12073000200,FL,Tallahassee,12.2,17.9,22.9,23.4,72.9,5.9,7.1,4.4,74.8,75.9,75.7,4.9,41.1,44.5,12.3,75.8,6.5,29.7,2.1,18.4,84.3,10.9,24,85.6,8.9,29.3,2.1,8.2
12073000301,FL,Tallahassee,12.2,20.4,19.6,26.4,76.1,6.7,7.2,5.4,78.9,80.3,77,5.3,41,45.1,10.9,75.8,8.2,31.1,2.4,19.3,84.2,10.1,25.4,86.8,9.3,30.1,2.5,7.8
12073000302,FL,Tallahassee,12,23.2,18.8,30.3,78.1,7.6,7.3,5.9,78.8,82.6,75.3,6,40.8,44.4,12.1,75.6,8.9,34.3,2.7,20.9,84.3,10.4,26.6,86.8,10.5,30.1,2.9,8.7
12073000303,FL,Tallahassee,20.1,13,20.7,20.5,62,3.1,8.7,2.9,75.3,68.4,68.3,4.6,33.6,38.4,17.3,62.2,6.2,21.9,1.9,24,85.5,14.4,30.7,86.2,9.7,37.2,1.9,14.2
12073000400,FL,Tallahassee,26,8.9,17.6,18.4,48.4,1.6,10.9,2.2,78.4,49.4,62.3,4.5,26.3,27.1,17.4,52.4,5.1,16.6,1.8,28,85.6,18.7,31.5,83.9,9.6,39.8,1.7,25.9
12073000500,FL,Tallahassee,25.9,7,20.3,11.1,33.5,1.1,10.1,1.7,67,40.6,55.1,5.4,24.2,23.3,20.9,49.3,2.9,14.3,1.5,28.2,84.2,22.9,25.8,75.2,10.7,33.4,1.1,30.6
12073000600,FL,Tallahassee,28.6,22.2,16.5,36,75.1,4.2,9.7,6.9,76.2,62.7,58.3,9.4,22.1,27,24.4,45.9,14.8,34.2,3.8,37.3,85.7,18.5,39.6,83.5,17.3,40.7,5.2,30.6
