TractFIPS,State,City,ACCESS2_CrudePrev,ARTHRITIS_CrudePrev,BINGE_CrudePrev,BPHIGH_CrudePrev,BPMED_CrudePrev,CANCER_CrudePrev,CASTHMA_CrudePrev,CHD_CrudePrev,CHECKUP_CrudePrev,CHOLSCREEN_CrudePrev,COLON_SCREEN_CrudePrev,COPD_CrudePrev,COREM_CrudePrev,COREW_CrudePrev,CSMOKING_CrudePrev,DENTAL_CrudePrev,DIABETES_CrudePrev,HIGHCHOL_CrudePrev,KIDNEY_CrudePrev,LPA_CrudePrev,MAMMOUSE_CrudePrev,MHLTH_CrudePrev,OBESITY_CrudePrev,PAPTEST_CrudePrev,PHLTH_CrudePrev,SLEEP_CrudePrev,STROKE_CrudePrev,TEETHLOST_CrudePrev
12099007002,FL,Boca Raton,14.6,14.9,24.1,18.5,66.3,4.6,6.5,3.2,73.2,79.6,65.8,3.9,38.6,41.5,13.7,77.6,5.8,29.3,1.7,19.8,81.5,10.5,20.2,86.7,8.7,37.6,1.5,6.2
12099007006,FL,Boca Raton,10.7,30.3,14.8,34.4,84.5,11.1,6.5,9,82.2,87.3,73.7,6.8,39,40,9.1,80.5,11.3,43.2,3.4,22,81.1,8.3,19.3,85.7,11,31.1,3.6,6
12099007007,FL,Boca Raton,9.8,25.7,17.9,29.2,80.6,9.1,6.8,6.6,80.4,88.4,72.1,5.8,40.1,41.8,10.5,82.3,9.3,40,2.6,20.2,81.8,8.9,19.7,85.9,10.4,32.6,2.6,5.5
12099007008,FL,Boca Raton,10.1,17.9,23.2,20.7,74,6.1,6.7,4.1,76.7,81.8,70.3,4.2,40.1,41.9,10.3,83.6,6.4,32.6,1.8,17,81.9,9.3,17.8,85.2,8.2,33.2,1.7,4.8
12099007009,FL,Boca Raton,9.5,23.8,19.1,28.4,79.3,8.4,6.5,5.9,79.6,87.3,71.4,5.2,39.9,41.4,10,83,8.7,39.2,2.5,19.2,81.8,8.6,19.6,86.4,9.7,32.9,2.4,4.9
12099007011,FL,Boca Raton,10,23.7,19.3,27.9,78.6,7.9,6.7,5.9,79.3,87.3,69.8,5.4,38.7,40.4,11.1,82.3,8.9,39.1,2.4,20.1,82.4,9.4,20.5,85.8,10.4,34,2.4,5.3
12099007100,FL,Boca Raton,19.9,3.2,29.4,11.3,23.4,0.7,8.3,0.6,70.7,33.7,,2.1,,,13,74,1.1,12.8,0.7,17.6,,14.7,14.2,74.3,5.1,37,0.3,
12099007201,FL,Boca Raton,13.2,26.8,17.6,30.7,81.3,9.5,6.7,7.6,79.9,85.8,70.1,6.4,38.2,37.6,11.6,78.8,10,39.5,3,23.5,79.9,9.5,20.1,85.4,11.3,33.9,3.2,7.3
12099007202,FL,Boca Raton,15.1,20.4,20.9,24.2,75.6,6.6,7,5.3,76.2,78.4,67.1,5.4,36.6,36.1,13.1,76.6,7.9,34.3,2.4,22.5,80.8,10.8,20.1,84.2,10.3,35.5,2.4,8
12099007203,FL,Boca Raton,22.5,21.7,19.3,27.2,74.5,5.9,7.6,6.4,75.1,73.6,59.5,7,31.2,30.7,17.4,65.9,10.3,36.1,2.9,29.5,79.5,13.4,24.8,83.8,13.4,39.6,3.1,12.9
12099007301,FL,Boca Raton,13.7,24.4,19.3,29.4,79,8,6.9,6.6,78.8,84.2,69.4,6.2,37.6,38.5,13.2,77.8,9.6,38.8,2.7,23.1,80.7,10.1,21.5,85.2,11.2,35.7,2.8,7.3
12099007302,FL,Boca Raton,18,23.6,19.5,28.3,76.6,7,7.3,6.6,76.6,80,63.9,6.9,33.7,33.7,16.1,71.8,9.9,37.6,2.8,26.7,80.2,11.9,23.2,84.3,12.7,37.9,3,10.3
12099007416,FL,Boca Raton,10,34,13,37.8,86.4,13.3,6.3,10.2,84.6,91,75,7.3,40,40.3,8.6,81.8,12.1,45.3,3.7,23.5,79.7,7.5,18.5,85.4,11.6,29.8,4,6.1
12099007418,FL,Boca Raton,8,36.4,10.4,42.1,88.2,15.6,5.7,11.1,87.2,93.3,76.8,6.8,41.4,41.1,6,84.7,12.1,47.7,3.9,22.2,79.6,6,16.3,85.6,10.8,27,4.2,5
12099007420,FL,Boca Raton,10.6,36,12.1,40.2,86.9,13.9,6.3,11.2,85,91.2,74.2,8,38.5,38.6,9.1,80.3,12.9,46.5,4,25.5,79.3,7.8,19,85.2,12.5,30.2,4.5,7
12099007501,FL,Boca Raton,15.3,25.9,17.5,30.8,80.2,8.3,7.2,7.5,79.1,82,67.2,6.8,35.2,34.2,13.2,74.4,10.7,39,3.1,25.6,81,10.7,22.4,85.2,12.2,35.9,3.4,9
12099007504,FL,Boca Raton,14.1,29.1,16.7,33.3,82.2,9.9,6.9,8.8,80.2,85.7,69.1,7.5,36.6,36.1,12.8,76.3,11.2,41.6,3.3,25.6,79.9,10,21.4,85,12.6,34.4,3.7,8.9
12099007505,FL,Boca Raton,11.3,27.3,17.2,30.8,82.5,10,6.6,8.1,80.1,85.3,72.8,6.3,38.6,38.7,10.2,79.9,9.9,39.8,3.1,21.8,81.1,9,19.3,85.5,10.7,32.2,3.3,6.4
12099007602,FL,Boca Raton,21.3,23.7,18.1,28.6,77.8,7.5,7.1,7.1,77.3,77.2,63.6,6.7,33.5,31.4,14.7,70,10.1,36.8,3,28.8,80.2,11.5,22.2,83.7,12.5,37.8,3.3,11.7
12099007603,FL,Boca Raton,11.8,23.3,19.8,26.6,77.9,7.9,6.8,5.9,78.4,85.7,69.7,5.7,38.8,39.5,12.3,80.1,8.6,37.3,2.5,21.3,80.6,9.8,20.2,85.4,10.5,34.6,2.5,6.3
12099007604,FL,Boca Raton,13.1,24.7,19.1,28,77.9,7.8,7,6.5,77.8,84.6,66.6,6.5,36.4,36.3,14.1,76.7,9.5,38,2.7,23.9,80.7,10.9,22.5,85.6,11.9,36,2.9,7.8
12099007605,FL,Boca Raton,10.8,22.2,20.5,25.3,76.8,7.4,6.8,5.3,77.9,85.6,69.7,5.3,38.6,40.3,11.7,81.2,8.1,36.5,2.3,19.8,81.8,9.6,20.2,86.2,10,34.2,2.3,5.7
12099007607,FL,Boca Raton,14.2,25.9,18,28.5,80.8,9.4,6.6,7.4,79.2,83.3,69.7,6.2,37.9,34.2,11.2,78.1,9.2,37.2,3,23.9,81.3,9.6,19,84.8,11,33.6,3.2,7.7
12099007610,FL,Boca Raton,10.6,24.2,19.3,27.4,78.5,8,6.9,6,78.9,86.9,70.2,5.9,38.7,40.8,12,81,8.9,38.7,2.5,20.7,81.6,9.7,20.8,85.8,10.7,33.9,2.5,5.9
12099007612,FL,Boca Raton,13.2,25,18.5,28.7,79.2,8.2,6.9,6.5,78.7,84.8,69.5,6.2,36.7,38.3,12.6,78.2,9.7,38.9,2.7,23.3,81.3,10.1,21.4,85.3,11.3,34.9,2.8,6.9
12099007615,FL,Boca Raton,15.2,25.3,18.2,29.8,77.8,7.3,7.5,6.7,77.4,81.7,63.6,7.2,34.6,34.1,15.5,73.7,10.4,40,2.9,26.4,80.7,12.1,23.7,84.6,13.3,37.4,3.1,9.4
12099007616,FL,Boca Raton,11.4,28.2,17,32.8,82.7,10,6.7,7.7,80.8,86.8,72.3,6.6,38.8,39.9,11.1,80.4,10.3,42,3,22.7,80.9,9.1,19.9,85.1,11.2,32.7,3.1,6.6
12099005411,FL,Boynton Beach,8.4,43.7,7.1,48.4,90.3,18.2,5.9,14.7,89.7,94.7,77.5,9.2,40,38.3,6.2,81.3,15,51,4.9,27.3,80.1,6.1,16.9,84.8,13.3,26.5,5.7,6.9
12099005601,FL,Boynton Beach,35,28.2,14.1,38.6,78.7,6.5,9.6,9,78.9,72.1,54.8,10.7,25.3,26.1,23.4,51.1,16.5,41.5,4.2,42.5,78.1,16.5,32.8,83.6,19.3,45.6,5.4,22.6
12099005701,FL,Boynton Beach,31,32.5,12.2,42.2,81.6,7.8,9.4,11.2,81.3,76.3,55.3,12,24.8,24.3,22.5,50.9,19,43,5,43.8,80.7,16,34.1,84.5,20.6,45.5,6.8,23.5
12099005702,FL,Boynton Beach,26.7,28.9,14,38.9,79.8,6.6,9.5,8.8,80.8,76.6,57.2,10.1,25.7,27.1,22.2,55.7,16.6,40.4,4.1,38.9,81.7,15.7,33.1,84.7,18.3,45.9,5.4,19.7
12099005808,FL,Boynton Beach,17.7,18.3,22.5,22.5,71.5,5.9,7.1,4.8,74.8,76.7,65.1,5.1,35.2,32.7,15.3,73.4,7.1,30.7,2.3,23.6,80.6,11.5,21.1,85.1,10.1,38.1,2.3,9.4
12099005810,FL,Boynton Beach,16.4,49.1,7.4,55.7,90.3,15.9,7.5,18.6,87.3,91.1,65.9,15.4,31.8,31.6,13.1,67.1,21.5,56.5,6.3,39.9,77.3,10.2,24.2,80.9,21,32.7,8.2,15.3
12099005811,FL,Boynton Beach,17.1,27.9,16.5,33,81.4,9.2,7.1,8.1,80.5,85.4,68.5,7.4,36.2,36.2,14.3,74.2,11.4,39.9,3.2,28.1,79.3,10.5,22.6,84.2,12.8,37.2,3.6,9.4
12099005812,FL,Boynton Beach,24.7,14.7,23.3,20.2,61.9,3.5,8.3,3.3,71.5,67,56.2,5.4,28.8,30.7,21.7,63.3,6.5,27.9,2,28,80.8,15.2,25.2,83.7,11.6,42.6,1.9,14.2
12099005813,FL,Boynton Beach,18.9,18.2,20.9,22.8,70.2,5.1,7.6,4.4,74.9,77.1,62.8,5.4,32.9,33.9,16.5,71,7.8,31.3,2.3,25,81.3,12.6,23.7,85.2,11.1,39.8,2.2,10
12099005816,FL,Boynton Beach,19.4,24.3,18.2,29.1,76.6,6.8,7.8,6.4,77.3,80.2,63.3,7.3,33.1,33.5,17.5,69.7,10.6,37.4,2.9,28.9,80.3,12.8,25,84,13.6,40,3.2,11.2
12099005817,FL,Boynton Beach,18.9,20.4,19.6,26.3,73.3,5.5,7.7,4.9,76.7,79.2,62.6,5.9,33.7,34.8,17.1,71,9.2,34.5,2.4,27.1,80.3,12.4,24.8,84.2,12,41,2.5,10.2
12099006005,FL,Boynton Beach,17.6,32.8,14.9,36.7,83.3,10.7,7.5,10.1,81.3,85.4,66.6,9.3,34.3,33.3,15.4,71.3,13,42.8,3.8,31.4,78.5,11.3,23.1,83.5,15.1,36.7,4.6,11.8
12099006007,FL,Boynton Beach,23.7,22.1,16.7,30.8,74,5.8,8.8,5.9,78.5,73.2,57.6,7,29,26.7,19.3,62,10.7,34,3.1,32.4,82.1,14.4,28.7,85.9,14,44.2,3.6,15.8
12099006008,FL,Boynton Beach,13.7,29.5,14.4,34.7,83.5,10.8,6.7,8.9,82.9,87.5,72.4,6.8,38.5,38.8,10.2,78.3,11.3,41.3,3.4,24.7,79.8,8.6,20.6,86,11.4,33.5,3.7,7.6
12099006009,FL,Boynton Beach,14.3,48.7,6.7,53.1,90.5,17.4,7,18,88.7,92.3,70.7,13.9,33.6,32.9,10.4,71.2,19.4,54.2,6,38,76.5,8.7,20.6,80.6,18.9,30.4,7.7,13.1
12099006010,FL,Boynton Beach,21.7,23.2,18.8,29.7,76.6,6.8,8.1,6.6,78.1,76.8,64.4,7,33,33.7,17.4,68,10.4,35.6,2.9,29.2,79.3,12.9,25.1,83.8,12.9,40.9,3.3,12.3
12099006012,FL,Boynton Beach,18,23.3,19.7,27.7,76,6.9,7.6,6.1,77.3,81,63,6.7,33.6,33.7,17,71.6,9.7,35.8,2.7,27.3,80.1,12.2,24.2,84.5,12.7,39.4,3,10.7
12099006100,FL,Boynton Beach,26.7,28.2,14.2,40.4,79.6,6.1,9.7,8.5,80.7,74.7,55.9,10,23.6,24.7,23,54.1,17.1,40.3,4.2,39.1,82.3,16,34.3,84.8,18.3,47,5.6,21.8
12099006201,FL,Boynton Beach,29.4,24.6,15.8,33.3,74.9,5,9.5,7,77,71.3,52.1,9.4,23.3,25.1,25,52.2,14.2,37.2,3.6,39.5,81,17.4,33.6,84,18.1,46.8,4.5,22
12099006202,FL,Boynton Beach,17.8,31.9,15,37.4,83.6,10.6,7.2,10.3,80.6,82.3,68.1,9,35.2,34.2,14,71.5,12.9,44.2,3.9,29.8,77.6,10.8,22.4,84.5,14.3,35.1,4.6,11.1
12099006203,FL,Boynton Beach,23.8,41.3,9.7,46.8,87.2,13.2,7.7,15.2,84.5,84.8,63.7,13.1,30.3,28.6,14.7,62.9,18.4,49,5.6,40.5,76.4,11.5,24.8,83.1,19.3,36.4,7.4,17.5
12099006300,FL,Boynton Beach,18.5,26.9,17.8,32.7,79.7,8.4,7.7,7.8,79,81.4,65.9,7.8,34.5,34.3,16.4,71.3,11.1,39.7,3.2,28.5,79.3,11.9,23.5,84.2,13.5,38,3.6,11.1
12099006602,FL,Boynton Beach,10.7,25,19.3,29.1,79.4,8.5,6.8,6.5,79.4,87.4,70.9,5.9,39.5,39.9,12,81,9.2,39.1,2.6,21.1,81.1,9.5,20.6,85.6,10.7,34.4,2.7,6.1
12099006603,FL,Boynton Beach,12.8,39,9.3,43.9,89,16.6,5.9,13,87.7,91.7,77.6,8,40.1,39.3,6.5,81.2,13.3,47.1,4.5,26.2,77.4,6.4,16.5,86,12.1,28,5.1,6.8
12071010102,FL,Cape Coral,19.8,20.5,21.7,25.1,72.8,5.4,7.5,5.2,73.1,77.2,64.6,6.2,35.7,34.6,17.8,64.1,8.5,30.8,2.4,24.7,79.8,12.6,27.8,82.9,11.8,34.7,2.4,11.3
12071010103,FL,Cape Coral,22.8,21,20.7,26,72.6,5.2,7.7,5.4,72.4,74.5,62.1,6.8,33.1,31.9,19.2,59.8,9.3,31.6,2.6,27.5,79.5,13.6,29.4,82.6,12.9,35.5,2.7,13.1
12071010105,FL,Cape Coral,15.6,26,18.8,30.8,78.8,7.4,7.4,6.9,76.4,82.4,67.6,7.3,37,36.1,15.5,67.9,10.4,36,2.9,24.2,80.3,11.4,27.3,83,12.5,32.4,3.1,10.1
12071010201,FL,Cape Coral,24.3,19.9,21.3,25.5,71.1,4.8,7.9,5,71.4,72,61,6.7,32.8,31.6,20.1,58.3,8.8,31.1,2.5,27.8,79.6,14.1,29.3,82.1,12.9,35.9,2.5,13.9
12071010203,FL,Cape Coral,24.6,20,21,26.4,72,4.9,7.9,5.1,71.8,71.3,60.4,6.7,32.4,31.9,19.7,59,8.8,32,2.5,28.1,78.8,13.9,28.7,81.3,12.9,35.7,2.5,14
12071010204,FL,Cape Coral,21,20.3,21.6,25.1,71.8,5.2,7.7,5.1,72.3,74.7,64.1,6.5,35.5,34.8,18.8,61.7,8.3,30.7,2.4,25.6,79.4,13.2,28.3,82.9,12,35.1,2.5,12.4
12071010302,FL,Cape Coral,25.2,26,17.3,31.6,77.1,6.3,8.3,7.4,74.2,74.1,59.8,8.9,31.5,29.7,20.4,54.6,12,36.1,3.3,32.5,78.7,14.6,31.1,81.4,15.7,36.1,3.8,17.6
12071010303,FL,Cape Coral,18.4,26.8,18.5,31.9,80.1,8,7.3,7.4,77,81.8,68.1,7.5,37.5,36.2,15.4,67.1,10.6,36.4,3,26.3,78.4,11.1,25.9,81.4,12.6,32.3,3.2,11.4
12071010304,FL,Cape Coral,19.7,27.9,17.5,32.9,80.1,7.8,7.6,8.1,76.4,79.9,64.4,8.5,35.6,33.2,16.9,62.6,11.6,37.3,3.3,28.5,78.4,12.2,27.5,81.6,14.1,33.1,3.7,13.9
12071010305,FL,Cape Coral,25.6,19.3,21.4,24.2,70.6,5,7.6,4.8,71.9,71.6,60.1,6.1,33.6,32.5,17.6,59.4,8.4,29.7,2.5,27,78.4,13.2,28.6,83,12.1,35.1,2.5,13.8
12071010306,FL,Cape Coral,24.1,26.1,17.8,31,77.6,6.9,8,7.5,74.7,76.2,61,8.5,33.3,30.2,18.6,58.1,11.3,35.5,3.3,30.8,78.7,13.6,29.3,81.6,14.8,34.8,3.7,16.3
12071010307,FL,Cape Coral,24.6,29.2,15.8,34.1,79.5,7.2,8.3,8.8,75.2,76.3,58.2,10.1,31,28.6,19.9,54,13.5,38.1,3.9,33.8,78.6,14.6,31.5,81.6,17.1,35,4.5,18.9
12071010404,FL,Cape Coral,21.5,23.7,19.4,27.9,75.6,6.1,7.7,6.3,73.8,77.3,62.2,7.5,34.1,32.9,18.4,60.8,10.1,33.5,2.9,27.9,79,13.2,28.9,82.1,13.5,34.5,3,13.7
12071010405,FL,Cape Coral,21.7,28,17.3,32,79.3,7.7,7.8,8.3,75.9,79.1,62.6,8.8,34.3,30.8,17.9,60.3,11.7,36.3,3.4,30.2,78.5,13,28.2,81.2,14.9,33.9,3.9,15.5
12071010406,FL,Cape Coral,13.8,27.7,18.3,32.3,80.9,8.5,7.1,7.3,78.2,85.4,71.1,7.3,39.4,39,14.3,71.5,10.4,37.4,2.9,23.2,79.7,10.3,25.5,82.1,11.9,31,3,8.8
12071010407,FL,Cape Coral,15.1,30.2,16.6,34.5,82.4,9.2,7.4,8.5,78.9,85.1,69.4,8.3,38.7,37,14.4,68.9,11.5,38.7,3.3,25.4,78.9,10.7,25.9,82,13.1,30.8,3.6,10.7
12071010409,FL,Cape Coral,17.7,22.5,20.4,27.2,75,6.1,7.5,5.6,74,78.3,65.5,6.6,36.4,35,16.7,65.5,9,32.9,2.6,24.4,80.1,12.2,27.8,83.6,12.1,33.6,2.7,11.1
12071010410,FL,Cape Coral,15.3,23,20.6,27.6,76.7,6.7,7.2,5.7,75.5,81.7,68.8,6.2,38.5,38.1,14.8,70.4,8.8,33.4,2.5,22.2,80,11,25.9,83.6,11.1,32.3,2.5,8.8
12071010411,FL,Cape Coral,19.1,27.5,17.7,31.9,78.9,7.5,7.7,7.7,75.8,79.2,63.7,8.5,35.3,32.9,17.5,62.2,11.3,36.8,3.2,28.3,79.4,12.8,28.5,81.8,14.3,33.6,3.6,13.3
12071010412,FL,Cape Coral,20.3,27.8,18,32.1,79.4,7.6,7.8,8,75.7,79.1,64.2,8.7,35,33,18,61.6,11.4,36.9,3.2,29,78.5,12.8,28.2,81.2,14.4,33.5,3.7,14.2
12071010501,FL,Cape Coral,19.3,28.2,17.6,32.8,80,8,7.7,8,76.6,80.9,65.4,8.5,36.1,33.5,16.9,63.5,11.6,37.1,3.3,28.1,78.7,12.2,27.8,81.7,14.1,33.1,3.7,13.4
12071010502,FL,Cape Coral,17.5,32.7,15.8,37.1,83.3,10,7.6,9.8,79,83.8,67.9,9.5,37.3,34.6,15.4,65.5,12.5,40,3.7,28.4,77.8,11.4,26.5,81.5,14.7,31.4,4.3,13
12071010601,FL,Cape Coral,18.8,31.7,16.1,37.5,82.9,9.3,7.5,9.6,78.2,82.2,66,9.5,35.9,33.5,16.6,63.3,12.6,40.4,3.6,29.7,78,11.8,27.1,80.8,14.9,32.3,4.3,14.2
12071010602,FL,Cape Coral,17.5,32.3,15.7,36.4,83.1,9.8,7.5,9.8,78.7,83.6,67.1,9.5,36.6,33.9,15.5,64.4,12.6,39.6,3.8,28.6,78.2,11.3,26.7,81.5,14.6,31.3,4.4,13.2
12071010701,FL,Cape Coral,13.7,32.8,15.4,38.8,84.4,10.6,7,9.6,80.7,86.8,70.8,8.6,39.1,37.4,13.3,70.3,12.1,41.3,3.5,25.8,78.5,9.7,24.9,81.4,13.2,29.7,4,10.5
12071010702,FL,Cape Coral,14.9,38.7,12.7,41.4,86.5,12.2,7.2,12.6,82.2,88.5,69.6,11,37.1,34.4,13.9,65.6,14.9,42.8,4.4,30.1,77.9,10.2,26.2,80.7,15.7,29.5,5.4,13.4
12071010801,FL,Cape Coral,17,34.4,15.1,39.2,83.7,10,7.7,10.8,79,84.6,65.6,10.6,35.5,33.2,16.9,63,13.5,41.8,3.9,29.9,78.4,11.9,27.6,80.8,16,31.6,4.8,14.7
12071010802,FL,Cape Coral,21.6,34.1,14.8,38.9,82.5,9.1,8.1,11.2,77.2,80,59.9,11.8,31.9,28.8,19.6,55.1,14.7,41.3,4.4,34.4,77.9,13.8,30.5,81,18.1,33.7,5.5,19.3
12071010803,FL,Cape Coral,13.9,32.4,15.7,37.1,83.8,10.3,7.2,9.6,79.9,86.5,69.5,8.8,39,36.7,13.7,69.5,12,40.4,3.5,25.6,79.1,10.2,25.2,81.5,13.5,29.9,4,10.9
12103025401,FL,Clearwater,14.6,25.9,19.8,30.6,78.3,8,7.4,7.2,76.9,83,66.5,7.4,36.8,36.9,17.7,66.9,9.5,35,2.9,24.5,77.4,11.6,26.7,79.7,12.3,36.8,3.2,12.7
12103025405,FL,Clearwater,15.5,30.1,17.2,35.6,82.8,10.2,7.2,9.4,79.4,83.7,71.6,8.3,37.1,37.4,15.4,67.4,11,38.6,3.4,25.6,76.3,10.4,24.4,78.5,12.5,34.1,3.9,12.8
12103025412,FL,Clearwater,17.5,24.6,21.4,29.4,76.6,7.2,7.7,7,75,79.5,66,7.7,36,35.9,20.7,63.4,9.3,34.4,2.8,26,76.1,12.8,26.8,77.4,12.8,38.1,3.1,14.9
12103025413,FL,Clearwater,16.6,31.5,16.9,36.8,81.8,9.5,7.6,9.9,78.6,84.6,66,9.7,34.9,35,19.4,62.5,12.2,39.7,3.6,29.2,75.9,12,27.9,77.4,14.8,36.7,4.3,15.9
12103025501,FL,Clearwater,15.9,28.3,18.8,32.5,79.9,8.8,7.5,8.5,77.5,83.4,67.1,8.3,36.3,35.9,18.2,65.1,10.6,36.3,3.2,26.6,76,11.8,26.6,78.4,13.3,36.7,3.7,14.3
12103025505,FL,Clearwater,31.3,27.1,16.3,34.4,75.4,5.6,9.4,9.8,73,68.6,48.8,12.1,25.7,24.5,29.9,40.5,13.8,37.2,4,39.7,77,19.2,37.1,76.3,20,44.2,5.3,31.5
12103025506,FL,Clearwater,17.5,36.4,14,42.1,85,10.8,7.9,11.8,80.3,83.6,64.5,11.9,34.3,32.8,19.6,59.1,14.5,44,4.3,33.5,76.2,12.5,27.7,71.9,16.9,36.2,5.3,19.2
12103025800,FL,Clearwater,26.5,26.7,16.7,34.7,76.3,6,9.3,8.3,75.4,72.8,54.5,10.3,26.8,25.4,27.3,45.4,13.4,35.1,3.8,37,78,17.1,36.2,78.5,17.7,44.6,4.9,27.6
12103025900,FL,Clearwater,24.8,31.5,15.4,36.9,80.7,8.5,8.5,11,76.7,76.7,59.1,11.5,29.2,27.1,22.4,50.6,14.2,39.1,4.4,35.7,76.8,14.9,31.3,77.5,17.8,39.3,5.6,24.4
12103026001,FL,Clearwater,11.7,34,14.8,39.1,84.6,11.5,6.9,10.7,81.9,89.3,71.2,8.9,38.3,38.5,14.3,69.8,12.3,41.4,3.7,25.7,77.5,9.5,24.9,78.7,13.2,32.8,4.3,11.7
12103026002,FL,Clearwater,12.6,32.2,16.3,38.4,83.1,10.4,7.1,10.1,80.1,86.8,69.6,8.9,37,37.6,15.8,67.9,12.1,41.1,3.6,25.6,77.1,10.4,26.2,78.8,13.5,34.3,4.2,12.4
12103026101,FL,Clearwater,20.3,23.3,19,31.6,76,5.8,8.7,7,74.9,74.1,60.5,8.1,30.4,32.2,23.1,56,10.8,34,3,29.4,77.5,14.9,30.9,78.1,14,41.1,3.6,19.8
12103026102,FL,Clearwater,15.4,23.2,22.1,29.2,75,6.7,7.6,6,74.8,79.3,65.6,7,35.6,35.7,20.2,65.2,8.4,33.8,2.6,24.3,78,12.5,27.4,79.3,12.1,38.4,2.8,13.4
12103026200,FL,Clearwater,31.4,27.6,14,43,78.9,5.1,11,8.3,79.6,68.8,54,10.8,20,21.8,29.7,37.8,17.8,36.1,4.4,42.3,81,18.6,42.5,79.2,19.4,50.2,6.4,36.2
12103026300,FL,Clearwater,29.4,28.8,15.6,37.4,77.6,6,9.8,9.3,75.3,71.2,52.6,11.9,24.6,24.6,28.9,41.3,15.5,37.5,4.3,40,77.8,18.3,38.2,78.4,19.9,45.1,5.7,31.6
12103026400,FL,Clearwater,28.2,23.8,19.2,32.1,74.4,5.6,8.1,7.5,73.1,71.2,56.1,8.9,28.6,28.6,25.2,49.1,11.6,35.5,3.3,34,76.5,15.5,33.4,78,15.9,42.4,3.8,23
12103026500,FL,Clearwater,20.6,26.7,18.5,33.2,78.1,7.5,7.9,8.1,76,77.4,62.3,8.6,32.7,31.7,20.6,58.2,11.1,36.2,3.4,29.7,77.1,13.3,29.5,78.7,14.4,39.2,3.9,18.4
12103026601,FL,Clearwater,14.9,23.3,21.5,28.1,76.1,7.2,7.3,6.3,75.9,81.4,67.2,6.6,37.4,37.4,17.5,68,8.5,33,2.6,23.2,77.6,11.5,26.1,79.5,11.4,37.1,2.8,11.8
12103026602,FL,Clearwater,25.1,22.3,20.6,28.5,72.8,5.6,8,6.5,72.6,73.1,58.1,8,30.5,30.7,23.1,54.5,9.7,33.3,2.9,30.2,76.2,14.7,30.6,78.5,14.3,40.7,3.2,19.6
12103026701,FL,Clearwater,20.5,24.5,19.5,29.9,75.9,6.5,8,7,74.8,77.1,62.5,8.1,33.1,32.9,21.5,58.3,10.2,34.1,3,28.8,77.6,13.8,29.7,78.8,13.8,39.9,3.4,17.3
12103026702,FL,Clearwater,17.5,24.2,20.8,28.9,77,7.3,7.6,6.8,75.6,79.6,66.1,7.2,35.3,35.2,18.8,64.7,9.1,33.6,2.8,25.4,76.8,12.3,26,77.9,12.2,37.4,3.1,14.1
12103026703,FL,Clearwater,22.6,22.6,20.7,27.7,74.6,6.3,7.6,6.6,73.7,75.2,62.4,7.4,33.5,32.8,20.5,58.4,9.4,32.6,2.9,28.2,76.7,13.4,28.6,78.3,13,39.2,3.1,17.1
12103026804,FL,Clearwater,20.6,27,18.7,32.9,78.4,7.5,7.9,8.2,75.8,77.6,63.4,8.9,33.2,32.4,21.9,57.8,11,36.4,3.3,30.4,76.1,13.6,29,77.5,14.4,39,3.9,18.7
12103026809,FL,Clearwater,13.6,26.1,19.7,30.9,80.4,8.8,7.2,7.8,77.5,79.4,69.1,7.1,37.6,35.5,15,69.1,9,35.4,3,23.6,77.4,10.9,23,77.7,11.4,34.2,3.4,12.6
12103026811,FL,Clearwater,10.8,28.4,17.5,32.8,81.7,9.8,6.9,8,79.9,87.7,71.5,6.9,39.5,39.9,13.4,73.2,9.8,37.1,3,21.9,78.4,9.4,23.8,80.1,11.1,33.3,3.2,9.4
12103026812,FL,Clearwater,13.9,26.7,19.1,31.5,80.1,8.7,7.2,7.4,78,83.8,70.1,7.1,37.4,38,16,69.4,9.5,35.9,2.9,23.9,77.7,10.7,24.8,78.7,11.6,35.2,3.2,11.2
12103026813,FL,Clearwater,14.7,28.9,16.9,35.5,81.9,10,6.8,8.9,79.2,83.9,67.4,7.4,37.1,34.2,14.3,68.8,10,37.7,3.3,25.7,77.7,9.9,23.3,79.5,12.2,34.1,3.9,13.1
12103026818,FL,Clearwater,29.7,18.6,20.5,25.8,68.1,4.4,8.4,5.4,70.8,64.3,54.2,7.2,28.3,26.8,24.3,48.4,8.6,29.8,2.8,32.1,77.7,16.3,31.5,78.7,13.8,42.4,3,24.4
12103026819,FL,Clearwater,20.1,26.7,19.1,32.4,79.3,8.1,7.5,8.3,76.2,78.3,67.7,8.4,34.9,35.9,19.5,61.1,10.4,36.5,3.2,28,75.5,12.3,27,77.2,13.1,37.3,3.7,16.1
12103026820,FL,Clearwater,14.8,32.7,15.8,38.5,83.6,10.5,7.4,9.8,79.9,84.3,69.8,9.3,36.7,36.4,16.6,65.4,12.1,41,3.8,27.8,76.5,11,26.4,78.1,13.9,34.9,4.3,13.8
12103026821,FL,Clearwater,15.3,26.6,19.3,31.9,78.7,7.9,7.7,7.7,76.6,81.7,66.4,8,35.6,35.8,18.7,65.5,10.1,36.6,3,25.6,77.7,12.3,26.7,78.1,13.1,36.9,3.4,14.1
12103026910,FL,Clearwater,15.2,38.2,12.6,43,86.3,13.1,7.4,12.4,83,88.2,70.8,10.7,35.9,35.6,14.8,65.8,13.7,43.1,4.4,30.3,74.8,10.2,24.7,77.4,15.3,33.1,5.4,15
