State,Tract,Total Population
FL,12111380100,968
FL,12111380200,3144
FL,12111380300,6047
FL,12111380400,6621
FL,12111380500,5758
FL,12111380600,4250
FL,12111380700,8090
FL,12111380800,3405
FL,12111380901,2444
FL,12111380902,5854
FL,12111381000,1224
FL,12111381101,7451
FL,12111381102,4765
FL,12111381204,3399
FL,12111381300,3593
FL,12111381401,4704
FL,12111381402,7822
FL,12111381502,12523
FL,12111381503,10877
FL,12111381601,6201
FL,12111381602,3429
FL,12111381603,6062
FL,12111381701,2943
FL,12111381702,2112
FL,12111381802,4344
FL,12111381803,5336
FL,12111381804,5166
FL,12111381900,6542
FL,12111382002,8570
FL,12111382003,10374
FL,12111382006,8122
FL,12111382007,5215
FL,12111382008,7590
FL,12111382009,4388
FL,12111382010,2275
FL,12111382106,23655
FL,12111382108,19839
FL,12111382109,11888
FL,12111382110,7181
FL,12111382111,15381
FL,12111382112,8287
FL,12111382113,14635
FL,12111382200,6289
FL,12111980000,0
FL,12111990000,0
FL,12113010100,3512
FL,12113010200,3387
FL,12113010300,12759
FL,12113010400,2590
FL,12113010502,8287
FL,12113010503,6214
FL,12113010504,4934
FL,12113010600,6193
FL,12113010702,7212
FL,12113010704,6057
FL,12113010705,3275
FL,12113010706,9105
FL,12113010707,4272
FL,12113010708,5972
FL,12113010802,4925
FL,12113010808,9599
FL,12113010809,5101
FL,12113010811,15294
FL,12113010812,4977
FL,12113010813,4921
FL,12113010814,6150
FL,12113010815,9043
FL,12113010817,5351
FL,12113010819,11397
FL,12113010900,6251
FL,12113990000,0
FL,12115000101,4270
FL,12115000102,4650
FL,12115000200,5401
FL,12115000300,3934
FL,12115000401,4162
FL,12115000404,1305
FL,12115000405,3841
FL,12115000406,3408
FL,12115000407,3782
FL,12115000501,1727
FL,12115000502,3589
FL,12115000503,3583
FL,12115000601,2323
FL,12115000602,3820
FL,12115000700,2841
FL,12115000801,1895
FL,12115000802,2758
FL,12115000900,2251
FL,12115001000,3679
FL,12115001101,5226
FL,12115001102,5639
FL,12115001201,7945
FL,12115001202,4351
FL,12115001203,4383
FL,12115001204,4195
FL,12115001301,3187
FL,12115001302,4094
FL,12115001303,3262
FL,12115001304,2111
FL,12115001401,8384
FL,12115001402,4697
FL,12115001403,6857
FL,12115001503,3513
FL,12115001504,3121
FL,12115001505,4781
FL,12115001506,6257
FL,12115001507,5922
FL,12115001601,3911
FL,12115001602,3836
FL,12115001702,5855
FL,12115001703,3189
FL,12115001704,2704
FL,12115001801,3539
FL,12115001803,2605
FL,12115001804,2792
FL,12115001805,1752
FL,12115001903,1561
FL,12115001904,3054
FL,12115001905,1168
FL,12115001907,952
FL,12115001908,980
FL,12115002003,4151
FL,12115002004,3924
FL,12115002005,3966
FL,12115002007,2368
FL,12115002008,2972
FL,12115002009,7365
FL,12115002010,6303
FL,12115002100,6812
FL,12115002201,3120
FL,12115002202,4378
FL,12115002203,4183
FL,12115002302,4373
FL,12115002303,5047
FL,12115002304,2288
FL,12115002305,1423
FL,12115002401,2657
FL,12115002402,3688
FL,12115002504,2989
FL,12115002505,2349
FL,12115002507,5407
FL,12115002508,3358
FL,12115002509,4126
FL,12115002510,3863
FL,12115002511,3018
FL,12115002601,2189
FL,12115002602,2787
FL,12115002603,1778
FL,12115002604,2714
FL,12115002605,2299
FL,12115002710,2629
FL,12115002711,9882
FL,12115002712,36147
FL,12115002713,8743
FL,12115002714,5215
FL,12115002715,7710
FL,12115002716,7427
FL,12115002718,6836
FL,12115002719,3957
FL,12115002720,2991
FL,12115002721,4899
FL,12115002722,8462
FL,12115002723,2526
FL,12115002724,2478
FL,12115990000,0
FL,12117020101,1396
FL,12117020102,1076
FL,12117020201,2059
FL,12117020202,4520
FL,12117020301,2483
FL,12117020302,2394
FL,12117020401,2179
FL,12117020402,3551
FL,12117020500,2430
FL,12117020600,12802
FL,12117020701,15166
FL,12117020703,6420
FL,12117020704,6465
FL,12117020705,3053
FL,12117020803,7049
FL,12117020805,8408
FL,12117020806,6815
FL,12117020807,7068
FL,12117020808,4172
FL,12117020810,3487
FL,12117020811,5327
FL,12117020812,3811
FL,12117020901,4186
FL,12117020902,2028
FL,12117020903,10949
FL,12117021000,4889
FL,12117021100,3257
FL,12117021201,5801
FL,12117021203,6820
FL,12117021204,10420
FL,12117021306,8747
FL,12117021307,7903
FL,12117021311,4716
FL,12117021312,4242
FL,12117021313,6937
FL,12117021314,4329
FL,12117021315,8505
FL,12117021316,4273
FL,12117021317,9504
FL,12117021318,9062
FL,12117021319,1797
FL,12117021320,7283
FL,12117021321,3425
FL,12117021401,6882
FL,12117021403,8892
FL,12117021404,7378
FL,12117021502,5104
FL,12117021503,1766
FL,12117021504,3154
FL,12117021505,4712
FL,12117021506,3105
FL,12117021604,4341
FL,12117021606,6952
FL,12117021608,6201
FL,12117021609,2901
FL,12117021611,5252
FL,12117021612,4123
FL,12117021613,3330
FL,12117021614,6066
FL,12117021615,3293
FL,12117021616,3592
FL,12117021704,4181
FL,12117021705,4927
FL,12117021706,3117
FL,12117021707,5673
FL,12117021708,7288
FL,12117021802,4937
FL,12117021803,3070
FL,12117021805,1661
FL,12117021806,4733
FL,12117021901,4934
FL,12117021902,4495
FL,12117022001,2532
FL,12117022002,3763
FL,12117022004,2602
FL,12117022005,7618
FL,12117022101,6359
FL,12117022104,6917
FL,12117022105,3544
FL,12117022106,8367
FL,12117022201,5860
FL,12117022205,3218
FL,12117022206,6018
FL,12117022207,6890
FL,12117022208,4518
FL,12117022209,3790
FL,12119910100,3211
FL,12119910300,1483
FL,12119910401,2599
FL,12119910402,3028
FL,12119910500,4910
FL,12119910601,4393
FL,12119910602,2995
FL,12119910700,5650
FL,12119910800,3945
FL,12119910900,6823
FL,12119911000,1694
FL,12119911200,40256
FL,12119911301,4095
FL,12119911302,974
FL,12119911400,13462
FL,12119911500,1946
FL,12119911701,10053
FL,12119911702,5229
FL,12119980000,8
FL,12121970100,6675
FL,12121970200,3976
FL,12121970301,1738
FL,12121970302,6955
FL,12121970400,7675
FL,12121970500,9780
FL,12121970600,7015
FL,12123950100,3513
FL,12123950200,5113
FL,12123950300,5591
FL,12123950400,8133
FL,12123990000,0
FL,12125960100,3719
FL,12125960200,7487
FL,12125960300,4094
FL,12127080100,8565
FL,12127080201,2572
FL,12127080202,2899
FL,12127080300,3486
FL,12127080400,3358
FL,12127080500,2560
FL,12127080600,3248
FL,12127080700,4223
FL,12127080803,5043
FL,12127080804,7685
FL,12127080805,5782
FL,12127080806,2843
FL,12127080807,5512
FL,12127080901,4065
FL,12127080902,3869
FL,12127081000,3718
FL,12127081101,2398
FL,12127081102,1957
FL,12127081200,4091
FL,12127081300,1769
FL,12127081500,2008
FL,12127081600,2462
FL,12127081700,6929
FL,12127081800,3009
FL,12127081900,2461
FL,12127082000,2720
FL,12127082100,4684
FL,12127082201,3371
FL,12127082202,1846
FL,12127082301,7459
FL,12127082401,3694
FL,12127082404,2292
FL,12127082405,3865
FL,12127082406,2887
FL,12127082410,6894
FL,12127082411,4060
FL,12127082412,2661
FL,12127082413,3879
FL,12127082414,3708
FL,12127082415,3144
FL,12127082503,6363
FL,12127082506,4027
FL,12127082507,7122
FL,12127082508,4442
FL,12127082509,4252
FL,12127082510,3694
FL,12127082511,2512
FL,12127082604,2488
FL,12127082605,3390
FL,12127082606,3148
FL,12127082607,2288
FL,12127082701,1916
FL,12127082703,2909
FL,12127082704,2282
FL,12127082705,2375
FL,12127082801,2600
FL,12127082802,3861
FL,12127082902,5728
FL,12127082903,4669
FL,12127082904,5019
FL,12127083003,6113
FL,12127083005,3620
FL,12127083006,6293
FL,12127083007,5082
FL,12127083008,2884
FL,12127083009,3644
FL,12127083203,7440
FL,12127083205,3538
FL,12127083206,3042
FL,12127083207,7415
FL,12127083208,12538
FL,12127083209,6148
FL,12127090101,3931
FL,12127090102,3609
FL,12127090202,6924
FL,12127090203,5395
FL,12127090204,7732
FL,12127090303,2764
FL,12127090304,4706
FL,12127090305,3720
FL,12127090306,5239
FL,12127090307,6251
FL,12127090400,5617
FL,12127090500,1771
FL,12127090600,6648
FL,12127090701,5572
FL,12127090702,4865
FL,12127090803,4972
FL,12127090804,8239
FL,12127090805,5785
FL,12127090806,4500
FL,12127090902,10331
FL,12127090903,4351
FL,12127090904,5493
FL,12127091001,5804
FL,12127091005,2328
FL,12127091013,7477
FL,12127091015,4446
FL,12127091016,5748
FL,12127091017,3884
FL,12127091018,7861
FL,12127091019,5143
FL,12127091020,6277
FL,12127091021,2394
FL,12127091022,8293
FL,12127091023,3059
FL,12127091024,7820
FL,12127091025,4712
FL,12127091026,6797
FL,12127091027,7456
FL,12127091028,4829
FL,12127091029,5115
FL,12127092500,4284
FL,12127990000,0
FL,12129010100,5206
FL,12129010201,9294
FL,12129010202,8116
FL,12129010203,8970
FL,12129990000,0
FL,12131950101,7179
FL,12131950102,2864
FL,12131950200,5934
FL,12131950301,6161
FL,12131950302,5392
FL,12131950400,3036
FL,12131950501,4488
FL,12131950502,4625
FL,12131950601,10710
FL,12131950602,3130
FL,12131950603,9938
FL,12131990000,0
FL,12133970102,1645
FL,12133970103,3403
FL,12133970104,2860
FL,12133970200,3265
FL,12133970301,2463
FL,12133970302,6753
FL,12133970303,4083
