TABLE 16A.—UPDATED PROXY HOSPITAL VALUE-BASED PURCHASING PROGRAM (VBP) ADJUSTMENT FACTORS FOR FY 2018*					
CMS Certification Number (CCN)	Proxy FY 2018 Hospital VBP Adjustment Factor				
200034	0.9887477034				
200037	0.9993114504				
200039	0.9974442506				
200041	0.9988638340				
200050	1.0146327204				
200052	1.0234187908				
200063	1.0076882716				
220001	0.9983650615				
220002	1.0046572691				
220008	0.9955514727				
220010	0.9907939498				
220011	0.9985696861				
220012	1.0011274941				
220015	0.9987538483				
220016	1.0057059704				
220017	0.9967280643				
220019	0.9936842728				
220020	1.0112564138				
220024	1.0018436803				
220029	0.9987947732				
220030	0.9956665740				
220031	0.9998485901				
220033	1.0045038007				
220035	1.0084939812				
220036	0.9994904970				
220046	1.0006159325				
220049	0.9953468480				
220050	1.0007182448				
220052	0.9971373136				
220058	0.9995672312				
220060	1.0042480199				
220062	1.0305422861				
220063	0.9969838451				
220065	1.0014855872				
220066	0.9963904337				
220070	1.0054246115				
220071	1.0055269239				
220073	0.9968303767				
220074	1.0048618938				
220075	1.0062291584				
220077	0.9960118781				
220080	0.9938121632				
220083	0.9969326890				
220084	1.0107448522				
220086	1.0022529296				
220088	1.0104890714				
220090	1.0046061130				
220095	0.9966666769				
220098	0.9984162176				
220100	1.0042991760				
220101	1.0081870442				
220105	1.0092613236				
220108	1.0076243264				
220110	1.0041457075				
220111	0.9997974339				
220116	0.9988766231				
220119	1.0078289511				
220126	0.9984162176				
220135	1.0028156474				
220163	0.9955003165				
220171	1.0008205571				
220175	0.9949375987				
220176	0.9981092807				
230002	1.0014344311				
230003	1.0168324352				
230005	1.0018027554				
230015	0.9899754512				
230017	0.9954491603				
230019	1.0022017735				
230020	1.0060384855				
230021	0.9984673738				
230022	1.0090055428				
230024	1.0011786503				
230029	1.0000532147				
230030	0.9986208423				
230031	1.0046572691				
230035	1.0184694324				
230036	0.9946818179				
230037	1.0040945514				
230038	1.0011786503				
230040	1.0133793944				
230041	0.9959607219				
230046	1.0014344311				
230047	0.9941191002				
230053	0.9988254669				
230054	0.9906916375				
230055	1.0145304080				
230058	1.0109494768				
230059	1.0044014883				
230066	0.9984673738				
230069	1.0016902119				
230070	0.9974442506				
230072	1.0155023751				
230075	0.9917147607				
230077	0.9966769082				
230078	1.0146001664				
230080	1.0124330055				
230081	1.0124841616				
230085	1.0087404608				
230089	1.0117168192				
230092	1.0067546717				
230095	1.0055269239				
230096	0.9972652040				
230097	1.0056292362				
230099	1.0037364583				
230100	1.0058338608				
230104	1.0007694010				
230105	1.0068569840				
230108	1.0055141348				
230117	0.9952956919				
230118	1.0101821344				
230121	0.9981604368				
230130	1.0013321187				
230132	0.9925332592				
230133	1.0136095972				
230141	0.9929936647				
230142	0.9970861575				
230146	0.9956537850				
230151	0.9967792205				
230156	1.0020483050				
230165	0.9907939498				
230167	0.9992347162				
230174	0.9972652040				
230176	1.0043503322				
230180	1.0108855316				
230193	1.0052199869				
230195	0.9970350013				
230197	1.0021506173				
230207	1.0005136202				
230208	0.9987998888				
230216	0.9977000314				
230217	1.0151059148				
230222	1.0161162490				
230227	0.9974954067				
230230	0.9968815328				
230236	1.0026621789				
230239	1.0158604682				
230241	0.9951550124				
230244	0.9928401962				
230254	0.9975977191				
230259	1.0186229008				
230269	1.0041968637				
230270	1.0041457075				
230273	0.9973419383				
230277	1.0016902119				
230297	1.0027542600				
230302	0.9985696861				
230303	0.9993370285				
240001	1.0008205571				
240002	1.0018948365				
240004	1.0061407978				
240006	1.0232502080				
240010	1.0134049725				
240014	1.0204773116				
240018	1.0083916688				
240019	0.9982115930				
240020	1.0305050817				
240022	1.0051304636				
240030	0.9975977191				
240036	1.0075220141				
240038	1.0018948365				
240040	0.9950678144				
240044	1.0112564138				
240047	0.9995928093				
240050	1.0097345180				
240052	1.0026366008				
240053	1.0121260685				
240056	1.0077777949				
240057	1.0045038007				
240059	1.0207389056				
240063	1.0052199869				
240064	1.0122283808				
240066	1.0137630656				
240069	1.0116528740				
240071	1.0081998332				
240075	1.0177532461				
240076	1.0099263536				
240078	1.0033783651				
240080	0.9964722835				
240084	1.0106936960				
240088	1.0002066832				
240093	1.0088520743				
240100	1.0117679754				
240101	1.0170242708				
240104	1.0086986058				
240106	0.9933517578				
240115	1.0082382004				
240132	1.0104379152				
240141	1.0143211328				
240166	1.0101181892				
240187	1.0026366008				
240207	1.0041968637				
240210	0.9986719984				
240213	1.0093636359				
240214	1.0205156788				
250001	0.9875711117				
250002	1.0068569840				
250004	1.0014855872				
250006	1.0003345736				
250007	1.0007182448				
250009	1.0025087104				
250019	0.9913055114				
250020	1.0028284364				
250025	1.0074708580				
250031	0.9977000314				
250034	1.0018948365				
250036	0.9993753956				
250038	1.0095682605				
250040	0.9997974339				
250042	1.0010763379				
250043	1.0093508468				
250044	1.0108855316				
250048	1.0041968637				
250050	1.0048618938				
250057	1.0029179597				
250058	1.0028156474				
250067	0.9986208423				
250069	0.9911520429				
250072	0.9978534999				
250077	0.9955386836				
250078	0.9977000314				
250082	0.9972396259				
250084	0.9926355715				
250085	1.0009100804				
250093	1.0041457075				
250094	0.9964211274				
250095	1.0064733128				
250096	1.0018692584				
250097	0.9977000314				
250100	1.0009740256				
250102	1.0033783651				
250104	1.0015367434				
250117	0.9884407664				
250123	1.0019459927				
250124	1.0007182448				
250126	1.0058978060				
250128	0.9961141904				
250138	0.9966052896				
250141	0.9947841303				
250151	1.0037364583				
250162	0.9968815328				
250167	1.0095171044				
250168	0.9957254036				
260001	0.9963188151				
260005	0.9980069683				
260006	1.0084939812				
260009	1.0132515040				
260011	1.0080335757				
260015	0.9915101360				
260017	0.9972907821				
260020	1.0024575543				
260022	1.0123102307				
260023	1.0034806775				
260024	1.0208609828				
260025	1.0115121946				
260027	0.9962165027				
260032	0.9968815328				
260034	1.0093508468				
260040	0.9981092807				
260047	1.0017413680				
260048	1.0018436803				
260050	1.0120365452				
260052	1.0036853021				
260057	1.0015878995				
260059	1.0058978060				
260061	1.0012937516				
260062	1.0032248967				
260064	1.0025087104				
260065	0.9974954067				
260068	0.9938121632				
260070	1.0036341459				
260074	0.9992475052				
260077	0.9928913523				
260078	1.0057315485				
260081	1.0023552419				
260085	1.0044014883				
260091	1.0013321187				
260094	1.0097217290				
260095	1.0023552419				
260096	1.0009740256				
260097	1.0101181892				
260102	1.0098751975				
260104	1.0016902119				
260105	0.9888500157				
260108	0.9995416531				
260110	0.9931982893				
260113	1.0132515040				
260119	0.9989277792				
260137	0.9964722835				
260138	1.0044014883				
260141	0.9965745959				
260142	1.0007182448				
260162	1.0136095972				
260163	0.9903591224				
260175	0.9930448208				
260176	0.9961346529				
260177	0.9950910672				
260179	1.0146838765				
260180	1.0008717133				
260183	0.9987231546				
260186	1.0009126382				
260190	1.0130878043				
260191	1.0036136835				
260193	1.0088520743				
260195	0.9983139053				
260200	0.9963188151				
260210	1.0082382004				
260214	0.9955386836				
260216	1.0022529296				
260219	1.0074708580				
260227	1.0109727296				
270003	1.0145815642				
270004	1.0006159325				
270012	0.9992347162				
270014	1.0101821344				
270017	1.0077777949				
270023	1.0124330055				
270032	1.0132049984				
270049	0.9945795056				
270051	1.0030714282				
270057	1.0073480832				
270086	1.0355276865				
270087	1.0104146624				
280003	0.9925332592				
280009	0.9966257520				
280013	0.9968303767				
280020	0.9960118781				
280023	0.9965234397				
280030	0.9963699712				
280032	0.9969326890				
280040	0.9988766231				
280060	0.9965234397				
280061	0.9991324039				
280065	1.0027133351				
280077	0.9920856428				
280081	1.0005136202				
280105	1.0094147920				
280111	0.9955386836				
280125	1.0011684190				
280127	1.0173905024				
280128	1.0026366008				
280129	1.0226921408				
280130	0.9943339560				
280131	1.0380389889				
280132	0.9951422234				
280133	1.0204598720				
280134	1.0053734554				
290001	0.9868549254				
290003	0.9896685143				
290005	1.0035522961				
290006	1.0135712300				
290007	0.9885942349				
290008	0.9997590668				
290009	1.0070616087				
290012	0.9932699079				
290019	1.0017413680				
290021	0.9911008867				
290022	0.9928913523				
290032	0.9944771933				
290039	1.0053734554				
290041	0.9939144755				
290045	0.9901289197				
290046	0.9904870128				
290047	0.9991835600				
290049	1.0085835044				
290053	0.9985696861				
290054	0.9927890400				
300001	1.0022017735				
300003	0.9958584096				
300005	1.0064886597				
300011	1.0038796955				
300012	0.9956537850				
300014	1.0041968637				
300017	0.9996439655				
300018	1.0006670887				
300019	1.0089032304				
300020	1.0000532147				
300023	0.9983241365				
300029	0.9964211274				
300034	1.0033272090				
310001	0.9946306618				
310002	1.0007694010				
310003	1.0035522961				
310005	0.9978023437				
310006	0.9955003165				
310008	1.0024063981				
310009	1.0002578394				
310010	0.9985696861				
310011	0.9921751661				
310012	0.9993881847				
310014	0.9915101360				
310015	1.0029179597				
310016	1.0010763379				
310017	0.9935563824				
310019	0.9909985744				
310021	0.9953980042				
310022	0.9982627491				
310024	0.9955003165				
310025	1.0003601517				
310027	0.9943237248				
310028	0.9949375987				
310029	0.9918170730				
310031	1.0040945514				
310032	0.9982115930				
310034	1.0076243264				
310038	0.9939656317				
310039	0.9940679440				
310040	1.0009740256				
310041	0.9891057965				
310044	0.9950399111				
310045	0.9951422234				
310047	1.0009740256				
310048	0.9976488752				
310050	0.9929425085				
310051	0.9966769082				
310052	0.9969326890				
310054	0.9964722835				
310057	0.9947329741				
310058	1.0008717133				
310060	1.0037876144				
310061	0.9894638896				
310064	1.0041968637				
310069	1.0023040858				
310070	1.0011274941				
310073	0.9932494455				
310074	1.0007182448				
310075	1.0011274941				
310076	1.0030202720				
310081	0.9945795056				
310083	0.9991733288				
310084	0.9957560973				
310086	0.9996951216				
310091	0.9972396259				
310092	1.0006159325				
310096	1.0048209689				
310108	0.9983650615				
310110	0.9953980042				
310111	0.9964211274				
310112	0.9958584096				
310113	1.0014855872				
310115	0.9894638896				
310118	0.9991835600				
310119	0.9922774784				
310130	0.9951115297				
320001	0.9908962621				
320002	0.9931982893				
320003	1.0093508468				
320004	0.9884407664				
320005	0.9980581245				
320006	1.0097217290				
320009	0.9976488752				
320011	1.0081870442				
320013	1.0043631212				
320016	1.0133793944				
320017	0.9986719984				
320018	0.9957049411				
320021	0.9994393408				
320030	1.0134840320				
320033	1.0182276032				
320038	1.0041712856				
320061	1.0110773672				
320063	0.9985696861				
320065	1.0011019160				
320074	1.0070488196				
320085	0.9948864426				
320086	0.9872897528				
320089	0.9981092807				
330003	1.0000839084				
330004	0.9991835600				
330005	0.9924821031				
330006	0.9924309469				
330008	1.0057059704				
330009	1.0024063981				
330011	0.9970350013				
330013	0.9959607219				
330014	0.9915101360				
330019	1.0045038007				
330023	0.9967792205				
330024	1.0021506173				
330027	0.9934540701				
330028	0.9958072535				
330030	1.0031225843				
330033	0.9980964916				
330043	0.9911008867				
330044	0.9862410515				
330045	0.9986208423				
330046	1.0063965786				
330047	1.0093636359				
330049	0.9973930944				
330055	0.9931471331				
330056	0.9911008867				
330057	0.9992347162				
330058	1.0063965786				
330059	1.0046061130				
330061	0.9933517578				
330065	0.9939656317				
330073	0.9943876700				
330074	1.0031737405				
330078	0.9926355715				
330079	1.0095682605				
330080	0.9931471331				
330084	1.0145304080				
330085	1.0110773672				
330086	0.9861387392				
330088	0.9959223548				
330090	0.9912543552				
330094	0.9902619257				
330096	1.0034039432				
330101	1.0055780800				
330102	0.9962165027				
330103	0.9960118781				
330104	1.0034806775				
330106	1.0032760528				
330107	0.9922058598				
330111	0.9869758400				
330115	1.0032760528				
330119	1.0023552419				
330125	1.0041968637				
330126	0.9967792205				
330127	0.9936586947				
330128	0.9924309469				
330132	1.0067872256				
330135	1.0033272090				
330136	1.0016390557				
330140	1.0040433952				
330141	0.9955514727				
330144	1.0064733128				
330151	1.0045549568				
330153	0.9966257520				
330157	0.9941702563				
330158	0.9972907821				
330160	0.9902823882				
330162	1.0057315485				
330163	1.0006568574				
330164	1.0020994611				
330167	0.9939144755				
330169	1.0018948365				
330175	1.0111541015				
330180	0.9929425085				
330181	0.9925844154				
330182	1.0080335757				
330184	0.9969838451				
330185	1.0043503322				
330188	1.0062942663				
330191	0.9929425085				
330193	0.9984162176				
330194	1.0007694010				
330195	0.9956537850				
330196	0.9979046560				
330197	1.0140188464				
330198	0.9918170730				
330199	1.0086474496				
330201	0.9945795056				
330202	1.0022017735				
330203	0.9936586947				
330204	0.9945283495				
330205	0.9947713412				
330208	1.0015878995				
330211	1.0099902988				
330214	1.0052199869				
330215	0.9990812477				
330218	1.0079824196				
330219	0.9964722835				
330221	0.9979046560				
330223	1.0166405996				
330224	1.0126469312				
330226	1.0122795370				
330229	0.9869060816				
330231	0.9997462778				
330232	0.9925844154				
330233	0.9924821031				
330234	0.9948864426				
330235	1.0000429835				
330236	0.9974442506				
330238	1.0001427380				
330239	1.0000327523				
330240	0.9965063876				
330241	0.9978534999				
330245	0.9905893251				
330246	0.9992347162				
330250	1.0143257834				
330259	0.9927378839				
330261	0.9953468480				
330264	0.9906916375				
330265	1.0114610384				
330267	1.0011070316				
330268	1.0035957788				
330270	1.0102844468				
330273	0.9972907821				
330276	1.0095171044				
330277	1.0152465943				
330279	0.9861387392				
330285	1.0029691159				
330286	0.9953980042				
330304	0.9992347162				
330307	1.0061407978				
330331	0.9951933795				
330332	0.9924309469				
330340	1.0019255302				
330350	0.9924821031				
330385	0.9973930944				
330386	0.9975465629				
330393	1.0022017735				
330394	0.9953980042				
330395	0.9904972440				
330396	0.9966052896				
330397	0.9891262590				
330399	0.9923797907				
330401	1.0003089955				
340001	0.9944260371				
340002	1.0013321187				
340003	0.9997974339				
340004	0.9928401962				
340008	1.0171905284				
340010	1.0011274941				
340013	0.9969838451				
340014	1.0016390557				
340015	0.9907427936				
340016	1.0077777949				
340017	1.0004726953				
340020	1.0067955966				
340021	0.9987743107				
340023	0.9999509024				
340024	1.0124330055				
340027	0.9968303767				
340028	1.0080335757				
340030	1.0011786503				
340032	1.0047084253				
340037	1.0157069997				
340039	1.0002578394				
340040	0.9971884698				
340041	0.9912236615				
340042	1.0092408611				
340047	0.9950399111				
340049	1.0366438209				
340050	1.0013832749				
340051	1.0107960084				
340053	0.9982627491				
340060	0.9979046560				
340061	0.9987743107				
340064	0.9954491603				
340068	1.0011786503				
340069	0.9876734240				
340070	1.0013321187				
340071	1.0058338608				
340073	0.9986208423				
340075	1.0028668035				
340085	0.9923081721				
340087	1.0159627805				
340090	1.0068058279				
340091	1.0022529296				
340096	1.0102844468				
340097	1.0098751975				
340098	0.9988254669				
340099	1.0087753400				
340106	1.0222038320				
340107	1.0133947413				
340109	0.9980478933				
340113	1.0017925242				
340114	0.9988766231				
340115	1.0112564138				
340116	1.0006670887				
340119	1.0039410829				
340120	1.0070488196				
340123	1.0071127648				
340126	1.0033272090				
340127	1.0059361731				
340129	0.9962165027				
340130	0.9966257520				
340131	1.0102844468				
340132	1.0010251818				
340133	1.0028284364				
340141	1.0023040858				
340142	1.0031225843				
340143	0.9996951216				
340144	1.0110517892				
340145	1.0071639210				
340147	0.9984162176				
340148	1.0270636673				
340151	1.0067546717				
340155	0.9979046560				
340158	1.0086474496				
340166	0.9986208423				
340171	1.0007694010				
340173	0.9956537850				
340183	1.0039717766				
340184	1.0074606267				
340186	1.0047467924				
350002	1.0038899267				
350006	0.9918682291				
350011	0.9893615773				
350015	0.9981092807				
350019	1.0071127648				
350070	1.0030714282				
360001	1.0023552419				
360002	1.0057059704				
360003	0.9934029139				
360006	0.9907939498				
360008	0.9941191002				
360009	1.0006159325				
360010	1.0041968637				
360011	1.0054757677				
360012	1.0013832749				
360013	0.9901672868				
360014	0.9947713412				
360016	1.0039922391				
360017	0.9930959770				
360020	0.9896173581				
360025	1.0004624640				
360026	1.0074708580				
360027	0.9982627491				
360029	0.9995416531				
360032	0.9968815328				
360035	0.9916636045				
360036	0.9980581245				
360037	0.9965745959				
360039	1.0003089955				
360040	1.0046061130				
360041	1.0011786503				
360044	0.9983139053				
360046	1.0022529296				
360048	0.9979558122				
360051	0.9984673738				
360052	0.9961141904				
360054	0.9927890400				
360055	1.0054757677				
360056	1.0076243264				
360058	1.0102460796				
360059	0.9933517578				
360064	0.9930448208				
360065	1.0117807644				
360066	1.0019971488				
360068	1.0039410829				
360070	0.9956537850				
360071	0.9924693140				
360072	0.9957560973				
360074	1.0058338608				
360075	1.0087497620				
360076	0.9967792205				
360077	1.0079312634				
360078	0.9961141904				
360079	0.9988254669				
360080	0.9940167879				
360081	0.9945897368				
360082	1.0059668668				
360084	1.0036341459				
360085	0.9992347162				
360086	0.9992347162				
360087	1.0105402276				
360089	1.0099263536				
360090	0.9987231546				
360091	1.0000532147				
360092	0.9968815328				
360095	1.0082893565				
360096	1.0063965786				
360098	1.0054757677				
360107	0.9987998888				
360109	0.9980325464				
360112	0.9934029139				
360118	1.0036341459				
360121	0.9975209848				
360123	1.0103867591				
360125	1.0046061130				
360131	0.9870979172				
360132	0.9993881847				
360133	1.0026621789				
360134	0.9978023437				
360137	0.9979046560				
360141	0.9939656317				
360143	1.0055780800				
360144	1.0051688307				
360145	0.9974442506				
360147	0.9983139053				
360148	1.0070662592				
360150	1.0039410829				
360151	1.0044321820				
360152	0.9977511875				
360155	1.0085962935				
360159	0.9984162176				
360161	0.9995416531				
360163	1.0010763379				
360170	0.9930448208				
360172	1.0047595815				
360174	1.0025598666				
360175	0.9905509580				
360179	0.9941702563				
360180	1.0074197018				
360185	0.9974340193				
360189	0.9997590668				
360192	1.0030714282				
360197	0.9992858723				
360203	1.0084632875				
360210	1.0089543866				
360211	1.0002066832				
360218	1.0066523594				
360230	1.0063454224				
360234	1.0032248967				
360236	1.0080847319				
360239	1.0019971488				
360245	1.0348394036				
360259	1.0050460560				
360262	1.0036750709				
360263	1.0235292416				
360266	1.0226921408				
360270	1.0089671756				
360274	1.0017646208				
360276	0.9945795056				
360348	1.0097728852				
360351	1.0045549568				
360352	1.0149226053				
360354	1.0061919539				
360355	1.0160139367				
360360	0.9994291096				
360362	1.0173905024				
370001	0.9967280643				
370002	1.0072406552				
370004	0.9974570396				
370006	0.9982627491				
370008	0.9956026288				
370013	0.9922263223				
370014	1.0000020586				
370015	1.0078161620				
370016	1.0064375035				
370018	0.9955105477				
370019	1.0066012032				
370020	0.9976795689				
370022	1.0106936960				
370023	1.0082382004				
370025	0.9978534999				
370026	1.0122795370				
370028	0.9944260371				
370029	1.0187507912				
370032	1.0006670887				
370034	0.9981604368				
370037	0.9970350013				
370039	1.0039922391				
370047	0.9954798540				
370048	0.9964978616				
370049	1.0087497620				
370054	1.0028668035				
370056	1.0020483050				
370057	1.0051304636				
370065	1.0037876144				
370078	0.9920216976				
370089	1.0008819445				
370091	0.9993881847				
370093	0.9940679440				
370094	0.9942214125				
370097	0.9971884698				
370099	0.9959223548				
370100	0.9949631768				
370106	0.9905893251				
370113	1.0078801072				
370114	0.9908451059				
370138	1.0257615105				
370149	1.0024063981				
370153	1.0078161620				
370156	1.0089671756				
370158	1.0009100804				
370166	1.0057059704				
370172	1.0238082752				
370173	1.0265986113				
370180	1.0191856186				
370190	1.0123716181				
370199	1.0156046874				
370202	0.9912031991				
370203	1.0009275200				
370206	1.0171114688				
370210	1.0234486319				
370211	0.9933517578				
370212	1.0073452928				
370215	1.0154102940				
370216	1.0173905024				
370218	1.0062814772				
370222	1.0098565952				
370227	1.0196227712				
370228	1.0081823936				
370229	1.0030202720				
370234	1.0108471645				
370235	1.0149140792				
370236	0.9965745959				
380001	0.9984801628				
380002	1.0127910986				
380004	1.0046572691				
380005	1.0218550400				
380007	0.9965745959				
380009	0.9982627491				
380014	1.0005136202				
380017	1.0073173895				
380018	0.9997974339				
380020	1.0104379152				
380021	1.0081870442				
380022	1.0098342725				
380025	1.0064988909				
380027	1.0088009181				
380029	1.0162743680				
380033	1.0039794500				
380037	1.0174463092				
380038	1.0085962935				
380040	1.0088009181				
380047	1.0000020586				
380050	1.0079824196				
380051	1.0065500471				
380052	0.9911264648				
380056	1.0070662592				
380060	1.0066523594				
380061	1.0036341459				
380071	1.0197278739				
380075	1.0035829898				
380082	1.0049130499				
380089	1.0131491917				
380090	1.0087497620				
380091	1.0156728956				
380102	1.0045549568				
380103	1.0209249280				
390001	0.9903130819				
390002	1.0011274941				
390003	1.0120365452				
390004	0.9980069683				
390006	0.9998997463				
390008	0.9978407108				
390009	0.9892081088				
390012	1.0049846686				
390013	1.0088009181				
390016	0.9953468480				
390019	0.9931087660				
390026	0.9938121632				
390027	1.0019459927				
390028	0.9955514727				
390030	0.9909474183				
390031	0.9937098509				
390032	0.9936586947				
390035	1.0005264092				
390036	1.0003601517				
390037	1.0036853021				
390039	0.9914589799				
390041	1.0008717133				
390042	0.9953468480				
390043	0.9985441080				
390044	1.0014855872				
390045	0.9961755778				
390046	0.9948864426				
390048	1.0027133351				
390049	0.9963699712				
390050	0.9886965472				
390052	0.9983522724				
390056	0.9976488752				
390057	1.0066012032				
390058	1.0028974972				
390061	0.9987947732				
390062	1.0011019160				
390063	0.9869572378				
390065	1.0039922391				
390066	0.9968303767				
390067	1.0024575543				
390068	0.9944260371				
390070	1.0007182448				
390071	0.9941958344				
390072	0.9917659168				
390073	0.9885942349				
390076	0.9958584096				
390079	1.0033272090				
390080	1.0004113079				
390081	1.0015367434				
390084	0.9980325464				
390086	0.9946818179				
390090	0.9973930944				
390091	1.0029179597				
390093	0.9879803610				
390096	0.9882361418				
390097	0.9964211274				
390100	1.0031225843				
390101	0.9982627491				
390102	0.9986208423				
390107	0.9967792205				
390110	0.9942214125				
390111	1.0033272090				
390112	1.0079653675				
390113	1.0038899267				
390114	1.0036136835				
390115	0.9953468480				
390116	0.9948864426				
390117	0.9907427936				
390118	0.9970733684				
390119	0.9928401962				
390123	0.9936075386				
390125	0.9968303767				
390127	0.9961141904				
390133	0.9920728538				
390137	0.9970350013				
390138	1.0188147364				
390139	1.0023552419				
390142	0.9949887549				
390145	1.0009740256				
390146	1.0070616087				
390147	0.9965234397				
390150	0.9978407108				
390151	1.0019971488				
390153	1.0102332906				
390156	0.9985696861				
390157	0.9912031991				
390160	0.9944260371				
390162	1.0011786503				
390163	1.0060896416				
390164	0.9989277792				
390168	0.9943748810				
390173	1.0042889448				
390174	1.0002066832				
390178	1.0084939812				
390179	1.0073173895				
390180	0.9941702563				
390183	1.0041712856				
390184	0.9981371840				
390185	1.0041457075				
390192	0.9972652040				
390194	0.9949631768				
390195	1.0078289511				
390197	1.0022529296				
390198	1.0007182448				
390199	0.9955386836				
390201	1.0059361731				
390203	1.0049130499				
390204	0.9972907821				
390211	1.0054246115				
390217	0.9970861575				
390219	1.0024063981				
390220	0.9934029139				
390222	1.0082382004				
390223	1.0012298064				
390225	1.0016390557				
390226	0.9957560973				
390228	1.0056292362				
390231	0.9930959770				
390233	0.9989584729				
390236	1.0126469312				
390237	0.9917659168				
390256	0.9940167879				
390258	0.9985185299				
390263	0.9940167879				
390265	0.9988766231				
390266	0.9968815328				
390267	0.9850644598				
390268	1.0035318336				
390270	0.9941191002				
390290	0.9957049411				
390304	1.0052199869				
390312	1.0012400377				
390314	1.0238082752				
390316	1.0274357121				
390321	1.0226921408				
390322	1.0374809217				
390323	1.0134840320				
390324	1.0296679809				
390325	1.0173905024				
390326	1.0048107376				
390327	1.0084614272				
390328	1.0003601517				
390329	0.9948352864				
410001	0.9969326890				
410005	1.0068876777				
410006	1.0095682605				
410007	0.9961141904				
410008	1.0144792519				
410009	0.9996439655				
410010	0.9958788721				
410011	1.0015367434				
410012	1.0080335757				
410013	1.0064068098				
420002	0.9941702563				
420004	1.0009740256				
420005	1.0198378596				
420007	0.9938121632				
420009	0.9960630343				
420010	1.0004624640				
420011	0.9936726464				
420015	1.0043503322				
420018	1.0016902119				
420019	0.9972652040				
420020	1.0034806775				
420023	1.0018436803				
420026	1.0022017735				
420027	0.9939144755				
420030	1.0040945514				
420033	1.0115121946				
420036	1.0026110227				
420037	1.0051304636				
420038	1.0095171044				
420043	0.9922774784				
420048	1.0041457075				
420049	1.0036853021				
420051	1.0031737405				
420053	1.0033272090				
420055	1.0169859037				
420065	1.0068058279				
420066	0.9874815884				
420067	1.0074197018				
420068	0.9986208423				
420069	1.0168324352				
420070	1.0024575543				
420071	1.0012809626				
420072	1.0268776449				
420073	1.0038387706				
420078	0.9959607219				
420079	0.9945795056				
420080	0.9994904970				
420082	0.9955003165				
420083	0.9896378206				
420085	0.9978534999				
420086	0.9947841303				
420087	1.0057827047				
420089	1.0083916688				
420091	1.0082893565				
420098	1.0125864740				
420101	0.9980325464				
420102	1.0299470145				
420103	1.0039794500				
420104	1.0076243264				
420105	1.0129036421				
420106	1.0051176746				
430005	1.0033272090				
430008	1.0091590112				
430012	1.0141467368				
430013	1.0024447652				
430014	1.0010763379				
430015	1.0158732572				
430016	0.9942214125				
430027	1.0030714282				
430048	1.0120365452				
430077	0.9967280643				
430089	1.0296679809				
430090	1.0321792833				
430091	1.0319002497				
430095	1.0119214439				
430097	1.0049386280				
440002	0.9950399111				
440003	0.9903847005				
440006	0.9903335443				
440007	1.0016774228				
440009	1.0050665184				
440010	1.0007182448				
440011	0.9967280643				
440012	1.0009228695				
440015	1.0010763379				
440017	0.9974954067				
440018	1.0061407978				
440020	0.9963060260				
440025	1.0036341459				
440029	1.0027644912				
440030	0.9977000314				
440031	1.0016390557				
440032	1.0199018048				
440033	0.9988254669				
440034	0.9984673738				
440035	0.9989277792				
440039	0.9956026288				
440046	1.0051176746				
440048	0.9986208423				
440049	0.9971884698				
440050	1.0030202720				
440053	0.9920728538				
440056	1.0026621789				
440057	0.9941958344				
440058	1.0046061130				
440059	1.0006159325				
440060	0.9968815328				
440061	0.9937482180				
440063	0.9902823882				
440065	1.0018948365				
440067	0.9849877256				
440068	1.0017925242				
440072	0.9955003165				
440073	1.0026621789				
440081	1.0039103892				
440082	0.9964722835				
440083	0.9970733684				
440084	0.9926867277				
440091	1.0055780800				
440102	0.9931471331				
440104	0.9925332592				
440109	1.0005264092				
440110	1.0162185613				
440120	0.9877757363				
440125	1.0055269239				
440130	1.0026110227				
440131	1.0226921408				
440132	0.9979046560				
440133	0.9951933795				
440137	0.9945795056				
440144	0.9976488752				
440148	1.0064733128				
440150	0.9930448208				
440151	1.0009228695				
440152	0.9892081088				
440153	1.0113587261				
440156	0.9963188151				
440159	1.0014173790				
440161	0.9989277792				
440173	1.0022017735				
440175	1.0014855872				
440176	1.0008205571				
440180	1.0083916688				
440183	0.9943237248				
440184	1.0051381371				
440185	0.9905381690				
440187	0.9920856428				
440189	1.0034806775				
440192	1.0037876144				
440193	0.9969326890				
440194	1.0003908454				
440197	1.0025087104				
440218	1.0307841153				
440227	1.0029179597				
440228	0.9996439655				
450002	0.9912543552				
450007	0.9938121632				
450010	1.0005136202				
450011	0.9900777635				
450015	1.0024063981				
450018	0.9968303767				
450021	0.9945795056				
450023	0.9989277792				
450024	0.9900266074				
450028	0.9965234397				
450029	0.9941702563				
450032	1.0030714282				
450033	0.9960630343				
450034	0.9975977191				
450035	0.9918682291				
450037	0.9948352864				
450039	0.9947841303				
450040	1.0013321187				
450042	0.9916636045				
450044	1.0019459927				
450046	0.9956537850				
450051	0.9932494455				
450054	1.0073173895				
450055	1.0106936960				
450056	0.9992858723				
450058	0.9926355715				
450064	0.9929936647				
450068	0.9987743107				
450072	1.0032760528				
450079	1.0008205571				
450080	0.9978023437				
450082	0.9943876700				
450083	0.9893104211				
450085	1.0058978060				
450087	1.0011786503				
450090	0.9953468480				
450092	0.9989277792				
450097	0.9965234397				
450099	0.9963060260				
450101	0.9997974339				
450102	1.0007694010				
450104	1.0000532147				
450107	0.9956537850				
450108	0.9966896972				
450119	0.9984162176				
450124	0.9945283495				
450128	1.0041968637				
450130	1.0025087104				
450132	0.9910497306				
