Tract,County,Acute.Bronchitis...Bronchiolitis,Alzheimers.Disease,Anemias,Aortic.Aneurysm...Dissection,Appendix.Diseases,Atherosclerosis,Cerebrovascular.Diseases,Cholelithiasis...Other.Gallbladder.Disorders,Chronic.Liver.Disease...Cirrhosis,Chronic.Lower.Respiratory.Disease,Congenital.Malformations,Diabetes.Mellitus,Essen.Hypertension...Hypertensive.Renal.Dis,Female.Pelvic.Organs.Inflammatory.Diseases,Heart.Diseases,Hernia,Homicide,Hyperplasia.of.Prostate,In.Situ..Benign..Uncertain.and.Unknown.Behavior.Neoplasms,Influenza...Pneumonia,Kidney.Infections,Legal.Intervention,Malaria,Malignant.Neoplasm.or.Cancer,Medical...Surgical.Care.Complications,Meningitis,Meningococcal.Infection,Nephritis..Nephrotic.Syndrome..Nephrosis,Nutritional.Deficiencies,Other.Non.rankable.Cause.of.Death,Parkinsons.Disease,Peptic.Ulcer,Perinatal.Period.Conditions,Pneumoconiosis...Chemical.Effects,Pneumonitis.Due.To.Solids...Liquids,Pregnancy..Childbirth.and.the.Puerperium,Salmonella.Infections,Septicemia,Syphilis,Tuberculosis,Unintentional.Injury,Viral.Hepatitis
12111381701,St Lucie,0,23.79,0,0,0,0,40.77,0,3.4,40.77,0,6.8,6.8,0,142.71,0,0,0,10.19,20.39,0,0,0,159.7,0,0,0,6.8,0,91.74,13.59,0,0,0,3.4,0,0,3.4,0,0,27.18,3.4
12111381702,St Lucie,0,28.41,0,4.73,0,0,75.76,0,9.47,61.55,4.73,18.94,9.47,0,236.74,0,0,0,4.73,23.67,0,0,0,208.33,0,0,0,4.73,4.73,179.92,0,9.47,0,0,0,0,0,4.73,0,0,33.14,4.73
12111381802,St Lucie,0,66.76,0,2.3,0,0,59.85,0,9.21,71.36,0,29.93,6.91,0,239.41,0,0,0,0,18.42,0,0,0,92.08,0,0,0,9.21,2.3,165.75,11.51,2.3,0,0,0,0,0,11.51,0,0,29.93,0
12111381803,St Lucie,0,31.86,1.87,1.87,0,1.87,39.36,0,9.37,43.1,0,20.61,9.37,0,112.44,0,0,0,3.75,7.5,0,0,0,149.93,0,0,0,1.87,3.75,74.96,11.24,0,0,0,1.87,0,1.87,3.75,0,0,31.86,1.87
12111381804,St Lucie,0,30.97,0,3.87,0,0,34.84,0,11.61,56.14,1.94,19.36,3.87,0,129.69,0,0,0,5.81,9.68,0,0,0,133.57,1.94,0,0,7.74,0,83.24,3.87,0,3.87,0,1.94,0,0,7.74,0,0,17.42,0
12111381900,St Lucie,0,25.99,0,3.06,0,0,24.46,0,13.76,50.44,0,15.29,7.64,0,169.67,0,1.53,1.53,12.23,6.11,0,0,0,177.32,1.53,0,0,4.59,3.06,58.09,4.59,1.53,0,0,6.11,0,0,12.23,0,0,22.93,0
12111382002,St Lucie,0,11.67,0,1.17,0,2.33,24.5,0,9.33,42.01,2.33,10.5,5.83,0,107.35,0,1.17,0,4.67,2.33,0,0,0,130.69,0,1.17,1.17,12.84,1.17,61.84,2.33,1.17,0,0,1.17,0,0,3.5,0,0,26.84,0
12111382003,St Lucie,0,16.39,1.93,2.89,0,0,17.35,0,5.78,28.92,1.93,15.42,2.89,0,95.43,0,0,0,1.93,5.78,0,0,0,102.18,1.93,0,0,10.6,1.93,73.26,1.93,0,0.96,0,0,0,0,7.71,0,0,25.06,0
12111382006,St Lucie,0,19.7,0,1.23,0,0,27.09,0,8.62,27.09,3.69,6.16,2.46,0,139.13,1.23,0,0,1.23,4.92,0,0,0,166.22,0,0,0,11.08,0,93.57,3.69,0,1.23,0,2.46,0,0,2.46,0,0,30.78,2.46
12111382007,St Lucie,0,17.26,0,1.92,0,0,26.85,0,7.67,28.76,1.92,11.51,7.67,0,90.12,0,1.92,0,1.92,1.92,0,0,0,120.81,0,0,0,13.42,3.84,46.02,11.51,0,1.92,0,0,0,0,3.84,0,0,26.85,1.92
12111382008,St Lucie,0,14.49,2.64,0,0,0,26.35,0,13.18,31.62,0,7.91,2.64,0,102.77,1.32,2.64,0,1.32,5.27,0,0,0,130.43,0,0,0,7.91,2.64,52.7,3.95,1.32,0,0,2.64,0,0,6.59,0,0,27.67,2.64
12111382009,St Lucie,0,56.97,2.28,0,0,0,59.25,2.28,9.12,63.81,0,20.51,15.95,0,198.27,0,2.28,0,2.28,15.95,0,0,0,182.32,2.28,0,0,18.23,0,157.25,9.12,2.28,0,0,11.39,0,0,6.84,0,0,22.79,2.28
12111382010,St Lucie,0,30.77,4.4,8.79,0,0,65.93,4.4,21.98,83.52,0,35.16,8.79,0,232.97,0,4.4,0,4.4,0,0,0,0,254.95,0,0,0,13.19,4.4,145.05,13.19,0,0,0,4.4,0,0,13.19,0,0,57.14,0
12111382106,St Lucie,0,10.99,0.85,0.42,0.42,0.42,14.8,0.42,4.65,18.18,2.11,6.76,2.54,0,55.8,1.27,0.85,0,2.54,1.27,0.42,0.42,0,69.75,0.42,0,0,2.96,0.42,36.78,1.69,0.42,0.85,0,0.42,0,0,1.69,0,0,21.56,0.85
12111382108,St Lucie,0,30.24,0.5,0.5,0,0.5,31.76,1.01,4.54,42.84,1.51,15.63,7.56,0,143.66,0.5,1.01,0,9.07,6.05,0,0,0,162.81,0,0,0,9.58,0.5,87.71,11.59,0.5,1.51,0,3.02,0,0,6.05,0,0,19.66,1.01
12111382109,St Lucie,0,25.24,0.84,2.52,0,0.84,19.35,0,7.57,20.19,1.68,6.73,3.36,0,83.28,0,0.84,0,3.36,3.36,0,0,0,101.78,0,0,0,7.57,0,66.45,5.89,0,0.84,0.84,0,0,0,4.21,0,0,20.19,0
12111382110,St Lucie,0,15.32,0,1.39,0,0,22.28,1.39,6.96,25.07,0,16.71,1.39,0,54.31,0,0,0,6.96,1.39,0,0,0,73.81,0,0,0,6.96,2.79,36.21,2.79,0,0,0,0,0,0,2.79,0,0,18.1,0
12111382111,St Lucie,0,13.65,0,0.65,0.65,0.65,22.76,0,4.55,28.61,1.3,6.5,2.6,0,60.46,0.65,1.3,0,3.9,4.55,0,0,0,93.62,0.65,0,0,5.85,0.65,39.66,2.6,0,0.65,0,1.95,0,0,2.6,0,0,24.71,1.95
12111382112,St Lucie,0,13.27,0,1.21,0,0,12.07,0,2.41,20.51,1.21,8.45,0,0,60.34,0,1.21,0,1.21,2.41,0,0,0,73.61,0,0,0,7.24,1.21,43.44,3.62,1.21,1.21,0,3.62,0,0,4.83,0,0,25.34,1.21
12111382113,St Lucie,0,17.77,0,0.68,0,0,14.35,0,4.78,23.23,2.05,6.83,4.1,0,63.55,0,2.05,0,4.1,3.42,0,0,0,83.36,0.68,0,0,3.42,0.68,31.43,4.1,0,0,0.68,1.37,0,0,2.73,0,0,14.35,2.73
12111382200,St Lucie,0,30.21,1.59,4.77,0,1.59,55.65,0,9.54,58.83,3.18,17.49,4.77,0,209.89,0,0,0,6.36,14.31,0,0,0,198.76,0,0,0,14.31,3.18,90.63,11.13,1.59,0,1.59,3.18,0,0,11.13,0,0,34.98,1.59
12119910100,Sumter,0,28.03,6.23,0,0,3.11,24.91,0,12.46,43.6,0,24.91,3.11,0,214.89,0,3.11,0,0,9.34,0,0,0,130.8,0,0,0,15.57,0,102.77,9.34,3.11,3.11,0,0,0,0,6.23,0,0,68.51,0
12119910300,Sumter,0,40.46,0,0,0,0,33.72,0,26.97,47.2,0,20.23,0,0,168.58,0,0,0,6.74,13.49,0,0,0,121.38,0,0,0,26.97,0,121.38,13.49,0,0,0,0,0,0,6.74,0,0,40.46,6.74
12119910401,Sumter,0,23.09,0,0,0,0,30.78,0,23.09,84.65,0,30.78,23.09,0,273.18,0,0,0,7.7,3.85,0,0,0,273.18,0,0,0,7.7,0,111.58,7.7,0,3.85,0,0,0,0,0,0,0,61.56,3.85
12119910402,Sumter,0,9.91,3.3,0,0,0,19.82,0,13.21,59.45,0,19.82,0,0,165.13,3.3,0,0,6.61,13.21,0,0,0,118.89,0,0,0,9.91,0,79.26,0,0,3.3,0,3.3,0,0,3.3,0,0,42.93,0
12119910500,Sumter,0,8.15,0,2.04,0,0,20.37,0,10.18,34.62,0,10.18,4.07,0,99.8,0,2.04,0,4.07,6.11,0,0,0,109.98,2.04,0,0,10.18,0,65.17,2.04,0,2.04,0,4.07,4.07,0,4.07,0,0,12.22,0
12119910601,Sumter,0,11.38,0,9.11,0,2.28,34.15,2.28,13.66,68.29,0,22.76,2.28,0,179.83,0,2.28,0,6.83,6.83,2.28,0,0,177.56,0,0,0,9.11,0,100.16,2.28,0,0,0,0,0,0,0,0,0,38.7,2.28
12119910602,Sumter,0,23.37,0,6.68,0,0,36.73,0,6.68,53.42,3.34,13.36,13.36,0,136.89,0,3.34,0,3.34,6.68,0,0,0,186.98,0,0,0,3.34,3.34,126.88,3.34,0,3.34,3.34,3.34,0,0,6.68,0,0,33.39,3.34
12119910700,Sumter,0,12.39,1.77,1.77,0,0,28.32,0,12.39,31.86,0,19.47,5.31,0,153.98,0,0,0,1.77,7.08,0,1.77,0,109.73,0,0,0,7.08,0,104.42,1.77,0,0,0,3.54,0,0,5.31,0,0,26.55,0
12119910800,Sumter,0,35.49,2.53,0,0,0,68.44,2.53,12.67,86.19,2.53,45.63,2.53,0,456.27,2.53,0,0,5.07,27.88,0,0,0,415.72,0,0,0,22.81,2.53,261.09,30.42,5.07,0,0,10.14,0,0,10.14,0,0,116.6,2.53
12119910900,Sumter,0,0,2.93,0,0,0,2.93,1.47,4.4,1.47,0,0,0,0,14.66,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0,1.47,0,0,0,0,0,0,0,2.93,0,0,1.47,2.93
12119911000,Sumter,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9
12119911200,Sumter,0,21.36,0.5,2.24,0,3.73,28.07,2.24,7.2,28.57,0.25,15.9,4.72,0,146.56,0.5,0,0.5,5.96,6.46,0.25,0,0,206.18,0.99,0.25,0,5.96,1.24,109.8,13.17,1.49,0,0.25,2.48,0,0,5.71,0,0,41.48,0.99
12119911301,Sumter,0,19.54,4.88,2.44,0,4.88,26.86,0,14.65,63.49,0,34.19,17.09,0,234.43,2.44,0,0,2.44,14.65,0,0,0,251.53,0,0,0,12.21,2.44,178.27,4.88,0,0,0,4.88,0,0,2.44,0,0,51.28,2.44
12119911302,Sumter,0,0,10.27,10.27,0,20.53,82.14,0,0,30.8,10.27,61.6,10.27,0,143.74,0,20.53,0,0,0,0,0,0,195.07,0,0,0,10.27,0,51.33,0,0,41.07,0,0,0,0,10.27,0,0,41.07,0
12119911400,Sumter,0,21.54,2.23,2.97,0,1.49,28.97,0.74,6.69,20.8,0.74,22.28,3.71,0,125.54,0,1.49,0,2.23,7.43,0,0,0,144.11,0.74,0,0,7.43,0.74,92.11,14.11,1.49,0.74,0.74,2.97,0,0,2.97,0.74,0,28.23,0
12119911500,Sumter,0,5.14,0,0,0,0,46.25,0,35.97,41.11,0,10.28,5.14,0,195.27,0,0,0,0,0,0,0,0,143.88,0,0,0,15.42,0,87.36,0,5.14,0,0,0,0,0,0,0,0,82.22,0
12119911701,Sumter,0,24.87,0,5.97,0,4.97,45.76,3.98,6.96,52.72,0,31.83,12.93,0,237.74,1.99,0.99,0,7.96,15.92,0,0,0,278.52,1.99,0,0.99,5.97,0.99,165.12,15.92,1.99,0,0,4.97,0,0,3.98,0,0,70.63,1.99
12119911702,Sumter,0,40.16,3.82,0,0,1.91,53.55,1.91,13.39,59.28,0,32.51,5.74,0,317.46,0,1.91,0,5.74,19.12,1.91,0,0,284.95,1.91,0,0,13.39,0,183.59,24.86,3.82,0,0,1.91,0,0,9.56,0,0,49.72,1.91
12121970100,Suwannee,0,8.99,3,0,0,3,40.45,0,8.99,61.42,1.5,19.48,17.98,0,196.25,1.5,4.49,1.5,7.49,7.49,0,0,0,119.85,0,0,0,5.99,0,115.36,3,0,0,1.5,0,0,0,16.48,0,1.5,29.96,0
12121970200,Suwannee,0,17.61,5.03,2.52,0,2.52,22.64,2.52,7.55,72.94,0,22.64,10.06,0,153.42,0,0,0,2.52,15.09,0,0,0,128.27,0,2.52,0,7.55,0,113.18,5.03,0,7.55,0,2.52,0,0,7.55,0,2.52,35.21,0
12121970301,Suwannee,0,0,0,17.26,0,0,17.26,0,28.77,57.54,5.75,28.77,17.26,0,132.34,5.75,0,0,0,11.51,0,0,0,155.35,0,0,0,5.75,0,86.31,11.51,11.51,0,0,0,0,0,5.75,0,0,40.28,11.51
12121970302,Suwannee,0,25.88,1.44,2.88,0,0,40.26,1.44,5.75,57.51,2.88,25.88,8.63,0,212.8,2.88,5.75,0,1.44,8.63,0,0,0,152.41,0,0,0,8.63,0,123.65,11.5,0,0,0,1.44,0,0,12.94,0,0,25.88,0
12121970400,Suwannee,0,9.12,0,1.3,0,0,10.42,0,6.51,28.66,1.3,16.94,3.91,0,113.36,0,0,0,3.91,11.73,1.3,0,0,95.11,1.3,0,0,6.51,1.3,75.57,5.21,0,0,0,0,0,0,6.51,0,0,23.45,1.3
12121970500,Suwannee,0,10.22,1.02,2.04,0,0,24.54,0,8.18,52.15,1.02,14.31,10.22,0,121.68,0,2.04,1.02,2.04,9.2,0,0,0,163.6,1.02,0,0,5.11,0,75.66,8.18,0,0,0,1.02,0,0,4.09,0,0,32.72,2.04
12121970600,Suwannee,0,9.98,1.43,7.13,0,1.43,28.51,0,8.55,52.74,1.43,22.81,7.13,0,111.19,0,1.43,0,5.7,7.13,0,0,0,172.49,0,0,0,4.28,1.43,71.28,12.83,0,1.43,0,0,0,0,2.85,0,0,39.91,5.7
12123950100,Taylor,0,5.69,2.85,2.85,0,0,19.93,0,2.85,68.32,0,34.16,11.39,0,113.86,0,0,0,0,8.54,0,0,0,125.25,0,0,0,8.54,0,113.86,2.85,5.69,0,0,5.69,0,0,5.69,0,0,22.77,2.85
12123950200,Taylor,0,1.96,1.96,1.96,0,0,43.03,0,11.73,46.94,1.96,35.2,9.78,0,119.3,0,3.91,0,3.91,3.91,3.91,1.96,0,154.51,0,0,0,15.65,1.96,107.57,3.91,5.87,0,0,0,0,0,3.91,0,0,37.16,3.91
12123950300,Taylor,0,8.94,0,1.79,0,0,25.04,0,12.52,41.14,1.79,53.66,8.94,0,134.14,0,3.58,0,3.58,1.79,0,0,0,109.1,0,0,0,8.94,0,96.58,1.79,0,0,0,0,0,0,8.94,0,1.79,30.41,1.79
12123950400,Taylor,0,1.23,1.23,1.23,0,0,15.98,0,11.07,24.59,1.23,15.98,6.15,0,75,0,6.15,0,2.46,8.61,0,0,0,103.28,1.23,0,0,3.69,0,61.48,1.23,0,0,1.23,0,0,0,3.69,0,0,18.44,2.46
12125960100,Union,0,0,0,0,0,0,8.07,0,0,21.51,0,13.44,2.69,0,51.09,2.69,2.69,0,0,2.69,0,2.69,0,26.89,2.69,0,0,8.07,0,21.51,0,0,0,0,0,0,0,2.69,0,0,10.76,5.38
12125960200,Union,0,2.67,1.34,2.67,0,1.34,21.37,1.34,17.36,33.39,0,14.69,5.34,0,132.23,1.34,8.01,0,1.34,10.69,1.34,1.34,0,284.49,1.34,0,0,9.35,0,93.5,2.67,1.34,1.34,0,4.01,0,0,10.69,0,0,24.04,40.07
12125960300,Union,0,7.33,2.44,0,0,4.89,24.43,0,9.77,53.74,0,19.54,4.89,0,85.49,0,2.44,0,0,4.89,0,0,0,97.7,0,0,0,2.44,0,78.16,0,0,0,0,2.44,0,0,0,0,0,24.43,0
12127080100,Volusia,1.17,31.52,0,2.34,0,0,33.86,0,5.84,46.7,0,22.18,11.68,0,164.62,1.17,0,0,11.68,17.51,0,0,0,208.99,2.34,0,0,10.51,0,93.4,14.01,0,0,0,8.17,0,0,3.5,0,0,26.85,1.17
12127080201,Volusia,0,27.22,3.89,3.89,0,3.89,50.54,0,3.89,38.88,0,50.54,27.22,0,209.95,7.78,0,0,3.89,15.55,0,0,0,209.95,0,0,0,7.78,0,116.64,15.55,0,0,0,15.55,0,0,11.66,0,0,27.22,3.89
12127080202,Volusia,0,17.25,3.45,0,0,0,48.29,0,10.35,55.19,0,20.7,24.15,0,158.68,0,0,0,6.9,13.8,0,0,0,251.81,0,0,0,10.35,3.45,120.73,3.45,0,0,0,3.45,0,0,13.8,0,0,41.39,6.9
12127080300,Volusia,0,54.5,0,2.87,0,0,83.19,2.87,37.29,83.19,0,17.21,5.74,0,157.77,0,2.87,0,5.74,0,0,2.87,0,143.43,0,0,0,8.61,0,134.83,8.61,2.87,0,2.87,0,0,0,8.61,0,0,14.34,2.87
12127080400,Volusia,0,23.82,0,0,0,0,26.8,0,8.93,62.54,2.98,8.93,5.96,0,202.5,0,0,0,11.91,14.89,2.98,0,0,175.7,0,0,0,14.89,2.98,151.88,20.85,0,0,0,14.89,0,0,2.98,0,0,23.82,0
12127080500,Volusia,0,31.25,0,0,3.91,3.91,46.88,0,7.81,39.06,0,23.44,7.81,0,191.41,0,0,0,7.81,23.44,0,0,0,175.78,0,0,0,7.81,0,144.53,0,0,0,0,3.91,0,0,3.91,0,0,19.53,0
12127080600,Volusia,0,86.21,3.08,6.16,0,0,55.42,3.08,46.18,76.97,3.08,30.79,15.39,0,274.01,0,3.08,0,12.32,3.08,0,0,0,129.31,0,0,0,0,0,135.47,9.24,0,0,0,3.08,0,0,12.32,0,0,40.02,6.16
12127080700,Volusia,0,49.73,0,0,0,0,47.36,2.37,16.58,49.73,7.1,14.21,14.21,0,189.44,0,0,0,2.37,2.37,2.37,0,0,156.29,0,0,0,7.1,0,108.93,18.94,0,2.37,0,7.1,0,0,7.1,0,0,33.15,2.37
12127080803,Volusia,0,27.76,1.98,1.98,0,0,23.8,0,9.91,71.39,3.97,25.78,5.95,0,124.93,0,0,0,3.97,5.95,0,0,0,166.57,0,0,0,11.9,0,95.18,5.95,0,0,0,1.98,0,0,5.95,0,0,25.78,0
12127080804,Volusia,0,37.74,1.3,1.3,0,0,59.86,1.3,6.51,78.07,2.6,31.23,9.11,0,230.32,1.3,2.6,0,6.51,11.71,1.3,0,0,144.44,1.3,1.3,0,11.71,0,156.15,16.92,1.3,1.3,0,2.6,1.3,0,19.52,0,0,41.64,1.3
12127080805,Volusia,0,19.02,1.73,3.46,0,0,31.13,1.73,10.38,77.83,0,41.51,13.84,0,155.66,0,3.46,0,5.19,6.92,0,0,0,212.73,0,0,0,17.3,1.73,110.69,6.92,0,5.19,0,6.92,3.46,0,15.57,0,0,48.43,1.73
12127080806,Volusia,0,14.07,0,10.55,0,0,45.73,0,7.03,63.31,0,3.52,10.55,0,147.73,0,0,0,0,7.03,0,0,0,144.21,0,0,0,14.07,0,52.76,14.07,3.52,0,0,0,0,0,3.52,0,0,21.1,0
12127080807,Volusia,0,47.17,0,7.26,1.81,1.81,54.43,1.81,0,72.57,1.81,21.77,23.58,0,228.59,0,3.63,0,5.44,10.89,0,0,0,163.28,3.63,0,0,14.51,1.81,212.26,12.7,5.44,0,0,1.81,1.81,0,9.07,0,0,47.17,3.63
12127080901,Volusia,0,68.88,4.92,2.46,0,2.46,93.48,0,9.84,145.14,2.46,59.04,19.68,0,327.18,0,2.46,0,9.84,12.3,0,0,0,194.34,0,0,0,17.22,0,182.04,22.14,2.46,2.46,0,14.76,0,0,9.84,0,0,63.96,2.46
12127080902,Volusia,0,20.68,0,5.17,0,0,18.09,0,12.92,54.28,2.58,15.51,15.51,0,126.65,0,0,0,0,2.58,0,0,0,147.32,0,0,0,7.75,0,90.46,7.75,2.58,7.75,0,0,0,0,2.58,0,0,46.52,2.58
12127081000,Volusia,0,40.34,2.69,8.07,0,5.38,75.31,2.69,48.41,107.58,0,34.97,16.14,0,255.51,0,2.69,0,2.69,21.52,2.69,0,0,209.79,0,2.69,0,10.76,5.38,166.76,2.69,0,0,0,2.69,0,0,18.83,0,2.69,56.48,5.38
12127081101,Volusia,0,41.7,0,4.17,0,4.17,54.21,0,12.51,50.04,0,29.19,16.68,0,212.68,0,0,0,4.17,12.51,0,0,0,179.32,0,0,0,8.34,4.17,175.15,12.51,0,0,0,4.17,0,0,8.34,0,0,41.7,8.34
12127081102,Volusia,0,20.44,10.22,0,0,0,35.77,0,40.88,56.21,5.11,40.88,15.33,0,158.41,0,10.22,0,5.11,10.22,0,0,0,137.97,0,0,0,10.22,0,102.2,25.55,10.22,0,0,0,0,0,15.33,0,0,51.1,5.11
12127081200,Volusia,0,12.22,2.44,2.44,0,0,22,0,9.78,48.89,4.89,17.11,7.33,0,127.11,0,7.33,2.44,2.44,14.67,0,0,0,127.11,0,0,0,9.78,2.44,66,4.89,0,2.44,0,4.89,0,0,12.22,0,0,68.44,4.89
12127081300,Volusia,0,28.26,0,0,0,0,33.92,0,28.26,56.53,0,16.96,5.65,0,192.2,0,11.31,0,5.65,11.31,5.65,0,0,197.85,0,0,0,11.31,0,96.1,5.65,0,5.65,0,5.65,5.65,0,5.65,0,0,62.18,5.65
12127081500,Volusia,0,9.96,4.98,0,0,0,44.82,0,59.76,54.78,0,39.84,4.98,0,204.18,0,4.98,0,4.98,4.98,0,0,0,179.28,0,0,0,19.92,0,99.6,4.98,0,0,0,9.96,0,0,19.92,0,0,89.64,24.9
12127081600,Volusia,4.06,16.25,0,0,0,0,16.25,0,20.31,40.62,0,40.62,4.06,0,121.85,0,0,0,4.06,8.12,0,0,0,97.48,4.06,4.06,0,12.19,0,81.23,4.06,0,4.06,0,4.06,0,0,4.06,0,0,20.31,8.12
12127081700,Volusia,0,21.65,0,2.89,0,1.44,69.27,0,14.43,62.06,1.44,31.75,15.88,0,174.63,0,4.33,0,4.33,10.1,1.44,0,0,154.42,1.44,1.44,0,17.32,0,167.41,11.55,1.44,0,0,4.33,0,0,20.2,0,0,30.31,1.44
12127081800,Volusia,0,16.62,3.32,0,0,0,46.53,3.32,3.32,36.56,6.65,29.91,13.29,0,126.29,0,9.97,0,0,19.94,0,0,0,129.61,0,0,0,19.94,0,93.05,3.32,0,0,0,3.32,0,0,13.29,0,0,26.59,3.32
12127081900,Volusia,4.06,20.32,4.06,0,0,0,44.7,0,0,28.44,0,36.57,16.25,0,97.52,0,20.32,0,8.13,4.06,0,0,0,77.2,0,0,0,12.19,0,60.95,0,0,4.06,0,0,0,0,8.13,0,0,4.06,0
12127082000,Volusia,0,18.38,7.35,0,0,0,47.79,0,11.03,69.85,0,40.44,3.68,0,205.88,0,3.68,0,3.68,18.38,0,0,0,106.62,0,0,0,14.71,0,169.12,18.38,0,0,3.68,0,0,0,18.38,0,0,14.71,0
12127082100,Volusia,0,8.54,0,10.67,0,0,36.29,0,2.13,36.29,4.27,27.75,14.94,0,130.23,0,10.67,0,0,8.54,0,0,0,117.42,0,2.13,0,6.4,2.13,89.67,0,0,0,0,0,0,0,6.4,0,0,19.21,0
12127082201,Volusia,0,26.7,8.9,0,0,0,59.33,2.97,35.6,109.76,0,44.5,8.9,0,296.65,0,5.93,0,5.93,38.56,0,0,0,231.39,0,0,0,14.83,0,180.96,14.83,0,2.97,0,2.97,0,0,26.7,0,0,41.53,14.83
12127082202,Volusia,0,32.5,0,5.42,0,0,43.34,0,27.09,54.17,5.42,16.25,16.25,0,167.93,0,0,0,0,27.09,0,0,0,157.1,0,0,0,10.83,0,146.26,10.83,5.42,0,0,0,0,0,5.42,0,0,32.5,0
12127082301,Volusia,0,44.24,1.34,2.68,0,0,63.01,2.68,5.36,71.06,4.02,30.84,17.43,0,163.56,1.34,1.34,0,0,10.73,0,0,0,80.44,0,0,0,18.77,0,152.84,16.09,0,4.02,0,2.68,0,0,6.7,0,1.34,22.79,0
12127082401,Volusia,0,8.12,5.41,2.71,0,0,46.02,0,16.24,64.97,2.71,32.49,2.71,0,102.87,0,5.41,0,0,16.24,0,0,0,119.11,0,0,0,10.83,0,73.09,5.41,0,5.41,0,2.71,0,0,8.12,0,0,48.73,5.41
12127082404,Volusia,0,13.09,0,4.36,0,4.36,26.18,0,8.73,52.36,0,26.18,26.18,0,165.79,0,0,0,0,4.36,0,0,0,213.79,0,0,0,21.82,4.36,109.08,8.73,0,0,4.36,0,0,0,17.45,0,0,43.63,0
12127082405,Volusia,0,46.57,0,2.59,0,2.59,54.33,5.17,28.46,85.38,5.17,18.11,5.17,0,199.22,0,0,0,5.17,15.52,0,0,0,170.76,0,0,0,15.52,0,119.02,5.17,0,0,0,7.76,0,0,5.17,0,0,38.81,5.17
12127082406,Volusia,0,20.78,0,0,0,6.93,31.17,0,6.93,51.96,3.46,10.39,0,0,114.31,3.46,3.46,0,13.86,6.93,0,0,0,117.77,0,0,0,3.46,0,72.74,13.86,0,0,0,6.93,0,0,6.93,0,0,20.78,0
12127082410,Volusia,0,36.26,1.45,1.45,0,0,47.87,1.45,5.8,63.82,4.35,26.11,10.15,0,143.6,0,0,0,7.25,11.6,0,0,0,137.8,1.45,0,0,13.05,0,91.38,8.7,0,1.45,1.45,1.45,0,0,7.25,0,0,30.46,0
12127082411,Volusia,0,36.95,0,2.46,0,2.46,44.33,0,2.46,27.09,0,14.78,7.39,0,120.69,0,0,0,4.93,9.85,0,0,0,130.54,2.46,0,0,4.93,0,88.67,12.32,4.93,0,0,4.93,0,0,9.85,0,0,24.63,0
12127082412,Volusia,0,41.34,0,3.76,0,0,26.31,0,3.76,33.82,0,26.31,15.03,0,112.74,0,0,0,7.52,15.03,0,0,0,135.29,3.76,0,0,7.52,0,101.47,7.52,3.76,0,3.76,3.76,0,0,7.52,0,0,30.06,7.52
12127082413,Volusia,0,23.2,2.58,0,0,0,20.62,2.58,5.16,41.25,0,20.62,5.16,0,74.76,2.58,0,0,0,2.58,0,0,0,123.74,0,0,0,10.31,2.58,43.83,2.58,0,2.58,0,0,0,0,12.89,0,0,12.89,0
12127082414,Volusia,0,48.54,2.7,2.7,0,0,45.85,5.39,32.36,83.6,0,18.88,16.18,0,248.11,2.7,0,0,5.39,10.79,0,0,0,210.36,0,0,0,5.39,2.7,134.84,5.39,0,0,0,5.39,0,0,8.09,0,0,26.97,5.39
12127082415,Volusia,0,12.72,0,3.18,0,0,44.53,0,28.63,76.34,0,22.26,12.72,0,197.2,0,0,0,6.36,6.36,0,0,0,178.12,0,0,0,9.54,0,92.24,6.36,0,0,0,3.18,0,0,3.18,0,0,12.72,3.18
12127082503,Volusia,0,26.72,3.14,3.14,0,0,39.29,1.57,9.43,48.72,0,22,9.43,0,136.73,0,0,0,0,9.43,0,0,0,117.87,1.57,0,0,7.86,0,78.58,4.71,0,3.14,0,3.14,0,0,6.29,0,0,33,3.14
12127082506,Volusia,0,37.25,2.48,4.97,0,2.48,44.7,2.48,7.45,101.81,0,22.35,7.45,0,203.63,0,2.48,0,4.97,14.9,0,0,0,230.94,0,0,0,7.45,0,119.2,12.42,0,4.97,2.48,0,0,0,14.9,0,0,19.87,7.45
12127082507,Volusia,0,53.36,1.4,2.81,0,1.4,57.57,0,11.23,61.78,1.4,23.87,12.64,0,220.44,1.4,2.81,0,8.42,16.85,0,0,0,179.72,1.4,0,0,15.45,0,136.2,16.85,0,2.81,1.4,1.4,0,0,11.23,0,0,22.47,4.21
12127082508,Volusia,0,36.02,0,2.25,0,0,15.76,0,6.75,54.03,0,11.26,0,0,105.81,0,0,0,2.25,6.75,0,0,0,132.82,0,0,0,2.25,0,83.3,11.26,0,2.25,0,4.5,0,0,2.25,0,0,9,2.25
12127082509,Volusia,0,16.46,2.35,0,0,0,37.63,0,11.76,56.44,0,14.11,4.7,0,131.7,0,0,0,2.35,11.76,0,0,0,119.94,0,2.35,0,2.35,2.35,70.56,9.41,0,0,0,0,0,0,7.06,0,0,16.46,2.35
