Tract,County,Acute.Bronchitis...Bronchiolitis,Alzheimers.Disease,Anemias,Aortic.Aneurysm...Dissection,Appendix.Diseases,Atherosclerosis,Cerebrovascular.Diseases,Cholelithiasis...Other.Gallbladder.Disorders,Chronic.Liver.Disease...Cirrhosis,Chronic.Lower.Respiratory.Disease,Congenital.Malformations,Diabetes.Mellitus,Essen.Hypertension...Hypertensive.Renal.Dis,Female.Pelvic.Organs.Inflammatory.Diseases,Heart.Diseases,Hernia,Homicide,Hyperplasia.of.Prostate,In.Situ..Benign..Uncertain.and.Unknown.Behavior.Neoplasms,Influenza...Pneumonia,Kidney.Infections,Legal.Intervention,Malaria,Malignant.Neoplasm.or.Cancer,Medical...Surgical.Care.Complications,Meningitis,Meningococcal.Infection,Nephritis..Nephrotic.Syndrome..Nephrosis,Nutritional.Deficiencies,Other.Non.rankable.Cause.of.Death,Parkinsons.Disease,Peptic.Ulcer,Perinatal.Period.Conditions,Pneumoconiosis...Chemical.Effects,Pneumonitis.Due.To.Solids...Liquids,Pregnancy..Childbirth.and.the.Puerperium,Salmonella.Infections,Septicemia,Syphilis,Tuberculosis,Unintentional.Injury,Viral.Hepatitis
12033000400,Escambia,0,21.17,3.02,3.02,0,0,81.67,0,6.05,54.45,0,33.27,21.17,0,220.81,0,18.15,0,6.05,9.07,0,0,0,96.79,0,0,0,39.32,0,133.09,0,0,9.07,0,12.1,0,0,18.15,0,0,27.22,0
12033000500,Escambia,0,46.84,0,0,0,0,31.23,0,7.81,31.23,0,7.81,23.42,0,109.29,0,0,0,0,7.81,0,0,0,132.71,0,0,0,15.61,0,117.1,0,0,15.61,0,0,0,0,0,0,0,23.42,0
12033000600,Escambia,0,42.87,0,6.12,0,0,36.74,0,0,30.62,0,18.37,12.25,0,165.34,0,6.12,0,6.12,6.12,0,0,0,61.24,0,0,0,24.49,6.12,122.47,0,0,0,0,0,0,0,18.37,0,0,30.62,0
12033000800,Escambia,0,37.72,2.22,4.44,2.22,0,39.94,0,11.09,22.19,2.22,11.09,8.88,0,113.16,0,0,0,2.22,4.44,0,0,0,124.25,0,0,0,8.88,0,104.28,6.66,0,0,2.22,2.22,0,0,6.66,0,0,24.41,0
12033000900,Escambia,0,39.86,0,3.99,0,0,15.94,0,15.94,27.9,0,15.94,3.99,0,107.61,0,0,0,3.99,7.97,0,0,0,75.73,0,0,0,7.97,0,79.71,0,0,3.99,0,3.99,0,0,3.99,0,0,3.99,3.99
12033001001,Escambia,0,45.31,0,0,0,0,24.4,1.74,5.23,15.68,1.74,5.23,3.49,0,111.54,1.74,1.74,0,6.97,8.71,0,0,0,118.51,0,0,0,5.23,0,106.31,10.46,1.74,1.74,1.74,3.49,0,0,8.71,0,0,22.66,0
12033001002,Escambia,0,28,0,9.33,0,0,31.11,0,12.45,31.11,0,21.78,3.11,0,108.9,6.22,3.11,0,6.22,6.22,0,0,0,121.34,0,0,0,3.11,3.11,77.78,6.22,0,0,0,0,0,0,6.22,0,0,18.67,0
12033001101,Escambia,0,59,0,1.84,0,3.69,59,0,0,36.87,0,14.75,3.69,0,140.12,1.84,1.84,1.84,5.53,9.22,0,0,0,114.31,0,0,0,22.12,0,171.46,11.06,0,0,0,5.53,0,0,12.91,0,0,23.97,0
12033001103,Escambia,0,23.21,0,0,3.87,0,30.95,0,3.87,30.95,3.87,0,0,0,85.11,0,0,0,0,7.74,0,0,0,104.45,0,0,0,15.47,0,73.5,0,0,0,0,0,0,0,3.87,0,0,23.21,0
12033001104,Escambia,0,20.62,0,0,0,1.47,26.51,0,7.36,42.72,4.42,5.89,2.95,0,139.93,0,0,0,4.42,14.73,0,0,0,116.36,0,0,0,10.31,1.47,94.27,8.84,0,2.95,0,7.36,0,0,8.84,0,0,19.15,2.95
12033001201,Escambia,0,45.79,0,2.08,0,0,22.89,0,8.32,22.89,4.16,20.81,8.32,0,137.36,0,0,0,2.08,6.24,0,0,0,104.06,0,0,0,12.49,2.08,83.25,8.32,0,2.08,0,12.49,0,0,8.32,0,0,16.65,0
12033001202,Escambia,0,20.73,0,0,0,2.07,29.02,0,8.29,16.58,2.07,16.58,2.07,0,101.55,0,2.07,0,4.15,6.22,0,0,0,64.25,0,0,0,12.44,0,43.52,4.15,0,2.07,2.07,4.15,2.07,0,10.36,0,0,22.8,4.15
12033001300,Escambia,0,22.04,0,0,0,0,32.06,0,0,24.04,2,32.06,12.02,0,134.24,0,8.01,0,2,4.01,0,0,0,122.22,2,0,0,16.03,0,74.13,0,2,2,0,6.01,0,0,12.02,0,0,20.04,4.01
12033001401,Escambia,0,5.38,1.79,1.79,0,0,0,0,0,0,0,3.59,0,0,8.97,0,0,0,1.79,0,0,0,0,30.48,0,0,0,0,0,23.31,0,0,0,0,0,0,0,0,0,0,7.17,0
12033001402,Escambia,0,38.2,1.32,1.32,0,0,18.44,0,7.9,34.25,2.63,18.44,5.27,0,94.84,0,3.95,0,2.63,10.54,0,0,0,84.3,0,1.32,0,25.03,2.63,85.62,5.27,0,3.95,0,6.59,0,0,9.22,0,0,21.07,0
12033001500,Escambia,0,21.14,7.05,0,0,0,56.38,0,0,21.14,0,21.14,7.05,0,155.04,0,14.09,0,7.05,35.24,0,0,0,112.76,0,0,0,28.19,0,140.94,0,0,7.05,0,7.05,0,0,0,0,0,14.09,0
12033001600,Escambia,0,31.5,0,0,0,0,44.09,0,3.15,25.2,0,18.9,9.45,0,94.49,0,3.15,0,0,6.3,0,0,0,91.34,0,0,0,9.45,0,113.39,0,0,0,0,0,3.15,0,9.45,0,0,34.65,0
12033001700,Escambia,0,8.49,0,4.24,0,0,55.15,8.49,25.46,42.43,0,29.7,4.24,0,148.49,0,12.73,0,8.49,21.21,0,0,0,114.55,0,0,0,16.97,0,106.07,0,0,29.7,0,0,0,0,16.97,0,0,46.67,0
12033001800,Escambia,0,20.84,0,4.17,0,0,37.52,0,16.67,62.53,8.34,12.51,0,0,137.56,0,12.51,0,0,0,0,0,0,141.73,0,0,0,12.51,0,141.73,4.17,0,8.34,0,8.34,0,0,12.51,0,0,25.01,0
12033001900,Escambia,0,29.96,0,4.99,0,0,39.94,0,19.97,24.96,0,24.96,14.98,0,124.81,0,14.98,0,0,4.99,0,0,0,154.77,9.99,0,0,4.99,0,64.9,0,0,9.99,0,9.99,0,0,4.99,0,0,14.98,9.99
12033002000,Escambia,0,51.44,10.29,5.14,0,0,61.73,0,15.43,41.15,0,41.15,15.43,0,149.18,0,10.29,0,10.29,10.29,0,0,0,159.47,0,5.14,0,30.86,0,159.47,5.14,0,5.14,0,10.29,0,0,5.14,0,0,36.01,15.43
12033002100,Escambia,0,11.65,4.66,0,0,0,30.29,0,18.64,51.26,2.33,27.96,6.99,0,151.44,0,23.3,0,2.33,11.65,0,0,0,116.5,2.33,0,0,13.98,2.33,88.54,2.33,0,6.99,0,2.33,0,0,6.99,0,0,46.6,2.33
12033002200,Escambia,0,16.82,5.61,0,2.8,0,14.01,0,14.01,44.84,0,14.01,0,0,95.29,0,8.41,0,0,11.21,0,0,0,184.98,0,0,0,0,0,106.5,5.61,2.8,0,0,2.8,2.8,0,14.01,0,0,28.03,5.61
12033002300,Escambia,0,32.12,0,0,0,0,39,0,25.24,55.06,0,25.24,9.18,0,167.47,0,4.59,0,2.29,6.88,0,0,0,183.53,0,0,0,25.24,2.29,123.88,4.59,0,4.59,2.29,9.18,0,0,11.47,0,0,32.12,4.59
12033002400,Escambia,0,0,0,0,0,0,0,0,0,1.59,0,0,0,0,3.18,0,0,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12033002500,Escambia,0,10.33,0,0,0,0,20.67,0,3.44,20.67,0,0,6.89,0,58.56,0,0,0,3.44,3.44,0,0,0,75.78,3.44,0,0,3.44,0,44.78,3.44,0,0,0,0,0,0,3.44,0,0,3.44,0
12033002601,Escambia,0,18.46,0,6.15,0,3.08,15.38,0,6.15,18.46,6.15,9.23,0,0,55.37,0,3.08,0,0,0,0,0,0,98.43,0,0,0,0,0,86.13,6.15,3.08,0,0,0,0,0,12.3,0,0,27.68,0
12033002602,Escambia,0,20.91,0,0,0,0,20.91,0,0,6.97,0,27.87,0,0,97.56,0,0,0,0,6.97,0,0,0,90.59,0,0,0,6.97,0,90.59,0,0,0,0,0,0,0,0,0,0,13.94,0
12033002603,Escambia,0,21.74,0,1.14,0,0,16.02,0,8.01,16.02,0,9.15,4.58,0,61.78,0,2.29,0,4.58,5.72,0,0,0,104.11,1.14,0,0,4.58,0,61.78,8.01,0,0,1.14,1.14,0,0,2.29,0,0,13.73,0
12033002604,Escambia,0,13.47,0,0,0,2.24,22.45,0,6.73,33.67,0,11.22,0,0,89.79,0,0,0,0,6.73,0,0,0,132.44,0,0,0,6.73,0,85.3,2.24,2.24,0,0,4.49,2.24,0,2.24,0,0,20.2,2.24
12033002605,Escambia,0,7.04,0,0,0,0,19.37,0,1.76,22.89,0,10.57,0,0,44.02,0,3.52,0,0,0,0,0,0,56.35,1.76,0,0,3.52,0,44.02,0,0,1.76,0,1.76,0,0,3.52,0,0,12.33,3.52
12033002701,Escambia,0,9.25,0,0,0,3.08,21.59,0,6.17,43.18,6.17,12.34,3.08,0,61.69,0,3.08,0,6.17,3.08,0,0,0,107.96,0,0,0,6.17,3.08,86.37,0,0,0,0,0,0,0,9.25,0,0,21.59,0
12033002703,Escambia,0,4.15,0,0,0,0,20.76,0,0,37.36,0,33.21,8.3,0,136.99,0,8.3,0,0,12.45,0,0,0,141.14,0,0,0,20.76,0,74.72,0,0,4.15,0,0,0,0,12.45,0,0,49.81,0
12033002704,Escambia,0,11.08,1.85,3.69,0,0,18.47,0,3.69,55.42,1.85,14.78,3.69,0,83.13,0,5.54,0,1.85,5.54,0,0,0,107.15,0,0,0,14.78,1.85,88.68,5.54,0,5.54,0,1.85,0,0,3.69,0,0,22.17,1.85
12033002801,Escambia,0,23.33,3.33,0,0,0,23.33,0,10,43.32,0,29.99,6.66,0,153.28,0,3.33,0,3.33,13.33,0,0,0,106.63,0,0,0,23.33,0,113.3,6.66,0,3.33,0,3.33,0,0,6.66,0,0,36.65,0
12033002802,Escambia,0,22.64,0,6.18,0,0,30.88,0,22.64,28.82,2.06,18.53,4.12,0,121.45,0,2.06,0,8.23,4.12,0,0,0,119.39,0,2.06,0,18.53,0,127.62,4.12,2.06,2.06,2.06,18.53,0,0,2.06,2.06,0,16.47,6.18
12033002803,Escambia,0,15.69,3.14,3.14,0,0,15.69,0,0,28.25,0,12.55,9.42,0,112.99,0,3.14,0,0,15.69,0,0,0,109.86,0,0,0,21.97,0,81.61,0,3.14,9.42,0,3.14,0,3.14,12.55,0,0,43.94,3.14
12033002804,Escambia,0,0,0,0,0,0,7.97,0,7.97,7.97,0,7.97,0,0,18.6,0,0,0,0,0,0,0,0,31.88,0,0,0,10.63,0,29.22,0,0,5.31,0,0,0,0,0,0,0,7.97,0
12033002900,Escambia,0,22.27,0,0,0,0,35.63,0,17.82,66.82,0,31.18,4.45,0,126.95,4.45,0,0,0,11.14,0,0,0,104.68,2.23,0,0,24.5,4.45,113.59,2.23,0,0,0,4.45,0,0,8.91,0,0,20.04,0
12033003000,Escambia,0,32.38,0,6.82,0,0,37.49,0,6.82,57.94,3.41,23.86,13.63,0,115.88,0,5.11,0,6.82,5.11,0,0,0,119.29,0,0,0,15.34,3.41,95.43,5.11,0,6.82,0,3.41,0,0,13.63,0,0,34.08,3.41
12033003100,Escambia,0,12.79,0,6.4,0,0,31.98,0,6.4,25.58,4.26,25.58,6.4,0,121.51,2.13,10.66,0,4.26,17.05,0,0,0,108.72,0,0,0,14.92,2.13,87.4,6.4,0,4.26,0,2.13,0,0,6.4,0,0,34.11,0
12033003201,Escambia,0,16.91,0,0,0,0,31.71,4.23,4.23,33.83,2.11,23.26,6.34,0,154.33,0,2.11,0,14.8,8.46,0,0,0,131.08,0,0,0,23.26,0,107.82,6.34,0,4.23,0,10.57,2.11,0,16.91,0,0,29.6,0
12033003203,Escambia,0,90.34,2.01,0,0,0,46.18,0,0,62.24,0,36.14,20.08,0,220.84,0,4.02,0,8.03,8.03,0,0,0,172.66,2.01,0,0,28.11,0,226.86,8.03,0,2.01,0,6.02,0,0,12.05,0,0,24.09,0
12033003204,Escambia,0,9.61,0,0,0,0,28.82,0,0,25.62,0,19.21,9.61,0,64.04,0,0,0,3.2,0,0,0,0,102.47,3.2,0,0,6.4,0,89.66,6.4,0,6.4,0,0,0,0,3.2,0,0,32.02,3.2
12033003301,Escambia,0,27.97,0,0,0,0,13.99,0,0,39.63,0,6.99,9.32,0,88.58,0,9.32,0,4.66,4.66,2.33,0,0,74.59,0,0,0,9.32,0,69.93,0,0,2.33,0,0,0,0,2.33,0,0,23.31,0
12033003305,Escambia,0,22.96,0,0,0,0,19.14,0,7.65,38.27,0,11.48,3.83,0,72.71,0,0,0,0,0,0,0,0,95.68,0,0,0,22.96,11.48,49.75,3.83,0,3.83,0,0,3.83,0,0,0,0,26.79,7.65
12033003306,Escambia,0,17.15,0,0,0,0,22.29,0,12,53.16,5.14,15.43,8.57,0,106.31,0,0,0,5.14,10.29,0,0,0,118.31,1.71,0,0,12,0,123.46,1.71,1.71,3.43,0,5.14,0,0,20.58,0,0,27.43,3.43
12033003307,Escambia,0,20.31,0,0,0,0,16.25,0,0,28.43,0,12.19,4.06,0,77.17,0,8.12,0,0,0,0,0,0,73.11,0,0,0,12.19,0,85.3,8.12,0,0,0,0,0,0,16.25,0,0,4.06,0
12033003308,Escambia,0,17.9,2.56,2.56,0,0,12.78,0,2.56,40.91,0,7.67,5.11,0,97.16,0,2.56,0,5.11,5.11,0,0,0,107.39,0,0,0,7.67,0,66.48,7.67,0,0,0,2.56,0,0,7.67,0,0,15.34,0
12033003309,Escambia,0,18.44,0,1.54,0,0,38.43,0,9.22,43.04,1.54,26.13,4.61,0,135.26,0,3.07,0,1.54,12.3,0,0,0,147.56,0,0,0,15.37,0,92.22,6.15,0,1.54,0,3.07,0,0,4.61,0,0,30.74,0
12033003400,Escambia,0,19.39,0,1.94,0,1.94,32.96,0,17.45,42.65,1.94,19.39,11.63,0,133.77,1.94,3.88,0,5.82,11.63,0,0,0,168.67,1.94,1.94,0,11.63,0,114.39,1.94,0,1.94,0,0,0,0,7.75,0,0,21.33,3.88
12033003503,Escambia,0,37.06,2.74,0,0,0,21.96,0,5.49,41.17,2.74,13.72,5.49,0,113.92,1.37,5.49,0,1.37,10.98,0,0,0,89.21,0,0,0,12.35,0,98.82,2.74,0,0,1.37,0,0,0,8.23,0,0,21.96,2.74
12033003505,Escambia,0,27.59,0,0,0,0,12.74,0,2.12,21.23,4.25,10.61,10.61,0,87.03,0,2.12,0,2.12,4.25,0,0,0,106.13,0,0,0,16.98,0,84.91,4.25,0,0,0,0,0,0,0,0,0,12.74,2.12
12033003506,Escambia,0,22.95,0,1.91,0,0,22.95,1.91,3.82,36.34,1.91,3.82,0,0,72.67,0,0,0,5.74,11.47,0,0,0,101.36,0,0,0,7.65,1.91,74.58,1.91,0,0,0,0,0,0,0,0,0,9.56,0
12033003507,Escambia,0,93.04,0,0,0,1.39,31.94,0,9.72,49.99,0,12.5,4.17,0,136.09,0,4.17,0,6.94,8.33,1.39,0,0,95.82,1.39,0,0,16.66,0,118.04,4.17,0,1.39,0,4.17,0,0,8.33,0,0,20.83,0
12033003508,Escambia,0,14.74,0,0,0,0,25.46,0,2.68,25.46,1.34,16.08,2.68,0,87.11,0,6.7,0,0,2.68,0,0,0,105.87,0,0,0,13.4,0,85.77,1.34,0,2.68,0,0,0,0,6.7,0,0,30.82,2.68
12033003603,Escambia,0,19.6,1.22,1.22,0,0,15.92,0,3.67,30.62,0,7.35,9.8,0,77.16,1.22,3.67,0,2.45,2.45,0,0,0,93.08,2.45,0,0,6.12,0,77.16,4.9,0,1.22,0,1.22,1.22,0,3.67,0,0,17.15,1.22
12033003607,Escambia,0,171.15,0,0,0,0,67.24,0,15.28,55.01,6.11,9.17,12.22,0,247.56,0,0,0,0,36.67,0,0,0,113.08,0,0,0,12.22,0,201.71,21.39,6.11,9.17,0,18.34,0,0,21.39,0,0,27.51,3.06
12033003608,Escambia,0,34.39,1.23,0,0,0,17.19,1.23,4.91,18.42,0,12.28,4.91,0,93.33,0,0,0,1.23,6.14,0,0,0,97.02,1.23,0,0,9.82,1.23,62.63,1.23,0,1.23,0,2.46,0,0,9.82,0,0,13.51,1.23
12033003609,Escambia,0,22.34,0,0,0,0,19.55,0,2.79,39.1,0,8.38,11.17,0,108.91,2.79,0,0,0,13.96,0,0,0,128.46,0,0,0,11.17,0,58.64,8.38,0,0,0,5.59,2.79,0,5.59,0,0,27.93,5.59
12033003610,Escambia,0,22.24,0,1.48,0,0,19.27,0,8.9,25.2,1.48,7.41,5.93,0,88.95,0,2.97,0,0,4.45,0,0,0,111.19,0,0,0,16.31,0,50.41,5.93,0,1.48,0,4.45,0,0,10.38,0,0,11.86,0
12033003611,Escambia,0,34.84,0,1.94,0,1.94,21.29,3.87,3.87,21.29,3.87,15.48,3.87,0,121.93,0,3.87,0,0,1.94,0,0,0,131.6,1.94,0,0,27.1,0,141.28,5.81,0,0,1.94,3.87,0,0,7.74,0,0,15.48,0
12033003612,Escambia,0,27.33,0,2.1,0,0,21.03,4.21,2.1,18.92,0,4.21,2.1,0,88.31,0,4.21,0,0,16.82,0,0,0,96.72,0,0,0,21.03,0,105.13,8.41,0,0,0,4.21,0,0,6.31,0,0,21.03,0
12033003613,Escambia,0,19.05,0,0,0,0,27.21,0,5.44,32.65,5.44,19.05,8.16,0,100.68,0,5.44,0,0,2.72,0,0,0,138.78,0,0,0,19.05,0,65.31,0,0,2.72,0,5.44,0,0,2.72,0,0,32.65,0
12033003614,Escambia,1.51,34.81,0,3.03,0,0,22.7,1.51,3.03,16.65,3.03,15.14,4.54,0,80.22,0,3.03,0,1.51,10.59,0,0,0,96.87,1.51,0,0,12.11,0,65.08,4.54,0,3.03,0,4.54,0,0,9.08,0,0,21.19,1.51
12033003700,Escambia,0,30.6,0,2.55,0,0,33.15,2.55,10.2,22.95,0,2.55,10.2,0,96.89,0,0,0,0,2.55,0,0,0,94.34,0,0,0,12.75,0,73.94,2.55,0,2.55,0,2.55,0,0,2.55,0,0,17.85,2.55
12033003800,Escambia,0,38.64,0,0,0,0,24.15,0,4.83,45.88,0,21.73,7.24,0,127.99,0,2.41,0,0,21.73,0,0,0,127.99,2.41,0,0,12.07,0,123.16,2.41,0,2.41,0,0,0,0,7.24,0,0,26.56,0
12033003900,Escambia,0,22.46,0,0,2.5,0,34.93,4.99,12.48,49.9,2.5,17.47,7.49,0,179.64,0,4.99,0,7.49,12.48,0,0,0,172.16,0,0,0,14.97,0,134.73,7.49,0,0,0,4.99,0,0,7.49,0,0,47.41,0
12033004000,Escambia,0,13.3,0,4.43,0,0,19.96,0,0,33.26,0,6.65,11.09,0,206.21,0,0,0,2.22,13.3,0,0,2.22,97.56,0,0,0,6.65,0,79.82,2.22,0,2.22,0,2.22,2.22,0,6.65,0,0,24.39,0
12035060103,Flagler,0,18.33,0,4.58,0,0,68.74,4.58,18.33,50.41,0,18.33,13.75,0,270.39,0,0,0,4.58,13.75,0,0,0,219.98,9.17,0,0,13.75,0,192.48,22.91,4.58,0,0,9.17,0,0,41.25,0,0,55,0
12035060104,Flagler,2.24,8.95,2.24,2.24,0,2.24,42.52,0,8.95,31.33,2.24,22.38,13.43,0,120.83,0,0,0,4.48,6.71,0,0,0,161.11,0,0,0,8.95,0,107.41,6.71,0,2.24,0,0,0,0,24.61,0,0,22.38,0
12035060105,Flagler,0,19.43,0,0,0,2.43,46.15,0,12.14,34.01,2.43,12.14,9.72,0,165.17,0,2.43,0,7.29,7.29,0,0,0,172.46,2.43,0,0,9.72,2.43,111.73,19.43,0,0,2.43,2.43,0,0,12.14,0,0,26.72,2.43
12035060106,Flagler,0,7.23,3.62,3.62,0,3.62,54.25,3.62,21.7,68.72,0,7.23,10.85,0,173.6,0,7.23,0,3.62,14.47,0,0,0,180.83,3.62,0,0,3.62,0,90.42,14.47,0,3.62,0,0,0,0,18.08,0,0,18.08,0
12035060107,Flagler,0,13.7,1.96,3.91,0,3.91,46.97,1.96,3.91,45.01,0,23.48,13.7,0,152.64,0,0,0,5.87,5.87,0,0,0,213.31,1.96,0,0,11.74,1.96,111.55,5.87,0,0,0,3.91,0,0,9.78,0,0,31.31,0
12035060204,Flagler,0,13.54,2.46,1.23,0,1.23,24.61,1.23,12.3,18.46,0,11.07,6.15,0,79.98,0,0,0,4.92,7.38,0,0,0,98.44,1.23,0,0,7.38,0,57.83,4.92,0,2.46,0,1.23,0,0,6.15,0,0,16,2.46
12035060205,Flagler,0,17.78,0,1.27,0,3.81,34.3,1.27,10.16,34.3,0,20.33,19.05,0,133.38,0,1.27,1.27,2.54,10.16,0,0,0,149.9,0,0,0,11.43,2.54,96.54,5.08,0,0,0,2.54,0,0,6.35,0,0,16.51,2.54
12035060206,Flagler,0,6.22,0,4.15,0,0,22.82,0,2.07,62.24,0,26.97,8.3,0,136.93,2.07,4.15,0,4.15,12.45,0,2.07,0,136.93,0,0,0,2.07,0,72.61,4.15,0,0,0,2.07,0,0,8.3,0,0,35.27,2.07
12035060207,Flagler,0,28.69,5.74,1.91,1.91,0,49.72,1.91,3.82,51.64,1.91,24.86,13.39,0,143.43,0,5.74,0,3.82,11.47,0,0,0,170.2,1.91,0,0,19.12,0,179.77,13.39,0,1.91,0,3.82,0,0,7.65,0,0,30.6,0
12035060208,Flagler,0,4.3,0,2.87,0,1.43,21.52,0,4.3,17.22,0,14.35,4.3,0,68.88,0,2.87,0,4.3,7.17,0,0,0,83.23,0,0,0,1.43,0,63.14,5.74,1.43,4.3,0,1.43,0,0,10.04,0,0,8.61,1.43
12035060209,Flagler,0,14.88,2.71,1.35,0,0,32.47,0,12.18,28.41,1.35,12.18,4.06,0,120.4,1.35,2.71,0,0,9.47,0,0,0,142.05,1.35,0,0,1.35,0,71.7,5.41,0,1.35,0,1.35,0,0,5.41,0,0,29.76,0
12035060210,Flagler,0,20.46,2.27,2.27,0,0,45.48,0,6.82,31.83,2.27,20.46,9.1,0,138.7,0,2.27,0,2.27,4.55,0,0,0,152.34,0,0,0,15.92,0,81.86,11.37,0,0,0,0,0,0,9.1,0,0,25.01,0
12035060211,Flagler,0,19.28,0,1.48,0,1.48,47.47,0,7.42,54.89,0,28.19,4.45,0,139.45,0,1.48,0,2.97,8.9,0,0,0,164.66,2.97,0,0,17.8,1.48,127.58,13.35,1.48,0,0,2.97,0,0,13.35,0,0,17.8,2.97
12035060212,Flagler,1.68,18.47,0,0,1.68,3.36,33.58,1.68,8.39,30.22,1.68,25.18,6.72,0,99.06,0,0,0,1.68,3.36,0,0,0,114.17,3.36,0,0,16.79,0,62.12,3.36,0,1.68,0,3.36,0,0,11.75,0,0,15.11,0
12035060213,Flagler,0,14.59,1.62,3.24,1.62,0,47,0,11.35,38.9,4.86,16.21,16.21,0,157.21,0,1.62,0,4.86,6.48,0,0,0,126.42,0,0,0,8.1,1.62,92.38,11.35,1.62,0,0,1.62,1.62,0,16.21,0,0,25.93,0
12035060214,Flagler,0,4.94,0,0,0,0,16.04,0,8.64,16.04,0,9.87,8.64,0,95,0,2.47,0,4.94,4.94,0,0,0,85.13,1.23,0,0,4.94,0,57.99,4.94,0,1.23,0,0,0,0,6.17,0,0,9.87,0
12035060301,Flagler,0,14.64,0,0,0,1.83,27.44,0,7.32,29.27,0,10.98,10.98,0,128.06,0,0,0,3.66,5.49,0,0,0,184.78,0,0,0,7.32,0,85.99,27.44,0,0,0,3.66,0,0,9.15,0,0,23.78,0
12035060302,Flagler,0,24.79,0,5.51,0,0,41.31,0,5.51,24.79,0,11.02,13.77,0,151.47,0,2.75,0,8.26,8.26,0,0,0,206.55,0,0,0,8.26,5.51,96.39,5.51,2.75,0,0,2.75,0,0,2.75,0,0,19.28,2.75
12035060303,Flagler,0,11.25,0,0,0,0,56.26,0,7.5,33.76,0,3.75,3.75,0,168.79,3.75,0,0,0,3.75,0,0,0,206.3,0,0,0,22.51,0,127.53,11.25,0,3.75,0,0,0,0,3.75,0,0,45.01,3.75
12035060304,Flagler,0,49.47,0,3.53,0,0,42.4,0,10.6,81.27,3.53,17.67,14.13,0,201.41,0,0,0,3.53,14.13,0,0,0,183.75,0,0,0,10.6,3.53,120.14,17.67,0,0,0,7.07,0,0,21.2,0,0,28.27,7.07
12037970100,Franklin,0,16.67,0,4.76,0,0,21.43,0,7.14,28.58,4.76,28.58,2.38,0,78.59,0,2.38,0,7.14,9.53,0,0,0,116.69,2.38,0,0,2.38,0,95.26,0,0,0,2.38,0,0,0,4.76,0,0,21.43,0
12037970200,Franklin,0,6.71,0,0,0,0,23.47,0,13.41,50.3,3.35,16.77,3.35,0,103.96,0,0,0,3.35,3.35,0,0,0,157.61,3.35,0,0,6.71,0,73.78,0,0,0,3.35,0,0,0,13.41,0,0,16.77,6.71
12037970302,Franklin,0,22.15,3.69,0,0,0,18.46,0,3.69,33.22,0,14.77,3.69,0,110.74,0,3.69,0,18.46,14.77,0,0,0,103.36,3.69,0,0,11.07,0,51.68,3.69,0,3.69,0,3.69,0,0,11.07,0,0,44.3,3.69
12037970304,Franklin,0,16.81,5.6,5.6,0,0,28.01,0,0,39.22,0,16.81,11.2,0,89.64,0,5.6,0,16.81,5.6,0,0,0,112.04,0,0,0,0,0,173.67,5.6,0,0,0,5.6,0,0,16.81,0,0,33.61,0
12039020101,Gadsden,0,11.79,2.36,0,0,0,18.87,0,16.51,28.3,0,23.58,2.36,0,146.23,0,4.72,0,2.36,2.36,0,0,0,158.02,2.36,0,0,7.08,0,103.77,7.08,2.36,2.36,2.36,4.72,0,0,7.08,0,0,30.66,2.36
12039020102,Gadsden,0,5.53,1.84,3.69,0,0,22.14,0,14.76,27.67,0,18.45,7.38,0,127.28,1.84,5.53,0,3.69,18.45,0,0,0,138.35,3.69,1.84,0,14.76,0,123.59,9.22,1.84,3.69,0,5.53,0,0,9.22,0,0,18.45,12.91
12039020300,Gadsden,0,5.81,1.94,1.94,0,3.87,25.16,0,7.74,25.16,1.94,21.29,15.48,0,125.8,0,1.94,0,0,9.68,0,1.94,0,87.09,0,0,0,17.42,3.87,112.25,0,0,5.81,0,0,0,0,9.68,0,0,34.84,0
12039020400,Gadsden,0,33.71,4.21,0,0,2.11,21.07,0,10.54,33.71,2.11,40.03,10.54,0,92.71,0,10.54,0,4.21,8.43,0,0,0,120.1,2.11,0,0,4.21,0,117.99,6.32,0,2.11,2.11,2.11,0,0,14.75,0,0,16.86,0
12039020500,Gadsden,0,14.01,1.75,1.75,0,0,40.27,1.75,3.5,12.26,0,21.01,12.26,0,103.31,0,5.25,1.75,0,7,0,0,0,122.57,0,0,0,8.76,3.5,94.55,8.76,0,1.75,0,10.51,0,0,5.25,0,0,26.27,0
12039020600,Gadsden,0,6.93,0,0,2.31,2.31,9.23,0,2.31,20.78,2.31,11.54,9.23,0,60.02,2.31,2.31,0,4.62,4.62,0,0,0,64.64,0,0,0,6.93,0,62.33,6.93,2.31,2.31,0,0,0,0,0,0,0,13.85,2.31
12039020701,Gadsden,0,7.66,0,1.91,0,0,19.14,0,7.66,13.4,1.91,13.4,7.66,0,66.99,0,1.91,0,0,9.57,0,0,0,55.5,1.91,0,0,7.66,0,59.33,1.91,0,1.91,0,5.74,1.91,0,1.91,0,0,15.31,0
12039020702,Gadsden,0,9.78,0,0,0,0,27.71,0,3.26,13.04,4.89,30.97,8.15,0,105.95,0,4.89,0,4.89,9.78,0,0,0,91.28,1.63,0,0,17.93,1.63,94.54,0,3.26,6.52,0,6.52,0,0,6.52,0,0,24.45,1.63
