State,Tract,Acute Bronchitis & Bronchiolitis,Alzheimers Disease,Anemias,Aortic Aneurysm & Dissection,Appendix Diseases,Atherosclerosis,Cerebrovascular Diseases,Cholelithiasis & Other Gallbladder Disorders,Chronic Liver Disease & Cirrhosis,Chronic Lower Respiratory Disease,Congenital Malformations,Diabetes Mellitus,Essen Hypertension & Hypertensive Renal Dis,Female Pelvic Organs-Inflammatory Diseases,Heart Diseases,Hernia,Homicide,Hyperplasia of Prostate,"In Situ, Benign, Uncertain and Unknown Behavior Neoplasms",Influenza & Pneumonia,Kidney Infections,Legal Intervention,Malaria,Malignant Neoplasm or Cancer,Medical & Surgical Care Complications,Meningitis,Meningococcal Infection,"Nephritis, Nephrotic Syndrome, Nephrosis",Nutritional Deficiencies,Other Non-rankable Cause of Death,Parkinsons Disease,Peptic Ulcer,Perinatal Period Conditions,Pneumoconiosis & Chemical Effects,Pneumonitis Due To Solids & Liquids,"Pregnancy, Childbirth and the Puerperium",Salmonella Infections,Septicemia,Syphilis,Tuberculosis,Unintentional Injury,Viral Hepatitis
FL,12021011202,0,25,2,1,0,1,33,0,12,22,5,11,3,0,105,0,2,0,0,4,0,0,0,147,2,1,0,7,1,69,4,1,3,0,1,0,0,0,0,0,46,2
FL,12021011204,0,1,0,0,0,0,9,0,0,3,2,5,2,0,12,1,2,0,1,1,0,0,0,24,1,0,0,1,0,12,0,1,1,0,0,0,0,1,0,1,13,1
FL,12021011205,0,0,0,0,0,0,5,0,2,3,0,3,1,0,12,0,2,0,0,0,0,0,0,16,0,0,0,0,0,7,0,0,2,0,1,0,0,3,0,0,3,1
FL,12021011301,0,1,0,0,0,0,3,0,4,4,3,6,1,0,19,0,4,0,1,0,0,0,0,25,0,0,0,1,2,11,0,0,1,0,0,1,0,2,0,0,8,2
FL,12021011302,0,2,0,0,0,0,6,0,0,1,1,6,0,0,14,0,0,0,0,1,0,0,0,22,0,0,0,0,0,14,0,0,2,0,0,1,0,3,0,0,9,0
FL,12021011400,0,1,1,1,0,0,7,0,4,4,0,7,2,0,14,0,0,0,2,1,0,0,0,17,0,0,0,3,2,12,0,0,0,0,1,2,0,3,0,0,11,0
FL,12023110201,0,7,0,0,0,3,15,0,8,28,1,14,1,0,52,0,0,0,0,3,0,0,0,43,0,0,0,9,0,37,4,0,1,0,0,0,0,3,0,0,8,2
FL,12023110202,0,3,1,1,0,1,11,0,4,21,3,12,1,0,60,1,7,0,2,3,0,1,0,59,0,0,0,1,1,50,2,1,3,0,1,0,0,3,0,0,21,3
FL,12023110300,0,5,1,0,1,0,8,0,6,28,1,10,1,0,66,0,3,0,0,5,0,0,0,80,0,0,0,8,0,47,0,0,2,0,1,0,0,3,0,2,19,2
FL,12023110400,0,3,4,1,0,0,11,1,4,13,1,8,2,0,51,0,6,0,1,2,0,0,0,39,0,0,0,3,0,35,1,0,0,0,0,0,0,1,0,0,10,2
FL,12023110500,0,11,1,2,0,0,25,0,3,37,2,21,3,0,107,0,4,0,7,5,0,0,0,102,0,0,0,9,0,84,2,0,2,0,2,0,0,5,0,0,26,1
FL,12023110601,0,13,0,1,0,0,29,1,4,36,2,20,4,0,106,0,1,0,3,6,0,0,0,127,2,0,0,6,0,85,2,0,3,0,1,1,0,4,0,0,25,0
FL,12023110602,0,4,0,0,0,0,9,0,3,10,0,6,2,0,42,0,0,0,0,1,0,0,0,59,0,0,0,1,0,39,1,0,0,0,0,0,0,1,0,0,13,1
FL,12023110700,0,2,0,0,0,1,21,1,6,34,1,14,5,0,75,0,1,0,2,4,0,0,0,86,0,0,0,6,1,65,4,0,1,0,0,0,0,4,0,0,16,2
FL,12023110800,0,4,0,1,1,1,21,1,3,31,0,13,3,0,69,0,3,0,0,5,0,0,0,81,0,0,0,6,1,60,4,0,1,0,3,0,0,5,0,0,19,1
FL,12023110901,0,9,0,0,0,0,11,1,7,17,1,12,0,1,65,0,0,0,2,2,0,0,0,75,0,0,0,1,0,36,0,3,1,0,1,0,0,3,0,0,16,1
FL,12023110903,0,2,0,0,0,0,6,0,4,24,1,8,2,0,35,0,1,0,0,2,0,0,0,71,0,0,0,4,0,45,0,0,2,0,2,0,0,0,0,0,16,1
FL,12023110904,0,5,1,1,0,1,24,0,6,27,0,11,2,0,65,2,0,0,0,4,1,0,0,85,0,0,0,4,1,68,2,1,1,0,1,0,0,1,0,0,18,2
FL,12086000107,0,2,0,0,0,0,2,0,3,5,0,1,0,0,12,0,0,0,1,2,0,0,0,14,1,0,0,0,0,4,4,1,1,0,1,0,0,1,0,0,0,0
FL,12086000109,0,4,0,1,0,0,7,0,6,4,1,4,1,0,24,0,0,0,1,0,0,0,0,17,0,0,0,1,0,15,0,1,1,0,0,0,0,1,0,0,7,0
FL,12086000113,0,5,0,2,0,0,15,0,0,13,0,7,1,0,67,0,0,0,4,0,0,0,0,73,1,0,0,3,0,25,2,0,0,0,2,0,0,2,0,0,5,0
FL,12086000115,0,2,0,2,0,1,2,0,0,2,1,3,0,0,18,0,0,0,0,1,0,0,0,22,0,0,0,4,0,10,1,0,1,0,1,0,0,0,0,0,2,0
FL,12086000118,1,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,7,0,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0
FL,12086000119,0,10,0,0,0,1,17,1,1,13,1,3,2,0,81,0,1,0,3,3,0,0,0,47,1,0,0,5,1,39,3,0,1,0,3,0,0,3,0,0,9,0
FL,12086000120,0,1,0,1,0,0,11,1,1,9,0,5,1,0,29,0,0,0,2,1,0,0,0,47,0,0,0,1,1,12,1,1,0,0,1,0,0,0,0,0,6,0
FL,12086000121,0,1,0,0,0,0,7,0,0,4,0,1,1,0,21,0,0,0,0,3,0,0,0,18,1,0,0,3,0,11,1,0,0,0,2,0,0,1,0,0,4,0
FL,12086000122,0,9,0,0,0,0,8,0,0,11,0,1,4,0,92,1,0,0,6,3,0,0,0,79,0,0,0,6,1,28,5,0,0,0,1,0,0,5,0,0,3,0
FL,12086000123,0,5,0,1,0,0,11,0,0,7,0,6,1,0,57,1,0,0,0,3,0,0,0,48,0,0,0,3,0,34,3,0,2,0,0,0,0,1,0,0,6,1
FL,12086000124,0,7,1,0,0,0,7,0,2,6,0,6,3,0,28,0,0,0,0,2,0,0,0,23,0,0,0,2,0,19,2,0,1,0,0,0,0,1,0,0,5,0
FL,12086000125,0,8,1,0,0,0,13,0,2,7,0,4,0,0,58,0,0,0,2,0,0,0,0,48,0,0,0,1,1,21,2,1,2,0,0,0,0,5,0,0,5,0
FL,12086000126,0,5,0,0,0,1,13,0,1,4,0,3,2,0,31,0,0,0,0,5,0,0,0,27,0,0,0,4,0,17,1,0,0,0,0,0,0,2,0,0,0,1
FL,12086000127,0,3,0,0,0,1,10,0,0,8,0,6,2,0,35,0,1,0,0,0,0,0,0,40,0,0,0,1,0,22,1,0,0,0,0,1,0,3,0,0,4,0
FL,12086000128,0,1,0,1,0,0,1,0,1,8,1,2,0,0,21,0,0,0,1,1,0,0,0,20,0,0,0,1,0,12,2,0,0,0,2,0,0,2,0,0,2,0
FL,12086000129,0,2,0,1,0,0,5,0,2,5,0,2,0,0,33,0,0,0,3,2,0,0,0,28,0,0,0,4,0,19,1,0,0,0,1,0,0,2,0,0,1,0
FL,12086000130,0,1,0,0,0,0,3,0,1,4,1,5,2,0,33,0,0,0,1,1,0,0,0,33,0,0,0,4,0,11,1,0,0,0,3,0,0,0,0,0,3,0
FL,12086000131,0,10,0,1,0,0,25,0,0,16,0,3,6,0,101,0,1,0,6,4,0,0,0,50,1,0,0,4,0,55,5,0,1,0,1,0,0,2,0,0,5,1
FL,12086000132,0,6,0,0,0,1,15,0,3,14,0,5,5,0,95,0,0,0,0,4,0,0,0,67,0,0,0,4,0,48,4,0,0,0,2,0,0,7,0,0,8,0
FL,12086000133,1,7,0,0,0,0,7,0,1,6,0,4,3,0,47,1,0,0,4,1,0,0,0,36,0,0,0,4,0,25,5,0,0,0,2,0,0,1,0,0,8,0
FL,12086000134,0,10,0,0,0,0,13,0,2,11,1,4,0,0,53,0,0,0,2,3,0,0,0,41,0,0,0,1,0,29,3,0,0,0,2,0,0,2,0,0,6,0
FL,12086000140,0,1,0,1,0,0,3,0,2,1,2,2,1,0,12,0,0,0,0,0,0,0,0,11,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,4,0
FL,12086000202,0,10,1,3,0,0,10,0,4,15,1,10,2,0,59,0,2,0,2,1,0,0,0,59,0,0,0,2,0,43,4,0,1,0,1,0,0,3,0,0,14,1
FL,12086000204,0,2,1,0,0,0,13,1,4,6,0,10,3,0,36,0,4,0,3,1,0,0,0,40,0,0,0,1,1,30,1,0,2,0,1,0,0,1,0,0,7,1
FL,12086000206,0,3,0,0,0,0,10,0,4,10,1,7,5,0,47,0,2,0,2,1,0,0,0,40,1,0,0,5,0,23,1,0,2,0,0,1,0,3,0,0,6,2
FL,12086000209,0,3,0,0,0,0,23,0,6,14,2,10,4,0,82,0,3,0,1,2,0,0,0,47,0,0,0,7,0,36,3,0,0,0,0,1,0,4,0,0,9,0
FL,12086000211,0,2,0,0,0,0,3,0,1,7,1,4,1,0,33,0,1,0,1,1,0,0,0,25,0,0,0,0,0,20,1,0,0,0,0,0,0,2,0,0,5,0
FL,12086000212,0,6,0,0,0,0,19,0,1,9,0,9,4,0,68,0,0,0,0,4,0,0,0,26,0,0,0,1,0,32,0,0,1,0,2,0,0,9,0,0,7,1
FL,12086000213,0,1,0,0,0,0,10,0,0,7,2,7,4,0,36,0,1,0,2,2,0,0,0,32,1,0,0,3,0,14,0,0,0,0,0,0,0,1,0,0,8,0
FL,12086000214,0,0,0,0,0,0,20,1,4,4,0,6,5,0,48,0,3,0,0,2,0,0,0,43,0,0,0,1,0,23,2,1,2,0,0,0,0,5,0,0,9,0
FL,12086000215,0,4,0,1,0,0,11,0,0,4,0,11,2,0,33,0,3,0,2,2,0,0,0,22,0,0,0,1,0,10,0,0,0,0,0,0,0,1,0,0,5,1
FL,12086000216,0,1,1,3,0,0,9,0,0,3,0,1,3,0,31,0,1,0,0,2,1,0,0,26,0,0,0,1,1,14,1,0,1,0,1,0,0,1,0,0,3,0
FL,12086000217,0,2,0,1,0,0,13,0,0,7,0,4,4,0,52,0,4,1,1,1,0,0,0,47,1,0,0,4,0,19,2,0,4,0,1,0,0,2,0,0,10,0
FL,12086000218,0,2,0,0,0,0,7,2,0,2,1,3,0,0,21,0,1,0,0,4,0,0,0,22,0,0,0,3,0,13,0,0,0,0,0,0,0,2,0,0,5,0
FL,12086000219,0,4,0,0,0,0,16,0,4,17,0,8,2,0,42,0,0,0,2,3,0,0,0,45,0,0,0,1,0,29,3,0,2,0,2,0,0,0,0,0,12,0
FL,12086000220,0,4,1,0,0,0,6,0,1,6,3,6,3,0,39,0,2,0,2,1,0,0,0,24,0,0,0,4,0,21,2,0,1,0,0,1,0,3,0,0,5,0
FL,12086000301,1,7,0,0,0,0,35,0,2,19,3,12,10,0,84,1,5,0,3,6,0,0,0,64,0,0,0,2,0,38,2,0,2,0,1,0,0,4,0,1,17,0
FL,12086000302,0,1,1,0,0,0,9,0,1,4,0,6,1,0,22,0,1,0,1,0,0,0,0,21,0,0,0,2,0,15,0,1,1,0,0,0,0,2,0,0,9,0
FL,12086000305,0,11,3,0,0,1,50,0,2,18,2,17,6,0,105,0,8,0,4,6,0,0,0,69,1,0,0,8,0,60,8,1,1,0,2,0,0,5,0,0,6,0
FL,12086000306,0,1,1,0,0,0,14,0,2,10,2,15,1,0,63,0,1,0,2,1,0,0,0,49,0,0,1,4,0,22,2,0,1,0,1,0,0,3,0,0,11,2
FL,12086000307,0,2,0,1,0,0,11,0,3,12,0,9,9,0,46,0,2,0,2,2,0,0,0,21,0,0,0,1,0,23,2,0,0,0,1,0,0,5,0,0,7,0
FL,12086000308,0,3,0,0,0,0,12,0,2,8,0,4,3,0,49,1,3,0,2,4,0,0,0,34,0,0,0,4,0,22,2,0,0,0,1,0,0,3,0,0,14,0
FL,12086000402,0,0,2,1,0,0,15,0,3,6,0,15,4,0,49,0,3,0,0,2,0,0,0,35,1,0,0,6,0,14,1,0,0,0,0,0,0,2,0,0,11,0
FL,12086000403,0,3,0,0,0,0,23,0,2,13,0,24,5,0,61,0,12,0,3,5,0,0,0,53,0,0,0,5,0,30,0,0,6,0,2,0,0,5,0,0,13,1
FL,12086000404,0,4,1,0,0,0,12,0,4,19,3,18,3,0,79,0,15,0,4,6,0,0,0,62,0,0,0,11,0,34,2,1,1,0,0,0,0,4,0,0,7,1
FL,12086000405,0,3,2,1,0,0,9,0,2,9,2,10,0,0,46,0,11,0,1,3,0,0,0,44,0,0,0,5,0,19,2,0,0,0,0,0,0,2,0,0,8,1
FL,12086000408,0,0,2,0,0,0,16,0,2,9,0,12,4,0,50,0,11,0,0,3,0,0,0,53,0,0,0,7,0,18,0,0,4,0,0,1,0,4,0,0,14,0
FL,12086000409,0,3,1,0,0,0,13,0,4,6,1,13,2,0,33,0,6,0,0,1,0,0,0,33,0,0,0,2,0,11,1,0,0,0,2,1,0,5,0,0,10,0
FL,12086000410,0,1,0,0,0,0,11,0,0,4,3,10,3,0,40,0,7,0,1,3,0,0,0,43,0,0,0,3,0,10,1,0,0,0,1,0,0,4,0,0,10,1
FL,12086000411,0,2,0,0,0,0,17,0,2,7,1,11,5,0,49,0,5,0,1,2,0,0,0,31,1,0,0,5,1,23,0,0,2,0,2,1,0,1,0,0,10,0
FL,12086000412,0,4,2,0,0,0,22,0,2,10,0,17,9,0,87,1,9,0,0,4,0,0,0,67,0,0,0,8,0,33,1,1,2,0,2,0,0,4,0,0,24,1
FL,12086000413,0,1,0,0,0,1,7,0,2,4,1,12,2,0,35,0,5,0,0,2,0,0,0,29,0,0,0,4,0,22,2,0,4,0,1,0,0,3,0,0,8,0
FL,12086000414,0,3,0,1,0,0,14,0,0,3,2,10,3,0,39,0,6,0,0,5,0,0,0,28,0,0,0,2,0,20,0,0,2,0,1,0,0,3,0,0,13,1
FL,12086000501,0,4,1,0,0,0,16,0,3,15,1,13,2,0,39,0,10,0,0,2,0,0,0,47,0,0,0,2,0,22,0,1,1,0,0,0,0,2,0,1,16,1
FL,12086000503,0,1,0,2,0,2,13,1,3,10,0,18,5,0,43,0,7,0,0,5,0,0,0,32,0,0,0,2,0,17,0,1,3,0,0,0,0,0,0,0,10,0
FL,12086000504,0,3,1,0,0,0,4,0,2,8,0,9,6,0,42,0,4,0,0,1,0,0,0,28,0,1,0,2,0,21,2,0,0,0,0,0,0,2,0,0,6,1
FL,12086000505,0,3,0,1,0,0,9,0,1,12,1,3,3,0,44,1,1,0,1,3,0,0,0,42,0,0,0,1,0,16,1,0,0,0,0,0,0,1,0,0,3,0
FL,12086000601,0,11,0,0,0,1,10,0,2,11,0,7,2,0,69,0,1,0,0,3,0,0,0,55,0,0,0,3,0,32,2,0,0,0,1,0,0,4,0,0,6,0
FL,12086000602,0,9,1,1,0,0,13,1,2,13,0,7,1,0,63,0,0,0,2,3,0,0,0,43,0,0,0,5,0,24,2,0,2,0,4,0,0,2,0,0,8,1
FL,12086000603,0,16,0,0,0,1,14,0,1,16,0,7,1,0,72,0,1,0,2,5,1,0,0,53,0,1,0,4,0,28,1,0,0,0,1,0,0,6,0,0,5,0
FL,12086000604,0,21,0,0,0,2,21,1,6,19,0,8,1,0,84,0,1,0,0,6,0,0,0,70,0,1,0,3,1,33,2,1,0,0,4,0,0,2,0,0,9,1
FL,12086000605,0,6,0,0,0,0,13,0,2,21,0,10,1,0,57,0,0,0,1,5,0,0,0,50,0,0,0,6,0,30,2,0,0,0,2,0,0,1,0,0,9,1
FL,12086000607,0,9,0,0,0,0,7,0,2,15,0,6,2,0,52,0,0,0,0,4,0,0,0,34,0,0,0,2,0,28,2,0,1,0,2,0,0,3,0,0,6,1
FL,12086000608,0,16,0,2,0,0,16,1,1,12,0,10,4,0,93,0,1,0,0,3,0,0,0,60,0,0,0,1,0,45,4,0,0,0,2,0,0,2,0,0,9,0
FL,12086000705,0,10,1,0,0,0,16,0,0,18,0,10,2,0,71,1,0,0,0,5,0,0,0,47,0,0,0,4,0,33,3,0,0,0,1,0,0,3,0,0,3,0
FL,12086000706,0,9,0,2,0,0,17,0,3,23,0,12,2,0,102,0,7,0,2,4,0,0,0,71,0,0,0,4,0,28,2,0,0,0,2,0,0,3,0,0,12,0
FL,12086000707,0,8,0,0,0,0,13,0,2,14,0,6,1,0,66,0,1,0,2,4,0,0,0,55,0,0,0,4,0,34,2,0,1,0,1,0,0,0,0,0,5,0
FL,12086000708,0,11,2,3,0,1,13,0,2,19,0,5,2,0,79,0,0,0,2,3,0,0,0,63,0,0,0,3,1,38,0,0,0,0,0,0,0,1,0,0,6,2
FL,12086000709,0,16,1,0,0,0,19,0,4,19,1,9,2,0,95,0,1,0,0,3,0,0,0,51,0,0,0,10,0,35,5,0,1,0,0,0,0,1,0,0,14,1
FL,12086000710,0,6,0,0,0,0,8,0,2,10,0,7,2,0,64,1,1,0,1,2,0,0,0,46,0,0,0,2,1,20,1,2,0,0,1,0,0,1,0,0,7,0
FL,12086000711,0,10,0,0,0,0,8,0,4,19,0,14,2,0,80,0,1,0,0,1,0,0,0,45,0,0,0,5,1,29,4,0,0,0,0,0,0,2,0,0,8,0
FL,12086000712,0,5,0,0,0,0,3,0,0,4,0,3,1,0,16,0,0,0,0,1,0,0,0,25,0,0,0,2,0,11,2,0,0,0,0,0,0,0,0,0,3,2
FL,12086000804,0,6,0,0,0,0,18,0,3,9,0,6,2,0,61,0,0,0,0,2,0,1,0,45,0,0,0,2,0,27,4,0,0,0,1,0,0,2,0,0,4,1
FL,12086000805,0,13,0,0,0,0,13,0,5,15,1,9,3,0,73,0,1,0,0,7,0,0,0,56,0,0,0,5,0,26,4,0,0,0,0,0,0,1,0,0,8,0
FL,12086000806,0,19,1,0,0,0,15,0,2,26,0,13,0,0,127,0,2,0,1,5,0,0,0,41,0,0,0,6,0,34,4,0,0,0,3,0,0,1,0,0,7,0
FL,12086000807,0,4,0,0,0,1,9,0,5,18,0,5,2,0,46,0,0,0,0,2,0,0,0,28,0,0,0,3,0,10,2,1,0,0,1,0,0,2,0,0,9,0
FL,12086000808,0,4,0,0,0,0,14,0,3,11,0,9,5,0,57,0,0,0,1,1,0,0,0,38,0,0,0,4,0,16,5,0,1,0,1,0,0,1,0,0,10,1
FL,12086000901,0,6,1,1,0,0,30,0,3,18,2,15,4,0,110,0,6,0,0,4,1,0,0,57,1,0,0,5,0,31,0,0,1,0,2,0,1,2,0,0,18,0
FL,12086000902,0,21,0,1,0,1,25,0,7,20,0,16,6,0,97,0,3,0,3,6,0,0,0,70,0,0,0,3,0,43,4,0,1,0,0,0,0,1,0,0,11,1
FL,12086000903,0,2,0,0,0,0,12,0,1,6,0,11,3,0,48,0,5,0,0,2,0,1,0,26,1,0,0,3,0,22,1,0,2,0,2,0,0,3,0,0,14,0
FL,12086001002,0,4,0,0,0,1,25,1,7,14,3,23,10,0,85,0,13,1,2,5,0,0,0,76,1,0,0,9,2,42,1,0,0,0,1,1,0,4,0,0,18,0
FL,12086001003,0,6,2,2,0,0,19,0,3,15,0,21,3,0,71,0,16,0,1,2,0,0,0,74,1,1,0,6,0,30,1,1,0,0,2,0,0,3,0,0,12,1
FL,12086001004,0,5,2,0,0,0,10,0,3,15,5,9,9,0,69,0,24,0,0,6,0,0,0,42,3,0,0,4,0,30,0,0,2,0,1,1,0,1,0,1,13,1
FL,12086001005,0,4,2,0,0,0,12,0,0,25,0,16,8,0,69,0,5,0,3,4,0,0,1,37,0,0,0,4,0,25,0,0,2,0,2,0,0,1,0,0,3,0
FL,12086001006,0,3,0,1,0,0,12,1,0,6,2,4,2,0,38,0,4,0,0,2,0,1,0,41,0,1,0,0,0,16,0,2,2,0,1,0,0,2,0,0,11,0
FL,12086001101,0,5,0,0,0,0,14,0,1,11,2,10,5,0,70,0,0,0,3,7,0,0,0,42,0,0,0,3,1,40,3,0,1,0,1,0,0,2,0,0,9,1
FL,12086001102,0,6,0,1,0,0,13,1,3,11,5,9,4,0,41,0,3,0,1,4,0,0,0,31,0,0,0,7,0,21,1,1,4,0,0,1,0,1,0,0,8,0
FL,12086001103,0,2,1,2,0,0,13,0,0,5,3,4,2,0,32,0,8,0,1,5,0,0,0,33,0,0,0,3,0,24,1,0,0,0,0,0,0,3,0,0,6,1
FL,12086001104,0,3,0,1,0,0,12,0,0,8,1,6,6,0,46,0,1,0,0,3,0,0,0,41,0,0,0,1,0,10,2,0,0,0,0,0,0,1,0,0,5,1
FL,12086001203,0,3,1,1,0,0,7,1,4,8,2,9,4,0,48,0,2,0,0,4,0,0,0,53,0,0,0,3,0,20,1,1,5,0,3,1,0,2,0,1,10,1
FL,12086001204,0,3,0,0,0,0,12,1,1,11,1,5,1,0,57,0,2,0,3,4,0,0,0,68,0,0,0,4,0,32,4,0,0,0,3,0,0,3,0,0,15,1
FL,12086001205,0,6,0,0,0,0,11,1,0,5,1,2,2,0,30,0,1,0,1,0,0,0,0,22,0,0,0,4,0,12,0,0,0,0,1,0,0,0,0,0,6,1
FL,12086001206,0,10,0,0,0,0,26,0,1,7,0,2,1,0,53,0,1,0,1,2,0,0,0,48,0,0,0,2,0,31,3,0,1,0,0,0,0,1,0,0,8,1
FL,12086001301,0,3,0,0,0,0,5,1,4,8,0,8,2,0,43,0,2,0,1,0,0,0,0,32,1,0,0,2,0,25,2,0,0,0,0,0,0,1,0,0,15,0
FL,12086001302,0,5,0,0,0,0,11,1,4,5,1,8,3,0,32,0,2,0,0,2,0,0,0,39,0,0,0,2,0,21,1,1,0,0,1,0,0,2,0,0,7,3
FL,12086001401,0,3,2,1,0,0,16,0,2,6,3,12,3,0,58,0,9,0,2,3,0,0,0,49,0,0,0,3,0,19,0,0,0,0,0,0,0,1,0,0,13,1
FL,12086001402,0,1,1,0,0,0,11,0,2,8,3,15,5,0,54,0,5,0,3,4,0,0,0,39,0,0,0,6,0,23,0,0,1,0,0,1,0,1,0,0,10,1
FL,12086001501,0,1,2,1,0,0,8,0,1,3,1,2,1,0,41,0,10,0,0,0,0,0,0,25,0,0,0,1,0,15,0,0,6,0,0,0,0,2,0,0,14,1
FL,12086001502,0,3,0,1,0,0,14,0,2,11,0,13,6,0,53,0,12,0,2,3,1,0,0,42,0,0,0,4,0,23,0,0,5,0,0,0,0,4,0,0,13,1
FL,12086001602,0,8,0,0,0,1,10,1,4,20,0,15,1,0,69,0,2,0,4,3,0,0,0,53,0,0,0,2,0,29,3,0,1,0,2,0,0,1,0,0,10,1
FL,12086001603,0,6,0,2,1,1,8,0,2,14,0,5,1,0,43,0,0,1,2,3,0,0,0,26,0,0,0,3,0,16,3,0,0,0,0,0,0,1,0,0,3,2
FL,12086001605,0,5,2,0,0,0,10,0,5,14,1,7,3,0,60,0,2,0,3,1,0,0,0,48,1,0,0,3,0,15,4,0,0,0,1,0,0,0,0,0,3,0
FL,12086001606,0,6,1,0,0,0,8,0,2,8,0,6,2,0,50,0,0,0,1,1,0,0,0,19,1,0,0,2,0,15,3,0,0,0,2,0,0,1,0,0,2,0
FL,12086001701,0,0,0,0,0,0,6,0,3,5,0,9,4,0,55,0,10,0,1,5,0,0,0,34,0,0,0,2,1,23,2,0,1,0,0,0,0,7,0,0,16,1
FL,12086001702,0,6,0,1,0,0,6,0,2,7,0,5,6,0,38,0,10,0,0,3,0,0,0,28,0,0,0,3,0,25,0,0,1,0,0,0,0,4,0,0,10,1
FL,12086001703,1,5,0,4,0,0,11,0,4,8,2,11,3,0,51,0,1,0,2,4,0,0,0,52,0,0,0,4,0,27,3,0,0,0,0,0,0,2,0,0,14,0
FL,12086001801,0,1,0,0,0,0,9,1,0,8,0,14,4,0,54,1,19,0,0,1,0,0,0,38,1,0,0,4,2,23,0,0,1,0,1,0,0,9,0,0,5,4
FL,12086001802,0,2,0,1,0,0,13,0,1,12,1,6,4,0,46,0,15,0,2,1,0,0,0,43,0,0,0,6,0,28,1,1,2,0,0,0,0,6,0,0,12,2
FL,12086001803,0,3,0,0,0,1,12,0,2,8,1,13,3,0,54,0,6,0,1,4,0,0,0,53,0,0,0,6,0,21,0,1,1,0,1,0,0,5,0,0,4,1
FL,12086001901,0,2,1,1,0,1,10,0,4,9,0,11,3,0,49,0,11,0,0,1,0,0,0,30,0,0,0,8,0,32,0,0,2,0,1,0,0,3,0,0,13,1
FL,12086001903,0,3,1,2,0,0,10,0,4,3,2,3,4,0,34,1,16,0,2,4,0,0,0,26,0,0,0,4,0,19,0,0,2,0,0,0,0,3,0,0,10,1
FL,12086001904,0,4,0,0,0,0,14,0,4,10,0,12,9,0,53,0,11,0,2,3,0,0,0,44,0,0,0,6,0,38,1,1,1,0,1,0,0,3,0,0,8,0
FL,12086002001,0,4,2,0,0,0,9,0,4,13,4,11,8,0,44,0,10,0,3,2,0,0,0,28,0,0,0,4,0,25,0,0,0,0,0,0,0,2,0,0,2,0
FL,12086002003,0,2,1,0,0,0,9,0,5,5,1,8,7,0,24,0,8,0,1,2,0,0,0,24,0,0,0,4,0,20,0,0,0,0,1,0,0,0,0,0,8,0
FL,12086002004,0,0,0,1,0,0,5,0,3,1,1,5,2,0,22,0,6,0,0,3,0,0,0,19,0,0,0,0,0,13,0,0,1,0,0,0,0,3,0,0,2,0
FL,12086002100,0,3,0,0,0,0,6,0,1,3,1,0,1,0,14,0,1,0,1,2,0,0,0,21,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0
FL,12086002201,0,67,0,0,0,0,25,0,1,36,1,11,2,0,123,0,2,1,4,6,0,0,0,60,1,0,0,4,1,71,8,0,0,0,2,0,0,5,0,0,13,1
FL,12086002202,0,4,1,0,0,0,11,0,2,5,2,14,3,0,52,0,13,0,2,4,0,0,0,54,0,0,0,5,0,37,2,0,0,0,3,0,0,3,0,0,13,1
FL,12086002300,0,6,0,0,0,0,10,0,3,8,0,18,8,0,70,1,11,0,0,3,0,1,0,50,0,0,0,5,0,45,1,1,5,0,3,0,0,6,0,0,13,1
FL,12086002402,0,9,1,0,0,0,17,0,5,18,0,11,4,0,49,0,7,0,0,6,0,0,0,48,2,0,0,2,0,45,2,0,1,0,2,0,0,3,0,0,19,2
FL,12086002403,0,3,0,1,0,0,6,0,4,8,1,6,1,0,31,0,1,0,4,4,0,0,0,38,0,0,0,3,0,26,0,0,0,0,0,1,0,1,0,0,7,1
FL,12086002404,0,7,0,1,0,0,18,0,5,30,0,13,2,0,79,1,4,0,3,5,0,0,0,69,0,0,0,4,0,38,3,1,0,0,1,0,0,6,0,0,11,3
FL,12086002501,0,5,1,0,0,0,12,0,3,6,2,12,3,0,38,0,2,0,0,1,0,0,0,39,0,0,0,4,0,20,3,0,2,0,1,0,0,3,0,0,13,0
FL,12086002502,0,0,1,1,0,0,5,0,2,7,1,7,0,0,34,0,4,0,0,2,0,0,0,23,0,1,0,3,0,23,0,0,0,0,2,0,0,2,0,0,1,3
FL,12086002600,0,1,0,0,0,0,10,0,1,3,1,7,3,0,25,0,2,0,0,3,0,0,0,15,0,0,0,0,0,12,3,0,1,0,0,0,0,2,0,1,10,0
FL,12086002702,0,1,0,0,0,0,5,0,0,4,0,1,0,0,14,0,1,0,0,2,0,0,0,16,0,0,0,0,0,13,0,0,0,0,2,0,0,2,0,0,6,0
FL,12086002703,0,0,0,0,0,0,0,1,3,5,0,3,0,0,14,0,0,0,2,0,0,0,0,21,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,3,0
FL,12086002705,0,3,0,0,0,0,4,0,1,0,1,2,0,0,24,0,0,0,0,0,0,0,0,21,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,3,0
