State,Tract,Acute Bronchitis & Bronchiolitis,Alzheimers Disease,Anemias,Aortic Aneurysm & Dissection,Appendix Diseases,Atherosclerosis,Cerebrovascular Diseases,Cholelithiasis & Other Gallbladder Disorders,Chronic Liver Disease & Cirrhosis,Chronic Lower Respiratory Disease,Congenital Malformations,Diabetes Mellitus,Essen Hypertension & Hypertensive Renal Dis,Female Pelvic Organs-Inflammatory Diseases,Heart Diseases,Hernia,Homicide,Hyperplasia of Prostate,"In Situ, Benign, Uncertain and Unknown Behavior Neoplasms",Influenza & Pneumonia,Kidney Infections,Legal Intervention,Malaria,Malignant Neoplasm or Cancer,Medical & Surgical Care Complications,Meningitis,Meningococcal Infection,"Nephritis, Nephrotic Syndrome, Nephrosis",Nutritional Deficiencies,Other Non-rankable Cause of Death,Parkinsons Disease,Peptic Ulcer,Perinatal Period Conditions,Pneumoconiosis & Chemical Effects,Pneumonitis Due To Solids & Liquids,"Pregnancy, Childbirth and the Puerperium",Salmonella Infections,Septicemia,Syphilis,Tuberculosis,Unintentional Injury,Viral Hepatitis
FL,12081000501,0,4,1,0,0,1,6,0,1,6,0,6,1,0,38,0,0,0,2,2,0,0,0,37,0,0,0,1,0,25,2,0,1,0,0,0,0,2,0,0,18,0
FL,12081000503,0,6,0,2,0,0,9,0,4,7,0,1,0,0,57,0,2,0,2,2,0,0,0,77,0,0,0,3,0,31,5,0,2,0,1,0,0,0,0,0,13,0
FL,12081000504,0,10,0,0,0,1,13,0,4,10,0,6,3,0,57,0,1,0,0,1,0,0,0,43,1,0,0,3,1,30,2,0,1,0,1,0,0,1,0,0,18,0
FL,12081000601,0,4,0,0,0,1,7,0,2,8,1,4,0,0,43,0,3,0,1,2,0,0,0,22,0,0,0,3,0,15,0,0,0,0,2,0,0,1,0,0,23,0
FL,12081000603,0,12,0,0,1,1,12,0,5,21,0,8,6,0,118,0,1,0,3,5,0,0,0,60,0,0,0,8,0,41,4,0,0,0,3,0,0,3,0,0,20,0
FL,12081000604,1,13,0,0,0,2,16,0,5,28,0,8,3,0,125,0,2,0,5,6,0,0,0,79,0,0,0,9,0,59,9,2,0,0,2,0,0,4,0,0,24,0
FL,12081000703,0,15,0,0,0,1,14,0,3,14,1,5,3,0,76,0,4,0,1,3,0,0,0,32,0,0,0,8,0,42,2,0,2,1,1,0,0,2,0,0,11,1
FL,12081000704,1,9,0,0,0,1,18,0,3,17,1,5,3,0,82,0,4,0,2,4,0,1,0,48,0,0,0,7,0,57,3,0,4,0,1,0,0,5,0,0,14,1
FL,12081000705,0,4,3,0,0,0,10,0,2,13,0,8,6,0,49,1,7,0,1,5,0,0,0,27,0,0,0,11,0,29,1,0,2,0,1,0,0,3,0,0,11,0
FL,12081000803,0,7,1,0,0,0,9,0,4,22,1,10,4,0,63,0,4,0,3,2,0,0,0,74,0,0,1,6,0,34,5,0,2,0,2,0,0,7,0,0,28,0
FL,12081000804,0,8,0,3,0,0,7,0,4,14,2,4,1,0,61,1,0,0,0,4,0,1,0,65,0,0,0,6,0,34,3,0,0,0,3,0,0,5,0,0,7,1
FL,12081000805,0,13,1,3,0,0,11,0,4,15,1,12,2,0,74,0,0,0,1,4,0,0,0,64,0,0,0,8,0,59,7,0,1,0,3,0,0,9,0,0,20,0
FL,12081000807,0,9,1,2,0,0,13,0,2,14,0,7,2,0,51,0,1,0,4,5,0,0,0,92,2,1,0,7,1,47,4,1,0,1,4,0,0,6,0,0,18,1
FL,12081000808,0,12,0,0,0,1,10,0,3,20,0,6,1,0,59,0,0,0,1,3,0,0,0,88,0,0,0,11,0,62,6,0,0,0,6,0,0,3,0,0,21,0
FL,12081000809,0,14,0,0,0,0,23,0,1,14,1,8,2,0,66,0,1,0,4,2,0,0,0,83,1,0,0,6,0,50,5,1,1,0,2,0,0,1,0,0,9,0
FL,12081000810,0,18,1,2,0,0,11,1,2,15,1,2,2,0,43,0,0,0,3,3,0,0,0,104,0,0,0,3,1,62,5,1,0,0,2,0,0,2,0,0,12,0
FL,12081000901,0,5,0,2,0,0,9,1,2,16,0,11,0,0,46,0,1,0,3,2,0,0,0,64,1,0,0,5,0,32,2,0,0,0,1,0,0,6,0,0,16,0
FL,12081000902,0,7,0,0,0,0,13,0,10,17,0,5,2,0,57,0,2,0,1,4,0,0,0,70,0,0,1,5,0,35,0,1,0,0,2,0,0,3,0,0,27,1
FL,12081001000,0,21,2,2,0,1,14,1,7,27,0,4,5,0,84,0,1,0,5,6,0,0,0,76,2,0,0,10,0,51,1,0,0,0,2,0,0,4,0,0,26,1
FL,12081001104,0,8,0,0,0,0,10,0,6,9,0,3,1,0,49,0,0,0,1,4,0,0,0,42,0,0,0,3,1,34,3,2,0,0,3,0,0,6,0,0,10,0
FL,12081001105,0,12,1,0,0,2,10,0,5,7,2,2,1,0,52,0,1,1,6,2,0,0,0,55,0,0,0,6,0,52,4,1,1,0,2,0,0,7,0,0,10,1
FL,12081001106,0,8,0,0,0,0,5,0,1,5,0,4,2,0,37,0,1,0,0,0,0,0,0,22,0,0,0,2,1,27,2,0,0,0,1,0,0,3,0,0,9,0
FL,12081001107,0,6,0,1,0,1,12,0,5,8,0,2,0,0,35,0,0,0,1,1,0,0,0,39,0,0,0,0,1,19,1,0,0,0,2,0,0,6,0,0,9,0
FL,12081001108,0,2,1,1,0,0,6,0,1,13,0,2,1,0,52,1,0,0,0,2,0,0,0,55,0,0,0,3,0,35,0,1,0,0,1,0,0,4,0,0,20,0
FL,12081001202,0,8,0,0,0,0,9,0,3,11,0,6,3,0,57,0,2,0,1,2,0,0,0,50,0,0,0,1,1,27,1,0,0,0,3,0,0,3,0,0,19,1
FL,12081001203,0,22,0,3,0,0,15,0,3,14,0,4,1,0,71,0,2,0,3,4,0,0,0,49,1,0,0,4,1,62,4,0,0,0,0,0,0,3,0,0,18,0
FL,12081001204,0,22,1,3,0,2,19,1,3,12,2,3,5,0,72,0,0,0,0,3,0,0,0,77,0,0,0,5,0,42,9,0,1,1,3,0,0,8,0,0,16,0
FL,12081001300,0,13,0,0,0,0,9,1,3,13,1,7,1,0,62,1,0,0,2,3,0,0,0,48,0,0,0,3,0,46,4,0,0,0,1,0,0,6,0,0,19,0
FL,12081001402,0,1,0,1,0,0,5,1,4,6,1,2,2,0,36,0,0,0,1,0,0,0,0,30,0,0,0,1,0,22,0,0,1,0,3,0,0,1,0,0,9,1
FL,12081001403,0,7,0,0,0,1,20,0,3,14,1,12,3,0,60,0,2,0,0,5,0,0,0,64,1,0,0,4,2,38,0,0,0,0,1,0,0,1,0,0,22,1
FL,12081001404,0,4,0,1,0,0,6,0,3,12,1,5,1,0,24,0,1,0,3,2,0,0,0,35,0,0,0,2,0,17,1,0,0,0,1,0,0,0,0,0,10,1
FL,12081001501,0,1,4,1,0,1,18,0,3,10,2,6,3,0,46,1,2,0,1,3,0,0,0,39,0,0,0,4,0,32,2,0,2,0,1,0,0,1,0,0,18,0
FL,12081001502,0,11,0,3,0,2,15,0,3,15,0,11,5,0,93,0,10,0,2,1,0,1,0,67,2,0,0,7,1,49,2,1,5,0,4,1,0,8,0,0,27,0
FL,12081001601,0,13,1,1,0,0,23,2,9,35,2,8,6,0,78,0,0,0,2,4,0,0,0,72,1,0,0,5,0,37,2,0,1,0,2,0,0,4,0,0,21,0
FL,12081001602,0,4,0,2,0,2,9,1,4,7,0,1,1,0,37,0,0,0,0,3,0,0,0,39,0,0,0,3,1,30,2,0,0,0,0,0,0,3,0,0,7,0
FL,12081001701,0,1,0,0,0,0,3,0,0,9,1,1,0,0,16,0,0,0,1,4,0,0,0,26,0,0,0,2,0,16,1,0,0,0,1,0,0,2,0,0,4,0
FL,12081001703,0,5,0,1,0,0,4,0,1,4,0,2,0,0,18,0,0,0,0,1,0,0,0,32,1,0,0,1,0,25,0,0,0,0,1,0,0,2,0,0,8,0
FL,12081001704,0,3,0,0,0,2,0,0,0,4,0,0,0,0,9,0,0,0,1,1,0,0,0,21,0,0,0,3,0,14,1,0,0,0,1,0,0,1,0,0,0,0
FL,12081001800,0,13,0,2,0,0,16,1,6,10,0,6,2,0,75,0,1,0,6,2,0,0,0,65,1,0,0,2,1,45,4,0,0,0,0,0,0,3,0,0,11,0
FL,12081001904,0,17,0,2,0,1,13,0,4,17,0,6,4,0,81,1,2,0,1,2,0,0,0,66,1,0,0,7,0,39,5,0,0,0,1,0,0,4,0,0,16,0
FL,12081001907,0,8,1,3,0,0,4,0,6,15,1,5,4,0,66,0,1,0,0,2,0,0,0,58,0,0,0,2,0,43,3,1,0,0,3,0,0,2,0,0,27,1
FL,12081001908,0,9,3,4,0,1,21,1,8,33,0,12,8,0,164,2,0,0,3,7,0,0,0,130,0,0,0,12,1,82,5,2,0,0,4,0,0,6,0,0,24,0
FL,12081001909,0,10,1,0,0,1,7,0,0,6,0,3,0,0,42,0,0,0,2,1,0,0,0,43,0,0,1,1,0,26,1,0,0,0,2,0,0,2,0,1,10,0
FL,12081001910,0,6,0,0,0,0,11,1,5,11,1,3,3,0,44,2,0,0,1,4,1,0,0,54,2,0,0,3,0,27,2,0,0,0,0,0,0,2,0,0,14,0
FL,12081001911,0,5,0,0,0,1,10,1,6,14,0,7,2,0,62,0,1,0,3,2,0,0,0,72,0,0,0,5,0,49,2,0,1,0,4,0,0,5,0,0,11,1
FL,12081001912,0,3,2,0,0,0,7,0,3,12,3,2,3,0,39,0,0,0,1,4,0,0,0,54,0,0,0,5,0,23,3,0,1,0,4,0,0,4,0,0,12,0
FL,12081001913,0,7,1,0,0,0,5,0,2,2,0,2,1,0,18,0,0,0,1,0,0,0,0,19,0,0,0,2,0,18,2,0,2,0,0,0,0,1,0,0,9,0
FL,12081001914,0,1,0,0,0,0,5,0,5,8,0,1,1,0,19,0,0,0,0,0,0,0,0,21,1,0,0,2,0,17,1,1,0,0,0,0,0,3,0,0,13,1
FL,12081002003,0,3,0,0,0,0,6,0,3,11,1,5,1,0,39,0,0,0,0,0,0,0,0,40,0,0,0,3,0,24,0,0,0,0,0,0,0,1,0,0,12,0
FL,12081002005,0,11,0,1,0,0,15,0,1,18,0,6,3,0,47,0,2,0,0,8,0,0,0,45,1,0,0,2,0,35,4,0,0,0,0,0,0,2,0,0,17,0
FL,12081002007,0,17,0,2,0,0,12,0,4,10,1,5,5,0,57,0,1,1,0,2,0,0,0,65,0,0,0,5,0,51,6,1,0,0,1,0,0,0,0,0,13,0
FL,12081002008,0,2,0,1,0,0,6,0,2,8,1,1,1,0,35,0,1,0,1,2,0,0,0,45,1,0,0,2,0,23,4,0,1,0,1,0,0,3,0,0,16,0
FL,12081002010,0,5,1,0,0,0,2,0,0,6,0,3,0,0,14,0,0,0,1,0,0,0,0,44,0,0,0,0,1,18,0,0,0,0,1,0,0,2,0,0,23,0
FL,12081002011,0,5,1,0,0,1,10,0,3,18,0,4,3,0,58,0,0,0,2,1,0,0,0,51,0,0,0,3,1,35,3,0,1,0,3,0,0,2,0,0,7,0
FL,12081002012,0,7,0,1,0,1,11,0,3,9,0,4,1,0,39,1,1,0,1,3,1,0,0,47,0,0,0,3,0,23,3,0,0,0,3,0,0,3,0,0,16,0
FL,12081002013,0,14,0,1,0,2,19,0,10,13,1,3,2,0,65,0,3,0,2,4,0,0,0,115,0,0,0,7,0,58,8,0,0,0,2,0,0,6,0,0,26,0
FL,12081002014,0,2,1,0,0,0,6,0,3,5,1,0,0,0,25,0,1,0,0,0,0,0,0,37,0,0,0,5,0,23,1,0,0,0,2,0,0,2,0,0,7,0
FL,12081002015,0,1,0,0,0,0,4,0,0,4,0,1,2,0,16,0,0,0,1,2,0,0,0,42,0,0,0,1,0,25,3,0,0,0,0,0,0,0,0,0,11,0
FL,12081002016,0,8,0,1,0,0,10,0,1,7,1,4,2,0,29,0,0,0,2,3,0,0,0,83,0,0,0,3,0,47,2,0,0,0,1,0,0,2,0,0,9,0
FL,12081002017,0,16,0,1,0,0,7,0,2,8,0,4,2,0,41,0,0,0,2,0,0,0,0,39,0,0,0,1,0,49,3,0,0,0,1,0,0,1,0,0,12,1
FL,12083000100,0,11,2,0,0,1,12,2,7,18,0,9,5,0,72,0,1,0,1,4,0,0,0,66,0,0,0,6,0,43,4,0,0,0,2,0,0,3,0,0,20,1
FL,12083000200,0,11,1,0,0,0,19,0,6,26,2,14,5,0,96,0,7,0,4,9,1,0,0,74,1,0,0,6,1,59,4,0,4,0,0,0,0,2,0,0,28,1
FL,12083000301,0,8,1,1,0,0,11,0,2,13,0,6,0,0,52,0,0,0,2,3,0,0,0,49,1,0,0,3,0,18,1,1,0,0,0,0,0,3,0,0,24,2
FL,12083000302,0,6,0,0,0,0,10,0,3,19,3,10,1,0,60,0,2,0,3,2,0,0,0,51,0,0,0,1,0,20,0,0,0,0,1,0,0,2,0,0,18,1
FL,12083000401,0,5,1,0,0,2,6,1,8,24,0,3,2,0,63,0,1,0,2,3,0,0,0,45,0,0,0,3,0,22,0,0,0,0,0,0,0,0,0,0,15,1
FL,12083000402,0,6,0,1,0,0,14,0,6,35,1,12,7,0,86,0,1,0,4,6,0,0,0,99,1,0,0,4,0,38,3,0,1,0,0,0,0,0,0,0,30,2
FL,12083000501,0,5,0,0,0,0,7,0,7,18,0,7,0,0,38,0,0,0,1,0,0,0,0,44,0,0,0,0,0,23,0,1,0,0,0,0,0,1,0,0,15,0
FL,12083000502,0,7,0,0,0,2,5,0,3,11,0,6,1,0,29,0,0,0,0,5,0,0,0,33,0,0,0,1,0,16,1,1,0,0,1,0,0,1,0,0,11,2
FL,12083000601,0,10,1,0,0,0,12,2,9,30,1,11,5,0,71,0,0,0,2,2,0,0,0,68,1,0,0,4,0,38,1,0,2,0,2,0,0,2,0,0,25,2
FL,12083000602,0,13,0,0,0,0,20,0,13,49,2,15,4,0,116,0,3,0,1,3,0,0,0,135,0,0,0,8,1,59,3,0,2,0,3,0,0,3,0,0,34,3
FL,12083000604,0,2,0,2,0,1,8,0,5,17,0,10,1,0,46,0,0,0,2,2,0,0,0,60,0,0,0,2,0,27,1,1,0,0,0,0,0,3,0,0,18,2
FL,12083000605,0,12,1,1,0,0,13,0,9,24,1,10,2,0,73,0,1,0,2,1,0,0,0,54,1,0,0,0,0,15,3,0,1,0,0,0,0,2,0,0,23,1
FL,12083000701,0,10,1,1,0,1,13,1,7,38,3,16,2,0,88,1,3,0,1,2,0,0,0,69,2,0,0,3,2,42,1,0,3,0,3,0,0,1,0,0,29,0
FL,12083000702,0,20,2,2,0,5,20,2,8,43,0,29,8,0,178,1,4,0,0,10,1,0,0,152,1,0,0,11,2,95,11,0,0,0,1,0,0,6,0,0,37,2
FL,12083000801,0,51,3,7,0,1,61,2,18,87,0,45,13,0,384,1,2,0,15,19,0,0,0,372,3,0,0,16,0,187,23,0,0,0,2,0,0,7,0,0,91,0
FL,12083000802,0,47,3,2,1,1,30,0,16,62,0,28,13,0,208,1,0,0,8,9,1,0,0,267,0,0,0,11,2,106,11,2,2,0,4,0,0,7,0,0,62,3
FL,12083000901,0,14,2,0,0,1,13,1,6,38,0,17,3,0,84,1,0,0,1,4,0,0,0,91,0,0,0,5,0,65,1,0,1,0,2,0,0,2,0,0,23,0
FL,12083000902,0,16,0,1,0,0,19,0,9,35,0,22,2,0,121,1,1,0,3,2,0,0,0,119,0,0,0,4,1,54,3,0,4,0,3,1,0,0,0,0,55,2
FL,12083001003,0,4,0,0,0,0,5,0,3,9,0,2,3,0,27,0,1,0,0,0,0,0,0,30,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,7,1
FL,12083001004,0,27,0,0,0,1,26,1,14,38,3,30,11,0,182,1,5,0,3,6,0,0,0,146,2,0,0,9,0,92,8,0,6,0,2,0,0,3,0,0,43,8
FL,12083001005,0,22,1,0,0,1,17,0,5,22,2,9,9,0,100,0,6,0,3,2,0,0,0,103,0,0,0,5,1,57,6,0,2,0,0,0,0,2,0,0,19,0
FL,12083001006,0,35,0,1,0,0,21,1,4,46,1,26,9,0,204,0,2,0,7,3,0,0,0,152,2,0,0,8,2,80,12,0,0,0,3,1,0,2,0,0,35,1
FL,12083001007,1,39,0,2,0,0,28,0,9,34,2,18,10,0,176,0,0,0,3,4,0,0,0,138,1,0,0,4,2,82,13,1,1,0,3,0,0,3,0,0,30,1
FL,12083001008,0,35,2,3,1,0,19,2,7,40,0,24,13,0,204,1,0,0,3,3,0,0,0,159,1,0,0,9,1,94,5,0,0,1,4,0,0,6,0,0,47,1
FL,12083001102,0,7,0,0,0,0,8,0,4,25,0,8,4,0,49,0,1,0,3,0,0,0,0,33,0,0,0,0,0,25,2,0,1,0,0,0,0,0,0,0,19,0
FL,12083001103,0,7,0,1,0,0,11,0,7,13,3,13,2,0,52,0,1,0,2,2,0,0,0,60,0,0,0,4,0,36,2,0,0,0,0,0,0,2,0,0,19,1
FL,12083001104,0,19,1,2,0,0,18,0,12,46,1,20,8,0,129,0,1,0,1,6,0,0,0,118,0,0,0,5,1,55,2,1,3,0,0,0,0,3,0,0,31,2
FL,12083001204,0,11,0,1,0,0,11,0,7,19,0,14,2,0,77,0,8,0,1,0,0,0,0,64,1,0,0,6,0,46,2,0,5,0,1,0,0,2,0,0,28,1
FL,12083001205,0,8,0,2,0,0,14,0,4,23,0,5,4,0,92,0,0,0,3,1,0,0,0,81,0,0,0,2,1,38,4,0,0,0,0,0,0,3,0,0,25,1
FL,12083001206,0,7,0,2,0,0,4,0,1,5,0,1,0,0,19,0,0,0,1,1,0,0,0,20,2,0,0,3,0,9,1,0,0,0,0,0,0,1,0,0,5,1
FL,12083001207,0,24,0,0,0,0,21,0,3,37,1,30,10,0,155,1,2,0,1,6,0,0,0,133,1,0,0,4,1,79,4,1,5,0,3,1,0,2,0,0,43,3
FL,12083001208,0,11,0,0,0,0,2,0,2,17,0,10,2,0,60,0,0,0,1,0,0,0,0,52,0,0,0,5,0,34,0,0,2,1,1,0,0,0,0,0,20,1
FL,12083001301,0,13,0,1,0,0,11,0,11,16,0,11,3,0,82,0,0,0,1,0,0,0,0,63,0,0,0,2,0,42,3,0,0,0,1,0,0,2,0,0,31,2
FL,12083001302,0,27,1,1,0,2,13,0,4,32,1,10,5,0,101,0,1,0,4,2,0,0,0,85,0,0,0,3,1,45,5,1,2,0,0,0,0,4,0,0,31,3
FL,12083001401,0,11,1,0,0,0,13,1,6,14,1,4,7,0,77,0,3,0,0,2,0,0,0,51,0,0,0,5,0,26,3,0,0,0,1,0,0,1,0,0,24,2
FL,12083001402,0,18,0,1,1,0,17,0,11,51,1,21,8,0,138,0,3,0,2,7,0,0,0,99,0,0,0,5,0,62,7,2,0,2,0,0,0,3,0,0,22,5
FL,12083001500,0,5,2,2,0,0,12,0,3,17,0,18,8,0,62,0,2,0,1,5,0,0,0,45,0,0,0,4,2,35,2,0,6,0,3,0,0,2,0,0,18,0
FL,12083001600,0,4,1,0,0,0,3,1,2,17,1,4,2,0,38,0,3,0,1,0,0,0,0,18,1,0,0,3,0,15,4,0,0,0,0,0,0,0,0,0,15,0
FL,12083001700,0,13,2,1,0,0,17,1,4,10,2,15,9,0,77,0,9,0,0,3,0,0,0,47,0,0,0,5,0,41,2,0,8,0,1,0,0,2,0,0,30,1
FL,12083001800,1,2,1,1,0,0,3,0,1,4,1,1,1,0,25,1,4,0,0,4,0,0,0,28,0,0,0,3,0,9,2,0,1,0,1,0,0,1,0,0,14,0
FL,12083001900,0,10,0,3,0,0,8,1,5,27,0,3,5,0,56,0,1,0,1,2,0,0,0,29,0,0,0,3,1,25,3,0,2,0,1,0,0,2,0,0,22,1
FL,12083002001,0,5,0,1,0,0,5,0,2,16,1,5,2,0,51,0,1,0,0,2,0,0,0,27,0,0,0,0,0,20,1,0,0,0,1,0,0,2,0,0,25,0
FL,12083002002,0,8,1,1,0,1,9,0,6,15,1,7,5,0,55,1,2,0,0,4,0,0,0,36,1,0,0,2,0,24,7,0,2,0,2,0,0,1,0,0,22,0
FL,12083002100,0,13,0,0,1,0,9,0,8,13,2,3,1,0,70,0,1,0,0,1,0,0,0,45,0,0,0,3,0,35,2,0,1,0,2,0,0,3,0,0,21,0
FL,12083002201,0,16,2,1,0,1,8,0,3,31,1,14,6,0,90,0,1,0,2,4,0,0,0,47,1,0,0,4,0,43,2,0,1,0,0,0,0,4,0,0,14,0
FL,12083002202,0,14,0,1,0,0,6,0,5,28,0,5,3,0,60,0,3,0,4,1,1,0,0,44,0,0,0,1,1,22,1,1,0,0,1,0,0,2,0,0,15,0
FL,12083002203,0,16,1,1,0,0,11,1,4,17,3,5,6,0,86,1,2,0,3,2,0,0,0,62,0,0,0,3,0,38,6,0,0,1,1,0,0,2,0,0,28,3
FL,12083002301,0,67,0,3,0,1,41,2,10,56,3,28,8,0,230,1,4,0,1,9,0,0,0,103,1,0,0,6,0,128,5,1,3,0,2,0,0,3,0,0,47,2
FL,12083002302,0,20,1,1,0,0,15,1,5,28,0,12,6,0,89,0,2,0,2,5,1,0,0,83,1,0,0,3,1,33,5,0,0,0,2,0,0,3,0,0,25,3
FL,12083002401,0,34,1,1,0,1,22,0,1,26,0,9,0,0,132,0,1,0,5,3,0,0,0,45,0,0,0,6,1,98,7,1,0,0,1,0,0,3,0,0,29,0
FL,12083002402,0,15,0,1,0,2,3,0,3,18,1,6,2,0,43,1,3,0,1,2,0,0,0,64,0,0,0,2,0,20,2,0,0,1,1,0,0,1,0,0,13,1
FL,12083002502,0,41,2,3,0,1,31,0,14,57,2,21,6,0,202,0,0,0,2,3,0,0,0,150,1,0,0,10,2,99,10,2,2,2,6,0,0,4,0,0,65,2
FL,12083002503,0,18,0,4,1,0,16,0,8,30,1,11,4,0,111,0,2,0,2,4,0,0,0,83,0,0,0,1,0,46,3,0,1,0,0,0,0,4,0,0,31,0
FL,12083002504,0,17,1,1,0,0,13,0,5,30,0,15,5,0,98,1,1,0,5,1,0,0,0,94,0,0,0,4,2,54,6,1,0,1,1,1,0,2,0,0,30,0
FL,12083002601,0,12,1,0,0,1,12,1,9,26,2,12,11,1,117,0,0,0,5,3,0,0,0,105,0,1,0,2,0,49,4,1,0,0,3,0,0,4,0,0,34,1
FL,12083002602,0,9,1,1,0,0,20,1,12,16,1,17,2,0,86,1,2,0,1,4,0,0,0,82,1,0,0,4,0,33,4,0,4,0,4,0,0,4,0,0,23,1
FL,12083002604,0,6,0,0,0,0,4,1,0,12,0,9,2,0,38,0,0,0,2,2,0,0,0,42,0,0,0,1,0,31,1,0,1,0,0,0,0,2,0,0,15,0
FL,12083002605,0,18,0,2,0,0,13,1,2,19,0,6,4,0,83,0,0,0,2,2,0,0,0,75,0,0,0,2,0,45,4,0,0,0,1,0,0,0,0,0,11,0
FL,12083002606,0,71,1,3,0,0,57,0,10,58,2,22,11,0,317,1,1,0,6,6,0,0,0,230,0,0,0,13,0,128,23,0,0,0,4,0,0,5,0,0,59,4
FL,12083002701,0,17,0,4,0,0,27,0,10,34,0,16,8,0,145,0,1,0,1,2,1,0,0,132,0,0,0,3,2,62,6,0,0,0,0,0,0,3,0,0,25,0
FL,12083002702,0,42,3,0,0,1,34,1,5,49,1,16,14,0,203,0,0,0,4,4,0,0,0,152,0,0,0,8,1,100,6,0,1,0,0,0,0,2,0,0,38,2
FL,12085000100,0,10,1,1,0,0,16,0,0,14,0,2,2,0,48,0,0,0,3,1,0,0,0,50,1,0,0,1,1,30,0,0,0,0,0,0,0,1,0,0,5,0
FL,12085000200,0,10,0,2,0,0,9,0,6,13,1,5,1,0,59,0,0,0,3,3,0,0,0,61,0,0,0,4,1,40,1,0,0,0,0,0,0,3,0,0,14,0
FL,12085000300,0,15,0,2,0,0,14,0,4,16,1,1,0,0,78,0,1,0,4,3,0,0,0,75,1,0,0,3,1,37,3,0,0,0,0,0,0,1,0,0,12,1
FL,12085000400,0,23,0,0,0,0,18,1,9,31,2,2,4,0,85,1,0,0,5,4,0,0,0,103,1,0,0,7,2,73,3,0,0,0,1,0,0,1,0,0,20,1
FL,12085000501,0,21,0,0,0,0,15,1,6,37,1,7,3,0,75,1,0,0,5,7,0,0,0,82,1,0,0,3,1,49,5,1,0,0,1,0,0,2,0,0,20,1
FL,12085000502,0,3,0,0,0,0,4,0,0,4,1,2,0,0,21,0,0,0,2,0,0,0,0,38,0,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,8,0
FL,12085000603,0,14,0,1,0,0,17,0,6,28,1,7,2,0,66,0,0,0,1,1,1,0,0,60,0,0,0,8,0,58,3,0,1,0,0,0,0,0,0,0,23,1
FL,12085000604,0,12,0,1,0,0,24,0,2,15,0,2,3,0,61,0,0,0,1,3,0,0,0,72,0,0,0,2,0,36,3,0,0,0,0,0,0,7,0,0,7,1
FL,12085000606,0,22,0,1,0,0,19,0,4,12,0,6,3,0,58,1,0,0,5,4,0,0,0,80,0,0,0,5,0,38,4,0,1,0,1,0,0,2,0,0,8,0
FL,12085000607,0,18,0,0,0,0,17,0,0,22,0,2,5,0,72,0,1,0,2,2,0,0,0,68,0,0,0,4,1,40,2,0,0,0,1,0,0,1,0,0,6,0
FL,12085000610,0,21,0,0,0,0,21,0,3,25,0,1,2,0,72,0,0,0,4,2,0,0,0,59,0,0,0,1,0,65,7,0,0,0,3,0,0,1,0,0,11,1
FL,12085000700,0,12,0,2,0,0,14,0,3,32,1,4,1,0,67,0,0,0,4,1,0,0,0,70,0,0,0,2,2,48,2,2,0,0,1,0,0,2,0,0,14,1
FL,12085000800,0,10,1,1,0,0,12,0,0,5,1,6,4,0,38,0,0,0,0,3,0,0,0,24,0,0,0,4,0,22,0,0,2,0,0,0,0,0,0,0,10,0
FL,12085000901,0,10,0,1,0,0,22,0,3,24,0,5,1,0,77,0,0,0,2,5,0,0,0,58,0,0,0,6,1,33,3,0,0,0,1,0,0,2,0,0,6,1
FL,12085000902,0,15,0,4,0,1,26,1,8,22,4,5,3,0,90,1,0,0,4,6,0,0,0,66,0,0,0,4,3,57,7,0,0,0,0,0,0,3,0,0,10,0
FL,12085001000,1,25,3,1,0,1,37,0,11,35,0,5,4,0,121,1,2,0,4,5,0,0,0,62,0,0,0,4,1,75,11,0,0,0,0,0,0,4,0,0,26,1
FL,12085001102,0,25,0,4,0,0,39,0,2,56,1,9,8,0,126,0,0,0,5,2,0,0,0,132,0,0,0,5,2,77,10,1,0,0,5,0,0,3,0,0,20,2
FL,12085001103,0,8,0,2,0,0,7,0,2,5,0,0,1,0,33,0,0,0,3,3,0,0,0,27,0,0,0,2,0,14,2,0,0,0,0,0,0,1,0,0,4,0
FL,12085001104,0,18,0,2,0,0,19,0,11,37,0,7,7,0,81,0,1,0,2,2,0,0,0,97,0,0,0,4,0,57,5,0,0,0,4,0,0,5,0,0,20,0
FL,12085001200,0,1,0,0,0,0,3,0,7,12,0,2,0,0,25,0,1,0,0,0,0,0,0,33,0,0,0,1,1,15,0,0,2,0,0,0,0,3,0,0,8,1
FL,12085001301,0,15,1,0,0,0,17,0,9,29,2,3,1,0,77,0,2,0,4,3,0,0,0,60,0,0,0,3,2,34,3,0,1,1,3,0,0,3,0,0,17,0
FL,12085001302,0,18,0,4,0,0,24,0,5,28,0,3,5,0,57,0,0,0,1,3,0,0,0,67,1,0,0,1,3,55,2,1,0,0,2,0,0,5,0,0,15,0
FL,12085001404,0,16,0,0,0,1,28,0,7,25,0,8,4,0,62,0,1,0,1,4,0,0,0,87,1,0,0,0,1,47,2,0,1,0,2,0,0,2,0,0,22,0
FL,12085001406,0,8,0,1,0,1,14,0,3,7,0,3,0,0,29,0,1,0,0,2,0,0,0,38,0,0,0,4,0,25,5,0,0,0,1,0,0,2,0,0,7,0
FL,12085001407,0,12,0,1,0,0,6,1,5,28,1,5,1,0,52,0,0,0,0,3,0,0,0,62,0,0,0,2,0,43,1,1,0,0,1,0,0,3,0,0,4,1
