Tract,Aortic.Aneurysm...Dissection,Cerebrovascular.Diseases,Diabetes.Mellitus,Essen.Hypertension...Hypertensive.Renal.Dis,Heart.Diseases,In.Situ..Benign..Uncertain.and.Unknown.Behavior.Neoplasms,Malignant.Neoplasm.or.Cancer,Nephritis..Nephrotic.Syndrome..Nephrosis,Atherosclerosis
12033002703,0,20.76,33.21,8.3,136.99,0,141.14,20.76,0
12033002704,3.69,18.47,14.78,3.69,83.13,1.85,107.15,14.78,0
12033002801,0,23.33,29.99,6.66,153.28,3.33,106.63,23.33,0
12033002802,6.18,30.88,18.53,4.12,121.45,8.23,119.39,18.53,0
12033002803,3.14,15.69,12.55,9.42,112.99,0,109.86,21.97,0
12033002804,0,7.97,7.97,0,18.6,0,31.88,10.63,0
12033002900,0,35.63,31.18,4.45,126.95,0,104.68,24.5,0
12033003000,6.82,37.49,23.86,13.63,115.88,6.82,119.29,15.34,0
12033003100,6.4,31.98,25.58,6.4,121.51,4.26,108.72,14.92,0
12033003201,0,31.71,23.26,6.34,154.33,14.8,131.08,23.26,0
12033003203,0,46.18,36.14,20.08,220.84,8.03,172.66,28.11,0
12033003204,0,28.82,19.21,9.61,64.04,3.2,102.47,6.4,0
12033003301,0,13.99,6.99,9.32,88.58,4.66,74.59,9.32,0
12033003305,0,19.14,11.48,3.83,72.71,0,95.68,22.96,0
12033003306,0,22.29,15.43,8.57,106.31,5.14,118.31,12,0
12033003307,0,16.25,12.19,4.06,77.17,0,73.11,12.19,0
12033003308,2.56,12.78,7.67,5.11,97.16,5.11,107.39,7.67,0
12033003309,1.54,38.43,26.13,4.61,135.26,1.54,147.56,15.37,0
12033003400,1.94,32.96,19.39,11.63,133.77,5.82,168.67,11.63,1.94
12033003503,0,21.96,13.72,5.49,113.92,1.37,89.21,12.35,0
12033003505,0,12.74,10.61,10.61,87.03,2.12,106.13,16.98,0
12033003506,1.91,22.95,3.82,0,72.67,5.74,101.36,7.65,0
12033003507,0,31.94,12.5,4.17,136.09,6.94,95.82,16.66,1.39
12033003508,0,25.46,16.08,2.68,87.11,0,105.87,13.4,0
12033003603,1.22,15.92,7.35,9.8,77.16,2.45,93.08,6.12,0
12033003607,0,67.24,9.17,12.22,247.56,0,113.08,12.22,0
12033003608,0,17.19,12.28,4.91,93.33,1.23,97.02,9.82,0
12033003609,0,19.55,8.38,11.17,108.91,0,128.46,11.17,0
12033003610,1.48,19.27,7.41,5.93,88.95,0,111.19,16.31,0
12033003611,1.94,21.29,15.48,3.87,121.93,0,131.6,27.1,1.94
12033003612,2.1,21.03,4.21,2.1,88.31,0,96.72,21.03,0
12033003613,0,27.21,19.05,8.16,100.68,0,138.78,19.05,0
12033003614,3.03,22.7,15.14,4.54,80.22,1.51,96.87,12.11,0
12033003700,2.55,33.15,2.55,10.2,96.89,0,94.34,12.75,0
12033003800,0,24.15,21.73,7.24,127.99,0,127.99,12.07,0
12033003900,0,34.93,17.47,7.49,179.64,7.49,172.16,14.97,0
12033004000,4.43,19.96,6.65,11.09,206.21,2.22,97.56,6.65,0
12035060103,4.58,68.74,18.33,13.75,270.39,4.58,219.98,13.75,0
12035060104,2.24,42.52,22.38,13.43,120.83,4.48,161.11,8.95,2.24
12035060105,0,46.15,12.14,9.72,165.17,7.29,172.46,9.72,2.43
12035060106,3.62,54.25,7.23,10.85,173.6,3.62,180.83,3.62,3.62
12035060107,3.91,46.97,23.48,13.7,152.64,5.87,213.31,11.74,3.91
12035060204,1.23,24.61,11.07,6.15,79.98,4.92,98.44,7.38,1.23
12035060205,1.27,34.3,20.33,19.05,133.38,2.54,149.9,11.43,3.81
12035060206,4.15,22.82,26.97,8.3,136.93,4.15,136.93,2.07,0
12035060207,1.91,49.72,24.86,13.39,143.43,3.82,170.2,19.12,0
12035060208,2.87,21.52,14.35,4.3,68.88,4.3,83.23,1.43,1.43
12035060209,1.35,32.47,12.18,4.06,120.4,0,142.05,1.35,0
12035060210,2.27,45.48,20.46,9.1,138.7,2.27,152.34,15.92,0
12035060211,1.48,47.47,28.19,4.45,139.45,2.97,164.66,17.8,1.48
12035060212,0,33.58,25.18,6.72,99.06,1.68,114.17,16.79,3.36
12035060213,3.24,47,16.21,16.21,157.21,4.86,126.42,8.1,0
12035060214,0,16.04,9.87,8.64,95,4.94,85.13,4.94,0
12035060301,0,27.44,10.98,10.98,128.06,3.66,184.78,7.32,1.83
12035060302,5.51,41.31,11.02,13.77,151.47,8.26,206.55,8.26,0
12035060303,0,56.26,3.75,3.75,168.79,0,206.3,22.51,0
12035060304,3.53,42.4,17.67,14.13,201.41,3.53,183.75,10.6,0
12037970100,4.76,21.43,28.58,2.38,78.59,7.14,116.69,2.38,0
12037970200,0,23.47,16.77,3.35,103.96,3.35,157.61,6.71,0
12037970302,0,18.46,14.77,3.69,110.74,18.46,103.36,11.07,0
12037970304,5.6,28.01,16.81,11.2,89.64,16.81,112.04,0,0
12039020101,0,18.87,23.58,2.36,146.23,2.36,158.02,7.08,0
12039020102,3.69,22.14,18.45,7.38,127.28,3.69,138.35,14.76,0
12039020300,1.94,25.16,21.29,15.48,125.8,0,87.09,17.42,3.87
12039020400,0,21.07,40.03,10.54,92.71,4.21,120.1,4.21,2.11
12039020500,1.75,40.27,21.01,12.26,103.31,0,122.57,8.76,0
12039020600,0,9.23,11.54,9.23,60.02,4.62,64.64,6.93,2.31
12039020701,1.91,19.14,13.4,7.66,66.99,0,55.5,7.66,0
12039020702,0,27.71,30.97,8.15,105.95,4.89,91.28,17.93,0
12039020800,1.95,25.31,19.47,9.74,101.25,1.95,112.93,9.74,0
12041950100,3.56,24.91,24.91,5.34,121,0,165.48,3.56,0
12041950201,0,43.97,29.31,4.89,92.82,4.89,83.05,0,0
12041950202,0,12.18,9.14,9.14,88.31,0,85.26,3.05,3.05
12041950203,0,38.65,24.6,10.54,108.92,0,168.66,7.03,0
12041950204,0,50.09,8.84,5.89,82.5,2.95,109.02,8.84,0
12043000100,0,16.15,20.19,8.07,193.78,0,161.49,24.22,0
12043000200,1.38,19.36,13.83,4.15,92.67,1.38,92.67,2.77,0
12043000300,0,25.79,11.46,0,68.77,0,68.77,2.87,0
12045960100,1.31,20.98,30.15,13.11,90.46,19.66,98.32,5.24,1.31
12045960200,4.87,31.68,41.42,14.62,138.89,19.49,97.47,12.18,0
12045960300,0,14,30.33,16.33,144.66,21,181.99,9.33,2.33
12047960100,0,14.56,14.56,3.64,97.06,1.21,83.72,8.49,0
12047960200,0,22.64,9.06,11.32,144.89,6.79,129.05,11.32,2.26
12047960300,0,25.33,25.33,0,215.33,0,208.99,25.33,0
12049970101,7.45,19.87,29.8,9.93,84.43,4.97,76.98,4.97,0
12049970102,0,19.91,28.44,2.84,113.77,5.69,110.92,0,0
12049970201,0,11.72,11.72,7.03,63.29,0,70.32,11.72,0
12049970202,0,32.47,32.47,0,113.64,0,81.17,0,0
12049970300,0,18.8,13.78,6.27,63.91,1.25,71.43,5.01,0
12049970400,1.59,17.45,25.38,3.17,99.92,3.17,93.58,6.34,0
12051000100,0,16.1,21.46,8.05,89.87,5.37,61.7,5.37,0
12051000200,2.81,26.71,26.71,8.44,66.08,2.81,80.13,8.44,0
12051000300,0,14.32,11.45,5.73,61.56,2.86,70.15,2.86,0
12051000401,4.84,21.77,4.84,12.09,87.06,0,101.57,4.84,0
12051000402,4.74,13.03,11.84,3.55,108.95,2.37,78.16,3.55,1.18
12051000600,2.03,10.14,12.17,2.03,79.08,0,58.8,0,2.03
12053040101,0,36.88,15.53,7.76,133.93,3.88,118.4,5.82,9.7
12053040102,4.81,14.42,33.65,9.62,144.23,4.81,149.04,14.42,0
12053040201,3.69,40.62,7.39,11.08,129.25,3.69,147.71,0,0
12053040202,3.6,26.98,21.58,3.6,134.89,3.6,143.88,8.99,3.6
12053040301,6,41.99,24,6,107.98,0,143.97,0,0
12053040302,2.46,24.6,24.6,7.38,115.62,12.3,142.68,2.46,0
12053040303,0,36.47,28.36,4.05,109.4,8.1,129.66,4.05,4.05
12053040400,0,41.46,49,3.77,278.93,7.54,248.77,22.62,3.77
12053040501,4.81,38.44,33.64,14.42,225.85,4.81,163.38,16.82,4.81
12053040502,0,24.24,51.52,3.03,221.21,0,193.94,6.06,3.03
12053040601,4.16,37.44,20.8,4.16,162.23,8.32,162.23,4.16,0
12053040602,7.09,35.46,21.28,3.55,99.29,3.55,127.66,10.64,0
12053040701,1.55,26.41,18.65,1.55,85.46,3.11,97.89,1.55,0
12053040702,2.08,35.43,22.93,4.17,95.87,8.34,150.06,6.25,4.17
12053040801,11.2,81.21,53.21,19.6,235.23,16.8,327.64,2.8,0
12053040802,4.4,57.23,37.42,19.81,242.13,4.4,270.75,6.6,2.2
12053040901,1.72,39.67,22.42,10.35,156.95,1.72,139.7,6.9,1.72
12053040905,1.52,48.5,36.37,9.09,171.26,4.55,181.87,7.58,3.03
12053040906,3.12,24.98,29.67,0,103.06,0,138.98,0,0
12053040907,0,33.19,11.06,0,129.06,3.69,169.62,11.06,0
12053040908,2.77,19.42,12.49,5.55,101.28,1.39,130.41,6.94,0
12053040909,4.41,24.25,57.31,11.02,132.25,4.41,149.88,11.02,0
12053040910,2.62,15.72,28.81,5.24,110.01,0,130.96,7.86,0
12053040911,0,29.5,18.97,8.43,63.22,2.11,73.76,8.43,0
12053041003,2.78,25.04,22.26,11.13,219.81,2.78,141.9,5.56,0
12053041004,0,25.82,15.78,5.74,101.85,2.87,113.33,4.3,0
12053041005,4.27,25.61,34.14,8.54,115.24,0,140.85,4.27,0
12053041006,1.43,17.14,24.28,10,107.1,4.28,112.81,2.86,0
12053041103,0,28.1,23.42,9.37,128.81,0,159.25,14.05,2.34
12053041104,3.66,29.27,25.61,14.64,139.04,0,139.04,7.32,0
12053041105,0,35.37,24.32,4.42,130.44,0,150.34,6.63,0
12053041106,4.57,34.24,27.39,9.13,120.98,4.57,159.78,11.41,0
12053041201,0,26.63,31.48,7.26,123.49,7.26,140.44,9.69,2.42
12053041203,5.05,35.37,37.9,15.16,194.54,5.05,176.86,10.11,2.53
12053041204,6.07,33.4,27.33,6.07,176.13,9.11,206.5,9.11,0
12053041302,2.88,25.95,17.3,5.77,89.39,0,112.46,5.77,2.88
12053041303,0,73.02,20.28,8.11,283.98,24.34,320.49,0,0
12053041304,6.02,132.45,54.18,6.02,385.31,12.04,361.23,12.04,6.02
12053041305,0,60.15,45.11,7.52,263.16,7.52,315.79,15.04,0
12053041401,2,49.9,13.97,3.99,147.7,5.99,149.7,11.98,2
12053041402,5.41,19.85,18.04,12.63,149.77,3.61,175.03,14.44,0
12053041501,3.15,28.32,15.73,9.44,119.57,6.29,147.89,3.15,3.15
12053041502,2.88,40.35,25.94,14.41,198.85,5.76,201.73,14.41,2.88
12053041600,0,53.44,33.84,7.13,149.63,8.91,235.13,8.91,5.34
12055960101,6.94,34.71,17.36,3.47,131.9,0,187.43,13.88,0
12055960102,0,46.66,23.33,0,225.51,0,171.07,7.78,0
12055960103,2.32,32.42,32.42,9.26,150.53,0,127.37,16.21,2.32
12055960200,2.46,39.43,27.11,7.39,187.28,7.39,165.11,12.32,0
12055960300,0,24.24,24.24,5.59,93.23,1.86,65.26,7.46,0
12055960400,0,26.57,19.93,2.66,123.54,0,112.91,7.97,1.33
12055960501,0,45.45,45.45,30.3,196.97,0,189.39,15.15,0
12055960502,1.35,52.56,41.78,13.48,230.46,2.7,200.81,14.82,1.35
12055960601,6.53,22.85,29.38,13.06,159.97,3.26,133.86,6.53,0
12055960602,4.58,36.63,25.95,12.21,181.62,3.05,198.41,12.21,0
12055960700,2.58,38.66,30.93,2.58,175.26,2.58,167.53,2.58,0
12055960800,4.02,16.08,24.12,8.04,128.62,0,108.52,4.02,0
12055960900,3.54,38.98,42.52,7.09,173.64,0,170.09,21.26,0
12055961000,6.94,43.98,25.46,2.31,152.78,0,182.87,2.31,0
12055961100,0,85.04,63.78,21.26,300.29,7.97,191.34,10.63,5.31
12055961200,0,56.68,23.46,5.86,150.51,5.86,148.55,11.73,0
12055961301,6.77,38.94,23.7,6.77,172.71,5.08,162.55,13.55,0
12055961302,6.53,47.91,37.02,8.71,169.86,4.36,139.37,8.71,2.18
12055961400,3.88,46.5,19.38,13.56,248.01,11.63,205.39,27.13,0
12055961500,0,53.04,38.19,2.12,254.61,4.24,233.4,19.1,0
12055961601,0,81.63,16.33,16.33,114.29,0,146.94,0,8.16
12055961602,9.14,36.56,18.28,0,127.97,0,155.39,9.14,0
12055961603,4.29,30.06,14.31,2.86,130.24,0,134.54,5.72,0
12055961700,6.98,74.45,25.59,11.63,237.32,2.33,209.4,20.94,0
12057000101,4.94,7.41,2.47,2.47,34.56,2.47,44.43,0,0
12057000102,1.62,16.16,14.55,6.47,87.28,1.62,79.2,6.47,0
12057000201,2.79,2.79,16.76,5.59,114.56,5.59,69.85,8.38,0
12057000202,1.79,17.87,5.36,0,64.32,3.57,75.04,1.79,0
12057000300,0,27.95,13.31,9.32,81.19,0,83.85,6.66,0
12057000401,0,15.63,7.81,3.91,109.38,0,113.28,3.91,3.91
12057000402,0,17.61,17.61,3.52,112.72,0,105.67,21.13,0
12057000500,0,16.43,19.17,5.48,156.12,0,145.17,8.22,0
12057000601,0,17.41,7.74,3.87,54.17,0,58.04,1.93,1.93
12057000602,0,7.86,7.86,7.86,66.82,0,94.34,3.93,0
12057000700,1.7,20.38,20.38,5.1,115.49,1.7,96.81,13.59,3.4
12057000800,5.86,20.5,26.35,14.64,87.85,5.86,93.7,11.71,0
12057000901,3.59,10.77,21.54,3.59,46.68,0,61.04,7.18,0
12057000902,0,14.38,11.98,4.79,91.08,2.4,95.88,2.4,0
12057001001,0,10.22,23,10.22,89.45,2.56,61.33,15.33,0
12057001002,0,25.4,15.63,15.63,117.23,3.91,125.05,13.68,0
12057001100,0,30.84,15.42,0,84.81,3.86,80.96,3.86,0
12057001200,3.91,19.55,23.46,3.91,105.55,0,54.73,0,0
12057001300,3.08,21.56,18.48,4.62,120.11,0,107.79,6.16,0
12057001400,2.1,10.52,8.41,4.21,121.98,0,90.43,6.31,2.1
12057001500,0,11.43,19.05,3.81,60.98,0,80.03,7.62,3.81
12057001600,0,20.86,0,5.21,104.28,5.21,78.21,0,0
12057001700,0,39.33,13.88,9.25,104.12,0,94.86,4.63,0
12057001800,0,25.56,48.56,5.11,163.56,0,125.22,2.56,0
12057001900,3.05,45.75,24.4,9.15,100.64,0,103.69,9.15,0
12057002000,0,35.84,16.29,6.52,136.85,6.52,133.59,22.81,0
12057002100,0,20.07,13.38,10.03,70.23,0,93.65,13.38,0
12057002200,5.49,5.49,16.47,0,71.39,0,54.91,5.49,0
12057002300,0,20.06,14.33,14.33,80.25,0,42.99,2.87,0
12057002400,0,41.81,8.36,0,130.99,0,117.06,8.36,0
12057002500,1.61,28.97,25.75,1.61,119.11,1.61,133.59,11.27,0
12057002600,7.92,0,23.77,0,118.86,0,103.01,0,0
12057002700,0,34.73,21.71,5.79,159.19,1.45,96.96,15.92,0
12057002800,0,12.5,12.5,3.12,103.09,0,65.6,3.12,0
12057002900,0,9.4,18.8,0,98.68,0,103.38,23.5,0
12057003000,3.71,25.96,25.96,3.71,133.53,0,74.18,11.13,0
12057003100,3.63,10.9,18.16,7.26,79.91,0,119.87,10.9,0
12057003200,0,42.99,11.72,11.72,113.33,0,148.5,7.82,0
12057003300,0,18.76,42.21,9.38,126.64,0,121.95,14.07,4.69
12057003400,3.52,28.16,21.12,7.04,109.12,3.52,126.72,7.04,0
12057003500,3.86,46.37,19.32,11.59,181.61,0,81.14,11.59,0
12057003600,2.05,18.41,22.5,4.09,92.04,6.14,96.13,10.23,0
12057003700,10.42,10.42,0,10.42,83.33,0,93.75,0,0
12057003800,0,29.53,19.69,9.84,127.95,0,167.32,9.84,0
12057003900,0,8.78,21.96,8.78,114.19,4.39,96.62,0,0
12057004000,0,32.1,0,16.05,272.87,0,160.51,16.05,0
12057004100,0,18.79,6.26,6.26,219.16,0,112.71,12.52,0
12057004200,0,39.53,23.72,23.72,126.48,0,142.29,15.81,0
12057004300,0,17.23,8.61,12.92,73.21,0,73.21,8.61,0
12057004400,0,14.01,32.7,9.34,107.43,0,116.77,18.68,0
12057004500,4.93,17.27,24.67,2.47,128.27,2.47,115.93,14.8,0
12057004600,2.15,8.59,15.04,6.45,81.65,0,79.5,6.45,2.15
12057004700,7.32,18.29,10.97,7.32,120.7,0,102.41,10.97,0
12057004800,0,29.66,27.19,4.94,135.94,7.41,96.39,19.77,0
12057004900,2.15,15.08,15.08,2.15,58.18,4.31,45.25,0,0
12057005000,0,6.71,5.03,5.03,67.08,3.35,46.96,6.71,0
12057005101,0,6.92,20.75,6.92,110.65,0,117.57,34.58,0
12057005102,0,2.69,0,2.69,26.93,5.39,29.63,0,0
12057005301,0,0,3.23,3.23,6.45,6.45,19.35,3.23,0
12057005302,0,10.24,10.24,0,71.68,5.12,117.77,0,0
12057005401,1.87,14.96,3.74,5.61,87.87,5.61,93.48,1.87,1.87
12057005500,0,29.25,0,4.18,112.83,0,66.86,8.36,0
12057005700,0,17.63,7.55,2.52,90.66,2.52,70.51,7.55,0
12057005800,0,16.66,4.17,2.08,93.73,2.08,89.56,2.08,2.08
12057005900,1.55,10.88,1.55,1.55,57.52,6.22,60.62,0,0
12057006000,0,11.03,5.51,7.35,40.43,0,44.11,5.51,0
12057006101,0,12.15,6.07,0,42.51,0,48.59,3.04,0
12057006103,2.65,45,21.18,23.82,190.58,10.59,156.17,15.88,0
12057006200,0,16.74,4.78,2.39,66.97,2.39,52.62,4.78,0
12057006300,2.27,6.8,6.8,15.86,45.31,0,70.23,6.8,0
12057006400,0,4.85,4.85,0,75.21,0,77.63,2.43,0
12057006501,2.59,25.91,7.77,2.59,137.31,2.59,124.35,7.77,0
12057006502,4.83,19.31,0,0,120.71,0,120.71,4.83,0
12057006600,0,32.1,14.81,19.75,135.8,2.47,96.3,17.28,0
12057006700,0,17.43,5.23,10.46,69.72,3.49,67.98,3.49,1.74
12057006801,4.45,15.57,6.67,4.45,111.21,4.45,106.76,2.22,0
12057006802,8.6,42.98,20.06,2.87,180.52,0,85.96,8.6,0
12057006900,0,14.11,8.82,8.82,86.45,0,100.56,1.76,0
12057007001,0,13.39,8.03,10.71,128.55,5.36,85.7,8.03,0
12057007002,2.96,2.96,8.87,2.96,50.25,2.96,47.3,2.96,0
12057007102,0,0,0,0,30.9,0,20.6,0,0
12057007103,0,11.94,9.55,0,85.96,4.78,117,7.16,2.39
12057007200,0,11.96,14.35,0,74.16,0,78.95,9.57,0
12057007300,0,4.22,12.66,0,0,4.22,29.55,0,0
12057010103,2.38,23.83,11.91,0,111.98,0,116.75,14.3,4.77
12057010105,2.18,13.11,4.37,6.55,80.84,0,100.5,6.55,2.18
12057010106,0,12.72,20,3.64,105.44,0,69.08,3.64,0
12057010107,2.77,41.52,30.45,19.37,193.74,2.77,190.98,13.84,0
12057010108,5.16,36.14,10.33,10.33,92.93,10.33,165.2,15.49,0
12057010203,5.79,17.36,23.15,11.57,115.74,5.79,162.04,11.57,0
12057010204,3.41,8.53,3.41,0,59.71,1.71,71.65,5.12,0
12057010205,2,3,7.99,3,40.94,1,50.92,1,0
12057010209,0.82,8.22,4.93,0.82,27.11,0.82,44.37,2.46,0
12057010210,0,0,2.35,4.69,32.84,0,49.26,0,0
12057010211,0,10.5,3.5,5.25,43.75,0,40.25,3.5,0
12057010212,0,5.65,0,0,24.47,1.88,47.06,3.77,0
12057010213,0,43.72,49.18,16.39,114.75,0,180.33,5.46,0
12057010214,0,0,0,0,98.04,0,343.14,0,0
12057010303,2.8,11.22,19.63,8.41,84.13,0,131.8,16.83,0
12057010304,0,5.07,22.82,5.07,114.1,2.54,88.74,15.21,0
12057010305,2.59,15.52,23.28,5.17,72.43,0,108.64,7.76,2.59
12057010401,1.76,14.11,15.87,3.53,51.14,1.76,89.93,5.29,0
12057010402,0,10.04,3.35,6.7,41.85,1.67,46.87,5.02,0
12057010501,0,24.38,20.9,1.74,78.37,1.74,69.66,5.22,0
12057010502,4.05,8.09,16.19,4.05,56.66,0,72.85,8.09,0
12057010600,0,16.03,6.41,3.21,92.95,3.21,96.15,6.41,0
12057010701,0,24.59,3.28,6.56,59.03,6.56,80.34,4.92,0
12057010702,0,35.35,0,7.07,109.58,7.07,106.04,10.6,0
12057010805,0,19.75,10.77,1.8,64.64,0,61.05,7.18,0
12057010808,0,17.17,4.29,4.29,90.17,4.29,30.06,0,0
12057010809,3.38,10.13,10.13,3.38,40.51,0,30.38,0,0
12057010810,0,5.81,2.9,11.61,37.74,2.9,66.76,8.71,0
12057010811,0,5.87,4.4,1.47,46.93,1.47,52.79,1.47,0
12057010812,0,8.53,5.12,1.71,35.81,1.71,17.05,6.82,0
12057010813,0,94.28,22.55,10.25,174.22,2.05,100.43,8.2,0
12057010814,4.56,68.4,27.36,13.68,237.12,4.56,132.24,27.36,0
12057010815,0,21.39,16.04,5.35,101.6,5.35,58.82,21.39,0
12057010816,0,42.16,34.26,23.72,184.45,2.64,115.94,10.54,0
12057010817,2.21,8.84,8.84,2.21,114.94,0,50.84,2.21,0
12057010818,0,18.22,7.29,5.47,87.46,0,76.53,3.64,0
12057010900,0,0,0,0,0,0,0,0,0
12057011003,0,10.82,17.3,6.49,114.64,0,99.5,10.82,0
12057011005,6.91,13.83,3.46,3.46,51.85,3.46,86.42,3.46,0
12057011006,0,16.2,7.2,1.8,70.18,5.4,84.58,5.4,0
12057011007,3.08,18.47,6.16,6.16,141.58,9.23,132.35,9.23,0
12057011008,1.45,2.91,4.36,0,34.89,0,39.26,0,0
12057011010,1.97,5.9,9.84,3.94,55.11,0,57.08,7.87,0
12057011012,0,4.1,4.1,4.1,32.84,0,35.57,2.74,0
12057011013,0,2.55,0,0,12.73,0,40.72,0,0
12057011014,0,15.61,7.81,0,31.23,0,39.03,0,0
12057011015,0,12.83,6.42,1.6,33.69,1.6,41.71,3.21,0
12057011016,0,4.94,2.47,0,27.19,4.94,29.66,4.94,0
12057011103,0,16.81,5.6,5.6,75.63,2.8,123.25,0,0
12057011106,0,30.79,0,5.13,51.31,0,46.18,5.13,5.13
12057011107,0,12.57,8.38,5.59,64.25,2.79,99.16,6.98,0
12057011108,0,54.87,13.72,20.58,315.5,0,205.76,27.43,6.86
12057011109,0,20.91,5.97,8.96,80.65,0,92.59,5.97,0
12057011203,2.87,5.75,2.87,5.75,45.96,5.75,68.95,0,0
12057011204,1.81,19.95,14.51,1.81,165,7.25,137.81,12.69,1.81
12057011205,7.31,40.19,25.58,3.65,113.26,7.31,116.92,7.31,0
12057011206,7.62,15.24,15.24,11.43,243.81,11.43,137.14,3.81,0
12057011301,0,30.05,12.02,9.01,102.16,3,117.19,9.01,0
12057011303,0,30.38,16.88,0,97.91,3.38,91.15,6.75,0
12057011304,1.78,21.36,8.9,1.78,67.65,1.78,96.14,8.9,0
12057011407,0,9.12,4.56,13.67,95.72,4.56,168.64,9.12,0
12057011408,0,10.55,10.55,7.03,28.13,3.52,98.45,7.03,0
12057011409,0,38.65,14.05,7.03,59.73,3.51,126.49,3.51,0
12057011410,2.86,7.14,12.86,2.86,51.43,1.43,57.14,1.43,0
12057011411,0,25.97,0,0,57.14,0,77.92,5.19,0
12057011412,0,21.42,9.18,9.18,110.16,0,104.04,6.12,0
12057011413,0,10.66,7.11,1.78,81.75,3.55,95.97,8.89,0
12057011414,0,5.65,1.41,1.41,57.94,1.41,72.07,2.83,0
12057011415,0,13.37,5.73,0,61.13,0,61.13,1.91,1.91
12057011416,0,12.29,13.66,4.1,45.07,1.37,73.75,1.37,0
12057011417,2.09,14.62,4.18,0,60.57,0,68.92,6.27,0
12057011418,2.51,25.09,17.56,5.02,145.51,2.51,143,7.53,0
12057011504,0,22.95,9.18,4.59,110.14,4.59,114.73,4.59,0
12057011506,0,8.66,3.71,0,32.15,1.24,49.46,2.47,0
12057011507,1.36,25.9,5.45,2.73,102.24,5.45,99.51,6.82,0
12057011509,1.56,14.01,4.67,1.56,48.24,1.56,68.47,1.56,0
12057011510,0,8.25,2.06,4.12,45.35,0,57.72,2.06,0
12057011512,2.63,15.77,5.26,7.89,57.83,0,81.49,5.26,0
12057011514,0,17.44,17.44,0,59.3,1.74,76.74,5.23,0
12057011515,0,17.24,8.62,2.87,66.07,5.75,83.31,2.87,0
12057011516,3.52,17.61,3.52,0,95.1,0,95.1,3.52,0
12057011517,2.14,9.61,1.07,1.07,43.8,1.07,50.21,4.27,0
12057011518,0,2.44,14.61,0,82.81,4.87,87.68,2.44,4.87
12057011519,0,12.84,8.56,0,29.95,4.28,77.02,0,0
12057011520,3.62,9.05,1.81,1.81,34.38,0,39.8,1.81,0
12057011521,0,13.02,7.81,2.6,59.9,0,88.54,7.81,0
12057011522,0,10.2,2.55,2.55,53.54,0,76.49,2.55,2.55
12057011523,0,11.23,11.23,11.23,72.99,0,44.92,0,0
12057011524,1.94,21.33,7.75,1.94,96.94,0,79.49,5.82,0
12057011603,2.17,13,8.67,0,62.85,6.5,91.03,8.67,0
12057011605,1.52,16.69,10.62,7.58,89.5,0,92.54,7.58,0
12057011606,1.32,5.29,7.93,2.64,52.85,1.32,56.82,1.32,1.32
12057011607,5.05,12.63,7.58,5.05,90.94,2.53,116.21,6.32,0
12057011608,0,14.29,0,0,64.29,0,50,7.14,0
12057011610,3.97,19.84,21.83,3.97,208.33,0,140.87,11.9,0
12057011611,0,14.68,12.24,2.45,56.29,2.45,66.08,7.34,0
12057011612,0,20.51,17.35,4.73,82.03,4.73,91.5,9.47,0
12057011613,1.74,17.38,26.06,3.48,121.63,1.74,116.42,12.16,0
12057011614,1.45,10.16,14.52,2.9,55.17,1.45,79.85,2.9,0
12057011615,2.13,10.65,6.39,2.13,61.77,0,59.64,0,0
12057011706,2.4,14.4,7.2,4.8,63.62,1.2,62.42,3.6,0
12057011708,0,11.87,4.75,0,42.75,4.75,30.87,2.37,2.37
12057011709,0,0,0,0,36.36,0,27.27,0,0
12057011710,0,12.74,4.78,0,44.61,1.59,63.72,9.56,0
12057011712,0,10.21,3.4,0,49.34,3.4,61.25,1.7,0
12057011802,5.76,17.27,24.46,1.44,122.32,1.44,102.17,5.76,1.44
12057011803,0,13.83,4.61,9.22,50.71,3.07,47.64,4.61,0
12057011804,5.5,14.67,7.34,3.67,82.54,1.83,58.69,9.17,0
12057011901,0,3.46,8.66,1.73,48.48,1.73,38.1,0,0
12057011902,0,18.01,9.01,5.15,82.34,3.86,78.48,7.72,0
12057011904,0,6.1,0,0,48.78,0,36.59,0,0
12057011905,0,36.34,0,12.11,109.02,0,78.74,6.06,0
12057011906,0,16.3,6.11,0,83.54,4.07,103.91,12.22,0
12057012001,0,27.38,35.2,0,129.06,0,129.06,7.82,0
12057012002,0,15.09,10.06,2.52,72.96,2.52,80.5,12.58,0
12057012103,1.27,7.63,3.81,6.36,57.2,0,50.85,2.54,0
12057012104,1.32,10.56,10.56,1.32,84.5,1.32,79.22,11.88,0
12057012106,1.93,17.38,3.86,3.86,67.61,3.86,77.26,1.93,0
12057012107,2.24,15.71,17.95,4.49,60.59,2.24,71.81,4.49,0
12057012108,2.86,11.45,20.05,5.73,80.18,0,100.23,5.73,0
12057012206,1.53,13.74,1.53,1.53,53.42,0,99.21,4.58,1.53
12057012207,2.9,29.03,10.16,2.9,66.77,0,88.55,5.81,0
12057012208,1.44,17.29,15.85,4.32,60.5,4.32,84.99,4.32,0
12057012209,0,6.51,2.17,0,45.59,2.17,71.65,4.34,0
12057012210,1.83,20.1,10.96,7.31,120.59,0,116.94,0,0
12057012211,0,0,3.77,0,7.55,0,30.19,0,0
12057012212,0,9.09,4.54,0,36.35,0,36.35,4.54,0
12057012213,0,4.51,13.54,2.26,90.27,0,85.76,2.26,0
