Tract,Aortic.Aneurysm...Dissection,Cerebrovascular.Diseases,Diabetes.Mellitus,Essen.Hypertension...Hypertensive.Renal.Dis,Heart.Diseases,In.Situ..Benign..Uncertain.and.Unknown.Behavior.Neoplasms,Malignant.Neoplasm.or.Cancer,Nephritis..Nephrotic.Syndrome..Nephrosis,Atherosclerosis
12103024411,0,26,9.45,2.36,101.63,0,85.09,4.73,0
12103024412,0,2.42,4.84,2.42,36.29,0,41.13,2.42,0
12103024413,3.82,30.58,17.2,11.47,126.15,3.82,131.88,9.56,1.91
12103024505,0,12.38,23.39,17.89,116.95,6.88,115.58,12.38,1.38
12103024507,2.73,16.35,2.73,0,81.77,2.73,103.57,5.45,0
12103024508,0,7.16,16.12,3.58,103.89,0,102.1,5.37,1.79
12103024509,0,11.33,5.66,0,53.79,0,93.43,0,0
12103024510,0,9.69,13.57,0,21.32,0,31.01,0,1.94
12103024511,0,5.45,8.72,1.09,44.7,1.09,50.15,3.27,1.09
12103024512,15.35,36.83,18.42,12.28,159.61,3.07,181.09,12.28,6.14
12103024513,2.49,54.73,22.39,4.98,318.41,2.49,273.63,24.88,0
12103024514,0,4.33,10.82,0,64.92,2.16,64.92,0,0
12103024601,0,18.49,23.77,2.64,116.22,2.64,126.78,13.21,7.92
12103024602,3.38,16.89,37.16,6.76,143.58,5.07,152.03,11.82,5.07
12103024701,0,15.48,43.33,6.19,179.51,0,173.32,18.57,3.1
12103024702,4.9,34.33,9.81,9.81,127.51,0,161.84,9.81,0
12103024703,3.25,9.76,3.25,3.25,100.88,0,110.64,3.25,0
12103024801,4.64,13.91,30.13,4.64,113.58,6.95,146.04,4.64,2.32
12103024803,0,27.02,11.58,3.86,115.79,3.86,165.96,3.86,3.86
12103024804,4.42,30.92,44.17,22.08,154.59,4.42,123.67,13.25,4.42
12103024805,3.68,11.03,14.71,11.03,154.47,3.68,125.05,11.03,11.03
12103024901,1.76,10.58,14.11,3.53,86.4,1.76,111.09,8.82,0
12103024902,1.49,29.88,31.38,1.49,127,1.49,101.6,16.44,4.48
12103024904,2.91,11.62,26.15,0,107.5,2.91,90.06,8.72,0
12103024905,2.9,20.27,7.24,7.24,98.44,2.9,101.33,13.03,1.45
12103024906,0,12.86,20.58,10.29,108.02,2.57,113.17,7.72,2.57
12103025004,0,36.84,19.22,4.81,123.34,8.01,115.33,12.81,0
12103025007,2.41,26.52,28.93,7.23,137.42,4.82,125.36,9.64,2.41
12103025009,0,12.16,9.73,0,58.35,2.43,75.37,2.43,0
12103025010,4.17,22.92,37.51,14.59,206.29,0,187.54,8.34,0
12103025011,0,16.32,16.32,3.63,119.7,1.81,77.98,7.25,1.81
12103025012,1.84,23.95,20.27,7.37,106.85,3.68,136.33,5.53,5.53
12103025013,4.92,17.22,19.68,7.38,86.08,2.46,103.3,2.46,2.46
12103025014,6.1,24.39,16.26,2.03,69.09,2.03,101.61,6.1,0
12103025015,10.74,50.14,60.89,17.91,440.54,3.58,318.77,7.16,7.16
12103025016,5.1,10.2,20.4,5.1,91.79,5.1,132.59,0,0
12103025017,0,45.08,37.57,11.27,251.69,11.27,247.93,11.27,3.76
12103025018,0,63.17,37.16,0,219.25,3.72,174.66,26.01,0
12103025019,0,26.91,40.36,4.48,197.31,4.48,224.22,4.48,0
12103025106,8.2,41,20.5,4.1,159.9,0,164,4.1,8.2
12103025107,0,20.34,12.71,15.25,149.97,2.54,167.77,12.71,2.54
12103025108,0,62.36,26.73,8.91,253.9,0,204.9,4.45,0
12103025109,2.3,9.21,27.62,2.3,126.61,9.21,135.82,11.51,0
12103025110,3.97,31.76,23.82,11.91,135,0,138.97,5.96,0
12103025111,7.49,123.6,41.2,29.96,621.72,18.73,333.33,41.2,3.75
12103025112,3.11,46.67,24.89,6.22,90.23,0,118.23,3.11,3.11
12103025113,0,22.13,29.51,14.75,92.22,0,177.06,18.44,0
12103025114,3.05,30.5,33.55,9.15,225.68,3.05,131.14,15.25,3.05
12103025115,5.84,23.35,8.76,11.68,154.7,11.68,128.43,2.92,0
12103025116,4.47,26.81,22.34,4.47,147.45,0,125.11,8.94,4.47
12103025119,1.91,32.42,13.35,7.63,141.14,0,116.35,17.17,0
12103025120,0,14.67,2.93,0,88,2.93,85.07,5.87,2.93
12103025121,4.34,17.38,10.86,6.52,102.11,8.69,112.97,10.86,2.17
12103025122,0,21.58,5.39,3.6,115.09,7.19,118.68,3.6,0
12103025123,0,16.92,5.64,5.64,152.28,5.64,135.36,0,0
12103025203,1.78,48.14,21.39,17.83,240.68,7.13,181.85,16.05,1.78
12103025204,2.85,22.82,11.41,5.71,116.98,5.71,159.77,14.27,2.85
12103025205,0,20.76,18.17,2.6,145.34,7.79,166.1,7.79,0
12103025207,1.41,18.33,18.33,7.05,107.15,5.64,112.79,7.05,1.41
12103025208,0,35.23,23.49,5.87,123.31,11.74,152.67,11.74,0
12103025209,8.14,32.55,26.45,12.21,177.01,18.31,124.11,16.28,4.07
12103025303,5.74,17.21,32.5,0,174,3.82,139.58,7.65,0
12103025304,3.12,37.39,21.81,12.46,252.42,6.23,199.44,3.12,0
12103025305,3.44,65.29,44.67,10.31,481.1,6.87,247.42,34.36,0
12103025306,0,0,35.92,7.18,129.31,0,179.6,35.92,0
12103025307,2.08,31.22,14.57,6.24,129.06,4.16,122.81,10.41,0
12103025308,13.68,36.48,45.6,4.56,269.04,9.12,246.24,27.36,0
12103025401,2.13,19.13,10.63,0,121.15,6.38,108.4,6.38,0
12103025405,0,16.22,21.62,8.11,227.03,5.41,194.59,8.11,2.7
12103025407,3.55,17.77,14.21,1.78,94.16,3.55,119.03,5.33,1.78
12103025408,1.53,21.39,25.97,7.64,132.91,1.53,132.91,12.22,0
12103025411,0,4.87,0,0,63.29,0,53.55,4.87,0
12103025412,0,13.82,11.84,0,80.93,1.97,98.7,3.95,1.97
12103025413,3.17,15.83,34.82,3.17,174.11,6.33,145.62,9.5,3.17
12103025414,7.78,19.46,38.91,15.56,194.55,7.78,151.75,19.46,0
12103025415,0,14.06,9.38,2.34,89.08,4.69,75.01,2.34,0
12103025416,6.03,24.12,15.07,6.03,99.49,0,156.77,9.04,0
12103025417,4.21,67.4,37.91,21.06,315.92,16.85,299.07,25.27,8.42
12103025501,2.29,16.01,16.01,2.29,123.54,6.86,116.68,9.15,0
12103025503,6.29,85.92,50.29,12.57,347.86,16.76,243.08,27.24,4.19
12103025505,0,35.98,21.59,10.8,118.75,0,64.77,3.6,3.6
12103025506,0,22.66,16.19,6.47,98.74,3.24,82.55,3.24,1.62
12103025602,0,23.19,13.25,0,208.75,6.63,192.18,6.63,0
12103025603,0,11.68,11.68,7.79,124.61,0,105.14,3.89,0
12103025604,0,51.7,7.39,7.39,103.4,0,132.94,0,0
12103025700,2.51,22.6,15.07,7.53,175.79,2.51,130.59,5.02,0
12103025800,0,12.05,26.52,2.41,130.18,2.41,132.59,7.23,2.41
12103025900,0,32.23,32.23,1.9,231.32,3.79,187.71,13.27,0
12103026001,6.99,20.96,20.96,17.47,160.73,10.48,143.26,10.48,3.49
12103026002,0,21.79,0,3.63,116.19,7.26,156.14,3.63,0
12103026101,0,21.21,16.97,4.24,93.34,8.49,135.77,12.73,0
12103026102,0,7.54,15.08,7.54,120.66,0,105.58,0,0
12103026200,0,19.68,14.76,4.92,118.05,0,132.81,14.76,0
12103026300,0,20.74,11.66,5.18,84.24,3.89,103.68,9.07,0
12103026400,0,25.83,24.31,0,77.48,1.52,104.83,3.04,0
12103026500,1.37,27.32,9.56,5.46,112.01,1.37,121.57,4.1,5.46
12103026601,0,38.86,6.48,6.48,110.1,0,100.39,9.72,0
12103026602,0,16.5,12.38,4.13,115.51,12.38,99.01,4.13,0
12103026701,4.27,25.6,8.53,2.13,108.81,4.27,134.41,6.4,4.27
12103026702,1.5,25.45,10.48,1.5,131.72,4.49,101.78,5.99,0
12103026703,1.43,27.22,7.16,4.3,90.27,1.43,85.97,2.87,1.43
12103026804,1.81,16.26,14.45,3.61,86.72,10.84,79.49,12.65,1.81
12103026809,3.48,20.86,17.38,3.48,159.89,13.9,125.13,6.95,0
12103026811,3.2,14.4,4.8,4.8,150.4,4.8,129.6,6.4,0
12103026812,0,26.61,12.28,2.05,94.17,6.14,83.93,6.14,0
12103026813,2.72,40.78,8.16,8.16,193.04,8.16,135.94,10.88,2.72
12103026814,8.94,71.52,31.29,0,272.69,22.35,227.98,17.88,4.47
12103026815,2.04,28.52,10.19,2.04,110.02,6.11,150.77,8.15,4.07
12103026816,1.73,27.72,19.06,6.93,114.36,1.73,124.76,6.93,0
12103026817,1.97,27.58,9.85,3.94,90.6,5.91,106.36,7.88,3.94
12103026818,0,24.68,17.95,0,87.5,0,71.8,2.24,0
12103026819,4.74,18.98,9.49,0,151.8,4.74,104.36,0,4.74
12103026820,4.16,39.53,12.48,4.16,122.76,10.4,172.7,8.32,0
12103026821,0,34.6,20.76,0,89.97,6.92,100.35,6.92,3.46
12103026904,0,26.34,2.03,8.11,151.98,0,154,4.05,8.11
12103026907,0,24.34,17.39,1.74,126.93,6.96,170.41,8.69,1.74
12103026908,0,26.77,17.04,2.43,131.42,7.3,141.15,9.73,0
12103026909,0,46.94,20.12,11.18,181.05,6.71,216.81,2.24,0
12103026910,0,45.18,10.43,12.16,135.53,3.48,158.12,6.95,5.21
12103026911,2.66,66.6,31.97,5.33,285.03,15.98,239.74,18.65,10.66
12103026912,0,46.81,24.64,12.32,234.05,7.39,243.9,19.71,4.93
12103026913,3.26,45.71,16.32,3.26,264.45,16.32,212.21,29.38,0
12103027000,0,29.25,5.85,7.8,99.43,3.9,115.03,0,3.9
12103027101,0,65.67,10.1,12.63,298.06,2.53,184.39,12.63,2.53
12103027105,0,33.52,6.09,6.09,158.44,6.09,134.06,6.09,0
12103027106,0,19.4,8.62,2.16,118.56,2.16,122.87,2.16,2.16
12103027202,1.83,14.64,3.66,9.15,87.82,3.66,98.79,1.83,0
12103027204,4.1,20.51,10.25,6.15,116.9,0,159.97,10.25,0
12103027205,3.05,39.6,9.14,4.57,111.2,7.62,127.95,6.09,1.52
12103027206,2.98,19.38,7.45,2.98,87.95,1.49,119.26,2.98,0
12103027207,0,24.89,11.49,0,111.03,0,80.4,3.83,1.91
12103027208,1.4,26.69,7.02,1.4,77.26,1.4,88.5,2.81,1.4
12103027209,0,74.5,16.56,16.56,190.4,8.28,215.23,8.28,0
12103027210,0,26.9,6.72,2.24,121.05,0,138.98,6.72,0
12103027308,0,33.85,13.02,2.6,119.76,0,122.36,7.81,0
12103027309,0,26.37,0,0,116.03,0,163.5,0,0
12103027310,1.11,16.69,7.79,2.23,71.23,5.56,80.13,6.68,0
12103027314,0,37.78,18.89,8.09,221.26,8.09,151.11,10.79,5.4
12103027315,6.84,71.83,30.79,8.55,388.23,17.1,232.6,15.39,0
12103027316,10.26,35.93,20.53,5.13,228.38,2.57,207.85,17.96,2.57
12103027317,0,24.74,14.14,5.3,102.49,1.77,98.96,3.53,0
12103027318,0,34.51,4.93,2.46,123.24,4.93,113.38,4.93,0
12103027319,0,17.3,3.84,3.84,105.71,5.77,124.93,9.61,1.92
12103027320,2.26,4.53,0,2.26,47.53,2.26,86.01,4.53,2.26
12103027321,0,32.87,13.15,6.57,52.6,0,78.9,19.72,0
12103027322,1.56,24.98,10.93,3.12,106.18,3.12,121.8,6.25,0
12103027323,0,12.98,0,6.49,45.43,3.24,64.89,6.49,0
12103027324,2.51,12.56,10.05,2.51,80.38,5.02,118.06,7.54,0
12103027325,0,19.22,10.98,0,85.12,2.75,115.32,13.73,2.75
12103027326,0,29.98,8.18,0,125.37,5.45,119.92,8.18,2.73
12103027327,0,15.72,4.49,2.25,94.32,0,80.84,2.25,0
12103027401,0,31.2,17.33,3.47,121.32,17.33,131.72,3.47,0
12103027402,1.62,35.64,29.16,3.24,168.48,9.72,147.42,12.96,1.62
12103027403,6.14,6.14,18.43,0,135.14,6.14,128.99,0,6.14
12103027501,0,44.21,15.38,5.77,163.4,9.61,148.02,11.53,1.92
12103027502,2.53,25.28,13.9,10.11,109.96,5.06,127.65,7.58,1.26
12103027603,0,16.03,8.02,8.02,76.15,4.01,92.18,8.02,0
12103027604,0,35.1,21.94,4.39,193.07,17.55,232.56,21.94,0
12103027605,6.07,24.27,6.07,0,127.43,0,175.97,0,6.07
12103027606,0,5.89,5.89,0,129.64,5.89,88.39,0,0
12103027701,3.55,14.21,0,3.55,120.82,7.11,181.24,7.11,3.55
12103027703,8.58,0,25.75,8.58,120.17,0,94.42,8.58,0
12103027704,0,23.7,19.75,0,142.18,0,126.38,11.85,0
12103027801,0,32.74,19.65,6.55,157.17,0,144.07,0,0
12103027802,0,40.64,0,7.39,129.29,0,121.91,11.08,3.69
12103027901,4.24,16.96,12.72,4.24,93.3,0,161.15,4.24,4.24
12103027903,13.51,13.51,20.27,0,148.65,0,162.16,6.76,0
12103027904,0,19.96,9.98,6.65,119.76,9.98,163.01,3.33,0
12103028002,2.53,27.82,7.59,5.06,144.16,5.06,154.27,0,0
12103028003,2.96,23.7,17.78,14.81,160,8.89,192.59,2.96,0
12103028004,0,19.78,9.89,4.95,123.64,9.89,182.99,4.95,0
12103028102,5.84,20.43,32.1,5.84,107.97,0,180.92,2.92,2.92
12103028103,5.69,62.54,34.11,5.69,187.61,0,198.98,11.37,11.37
12103028104,6.12,82.59,21.41,6.12,327.32,21.41,299.79,33.65,6.12
12103028200,3.94,23.65,27.59,3.94,126.13,0,82.77,15.77,0
12103028300,5.55,2.78,8.33,2.78,122.19,5.55,158.29,2.78,5.55
12103028401,0,26.04,45.57,0,279.95,6.51,286.46,0,0
12103028402,0,48.12,16.04,8.02,176.42,8.02,192.46,8.02,0
12103028500,0,19.92,9.96,14.94,114.54,0,219.12,9.96,0
12103028600,4.78,23.88,21.49,9.55,136.1,11.94,131.33,4.78,7.16
12103028700,0,10.2,17,3.4,146.16,10.2,78.18,13.6,3.4
12105010300,0,13.28,13.28,4.43,88.55,0,126.19,8.86,0
12105010401,0,50.53,33.69,0,247.05,16.84,134.76,0,5.61
12105010402,0,14.68,10.49,6.29,62.92,2.1,60.82,2.1,0
12105010501,0,28.28,0,5.66,118.78,0,90.5,0,0
12105010502,7.12,35.61,18.99,0,97.34,0,83.1,4.75,2.37
12105010601,0,31.02,10.34,12.92,85.29,0,74.95,12.92,0
12105010603,0,53.75,2.83,2.83,118.81,5.66,90.52,14.14,2.83
12105010604,9.13,30.42,3.04,3.04,51.72,6.08,66.93,3.04,0
12105010701,4.7,30.53,14.09,4.7,112.73,0,162.05,2.35,0
12105010702,2.55,56.21,20.44,7.66,186.51,5.11,140.52,7.66,0
12105010800,0,51.61,12.9,5.16,170.32,0,110.97,12.9,0
12105010900,2.1,33.58,14.69,6.3,104.93,0,132.21,6.3,2.1
12105011000,10.35,24.15,20.7,13.8,182.88,0,138.03,13.8,10.35
12105011100,5.7,25.66,5.7,11.4,102.62,2.85,82.67,14.25,2.85
12105011202,5.53,49.75,22.11,16.58,187.95,5.53,154.78,22.11,5.53
12105011203,2.39,19.13,23.92,0,124.37,2.39,76.54,9.57,0
12105011204,0,5.96,35.78,0,65.59,0,29.82,11.93,0
12105011300,5.04,40.34,35.3,0,176.5,5.04,105.9,5.04,0
12105011400,4.31,49.55,40.93,10.77,264.97,2.15,150.8,8.62,4.31
12105011501,1.62,22.62,14.54,0,103.41,1.62,90.48,8.08,1.62
12105011502,0,49.7,20.57,1.71,102.83,0,106.26,3.43,3.43
12105011603,8.41,37.85,25.23,12.62,130.36,4.21,155.59,8.41,0
12105011604,4.13,22.74,18.6,6.2,117.82,2.07,140.55,6.2,2.07
12105011605,0,22.69,9.72,3.24,126.42,9.72,152.35,3.24,0
12105011606,5.4,27,5.4,21.6,91.79,0,124.19,0,0
12105011704,0,35.54,3.95,5.92,78.97,0,94.77,3.95,1.97
12105011721,0,21.4,17.83,3.57,114.12,0,89.16,10.7,3.57
12105011722,3.65,29.17,43.75,7.29,167.7,0,247.9,10.94,0
12105011731,1.77,23.07,8.87,0,72.75,0,60.33,5.32,0
12105011732,0,28.56,25.71,2.86,77.12,0,79.98,11.43,2.86
12105011821,0,36.02,3.27,3.27,94.96,3.27,85.13,9.82,3.27
12105011822,0,21.03,16.36,0,102.83,2.34,63.1,9.35,0
12105011832,2.18,6.53,10.88,4.35,54.42,4.35,82.72,6.53,2.18
12105011833,0,7.83,7.83,3.92,49.61,1.31,75.72,1.31,1.31
12105011834,3.14,23.52,12.55,4.7,119.18,1.57,95.66,3.14,1.57
12105011835,2.21,22.1,8.84,2.21,66.31,4.42,112.73,0,0
12105011836,0,19.95,19.95,4.99,102.22,2.49,92.25,4.99,0
12105011901,2.07,14.48,6.2,6.2,97.21,2.07,70.32,2.07,0
12105011902,2.54,27.94,10.16,7.62,106.68,2.54,134.62,15.24,0
12105011908,2.61,15.64,7.82,5.21,96.43,2.61,83.4,5.21,2.61
12105011909,0,19.25,12.83,3.21,51.33,3.21,99.45,0,0
12105011910,0,38.27,12.76,0,89.29,0,165.82,6.38,0
12105011911,0,23.15,6.61,0,66.14,0,49.6,0,0
12105011912,0,12.12,6.06,6.06,60.61,6.06,109.09,0,0
12105011913,0,15.2,11.4,3.8,53.19,7.6,75.99,7.6,3.8
12105012001,1.84,9.18,14.69,3.67,93.66,0,102.85,3.67,0
12105012002,0,40.83,30.62,6.81,159.92,6.81,122.49,10.21,3.4
12105012003,3.97,59.62,13.91,3.97,170.91,5.96,160.97,9.94,1.99
12105012004,4.29,25.72,8.57,4.29,98.59,0,137.16,21.43,0
12105012111,3.75,31.88,13.13,5.63,133.16,5.63,196.92,13.13,1.88
12105012113,1.54,16.98,10.8,3.09,101.85,4.63,112.65,4.63,3.09
12105012124,0,20.26,16.89,5.07,96.25,8.44,116.51,5.07,0
12105012125,3.2,15.99,15.99,3.2,95.94,3.2,115.13,0,3.2
12105012126,5.22,65.26,18.27,7.83,193.16,10.44,143.57,28.71,0
12105012127,0,34.39,11.01,8.25,122.44,4.13,107.3,6.88,0
12105012128,0,16.64,8.32,6.24,62.4,0,93.59,4.16,2.08
12105012129,2.83,14.14,9.9,4.24,80.58,1.41,77.75,2.83,0
12105012203,0,40.18,8.04,4.02,68.3,8.04,92.41,8.04,0
12105012204,9.64,46.59,17.67,6.43,149.4,1.61,165.46,14.46,1.61
12105012205,0,57.89,7.24,14.47,195.37,7.24,130.25,0,7.24
12105012206,0,51.02,17.66,5.89,317.9,0,147.17,15.7,1.96
12105012303,0,20.6,20.6,2.57,149.33,0,92.69,7.72,2.57
12105012304,1.78,17.79,7.12,8.9,92.53,3.56,112.1,10.68,0
12105012305,0,25.08,31.35,0,75.24,6.27,94.04,12.54,0
12105012306,0,30.72,4.39,4.39,118.47,4.39,118.47,0,0
12105012307,0,11.61,11.61,5.81,92.89,2.9,98.69,5.81,2.9
12105012309,7.34,58.69,22.01,0,102.71,0,95.38,7.34,0
12105012403,0,14.63,15.4,0.77,86.25,3.85,73.93,4.62,0.77
12105012404,0,16.78,4.19,4.19,62.92,0,50.34,0,0
12105012405,0,27.05,7.21,7.21,70.33,3.61,70.33,7.21,0
12105012406,0,20.05,6.68,2.23,71.3,0,75.76,13.37,0
12105012407,14.62,43.86,7.31,7.31,124.27,0,131.58,7.31,0
12105012408,2.51,27.57,12.53,2.51,70.18,0,105.26,5.01,2.51
12105012409,0,4.79,4.79,0,71.87,0,67.08,0,0
12105012410,0,15.47,11.61,3.87,65.76,0,85.11,11.61,0
12105012411,0,12.17,9.13,1.52,57.82,1.52,88.25,4.56,0
12105012502,0,21.91,4.87,4.87,86.42,3.65,77.9,6.09,1.22
12105012503,0.56,17.82,9.47,5.57,91.88,1.11,85.75,9.47,1.11
12105012504,1.56,17.16,14.04,3.12,110.78,4.68,138.87,12.48,0
12105012506,0,8.49,4.25,0,52.36,0,46.7,8.49,1.42
12105012507,3.4,18.72,5.1,0,71.47,1.7,103.79,3.4,0
12105012601,0,32.36,21.57,2.16,157.46,2.16,86.28,15.1,2.16
12105012602,0,24.67,10.79,7.71,66.3,0,49.34,7.71,0
12105012700,0,23.36,12.46,3.12,155.76,0,102.8,7.79,1.56
12105012802,0,8.42,14.03,14.03,106.59,0,98.18,8.42,0
12105012803,2.9,55.07,11.59,5.8,292.75,8.7,269.57,20.29,0
12105012804,2.35,49.26,25.8,7.04,246.31,2.35,255.69,14.07,2.35
12105012900,1.74,31.34,22.63,3.48,142.76,1.74,114.9,6.96,0
12105013001,0,16.11,21.48,0,77.85,2.68,72.48,0,0
12105013002,4.83,26.56,24.15,7.24,173.87,2.41,166.63,9.66,0
12105013101,0,21.11,0,2.35,86.77,4.69,124.3,4.69,0
12105013102,0,36.03,16.63,5.54,157.98,0,166.3,5.54,0
12105013103,0,32.12,42.83,10.71,107.07,0,171.31,0,0
12105013200,0,32.91,28.21,0,131.64,0,117.54,0,4.7
12105013300,0,48.15,33.7,9.63,149.25,0,168.51,9.63,4.81
12105013400,1.69,20.3,18.61,6.77,116.75,3.38,104.91,16.92,1.69
12105013500,5.57,55.68,33.41,19.49,239.42,5.57,197.66,16.7,2.78
12105013600,3.19,31.93,27.14,11.18,156.47,1.6,116.56,15.97,0
12105013701,5.25,47.22,26.23,10.49,293.81,5.25,152.15,41.97,0
12105013702,0,38.53,21.78,3.35,125.63,0,97.15,11.73,0
12105013801,3.37,84.35,16.87,16.87,226.05,13.5,178.81,6.75,3.37
12105013802,1.53,26.01,15.3,7.65,108.65,3.06,125.48,10.71,0
12105013901,3.59,17.97,25.15,7.19,122.17,0,86.24,7.19,0
12105013902,1.88,60.04,30.02,3.75,272.05,3.75,150.09,11.26,1.88
12105014001,1.94,36.89,5.82,3.88,120.36,1.94,104.83,7.77,1.94
12105014003,5.61,25.22,8.41,5.61,137.33,2.8,109.3,5.61,2.8
12105014005,2.53,35.39,17.69,7.58,113.75,0,131.45,5.06,0
12105014006,0,39.11,9.78,6.52,162.97,0,130.38,9.78,0
12105014103,0.81,12.1,6.45,0.81,35.49,2.42,40.33,4.03,0
12105014104,28.82,28.82,28.82,0,230.55,0,201.73,0,0
12105014105,2.85,29.97,12.84,5.71,124.16,1.43,99.9,12.84,0
12105014121,0,12.59,4.2,8.39,71.34,0,79.73,0,0
12105014123,4.7,36.06,12.54,9.41,137.97,6.27,125.43,7.84,1.57
12105014124,0,51.35,21.39,4.28,213.95,4.28,162.6,25.67,0
12105014125,5,25,21.66,5,101.65,0,114.98,8.33,3.33
12105014201,3.48,33.05,19.14,5.22,212.25,5.22,133.96,13.92,3.48
12105014202,0,45.49,26.54,7.58,166.79,0,163,18.95,0
12105014203,8.01,72.12,24.04,8.01,256.41,8.01,244.39,16.03,4.01
12105014301,0,56.89,12.64,0,208.6,6.32,170.67,6.32,6.32
12105014302,3.07,21.52,15.37,7.68,141.39,1.54,122.94,7.68,3.07
12105014400,0,29.08,11.38,6.32,144.14,2.53,169.43,11.38,1.26
12105014501,0,15.66,13.05,5.22,86.14,7.83,79.61,5.22,0
12105014502,2.36,14.14,7.07,4.71,40.07,4.71,61.28,4.71,0
12105014600,0,23.87,13.26,2.65,90.16,0,111.38,7.96,2.65
12105014701,4.07,56.93,20.33,6.1,156.57,0,140.3,4.07,0
12105014702,2.12,26.48,13.77,6.36,105.92,2.12,104.86,5.3,1.06
12105014802,0,20.15,23.51,3.36,83.95,0,97.38,10.07,0
12105014803,0,28.12,0,4.02,60.27,4.02,100.44,4.02,4.02
12105014804,3.5,24.5,10.5,3.5,93.33,4.67,97.99,5.83,1.17
12105014901,2.06,27.78,8.23,4.12,59.68,3.09,76.14,6.17,0
12105014902,1.43,21.46,14.31,4.29,55.79,0,95.85,1.43,2.86
12105015000,0,27.24,15.32,8.51,85.12,8.51,62.99,8.51,1.7
12105015101,0,26.8,14.89,5.96,136.99,2.98,119.12,8.93,2.98
12105015102,0,32.39,13.88,9.25,194.35,0,138.82,9.25,0
12105015200,2.07,43.39,26.86,12.4,161.16,2.07,107.44,16.53,0
12105015301,0,17.91,22.38,2.24,116.38,0,127.57,6.71,0
12105015302,0,13.08,17.44,0,165.65,0,148.21,13.08,4.36
12105015401,0,6.06,21.21,0,133.33,0,72.73,6.06,0
12105015402,5.95,44.66,20.84,2.98,113.13,2.98,107.17,2.98,2.98
12105015404,8.48,8.48,8.48,25.45,127.23,0,110.26,0,8.48
12105015405,3.75,22.51,18.75,3.75,165.04,0,112.53,11.25,3.75
12105015500,4.86,53.41,29.13,12.14,284.05,2.43,99.54,14.57,12.14
12105015600,0,36.8,6.69,0,184.01,0,160.59,10.04,0
12105015701,0,10.91,21.83,10.91,120.04,0,101.86,14.55,3.64
12105015702,4.36,10.9,15.26,0,80.65,0,80.65,8.72,2.18
12105015801,4.67,56.07,23.36,4.67,168.22,4.67,163.55,9.35,4.67
12105015802,0,9.19,20.68,0,32.17,0,39.06,9.19,0
12105015900,0,27.91,9.3,13.95,106.98,0,74.42,9.3,0
12105016001,0,23.51,32.91,18.81,108.13,0,117.54,4.7,4.7
12105016002,5.41,48.7,10.82,5.41,102.81,0,86.58,5.41,5.41
12105016003,0,14.49,18.12,0,101.45,3.62,130.43,0,0
12105016100,0,19.49,19.49,0,107.21,0,107.21,9.75,0
12105016400,0,59.5,36.61,4.58,137.3,4.58,141.88,0,0
12107950100,5.09,15.28,33.1,5.09,101.86,2.55,178.25,12.73,12.73
12107950201,1.73,12.1,32.83,3.46,126.14,3.46,203.91,8.64,6.91
12107950202,0,19.27,19.27,6.42,125.28,3.21,157.4,9.64,3.21
12107950300,4.51,25.55,34.57,7.51,99.19,3.01,156.3,4.51,1.5
12107950400,3.63,36.28,25.4,7.26,141.51,7.26,192.31,3.63,3.63
12107950500,1.52,10.66,19.8,9.14,108.15,3.05,143.18,4.57,1.52
12107950600,1.83,29.27,51.23,10.98,186.61,5.49,135.38,16.47,12.81
12107950700,2.26,36.19,33.93,4.52,119.88,2.26,106.31,11.31,2.26
12107950800,3.05,24.42,24.42,3.05,116,0,152.63,15.26,12.21
12107950900,1.72,30.99,55.1,3.44,122.25,5.17,127.41,3.44,3.44
12107951000,0,22.75,34.13,6.83,120.59,2.28,120.59,9.1,2.28
12107951100,4.62,43.86,46.17,9.23,131.58,6.93,223.92,2.31,11.54
12107951200,4.09,32.69,53.12,18.39,149.13,8.17,192.03,2.04,2.04
12107951300,12.64,31.61,31.61,12.64,158.03,9.48,227.56,12.64,0
12107951401,0,36.9,34.26,10.54,126.52,2.64,150.24,5.27,0
12107951402,2.45,24.5,19.6,2.45,129.84,2.45,124.94,9.8,2.45
12109020200,0,44,12,4,100,0,96,8,0
12109020300,0,41.41,5.52,0,110.44,11.04,146.33,11.04,5.52
12109020400,3,17.99,3,11.99,74.94,6,89.93,14.99,0
12109020500,0,30.74,12.81,7.68,161.37,7.68,117.83,15.37,0
12109020601,1.86,18.6,7.44,3.72,68.81,3.72,115.31,1.86,1.86
12109020602,1.1,11,3.85,3.3,43.44,1.65,74.79,2.75,1.1
12109020704,6.1,27.45,18.3,3.05,85.39,0,125.04,3.05,0
12109020705,0,25.51,6.8,18.71,142.88,8.5,178.6,8.5,0
12109020706,0,6.05,0,3.02,33.26,0,36.29,0,0
12109020707,1.93,17.39,13.53,0,90.82,3.86,90.82,5.8,0
12109020708,0,13.56,0,0,40.67,0,67.79,0,0
12109020710,0,13.13,0,4.38,65.65,0,78.77,4.38,0
12109020711,2.19,35,0,4.38,107.2,10.94,170.64,8.75,0
12109020801,1.14,17.1,11.4,1.14,126.51,3.42,54.71,1.14,1.14
12109020802,2.45,7.34,7.34,0,53.84,0,105.24,2.45,2.45
12109020803,2.12,25.43,2.12,8.48,86.9,2.12,91.14,4.24,0
12109020804,0,2.61,7.82,2.61,31.28,0,72.99,7.82,2.61
