HUC_12,Thermo_Plants,FWWGYR,FWCGYR,TWW_MGAL,TWC_MGAL
030201010203,1.0,19578600.0,19578600.0,0.05364,0.05364
030201010402,1.0,19578600.0,19578600.0,0.05364,0.05364
030201010501,1.0,19578600.0,19578600.0,0.05364,0.05364
030201010604,1.0,19578600.0,19578600.0,0.05364,0.05364
030201010705,1.0,19578600.0,19578600.0,0.05364,0.05364
030201020302,1.0,19578600.0,19578600.0,0.05364,0.05364
030201030202,1.0,19578600.0,19578600.0,0.05364,0.05364
030201030305,1.0,19578600.0,19578600.0,0.05364,0.05364
030201030502,1.0,19578600.0,19578600.0,0.05364,0.05364
030201030507,1.0,19578600.0,19578600.0,0.05364,0.05364
030201030605,1.0,19578600.0,19578600.0,0.05364,0.05364
030201040103,1.0,19578600.0,19578600.0,0.05364,0.05364
030201040108,1.0,19578600.0,19578600.0,0.05364,0.05364
030202010104,1.0,19578600.0,19578600.0,0.05364,0.05364
030202010302,1.0,19578600.0,19578600.0,0.05364,0.05364
030202010404,1.0,19578600.0,19578600.0,0.05364,0.05364
030202011201,1.0,19578600.0,19578600.0,0.05364,0.05364
030202011401,1.0,19578600.0,19578600.0,0.05364,0.05364
030202011703,1.0,19578600.0,19578600.0,0.05364,0.05364
030202020106,1.0,19578600.0,19578600.0,0.05364,0.05364
030202020202,1.0,19578600.0,19578600.0,0.05364,0.05364
030202020203,1.0,19578600.0,19578600.0,0.05364,0.05364
030202020205,1.0,19578600.0,19578600.0,0.05364,0.05364
030202020302,1.0,19578600.0,19578600.0,0.05364,0.05364
030202020307,1.0,19578600.0,19578600.0,0.05364,0.05364
030202020401,1.0,19578600.0,19578600.0,0.05364,0.05364
030202020504,1.0,19578600.0,19578600.0,0.05364,0.05364
030202020505,1.0,19578600.0,19578600.0,0.05364,0.05364
030202040301,1.0,19578600.0,19578600.0,0.05364,0.05364
030300020204,1.0,19578600.0,19578600.0,0.05364,0.05364
030300020205,1.0,19578600.0,19578600.0,0.05364,0.05364
030300020206,1.0,19578600.0,19578600.0,0.05364,0.05364
030300020308,1.0,19578600.0,19578600.0,0.05364,0.05364
030300020407,1.0,19578600.0,19578600.0,0.05364,0.05364
030300020507,1.0,19578600.0,19578600.0,0.05364,0.05364
030300040104,1.0,19578600.0,19578600.0,0.05364,0.05364
030300040303,1.0,19578600.0,19578600.0,0.05364,0.05364
030300040409,1.0,19578600.0,19578600.0,0.05364,0.05364
030300040501,1.0,19578600.0,19578600.0,0.05364,0.05364
030300040504,1.0,19578600.0,19578600.0,0.05364,0.05364
030300040506,1.0,19578600.0,19578600.0,0.05364,0.05364
030300040604,1.0,19578600.0,19578600.0,0.05364,0.05364
030300040707,1.0,19578600.0,19578600.0,0.05364,0.05364
030300060207,1.0,19578600.0,19578600.0,0.05364,0.05364
030300060505,1.0,19578600.0,19578600.0,0.05364,0.05364
030300070103,1.0,19578600.0,19578600.0,0.05364,0.05364
030300070105,1.0,19578600.0,19578600.0,0.05364,0.05364
030300070201,1.0,19578600.0,19578600.0,0.05364,0.05364
030300070204,1.0,19578600.0,19578600.0,0.05364,0.05364
030300070506,1.0,19578600.0,19578600.0,0.05364,0.05364
030401011404,1.0,19578600.0,19578600.0,0.05364,0.05364
030401011503,1.0,19578600.0,19578600.0,0.05364,0.05364
030401030101,1.0,19578600.0,19578600.0,0.05364,0.05364
030401040104,1.0,19578600.0,19578600.0,0.05364,0.05364
030401040301,1.0,19578600.0,19578600.0,0.05364,0.05364
030401050402,1.0,19578600.0,19578600.0,0.05364,0.05364
030401050505,1.0,19578600.0,19578600.0,0.05364,0.05364
030401050603,1.0,19578600.0,19578600.0,0.05364,0.05364
030402010105,1.0,19578600.0,19578600.0,0.05364,0.05364
030402010201,1.0,19578600.0,19578600.0,0.05364,0.05364
030402030201,1.0,19578600.0,19578600.0,0.05364,0.05364
030402030504,1.0,19578600.0,19578600.0,0.05364,0.05364
030402030601,1.0,19578600.0,19578600.0,0.05364,0.05364
030402030602,1.0,19578600.0,19578600.0,0.05364,0.05364
030402030901,1.0,19578600.0,19578600.0,0.05364,0.05364
030402031202,1.0,19578600.0,19578600.0,0.05364,0.05364
030402040104,1.0,19578600.0,19578600.0,0.05364,0.05364
030402040503,1.0,19578600.0,19578600.0,0.05364,0.05364
030402060102,1.0,19578600.0,19578600.0,0.05364,0.05364
030402060202,1.0,19578600.0,19578600.0,0.05364,0.05364
030501011304,1.0,19578600.0,19578600.0,0.05364,0.05364
030501020202,1.0,19578600.0,19578600.0,0.05364,0.05364
030501020401,1.0,19578600.0,19578600.0,0.05364,0.05364
030501050802,1.0,19578600.0,19578600.0,0.05364,0.05364
071200010204,1.0,19578600.0,19578600.0,0.05364,0.05364
130301020103,1.0,19578600.0,19578600.0,0.05364,0.05364
130500031701,1.0,19578600.0,19578600.0,0.05364,0.05364
130600010803,1.0,19578600.0,19578600.0,0.05364,0.05364
180102040504,1.0,19578600.0,19578600.0,0.05364,0.05364
180703020407,1.0,19578600.0,19578600.0,0.05364,0.05364
101900070805,2.0,19187028.0,19187028.0,0.052567,0.052567
010700040204,1.0,19187028.0,19187028.0,0.052567,0.052567
020401050802,1.0,19187028.0,19187028.0,0.052567,0.052567
030101030904,1.0,19187028.0,19187028.0,0.052567,0.052567
030202030603,1.0,19187028.0,19187028.0,0.052567,0.052567
030300060406,1.0,19187028.0,19187028.0,0.052567,0.052567
030300070303,1.0,19187028.0,19187028.0,0.052567,0.052567
030300070801,1.0,19187028.0,19187028.0,0.052567,0.052567
030401050306,1.0,19187028.0,19187028.0,0.052567,0.052567
030402040103,1.0,19187028.0,19187028.0,0.052567,0.052567
030402060303,1.0,19187028.0,19187028.0,0.052567,0.052567
041504080401,1.0,19187028.0,19187028.0,0.052567,0.052567
070400010402,1.0,19187028.0,19187028.0,0.052567,0.052567
110100020106,1.0,19187028.0,19187028.0,0.052567,0.052567
010802060104,1.0,18795456.0,18795456.0,0.051494,0.051494
030300070206,1.0,18795456.0,18795456.0,0.051494,0.051494
030402031104,1.0,18795456.0,18795456.0,0.051494,0.051494
041504080501,1.0,18403884.0,18403884.0,0.050422,0.050422
071200020103,2.0,18323292.0,2881164.0,0.050201,0.007894
111102070404,1.0,18323292.0,2881164.0,0.050201,0.007894
180702020203,1.0,18323292.0,2881164.0,0.050201,0.007894
030501010606,1.0,18028080.0,210240.0,0.049392,0.000576
130500032308,2.0,18012312.0,18012312.0,0.049349,0.049349
040500012507,1.0,18012312.0,18012312.0,0.049349,0.049349
020301030605,1.0,17620740.0,17620740.0,0.048276,0.048276
030501050505,1.0,17620740.0,17620740.0,0.048276,0.048276
150702020205,1.0,17620740.0,17620740.0,0.048276,0.048276
170501170602,1.0,17620740.0,17620740.0,0.048276,0.048276
020301050108,1.0,17229168.0,17229168.0,0.047203,0.047203
171200051302,1.0,17229168.0,17229168.0,0.047203,0.047203
040301010406,2.0,16913808.0,2659536.0,0.046339,0.007286
041000030301,2.0,16913808.0,2659536.0,0.046339,0.007286
010900020106,1.0,16837596.0,16837596.0,0.04613,0.04613
030402030902,1.0,16837596.0,16837596.0,0.04613,0.04613
041504080801,2.0,16446024.0,16446024.0,0.045058,0.045058
180300120606,2.0,16446024.0,16446024.0,0.045058,0.045058
080102080402,1.0,16446024.0,16446024.0,0.045058,0.045058
010900010602,2.0,16054452.0,16054452.0,0.043985,0.043985
010900010803,2.0,16054452.0,16054452.0,0.043985,0.043985
020301030402,1.0,16054452.0,16054452.0,0.043985,0.043985
020401050910,1.0,16054452.0,16054452.0,0.043985,0.043985
030701020806,1.0,16054452.0,16054452.0,0.043985,0.043985
030201010704,5.0,15662880.0,15662880.0,0.042912,0.042912
070102020601,4.0,15662880.0,15662880.0,0.042912,0.042912
070300050605,4.0,15662880.0,15662880.0,0.042912,0.042912
180101100601,3.0,15662880.0,15662880.0,0.042912,0.042912
180902080304,3.0,15662880.0,15662880.0,0.042912,0.042912
180902080905,3.0,15662880.0,15662880.0,0.042912,0.042912
060101050302,2.0,15662880.0,15662880.0,0.042912,0.042912
110200030305,2.0,15662880.0,15662880.0,0.042912,0.042912
011000030304,1.0,15662880.0,15662880.0,0.042912,0.042912
020801090101,1.0,15662880.0,15662880.0,0.042912,0.042912
030202011301,1.0,15662880.0,15662880.0,0.042912,0.042912
030401011101,1.0,15662880.0,15662880.0,0.042912,0.042912
030501051601,1.0,15662880.0,15662880.0,0.042912,0.042912
051201010302,1.0,15662880.0,15662880.0,0.042912,0.042912
051202011202,1.0,15662880.0,15662880.0,0.042912,0.042912
051202020903,1.0,15662880.0,15662880.0,0.042912,0.042912
101900071005,1.0,15662880.0,15662880.0,0.042912,0.042912
102002030203,1.0,15662880.0,15662880.0,0.042912,0.042912
181002010304,1.0,15662880.0,15662880.0,0.042912,0.042912
071200011102,2.0,15504324.0,2437908.0,0.042478,0.006679
030101030801,1.0,15504324.0,2437908.0,0.042478,0.006679
030402050908,1.0,15504324.0,2437908.0,0.042478,0.006679
070400060403,1.0,15504324.0,2437908.0,0.042478,0.006679
071200011201,1.0,15504324.0,2437908.0,0.042478,0.006679
071200030304,1.0,15504324.0,2437908.0,0.042478,0.006679
071300020804,1.0,15504324.0,2437908.0,0.042478,0.006679
180600080503,1.0,15504324.0,2437908.0,0.042478,0.006679
010900040103,2.0,15271308.0,15271308.0,0.041839,0.041839
030201010904,2.0,15271308.0,15271308.0,0.041839,0.041839
030300020605,1.0,15271308.0,15271308.0,0.041839,0.041839
070200121106,1.0,15271308.0,15271308.0,0.041839,0.041839
070300050406,1.0,15271308.0,15271308.0,0.041839,0.041839
030901010905,1.0,14879736.0,14879736.0,0.040766,0.040766
180902062401,1.0,14488164.0,14488164.0,0.039694,0.039694
010900040701,2.0,14096592.0,14096592.0,0.038621,0.038621
060101050902,1.0,14096592.0,14096592.0,0.038621,0.038621
020600060202,1.0,14094840.0,2216280.0,0.038616,0.006072
030300020603,1.0,14094840.0,2216280.0,0.038616,0.006072
050400030505,1.0,14094840.0,2216280.0,0.038616,0.006072
051002051303,1.0,14094840.0,2216280.0,0.038616,0.006072
051100020306,1.0,14094840.0,2216280.0,0.038616,0.006072
070801030303,1.0,14094840.0,2216280.0,0.038616,0.006072
171002030302,1.0,14094840.0,2216280.0,0.038616,0.006072
180300122102,1.0,14094840.0,2216280.0,0.038616,0.006072
180300060503,3.0,13705020.0,13705020.0,0.037548,0.037548
180300060804,3.0,13705020.0,13705020.0,0.037548,0.037548
180300071003,3.0,13705020.0,13705020.0,0.037548,0.037548
030300070404,2.0,13705020.0,13705020.0,0.037548,0.037548
180201580404,2.0,13705020.0,13705020.0,0.037548,0.037548
020301050401,1.0,13705020.0,13705020.0,0.037548,0.037548
030201010703,1.0,13705020.0,13705020.0,0.037548,0.037548
150701020908,1.0,13705020.0,13705020.0,0.037548,0.037548
180201580401,1.0,13705020.0,13705020.0,0.037548,0.037548
101900040403,6.0,13313448.0,13313448.0,0.036475,0.036475
010802040303,2.0,13313448.0,13313448.0,0.036475,0.036475
010802060304,1.0,12921876.0,12921876.0,0.035402,0.035402
150701010204,1.0,12921876.0,12921876.0,0.035402,0.035402
180500040201,1.0,12921876.0,12921876.0,0.035402,0.035402
010900030201,2.0,12530304.0,12530304.0,0.03433,0.03433
010802050201,1.0,12530304.0,12530304.0,0.03433,0.03433
020801100101,1.0,12530304.0,12530304.0,0.03433,0.03433
031601040202,1.0,12138732.0,12138732.0,0.033257,0.033257
180902062007,3.0,11747160.0,11747160.0,0.032184,0.032184
010700050204,2.0,11747160.0,11747160.0,0.032184,0.032184
020302020404,2.0,11747160.0,11747160.0,0.032184,0.032184
020600030105,2.0,11747160.0,11747160.0,0.032184,0.032184
030300020610,2.0,11747160.0,11747160.0,0.032184,0.032184
180200030802,2.0,11747160.0,11747160.0,0.032184,0.032184
180300060703,2.0,11747160.0,11747160.0,0.032184,0.032184
180300071402,2.0,11747160.0,11747160.0,0.032184,0.032184
180300122002,2.0,11747160.0,11747160.0,0.032184,0.032184
180400011703,2.0,11747160.0,11747160.0,0.032184,0.032184
180701060402,2.0,11747160.0,11747160.0,0.032184,0.032184
180902061502,2.0,11747160.0,11747160.0,0.032184,0.032184
010802020204,1.0,11747160.0,11747160.0,0.032184,0.032184
010802040302,1.0,11747160.0,11747160.0,0.032184,0.032184
010802040306,1.0,11747160.0,11747160.0,0.032184,0.032184
010900020104,1.0,11747160.0,11747160.0,0.032184,0.032184
010900030207,1.0,11747160.0,11747160.0,0.032184,0.032184
010900040802,1.0,11747160.0,11747160.0,0.032184,0.032184
011000010105,1.0,11747160.0,11747160.0,0.032184,0.032184
020301040301,1.0,11747160.0,11747160.0,0.032184,0.032184
020301040403,1.0,11747160.0,11747160.0,0.032184,0.032184
020401050901,1.0,11747160.0,11747160.0,0.032184,0.032184
020401060103,1.0,11747160.0,11747160.0,0.032184,0.032184
020503060303,1.0,11747160.0,11747160.0,0.032184,0.032184
030300020408,1.0,11747160.0,11747160.0,0.032184,0.032184
030300020501,1.0,11747160.0,11747160.0,0.032184,0.032184
030300020502,1.0,11747160.0,11747160.0,0.032184,0.032184
030501050502,1.0,11747160.0,11747160.0,0.032184,0.032184
040500060705,1.0,11747160.0,11747160.0,0.032184,0.032184
050800010502,1.0,11747160.0,11747160.0,0.032184,0.032184
160300060105,1.0,11747160.0,11747160.0,0.032184,0.032184
160300060309,1.0,11747160.0,11747160.0,0.032184,0.032184
020301030606,2.0,11355588.0,11355588.0,0.031111,0.031111
020301030403,1.0,11355588.0,11355588.0,0.031111,0.031111
180400120903,1.0,11355588.0,11355588.0,0.031111,0.031111
180400130803,1.0,11355588.0,11355588.0,0.031111,0.031111
020401050303,3.0,10964016.0,10964016.0,0.030038,0.030038
011000010203,1.0,10964016.0,10964016.0,0.030038,0.030038
020801110303,1.0,10964016.0,10964016.0,0.030038,0.030038
041000110204,1.0,10964016.0,10964016.0,0.030038,0.030038
071401030201,1.0,10964016.0,10964016.0,0.030038,0.030038
102902010603,1.0,10964016.0,10964016.0,0.030038,0.030038
020403020202,2.0,10572444.0,10572444.0,0.028966,0.028966
150601060305,2.0,10572444.0,10572444.0,0.028966,0.028966
051202011108,1.0,10572444.0,10572444.0,0.028966,0.028966
010802040202,1.0,10180872.0,10180872.0,0.027893,0.027893
020403020204,1.0,10180872.0,10180872.0,0.027893,0.027893
020503060402,1.0,10180872.0,10180872.0,0.027893,0.027893
040500012204,1.0,10180872.0,10180872.0,0.027893,0.027893
041300020802,1.0,10180872.0,10180872.0,0.027893,0.027893
070900060803,1.0,10180872.0,10180872.0,0.027893,0.027893
010900020502,2.0,9789300.0,9789300.0,0.02682,0.02682
130202030203,2.0,9789300.0,9789300.0,0.02682,0.02682
180400030803,2.0,9789300.0,9789300.0,0.02682,0.02682
180902080303,2.0,9789300.0,9789300.0,0.02682,0.02682
180902080501,2.0,9789300.0,9789300.0,0.02682,0.02682
010700050201,1.0,9789300.0,9789300.0,0.02682,0.02682
010900020101,1.0,9789300.0,9789300.0,0.02682,0.02682
010900020103,1.0,9789300.0,9789300.0,0.02682,0.02682
011000050204,1.0,9789300.0,9789300.0,0.02682,0.02682
020301050311,1.0,9789300.0,9789300.0,0.02682,0.02682
030202010102,1.0,9789300.0,9789300.0,0.02682,0.02682
030502070801,1.0,9789300.0,9789300.0,0.02682,0.02682
030701010901,1.0,9789300.0,9789300.0,0.02682,0.02682
051201030508,1.0,9789300.0,9789300.0,0.02682,0.02682
020301050306,2.0,9397728.0,9397728.0,0.025747,0.025747
101900030707,2.0,9397728.0,9397728.0,0.025747,0.025747
150601060202,2.0,9397728.0,9397728.0,0.025747,0.025747
180400030702,2.0,9397728.0,9397728.0,0.025747,0.025747
010700040203,1.0,9397728.0,9397728.0,0.025747,0.025747
010900010801,1.0,9397728.0,9397728.0,0.025747,0.025747
031300050702,1.0,9397728.0,9397728.0,0.025747,0.025747
041504070601,1.0,9006156.0,9006156.0,0.024674,0.024674
070102040609,1.0,9006156.0,9006156.0,0.024674,0.024674
130600070504,1.0,9006156.0,9006156.0,0.024674,0.024674
170900080205,1.0,9006156.0,9006156.0,0.024674,0.024674
181002010303,1.0,9006156.0,9006156.0,0.024674,0.024674
150400030704,4.0,8795040.0,8795040.0,0.024096,0.024096
020301030303,2.0,8614584.0,8614584.0,0.023602,0.023602
010700050101,1.0,8614584.0,8614584.0,0.023602,0.023602
010801060601,1.0,8614584.0,8614584.0,0.023602,0.023602
020200030603,1.0,8614584.0,8614584.0,0.023602,0.023602
020402030306,1.0,8614584.0,8614584.0,0.023602,0.023602
020801100403,1.0,8614584.0,8614584.0,0.023602,0.023602
041504030703,1.0,8614584.0,8614584.0,0.023602,0.023602
041504080802,1.0,8614584.0,8614584.0,0.023602,0.023602
041505000204,1.0,8614584.0,8614584.0,0.023602,0.023602
050301030602,1.0,8614584.0,8614584.0,0.023602,0.023602
160300070211,1.0,8614584.0,8614584.0,0.023602,0.023602
020600020103,1.0,8223012.0,8223012.0,0.022529,0.022529
030101030202,1.0,8223012.0,8223012.0,0.022529,0.022529
041000060401,1.0,8223012.0,8223012.0,0.022529,0.022529
171200060203,1.0,8135412.0,8135412.0,0.022289,0.022289
020403020403,4.0,7831440.0,7831440.0,0.021456,0.021456
030202010803,4.0,7831440.0,7831440.0,0.021456,0.021456
030202030702,4.0,7831440.0,7831440.0,0.021456,0.021456
011000020102,2.0,7831440.0,7831440.0,0.021456,0.021456
020301030901,2.0,7831440.0,7831440.0,0.021456,0.021456
020600020405,2.0,7831440.0,7831440.0,0.021456,0.021456
060200020602,2.0,7831440.0,7831440.0,0.021456,0.021456
180902080402,2.0,7831440.0,7831440.0,0.021456,0.021456
010801070406,1.0,7831440.0,7831440.0,0.021456,0.021456
010802010602,1.0,7831440.0,7831440.0,0.021456,0.021456
010802010608,1.0,7831440.0,7831440.0,0.021456,0.021456
010802020201,1.0,7831440.0,7831440.0,0.021456,0.021456
010802030502,1.0,7831440.0,7831440.0,0.021456,0.021456
010802040204,1.0,7831440.0,7831440.0,0.021456,0.021456
010900010201,1.0,7831440.0,7831440.0,0.021456,0.021456
010900010205,1.0,7831440.0,7831440.0,0.021456,0.021456
010900040102,1.0,7831440.0,7831440.0,0.021456,0.021456
010900040201,1.0,7831440.0,7831440.0,0.021456,0.021456
010900040904,1.0,7831440.0,7831440.0,0.021456,0.021456
011000050107,1.0,7831440.0,7831440.0,0.021456,0.021456
020200030404,1.0,7831440.0,7831440.0,0.021456,0.021456
020200030605,1.0,7831440.0,7831440.0,0.021456,0.021456
020200060401,1.0,7831440.0,7831440.0,0.021456,0.021456
020301050103,1.0,7831440.0,7831440.0,0.021456,0.021456
020402050502,1.0,7831440.0,7831440.0,0.021456,0.021456
020600020409,1.0,7831440.0,7831440.0,0.021456,0.021456
020700100204,1.0,7831440.0,7831440.0,0.021456,0.021456
030202011105,1.0,7831440.0,7831440.0,0.021456,0.021456
030202030504,1.0,7831440.0,7831440.0,0.021456,0.021456
030300020310,1.0,7831440.0,7831440.0,0.021456,0.021456
030300070102,1.0,7831440.0,7831440.0,0.021456,0.021456
030300070304,1.0,7831440.0,7831440.0,0.021456,0.021456
030401020502,1.0,7831440.0,7831440.0,0.021456,0.021456
030401030301,1.0,7831440.0,7831440.0,0.021456,0.021456
030401040504,1.0,7831440.0,7831440.0,0.021456,0.021456
030402060105,1.0,7831440.0,7831440.0,0.021456,0.021456
041000070302,1.0,7831440.0,7831440.0,0.021456,0.021456
041100010701,1.0,7831440.0,7831440.0,0.021456,0.021456
041201030401,1.0,7831440.0,7831440.0,0.021456,0.021456
041402010904,1.0,7831440.0,7831440.0,0.021456,0.021456
041402011004,1.0,7831440.0,7831440.0,0.021456,0.021456
041402020301,1.0,7831440.0,7831440.0,0.021456,0.021456
041503050603,1.0,7831440.0,7831440.0,0.021456,0.021456
041504030401,1.0,7831440.0,7831440.0,0.021456,0.021456
041504080402,1.0,7831440.0,7831440.0,0.021456,0.021456
041504081202,1.0,7831440.0,7831440.0,0.021456,0.021456
050100020206,1.0,7831440.0,7831440.0,0.021456,0.021456
051202010808,1.0,7831440.0,7831440.0,0.021456,0.021456
051202010904,1.0,7831440.0,7831440.0,0.021456,0.021456
051202090406,1.0,7831440.0,7831440.0,0.021456,0.021456
071200030303,1.0,7831440.0,7831440.0,0.021456,0.021456
130600080705,1.0,7831440.0,7831440.0,0.021456,0.021456
180102030308,1.0,7831440.0,7831440.0,0.021456,0.021456
180201620502,1.0,7831440.0,7831440.0,0.021456,0.021456
180201630502,1.0,7831440.0,7831440.0,0.021456,0.021456
010802010503,1.0,7439868.0,7439868.0,0.020383,0.020383
010802010609,1.0,7439868.0,7439868.0,0.020383,0.020383
010802020101,1.0,7439868.0,7439868.0,0.020383,0.020383
010802040102,1.0,7439868.0,7439868.0,0.020383,0.020383
010900050101,1.0,7439868.0,7439868.0,0.020383,0.020383
020200040302,1.0,7439868.0,7439868.0,0.020383,0.020383
020200040307,1.0,7439868.0,7439868.0,0.020383,0.020383
020401060701,1.0,7439868.0,7439868.0,0.020383,0.020383
030300060304,1.0,7439868.0,7439868.0,0.020383,0.020383
030501011405,1.0,7439868.0,7439868.0,0.020383,0.020383
030501020103,1.0,7439868.0,7439868.0,0.020383,0.020383
030501050803,1.0,7439868.0,7439868.0,0.020383,0.020383
041504030702,1.0,7439868.0,7439868.0,0.020383,0.020383
041505000101,1.0,7439868.0,7439868.0,0.020383,0.020383
101900030404,1.0,7439868.0,7439868.0,0.020383,0.020383
130301010212,1.0,7439868.0,7439868.0,0.020383,0.020383
130600010804,1.0,7439868.0,7439868.0,0.020383,0.020383
031102021201,2.0,7048296.0,7048296.0,0.01931,0.01931
010801050501,1.0,7048296.0,7048296.0,0.01931,0.01931
010900030206,1.0,7048296.0,7048296.0,0.01931,0.01931
011000050203,1.0,7048296.0,7048296.0,0.01931,0.01931
020301050107,1.0,7048296.0,7048296.0,0.01931,0.01931
030202011701,1.0,7048296.0,7048296.0,0.01931,0.01931
041402011103,1.0,7048296.0,7048296.0,0.01931,0.01931
050902020203,1.0,7048296.0,7048296.0,0.01931,0.01931
070802060603,1.0,7048296.0,7048296.0,0.01931,0.01931
101900030408,1.0,7048296.0,7048296.0,0.01931,0.01931
140100050701,2.0,6656724.0,6656724.0,0.018238,0.018238
020301030604,1.0,6656724.0,6656724.0,0.018238,0.018238
020700090303,1.0,6656724.0,6656724.0,0.018238,0.018238
030501050407,1.0,6656724.0,6656724.0,0.018238,0.018238
041000090804,1.0,6656724.0,6656724.0,0.018238,0.018238
071000010302,1.0,6656724.0,6656724.0,0.018238,0.018238
170900070402,1.0,6656724.0,6656724.0,0.018238,0.018238
180800031502,2.0,6596280.0,6596280.0,0.018072,0.018072
010700050203,1.0,6265152.0,6265152.0,0.017165,0.017165
020501050606,1.0,6265152.0,6265152.0,0.017165,0.017165
020600020203,1.0,6265152.0,6265152.0,0.017165,0.017165
020600031102,1.0,6265152.0,6265152.0,0.017165,0.017165
030801021104,1.0,6265152.0,6265152.0,0.017165,0.017165
030802010103,1.0,6265152.0,6265152.0,0.017165,0.017165
030902061500,1.0,6265152.0,6265152.0,0.017165,0.017165
031002060203,1.0,6265152.0,6265152.0,0.017165,0.017165
031300100702,1.0,6265152.0,6265152.0,0.017165,0.017165
101900120904,1.0,6265152.0,6265152.0,0.017165,0.017165
140100051503,1.0,6265152.0,6265152.0,0.017165,0.017165
150503010807,4.0,5873580.0,5873580.0,0.016092,0.016092
010700050206,1.0,5873580.0,5873580.0,0.016092,0.016092
010802010604,1.0,5873580.0,5873580.0,0.016092,0.016092
010802050103,1.0,5873580.0,5873580.0,0.016092,0.016092
020301030801,1.0,5873580.0,5873580.0,0.016092,0.016092
020301050308,1.0,5873580.0,5873580.0,0.016092,0.016092
020301050309,1.0,5873580.0,5873580.0,0.016092,0.016092
020302010302,1.0,5873580.0,5873580.0,0.016092,0.016092
020402031003,1.0,5873580.0,5873580.0,0.016092,0.016092
020403020404,1.0,5873580.0,5873580.0,0.016092,0.016092
020600060201,1.0,5873580.0,5873580.0,0.016092,0.016092
031001010204,1.0,5873580.0,5873580.0,0.016092,0.016092
040400010303,1.0,5873580.0,5873580.0,0.016092,0.016092
040400010504,1.0,5873580.0,5873580.0,0.016092,0.016092
040500011204,1.0,5873580.0,5873580.0,0.016092,0.016092
050800011803,1.0,5873580.0,5873580.0,0.016092,0.016092
051202011005,1.0,5873580.0,5873580.0,0.016092,0.016092
060101060102,1.0,5873580.0,5873580.0,0.016092,0.016092
140100040802,1.0,5873580.0,5873580.0,0.016092,0.016092
180201040400,1.0,5873580.0,5873580.0,0.016092,0.016092
180300031601,1.0,5873580.0,5873580.0,0.016092,0.016092
180400011403,1.0,5873580.0,5873580.0,0.016092,0.016092
180400012005,1.0,5873580.0,5873580.0,0.016092,0.016092
180400030405,1.0,5873580.0,5873580.0,0.016092,0.016092
180400100606,1.0,5873580.0,5873580.0,0.016092,0.016092
180600020705,1.0,5873580.0,5873580.0,0.016092,0.016092
180600020801,1.0,5873580.0,5873580.0,0.016092,0.016092
180600050404,1.0,5873580.0,5873580.0,0.016092,0.016092
180702030604,1.0,5873580.0,5873580.0,0.016092,0.016092
180702030706,1.0,5873580.0,5873580.0,0.016092,0.016092
180902080704,1.0,5873580.0,5873580.0,0.016092,0.016092
180902081308,1.0,5873580.0,5873580.0,0.016092,0.016092
011000050504,1.0,5482008.0,5482008.0,0.015019,0.015019
020301030802,1.0,5482008.0,5482008.0,0.015019,0.015019
020301050402,1.0,5482008.0,5482008.0,0.015019,0.015019
120702050403,1.0,5482008.0,5482008.0,0.015019,0.015019
170900120202,1.0,5482008.0,5482008.0,0.015019,0.015019
010700050104,3.0,5090436.0,5090436.0,0.013946,0.013946
020402050403,3.0,5090436.0,5090436.0,0.013946,0.013946
020503050403,2.0,5090436.0,5090436.0,0.013946,0.013946
010700061102,1.0,5090436.0,5090436.0,0.013946,0.013946
020402020502,1.0,5090436.0,5090436.0,0.013946,0.013946
020402050305,1.0,5090436.0,5090436.0,0.013946,0.013946
020801090402,1.0,5090436.0,5090436.0,0.013946,0.013946
030300030102,1.0,5090436.0,5090436.0,0.013946,0.013946
130100020801,1.0,5090436.0,5090436.0,0.013946,0.013946
130201010202,1.0,5090436.0,5090436.0,0.013946,0.013946
020403010609,4.0,4698864.0,4698864.0,0.012874,0.012874
180300090503,4.0,4698864.0,4698864.0,0.012874,0.012874
180902060902,4.0,4698864.0,4698864.0,0.012874,0.012874
020402020606,1.0,4698864.0,4698864.0,0.012874,0.012874
020402070405,1.0,4698864.0,4698864.0,0.012874,0.012874
020403010305,1.0,4698864.0,4698864.0,0.012874,0.012874
030201010606,1.0,4698864.0,4698864.0,0.012874,0.012874
030401010807,1.0,4698864.0,4698864.0,0.012874,0.012874
030501011004,1.0,4698864.0,4698864.0,0.012874,0.012874
030801021103,1.0,4698864.0,4698864.0,0.012874,0.012874
041401010601,1.0,4698864.0,4698864.0,0.012874,0.012874
101900030406,1.0,4698864.0,4698864.0,0.012874,0.012874
180300120204,1.0,4698864.0,4698864.0,0.012874,0.012874
180400010805,1.0,4698864.0,4698864.0,0.012874,0.012874
180500020202,1.0,4698864.0,4698864.0,0.012874,0.012874
180701050203,1.0,4698864.0,4698864.0,0.012874,0.012874
180600040407,2.0,4307292.0,4307292.0,0.011801,0.011801
020301040202,1.0,4307292.0,4307292.0,0.011801,0.011801
020402020404,1.0,4307292.0,4307292.0,0.011801,0.011801
030202011103,1.0,4307292.0,4307292.0,0.011801,0.011801
051202020203,1.0,4307292.0,4307292.0,0.011801,0.011801
051202020502,1.0,4307292.0,4307292.0,0.011801,0.011801
051202040105,1.0,4307292.0,4307292.0,0.011801,0.011801
051202040603,1.0,4307292.0,4307292.0,0.011801,0.011801
051401010802,1.0,4307292.0,4307292.0,0.011801,0.011801
