HUC_12,BW_Demand
070700030503,1579.10483885
070700030504,855.307126522
070700030601,1567.25475502
070700030602,1859.82115602
070700030603,1301.36889458
070700030701,1000.74791098
070700030702,1086.97881603
070700030703,1161.21403646
070700030704,2031.71684837
070700030705,5622.64409566
070700030801,2648.63860607
070700030802,1624.06999302
070700030803,1807.12598848
070700030804,915.901817799
070700030901,2966.17125797
070700030902,1184.07198906
070700030903,2986.30741024
070700030904,1116.14113045
070700031001,793.40422678
070700031002,917.880924702
070700031003,749.201815367
070700031004,749.276413441
070700031005,718.16493392
070700031101,1303.44749451
070700031102,1330.93379569
070700031103,1119.21492243
070700031104,876.482021332
070700031105,2272.03858495
070700031106,1467.12245703
070700031201,4291.56419563
070700031202,1113.12724209
070700031301,10038.1890156
070700031401,2395.104285
070700031402,1525.84050012
070700031501,1330.50334287
070700031502,762.909055471
070700031503,1048.62149382
070700031504,1602.5800941
070700031505,877.967490196
070700031506,1371.24927473
070700031507,1415.69946051
070700031508,780.252565861
070700031601,1589.89819646
070700031602,2560.87076211
070700031603,1480.64338017
070700031604,1404.63824844
070700031605,958.64354682
070700031701,2181.80490971
070700031702,3100.76560354
070700031703,1091.51281118
070700031704,1997.80490303
070700031801,804.513441086
070700031802,1952.80154276
070700031803,3094.51243138
070700031804,1296.93224525
070700031805,2056.82376003
070700031806,3068.55087757
070700031807,1239.73000383
070700031808,896.203701019
070700031809,1427.84345436
070700031901,915.208026409
070700031902,1302.95308971
070700031903,2819.74804735
070700031904,2762.21191788
070700031905,2324.99473143
070700031906,1887.90683222
070700031907,1181.99358702
070700031908,4050.92257977
070700040101,1112.55916667
070700040102,1528.31991768
070700040103,941.081248522
070700040104,820.341710567
070700040105,783.746684313
070700040106,750.797944069
070700040107,601.316530943
070700040108,816.478216171
070700040201,707.495918274
070700040202,1011.15522766
070700040203,1666.37018251
070700040204,1867.68068385
070700040205,1496.36046553
070700040206,1855.88270903
070700040207,2619.83414316
070700040301,2259.69764709
070700040302,1704.21531153
070700040303,2209.24225187
070700040304,2349.68954659
070700040305,1342.57535172
070700040401,1126.09285641
070700040402,1231.88256836
070700040403,1196.59399462
070700040404,1729.75515079
070700040405,1736.32453489
070700040406,2182.05131435
070700050101,4240.93066025
070700050102,5869.33506107
070700050103,2949.14058971
070700050104,2824.53244114
070700050105,2889.55128193
070700050201,2119.31490803
070700050202,4504.80323696
070700050203,2227.28208447
070700050204,5088.95094585
070700050205,3287.32620811
070700050206,4738.7244463
070700050301,2052.29856157
070700050302,3035.6159153
070700050303,4189.08758593
070700050401,1806.75601006
070700050402,2529.62613821
070700050403,2461.42004633
070700050404,1825.6715827
070700050405,1489.37350225
070700050501,2846.82141304
070700050502,3497.53012609
070700050503,2547.53338099
070700050504,1180.7322464
070700050601,2831.64943695
070700050602,1407.15180826
070700050603,646.070196629
070700050701,1483.05287123
070700050702,1205.24806166
070700050703,1463.01330328
070700050704,1417.79223919
070700050705,1179.37003756
070700050801,1594.06327915
070700050802,966.861091137
070700050803,961.065681458
070700050804,2327.5693326
070700050901,901.994391441
070700050902,1070.97197723
070700050903,1604.27673578
070700051001,1404.56391191
070700051002,1997.53963852
070700051003,723.20705986
070700051101,1366.76557398
070700051102,1615.62008548
070700051103,2104.45155287
070700051104,1202.73299456
070700051105,852.817202091
070700051106,837.663172722
070700051107,1815.46037579
070700051108,1052.6225276
070700051201,1564.37345791
070700051202,2778.04919481
070700051203,804.615035534
070700051204,1573.19736481
070700051205,3015.73878956
070700051206,913.804733753
070700051207,1191.19892454
070700051301,1628.15903521
070700051302,1670.6214602
070700051303,1030.62743425
070700051401,646.665825367
070700051402,904.473315001
070700051403,872.350779057
070700051404,1124.80915213
070700051405,758.31286478
070700051406,2480.61644101
070700051407,1156.75988269
070700051501,1085.55022407
070700051502,664.806138039
070700051503,966.438416958
070700051504,1069.36917949
070700051601,1026.15033674
070700051602,563.532956362
070700051603,742.019786358
070700051701,870.014955997
070700051702,1027.08612084
070700051703,894.236610413
070700051704,670.535778522
070700051705,958.473186731
070700051706,607.405750036
070700051707,1316.42598581
070700051801,712.369223595
070700051802,764.678921938
070700051803,519.999919176
070700051804,1603.24053717
070700060101,1474.59490943
070700060102,1703.48241806
070700060103,376.173283577
070700060104,1392.18080163
070700060201,515.105926037
070700060202,1661.15670562
070700060203,701.743182659
070700060204,457.20903945
070700060205,1104.21996522
070700060301,1289.15999317
070700060302,1508.37525749
070700060303,995.13154006
070700060304,845.806665421
070700060305,438.43111968
070700060306,964.036221027
070700060307,1378.96720672
070700060308,635.435895443
070700060309,545.350019932
070700060310,1251.4728179
070700060401,677.308787107
070700060402,1383.76214933
070700060403,1708.5756824
070700060404,869.827768803
070700060501,403.388653278
070700060502,892.040704012
070700060503,379.796048164
070700060504,766.064930916
070700060505,1175.02779078
070700060506,468.154178143
070700060507,552.871589661
070801010101,902.92391181
070801010102,2781.88138747
070801010201,1385.26224232
070801010202,1733.00225997
070801010203,1469.37507153
070801010204,1978.22651458
070801010301,1594.4101038
070801010302,1532.89293671
070801010401,1059.68237042
070801010402,1393.56561995
070801010403,919.464224339
070801010404,1557.53882742
070801010405,900.914165974
070801010406,2433.7954154
070801010501,1424.22360039
070801010502,1146.60057497
070801010601,2925.13715196
070801010602,1481.84609318
070801010603,1882.50791883
070801010604,601.035060644
070801010605,2133.48871207
070801010701,919.686027288
070801010702,1219.83673906
070801010703,635.355482578
070801010704,616.687072992
070801010705,2482.82896519
070801020101,437.966112375
070801020102,1290.93834829
070801020103,1447.63408279
070801020201,1274.4676435
070801020202,1446.68727589
070801020203,732.491225958
070801020204,924.651022911
070801020301,1285.82718492
070801020302,1490.56862807
070801020303,900.396508694
070801020401,1174.50627995
070801020402,809.666651011
070801020403,673.334910393
070801020501,1157.64497614
070801020502,818.777478456
070801020503,732.094112873
070801020504,1462.69629169
070801020505,1027.87835169
070801020601,1385.01421452
070801020602,859.345580816
070801020603,882.980910063
070801020604,709.737476349
070801020701,810.587522984
070801020702,539.975038052
070801020703,619.441406727
070801020704,811.586665869
070801020801,507.297574043
070801020802,1188.31549144
070801020803,1724.0546186
070801020804,565.520075083
070801020805,958.362745047
070801020806,1014.49951649
070801020901,548.779130697
070801020902,823.507144928
070801020903,924.760788679
070801020904,1301.0204227
070801020905,1488.05142021
070801020906,1703.17993808
070801021001,1164.37531734
070801021002,1270.67905688
070801021003,1453.59111857
070801030101,568.143205166
070801030102,741.028044939
070801030103,552.861267805
070801030104,1479.75439262
070801030201,1985.83925533
070801030202,1134.39118099
070801030203,1149.82632947
070801030301,1912.0381608
070801030302,762.166298866
070801030303,2057.73465228
070801030401,1379.22167611
070801030402,809.538455963
070801030403,753.518370152
070801030404,610.065109968
070801030405,1311.54510689
070801030406,1995.2885015
070801030407,1313.25714707
070801030408,561.964878082
070801030409,1236.42251229
070801030501,1151.75343633
070801030502,2293.16294694
070801030601,999.578768492
070801030602,1124.83256269
070801030603,2193.82710099
070801030604,1008.19066691
070801030605,968.278609753
070801030606,1467.64262533
070801030607,1890.19112015
070801040101,978.526245594
070801040102,1582.06487417
070801040201,1197.47286153
070801040202,1212.8149128
070801040301,849.946573973
070801040302,1105.39503741
070801040401,1982.00345159
070801040402,2926.10525107
070801040403,1808.36940289
070801040404,831.668970585
070801040405,1124.93653679
070801040501,1599.77090025
070801040502,807.372537136
070801040503,575.0917449
070801040504,1140.44041634
070801040505,1881.23213363
070801040601,1066.61053896
070801040602,689.903645515
070801040603,1295.83863807
070801040701,1166.74270129
070801040702,1544.89045811
070801040801,2468.47602105
070801040802,1655.26852965
070801040803,1017.94861865
070801040901,615.358968019
070801040902,939.536910295
070801040903,988.723357677
070801041001,1344.81126809
070801041002,928.90487051
070801041003,1180.61657071
070801041004,1069.0171299
070801041005,966.733691454
070801041006,1029.50806499
070801041007,1229.50629759
070801041101,988.929885387
070801041102,683.392402172
070801041103,600.513234377
070801041201,808.452966928
070801041202,779.33991909
070801041203,878.997014523
070801041204,1202.22629571
070801041301,1299.49501348
070801041302,1106.14012146
070801041401,805.711422682
070801041402,807.909161329
070801041501,954.915958881
070801041502,861.485952854
070801041503,558.538067341
070801041504,362.307828426
070801041505,603.830546379
070801041601,472.158657551
070801041602,852.738489151
070801041603,331.88211906
070801041604,982.556868553
070801041605,497.685693264
070801041701,465.977803588
070801041702,793.485134482
070801041703,919.98389852
070801041704,1299.01839685
070801041705,1014.85156751
070801041801,375.188073874
070801041802,602.19337225
070801041803,432.845327616
070801041804,388.24805367
070801041805,816.067463756
070801041806,622.971284986
070801050101,1315.01003122
070801050102,578.53861475
070801050201,923.639134526
070801050202,620.629750729
070801050301,440.878558636
070801050302,934.475343943
070801050303,938.74491334
070801050304,1092.4557507
070801050305,638.344717026
070801050306,1298.22456002
070801050307,1285.70583224
070801050401,943.30520916
070801050402,878.188413858
070801050403,817.075251102
070801050404,732.173695803
070801050405,676.20484519
070801050406,993.735049248
070801050501,680.302440882
070801050502,1555.40283537
070801050601,549.638275623
070801050602,1192.68435192
070801050603,742.99685955
070801050604,1300.47925639
070801050701,1151.58304858
070801050702,1497.87614965
070801050801,1190.74675417
070801050802,677.852565289
070801050803,699.515160799
070801050804,647.353769302
070801050805,1050.04504061
070801050901,691.789167404
070801050902,1062.01469135
070801050903,1233.2933538
070801050904,1825.63079
070801050905,1178.07773829
070801050906,1021.00932503
070801050907,859.991571665
070801050908,1376.72579741
070801051001,1176.116611
070801051002,804.08416152
070801051101,827.171973705
070801051102,1034.99543405
070801051103,1792.19351864
070801051104,1723.93908691
070801051105,892.578687668
070801051106,1684.60388875
070801051201,1070.84479284
070801051202,1231.51409698
070801051203,1395.85054851
070801051204,1008.39137745
070801051205,439.038673759
070801051206,838.596922278
070801051207,371.766761899
070801051208,1077.63733578
070801060101,1289.76281404
070801060102,1633.19625926
070801060103,1621.04272652
070801060104,1454.86479425
070801060105,1088.32193375
070801060201,506.033893347
070801060202,802.993356705
070801060203,1666.34828043
070801060204,464.569628954
070801060205,594.368017673
070801060206,517.916389704
070801060301,889.867412329
070801060302,826.118862391
070801060401,1265.44023514
070801060402,1044.22067213
070801060403,637.286218405
070801060404,1132.38987947
070801060501,549.328790903
070801060502,688.889602184
070801060503,993.31746459
070801060601,843.48658371
070801060602,879.402149558
070801060603,1199.82851171
070801060604,996.992158294
070801070101,1422.3000741
070801070102,1333.30763364
070801070103,406.046410799
070801070201,1016.52046967
070801070202,585.60258007
070801070203,595.53101325
070801070204,799.948442459
070801070205,543.527220011
070801070206,437.421695232
070801070301,535.023953319
070801070302,976.455258965
070801070303,756.198409796
070801070304,514.670613527
070801070305,447.186832547
070801070306,432.07996583
070801070307,1112.91160083
070801070401,404.074474573
070801070402,673.399046779
070801070403,424.977527976
070801070404,714.464299321
070801070501,582.62632978
070801070502,804.312716365
070801070601,1316.35449576
070801070602,1205.86057389
070801070603,345.531309605
070801070604,1195.34580255
070801070701,478.690786958
070801070702,916.507030249
070801070703,382.502481341
070801070704,469.674566746
070801070705,332.64380753
070801070706,359.110689163
070801070707,1070.36157787
070801070708,1114.70735514
070801070709,618.939846873
070801070710,521.386874914
070801070801,462.350045681
070801070802,503.114382505
070801070803,758.981662989
070801070804,407.364100218
070801070805,583.678999424
070801070901,515.979853153
070801070902,571.835782528
070801070903,988.672800541
070801070904,448.822567701
070801070905,1390.83734214
070801071001,524.560237527
070801071002,920.701039672
070801071003,376.916739702
070801071004,371.548618555
070801071005,543.651552081
070801071006,1325.04600239
070802010101,1488.4496839
070802010102,2942.35531235
070802010103,1107.23019552
070802010104,1244.54567266
070802010201,3155.82805204
070802010202,1546.74341011
070802010203,1872.28723955
070802010204,2738.29731512
070802010205,1555.31072593
070802010206,2330.7125001
070802010301,1005.83881426
070802010302,1417.31620407
070802010401,843.693728209
070802010402,1013.46883178
070802010403,1015.04457641
070802010501,1137.27575445
070802010502,1179.01838756
070802010503,1330.93025017
070802010504,1847.73551416
070802010505,1018.08514071
070802010601,599.652427197
070802010602,1015.79880166
070802010603,953.58952117
070802010604,780.907712698
070802010605,1478.42596745
070802010701,1009.46882915
070802010702,1084.07995343
070802010703,1317.63671589
070802010801,764.274468422
070802010802,1308.4526279
070802010803,1133.55126452
070802010901,423.015715361
070802010902,944.759549618
070802010903,586.542432547
070802011001,1099.93157959
070802011002,521.370510101
070802011003,761.721187353
070802011004,644.707894802
070802011005,849.535874844
070802011101,895.151992559
070802011102,646.534224749
070802011103,735.622837067
070802011201,616.728224039
070802011202,567.556110859
070802011203,850.986528873
070802011204,1140.18878675
070802011205,552.731107235
070802020101,1720.71397257
070802020102,1240.79124761
070802020103,998.243214607
070802020104,1400.886374
070802020105,1391.424824
070802020106,1804.38341141
070802020107,603.563735962
070802020201,512.482138634
070802020202,1453.78283834
070802020203,520.189679146
070802020301,678.319280148
070802020302,403.94879055
070802020303,1443.22100186
070802020304,1213.7710948
070802020401,599.326891661
070802020402,368.692050219
070802020403,654.724198222
070802020501,1249.36150527
070802020502,388.601736307
070802020503,1124.4924897
070802020504,741.822841406
070802020601,798.590253353
070802020602,466.880740166
070802020603,385.374079108
070802020604,703.767186642
070802020605,784.493258834
070802020701,451.803564191
070802020702,1223.91668761
070802020703,413.067080021
070802020704,814.514100552
070802020705,1237.41707206
070802030101,1121.82971597
070802030102,1177.6122241
070802030103,971.047434092
070802030104,1145.65868306
070802030105,456.771197557
070802030106,1123.85643959
070802030107,601.778221846
070802030108,842.532635331
070802030109,1078.48470175
070802030201,526.333918214
070802030202,458.66234231
070802030203,1286.49579787
070802030301,614.091889858
070802030302,508.516959906
070802030303,543.766910791
070802030304,817.020471811
070802030305,567.154752851
070802030306,746.279251933
070802030401,913.581351757
070802030402,736.429562807
070802040101,921.260626793
070802040102,716.079703093
070802040201,456.66249609
070802040202,1050.307693
070802040203,824.601562738
070802040204,607.464689732
070802040301,499.777806878
070802040302,741.236240625
070802040303,728.356614113
070802040304,417.817503333
070802040305,462.423471332
070802040306,498.179138064
070802040401,514.481717706
070802040402,696.463984251
070802040501,609.569304585
070802040502,687.964231133
070802040503,573.616140246
070802040504,850.272464275
070802040601,437.579837441
070802040602,761.475711703
070802040603,535.263180614
070802040604,523.028850317
070802040605,953.169304371
070802040606,918.674948454
070802040607,1338.25800776
070802050101,1043.52459264
070802050102,1433.80855989
070802050103,558.563281536
070802050201,981.597003579
070802050202,1009.35791457
070802050203,515.478608608
070802050204,898.543998718
070802050301,860.107801914
070802050302,608.98687768
070802050303,604.599279642
070802050304,1493.87985039
070802050401,1106.67915583
070802050402,932.357938766
070802050403,1236.24357104
070802050501,603.148293734
070802050502,800.832672119
070802050503,719.873630524
070802050504,1585.53021717
070802050505,772.715771437
070802050601,965.714877844
070802050602,1104.70512938
070802050701,799.512661219
070802050702,765.646384954
070802050703,1595.50694752
070802050801,911.408542633
070802050802,622.360612154
070802050803,940.419256926
070802050804,605.081923008
070802050805,690.646033049
070802050806,910.334065437
070802050807,1480.8237958
070802050808,1777.49511695
070802050809,1663.24116254
070802050901,1074.19768357
070802050902,511.250913382
070802050903,647.67682457
070802050904,1100.62358594
070802050905,946.477574348
070802050906,1402.75855732
070802050907,971.820184231
070802051001,1108.49455833
070802051002,1732.36775351
070802051003,1181.86407852
070802051004,1739.51360774
070802051005,1314.26259494
070802051101,1413.59074926
070802051102,894.49405241
070802051103,594.325485706
070802051104,1293.52055669
070802051105,653.565266371
070802051201,488.375564814
070802051202,963.748016834
070802051203,900.880839825
070802051204,823.648724794
070802051301,966.197155237
070802051302,1527.32722354
070802051401,1143.6422019
070802051402,987.291338444
070802051403,803.619656324
070802051404,1745.70015097
070802051405,2167.51617837
070802051501,903.0578022
070802051502,1067.33090878
070802051503,1057.18628645
070802051504,1397.65113401
070802051505,969.022753
070802051506,740.760797024
070802051507,2446.99498892
070802060101,1265.87062025
070802060102,1377.43761063
070802060103,1169.29417729
070802060201,1497.395051
070802060202,938.541891098
070802060203,1701.98763347
070802060301,1158.75784349
070802060302,978.678957462
070802060401,1330.27902269
070802060402,976.027944803
070802060403,1186.37041974
070802060404,645.891775131
070802060405,2177.52963972
070802060406,792.554944992
070802060407,834.580801487
070802060501,1693.41634178
070802060502,1643.72457886
070802060503,620.895219088
070802060601,1258.53015566
070802060602,1493.80362463
070802060603,1225.80935383
070802060701,837.121058702
070802060702,1980.51102066
070802060703,1121.79673719
070802060704,1414.08750582
070802060705,729.954977751
070802060801,627.696557283
070802060802,724.021165609
070802060803,1161.15661335
070802060804,1118.50942087
070802060805,1168.90859842
070802060806,1109.5880065
070802060807,902.400274038
070802070101,866.112427115
070802070102,429.170042753
070802070103,447.706662178
070802070104,978.619172215
070802070201,448.666739106
070802070202,438.786495924
070802070203,1130.94905996
070802070204,905.625975609
070802070205,792.925515413
070802070301,720.349951982
070802070302,674.912734747
070802070303,432.503522158
070802070304,644.324734807
070802070305,362.146923304
070802070306,420.370420694
070802070307,431.663542509
070802070308,680.338418722
070802070309,780.70223856
070802070310,373.127127886
070802070311,384.681591749
070802070401,1289.04406631
070802070402,488.0195961
070802070501,969.916222811
070802070502,768.67888093
070802070601,1126.50296175
070802070602,963.023253798
070802070603,716.963088274
070802070604,690.666460991
070802070701,1315.78115106
070802070702,1568.99275208
070802070801,456.184073448
070802070802,765.278810263
070802070803,1124.59874225
070802070804,1436.95781255
070802070805,720.010509014
070802070901,1308.88472927
070802070902,1342.66152549
070802070903,685.40768528
070802070904,746.697835445
070802070905,1042.12989736
070802080101,1105.37233496
070802080102,854.41328311
070802080201,473.865396261
070802080202,628.050518274
070802080203,893.413951159
070802080204,735.472426414
070802080205,899.036833763
070802080206,317.964774847
070802080301,1137.27134418
070802080302,1343.66049385
070802080401,1352.73639083
070802080402,957.138167381
070802080403,928.232222557
070802080404,621.185271978
070802080405,1462.4540844
070802080406,782.81930089
070802080407,1198.8241179
070802080501,893.552930832
070802080502,1464.71802926
070802080503,465.514823914
070802080504,758.142627239
070802080505,928.800731182
070802080506,975.976550579
070802080507,917.396188974
070802080601,785.129739285
070802080602,1177.96214366
070802080603,637.891684771
070802080701,1732.53083253
070802080702,1192.07568669
070802080703,1598.77307391
070802080801,1357.27602005
070802080802,1321.86459494
070802080803,1031.92752028
070802080804,476.46372509
070802080805,607.301898956
070802080806,1431.2597177
070802080901,722.107821465
070802080902,888.590102196
070802080903,610.926336765
070802080904,1226.6042316
070802081001,612.850563526
070802081002,985.267855167
070802081003,1756.07602549
070802081004,1053.98161745
070802081005,540.970469475
070802081006,1909.88087773
070802081007,1512.8658998
070802081008,1024.74232459
070802081009,1945.45749378
070802090101,1063.73937416
070802090102,1347.82021356
070802090103,1136.11705208
070802090201,1058.01589131
070802090202,1045.84574723
070802090203,969.289247036
070802090204,1100.50050187
070802090205,880.631394148
070802090206,875.353592873
070802090207,1722.83958077
070802090301,581.522237301
070802090302,1180.05840254
070802090401,1599.53634453
070802090402,828.459430933
070802090403,1116.28028536
070802090404,816.472243786
070802090405,515.782249451
070802090406,521.449545145
070802090407,508.408432961
070802090408,578.891722679
070802090501,450.488280058
070802090502,777.591311693
070802090503,1050.82413054
070802090504,997.676544905
070802090601,1084.75133514
070802090602,960.019374371
070802090603,1224.02886963
070802090604,583.749360561
070802090605,727.209522724
070802090606,1234.55306602
070802090701,1299.2266407
070802090702,946.912962198
070802090703,1689.52864003
070802090704,1001.81825018
070802090705,635.949492216
070802090801,848.951032877
070802090802,524.873163462
070802090803,1214.85250044
070802090804,528.338556528
070802090805,838.9462955
070802090806,1324.53274441
070802090901,907.908530712
070802090902,944.465137005
070802090903,441.203325272
070802090904,452.963742971
070802090905,775.729677916
070802090906,583.435606241
070802091001,795.475255251
070802091002,963.445128202
070802091101,891.856926918
070802091102,645.9070611
070802091103,742.47784996
070802091104,1661.72860289
070900010101,3499.33800888
070900010102,4487.81542587
070900010103,3738.43464661
070900010104,5399.13077164
070900010105,9918.31228256
070900010106,4753.6875267
070900010107,7235.61502838
070900010201,5579.60614491
070900010202,4653.9798708
070900010203,6856.66670322
070900010204,2419.69072342
070900010205,3404.85991287
070900010206,10241.0242634
070900010207,8426.44062901
070900010301,3839.72582817
070900010302,7581.96165848
070900010303,6775.9413929
070900010401,5916.72058487
070900010402,8167.01590347
070900010403,6772.74446106
070900010501,13715.4595261
070900010502,7724.26971054
070900010503,4749.95973778
070900010504,6865.72974586
070900010601,3582.17266846
070900010602,4441.0730896
070900010603,6038.59285545
070900010604,10984.11022
070900010605,3575.56591606
070900010606,5021.16913414
070900010607,4656.29540634
070900010608,6519.32708359
070900010701,6299.82261848
070900010702,5914.00234699
070900010703,6042.74597836
070900010704,6113.82142162
070900010801,6160.7247982
070900010802,7723.2008543
070900010803,5142.08066559
070900010804,3539.4364748
070900010901,2207.76143932
070900010902,7645.47296429
070900010903,4930.11220551
070900010904,9446.22111702
070900010905,5031.06668663
070900010906,6082.01850796
070900010907,4904.89653301
070900010908,4298.05908775
070900010909,9346.12260056
070900011001,6863.87608528
070900011002,7402.80571461
070900011003,4691.1354599
070900011004,10140.9700222
070900011005,4556.1095829
070900011101,5014.48956871
070900011102,4880.94545555
070900011103,9171.94283867
070900011104,6451.93613434
070900011105,5060.79483795
070900020101,13635.1918755
070900020102,10522.1182652
070900020201,4048.58870697
070900020202,6188.2456646
070900020203,7205.09643745
070900020301,13274.7133999
070900020302,5763.65727615
070900020303,5497.57126236
070900020304,7680.21886826
070900020305,9596.67650223
070900020306,8162.12480354
070900020401,5603.92282581
070900020402,4493.00343704
070900020403,7949.375247
070900020404,9125.40921211
070900020405,4906.36696243
070900020501,5002.46716595
070900020502,3265.39490795
070900020503,4212.68223667
070900020504,4468.95848274
070900020601,4367.76437187
070900020602,3490.32159138
070900020603,2981.90622234
070900020604,5777.68851662
070900020701,3910.13128853
070900020702,8575.85631561
070900020703,3870.24799824
070900020801,5102.44017601
070900020802,5411.24224472
070900020803,3521.3540535
070900020901,5855.00228119
070900020902,5131.28958988
070900020903,4689.23095131
070900020904,3546.31799316
070900020905,3958.50903988
070900021001,9213.22317696
070900021002,10413.1371346
070900021003,13327.3696365
070900021004,5569.40102577
070900021005,8282.14417267
070900021006,2692.54970741
070900021101,8219.0852108
070900021102,7911.95901871
070900021201,8083.43399334
070900021202,3564.13258934
070900021301,6632.64395332
070900021302,3976.42614365
070900021303,8703.17523766
070900021401,4552.48612404
070900021402,9260.23011208
070900021403,8234.89577293
070900021404,5785.64661598
070900021405,11114.315958
070900021406,7464.26381302
070900021407,8442.7679615
070900021408,6465.50780869
070900021501,3772.18043709
070900021502,9933.45133495
070900030101,2362.65803385
070900030102,1818.61941957
070900030103,1572.4024725
070900030201,964.791733265
070900030202,835.79706955
070900030203,778.174533844
070900030204,1186.3338151
070900030301,1697.26284742
070900030302,918.972797394
070900030303,1046.01391172
070900030304,2705.1308589
070900030305,2291.63496161
070900030306,1002.70479536
070900030401,1489.3256731
070900030402,897.128946781
070900030403,1077.13238239
070900030404,632.420360565
070900030501,2601.1331687
070900030502,3229.92800093
070900030601,1250.48245573
070900030602,2522.45487356
070900030603,1191.11521959
070900030701,1124.57170248
070900030702,1360.27156401
070900030703,985.736279488
070900030801,1669.80465746
070900030802,1316.90218306
070900030803,1995.83386374
070900030804,1199.60590982
070900030805,1447.65906
070900030806,1950.60978889
070900030901,1468.91440392
070900030902,1984.57240105
070900030903,2721.55979538
070900030904,2182.84938765
070900031001,1839.36886072
070900031002,1158.12488508
070900031003,2463.01677752
070900031004,1420.03923941
070900031005,1293.2282877
070900031006,2370.17518425
070900031101,3443.34358406
070900031102,2951.72501802
070900031103,2993.04716206
070900031104,1484.60230684
070900031201,1337.64577675
070900031202,2435.92612267
070900031203,1565.92841578
070900031204,2222.64431524
070900031301,1097.27012777
070900031302,2499.79414749
070900031303,2072.01656437
070900031304,1564.69101667
070900031305,1862.80255699
070900031306,3188.64956999
070900031401,1264.40730953
070900031402,1379.28793812
070900031403,6000.31302261
070900031404,2085.52084255
070900031405,4862.41179943
070900031406,4354.04892254
070900031501,3792.24599552
070900031502,3730.02126884
070900031503,3672.48901749
070900031601,2527.42314243
070900031602,4163.49319649
070900031603,5781.0090332
070900031604,5452.81480312
070900040101,1675.26186848
070900040102,2909.61127758
070900040103,1858.98959827
070900040201,4632.57375145
070900040202,5017.79982758
070900040203,2656.20777035
070900040301,5279.97179317
070900040302,5393.21399975
070900040401,2980.02277136
070900040402,4395.4695096
070900040403,2286.64405537
070900040404,2984.69985962
070900040501,4998.9617691
070900040502,2540.47216225
070900040503,3274.30307865
070900040601,2196.24834061
070900040602,2918.92438793
070900040603,2050.71091366
070900040604,2780.91663933
070900040605,3018.9997406
070900040701,2098.95028305
070900040702,3685.56069851
070900040703,4857.08232021
070900040704,2179.24625492
070900040705,5196.50895691
070900040801,2020.12935162
070900040802,3724.96449184
070900040803,3790.14777756
070900050101,8378.11969566
070900050102,4500.98370934
070900050103,4645.82923126
070900050104,7466.69905472
070900050105,5023.98114777
070900050106,7975.41308975
070900050107,10077.2802639
070900050201,1430.02306938
070900050202,4620.4203124
070900050203,5044.35487175
070900050301,6143.84775639
070900050302,4327.08645535
070900050303,2846.57621765
070900050304,3055.12443733
070900050305,1929.85434723
070900050306,7101.93031025
070900050401,3991.80400848
070900050402,3556.10147381
070900050403,2818.74173641
070900050404,5828.24000835
070900050405,3459.75970364
070900050406,3488.88956547
070900050407,5729.4164505
070900050408,4734.50188351
070900050501,1277.54140282
070900050502,1440.93559122
070900050503,2746.32954168
070900050601,1612.24840355
070900050602,1942.9370141
070900050603,2425.36197662
070900050604,3743.85029364
070900050605,1382.87374401
070900050606,2434.11698914
070900050607,2505.74622011
070900050608,1512.89189291
070900050609,1150.70433044
070900050610,1892.02146864
070900050701,603.479073048
070900050702,926.488456726
070900050703,665.764323235
070900050704,590.200657845
070900050705,1891.57689714
070900050706,3897.37070179
070900050707,1704.76812363
070900050708,860.585740566
070900050709,2554.30660081
070900050801,524.711169958
070900050802,402.164717197
070900050803,1177.68311143
070900050804,2604.5141294
070900050901,1602.81780529
070900050902,2227.76580262
070900050903,1312.33971882
070900050904,1984.18313503
070900050905,828.689311028
070900050906,1988.25306821
070900051001,1452.51321936
070900051002,2260.3605125
070900051003,652.412140131
070900051004,1935.1741538
070900051101,2215.89203405
070900051102,583.03717804
070900051103,1353.30281544
070900051104,2637.70280051
070900051201,1017.43113208
070900051202,1506.77023745
070900051301,1150.55039454
070900051302,2621.8441906
070900060101,4648.61986923
070900060102,9867.23470116
070900060103,10974.6402073
070900060104,4074.95539093
070900060105,9515.66187096
070900060201,5096.44709206
070900060202,11564.561655
070900060203,4246.42210579
070900060204,10873.7930603
070900060205,14165.0235939
070900060206,7945.98374176
070900060207,4663.01011467
070900060208,8163.71067429
070900060301,7656.13575745
070900060302,2735.75935364
070900060303,6113.09892654
070900060304,3132.03633881
070900060305,2441.79992294
070900060306,10233.6155968
070900060401,6172.57315063
070900060402,10129.8470745
070900060501,6862.25723076
070900060502,8809.26606941
070900060503,4506.55929184
070900060504,8432.83692169
070900060601,4126.09076881
070900060602,9198.40881729
070900060603,4232.97480202
070900060604,6563.92615509
070900060605,6361.99367332
070900060606,3692.68914413
070900060607,8629.64281654
070900060608,9938.70530128
070900060609,10796.7643223
070900060701,7773.93016052
070900060702,5759.94212055
070900060703,6176.63301945
070900060704,4169.54539967
070900060801,6021.29556084
070900060802,5863.72941208
070900060803,4362.00225735
070900070101,3846.0826149
070900070102,6412.48500252
070900070103,2876.36851025
070900070104,3753.48695087
070900070105,2999.85218859
070900070106,2996.98061609
070900070201,2697.35321569
070900070202,3384.03653908
070900070203,1270.30512476
070900070204,1336.28496599
070900070205,935.36140871
070900070206,2059.38179159
070900070207,2792.47542405
070900070208,578.716264725
070900070301,757.858431101
070900070302,1830.95035887
070900070303,856.292510271
