HUC_12,PAGHYD80
010500020701,2.74999980428
010500020702,1.58867319637e-06
010500020703,0.299999908652
010500020801,0.689999981286
010500020802,0.669999991269
010500020803,0.460000006366
010500020804,0.0599999932353
010500020805,2.96512408711e-08
010500020901,0.0400003192489
010500020902,1.35000002224
010500020903,0.989999975257
010500020904,0.600000008968
010500020905,0.260000232651
010500020906,0.449999999839
010500020907,0.0
010500020908,0.309999990242
010500021001,0.199999998823
010500021002,0.710000102875
010500021003,0.0600000940776
010500021004,0.349999997375
010500021005,2.0299995647
010500021006,0.0199999949733
010500021007,0.0
010500021008,4.87354570816e-08
010500021101,6.92011534186e-08
010500021102,0.420000033731
010500021103,0.38999999159
010500021104,None
010500021105,1.98783098617e-08
010500021106,0.0600000213019
010500021107,None
010500021108,1.01914864553e-08
010500021109,0.309999999448
010500021110,0.0
010500021111,3.06332361109e-09
010500021201,0.389999987361
010500021202,0.100000000866
010500021203,0.130000002285
010500021204,0.130000015843
010500021205,0.100000015617
010500021206,0.0500000153349
010500021207,0.0500000182971
010500021208,0.279999988361
010500021209,0.269999997557
010500021210,0.440000012058
010500021211,0.139999979152
010500021212,0.170000037459
010500021213,0.0400000080385
010500021214,0.100000007138
010500021215,1.0399997982
010500021301,0.249999997286
010500021302,0.510000003824
010500021303,0.290000006528
010500021304,0.52999999658
010500021401,0.149999997422
010500021402,0.400000039762
010500021403,0.410000002748
010500021404,0.349999972013
010500021405,0.829999950495
010500021406,0.979999972964
010500021407,0.319999997634
010500021408,0.369999998126
010500021409,0.0
010500021410,0.0
010500021501,0.0799999999039
010500021502,0.0200000224045
010500021503,0.239999993041
010500021504,0.499999881532
010500021505,1.59999963846
010500021506,0.210000078135
010500021507,0.380000003777
010500021508,0.469999960612
010500021509,7.30536712107e-10
010500021601,1.1499999939
010500021602,1.5299999574
010500021701,0.520000062461
010500021702,0.180000026993
010500021703,0.0200000017049
010500021801,2.6599998797
010500021802,0.849999974986
010500021803,0.670000001325
010500021901,0.58000001398
010500021902,0.68000001963
010500021903,0.350000095191
010500021904,0.57000006851
010500021905,3.47999891578
010500021906,6.02999989174
010500021907,1.14000016278
010500021908,0.439999899925
010500021909,0.0100000164191
010500030101,0.399999996676
010500030102,0.860000008034
010500030103,1.22999999301
010500030104,1.2200000303
010500030105,1.60000005331
010500030106,3.769999827
010500030107,3.6299998391
010500030201,1.06000009363
010500030202,2.01000035772
010500030203,3.80999990323
010500030204,0.580000002177
010500030205,0.0899999623664
010500030206,1.46544689111e-08
010500030301,0.630000278299
010500030302,1.80000007803
010500030303,0.160000103756
010500030304,0.519999982681
010500030305,0.190000016076
010500030306,0.119999995726
010500030307,4.81601405013e-09
010500030401,0.300000082911
010500030402,1.84999999522
010500030403,0.96999998669
010500030404,1.75999995068
010500030405,0.77000023438
010500030406,1.38000008359
010500030501,1.11999989258
010500030502,0.469999974438
010500030503,0.260000012118
010500030504,9.32209664989e-10
010500030601,6.52999901324
010500030602,0.460000124976
010500030603,0.510000098026
010500030604,0.200000319692
010500030605,7.99930171966e-06
010500030606,5.65984287886e-08
010500040203,0.0700000120354
010500040204,0.369993544165
010500040401,0.200000059483
010500040402,0.239999990512
010500040403,0.459999970887
010500040404,0.479999977855
010500040501,0.629999937823
010500040502,0.440000000812
010500040601,0.369999983966
010500040602,0.593424668427
010500040603,1.27049203605
010500040604,0.300000041838
010500040605,0.689999956576
010500040606,0.440000011135
010500040701,None
010500040702,0.150000011128
010500040901,2.75000000355
010500040902,1.32755961904
010500040903,2.41456917908e-05
010500040904,0.729999903104
010600010101,0.289999999674
010600010102,0.269999998367
010600010103,0.279999993404
010600010104,0.09000000283
010600010105,0.220000000616
010600010106,0.140000001028
010600010107,0.130000017812
010600010108,0.229999999576
010600010109,0.0300000105539
010600010110,0.110000046178
010600010201,2.4199999759
010600010202,1.05000007052
010600010203,2.01000007839
010600010204,3.95999980829
010600010205,2.82999999462
010600010206,1.75999999415
010600010301,2.71000011797
010600010302,6.55999972696
010600010303,4.56999984149
010600010304,5.91999956134
010600010305,1.62000012611
010600010306,1.19000000448
010600010401,6.19000004998
010600010402,2.5499997647
010600010501,7.38999992034
010600010502,0.819999383049
010600010503,2.97000021584
010600010504,1.63999997516
010600010505,2.03999967997
010600010506,None
010600010507,2.29983373271e-07
010600010601,1.06999995748
010600010602,1.47999997144
010600010603,1.07000007231
010600010606,0.559999862994
010600010607,0.090000016494
010600020101,1.14012863077e-09
010600020102,2.83832407002e-10
010600020103,3.81788107674e-09
010600020104,0.139999989478
010600020105,0.0699999943952
010600020106,0.0100000096912
010600020201,9.57545970759e-10
010600020202,8.26367231162e-09
010600020203,0.0800000109652
010600020204,0.0900000283242
010600020301,0.0200000807553
010600020302,0.369999952578
010600020303,0.220000033832
010600020304,0.730000009478
010600020401,0.659999964992
010600020402,0.110000026591
010600020403,0.789999981486
010600020404,1.89999992222
010600020405,0.899999941097
010600020406,0.78000004437
010600020501,0.120000001298
010600020502,0.300000001274
010600020503,0.12999998483
010600020504,0.0899999999883
010600020601,0.170000064819
010600020602,0.409999891382
010600020603,0.0700000021539
010600020604,0.110000000447
010600020605,0.159999951126
010600020701,0.150000003492
010600020702,0.150000004359
010600020703,0.200000007565
010600020801,0.199999997513
010600020802,0.0400001474299
010600020803,0.239999999351
010600020804,0.320000006836
010600020901,0.679999727598
010600020902,0.24999999942
010600020903,0.279999996865
010600020904,0.349999999813
010600021001,0.0900000350584
010600021002,0.0999999925138
010600021003,0.0400000290812
010600021004,0.10000007672
010600021005,0.230000008041
010600021006,0.110000126795
010600021007,0.419999999348
010600021101,0.359999991569
010600021102,0.94000016955
010600021103,2.90999989917
010600021104,6.67999972782
010600021105,6.26999984486
010600021106,1.41000188553
010600030101,2.36000048482
010600030102,5.51000002273
010600030103,0.0
010600030104,0.0
010600030201,0.10000002962
010600030202,0.339999999327
010600030203,1.09999997872
010600030204,0.659999981346
010600030205,0.8499998032
010600030206,4.26999872281
010600030207,0.0
010600030301,3.78000006134
010600030302,0.0
010600030303,0.249999961118
010600030401,1.10000000031
010600030402,2.6399998992
010600030501,0.230000026157
010600030502,0.35000000796
010600030503,0.140000009657
010600030504,0.190000018177
010600030505,0.690000045565
010600030506,0.990000038376
010600030507,2.27000021685
010600030601,0.41000002119
010600030602,1.81999995364
010600030603,1.54999989946
010600030604,0.520000132399
010600030605,0.549999997001
010600030606,0.860000201076
010600030607,0.970000273414
010600030608,3.35999966695
010600030701,0.340000210335
010600030702,0.729999998116
010600030703,0.340000165195
010600030704,0.680000076646
010600030705,0.519999964627
010600030706,1.8599997729
010600030707,0.470000466709
010600030708,2.3200007491
010600030709,4.47999943039
010600030801,1.14000026633
010600030802,1.32999959705
010600030803,2.39999988036
010600030804,4.2799998117
010600030805,4.73999992588
010600030806,2.98999978147
010600030901,2.00000006895
010600030902,2.52000039908
010600030903,3.15999988187
010600030904,3.03000002717
010600031001,2.98999999992
010600031002,0.619999694092
010600031003,2.00999994894
010600031004,6.18490186557e-08
010600031005,0.630000168773
010600031101,1.4600000013
010600031102,0.970000079924
010600031103,3.30000000309
010600031104,0.680000000256
010600031105,0.0
010600031106,0.0
010700010101,9.21645735813e-09
010700010102,0.0
010700010103,2.18846600371e-10
010700010104,2.63039835165e-09
010700010201,0.0200000442131
010700010202,0.00999999580402
010700010203,6.80950668223e-09
010700010204,1.13236479855e-09
010700010205,0.119999988989
010700010206,0.119999994844
010700010301,0.0100000033795
010700010302,0.33999995269
010700010303,0.270000075116
010700010304,0.160000100646
010700010305,0.0100000371383
010700010306,0.300000063217
010700010307,1.34999979545
010700010401,0.0200000115357
010700010402,0.0600000246772
010700010403,0.329999981039
010700010404,0.449999978106
010700010501,0.100000017279
010700010502,0.240000065389
010700010601,0.150000027302
010700010602,0.310000231521
010700010603,0.329999969662
010700010701,0.540000011228
010700010702,0.789999870081
010700010801,0.140000052178
010700010802,0.190000029298
010700010803,0.459999975999
010700010804,0.689999871204
010700020101,0.349999971389
010700020102,0.519999964953
010700020103,0.599999964193
010700020104,0.220000019232
010700020105,0.149999993727
010700020106,0.0400000790505
010700020107,0.470000031902
010700020108,0.140000054058
010700020109,0.190000334948
010700020110,0.619999988383
010700020201,0.410000002434
010700020202,0.919999933406
010700030101,0.749999914267
010700030102,0.509999979054
010700030103,0.380000073171
010700030104,0.210000206165
010700030105,1.36999971634
010700030106,1.03999987244
010700030107,0.560000007204
010700030108,0.809999843385
010700030201,0.220000073683
010700030202,0.379999995234
010700030203,0.999999947127
010700030204,0.220000028068
010700030301,0.710000087598
010700030302,0.390000059223
010700030303,0.840000009201
010700030401,0.450000106939
010700030402,0.719999989879
010700030403,0.489999976689
010700030404,0.260000015704
010700030501,0.44000002049
010700030502,0.420000000712
010700030503,0.400000040268
