HUC_12,MB_Demand
010200030202,15.1397372596
010200030203,4.17848430201
010200030204,16.3939689659
010200030205,33.1331607103
010200030301,24.3948058262
010200030302,9.62323063612
010200030303,22.1342042275
010200030401,94.1920013316
010200030402,34.277591221
010200030403,20.9698594138
010200030404,16.3146034181
010200030501,12.7015076205
010200030502,26.7960180305
010200030503,44.6754835248
010200030504,8.93217978626
010200030505,10.5514890477
010200030506,8.5998544395
010200030507,8.22147718817
010200030508,15.6566876173
010200030509,16.3811258972
010200030510,13.2029742226
010200030511,38.9754339531
010200030601,11.2766081393
010200030602,11.8353394791
010200030603,22.5455253311
010200030604,25.7052725963
010200030605,9.10311334208
010200030606,28.8500202596
010200030607,45.6000499316
010200030701,11.3640174046
010200030702,33.7902998552
010200030703,45.4303807616
010200030704,38.1957317889
010200040101,23.7931369916
010200040102,20.6508083865
010200040103,48.6761949584
010200040104,19.7927099317
010200040105,28.9259150028
010200040106,30.3370039314
010200040107,51.1307774931
010200040108,24.4291578382
010200040109,41.1761334687
010200040110,61.9129532278
010200040111,65.5217816979
010200040201,53.0658811778
010200040202,77.4700059146
010200040203,62.6080601215
010200040204,88.2338850349
010200040205,95.5549414456
010200040301,30.0131953582
010200040302,36.6044775024
010200040303,17.038782604
010200040304,31.5540538207
010200040305,39.4626650214
010200040306,39.0124314278
010200040307,55.911779575
010200040308,35.4590416774
010200040309,25.0239883959
010200040310,32.4670160115
010200040311,103.308587655
010200040312,43.204836309
010200040401,33.3859124966
010200040402,42.63682805
010200040403,27.8714694083
010200040404,28.6076680496
010200040405,37.3518000692
010200040406,14.6084611788
010200040407,25.927933529
010200040408,31.0206790194
010200040409,73.4412585646
010200040410,56.7577988505
010200040501,65.3242135346
010200040502,45.1981723085
010200040503,57.5940865427
010200040504,21.0669157952
010200040601,90.2473511398
010200040602,64.2405720726
010200040603,19.4541077688
010200040604,88.1917349398
010200050101,29.3688540347
010200050102,17.8279634342
010200050103,37.7048503682
010200050104,43.1591623873
010200050201,45.4227161631
010200050202,21.9591103569
010200050203,24.9931910262
010200050204,55.3680873141
010200050205,45.2182353064
010200050206,54.2681571096
010200050207,51.4662407413
010200050208,68.9445953891
010200050301,26.2229496837
010200050302,20.492618598
010200050303,58.435345836
010200050304,21.9166205972
010200050305,99.6535746381
010200050306,70.6971174628
010200050307,74.9417716116
010200050308,28.2961639166
010200050309,28.2230429649
010200050310,70.7905656397
010200050311,75.3425841779
010200050401,52.6704553068
010200050402,100.99624905
010200050403,35.940977633
010200050404,41.1863297224
010200050405,86.0355119109
010200050406,47.6547026336
010200050407,64.7633395195
010200050408,92.5942976922
010200050501,62.0119916797
010200050502,63.350342676
010200050503,84.8815596253
010200050504,89.9021693021
010200050505,97.8873745799
010200050506,79.2798599154
010200050507,94.8609206378
010200050508,41.3660234809
010200050509,69.6237818301
010200050510,31.1686802953
010200050601,103.001765072
010200050602,123.33427909
010200050603,85.0989836007
010200050701,76.5460467041
010200050702,48.0716005564
010200050703,106.910210162
010200050704,84.3079824448
010200050705,60.4815135896
010200050706,128.341404155
010200050707,124.680051461
010200050801,111.886807829
010200050802,79.1304833591
010200050803,98.9224737883
010200050804,140.876927763
010200050805,92.327180177
010200050901,153.597076058
010200050902,166.602545649
010200050903,98.8928373158
010200050904,115.616544574
010200050905,78.5090934634
010200050906,39.2415125668
010200051001,51.9729893953
010200051002,62.8645158708
010200051003,108.521540835
010200051004,104.721481711
010200051005,80.7768503428
010200051006,114.746498019
010200051007,187.799093783
010200051008,70.4258567691
010200051009,133.787580401
010300010101,10.2679275665
010300010102,14.0992142837
010300010201,7.36430764198
010300010202,5.36153386347
010300010203,6.58891488798
010300010204,11.0400927961
010300010205,8.11665851437
010300010206,23.8477607798
010300010301,9.90229857154
010300010302,8.09040910285
010300010303,17.4989645481
010300010304,5.47040246613
010300010305,5.25051783584
010300010306,10.4649158567
010300010307,9.01784699038
010300010308,17.224761907
010300010309,12.8419939838
010300010310,10.5117912106
010300010401,6.93260479718
010300010402,4.19571979344
010300010403,17.0515263267
010300010404,28.9651810508
010300010501,3.61825436167
010300010502,8.17814527079
010300010503,6.80417058989
010300010504,9.40529136732
010300010505,15.7278120667
010300010506,25.4152230844
010300010507,17.4773447476
010300010508,9.34644464776
010300010509,9.26730763912
010300010510,182.614467867
010300010601,19.6218250245
010300010602,25.987978965
010300010603,35.3122627251
010300010604,12.8672999553
010300010605,28.0311132073
010300010606,16.961502254
010300010607,67.9482107311
010300010608,18.7036009878
010300010609,33.3061945327
010300010610,24.1922773123
010300020101,17.2845394574
010300020102,15.3889344223
010300020103,14.467418164
010300020104,39.9791955054
010300020105,15.5758382529
010300020106,35.0428311676
010300020201,23.1059626341
010300020202,65.7832640484
010300020203,45.7429266647
010300020204,55.7104180306
010300020301,41.9347437769
010300020302,29.6549776495
010300020303,56.8387082592
010300020304,64.3967802227
010300020401,11.2377145812
010300020402,14.1764235273
010300020403,24.1312836409
010300020404,12.5403408147
010300020405,21.5934668519
010300020406,24.4119037017
010300020501,21.1867173612
010300020502,30.580825828
010300020503,11.1967336126
010300020504,21.0040587373
010300020505,18.7707243115
010300020506,32.3960535824
010300030101,34.923027873
010300030102,32.2594364062
010300030103,23.8860474303
010300030104,23.1654375345
010300030105,36.9377919286
010300030106,68.1889286414
010300030201,28.3117854074
010300030202,52.9858592898
010300030203,76.0033792257
010300030301,54.3574098647
010300030302,74.7110998034
010300030303,44.3612333983
010300030304,96.6948793083
010300030401,56.3114729747
010300030402,83.4533424079
010300030501,47.0569469482
010300030502,26.7894417942
010300030503,85.0505071729
010300030601,94.0439145714
010300030602,76.0536630601
010300030701,52.5123424903
010300030702,64.7542478889
010300030703,80.4809126705
010300030801,44.1266161799
010300030802,55.9112042785
010300030803,45.5068420172
010300030804,42.7842733711
010300030901,51.216986835
010300030902,73.5465511084
010300030903,109.082392916
010300030904,53.4416724443
010300030905,120.30536297
010300031001,96.7452827841
010300031002,65.3545147181
010300031003,116.266995728
010300031004,157.48199138
010300031101,102.514535904
010300031102,188.388729513
010300031103,179.861534059
010300031201,93.9250648022
010300031202,71.3762898147
010300031203,51.0798217654
010300031204,124.056594074
010300031205,47.3594480455
010300031206,248.571243256
010300031301,82.0536071658
010300031302,197.779103637
010300031401,69.7759771049
010300031402,59.3916480392
010300031403,55.660980314
010300031404,148.806002691
010300031405,80.1255571842
010300031501,72.0417920649
010300031502,97.0044306219
010300031503,71.6008161604
010300031504,48.0966878235
010300031505,85.5913303792
010300031506,216.036749721
010300031507,127.734532028
010300031601,73.1929761022
010300031602,135.005393133
010300031603,50.7633341849
010300031604,87.8032418042
010300031605,129.417942941
010300031606,112.619373038
010300031701,119.756263077
010300031702,166.781059057
010300031801,30.9714998752
010300031802,63.6045139432
010300031803,42.5746080428
010300031804,65.7584563196
010300031805,93.8860201836
010300031806,93.868160367
010300031901,219.014714837
010300031902,57.0579571426
010300031903,79.0847167373
010300031904,160.408675462
010300032001,81.8922800422
010300032002,135.885322511
010300032003,162.046386093
010300032004,146.481238365
010300032005,62.8500148356
010300032101,315.252340674
010300032102,84.1381300688
010300032103,117.719311476
010300032104,171.399345189
010300032105,86.6493133903
010300032106,238.557883948
010300032201,127.712013036
010300032202,260.168238491
010300032203,217.72768423
010300032204,284.488473982
010300032205,135.419880271
010300032301,181.333766937
010300032302,100.418960333
010300032303,235.285378397
010300032304,112.301675856
010300032305,165.053582489
010300032306,104.215380967
010300032307,94.0765606761
010300032308,150.334630191
010300032309,214.028317094
010300032401,71.6916257441
010300032402,97.1408389807
010300032403,112.785430551
010300032404,315.094462246
010300032405,124.240858346
010300032406,88.4172410667
010300032407,136.262669146
010300032408,311.942770064
010300032409,481.105899155
010400010101,57.5006455369
010400010102,39.2780923396
010400010103,46.727232337
010400010104,44.9893561006
010400010105,36.5561714321
010400010106,30.9988248944
010400010107,88.7029599845
010400010108,23.2931104749
010400010109,138.93394313
010400010110,133.786229894
010400010201,88.1330421418
010400010202,65.1659119427
010400010203,112.77290985
010400010301,11.1767489016
010400010302,13.895323351
010400010303,38.0533303395
010400010304,19.2288748734
010400010305,84.5186486617
010400010306,38.2433206886
010400010401,24.5513674989
010400010402,15.2809396237
010400010403,34.6555203423
010400010404,53.9896899387
010400010405,46.6271822676
010400010406,69.4391609728
010400010501,26.3982721865
010400010502,72.8300366476
010400010601,58.5700028688
010400010602,61.4594362229
010400010603,101.292643979
010400010604,118.313997179
010400010605,104.115850791
010400010606,115.054996133
010400010607,90.9077696353
010400020101,122.170428753
010400020102,182.435698003
010400020103,228.862853825
010400020201,284.391503334
010400020202,105.730877787
010400020203,195.069529295
010400020204,125.229534537
010400020205,167.345868856
010400020206,131.901911899
010400020207,147.768969327
010400020301,80.7398559451
010400020302,45.9746215194
010400020303,138.477975473
010400020304,85.0201235265
010400020305,113.328769654
010400020401,140.844408095
010400020402,51.7937341481
010400020403,105.328896418
010400020404,80.7205982804
010400020405,95.5697310567
010400020406,179.808865368
010400020501,230.958487809
010400020502,204.640493691
010400020503,102.107239246
010400020504,119.885181844
010400020505,293.507393062
010400020601,170.026316494
010400020602,177.512576997
010400020603,174.288645476
010400020604,133.036355078
010400020605,184.198761642
010400020606,214.976975739
010400020701,297.864229709
010400020702,229.129039109
010400020703,206.975385159
010400020704,261.958067775
010400020801,237.254973829
010400020802,129.190604985
010400020803,170.688955426
010400020901,189.139386475
010400020902,188.734097987
010400020903,127.67091921
010400020904,244.881028354
010400020905,326.666447341
010400020906,111.270545244
010400020907,143.594925344
010400020908,193.809831798
010400020909,292.484110355
010400020910,390.872725368
010400021001,206.608862162
010400021002,287.31789726
010400021003,196.275892735
010400021004,125.558541715
010400021005,372.040005386
010400021006,359.716013551
010400021007,291.59415102
010500010101,14.1555448882
010500010102,28.1386891156
010500010207,18.2047772706
010500010301,18.2794478238
010500010302,19.7937776595
010500010303,43.0297163799
010500010304,25.3847199082
010500010305,47.6338741407
010500010306,34.076265581
010500010307,46.9976220801
010500010401,14.7154957354
010500010402,26.6941020936
010500010403,31.8620397076
010500010404,12.4155068696
010500010501,12.2446729094
010500010502,14.6840418652
010500010503,23.2879384607
010500010504,17.1006469093
010500010505,15.2256975323
010500010506,15.7637806386
010500010601,22.3207135126
010500010602,32.0119736344
010500010603,18.3252994716
010500010604,49.0449104533
010500010605,16.6584021673
010500010606,32.4703120813
010500010701,9.04017424211
010500010702,6.06561652198
010500010705,9.10797418654
010500010706,8.90777042881
010500010707,6.45164174587
010500010708,11.6682307757
010500010801,18.1504455283
010500010802,9.89823772013
010500010804,8.24744477868
010500010806,23.6328216493
010500010809,4.6155281961
010500010810,14.2259359024
010500020101,25.3637009114
010500020102,44.8339684531
010500020103,19.3262254745
010500020104,50.5844884589
010500020201,30.9329701588
010500020202,28.5005752966
010500020203,47.1612658724
010500020204,47.0388453379
010500020205,10.4336230382
010500020301,81.2913768739
010500020302,52.5848920718
010500020401,68.9269925579
010500020402,24.2851623893
010500020403,43.6685649082
010500020501,21.2512803674
010500020502,37.3049863502
010500020503,63.6481835619
010500020601,92.3287171274
010500020602,53.1774795651
010500020603,14.7445434108
010500020604,59.9638875499
010500020701,38.623045478
010500020702,1.80517287552
010500020703,1.49974615127
010500020801,74.5490986928
010500020802,34.8698162436
010500020803,61.5368607044
010500020804,9.56376256049
010500020805,2.64226800203
010500020901,22.7476083636
010500020902,68.7313918546
010500020903,29.807703048
010500020904,55.1012449265
010500020905,39.199783355
010500020906,38.4490086958
010500020907,0.746325328946
010500020908,1.60791626573
010500021001,129.867823735
010500021002,29.4064941108
010500021003,30.4127449691
010500021004,119.645343289
010500021005,104.922828063
010500021006,8.8458263278
010500021007,1.84434400499
010500021008,1.13713710755
010500021101,37.0947412699
010500021102,48.6790713668
010500021103,73.4992086142
010500021105,1.15323743224
010500021106,19.9721797407
010500021108,0.389942586422
010500021109,29.0866465867
010500021110,0.271933302283
010500021111,0.410751268268
010500021201,53.0078658164
010500021202,47.5095455796
010500021203,100.327617034
010500021204,51.3383119553
010500021205,87.8298767358
010500021206,23.4115602076
010500021207,67.6323671639
010500021208,95.6106371135
010500021209,83.1514279395
010500021210,73.2802698016
010500021211,25.3109906614
010500021212,47.5647286624
010500021213,61.1063629687
010500021214,94.4903653115
010500021215,120.690481007
010500021301,93.8979869783
010500021302,90.8735399395
010500021303,100.400114402
010500021304,44.0968496352
010500021401,49.8793131262
010500021402,113.472068161
010500021403,1.65507626534
010500021404,23.2095045
010500021405,70.9700589478
010500021406,26.0963436365
010500021407,48.6665082276
010500021408,94.8500537425
010500021409,4.42288540304
010500021410,6.78248392045
010500021501,68.6145007014
010500021502,25.6461100131
010500021503,93.5505793542
010500021504,32.9861978292
010500021505,23.4191271365
010500021506,34.1949063838
010500021507,92.1616037041
010500021508,36.966007486
010500021509,11.2561111301
010500021601,116.142651081
010500021602,135.849880368
010500021701,59.3248589784
010500021702,95.8260938227
010500021703,10.9488873035
010500021801,192.178053647
010500021802,84.4616738558
010500021803,109.238874495
010500021901,28.852284044
010500021902,73.7102942765
010500021903,150.740724534
010500021904,138.372518271
010500021905,39.6835466325
010500021906,55.4512037039
010500021907,302.081999749
010500021908,211.564480022
010500021909,52.4151331782
010500030101,125.867874533
010500030102,175.530370712
010500030103,229.76567921
010500030104,228.708531797
010500030105,112.912893593
010500030106,235.876872569
010500030107,176.773316711
010500030201,272.475391686
010500030202,114.109321088
010500030203,265.788844287
010500030204,86.2806608081
010500030205,26.7130170166
010500030206,20.2057541013
010500030301,252.158890545
010500030302,320.550031215
010500030303,34.0939277112
010500030304,208.509699881
010500030305,56.6973796487
010500030306,1.98807120323
010500030307,6.08026555181
010500030401,227.373709559
010500030402,275.778432429
010500030403,268.128748417
010500030404,160.803139538
010500030405,159.43201524
010500030406,308.760664642
010500030501,85.5101262927
010500030502,85.8960710168
010500030503,292.841140866
010500030504,0.0
010500030601,134.467303634
010500030602,170.52382046
010500030603,305.909489572
010500030604,35.0488260388
010500030605,0.548413693905
010500030606,0.0
010500040203,5.03080362454
010500040204,15.5963303559
010500040401,37.8875892758
010500040402,19.5068544671
010500040403,11.583819434
010500040404,45.7267791554
010500040501,32.896812655
010500040502,9.54521250725
010500040601,15.1441320777
010500040602,14.6788945124
010500040603,13.1222050525
010500040604,15.8688659593
010500040605,9.8940326795
010500040606,47.2000058368
010500040702,0.1789287664
010500040901,4.44896289334
010500040902,19.5142723881
010500040904,0.475826237351
010600010101,214.543617964
010600010102,287.70065695
010600010103,113.007573128
010600010104,274.621557236
010600010105,417.483950019
010600010106,401.338583887
010600010107,243.619305074
010600010108,75.5676307678
010600010109,201.376831353
010600010110,885.695773959
010600010201,381.800467372
010600010202,148.843794584
010600010203,206.978032827
010600010204,187.379048347
010600010205,149.870586336
010600010206,177.043499231
010600010301,400.825785637
010600010302,467.467245817
010600010303,155.109261513
010600010304,314.659243107
010600010305,172.465154052
010600010306,241.505946338
010600010401,262.14674443
010600010402,194.061182618
010600010501,81.8616794944
010600010502,118.558546782
010600010503,247.597937346
010600010504,65.3373328447
010600010505,259.464886904
010600010506,1.57899558544
010600010507,3.19241309166
010600010601,130.771800518
010600010602,527.086515129
010600010603,124.210332274
010600010606,61.490701139
010600010607,67.5105705261
010600020101,203.116779655
010600020102,115.031196803
010600020103,105.187072575
010600020104,104.468960851
010600020105,150.787331283
010600020106,204.782392591
010600020201,186.868294656
010600020202,178.626128793
010600020203,187.442828596
010600020204,144.639290631
010600020301,194.982391804
010600020302,223.584871024
010600020303,238.801737309
010600020304,164.853521883
010600020401,391.06367144
010600020402,280.855315298
010600020403,313.598255873
010600020404,141.410906971
010600020405,204.062430203
010600020406,309.491907358
010600020501,228.317416787
010600020502,325.080630779
010600020503,146.464158833
010600020504,190.909326494
010600020601,176.208436728
010600020602,218.293385983
010600020603,322.875151396
010600020604,160.132868648
010600020605,236.524304092
010600020701,135.965040207
010600020702,206.766331315
010600020703,599.167714775
010600020801,195.211275816
010600020802,154.921282768
010600020803,149.86812681
010600020804,223.151911259
010600020901,172.784808815
010600020902,316.607481837
010600020903,328.029960752
010600020904,328.786482334
010600021001,257.972709417
010600021002,551.691932142
010600021003,247.485336542
010600021004,189.732613325
010600021005,290.215998113
010600021006,229.274211407
010600021007,308.810205519
010600021101,526.033484697
010600021102,435.843777955
010600021103,439.362635016
010600021104,392.39819181
010600021105,576.083720028
010600021106,21.4018154144
010600030101,293.799308777
010600030102,507.415751696
010600030104,0.0
010600030201,416.433161736
010600030202,277.713907957
010600030203,255.756731153
010600030204,425.023320436
010600030205,286.174555063
010600030207,0.0
010600030301,286.366654277
010600030302,0.0
010600030303,1.2481970787
010600030401,646.567974448
010600030402,1010.63790989
010600030501,382.849832773
010600030502,426.361503959
010600030503,364.54843235
010600030504,363.047281504
010600030505,932.703840017
010600030506,1143.72942722
010600030507,457.091502786
010600030601,767.320744038
010600030602,237.453867555
010600030603,650.906129479
010600030604,327.981785417
010600030605,644.456601024
010600030606,340.170300603
010600030607,374.07107091
010600030608,580.017935514
010600030701,933.313055277
010600030702,495.941960335
010600030703,566.886581182
010600030704,1229.56122756
010600030705,617.117175817
010600030706,397.8684237
010600030707,540.822378159
010600030708,659.419626474
010600030709,592.729896307
010600030801,1081.07091832
010600030802,533.995343924
010600030803,731.662314892
010600030804,483.428032637
010600030805,628.274399757
010600030806,610.161863327
010600030901,503.230440378
010600030902,768.599499464
010600030903,813.231319904
010600030904,522.15474987
010600031001,1021.08958435
010600031002,445.930432796
010600031003,736.234455824
010600031004,0.0
010600031005,925.407137632
010600031101,502.822958231
010600031102,1162.26314688
010600031103,762.136165142
010600031104,80.3600656986
010600031105,0.0
010600031106,4.32025289536
010700010101,64.7883873284
010700010102,140.29449749
010700010103,102.663525581
010700010104,202.083465517
010700010201,145.935922593
010700010202,126.129895657
010700010203,81.227843225
010700010204,121.450844944
010700010205,247.838561326
010700010206,206.97035256
010700010301,115.73131299
010700010302,174.18439582
010700010303,147.595512897
010700010304,270.134264529
010700010305,118.869374573
010700010306,213.119103611
010700010307,271.001996458
010700010401,381.723819673
010700010402,226.335525155
010700010403,140.920682311
010700010404,186.271396101
010700010501,375.289209247
010700010502,191.331596971
010700010601,229.390298247
010700010602,344.235185146
010700010603,317.564125478
010700010701,466.781678438
010700010702,481.908218682
010700010801,429.953428447
010700010802,320.507356524
010700010803,507.006468236
010700010804,315.921101928
010700020101,737.676254153
010700020102,815.093312621
010700020103,439.591711342
010700020104,498.636174619
010700020105,311.597372949
010700020106,805.396393657
010700020107,346.286722362
010700020108,132.845544577
010700020109,151.825131714
010700020110,278.382817268
010700020201,698.321633875
010700020202,951.78316617
010700030101,1255.55023003
010700030102,484.33292079
010700030103,756.463252068
010700030104,1336.94018269
010700030105,421.325862408
010700030106,450.395002604
010700030107,458.902491808
010700030108,891.844549417
010700030201,536.708005309
010700030202,430.754244685
010700030203,631.664067268
010700030204,796.308213353
010700030301,545.74512279
010700030302,413.627438784
010700030303,550.778326988
010700030401,298.076172471
010700030402,801.016371012
010700030403,352.853767395
010700030404,1081.91096818
010700030501,443.970186591
010700030502,463.771668315
010700030503,746.639209986
010700030504,288.6235919
010700030601,605.782730818
010700030602,368.900085568
010700030603,450.492960572
010700040101,1681.22470999
010700040102,1765.58530736
010700040103,2008.455127
010700040201,2485.78864837
010700040202,1734.45089006
010700040203,1593.70112658
010700040204,810.778945208
010700040205,2667.92150402
010700040301,1689.99227142
010700040302,1164.65121746
010700040401,2364.37225628
010700040402,2345.72757626
010700050101,1751.0544095
010700050102,1964.74430227
010700050103,2049.82515478
010700050104,2153.5375104
010700050201,1910.19974804
010700050202,2380.63018465
010700050203,2140.1393373
