HUC_12,MB_Demand
030101011502,338.859097838
030101011503,237.74847126
030101011504,461.148219943
030101011505,373.231299639
030101020101,755.794097781
030101020102,748.586884737
030101020103,604.430836678
030101020104,659.591755152
030101020105,451.028708935
030101020201,486.580507159
030101020202,399.422373176
030101020203,644.833387256
030101020204,400.447347641
030101020205,392.462286472
030101020206,612.861043692
030101020207,319.983204961
030101020301,539.824219346
030101020302,322.422987819
030101020303,764.571343899
030101020304,519.737356901
030101020401,591.576086044
030101020402,456.833799362
030101020403,497.690220714
030101020404,544.466495275
030101020405,975.605931401
030101020501,576.965314865
030101020502,385.08815527
030101020503,761.336917758
030101020504,467.110006571
030101020505,645.984018564
030101020506,288.052921653
030101020601,815.349090338
030101020602,981.248414874
030101020603,312.391912341
030101020604,306.646090865
030101020701,926.562258363
030101020702,619.231899023
030101020703,277.29946053
030101020704,265.213806629
030101020801,571.338665962
030101020802,881.034354568
030101020803,797.048646569
030101020804,541.397369742
030101020805,381.747252226
030101020806,366.151400685
030101020901,445.607603788
030101020902,1096.41885865
030101020903,469.846043706
030101020904,849.576532483
030101021001,429.643082619
030101021002,1068.51046515
030101021003,884.634040594
030101021004,815.498569846
030101030101,764.402398467
030101030102,958.716422081
030101030103,803.610590458
030101030104,522.218173265
030101030105,1086.28317642
030101030106,1198.06713486
030101030107,377.085611105
030101030108,509.492154837
030101030109,1300.61917329
030101030201,833.259067059
030101030202,1060.48217559
030101030203,1543.47993183
030101030204,699.52445817
030101030301,1250.85492897
030101030302,816.302312851
030101030303,1255.70823193
030101030304,1029.70863533
030101030305,1137.06164622
030101030306,1238.15492153
030101030401,1444.03684211
030101030402,695.117951155
030101030403,501.760317802
030101030404,1093.24737048
030101030405,743.663894892
030101030406,706.997980833
030101030407,1366.73914385
030101030408,877.571413755
030101030409,873.391956568
030101030501,781.382592201
030101030502,1203.53615522
030101030503,850.300039291
030101030504,1330.23894882
030101030505,1639.02627182
030101030601,1093.24284923
030101030602,440.087618113
030101030603,1081.94085133
030101030604,716.902754903
030101030605,623.875386238
030101030606,915.556132078
030101030701,882.726422668
030101030702,889.425703764
030101030703,726.30103302
030101030801,1500.41823101
030101030802,801.754439831
030101030803,558.704424858
030101030804,679.157226086
030101030805,722.880844116
030101030806,442.117114782
030101030807,1375.57716513
030101030901,1057.2401793
030101030902,1180.63801146
030101030903,1217.02392387
030101030904,901.389266014
030101030905,1205.59141541
030101030906,516.218030214
030101031001,718.18772769
030101031002,966.604264498
030101031003,1426.73751187
030101031004,818.798686743
030101040101,920.479527473
030101040102,778.825153589
030101040103,626.517870665
030101040104,1478.78513455
030101040105,1127.84051061
030101040106,951.681419611
030101040107,512.669371128
030101040108,715.460540295
030101040109,1042.96998954
030101040201,1405.08518386
030101040202,1762.70380664
030101040203,1089.69511032
030101040301,472.073924065
030101040302,1289.32888985
030101040303,632.981158733
030101040304,683.715069532
030101040305,1425.24857748
030101040401,620.960774183
030101040402,464.7025702
030101040403,910.741123915
030101040404,640.600123525
030101040501,477.346136093
030101040502,1765.57115531
030101040503,931.60484004
030101040504,816.25099659
030101040505,700.996436834
030101040506,579.468353271
030101040507,601.320030212
030101040601,561.116364956
030101040602,1166.90673065
030101040603,661.922363997
030101040604,905.74861002
030101040605,673.3148458
030101040606,638.0770365
030101040607,611.93240118
030101040608,534.337077618
030101040701,681.21846962
030101040702,832.936911225
030101040703,463.310969353
030101040704,673.865138292
030101050101,844.127295732
030101050102,491.581747293
030101050103,849.312282681
030101050104,986.25371635
030101050201,846.150578499
030101050202,462.398122907
030101050203,603.494117022
030101050204,626.635496259
030101050205,651.491251588
030101050206,436.044280887
030101050207,813.220610261
030101050301,1322.73037314
030101050302,818.475390077
030101050401,755.127913356
030101050402,705.970979452
030101050403,994.809392333
030101060101,840.492518306
030101060102,998.062457681
030101060201,320.761964798
030101060202,775.137538552
030101060203,600.41814518
030101060204,591.531192303
030101060205,637.138168335
030101060301,463.407665849
030101060302,644.361510515
030101060303,304.348724008
030101060304,599.019808531
030101060305,727.48222208
030101060401,630.085008383
030101060402,823.809737206
030101060403,482.927886724
030101060404,519.626402378
030101070101,260.842292905
030101070102,368.421097279
030101070103,526.482289195
030101070104,610.896791101
030101070105,567.279101372
030101070201,524.991574883
030101070202,698.146377325
030101070203,660.374662519
030101070204,353.040402055
030101070205,297.404398799
030101070206,649.622068167
030101070301,567.793305278
030101070302,385.414559245
030101070303,383.124607325
030101070304,564.984133482
030101070305,671.586162448
030101070401,157.916484118
030101070402,180.007807612
030101070403,498.21154213
030101070404,283.829515934
030101070405,184.704595268
030101070501,498.464467645
030101070502,258.046691775
030101070503,297.686376452
030101070504,376.118175387
030101070505,289.577178955
030101070506,361.930593371
030101070507,181.454604506
030101070508,453.982827187
030101070509,323.42185533
030101070601,440.126970649
030101070602,588.899377167
030101070603,316.437844276
030101070701,244.780508757
030101070702,428.463811159
030101070703,503.787380338
030101070704,362.675041199
030101070705,426.737184405
030101070706,215.370445848
030101070801,888.874537349
030101070802,576.613855124
030101070803,428.131605387
030101070804,328.183933258
030101070805,432.036641359
030101070806,284.608173132
030101070807,184.752367854
030101070901,312.789274335
030101070902,360.366326153
030101070903,547.192200184
030102010101,705.170926571
030102010102,246.359482288
030102010103,360.912118196
030102010104,360.535290837
030102010105,594.468203902
030102010106,608.978889704
030102010201,634.603053808
030102010202,338.868255973
030102010203,436.424452424
030102010204,620.434938073
030102010301,335.619369864
030102010302,764.604609489
030102010303,680.595922947
030102010304,863.596985221
030102010401,358.088879347
030102010402,352.034512162
030102010403,1255.14993453
030102010404,605.870146036
030102010501,774.207337379
030102010502,663.85107553
030102010503,389.321632743
030102010504,760.041206121
030102010601,792.051124334
030102010602,742.513107657
030102010603,1189.87060046
030102010701,1430.93473017
030102010702,406.711856604
030102010703,1372.59359264
030102010801,1085.12489915
030102010802,1286.80437708
030102010803,1109.36883259
030102010901,880.449594975
030102010902,1142.76889753
030102010903,640.495175838
030102010904,1279.92954516
030102010905,656.016341448
030102011001,884.34568572
030102011002,425.833998203
030102011003,909.111085296
030102011004,1545.41595435
030102011005,568.202479124
030102011006,946.323456764
030102011101,1198.28166509
030102011102,643.92715168
030102011103,1817.23581052
030102011201,751.07010603
030102011202,742.128503561
030102011203,570.415532351
030102011204,1012.98284578
030102011205,1109.21557021
030102011206,1248.58838296
030102020101,812.812322855
030102020102,1844.23235106
030102020103,1234.86053753
030102020201,809.623744488
030102020202,868.86821413
030102020203,2158.06230259
030102020204,2266.5474
030102020301,1564.17117286
030102020302,1465.53624129
030102020303,2012.07330585
030102020304,2422.00336409
030102020401,1480.39154315
030102020402,788.467399836
030102020403,1549.90375352
030102020501,1413.25066423
030102020502,765.293552876
030102020503,1079.68078279
030102020504,1345.40609646
030102020505,1304.22313046
030102030101,1469.12321877
030102030102,1118.6545012
030102030103,1667.57740688
030102030201,474.092764139
030102030202,682.893964291
030102030203,507.037320614
030102030204,1058.68580508
030102030205,971.468987703
030102030206,835.908792734
030102030301,763.858985305
030102030302,410.550746083
030102030303,841.815573454
030102030304,675.117749214
030102030305,411.070859551
030102030306,445.034034252
030102030401,334.475597978
030102030402,379.209989905
030102030403,424.051933885
030102030404,599.764936924
030102030405,808.939162493
030102030501,1541.40821242
030102030502,653.661468029
030102030503,579.745395422
030102030504,922.475322723
030102030601,801.345742226
030102030602,558.271253109
030102030603,647.7500422
030102030604,562.733007431
030102030605,286.800765514
030102030701,297.169485569
030102030702,533.890836
030102030703,241.265351534
030102030704,269.886190534
030102030705,343.282418489
030102030706,184.111236334
030102040101,581.801657081
030102040102,511.863183737
030102040103,466.665911436
030102040201,777.837466002
030102040202,459.532577276
030102040203,237.236555099
030102040204,697.713902831
030102040301,525.791852593
030102040302,609.888135552
030102040303,755.057162881
030102040401,957.934584856
030102040402,682.548726678
030102040403,381.834153295
030102040404,910.753969312
030102040501,441.075407028
030102040502,889.74456954
030102040601,652.007087469
030102040602,500.833285928
030102040603,440.882492423
030102040604,569.209067941
030102040605,941.506673336
030102040701,774.283418059
030102040702,555.028355479
030102040703,961.942337513
030102040704,600.130017757
030102040705,475.474552155
030102040706,1246.12401271
030102040801,246.927134156
030102040802,806.264408469
030102040803,520.930395842
030102040804,660.431132197
030102040805,680.124070168
030102040806,1026.34845304
030102040807,656.625586271
030102040808,1009.76108527
030102040901,689.661571145
030102040902,1084.22457457
030102040903,1422.83089328
030102040904,561.673832655
030102040905,1164.45557237
030102040906,998.335906863
030102040907,966.944043636
030102040908,885.237822056
030102050101,695.68857801
030102050102,345.420507789
030102050103,483.549251139
030102050104,664.915616274
030102050105,125.025349736
030102050106,272.761667371
030102050107,208.774734378
030102050108,0.0
030102050201,293.315448105
030102050202,238.949435174
030102050203,562.381048441
030102050204,630.987437844
030102050205,235.850682855
030102050206,687.618618965
030102050207,632.997521996
030102050208,178.148734808
030102050301,1252.32134271
030102050302,755.87067318
030102050303,1459.06597328
030102050304,1401.57877064
030102050305,540.031821847
030102050401,437.81456995
030102050402,314.935213923
030102050403,324.038452744
030102050404,347.636846423
030102050405,258.132745028
030102050406,0.0
030102050501,598.042219162
030102050502,1326.10841966
030102050503,812.535006762
030102050504,430.981452227
030102050601,653.525567293
030102050602,1525.84874225
030102050603,849.197132111
030102050604,2304.5033133
030102050605,839.577931404
030102050606,1659.4623785
030102050701,1665.78839374
030102050702,1718.59877706
030102050703,963.849521637
030102050704,1670.8237555
030102050705,401.340856314
030102050706,1546.37150693
030102050707,628.866712093
030102050708,1007.51457047
030102050709,234.945704937
030102050801,331.832743883
030102050802,507.578740537
030102050803,204.120504737
030102050804,161.292623341
030102050805,93.6954095364
030102050806,282.83482188
030102050807,155.156368375
030102050808,428.367484272
030102050809,408.230281115
030102050901,555.130710781
030102050902,586.865743876
030102050903,270.454410553
030102050904,555.007838964
030102050905,395.440374732
030102050906,140.555732608
030102050907,198.828058124
030102051001,1338.2735908
030102051002,1426.51207256
030102051003,1295.05842996
030102051101,1372.86175108
030102051102,692.874773502
030102051103,1653.35025358
030102051104,862.199454308
030102051105,530.347226381
030102051106,922.774008512
030102051107,857.617759943
030102051108,525.594540834
030102051201,1257.16004872
030102051202,600.940251112
030102051203,746.959095478
030102051204,829.391332388
030102051205,901.561617851
030102051206,608.446374416
030102051207,459.645276546
030102051301,680.505359173
030102051302,275.208366632
030102051303,1113.3710134
030102051304,701.325809479
030102051305,455.91285944
030102051306,665.071391463
030102051401,147.333955526
030102051402,0.0
030102051403,182.342039824
030102051404,132.925355732
030102051405,24.4194742441
030102051406,413.950334251
030102051407,90.7033929229
030102051501,92.8029139638
030102051502,132.72203815
030102051503,23.7385086417
030102051504,352.321097523
030102051505,44.4955212176
030102051506,0.0
030102051507,10.1161283851
030102051601,4.20671635866
030102051602,0.0
030102051701,33.6912760735
030102051702,5.2108707428
030102051703,0.0
030102051704,0.0
030102051705,0.0
030102051706,0.0
030102051707,0.0
030102051708,0.0
030102051709,0.0
030201010101,482.959419489
030201010102,713.960445642
030201010103,646.803698063
030201010104,589.496795416
030201010105,1206.50837231
030201010106,846.206749678
030201010201,1197.02220058
030201010202,727.12475872
030201010203,1036.47556734
030201010204,1421.21220112
030201010301,765.2215662
030201010302,861.549088717
030201010303,835.578396559
030201010304,1001.14067149
030201010401,1292.76044607
030201010402,477.897581577
030201010403,422.710192442
030201010404,1060.58523059
030201010405,478.995437384
030201010501,1122.62231934
030201010502,879.945165396
030201010503,372.385967851
030201010504,278.372228742
030201010601,815.710069895
030201010602,449.633038759
030201010603,843.721918106
030201010604,809.902896404
030201010605,793.9053514
030201010606,638.283532143
030201010607,592.060746551
030201010701,749.468238592
030201010702,360.487605572
030201010703,483.398136497
030201010704,431.503885627
030201010705,1165.54671919
030201010706,403.685528517
030201010801,670.606040716
030201010802,365.819972992
030201010803,1062.86689603
030201010901,343.17050159
030201010902,398.932533503
030201010903,629.557081223
030201010904,618.20721972
030201020101,376.107353449
030201020102,306.726874709
030201020103,498.37306881
030201020104,584.541967511
030201020201,275.976509333
030201020202,634.683911681
030201020203,601.440365672
030201020204,763.655992031
030201020205,580.790978909
030201020206,432.788466573
030201020301,1030.40005422
030201020302,627.7004807
030201020303,928.236438394
030201020304,773.494962215
030201020401,498.39092052
030201020402,537.551710963
030201020403,586.563946724
030201020404,675.425119281
030201020405,797.827605963
030201020501,359.610473156
030201020502,698.018865466
030201020503,480.620982885
030201020504,664.58202827
030201020601,321.154089689
030201020602,221.312578082
030201020603,244.132350087
030201020604,653.859867096
030201020605,621.570013165
030201020606,479.49672091
030201030101,677.66069591
030201030102,520.516129494
030201030103,803.467801094
030201030104,520.18335104
030201030105,888.815679669
030201030106,412.475894928
030201030107,333.089447021
030201030201,407.819987178
030201030202,531.634216428
030201030203,945.71331346
030201030204,339.645823717
030201030301,197.991995573
030201030302,289.256826997
030201030303,230.936438441
030201030304,290.165341139
030201030305,525.245513678
030201030401,613.079213023
030201030402,417.700288892
030201030403,196.037482619
030201030404,354.553967476
030201030501,656.332369804
030201030502,395.621140003
030201030503,269.16456461
030201030504,397.018777728
030201030505,415.399709105
030201030506,535.711733341
030201030507,305.503774047
030201030601,609.11512804
030201030602,467.945014119
030201030603,334.937609553
030201030604,412.287443399
030201030605,533.496447802
030201030606,258.839990139
030201040101,152.02473259
030201040102,502.981838226
030201040103,313.626963139
030201040104,192.46600914
030201040105,266.46971333
030201040106,549.888566971
030201040107,200.016822696
030201040108,173.233489037
030201040109,269.670182705
030201040201,415.978334069
030201040202,489.820724845
030201040203,246.186383843
030201040204,160.258331954
030201040205,481.658883452
030201040206,450.982187986
030201040207,304.461715221
030201040301,286.257226944
030201040302,226.070286512
030201040303,456.679193556
030201040304,414.477343798
030201040305,340.874153376
030201040401,361.316915452
030201040402,201.379891694
030201040403,433.46657449
030201040404,216.035975158
030201040501,293.155495346
030201040502,372.607198596
030201040503,227.427771091
030201040504,420.056655347
030201040505,278.168796837
030201040601,461.438175678
030201040602,396.269923806
030201040603,203.252557337
030201040604,99.1662729383
030201040701,499.659271181
030201040702,99.0433219671
030201040703,33.5197086334
030201050101,731.274017543
030201050102,265.609163761
030201050103,101.011617184
030201050104,247.473093987
030201050105,188.53192699
030201050106,42.7930911183
030201050107,134.654056013
030201050108,163.577679276
030201050201,33.7259372473
030201050202,0.0
030201050203,6.51707035303
030201050204,7.11791360378
030201050205,15.5168374479
030201050206,6.79520362616
030201050207,20.5421702564
030201050208,4.60473889112
030201050209,0.0
030201050210,0.587482571602
030201050211,0.0
030201050212,0.0
030201050301,215.636770755
030201050302,227.011655897
030201050303,3.82906398177
030201050304,19.8535694778
030201050305,37.5409950018
030201050306,8.13447117805
030201050307,11.3828724623
030201050308,0.0
030201050309,0.0
030201050401,124.652658343
030201050402,104.448672831
030201050403,0.0
030201050404,0.0
030202010101,1190.31148624
030202010102,1759.67474627
030202010103,1064.47765255
030202010104,1248.24966979
030202010201,1051.44390535
030202010202,1283.37323594
030202010203,1018.39495063
030202010301,889.166516781
030202010302,1341.5162735
030202010303,1589.19736862
030202010304,1297.33615351
030202010401,827.792393923
030202010402,547.744316339
030202010403,829.599428892
030202010404,741.524758339
030202010501,972.06765604
030202010502,630.078336954
030202010503,1493.62637258
030202010504,912.085573435
030202010601,632.844898462
030202010602,1031.14540219
030202010603,613.45374465
030202010604,479.330909729
030202010701,403.735765457
030202010702,652.629457474
030202010703,532.345821619
030202010704,877.764809132
030202010705,670.990246058
030202010801,1509.89899206
030202010802,439.308263779
030202010803,1093.36440992
030202010804,988.659563541
030202010901,1708.52574825
030202010902,802.976481676
030202010903,1469.25306726
030202011001,1009.50680208
030202011002,876.285577297
030202011003,438.516891479
030202011004,680.714361191
030202011005,536.49049592
030202011006,512.842572212
030202011007,499.075707197
030202011101,1262.74760962
030202011102,826.284321547
030202011103,1463.83501196
030202011104,937.447822332
030202011105,1072.10101056
030202011201,944.297345638
030202011202,1055.20747566
030202011203,1144.87654686
030202011301,879.777821302
030202011302,1008.07053638
030202011303,870.643262148
030202011304,877.732102633
030202011305,878.930172443
030202011306,1023.53387809
030202011401,413.792926788
030202011402,884.794507265
030202011403,1147.18659377
030202011404,711.515468836
030202011501,1222.92889857
030202011502,729.998687506
030202011503,1819.41997695
030202011504,966.340955496
030202011505,799.680757999
030202011601,689.972630262
030202011602,1366.39971185
030202011603,550.416760921
030202011604,886.466740131
030202011701,728.248147726
030202011702,1440.21861076
030202011703,959.572839499
030202011704,416.950198889
030202011705,1269.0109303
030202020101,392.926446676
030202020102,332.115561962
030202020103,386.487852335
030202020104,320.008527279
030202020105,518.061264992
030202020106,328.807509422
030202020107,552.720253468
030202020201,558.727487564
030202020202,546.557513714
030202020203,372.367747307
030202020204,457.319743395
030202020205,1138.16360009
030202020206,1137.37582695
030202020301,835.785016656
030202020302,605.14407897
030202020303,349.211582661
030202020304,275.882129312
030202020305,417.932193637
030202020306,855.461288571
030202020307,395.490711689
030202020401,642.797899008
030202020402,567.901914716
030202020403,438.808629274
030202020404,690.978514433
030202020405,262.369057417
030202020501,329.13811779
030202020502,226.169764876
030202020503,338.419408679
030202020504,517.685155749
030202020505,392.339002967
030202020506,367.75799799
030202020601,542.989693165
030202020602,653.352332354
030202020603,770.892758965
030202020604,502.704025507
030202020605,591.959445477
030202020606,387.240767956
030202020607,177.487031221
030202030101,1263.19105768
030202030102,550.523646832
030202030103,1395.67667031
030202030104,701.641522169
030202030105,563.280925035
030202030201,1059.99076414
030202030202,313.20224452
030202030203,1313.16784739
030202030301,918.065431833
030202030302,653.281652212
030202030303,845.956609249
030202030304,619.547301531
030202030401,1200.56575847
030202030402,618.294804096
030202030403,379.118928194
030202030404,447.053313494
030202030405,677.004903793
030202030501,510.32068181
030202030502,603.477875233
030202030503,516.5825212
030202030504,363.312073708
030202030505,434.576454878
030202030601,308.832612514
030202030602,797.777691245
030202030603,1067.26871169
030202030604,759.862724066
030202030605,558.307273388
030202030701,829.172053933
030202030702,1036.49261677
030202030703,811.107793808
030202030704,589.694042563
030202030705,583.739044785
030202030706,491.60185504
030202040101,653.239467382
030202040102,520.429899096
030202040103,703.869062304
030202040104,403.32670033
030202040105,1042.71497476
030202040106,260.667843342
030202040201,357.935236573
030202040202,581.500747442
030202040203,384.317739367
030202040204,1182.08842313
030202040205,600.644517899
030202040206,468.743354321
030202040301,566.864409208
030202040302,640.726639867
030202040303,642.868149996
030202040304,307.504448175
030202040305,329.435858965
030202040401,262.75317049
030202040402,407.64268744
030202040403,246.497283697
030202040404,220.573782802
030202040501,474.272200227
030202040502,762.447507739
030202040503,308.510216832
030202040504,352.394114256
030202040505,0.0
030202040601,273.148344159
030202040602,408.721385837
030202040603,220.42624104
030202040604,562.932366192
030202040605,0.0
030202040701,458.953173697
030202040702,0.0
030202040703,267.983103931
030202040704,230.71656394
030202040705,0.0
030202040801,510.635485768
030202040802,499.665487051
030202040803,421.278641641
030202040804,91.6102494001
030202040805,62.0601788163
030202040901,257.465654492
030202040902,123.101994693
030202040903,2.59789219499
030202040904,0.665781795979
030203010101,468.379167557
030203010102,530.36311543
030203010103,542.955704331
030203010104,256.734693646
030203010105,235.830102921
030203010106,290.22010541
030203010201,220.435233355
030203010202,505.744203925
030203010203,207.855141044
030203010204,260.372136593
030203010205,270.851544857
030203010206,407.063565016
030203010301,489.47870326
030203010302,380.594709754
030203010303,124.957026243
030203010304,193.091772556
030203010305,13.098957777
030203010306,0.0
030203010401,464.748301506
030203010402,484.007494211
030203010403,158.805549264
030203010404,140.062468052
030203010405,131.734545827
030203010406,289.254369915
030203010501,166.245913804
030203010502,256.670128882
030203010503,109.914879322
030203010601,134.553911686
030203010602,33.4488089681
030203010603,170.252400458
030203010604,92.223870039
030203010701,194.162111282
030203010702,62.077577889
030203010703,33.8105579615
030203010704,61.7184807062
030203010705,31.5474954844
030203010706,0.0
030203020101,329.642644525
030203020102,734.392160416
030203020103,550.210888505
030203020104,1115.09663427
030203020105,289.581705093
030203020201,575.535428166
030203020202,389.477237344
030203020203,311.4224751
030203020204,519.601504683
030203020205,843.710605025
030203020206,336.846894622
030203020207,174.431556821
030203020208,451.273078203
030203020209,210.585818887
030203020210,224.645896554
030203020301,764.767299414
030203020302,371.529420853
030203020303,0.0
030203020304,0.0
030203020401,230.82919085
030203020402,229.17374301
030203020403,493.919340014
030203020404,1.30216753483
030203020405,0.0
030203020501,103.598211408
030203020502,571.182020664
030203020503,2.21529281139
030203020504,0.0
030203020505,0.0
030300020101,1096.88780928
030300020102,1193.85239172
030300020103,1184.69844437
030300020104,1594.50969005
030300020105,1484.1490829
030300020106,413.253925085
030300020107,951.801465034
030300020108,779.113078356
030300020201,1639.95470071
030300020202,1116.4777317
030300020203,724.57730794
030300020204,1096.96325493
030300020205,425.265737057
030300020206,563.924942017
030300020207,695.613408804
030300020301,1409.44785404
030300020302,1141.02871442
030300020303,1097.26063037
030300020304,621.991487503
030300020305,500.728553295
030300020306,1394.65205336
030300020307,541.83960557
030300020308,1239.0006001
030300020309,568.777794361
030300020310,1247.73847961
030300020401,1549.36558867
030300020402,895.413775444
030300020403,1107.27466822
030300020404,1218.90256238
030300020405,1124.50920963
030300020406,505.383302689
030300020407,1162.61767459
030300020408,1069.92216134
030300020501,1019.57631516
030300020502,1006.85231304
030300020503,1406.74036241
030300020504,1501.84291124
030300020505,1102.15798855
030300020506,1073.06901264
030300020507,703.47915864
030300020508,1092.50476694
030300020509,1072.63642645
030300020601,1685.41683984
030300020602,519.479340076
030300020603,836.670823574
030300020604,585.153661013
030300020605,1406.73668456
030300020606,1056.78002572
030300020607,976.471291065
030300020608,845.200929165
030300020609,1312.57795072
030300020610,1826.45276332
030300020701,1283.03597474
030300020702,1031.31294036
030300020703,1020.96691132
030300020704,835.728714228
030300020705,716.965974808
030300030101,1057.49337673
030300030102,1019.21626472
030300030103,587.959173441
030300030104,643.272080183
030300030105,1080.79900336
030300030106,1007.39857292
030300030107,2188.76321745
030300030108,1085.16261339
030300030109,537.232001066
030300030110,1348.55712557
030300030201,1709.26799917
030300030202,653.21312499
030300030203,2534.491611
030300030204,1114.98710179
030300030205,1458.92687249
030300030206,1190.38986325
030300030207,1513.09765577
030300030208,1273.93831396
030300030301,1398.05848646
030300030302,858.11850214
030300030303,976.155261517
030300030401,1789.27118778
030300030402,1017.03813601
030300030403,1659.99278212
030300030404,1840.15592647
030300030405,469.434939384
030300030406,641.516283035
030300030407,1678.8215971
030300030408,1462.15309048
030300030501,1470.1872108
030300030502,670.31994915
030300030503,1545.91943073
030300030504,1125.85871911
030300030505,666.091694117
030300030506,574.716890097
030300030507,946.772349834
030300030508,958.55496192
030300030509,1216.79639959
030300030601,1311.87928534
030300030602,927.052043915
030300030603,1240.73140883
030300030604,922.213077545
030300030605,456.77519083
030300030606,665.521446943
030300030607,1369.50310755
030300030608,773.333620787
030300040101,1621.45432496
030300040102,1452.11776614
030300040103,1083.75395417
030300040104,996.872279882
030300040105,1181.2527914
030300040106,1176.71304202
030300040201,849.918665886
030300040202,856.781146049
030300040203,1447.54987717
030300040204,1251.28877902
030300040205,1375.2537787
030300040206,1000.59613705
030300040301,780.53156805
030300040302,1131.07173395
030300040303,536.396279097
030300040304,863.884159803
030300040305,1008.18033934
030300040306,733.473498821
030300040307,1188.45534039
030300040308,1083.19110537
030300040401,544.542440653
030300040402,418.698829174
030300040403,485.587544441
030300040404,434.755113363
030300040405,530.038996935
030300040406,779.538737059
030300040407,1114.90579081
030300040408,840.10388422
030300040409,811.036839008
030300040501,1240.9548161
030300040502,1346.6648078
030300040503,880.12388134
030300040504,379.463287115
030300040505,580.45537281
030300040506,793.335198402
030300040601,293.991557837
030300040602,1061.03791392
030300040603,431.023410082
030300040604,582.342334867
030300040605,491.070907831
030300040606,373.028253675
030300040607,922.620366454
030300040608,471.108050227
030300040609,811.602950692
030300040610,886.039658785
030300040611,378.234990597
030300040701,1102.46038675
030300040702,500.069755316
030300040703,441.589957237
030300040704,950.391650677
030300040705,1053.24003386
030300040706,742.847115993
030300040707,816.040658712
030300050101,636.437299848
030300050102,847.364148498
030300050103,1012.8272984
030300050104,830.545310974
030300050201,1096.93707979
030300050202,324.199215651
030300050203,710.895750523
030300050204,427.554735422
030300050205,605.004609942
030300050206,548.838967919
030300050301,755.286856651
030300050302,475.19747889
030300050303,486.159497023
030300050401,625.592065215
030300050402,760.157944322
030300050403,369.312370777
030300050404,458.065021276
030300050405,564.256702065
030300050406,690.41974473
030300050407,283.071018815
030300050501,449.149491787
030300050502,240.766990662
030300050503,384.297888875
030300050504,241.041407704
030300050601,840.747627378
030300050602,665.24268353
030300050603,382.22214973
030300050701,343.813613772
030300050702,191.382920742
030300050703,280.602582216
030300050704,149.286641359
030300050801,155.089367628
030300050802,350.235579848
030300050803,302.769975185
030300050804,14.595005393
030300050805,0.0
030300050806,0.0
030300060101,1143.1222899
030300060102,612.994219542
030300060103,1152.69583964
030300060104,1176.0668869
030300060105,913.3843472
030300060106,558.743087292
030300060107,1068.1158123
030300060201,343.055691242
030300060202,1258.39048457
030300060203,646.416820288
030300060204,580.651073813
030300060205,399.806967258
030300060206,737.264232874
030300060207,753.260329008
030300060208,1049.73572993
030300060301,1293.50434113
030300060302,698.295325279
030300060303,631.082104921
030300060304,657.279866934
030300060305,731.592862368
030300060401,513.237791777
030300060402,986.880801439
030300060403,479.749769211
030300060404,966.948649406
030300060405,872.831895828
030300060406,819.430764437
030300060407,659.20716083
030300060408,378.470410228
030300060501,747.817690849
030300060502,684.834877253
030300060503,771.712617874
030300060504,679.531332254
030300060505,786.853326082
030300060506,529.754028797
030300060507,764.594286442
030300060508,621.328269482
030300060509,599.123570323
030300060510,423.358407617
030300060601,813.914021611
030300060602,739.823239207
030300060603,737.889703989
030300060701,403.331212759
030300060702,433.560435653
030300060703,626.809253335
030300060704,351.286683917
030300060801,526.97599709
030300060802,560.474192619
030300060803,707.875823021
030300060804,399.422218919
030300060805,773.817830324
030300060806,785.312663198
030300060807,378.071595907
030300070101,1377.78978348
030300070102,479.270364046
030300070103,548.706353903
030300070104,1344.37046552
030300070105,866.73376298
030300070201,773.964926481
030300070202,520.563910723
030300070203,732.461125851
030300070204,858.847882986
030300070205,544.849954605
030300070206,438.705974579
030300070301,930.683172703
030300070302,719.097483873
030300070303,622.599898815
030300070304,815.962648869
030300070305,808.30975461
030300070306,1074.5540756
030300070307,954.495310783
030300070401,363.168653727
030300070402,770.18875432
030300070403,767.35390234
030300070404,678.435202837
030300070405,774.103942394
030300070501,478.818307042
030300070502,497.097609401
030300070503,704.355438709
030300070504,1082.6443373
030300070505,480.64642632
030300070506,692.130198121
030300070601,1066.3070612
030300070602,513.537366629
030300070603,936.520543575
030300070604,556.123282671
030300070605,554.766934037
030300070606,576.377126694
030300070607,660.175349712
030300070608,348.065568805
030300070609,543.132216215
030300070610,626.633660555
030300070611,1137.94447613
030300070701,439.519475818
030300070702,725.014496326
030300070703,622.464687228
030300070704,543.697566748
030300070705,386.366182923
030300070801,624.684179664
030300070802,1038.23971796
030300070803,347.19946003
030300070804,636.177417636
030300070805,621.825864911
030300070806,257.417622089
030300070807,512.438117981
030300070808,446.166112423
030300070809,425.825389028
030401010101,923.555617332
030401010102,1202.28323197
030401010103,860.711669683
030401010104,1370.06560755
030401010105,644.665639877
030401010201,626.756085634
030401010202,1049.03470349
030401010203,807.400096416
030401010204,979.547450066
030401010205,967.829611063
030401010206,991.048125267
030401010301,780.34867382
030401010302,518.025429487
030401010303,755.909590006
030401010304,710.789689302
030401010305,991.852352858
030401010306,1333.16754627
030401010307,825.991742373
030401010401,580.159371853
030401010402,348.676212549
030401010403,588.627140999
030401010404,1105.35950613
030401010405,1478.18040204
030401010406,467.813849449
030401010407,442.777786255
030401010501,714.227904797
030401010502,671.763927698
030401010503,508.023156404
030401010504,964.26866436
