HUC_12,AWDBYHUC,AWD_MGAL
030601040202,0,0.0
030601040203,0,0.0
030601040204,0,0.0
030601040205,0,0.0
030601040206,0,0.0
030601040207,0,0.0
030601040208,0,0.0
030601040209,0,0.0
030601040210,840,0.00084
030601040211,0,0.0
030601040301,0,0.0
030601040302,0,0.0
030601040303,0,0.0
030601040304,0,0.0
030601040401,6132,0.006132
030601040402,3066,0.003066
030601040403,0,0.0
030601040404,0,0.0
030601040405,0,0.0
030601040406,0,0.0
030601040501,708,0.000708
030601040502,531,0.000531
030601040503,0,0.0
030601040504,0,0.0
030601040505,0,0.0
030601040506,0,0.0
030601040507,0,0.0
030601040601,0,0.0
030601040602,1062,0.001062
030601040603,0,0.0
030601040604,0,0.0
030601040605,0,0.0
030601040606,0,0.0
030601050101,2124,0.002124
030601050102,0,0.0
030601050103,0,0.0
030601050104,0,0.0
030601050105,0,0.0
030601050201,0,0.0
030601050202,0,0.0
030601050203,0,0.0
030601050204,0,0.0
030601050205,0,0.0
030601050206,0,0.0
030601050301,0,0.0
030601050302,0,0.0
030601050303,0,0.0
030601050401,0,0.0
030601050402,0,0.0
030601050403,0,0.0
030601050404,0,0.0
030601060101,2006,0.002006
030601060102,3560,0.00356
030601060103,0,0.0
030601060104,0,0.0
030601060105,0,0.0
030601060201,77963,0.077963
030601060202,14696,0.014696
030601060203,0,0.0
030601060204,0,0.0
030601060205,3507,0.003507
030601060301,0,0.0
030601060302,0,0.0
030601060303,0,0.0
030601060401,86506,0.086506
030601060402,11022,0.011022
030601060403,72645,0.072645
030601060501,18871,0.018871
030601060502,0,0.0
030601060503,0,0.0
030601060504,0,0.0
030601060505,0,0.0
030601060506,0,0.0
030601060601,506836,0.506836
030601060602,0,0.0
030601060603,17632,0.017632
030601060604,22504,0.022504
030601060605,74762,0.074762
030601060606,40310,0.04031
030601060607,285748,0.285748
030601060701,0,0.0
030601060702,168987,0.168987
030601060703,79314,0.079314
030601060704,365376,0.365376
030601060705,294792,0.294792
030601060801,0,0.0
030601060802,12470,0.01247
030601060803,0,0.0
030601060804,3471,0.003471
030601060805,26622,0.026622
030601060806,603680,0.60368
030601060901,668502,0.668502
030601060902,0,0.0
030601060903,336312,0.336312
030601060904,5190,0.00519
030601060905,154551,0.154551
030601070101,640,0.00064
030601070102,0,0.0
030601070103,0,0.0
030601070104,0,0.0
030601070105,0,0.0
030601070106,1630,0.00163
030601070107,0,0.0
030601070108,0,0.0
030601070201,198045,0.198045
030601070202,158536,0.158536
030601070203,240248,0.240248
030601070204,5705,0.005705
030601070205,313775,0.313775
030601070206,815,0.000815
030601070207,330890,0.33089
030601070208,8150,0.00815
030601070301,18745,0.018745
030601070302,1630,0.00163
030601070303,0,0.0
030601070304,546050,0.54605
030601070305,607990,0.60799
030601070306,241240,0.24124
030601070307,150775,0.150775
030601080101,77231,0.077231
030601080102,0,0.0
030601080103,8554,0.008554
030601080201,73219,0.073219
030601080202,0,0.0
030601080203,1300,0.0013
030601080204,90724,0.090724
030601080205,243328,0.243328
030601080206,25278,0.025278
030601080301,53012,0.053012
030601080302,203870,0.20387
030601080303,270048,0.270048
030601080304,304210,0.30421
030601080401,102486,0.102486
030601080402,193099,0.193099
030601080403,79002,0.079002
030601080501,287158,0.287158
030601080502,327274,0.327274
030601080503,74745,0.074745
030601090101,171963,0.171963
030601090102,1030972,1.030972
030601090103,545997,0.545997
030601090104,94941,0.094941
030601090105,2552758,2.552758
030601090106,56694,0.056694
030601090107,72709,0.072709
030601090201,129197,0.129197
030601090202,12642,0.012642
030601090203,10449,0.010449
030601090301,0,0.0
030601090302,679432,0.679432
030601090303,0,0.0
030601090304,0,0.0
030601090305,86,8.6e-05
030601090306,0,0.0
030601090307,2666,0.002666
030601090308,0,0.0
030601090309,0,0.0
030601100101,0,0.0
030601100102,0,0.0
030601100103,0,0.0
030601100201,0,0.0
030601100202,0,0.0
030601100301,166071,0.166071
030601100302,0,0.0
030601100303,0,0.0
030601100304,61539,0.061539
030601100305,0,0.0
030601100306,0,0.0
030602010101,0,0.0
030602010102,0,0.0
030602010103,0,0.0
030602010104,0,0.0
030602010105,0,0.0
030602010106,0,0.0
030602010107,0,0.0
030602010108,0,0.0
030602010109,0,0.0
030602010110,0,0.0
030602010111,3876,0.003876
030602010201,466,0.000466
030602010202,0,0.0
030602010203,0,0.0
030602010204,0,0.0
030602010205,1782,0.001782
030602010206,684,0.000684
030602010207,98149,0.098149
030602010208,926640,0.92664
030602010209,272468,0.272468
030602010301,0,0.0
030602010302,0,0.0
030602010303,7743,0.007743
030602010304,19177,0.019177
030602010305,5930,0.00593
030602010306,0,0.0
030602010307,164502,0.164502
030602010308,25530,0.02553
030602010309,120916,0.120916
030602010310,634994,0.634994
030602010311,458356,0.458356
030602010401,697006,0.697006
030602010402,197580,0.19758
030602010403,66558,0.066558
030602010404,308252,0.308252
030602010405,400932,0.400932
030602010406,411122,0.411122
030602010407,22204,0.022204
030602010408,494080,0.49408
030602010501,25308,0.025308
030602010502,89604,0.089604
030602010503,100092,0.100092
030602010504,258780,0.25878
030602010505,1048158,1.048158
030602010506,672440,0.67244
030602010507,1103854,1.103854
030602010508,257076,0.257076
030602010509,315244,0.315244
030602010510,1118214,1.118214
030602010601,476122,0.476122
030602010602,700988,0.700988
030602010603,104110,0.10411
030602010604,326946,0.326946
030602010605,189428,0.189428
030602010606,322886,0.322886
030602010607,275674,0.275674
030602010608,519204,0.519204
030602010609,48532,0.048532
030602010610,125928,0.125928
030602010701,557566,0.557566
030602010702,12838,0.012838
030602010703,70748,0.070748
030602010704,17685,0.017685
030602010705,692576,0.692576
030602010706,59960,0.05996
030602010707,210558,0.210558
030602010708,750012,0.750012
030602010709,230956,0.230956
030602010710,309716,0.309716
030602020101,246588,0.246588
030602020102,211992,0.211992
030602020103,4070,0.00407
030602020104,48774,0.048774
030602020105,26367,0.026367
030602020106,75075,0.075075
030602020107,272558,0.272558
030602020201,26235,0.026235
030602020202,17556,0.017556
030602020203,131868,0.131868
030602020204,138666,0.138666
030602020205,424962,0.424962
030602020301,94776,0.094776
030602020302,111590,0.11159
030602020303,4144,0.004144
030602020304,105920,0.10592
030602020305,146681,0.146681
030602020306,215327,0.215327
030602020307,51551,0.051551
030602020401,25844,0.025844
030602020402,41440,0.04144
030602020403,94500,0.0945
030602020501,148876,0.148876
030602020502,23968,0.023968
030602020503,18760,0.01876
030602020504,136584,0.136584
030602020505,78092,0.078092
030602020506,0,0.0
030602020507,0,0.0
030602020508,0,0.0
030602020601,49653,0.049653
030602020602,20608,0.020608
030602020603,16100,0.0161
030602020604,2268,0.002268
030602020605,0,0.0
030602030101,63404,0.063404
030602030102,85543,0.085543
030602030103,11528,0.011528
030602030104,355665,0.355665
030602030105,310447,0.310447
030602030106,27800,0.0278
030602030107,39080,0.03908
030602030201,192824,0.192824
030602030202,30523,0.030523
030602030203,215578,0.215578
030602030204,84440,0.08444
030602030205,63480,0.06348
030602030301,58052,0.058052
030602030302,15785,0.015785
030602030303,38532,0.038532
030602030304,49584,0.049584
030602030305,45864,0.045864
030602030306,40348,0.040348
030602030307,16044,0.016044
030602030308,1428,0.001428
030602030309,54094,0.054094
030602030310,149048,0.149048
030602030401,43786,0.043786
030602030402,97350,0.09735
030602030403,89960,0.08996
030602030404,117844,0.117844
030602030405,73751,0.073751
030602030406,219592,0.219592
030602030407,175404,0.175404
030602030408,230115,0.230115
030602030409,80154,0.080154
030602030410,95282,0.095282
030602030411,105225,0.105225
030602030501,138805,0.138805
030602030502,14040,0.01404
030602030503,0,0.0
030602030504,1284,0.001284
030602030505,0,0.0
030602030506,0,0.0
030602030507,0,0.0
030602030601,2440,0.00244
030602030602,0,0.0
030602030603,0,0.0
030602030604,0,0.0
030602030605,0,0.0
030602030606,0,0.0
030602040101,0,0.0
030602040102,0,0.0
030602040103,0,0.0
030602040201,20228,0.020228
030602040202,0,0.0
030602040203,0,0.0
030602040301,0,0.0
030602040302,0,0.0
030602040303,0,0.0
030602040304,0,0.0
030602040305,0,0.0
030602040401,0,0.0
030602040402,0,0.0
030602040501,0,0.0
030602040502,0,0.0
030602040503,0,0.0
030602040601,876,0.000876
030602040602,0,0.0
030602040701,4818,0.004818
030602040702,0,0.0
030602040703,0,0.0
030602040704,0,0.0
030602040801,0,0.0
030602040802,0,0.0
030701010101,0,0.0
030701010102,0,0.0
030701010103,3330,0.00333
030701010104,0,0.0
030701010105,0,0.0
030701010106,666,0.000666
030701010201,0,0.0
030701010202,0,0.0
030701010203,0,0.0
030701010204,0,0.0
030701010205,222,0.000222
030701010301,0,0.0
030701010302,0,0.0
030701010303,0,0.0
030701010304,1248,0.001248
030701010305,26208,0.026208
030701010306,0,0.0
030701010307,1872,0.001872
030701010401,0,0.0
030701010402,0,0.0
030701010403,0,0.0
030701010404,0,0.0
030701010405,0,0.0
030701010406,0,0.0
030701010501,0,0.0
030701010502,0,0.0
030701010503,0,0.0
030701010504,0,0.0
030701010505,0,0.0
030701010601,9984,0.009984
030701010602,0,0.0
030701010603,0,0.0
030701010604,0,0.0
030701010605,0,0.0
030701010606,0,0.0
030701010701,0,0.0
030701010702,708,0.000708
030701010703,0,0.0
030701010704,624,0.000624
030701010705,4152,0.004152
030701010706,0,0.0
030701010801,0,0.0
030701010802,0,0.0
030701010803,0,0.0
030701010804,0,0.0
030701010805,9984,0.009984
030701010901,0,0.0
030701010902,0,0.0
030701010903,6578,0.006578
030701010904,15028,0.015028
030701010905,299,0.000299
030701010906,299,0.000299
030701010907,0,0.0
030701011001,0,0.0
030701011002,6240,0.00624
030701011003,0,0.0
030701011004,299,0.000299
030701011005,7826,0.007826
030701011006,0,0.0
030701011007,2076,0.002076
030701011101,0,0.0
030701011102,0,0.0
030701011103,0,0.0
030701011104,0,0.0
030701011105,0,0.0
030701011201,0,0.0
030701011202,0,0.0
030701011203,0,0.0
030701011204,0,0.0
030701011205,0,0.0
030701011301,30199,0.030199
030701011302,0,0.0
030701011303,0,0.0
030701011304,0,0.0
030701011305,320,0.00032
030701011306,0,0.0
030701011401,0,0.0
030701011402,24817,0.024817
030701011403,97175,0.097175
030701011404,75946,0.075946
030701011405,1196,0.001196
030701011406,3588,0.003588
030701011407,8372,0.008372
030701011408,15200,0.0152
030701011409,0,0.0
030701011501,19520,0.01952
030701011502,0,0.0
030701011503,0,0.0
030701011601,4214,0.004214
030701011602,0,0.0
030701011603,0,0.0
030701011604,0,0.0
030701011605,0,0.0
030701011606,0,0.0
030701011607,160,0.00016
030701011701,0,0.0
030701011702,0,0.0
030701011703,0,0.0
030701011704,0,0.0
030701011705,0,0.0
030701011706,0,0.0
030701011707,0,0.0
030701011801,12320,0.01232
030701011802,0,0.0
030701011803,0,0.0
030701011804,0,0.0
030701011805,0,0.0
030701020101,0,0.0
030701020102,0,0.0
030701020103,0,0.0
030701020104,1095,0.001095
030701020105,0,0.0
030701020201,0,0.0
030701020202,0,0.0
030701020203,0,0.0
030701020204,0,0.0
030701020205,0,0.0
030701020206,0,0.0
030701020207,0,0.0
030701020208,0,0.0
030701020301,0,0.0
030701020302,0,0.0
030701020303,0,0.0
030701020304,0,0.0
030701020305,0,0.0
030701020401,13224,0.013224
030701020402,3192,0.003192
030701020403,0,0.0
030701020404,12996,0.012996
030701020405,0,0.0
030701020406,52440,0.05244
030701020407,0,0.0
030701020501,0,0.0
030701020502,3584,0.003584
030701020503,0,0.0
030701020504,1668,0.001668
030701020505,0,0.0
030701020506,0,0.0
030701020601,0,0.0
030701020602,0,0.0
030701020603,782,0.000782
030701020604,0,0.0
030701020605,5934,0.005934
030701020606,0,0.0
030701020701,0,0.0
030701020702,0,0.0
030701020703,25437,0.025437
030701020704,67705,0.067705
030701020705,0,0.0
030701020801,0,0.0
030701020802,137124,0.137124
030701020803,473116,0.473116
030701020804,44133,0.044133
030701020805,34404,0.034404
030701020806,369561,0.369561
030701020901,500901,0.500901
030701020902,478554,0.478554
030701020903,52311,0.052311
030701020904,43710,0.04371
030701020905,44979,0.044979
030701020906,286089,0.286089
030701021001,648519,0.648519
030701021002,403260,0.40326
030701021003,637260,0.63726
030701021004,568961,0.568961
030701021005,402132,0.402132
030701021006,194580,0.19458
030701021101,11868,0.011868
030701021102,119494,0.119494
030701021103,252672,0.252672
030701021104,31161,0.031161
030701021105,20445,0.020445
030701021201,21150,0.02115
030701021202,2679,0.002679
030701021203,49561,0.049561
030701021204,19556,0.019556
030701021205,0,0.0
030701021206,249526,0.249526
030701021207,305847,0.305847
030701021301,26638,0.026638
030701021302,139490,0.13949
030701021303,42166,0.042166
030701021304,23889,0.023889
030701021305,108000,0.108
030701021306,38194,0.038194
030701021401,29086,0.029086
030701021402,39672,0.039672
030701021403,333540,0.33354
030701021404,227700,0.2277
030701021405,163688,0.163688
030701030101,0,0.0
030701030102,0,0.0
030701030103,0,0.0
030701030104,0,0.0
030701030105,0,0.0
030701030106,0,0.0
030701030107,0,0.0
030701030201,0,0.0
030701030202,0,0.0
030701030203,0,0.0
030701030204,0,0.0
030701030301,0,0.0
030701030302,0,0.0
030701030303,0,0.0
030701030304,0,0.0
030701030305,0,0.0
030701030306,0,0.0
030701030307,0,0.0
030701030401,0,0.0
030701030402,0,0.0
030701030403,0,0.0
030701030404,0,0.0
030701030405,0,0.0
030701030501,578,0.000578
030701030502,0,0.0
030701030503,0,0.0
030701030601,0,0.0
030701030602,0,0.0
030701030603,0,0.0
030701030604,0,0.0
030701030605,0,0.0
030701030701,0,0.0
030701030702,0,0.0
030701030703,0,0.0
030701030704,0,0.0
030701030705,0,0.0
030701030706,0,0.0
030701030707,1156,0.001156
030701030708,578,0.000578
030701030801,0,0.0
030701030802,0,0.0
030701030803,30,3e-05
030701030804,0,0.0
030701030901,0,0.0
030701030902,0,0.0
030701030903,0,0.0
030701031001,0,0.0
030701031002,0,0.0
030701031003,0,0.0
030701031004,0,0.0
030701031005,0,0.0
030701031006,0,0.0
030701031101,0,0.0
030701031102,0,0.0
030701031103,170,0.00017
030701031104,0,0.0
030701031105,0,0.0
030701031106,0,0.0
030701031201,372600,0.3726
030701031202,0,0.0
030701031203,0,0.0
030701031204,0,0.0
030701031301,0,0.0
030701031302,0,0.0
030701031303,602,0.000602
030701031304,0,0.0
030701031305,0,0.0
030701031306,0,0.0
030701031307,0,0.0
030701031401,149500,0.1495
030701031402,340,0.00034
030701031403,52900,0.0529
030701031404,0,0.0
030701031405,0,0.0
030701031406,0,0.0
030701031501,3680,0.00368
030701031502,38634,0.038634
030701031503,1974,0.001974
030701031504,49162,0.049162
030701031505,63101,0.063101
030701031506,304343,0.304343
030701031601,0,0.0
030701031602,0,0.0
030701031603,0,0.0
030701031604,112,0.000112
030701031605,122229,0.122229
030701040101,24242,0.024242
030701040102,500680,0.50068
030701040103,11362,0.011362
030701040104,54372,0.054372
030701040105,1216710,1.21671
030701040106,510400,0.5104
030701040107,159200,0.1592
030701040201,1219800,1.2198
030701040202,977278,0.977278
030701040203,1550211,1.550211
030701040204,572058,0.572058
030701040205,2264980,2.26498
030701040206,1400836,1.400836
030701040207,345718,0.345718
030701040301,1836738,1.836738
030701040302,3627642,3.627642
030701040303,2362090,2.36209
030701040401,1391242,1.391242
030701040402,2487000,2.487
030701040403,3194214,3.194214
030701040404,5337588,5.337588
030701040405,1822700,1.8227
030701040501,6549101,6.549101
030701040502,1964834,1.964834
030701040503,3509868,3.509868
030701040504,2392056,2.392056
030701040505,705312,0.705312
030701040506,641641,0.641641
030701040507,800163,0.800163
030701040601,310628,0.310628
030701040602,535842,0.535842
030701040603,745815,0.745815
030701040701,717023,0.717023
030701040702,192600,0.1926
030701040703,261080,0.26108
030701040801,77714,0.077714
030701040802,196939,0.196939
030701040803,107909,0.107909
030701040804,199523,0.199523
030701040805,202433,0.202433
030701040806,361680,0.36168
030701040807,152526,0.152526
030701050101,630620,0.63062
030701050102,965624,0.965624
030701050103,828146,0.828146
030701050201,503579,0.503579
030701050202,45899,0.045899
030701050203,182877,0.182877
030701050204,100037,0.100037
030701050205,215370,0.21537
030701050206,26190,0.02619
030701050301,503932,0.503932
030701050302,509095,0.509095
030701050303,286867,0.286867
030701050304,107237,0.107237
030701050401,350779,0.350779
030701050402,417782,0.417782
030701050403,127476,0.127476
030701060101,260955,0.260955
030701060102,276246,0.276246
030701060103,44397,0.044397
030701060104,193212,0.193212
030701060105,505968,0.505968
030701060106,362165,0.362165
030701060201,600583,0.600583
030701060202,142156,0.142156
030701060203,26884,0.026884
030701060204,1026679,1.026679
030701060301,25272,0.025272
030701060302,108702,0.108702
030701060303,381996,0.381996
030701060304,160596,0.160596
030701060305,198936,0.198936
030701060306,17061,0.017061
030701060307,60959,0.060959
030701060308,15108,0.015108
030701060401,0,0.0
030701060402,4462,0.004462
030701060403,4387,0.004387
030701060404,7811,0.007811
030701060405,1974,0.001974
030701060501,0,0.0
030701060502,0,0.0
030701060503,0,0.0
030701060504,0,0.0
030701060505,0,0.0
030701070101,449616,0.449616
030701070102,22564,0.022564
030701070103,183312,0.183312
030701070104,46024,0.046024
030701070105,62128,0.062128
030701070106,0,0.0
030701070107,40071,0.040071
030701070108,195464,0.195464
030701070201,392160,0.39216
030701070202,129048,0.129048
030701070203,319216,0.319216
030701070204,183801,0.183801
030701070205,365490,0.36549
030701070206,278242,0.278242
030701070301,60522,0.060522
030701070302,61963,0.061963
030701070303,14505,0.014505
030701070304,66599,0.066599
030701070401,200116,0.200116
030701070402,585669,0.585669
030701070403,617957,0.617957
030701070404,833446,0.833446
030701070405,666580,0.66658
030701070501,206496,0.206496
030701070502,144378,0.144378
030701070503,223534,0.223534
030701070504,974115,0.974115
030701070505,338256,0.338256
030701070506,533142,0.533142
030702010101,1304642,1.304642
030702010102,155874,0.155874
030702010103,628593,0.628593
030702010104,139486,0.139486
030702010201,75843,0.075843
030702010202,107433,0.107433
030702010203,115695,0.115695
030702010204,195985,0.195985
030702010205,36831,0.036831
030702010301,94199,0.094199
030702010302,43160,0.04316
030702010303,66847,0.066847
030702010304,71473,0.071473
030702010401,397887,0.397887
030702010402,385757,0.385757
030702010403,208714,0.208714
030702010404,77841,0.077841
030702010501,133623,0.133623
030702010502,147096,0.147096
030702010503,166264,0.166264
030702010504,161064,0.161064
030702010601,290046,0.290046
030702010602,379032,0.379032
030702010603,27116,0.027116
030702010604,296170,0.29617
030702010701,5512,0.005512
030702010702,117872,0.117872
030702010703,174813,0.174813
030702010704,35490,0.03549
030702010705,79676,0.079676
030702010801,493935,0.493935
030702010802,526218,0.526218
030702010803,279920,0.27992
030702010901,335481,0.335481
030702010902,97887,0.097887
030702010903,47275,0.047275
030702010904,278227,0.278227
030702011001,31625,0.031625
030702011002,130245,0.130245
030702011003,670520,0.67052
030702011004,175960,0.17596
030702011101,46419,0.046419
030702011102,0,0.0
030702011103,0,0.0
030702011104,546,0.000546
030702011105,657,0.000657
030702011201,0,0.0
030702011202,0,0.0
030702020101,550111,0.550111
030702020102,260301,0.260301
030702020103,268239,0.268239
030702020104,122703,0.122703
030702020201,168894,0.168894
030702020202,423228,0.423228
030702020301,302840,0.30284
030702020302,247624,0.247624
030702020303,544029,0.544029
030702020304,666409,0.666409
030702020401,53862,0.053862
030702020402,220806,0.220806
030702020403,243972,0.243972
030702020404,483879,0.483879
030702020501,360800,0.3608
030702020502,30185,0.030185
030702030101,235,0.000235
030702030102,0,0.0
030702030201,0,0.0
030702030202,0,0.0
030702030203,0,0.0
030702030204,0,0.0
030702030301,4186,0.004186
030702030302,0,0.0
030702030401,0,0.0
030702030402,0,0.0
030702030403,0,0.0
030702030501,0,0.0
030702030502,0,0.0
030702030503,0,0.0
030702030504,0,0.0
030702040101,0,0.0
030702040102,0,0.0
030702040103,0,0.0
030702040104,0,0.0
030702040105,0,0.0
030702040201,0,0.0
030702040202,0,0.0
030702040203,0,0.0
030702040301,0,0.0
030702040302,0,0.0
030702040303,0,0.0
030702040304,4242,0.004242
030702040305,0,0.0
030702040401,0,0.0
030702040402,86858,0.086858
030702040403,0,0.0
030702040404,0,0.0
030702040405,0,0.0
030702040501,11448,0.011448
030702040502,61056,0.061056
030702040503,0,0.0
030702040601,0,0.0
030702040602,0,0.0
030702040603,0,0.0
030702040701,0,0.0
030702040702,0,0.0
030702040703,0,0.0
030702040801,0,0.0
030702040802,0,0.0
030702040803,0,0.0
030702040901,0,0.0
030702040902,0,0.0
030702040903,0,0.0
030702040904,0,0.0
030702040905,0,0.0
030702040906,0,0.0
030702040907,0,0.0
030702050101,0,0.0
030702050102,0,0.0
030702050103,0,0.0
030702050104,0,0.0
030702050105,0,0.0
030702050201,0,0.0
030702050202,696420,0.69642
030702050203,60839,0.060839
030702050301,0,0.0
030702050302,0,0.0
030702050303,0,0.0
030702050304,0,0.0
030801010101,23433,0.023433
030801010102,0,0.0
030801010103,363372,0.363372
030801010104,37039277,37.039277
030801010105,1576220,1.57622
030801010201,103079,0.103079
030801010202,2255,0.002255
030801010203,7832968,7.832968
030801010204,4181952,4.181952
030801010205,40891768,40.891768
030801010206,3815671,3.815671
030801010301,1301832,1.301832
030801010302,16898,0.016898
030801010401,6293,0.006293
030801010402,2193,0.002193
030801010403,6784411,6.784411
030801010404,620619,0.620619
030801010405,10461341,10.461341
030801010406,1162927,1.162927
030801010407,279973,0.279973
030801010408,728807,0.728807
030801010409,99416,0.099416
030801010410,4519773,4.519773
030801010501,81928,0.081928
030801010502,145824,0.145824
030801010503,15288,0.015288
030801010504,1855336,1.855336
030801010505,3920,0.00392
030801010506,10192,0.010192
030801010507,55664,0.055664
030801010601,16087234,16.087234
030801010602,218471,0.218471
030801010603,38743,0.038743
030801010604,17544,0.017544
030801010701,891016,0.891016
030801010702,114767,0.114767
030801010703,1568,0.001568
030801010704,147930,0.14793
030801010705,3136,0.003136
030801010706,3655,0.003655
030801010707,3702420,3.70242
030801010801,1353,0.001353
030801010802,0,0.0
030801010803,0,0.0
030801010804,0,0.0
030801010805,0,0.0
030801010806,0,0.0
030801010807,0,0.0
030801010808,17589,0.017589
030801010901,186405,0.186405
030801010902,0,0.0
030801010903,0,0.0
030801010904,0,0.0
030801010905,124386,0.124386
030801011001,42196,0.042196
030801011002,0,0.0
030801011003,144771,0.144771
030801011004,30668,0.030668
030801011005,2255,0.002255
030801011006,0,0.0
030801011007,0,0.0
030801011008,440538,0.440538
030801011101,0,0.0
030801011102,640,0.00064
030801011103,0,0.0
030801011104,0,0.0
030801011105,640000,0.64
030801011201,32184,0.032184
030801011202,713412,0.713412
030801011203,734868,0.734868
030801011204,0,0.0
030801011205,1045980,1.04598
030801011206,118008,0.118008
030801011207,123372,0.123372
030801011208,10728,0.010728
030801011301,0,0.0
030801011302,0,0.0
030801011303,354560,0.35456
030801011304,0,0.0
030801011401,58179,0.058179
030801011402,0,0.0
030801011403,0,0.0
030801011404,0,0.0
030801011405,54198,0.054198
030801011406,0,0.0
030801011407,0,0.0
030801011501,90387,0.090387
030801011502,1422,0.001422
030801011503,248376,0.248376
030801011504,55458,0.055458
030801011505,306149,0.306149
030801011506,0,0.0
030801011601,27492,0.027492
030801011602,0,0.0
030801011603,948,0.000948
030801011604,0,0.0
030801011605,89586,0.089586
030801011606,123372,0.123372
030801011701,2644452,2.644452
030801011702,579312,0.579312
030801011801,0,0.0
030801011802,0,0.0
030801011901,0,0.0
030801011902,0,0.0
030801011903,0,0.0
030801012001,361608,0.361608
030801012002,901152,0.901152
030801012003,69600,0.0696
030801012004,70992,0.070992
030801012100,2784,0.002784
030801020101,493536,0.493536
030801020102,673554,0.673554
030801020103,567132,0.567132
030801020104,619044,0.619044
030801020105,309996,0.309996
030801020201,235578,0.235578
030801020202,247428,0.247428
030801020203,864102,0.864102
030801020301,416594,0.416594
030801020302,407409,0.407409
030801020303,18260688,18.260688
030801020304,719320,0.71932
030801020401,745128,0.745128
030801020402,120870,0.12087
030801020403,258016,0.258016
030801020404,830600,0.8306
030801020405,231053,0.231053
030801020501,0,0.0
030801020502,96240,0.09624
030801020503,0,0.0
030801020504,0,0.0
030801020505,2410,0.00241
030801020600,327760,0.32776
030801020700,4247955,4.247955
030801020801,964,0.000964
030801020802,0,0.0
030801020803,0,0.0
030801020804,0,0.0
030801020805,13496,0.013496
030801020806,0,0.0
030801020900,1503071,1.503071
030801021000,795790,0.79579
030801021101,0,0.0
030801021102,31684,0.031684
030801021103,24920,0.02492
030801021104,4628,0.004628
030801021105,0,0.0
030801021106,8188,0.008188
030801021107,0,0.0
030801021201,16732,0.016732
030801021202,29548,0.029548
030801021203,79530,0.07953
030801021204,241723,0.241723
030801021205,13030,0.01303
030801021301,57840,0.05784
030801021302,55536,0.055536
030801021303,928,0.000928
030801021401,8435,0.008435
030801021402,30366,0.030366
030801021403,0,0.0
030801021404,7953,0.007953
030801021405,2784,0.002784
030801021406,0,0.0
030801030101,3245220,3.24522
030801030102,101680,0.10168
030801030201,0,0.0
030801030202,1230,0.00123
030801030203,19680,0.01968
030801030204,46740,0.04674
030801030205,487080,0.48708
030801030301,637550,0.63755
030801030302,284130,0.28413
030801030303,795782,0.795782
030801030304,6043580,6.04358
030801030401,4176,0.004176
030801030402,0,0.0
030801030403,36656,0.036656
030801030404,280256,0.280256
030801030501,4424,0.004424
030801030502,0,0.0
030801030503,0,0.0
030801030504,392080,0.39208
030801030601,20416,0.020416
030801030602,0,0.0
030801030603,0,0.0
030801030604,0,0.0
030801030701,779310,0.77931
030801030702,3370112,3.370112
030801030703,3188438,3.188438
030801030704,651188,0.651188
030801030801,928,0.000928
030801030802,623534,0.623534
030801030803,1886874,1.886874
030801030804,755066,0.755066
030801030901,0,0.0
030801030902,0,0.0
030801030903,0,0.0
030801030904,5140,0.00514
030801031001,0,0.0
030801031002,0,0.0
030801031003,0,0.0
030801031004,0,0.0
030801031101,0,0.0
030801031102,4112,0.004112
030801031103,0,0.0
030801031201,0,0.0
030801031202,18080,0.01808
030801031203,489516,0.489516
030801031204,152550,0.15255
030801031301,10622,0.010622
030801031302,0,0.0
030801031303,0,0.0
030801031304,0,0.0
030801031401,1272,0.001272
030801031402,0,0.0
030801031403,0,0.0
030801031404,0,0.0
030801031405,0,0.0
030801031501,14628,0.014628
030801031502,3816,0.003816
030801031503,0,0.0
030801031601,153276,0.153276
030801031602,0,0.0
030801031603,0,0.0
030801031604,0,0.0
030801031605,0,0.0
030801031606,0,0.0
030802010101,525672,0.525672
030802010102,32184,0.032184
030802010103,0,0.0
030802010104,0,0.0
030802010105,0,0.0
030802010201,0,0.0
030802010202,80460,0.08046
030802010203,0,0.0
030802010204,0,0.0
030802010205,0,0.0
030802010301,0,0.0
030802010302,0,0.0
030802010303,0,0.0
030802010304,0,0.0
030802010401,1230,0.00123
030802010402,0,0.0
030802010403,0,0.0
030802010501,0,0.0
030802010502,20114,0.020114
030802010503,0,0.0
030802010601,0,0.0
030802010602,0,0.0
030802020101,0,0.0
030802020102,0,0.0
030802020103,0,0.0
030802020104,0,0.0
030802020105,0,0.0
030802020201,0,0.0
030802020202,29971,0.029971
030802020203,0,0.0
030802020301,5321819,5.321819
030802020302,3945217,3.945217
030802020400,643680,0.64368
030802030100,37914694,37.914694
030802030201,7058772,7.058772
030802030202,5322251,5.322251
030802030203,73033,0.073033
030802030301,5607734,5.607734
030802030302,10750487,10.750487
030802030303,3425796,3.425796
030802030304,923253,0.923253
030802030305,1212288,1.212288
030802030306,8576216,8.576216
030802030307,566456,0.566456
030901010101,1353,0.001353
030901010102,1804,0.001804
030901010103,51865,0.051865
030901010104,85540,0.08554
030901010201,115022,0.115022
030901010202,9016,0.009016
030901010301,0,0.0
030901010302,3528,0.003528
030901010400,300664,0.300664
030901010501,110946,0.110946
030901010502,333937,0.333937
030901010503,393272,0.393272
030901010504,103634,0.103634
030901010601,28860,0.02886
030901010602,666,0.000666
