HUC_12,FF_Demand
071000061403,1896.68909264
071000061404,2341.72730732
071000061405,5016.35827446
071000061406,4272.68961048
071000061501,5318.26852608
071000061502,3570.80097389
071000061503,5787.0163784
071000061504,4849.9224062
071000061505,7785.76322842
071000061601,6454.46478271
071000061602,5341.98642349
071000061701,3309.26395607
071000061702,4386.5861721
071000061703,7332.74232483
071000070101,4068.85142899
071000070102,2191.93041039
071000070103,4836.70788956
071000070104,3659.37582397
071000070201,4196.20202351
071000070202,6503.45554256
071000070203,4510.89179993
071000070204,5321.91724777
071000070205,5861.51814365
071000070206,2400.36892891
071000070301,4610.6870203
071000070302,5456.70086479
071000070303,7512.6170578
071000070401,2796.95068359
071000070402,6953.7911253
071000070403,3579.42386246
071000070404,2344.77815533
071000070501,7359.14327335
071000070502,7903.53511906
071000070601,6793.69191456
071000070602,3031.24900913
071000070603,5422.08361244
071000070701,5786.29280281
071000070702,2458.53611851
071000070703,2797.67220116
071000070704,3459.28641033
071000070801,5054.63602257
071000070802,2432.33534145
071000070803,2436.96316051
071000070901,3655.88793659
071000070902,3574.05593777
071000070903,3446.4310627
071000070904,2855.85078526
071000080101,7341.14825916
071000080102,5895.62452507
071000080103,5622.18179893
071000080201,2360.35133362
071000080202,8198.25704384
071000080301,2258.78487873
071000080302,4748.37471962
071000080303,2238.11540985
071000080304,7563.53641129
071000080401,5994.16049671
071000080402,7824.43048191
071000080403,3941.04932308
071000080404,3078.38909149
071000080405,8394.15891647
071000080501,5482.26913929
071000080502,4113.83500576
071000080503,3397.65019798
071000080504,4658.17016697
071000080505,3697.9268446
071000080601,3503.40408707
071000080602,4470.36006927
071000080603,2014.42715073
071000080604,1880.36593723
071000080605,3127.90334129
071000080606,2102.12556076
071000080607,5309.55375195
071000080608,5139.46973228
071000080609,4000.90786171
071000080610,4938.15229893
071000080701,7428.55519962
071000080702,2915.82138348
071000080703,5478.76023865
071000080801,2707.78304195
071000080802,3357.9576273
071000080803,6394.83752918
071000080804,5188.10591221
071000080901,4498.33752823
071000080902,6417.92997646
071000080903,2356.24048519
071000080904,5823.91327095
071000081001,5898.18793392
071000081002,6962.38852406
071000081003,4708.97966957
071000081004,4685.75815296
071000081101,3049.16491508
071000081102,4477.91666031
071000081103,3802.60708714
071000081201,6324.10652161
071000081202,4593.11929989
071000081301,4258.97701836
071000081302,4603.45360184
071000081303,2129.86859894
071000081304,5129.16518879
071000081305,6502.10517406
071000081306,4909.11094952
071000081401,5431.15350342
071000081402,5803.87099266
071000081403,4478.54665947
071000081404,5603.35089111
071000081405,5254.75395679
071000081501,2752.5795126
071000081502,7062.16173744
071000081503,7624.39114666
071000081504,6723.81544781
071000081505,5094.29567719
071000081506,7136.83456516
071000081507,9176.80868816
071000081508,5337.55562401
071000081509,5391.58028126
071000090101,7452.19022083
071000090102,7954.21616745
071000090201,6534.68933105
071000090202,2699.86671257
071000090203,3100.89341259
071000090204,3806.87281513
071000090301,2363.17339039
071000090302,5253.63402462
071000090303,1633.49371243
071000090304,2181.67574215
071000090305,2190.59919453
071000090306,3853.06522083
071000090307,5425.59074688
071000090308,4701.13194942
071000090309,4023.07470131
071000090310,3037.61661625
071000090401,5642.42045403
071000090402,5158.32454777
071000090501,6611.44404793
071000090502,3456.00151634
071000090503,6307.03752613
071000090504,3037.22288132
071000090505,6157.41250324
071000090601,3850.54277086
071000090602,5325.26735592
071000090603,1452.52013588
071000090604,1714.14139938
071000090605,3390.61988735
071000090606,4117.56247044
071000090607,3969.39067173
071000090701,3653.6543045
071000090702,3752.28212833
071000090703,3257.98310184
071000090704,4023.69531727
071000090705,5511.83144474
071000090706,2681.40481091
071000090707,4114.02087021
071000090708,2752.19915485
071000090709,3569.49296761
071000090710,3731.25297451
071000090801,2188.89709044
071000090802,5201.20514202
071000090901,3097.45214224
071000090902,2667.80484533
071000090903,1519.90844536
071000090904,3191.30165863
071000091001,2347.78550196
071000091002,3996.95962572
071000091101,4055.34743118
071000091102,2686.34343529
071000091103,3727.60339689
071000091201,1379.04937124
071000091202,3710.44810867
071000091203,2801.63572884
071000091204,1415.03007746
071000091205,1825.70990181
071000091206,5152.65274286
071000091207,1974.32200336
071000091208,1806.77096462
071000091209,2781.93404531
071000091210,4268.30589867
071000091211,2696.12932253
071000091212,1108.54920149
071100010101,3221.36283875
071100010102,2869.02771664
071100010103,2939.92151165
071100010201,1511.19158745
071100010202,3782.8867197
071100010203,4004.88422012
071100010204,3004.14893913
071100010205,2716.51973057
071100010206,2648.12772274
071100010207,2041.62665749
071100010301,3358.72960091
071100010302,1954.33876181
071100010303,1591.75645161
071100010304,1340.04944944
071100010305,1371.88657808
071100010306,2614.72492552
071100010401,2058.69046974
071100010402,4364.18194103
071100010403,2670.8969183
071100010404,3422.02794981
071100010501,2012.92597342
071100010502,3666.31279039
071100010503,2289.50069714
071100010504,1380.23463392
071100010505,1700.73228168
071100010506,2816.83714533
071100010507,2108.59495497
071100010508,2161.83211899
071100010509,3356.61014223
071100010601,1404.04455996
071100010602,1944.85394382
071100010603,3285.55132437
071100010604,2139.53938437
071100010605,1569.89028931
071100010701,4528.90603447
071100010702,3855.52671194
071100010801,3842.97689581
071100010802,2280.12017012
071100010803,1705.37690878
071100010804,2323.74003839
071100010901,3551.00517941
071100010902,3262.15384293
071100010903,3955.15424871
071100010904,4041.24382448
071100010905,1123.08096981
071100011001,1694.46655464
071100011002,2983.57379436
071100011003,3313.54503822
071100011004,1414.74879694
071100011005,2895.27372885
071100011006,4386.06585312
071100020101,2597.91462803
071100020102,4450.60697508
071100020103,4036.44019938
071100020104,2574.65382433
071100020105,2428.10018682
071100020106,1361.74440718
071100020107,1009.69436789
071100020108,1886.90537357
071100020201,1538.47881556
071100020202,2993.25690651
071100020203,991.868992805
071100020204,2772.15479326
071100020205,1019.82274771
071100020206,1905.25855112
071100020301,1426.35412121
071100020302,1692.18462658
071100020303,2417.42012644
071100020304,3853.96699238
071100020305,4214.30352736
071100020306,2708.1242981
071100020401,3507.63665438
071100020402,3492.97065306
071100020403,4124.60984182
071100020404,2365.47669172
071100020405,1283.81807566
071100030101,1632.53561783
071100030102,1818.25927734
071100030103,1102.84094477
071100030104,1932.75081396
071100030105,1101.90363359
071100030106,2083.34942389
071100030201,1268.00124836
071100030202,3077.1455369
071100030203,2738.17006397
071100030204,2770.52551556
071100030301,1208.8123641
071100030302,1835.71889734
071100030303,1371.16978931
071100030304,3549.57689381
071100030305,2494.25935316
071100030306,2646.62637234
071100030307,4303.48991013
071100030401,4267.94577551
071100030402,1839.91413832
071100040101,3208.4844389
071100040102,2268.66458941
071100040103,3045.51221991
071100040104,2786.80486345
071100040105,5708.01897049
071100040106,4747.28507519
071100040107,4685.87917137
071100040108,3236.45096874
071100040109,3608.65896749
071100040201,2347.51876068
071100040202,4966.47417116
071100040203,2156.88644886
071100040301,1759.34570932
071100040302,5229.17348576
071100040303,4568.85514736
071100040304,5201.51936913
071100040401,5802.660923
071100040402,4562.27157593
071100040403,6498.9002552
071100040501,6105.68173504
071100040502,3185.50822449
071100040503,7458.24012756
071100040504,5761.56983566
071100040601,5579.48102283
071100040602,5129.14413548
071100040603,4652.95273876
071100040604,3020.31968689
071100040701,10065.0865746
071100040702,11320.4596558
071100040703,10677.2970028
071100040801,9583.69140911
071100040802,6747.75453568
071100040803,8932.72172928
071100040901,7126.75451183
071100040902,8344.26073456
071100040903,11143.6452675
071100040904,11051.9320965
071100040905,8619.6230278
071100041001,6469.85690308
071100041002,20337.5991821
071100041003,12058.1940117
071100041004,25670.2907486
071100041101,17599.5078602
071100041102,7578.28456116
071100041103,4774.36132622
071100041104,4361.53726959
071100041105,6933.76144028
071100041106,8727.30822945
071100041107,8465.20660973
071100041108,15055.5474968
071100041109,11814.9111214
071100050101,1380.2240634
071100050102,2915.77101707
071100050103,2031.9551053
071100050104,1914.54533052
071100050105,2235.82688808
071100050106,2082.23091269
071100050107,1071.18306684
071100050108,2521.4687252
071100050109,2033.05171204
071100050110,2209.25000191
071100050111,1419.73625135
071100050201,4105.83976126
071100050202,4341.48343563
071100050301,3403.30739212
071100050302,4379.05641413
071100050303,2005.3508296
071100050401,2440.68970537
071100050402,3305.63091755
071100050403,3605.01665354
071100050404,4369.84646988
071100050501,3146.37760067
071100050502,2115.31865549
071100050503,4068.45243454
071100050504,2862.31489182
071100060101,6340.17568398
071100060102,3215.94659042
071100060103,3647.79262066
071100060104,3007.62914562
071100060105,4709.71288776
071100060201,2092.22038746
071100060202,2312.80087709
071100060203,1986.69982958
071100060204,2198.75820875
071100060205,3452.18885851
071100060206,3960.03346157
071100060207,3054.74637604
071100060208,4290.14795876
071100060301,4015.43384266
071100060302,5630.86859655
071100060303,3688.67715359
071100060304,1657.91456795
071100060305,3024.98720646
071100060306,2259.65915775
071100060307,3920.88831615
071100060308,4512.63189983
071100060401,4903.96011782
071100060402,1875.94564629
071100060501,8228.04020214
071100060502,6142.07355881
071100060503,4161.59558773
071100060504,3745.09608078
071100060505,1985.29342079
071100060506,4927.81406116
071100060507,4423.67520618
071100060508,5133.11640739
071100060509,3195.93350792
071100060510,4683.29954243
071100070101,5420.98541069
071100070102,7160.68044281
071100070103,5597.98448467
071100070104,8592.96457958
071100070105,6031.5758543
071100070201,6493.2730608
071100070202,4234.05780411
071100070203,10177.9538679
071100070204,8667.75785351
071100070205,7220.54505253
071100070301,7897.10251808
071100070302,6595.2048254
071100070303,9546.01509857
071100070401,11824.6135874
071100070402,9871.97504044
071100070403,8942.87819099
071100080101,5418.80222893
071100080102,7045.28030109
071100080103,5721.19889736
071100080104,10011.7054062
071100080105,11057.9114628
071100080201,11432.5152836
071100080202,5365.15950012
071100080203,12167.7543983
071100080204,9162.56567192
071100080205,11258.5664082
071100080206,10363.3346577
071100080207,13720.8561935
071100080208,12707.5295448
071100080301,5720.27255058
071100080302,9863.64328384
071100080303,8149.60793877
071100080304,8076.60463524
071100080305,13940.6835651
071100080306,5108.86663246
071100080307,17675.3170109
071100080308,8466.36574364
071100080309,14787.4157715
071100080310,15045.9625778
071100080401,12131.3206005
071100080402,7252.06234741
071100080403,12643.9122257
071100080404,14669.5605717
071100080405,8402.75259018
071100080406,7269.85975647
071100080407,11623.5236073
071100080408,12697.5040741
071100080409,8081.59980774
071100080410,7427.69294739
071100080411,22243.0961266
071100090101,21824.4809837
071100090102,9753.69260406
071100090103,19132.4052696
071100090104,20934.8644524
071100090105,25125.5044212
071100090106,11578.3640747
071100090107,9809.1201973
071100090201,15711.6587791
071100090202,10275.7485924
071100090203,8925.96126556
071100090204,13359.037529
071100090301,15034.3207283
071100090302,14277.258976
071100090303,8259.50355911
071100090304,10855.9162674
071100090401,29553.5485649
071100090402,14766.2031822
071100090403,7985.46894836
071200010101,11091.8877411
071200010102,12861.4756927
071200010103,13611.088047
071200010104,10017.3391914
071200010105,10851.6274643
071200010106,10390.4411888
071200010201,21971.1117516
071200010202,16584.8985023
071200010203,10972.9758339
071200010204,13112.4019012
071200010205,12065.0021667
071200010206,9995.02746201
071200010207,17687.7837143
071200010208,39157.7495193
071200010209,21472.0165749
071200010301,7686.01864624
071200010302,17209.7540741
071200010303,12205.1455994
071200010304,11580.9081116
071200010305,12807.18787
071200010306,7334.53102112
071200010307,11817.0286484
071200010308,11173.7990417
071200010309,15347.0754089
071200010310,9542.34494019
071200010311,9324.92130661
071200010312,8301.50400162
071200010401,16692.8785362
071200010402,12983.7749939
071200010403,33331.39785
071200010404,16000.8106613
071200010405,34655.2258224
071200010406,21824.1453247
071200010407,16555.8391113
071200010408,11968.3029938
071200010501,14578.5658569
071200010502,12801.8945084
071200010503,8981.10279083
071200010504,21555.8153496
071200010505,11971.3848
071200010506,4662.07921219
071200010601,15817.6171837
071200010602,11767.1874428
071200010603,22050.8063393
071200010604,13539.8090096
071200010701,17711.8657646
071200010702,19405.4606094
071200010703,17597.837944
071200010704,13171.1085167
071200010705,9270.05862427
071200010801,16828.5986862
071200010802,15196.4118423
071200010803,17862.904808
071200010804,17910.1412659
071200010805,13398.5612793
071200010806,10188.0918503
071200010807,21399.8989716
071200010808,20812.4210358
071200010809,18709.6242218
071200010901,13107.4958267
071200010902,15467.56884
071200010903,15886.9986038
071200010904,22817.7795639
071200011001,23442.5009689
071200011002,15336.6183472
071200011003,21286.9323959
071200011004,23914.1253052
071200011005,25257.9317703
071200011006,13870.4059372
071200011007,31159.8085403
071200011008,19362.4407959
071200011009,18430.8342133
071200011010,34260.5883713
071200011101,30040.1106491
071200011102,34839.0496063
071200011103,23908.527153
071200011201,12897.8578529
071200011202,11574.3129807
071200011203,19797.0998764
071200011204,14249.5431747
071200011205,20711.9748917
071200011301,15927.0650787
071200011302,17843.5478745
071200011303,13083.795784
071200011304,15749.468605
071200011305,22048.7361832
071200011306,31741.2721634
071200011307,19377.4592667
071200011308,24162.3159103
071200011309,18699.7595901
071200011310,15807.3288651
071200011311,23960.8925018
071200011312,19830.9409637
071200011313,12667.7659073
071200011401,25853.4034195
071200011402,39702.7957458
071200011403,32017.2081528
071200011404,17000.4240112
071200011405,21630.930809
071200011406,34597.993042
071200011501,22894.9638596
071200011502,40708.79879
071200011503,39190.6376419
071200011504,24082.442894
071200011601,12538.9553604
071200011602,44533.9790688
071200011603,21733.3363075
071200011604,21992.3813095
071200011701,38461.4967957
071200011702,66091.3202438
071200011703,41273.3888474
071200011801,42884.2386932
071200011802,20205.5546532
071200011803,24444.8590012
071200011804,10896.5795364
071200011805,55879.6435547
071200011806,20901.3995056
071200011807,39171.5823669
071200011808,19440.0304031
071200011809,18291.8893967
071200020101,18796.6150093
071200020102,18416.3958893
071200020103,20173.3825531
071200020201,8185.40654755
071200020202,17641.3562088
071200020203,10355.6493111
071200020204,9296.4380455
071200020205,14653.9857063
071200020206,10555.1214676
071200020301,17264.5961189
071200020302,16171.0724487
071200020303,19297.2145653
071200020304,16748.8023949
071200020305,17491.5933533
071200020401,25146.7162704
071200020402,12595.9863434
071200020403,18316.5379295
071200020404,7366.7896347
071200020405,22107.6016731
071200020501,9833.79228973
071200020502,11213.4120865
071200020503,9946.73709869
071200020504,6961.39118576
071200020505,12870.2296619
071200020506,10006.9274826
071200020507,4815.49773026
071200020508,7075.3520546
071200020601,3802.77696419
071200020602,3871.82435989
071200020603,5891.65312386
071200020604,3464.54831886
071200020605,4312.99378204
071200020606,4115.96517754
071200020607,8959.22640896
071200020608,4999.36571884
071200020609,8726.63702011
071200020610,15176.9018745
071200020701,7508.8041153
071200020702,11898.7641563
071200020703,4276.69714165
071200020704,4358.12309647
071200020705,10520.0678883
071200020706,5458.69243622
071200020707,4247.8570385
071200020708,6009.61001396
071200020709,5730.50546265
071200020710,9756.70068359
071200020711,16535.3039303
071200020801,3642.28137779
071200020802,5640.09610748
071200020803,4863.40892029
071200020804,11559.4168472
071200020805,13919.8474789
071200020806,9652.80610657
071200020807,7120.39352226
071200020808,17178.5042915
071200020901,5998.0438118
071200020902,34069.1585655
071200021001,22279.3903351
071200021002,26066.514719
071200021101,21733.9564743
071200021102,17861.4264679
071200021201,15080.1474342
071200021202,46045.5720901
071200021301,16274.8929214
071200021302,11565.5594215
071200021303,10998.1338272
071200021304,14949.7906876
071200021305,8414.72947311
071200021306,21399.2178688
071200021307,22717.9731293
071200021308,19816.1075134
071200021401,16327.4390182
071200021402,32060.3926582
071200030101,48625.4323273
071200030102,39738.0687103
071200030103,45552.953537
071200030104,33971.6652908
071200030105,41805.1260986
071200030106,57258.5996857
071200030107,122140.456955
071200030201,32560.9398727
071200030202,32095.5879211
071200030203,26272.9649582
071200030204,39233.8600464
071200030301,22830.7735367
071200030302,18016.1756592
071200030303,18769.6607819
071200030304,20665.3806
071200030305,31346.6476746
071200030401,32963.021019
071200030402,17104.9997025
071200030403,45186.9023514
071200030404,25684.8740311
071200030405,51885.9274979
071200030406,28864.7939835
071200030407,34105.1987534
071200040101,45685.6473083
071200040102,37380.1743011
071200040103,72623.6306305
071200040104,45318.2748871
071200040201,61361.1953583
071200040202,51402.7088928
071200040301,38864.9657593
071200040302,84663.673111
071200040401,79303.6325378
071200040402,43806.092514
071200040403,34451.0824051
071200040404,63134.9090652
071200040501,63607.6154633
071200040502,49179.6174316
071200040503,74228.9151764
071200040504,31157.9316559
071200040505,65063.9155121
071200040506,64289.2538681
071200040601,48968.8289719
071200040602,25013.7384109
071200040603,61651.0272064
071200040701,25697.2950668
071200040702,27425.3629379
071200040703,42969.436615
071200040704,18070.2728653
071200040705,110121.311424
071200040706,63323.8830643
071200040801,50829.3560944
071200040802,66958.231575
071200040803,56323.9711227
071200040804,55988.5241318
071200040805,61800.4117508
071200040806,43914.895752
071200040807,57299.9000702
071200040808,39086.4025192
071200040809,28055.8607712
071200040810,43440.4595718
071200040901,16488.3583679
071200040902,35302.4187927
071200040903,26485.0470047
071200040904,17894.5395355
071200040905,42925.088562
071200050101,43750.2956161
071200050102,41504.8417206
071200050103,29562.1839142
071200050104,34179.8407669
071200050105,30177.5327911
071200050106,21556.3891296
071200050201,13028.1924286
071200050202,31004.1843033
071200050203,32595.7275429
071200050204,38783.2767487
071200050205,21017.6673851
071200050206,13250.0624313
071200050301,28768.6554642
071200050302,37031.9387627
071200050303,17865.6307831
071200050304,17309.4113464
071200050401,22180.6025696
071200050402,16262.6301041
071200050501,23164.84972
071200050502,34415.4477005
071200050503,32743.902565
071200050601,24135.4451675
071200050602,43509.8367538
071200050701,32143.5399246
071200050702,25769.4448814
071200050703,15244.9545898
071200050704,14361.7253838
071200050705,45321.9395905
071200050801,16714.5151901
071200050802,25301.9894104
071200050803,20418.417511
071200060101,32201.4347687
071200060102,56238.7513351
071200060103,48066.166153
071200060104,24095.5701447
071200060105,21189.0495834
071200060201,28303.3790283
071200060202,44304.2498169
071200060203,44114.0554047
071200060301,18852.0361481
071200060302,28331.9585037
071200060303,40878.0473785
071200060304,43983.0378342
071200060401,14356.3146133
071200060402,43410.7013702
071200060403,22952.5049438
071200060404,29028.3633118
071200060501,56587.0128174
071200060502,30651.2967987
071200060503,54252.4191132
071200060601,27287.1177368
071200060602,62978.2252197
071200060603,28121.5761414
071200060604,65172.8667145
071200060701,39317.0081558
071200060702,23968.2807846
071200060703,42808.7932892
071200060704,40302.5398941
071200060705,39806.5532684
071200060706,28911.6701813
071200060707,19643.2536316
071200060801,49643.8229065
071200060802,66752.4132233
071200060901,16039.9067383
071200060902,30520.943985
071200060903,29120.3905945
071200060904,63344.1182709
071200060905,19778.892746
071200060906,34364.355957
071200060907,31841.7778168
071200061001,35571.7587738
071200061002,22102.9616547
071200061003,62990.2483521
071200061004,20470.401825
071200061005,33317.0356598
071200061006,60617.1824951
071200061007,28995.1847076
071200061008,52858.2463989
071200061009,41854.1572418
071200061010,25977.549118
071200061101,38754.8363647
071200061102,90681.5300751
071200061103,36833.0814514
071200061104,61650.4335327
071200061105,54920.2409058
071200061201,45166.7976837
071200061202,53574.6161804
071200061203,32272.6690216
071200061204,30378.828125
071200061205,72585.6571045
071200061206,64898.5756531
071200070101,23583.0685272
071200070102,51790.0852814
071200070103,28068.2947311
071200070104,35944.6606522
071200070105,43164.5981522
071200070106,34262.7383423
071200070107,22723.0950089
071200070108,38504.9491272
071200070109,23110.2887192
071200070110,21917.0614777
071200070111,20047.7012024
071200070201,58468.6863785
071200070202,37723.7184525
071200070301,41489.2136917
071200070302,39625.4872665
071200070303,28558.7880936
071200070304,33173.3007736
071200070305,33567.6057358
071200070306,18157.0034866
071200070307,36321.8977356
071200070401,22733.6904907
071200070402,22649.775177
071200070403,22261.6387329
071200070404,18879.6051254
071200070501,16753.7819672
071200070502,25962.6974106
071200070503,14789.385704
071200070504,19105.8586426
071200070505,20902.8982925
071200070506,27751.4001083
071200070507,24054.277916
071200070508,33978.3049774
071200070509,22436.239624
071200070510,28943.1956177
071200070601,25583.6764297
071200070602,27886.4802094
071200070603,24782.9823914
071200070604,29170.3482513
071200070605,27043.0367126
071200070606,28586.9764023
071200070607,11922.759655
071200070608,21773.6065826
071200070609,28197.8828201
071300010101,25541.2706909
071300010102,24673.3979645
071300010201,23601.6145592
071300010202,21996.7954559
071300010203,18002.6791191
071300010301,18607.0134583
071300010302,17548.2524986
071300010303,28105.4152145
071300010304,19244.8742294
071300010401,9414.4592762
071300010402,18033.1092339
071300010501,18173.4349251
071300010502,39761.1725197
071300010503,23627.1666546
071300010504,6453.94972229
071300010505,11632.0866871
071300010601,19895.3643074
071300010602,16623.2003822
071300010603,11935.9430599
071300010701,10667.0553322
071300010702,7870.77586365
071300010703,10990.1472931
071300010801,13931.7690811
071300010802,27741.7845306
071300010803,14239.1157455
071300010804,31892.9493828
071300010901,16344.5143547
071300010902,14531.1287575
071300010903,13427.6995964
071300010904,12996.2727261
071300011001,13106.2822094
071300011002,14752.0459175
071300011003,11418.9792919
071300011004,12277.8208961
071300011101,11228.6428585
071300011102,9942.71944046
071300011201,11424.6721382
071300011202,9516.27982712
071300011203,10763.8300648
071300011204,8986.16395378
071300011301,13403.3192348
071300011302,13429.6854076
071300011401,6300.05766296
071300011402,7570.44500732
071300011403,7394.68102646
071300011501,8155.3097477
071300011502,7905.57001305
071300011503,5591.43157387
071300011601,8051.90913391
071300011602,4452.27733231
071300011701,6402.76896286
071300011702,5278.66590881
071300011703,8066.37068939
071300011704,5781.2917366
071300011705,6749.71969032
071300020101,11433.021349
071300020102,18422.2536354
071300020103,16011.938446
071300020104,19576.7284393
071300020105,15300.2313251
071300020201,6665.55803871
071300020202,11815.67939
071300020203,7177.9939003
071300020204,5969.32082176
071300020205,7826.41232109
071300020206,13489.1007137
071300020301,20703.8884048
071300020302,15648.6063118
071300020303,19908.0793724
071300020304,8773.42884636
071300020305,15969.3484974
071300020401,10554.3092766
071300020402,9834.47333527
071300020403,8950.67063141
071300020404,11103.3474102
071300020501,9778.4125042
071300020502,11031.6762867
071300020503,8831.51114082
071300020601,16669.1540833
071300020602,9568.40795517
071300020603,16724.770422
071300020701,8178.16380119
071300020702,8189.98711014
071300020703,19297.3977337
071300020801,15641.7043724
071300020802,12384.8155136
071300020803,9791.87452316
071300020804,15112.178936
071300020805,15553.3027687
071300020901,20640.4734497
071300020902,17732.5450439
071300020903,20388.3519402
071300020904,23134.1796379
071300020905,16895.6583672
071300020906,17740.0223961
071300030101,10259.1170464
071300030102,6742.73490524
071300030103,6682.43253326
071300030201,4909.72588539
071300030202,5825.18943596
071300030203,5968.38426018
071300030204,7389.74853134
071300030205,6304.65307045
071300030206,5171.94536972
071300030301,3759.65332794
071300030302,4917.28972054
071300030303,7735.1328373
071300030304,8525.12904167
071300030401,3154.83171654
071300030402,7415.42045212
071300030403,5060.42469406
071300030404,3866.64242172
071300030405,3924.12064552
071300030501,2958.28736687
071300030502,4671.31526566
071300030503,6009.59087563
071300030504,5867.68737984
071300030505,5807.91545677
071300030506,4659.26876736
071300030507,7947.59346485
071300030601,4913.84894943
071300030602,9426.73867416
071300030603,5812.11090183
071300030604,4745.18334198
071300030605,9751.31861687
071300030606,4832.58162117
071300030701,5161.29348373
071300030702,5099.05289841
071300030703,4753.62569046
071300030801,4948.91724968
071300030802,5657.81631279
071300030901,5101.88371086
071300030902,4338.03236389
071300030903,4706.6826458
071300030904,5296.20507526
071300031001,4425.67739677
071300031002,5293.34746265
071300031003,6952.25668335
071300031004,7621.28610229
071300031005,4306.85009861
071300031101,3330.60878372
071300031102,6299.23837948
071300040101,7226.78162956
071300040102,3277.87317848
071300040103,3185.80472565
071300040104,9544.95207214
071300040105,10159.1895981
071300040201,9331.17512703
071300040202,4954.56196785
071300040301,6461.82703781
071300040302,6215.2527256
071300040303,8117.38650703
071300040304,6332.67067719
071300040305,10229.5474072
071300040401,16164.2326183
071300040402,10443.996048
071300040403,15402.9855461
071300040404,9879.82099915
071300040501,4571.98747253
071300040502,8808.42774773
071300040503,9928.02244186
071300040601,8980.92949295
071300040602,7948.3288269
071300040701,9008.4718399
071300040702,11614.4298706
071300040703,9778.07808685
071300040801,4772.07440186
071300040802,5141.48489189
071300040803,5249.70601273
071300040804,3328.37511063
071300040805,7073.76017952
071300040806,8161.35253143
071300040807,6040.2732439
071300040808,8528.8571167
071300050101,5459.60175705
071300050102,6256.58104134
071300050103,4931.86465645
071300050104,5269.68899918
071300050105,6063.99960899
071300050106,6216.35251808
071300050107,3194.24282837
071300050108,5260.02327538
071300050201,3499.72500038
071300050202,4673.9394989
071300050203,4535.36482811
071300050204,7108.89707756
071300050301,7768.05675316
071300050302,6309.71756554
071300050401,9840.26775169
071300050402,4765.47680283
071300050403,3435.53581238
071300050404,6664.48768616
071300050405,7009.55587196
071300050501,3859.85498428
071300050502,5298.05059147
071300050503,3930.82775974
071300050504,4167.26728821
071300050601,3307.93487167
071300050602,5715.32991982
071300050603,3912.42084312
071300050701,3773.63956833
071300050702,3734.20074272
071300050703,5469.24701118
071300050704,10467.3412943
071300050705,7751.95358658
071300050801,6774.77001286
071300050802,8183.72325706
071300050803,4377.385396
071300050901,3226.32371998
071300050902,2422.45277214
071300050903,4964.95168877
071300050904,7201.69880199
071300050905,2576.66468143
071300050906,6442.29136562
071300050907,2638.58531284
071300050908,5470.964324
071300050909,3256.78038502
071300050910,6200.60506153
071300051001,7713.06943417
071300051002,3400.69336796
071300051003,7405.95590115
071300051004,9715.45611954
071300051101,4573.95873547
071300051102,2845.77236462
071300051103,4514.92620754
071300051104,3644.62207985
071300051201,5302.69030094
071300051202,2647.52282619
071300051203,5041.40055752
071300051204,3438.96229172
071300051301,7196.46580982
071300051302,4259.52291679
071300051401,3289.63879776
071300051402,5870.12064266
071300051403,5277.69728851
071300051404,2801.86762428
071300051405,6696.61420727
071300060101,6252.83997536
071300060102,8662.50898933
071300060103,5713.91275787
071300060104,11260.6671333
071300060105,5581.83523464
071300060106,3355.67675781
071300060107,5774.79796982
071300060201,3177.40641308
071300060202,5046.9072113
071300060203,3948.07025242
071300060204,6343.78076267
071300060205,4298.51329899
071300060206,8193.3750906
071300060207,10248.6595325
071300060301,8265.51521683
071300060302,3408.83444309
071300060303,7389.89069748
071300060304,4033.09754848
071300060401,4458.3711729
071300060402,4751.46960926
071300060403,3879.33331013
071300060404,10841.9085379
071300060405,10058.5256996
071300060406,3207.36965752
071300060407,4466.80593014
071300060408,2906.5293026
071300060409,7620.24808311
071300060501,5441.41466618
071300060502,4691.93665791
071300060503,5209.84119129
071300060601,8086.37733364
071300060602,6532.57261753
071300060701,7178.1222229
071300060702,5217.27169228
071300060703,6610.13352776
071300060801,6912.16238594
071300060802,5648.22926044
071300060803,5197.22668171
071300060804,6513.723382
071300060805,10178.5457096
071300060806,9221.1662693
071300070101,8941.81861687
071300070102,4669.94372272
071300070103,6347.61388016
071300070104,5270.53447151
071300070105,3474.20746708
071300070106,5105.46758842
071300070107,7492.82970428
071300070108,6307.40458488
071300070109,5402.46525192
071300070201,11957.7971859
071300070202,6742.35130501
071300070203,9368.75632858
071300070301,4147.49518776
071300070302,6989.22696686
071300070303,12906.5581741
071300070401,8084.57727432
071300070402,8272.83033943
071300070501,11378.6475048
071300070502,7654.28883934
071300070503,6028.50630188
071300070601,7267.43577003
071300070602,5043.56293106
071300070603,7242.76945496
071300070604,3542.13629913
071300070605,6556.61775589
071300070701,8494.4839077
071300070702,5186.89848328
071300070703,7510.19792366
071300070704,10671.5822563
071300070705,6734.32702446
071300070706,10805.8751411
071300070707,6340.18966198
071300070708,3345.6664896
071300070801,6413.20924759
071300070802,3030.49916267
071300080101,2795.10317039
071300080102,8406.24468231
071300080201,3015.52359581
071300080202,7639.07019234
071300080203,10665.7881203
071300080301,3722.5601263
071300080302,6584.85647488
071300080303,4004.47303104
071300080401,6918.0779295
071300080402,3866.81955147
071300080403,3672.25230789
071300080404,3445.67869282
071300080405,2911.55967903
071300080406,6680.47710133
