HUC_12,MeanPrecip
040500010601,39.0
040500010602,39.0
040500010603,39.0
040500010604,38.8965988159
040500010605,39.0
040500010606,39.0
040500010701,38.0
040500010702,38.0
040500010703,38.559299469
040500010704,39.0
040500010705,38.9883995056
040500010706,39.0
040500010707,39.0
040500010801,38.0
040500010802,38.0
040500010803,38.0
040500010804,37.4583015442
040500010805,37.9537010193
040500010806,38.0
040500010807,38.1170005798
040500010808,38.7187995911
040500010809,38.8877983093
040500010901,37.3456993103
040500010902,38.0
040500010903,38.75
040500010904,39.0
040500011001,38.0
040500011002,38.0
040500011003,38.6189994812
040500011004,38.6666984558
040500011005,37.8162994385
040500011006,38.0
040500011007,37.4799995422
040500011008,37.9230995178
040500011009,37.0
040500011010,37.0
040500011101,37.346698761
040500011102,37.5892982483
040500011103,37.2405014038
040500011104,37.5195007324
040500011105,38.0
040500011106,37.7447013855
040500011107,38.3662986755
040500011201,38.0
040500011202,38.0
040500011203,38.0
040500011204,38.0
040500011205,38.7691993713
040500011301,39.0
040500011302,39.0
040500011303,39.0
040500011304,38.9908981323
040500011305,38.8199996948
040500011401,39.0
040500011402,39.0968017578
040500011403,39.0119018555
040500011501,38.8363990784
040500011502,38.0475997925
040500011503,38.0
040500011504,39.0
040500011505,38.745098114
040500011506,38.4463005066
040500011507,38.0117988586
040500011601,38.4199981689
040500011602,38.0
040500011603,38.6446990967
040500011604,38.0
040500011605,38.0
040500011701,38.0
040500011702,38.0
040500011703,38.1110992432
040500011704,38.0
040500011705,38.9844017029
040500011706,39.0
040500011707,38.9821014404
040500011708,38.2332992554
040500011709,38.1132011414
040500011801,38.0
040500011802,38.0
040500011803,38.0
040500011804,38.0
040500011805,38.0
040500011901,38.0
040500011902,38.0152015686
040500011903,39.0
040500011904,38.6636009216
040500012001,39.0
040500012002,38.6170005798
040500012003,39.0
040500012004,39.0
040500012101,39.8213996887
040500012102,39.1467018127
040500012103,39.0
040500012104,39.2631988525
040500012201,39.457901001
040500012202,39.0
040500012203,39.2429008484
040500012204,39.6666984558
040500012205,39.726398468
040500012206,39.7876014709
040500012207,39.0117988586
040500012208,39.5489997864
040500012209,40.0
040500012210,40.0
040500012301,39.0
040500012302,39.0
040500012303,39.0
040500012304,39.0
040500012305,39.0
040500012306,39.7523994446
040500012307,39.1383018494
040500012308,40.0
040500012401,39.0
040500012402,39.0
040500012403,39.0
040500012404,39.3478012085
040500012405,39.0
040500012406,39.0
040500012501,39.0
040500012502,39.0
040500012503,38.4254989624
040500012504,38.9756011963
040500012505,37.4468002319
040500012506,38.2557983398
040500012507,37.8776016235
040500012508,37.1263008118
040500012509,36.6571006775
040500012601,39.7142982483
040500012602,39.9166984558
040500012603,39.6932983398
040500012604,38.7952003479
040500012605,38.0648994446
040500012606,38.1053009033
040500012607,37.9556999207
040500012608,37.4872016907
040500020101,35.4642982483
040500020102,35.4772987366
040500020103,35.6521987915
040500020201,38.0460014343
040500020202,36.365398407
040500020203,39.7159004211
040500020204,38.2799987793
040500020205,38.3063011169
040500020206,39.9000015259
040500020207,39.1856994629
040500020208,38.7243995667
040500020209,37.0666999817
040500020210,36.0926017761
040500020211,34.5714035034
040500020301,35.0793991089
040500020302,36.2336006165
040500020303,35.3333015442
040500020401,37.0
040500020402,36.3188018799
040500020403,37.1096000671
040500020404,36.0
040500020405,36.0788993835
040500020406,36.0
040500020407,36.0
040500020408,36.0
040500030101,35.1274986267
040500030102,34.6884994507
040500030103,35.5752983093
040500030104,36.0
040500030201,36.2869987488
040500030202,36.5758018494
040500030203,36.6067008972
040500030204,36.0
040500030205,36.8461990356
040500030206,36.5066986084
040500030301,34.8960990906
040500030302,34.0
040500030303,34.7895011902
040500030304,35.8646011353
040500030305,35.2599983215
040500030306,34.0840988159
040500030307,35.1304016113
040500030308,35.9831008911
040500030309,36.0
040500030310,35.8227996826
040500030311,36.0
040500030312,36.0
040500030401,35.4599990845
040500030402,36.0
040500030403,35.5635986328
040500030404,37.0
040500030405,36.0
040500030406,36.5
040500030407,36.4109992981
040500030408,36.5625
040500030409,36.3333015442
040500030410,36.0
040500030411,35.9874992371
040500030501,36.253200531
040500030502,36.1930007935
040500030503,35.9859008789
040500030504,37.134601593
040500030505,37.9473991394
040500030506,38.0
040500030507,38.3540000916
040500030508,36.7957000732
040500030509,37.8841018677
040500030601,38.5
040500030602,39.0
040500030603,39.0
040500030604,38.648601532
040500030605,38.1593017578
040500030606,39.0
040500030607,38.4436988831
040500030701,37.3461990356
040500030702,37.9631996155
040500030703,38.5881996155
040500030801,37.3375015259
040500030802,37.7619018555
040500030803,39.3596000671
040500030804,40.0
040500030805,38.7454986572
040500030806,37.5065002441
040500030807,38.0
040500030808,39.0937995911
040500030809,37.3824005127
040500030810,38.8852005005
040500030811,37.5946006775
040500030901,39.0
040500030902,39.2150001526
040500030903,39.0
040500030904,39.8286018372
040500030905,39.2078018188
040500030906,40.0
040500030907,39.9104003906
040500030908,39.5241012573
040500030909,38.702999115
040500030910,37.7358016968
040500030911,36.4558982849
040500030912,36.0
040500040101,34.0
040500040102,34.0
040500040103,33.6207008362
040500040104,35.0979995728
040500040105,33.6898994446
040500040106,33.1363983154
040500040201,33.7759017944
040500040202,33.9756011963
040500040203,33.7083015442
040500040204,34.0
040500040205,33.8815994263
040500040206,33.9592018127
040500040207,33.1268005371
040500040208,34.0
040500040209,33.4936981201
040500040210,33.9192008972
040500040301,33.3137016296
040500040302,33.3366012573
040500040303,34.0
040500040304,34.0
040500040305,34.8851013184
040500040306,35.0
040500040307,34.3372993469
040500040308,34.1636009216
040500040401,32.1142997742
040500040402,32.6739006042
040500040403,32.7797012329
040500040404,33.0
040500040405,33.0
040500040406,33.0
040500040407,33.0
040500040408,33.0
040500040409,33.0
040500040410,33.0
040500040411,33.0
040500040501,33.0
040500040502,33.0
040500040503,33.0
040500040504,33.0
040500040505,33.2150993347
040500040506,33.5586013794
040500040507,33.0
040500040508,33.0
040500040601,33.0
040500040602,33.0
040500040603,33.0
040500040604,33.0
040500040605,33.0
040500040606,33.0
040500040607,33.0
040500040608,33.0
040500040609,33.0
040500040610,33.0
040500040611,33.817199707
040500040612,34.2047996521
040500040701,34.0
040500040702,33.9379005432
040500040703,33.7285995483
040500040704,33.1963005066
040500040705,33.8932991028
040500040706,34.0
040500040707,34.981098175
040500040708,35.0
040500040709,34.6666984558
040500040710,34.9660987854
040500050101,33.0
040500050102,33.0
040500050103,33.0
040500050104,33.0
040500050105,33.0
040500050201,33.0
040500050202,33.0
040500050203,33.0
040500050204,33.0
040500050205,33.0
040500050206,33.7826004028
040500050207,33.5933990479
040500050208,33.0625
040500050301,34.3711013794
040500050302,33.6573982239
040500050303,33.5
040500050304,34.0
040500050305,33.8965988159
040500050306,34.1273002625
040500050401,33.0
040500050402,33.0
040500050403,33.0
040500050404,34.0
040500050405,33.9500007629
040500050406,34.2895011902
040500050501,33.1194000244
040500050502,33.0
040500050503,33.6944007874
040500050504,34.0
040500050505,34.5929985046
040500060101,34.0
040500060102,34.0
040500060103,34.0078010559
040500060104,34.2778015137
040500060105,35.0
040500060106,35.0
040500060107,35.0
040500060108,35.0125007629
040500060109,35.0
040500060201,35.3596992493
040500060202,34.9906997681
040500060203,35.0
040500060204,35.0152015686
040500060205,35.0
040500060206,35.0
040500060207,35.9889984131
040500060208,35.5152015686
040500060209,36.2846984863
040500060301,35.0385017395
040500060302,35.0
040500060303,34.6144981384
040500060304,34.9766998291
040500060305,35.4799995422
040500060306,35.0732002258
040500060307,35.3616981506
040500060308,35.7659988403
040500060309,35.9930992126
040500060310,36.0
040500060311,36.0
040500060312,36.091999054
040500060313,36.9896011353
040500060401,35.6118011475
040500060402,35.7799987793
040500060403,36.3370018005
040500060404,37.0
040500060405,36.6133003235
040500060406,35.9301986694
040500060407,36.4304008484
040500060408,36.0
040500060501,36.0
040500060502,36.6204986572
040500060503,36.6666984558
040500060504,36.3400001526
040500060505,37.0
040500060506,36.615398407
040500060507,36.1455993652
040500060508,36.904800415
040500060509,36.8554000854
040500060510,36.4221992493
040500060511,36.8511009216
040500060512,36.0
040500060601,37.0
040500060602,36.2444000244
040500060603,36.7089004517
040500060604,36.0
040500060605,35.9894981384
040500060701,36.773601532
040500060702,37.0
040500060703,36.6595993042
040500060704,36.726398468
040500060705,36.7658004761
040500060706,36.7727012634
040500060707,35.9879989624
040500060708,36.0391998291
040500060709,34.3260993958
040500060710,35.4188995361
040500060711,34.3157997131
040500060712,34.9319992065
040500070101,34.0
040500070102,34.0
040500070103,34.0
040500070104,34.0108985901
040500070105,34.0
040500070201,34.1689987183
040500070202,34.9444007874
040500070203,34.7868995667
040500070204,35.1399993896
040500070205,36.0
040500070206,35.2739982605
040500070207,35.2737998962
040500070208,35.9347991943
040500070209,36.7254981995
040500070210,37.0518989563
040500070211,36.3478012085
040500070301,35.7397003174
040500070302,36.0158996582
040500070303,36.3376998901
040500070304,35.9758987427
040500070305,36.2037010193
040500070306,36.0
040500070307,36.8698997498
040500070401,37.0821990967
040500070402,36.9880981445
040500070403,37.0
040500070404,37.0
040500070405,37.0
040500070406,37.0
040500070407,37.0
040500070408,37.0
040601010101,34.6666984558
040601010102,34.0
040601010103,34.0
040601010104,34.0322990417
040601010201,34.0
040601010202,34.0
040601010203,34.3392982483
040601010301,35.0
040601010302,35.0
040601010303,34.7790985107
040601010304,35.0
040601010401,34.8605003357
040601010402,35.0
040601010403,35.0
040601010404,35.0
040601010405,35.0
040601010406,34.6169013977
040601010501,34.5237998962
040601010502,34.3975982666
040601010503,35.0
040601010504,35.0
040601010505,35.0
040601010506,34.398601532
040601010507,34.0
040601010508,34.4271011353
040601010509,34.8853988647
040601010601,35.0262985229
040601010602,36.5432014465
040601010603,35.9468994141
040601010604,35.6898994446
040601010605,36.5999984741
040601010701,35.0
040601010702,35.0
040601010703,35.0
040601010704,35.0
040601010705,34.9931983948
040601010706,34.6040000916
040601010707,34.8280982971
040601010801,34.0434989929
040601010802,35.7447013855
040601010803,35.0140991211
040601010804,34.6893997192
040601010901,35.0
040601010902,34.8101005554
040601010903,33.0
040601010904,34.1242980957
040601011001,34.0
040601011002,34.0824966431
040601011003,35.0
040601011004,34.5555992126
040601011005,36.2296981812
040601011006,35.7471008301
040601011007,33.8235015869
040601011008,34.1969985962
040601011009,33.8532981873
040601011010,36.0
040601011011,34.3984985352
040601020101,33.6343002319
040601020102,31.3174991608
040601020103,30.9090995789
040601020104,30.7910003662
040601020201,33.2857017517
040601020202,32.543598175
040601020203,32.2478981018
040601020204,32.4219017029
040601020205,31.3374996185
040601020206,32.1175994873
040601020207,31.3421001434
040601020208,31.3029994965
040601020209,31.0
040601020301,34.0
040601020302,33.9803009033
040601020303,33.9752998352
040601020304,33.320400238
040601020305,32.7999992371
040601020306,32.8171005249
040601020307,32.0391998291
040601020308,33.1333007812
040601020309,32.3902015686
040601020310,32.0
040601020401,31.1292991638
040601020402,31.0296993256
040601020403,32.0
040601020404,31.9687995911
040601020405,32.0242004395
040601020406,31.9943008423
040601020501,32.7473983765
040601020502,33.1741981506
040601020503,33.0
040601020504,32.9617996216
040601020505,33.0
040601020506,33.0295982361
040601020507,33.3900985718
040601020601,34.0
040601020602,34.0
040601020603,34.0
040601020604,34.0
040601020605,34.0
040601020606,34.0
040601020607,34.0
040601020701,34.3895988464
040601020702,35.0
040601020703,34.8102989197
040601020704,35.0
040601020705,35.0
040601020706,35.0
040601020801,34.418598175
040601020802,34.0
040601020803,34.34349823
040601020804,34.2980995178
040601020805,35.0
040601020806,35.125
040601020807,35.0
040601020808,35.0
040601020809,35.0
040601020810,35.0
040601020901,35.0
040601020902,35.0
040601020903,35.0
040601020904,35.6827011108
040601020905,35.2247009277
040601020906,35.9844017029
040601021001,35.1105003357
040601021002,35.6643981934
040601021003,34.8616981506
040601021004,34.1917991638
040601030101,35.159198761
040601030102,34.1481018066
040601030103,34.229598999
040601030104,33.2518997192
040601030105,33.1781997681
040601030106,33.6363983154
040601030107,33.0
040601030108,33.0
040601030109,33.0
040601030201,33.0
040601030202,33.0
040601030203,33.0
040601030204,33.0
040601030205,33.0
040601030206,33.0
040601030207,33.0
040601030208,33.2270011902
040601030209,32.9938011169
040601030301,32.8507003784
040601030302,33.0227012634
040601030303,33.4375
040601030304,33.6287994385
040601030305,33.3095016479
040601030306,34.0555992126
040601030307,34.4258995056
040601030308,34.1666984558
040601030309,34.288898468
040601030310,34.379699707
040601030401,34.0
040601030402,33.7977981567
040601030403,34.0
040601030404,34.0
040601030405,34.0068016052
040601030406,34.2687988281
040601030501,34.0
040601030502,34.0
040601030503,34.0
040601030504,34.0
040601030505,34.6114997864
040601030601,34.0
040601030602,34.0
040601030603,34.8025016785
040601030604,34.6204986572
040601030605,34.2958984375
040601030606,34.0
040601030701,34.9776000977
040601030702,34.8741989136
040601030703,34.0
040601030704,34.145198822
040601030705,34.0
040601040101,32.8693008423
040601040102,31.6882991791
040601040103,31.9412002563
040601040201,31.9230995178
040601040202,32.7682991028
040601040203,33.2197990417
040601040204,33.7206001282
040601040205,33.6957015991
040601040206,34.0
040601040301,32.1880989075
040601040302,32.9219017029
040601040303,33.8432998657
040601040304,34.0
040601040305,34.1044998169
040601040306,34.0131988525
040601040307,34.2557983398
040601040401,32.5999984741
040601040402,33.109500885
040601040403,33.2691955566
040601040404,33.9473991394
040601040405,33.9589004517
040601040406,33.9067993164
040601050101,34.1801986694
040601050102,32.5555992126
040601050103,32.5640983582
040601050201,33.8641014099
040601050202,32.7755012512
040601050203,34.3703994751
040601050204,32.8371009827
040601050205,34.4500007629
040601050206,32.0
040601050207,32.0717010498
040601050301,32.0708999634
040601050302,32.0
040601050303,32.4971008301
040601050304,32.5252990723
040601050305,32.0778999329
040601050401,34.4670982361
040601050402,33.2773017883
040601050403,32.6307983398
040601050404,32.0
040601050405,32.0
040601050501,32.942401886
040601050502,32.6929016113
040601050503,32.0
040601050504,32.1133995056
040601050505,32.3511009216
040601050506,31.8145999908
040601050507,31.1840000153
040601050601,30.0
040601050602,30.2992992401
040601050603,30.1863002777
040601050604,30.8491001129
040601050605,32.3050994873
040601050606,32.1636009216
040601050607,32.0
040601050701,31.981300354
040601050702,31.9999980927
040601050703,31.57970047
040601050704,31.2343997955
040601050705,31.0
040601050706,31.3888912201
040601050707,31.3332977295
040601050708,31.6260967255
040601060101,32.0
040601060102,31.9515991211
040601060103,32.0
040601060201,31.9729995728
040601060202,32.2662010193
040601060203,32.4487991333
040601060204,32.0
040601060205,32.0
040601060206,32.0
040601060207,32.0
040601060301,32.8672981262
040601060302,32.9599990845
040601060303,33.0152015686
040601060304,32.4179000854
040601060305,32.1327018738
040601060306,32.5117988586
040601060307,32.0
040601060308,32.0
040601060309,32.2711982727
040601060310,32.0
040601060401,35.0
040601060402,33.3208007812
040601060403,33.0121994019
040601060404,33.8307991028
040601060405,34.1904983521
040601060406,33.5772018433
040601060407,33.0
040601060408,34.7204017639
040601060409,33.2661018372
040601060410,33.0425987244
040601060411,32.6068000793
040601060412,32.2909011841
040601060501,34.6189994812
040601060502,34.3889007568
040601060503,33.0982017517
040601060504,33.0
040601060505,32.5446014404
040601060506,32.2065010071
040601060507,32.673500061
040601060508,32.3333015442
040601060509,31.1296005249
040601060601,32.0
040601060602,32.0
040601060603,31.8787994385
040601060604,31.3831996918
040601070101,31.5332965851
040601070102,31.0
040601070103,32.8162994385
040601070104,31.9689998627
040601070105,32.9864997864
040601070106,32.954498291
040601070107,32.0
040601070108,32.5
040601070201,32.0
040601070202,31.5760993958
040601070203,32.0
040601070204,32.0
040601070205,32.0
040601070206,32.0
040601070207,32.0
040601070208,32.6229972839
040601070209,32.2961006165
040601070210,32.0158996582
040601070211,31.5678005219
040700010101,33.0704994202
040700010102,32.8554000854
040700010103,32.7419013977
040700010104,32.7442016602
040700010105,31.9792003632
040700010201,33.0
040700010202,33.0
040700010203,32.4412002563
040700010204,32.9756011963
040700010205,32.0
040700010206,32.25
040700010207,32.8981018066
040700010301,32.0178985596
040700010302,30.8726959229
040700010303,31.9195995331
040700020101,32.9677009583
040700020102,32.9258995056
040700020103,32.0857009888
040700020104,32.1773986816
040700020105,32.0
040700020106,31.7159004211
040700020201,33.0
040700020202,33.0
040700020203,33.0
040700020204,33.0
040700020205,33.0
040700020206,33.0
040700020207,32.731300354
040700020208,32.5424003601
040700020209,33.0
040700020210,32.6811981201
040700020211,32.0149002075
040700020301,30.860200882
040700020302,31.3967990875
040700020303,31.9479007721
040700020304,31.8283977509
040700020305,32.2033996582
040700020306,31.205499649
040700020307,30.0109004974
040700030101,30.2761993408
040700030102,30.9342002869
040700030103,30.8201999664
040700030104,30.1263008118
040700030201,30.0
040700030202,30.0
040700030203,29.7903003693
040700030204,30.0
040700030205,30.0
040700030206,30.0
040700030301,29.9550991058
040700030302,29.2882995605
040700030303,29.0704994202
040700030304,29.4932003021
040700030305,29.9433994293
040700030306,30.0
040700030307,29.0312995911
040700030308,29.6238994598
040700030309,30.0
040700030401,29.6070899963
040700030402,28.7059001923
040700030403,29.0142002106
040700030404,29.5256004333
040700030405,29.9619007111
040700030406,30.2161998749
040700040101,34.7848014832
040700040102,33.4305992126
040700040103,34.8207015991
040700040104,32.5152015686
040700040105,33.5060005188
040700040106,32.1467018127
040700040107,31.9559001923
040700040201,32.7262992859
040700040202,32.565700531
040700040203,30.5599994659
040700040204,31.1569004059
040700040205,30.174200058
040700040206,30.0
040700040207,30.0753002167
040700040208,31.2303009033
040700040209,30.8824005127
040700040301,34.0680007935
040700040302,32.1618003845
040700040303,31.0
040700040304,31.0286006927
040700040305,31.0
040700040306,31.0
040700040307,31.0270004272
040700040401,31.3255996704
040700040402,31.0
040700040403,30.9783000946
040700040404,31.0
040700050101,30.0
040700050102,30.0
040700050103,30.0
040700050104,30.0
040700050201,31.8922996521
040700050202,31.1159000397
040700050203,29.7745990753
040700050204,30.5105991364
040700050205,31.0
040700050206,29.4262008667
040700050207,30.0389995575
040700050208,30.0
040700050209,30.7576007843
040700050210,30.8985996246
040700050211,30.0
040700050212,30.2999992371
040700050213,30.0
040700050301,30.1951007843
040700050302,30.0
040700050303,30.1613006592
040700050304,30.9713993073
040700060101,29.0832996368
040700060102,29.51720047
040700060103,29.2285995483
040700060104,28.0748004913
040700060105,28.0
040700060201,29.2464008331
040700060202,29.5303001404
040700060203,29.9878997803
040700060204,29.3554000854
040700060301,29.6916007996
040700060302,29.0275001526
040700060303,30.1089000702
040700060304,29.5212993622
040700060305,30.0
040700060306,30.0
040700060307,29.9692001343
040700060308,29.8181991577
040700060309,30.0
040700060310,29.4713001251
040700060401,29.9580001831
040700060402,29.4556007385
040700060403,29.4955005646
040700060404,29.0
040700060405,28.9915008545
040700060501,28.0
040700060502,28.8953990936
040700060503,28.7439994812
040700060504,28.0081005096
040700060505,28.0
040700060506,28.2656002045
040700060507,28.0224990845
040700060601,29.3393993378
040700060602,28.7474994659
040700060603,28.825799942
040700060604,28.6711006165
040700060605,29.2784004211
040700070101,31.3131008148
040700070102,31.0846996307
040700070103,31.433599472
040700070104,31.397600174
040700070105,34.0
040700070106,33.5679016113
040700070107,31.9773006439
040700070108,33.1679000854
040700070109,32.2468986511
040700070110,31.7530994415
040700070201,35.2561988831
040700070202,35.3636016846
040700070203,34.901599884
040700070204,31.5076007843
040700070205,31.0109996796
040700070206,31.4874992371
040700070207,33.4076004028
040700070208,32.0870018005
040700070209,30.3192996979
040700070210,32.4412002563
040700070301,35.6716003418
040700070302,35.5600013733
040700070303,35.5745010376
040700070304,34.2373008728
040700070305,34.1456985474
040700070306,33.9508018494
040700070307,33.1488990784
040700070308,33.1505012512
040700070309,32.7155990601
040700070310,31.7959003448
040700070401,30.3799991608
040700070402,29.0865001678
040700070403,31.0701999664
040700070404,30.8283996582
040700070405,29.9076004028
040700070406,29.9676990509
040700070501,30.1667003632
040700070502,28.1972999573
040700070503,28.939699173
040700070504,28.0587997437
040700070505,28.5536003113
040700070601,29.2063007355
040700070602,29.3239002228
040700070603,29.2166004181
040700070604,29.5979003906
040700070605,29.6154003143
040700070606,29.8600006104
040700070607,30.3780002594
040700070608,30.3500003815
040700070609,30.9859008789
040700070701,29.4071006775
040700070702,30.0
040700070703,30.0109004974
040700070704,30.0
040700070705,30.4839000702
040700070706,29.6200008392
040700070707,29.1704998016
040700070708,30.3666992188
040700070709,31.0
040801010101,30.7541007996
040801010102,29.9915008545
040801010103,31.0
040801010104,31.1818008423
040801010105,31.198299408
040801010201,30.0435009003
040801010202,29.8201999664
040801010203,29.4706001282
040801010204,30.4563007355
040801010205,30.6800003052
040801010301,30.8276004791
040801010302,30.6037006378
040801010303,30.2679004669
040801010304,31.0
040801010305,30.8985996246
040801010306,31.0
040801010307,31.0
040801010401,31.0
040801010402,31.0
040801010403,31.0160999298
040801010404,31.0
040801010405,31.4286003113
040801010406,31.0
040801010407,31.0
040801010408,31.0
040801010409,31.0
040801010410,31.0
040801010411,31.0
040801010412,31.0
040801010501,31.0
040801010502,30.9531002045
040801010503,30.9999980927
040801010504,31.153799057
040801020101,31.0
040801020102,31.0
040801020103,30.9895992279
040801020104,30.5487003326
040801020105,30.9444007874
040801020106,30.9999771118
040801020107,30.9750003815
040801020108,31.0
040801020109,31.0
040801020201,31.0
040801020202,32.0
040801020203,31.9071998596
040801020204,31.9687995911
040801020205,31.1375007629
040801020206,31.2595996857
040801030101,30.9999713898
040801030102,31.8138008118
040801030103,32.2363014221
040801030104,32.1711006165
040801030105,30.375
040801030106,32.3981018066
040801030107,32.418800354
040801030108,29.9118003845
040801030109,30.6987991333
040801030110,31.4234008789
040801030201,32.0
040801030202,32.6470985413
040801030203,31.8805999756
040801030204,31.6721992493
040801030301,32.9014015198
040801030302,32.8763999939
040801030303,32.4710006714
040801030304,32.2606010437
040801030401,29.25
040801030402,30.7847995758
040801030403,30.5233001709
040801030404,31.5624866486
040801030405,32.5223999023
040801030406,32.3555984497
040801030407,32.9275016785
040801030408,32.1199989319
040801040101,33.0
040801040102,33.0
040801040103,32.9113998413
040801040104,32.9910011292
040801040105,33.504901886
040801040106,33.1333007812
040801040107,33.8675956726
040801040108,33.0881996155
040801040109,33.0806007385
040801040110,33.0
040801040111,33.0
040801040201,32.9872016907
040801040202,32.7714004517
040801040203,32.6226005554
040801040204,32.9530982971
040801040205,33.5625
040801040206,33.8375015259
040801040207,34.6147003174
040802010101,31.2080993652
040802010102,31.0
040802010103,31.7898006439
040802010104,31.7059001923
040802010201,32.0
040802010202,32.0
040802010203,32.0
040802010204,31.7922000885
040802010301,32.7086982727
040802010302,33.0
040802010303,32.1301002502
040802010304,31.4717006683
040802010305,31.8213996887
040802010306,32.0
040802010307,31.8451004028
040802010308,31.2045001984
040802010309,31.0221996307
040802010401,32.0
040802010402,32.0
040802010403,31.9512004852
040802010404,31.0
040802010405,31.0
040802010406,31.2929992676
040802010407,31.0
040802010408,31.1900005341
040802010501,32.0
040802010502,32.0
040802010503,32.0
040802010504,32.0
040802010505,31.2950992584
040802010506,31.9766998291
040802010507,31.5921993256
040802010601,32.0
040802010602,31.345199585
040802010603,32.0
040802010604,32.0
040802010605,32.067401886
040802010606,32.0
040802010607,32.3585014343
040802020101,33.0
040802020102,33.229598999
040802020103,33.7200012207
040802020104,34.0
040802020201,33.8675003052
040802020202,33.2672996521
040802020203,33.0
040802020204,33.0
040802020205,32.9906997681
040802020206,32.5681991577
040802020207,32.606098175
040802020301,33.5125007629
040802020302,33.8889007568
040802020303,33.8181991577
040802020304,33.3286018372
040802020305,33.1071014404
040802020306,32.8161010742
040802020307,33.0
040802020308,33.0
040802020309,33.0
040802020310,33.0
040802020311,33.0
040802020312,33.0
040802020401,33.0
040802020402,32.9642982483
040802020403,32.9756011963
040802020404,32.2727012634
040802020501,32.0
040802020502,32.4304008484
040802020503,32.615398407
040802020504,32.0
040802020505,32.0
040802020506,33.0
040802020507,32.4592018127
040802020508,32.0
040802030101,32.0
040802030102,33.0
040802030103,32.276599884
040802030104,32.0
040802030105,32.0
040802030106,32.2373008728
040802030107,33.0695991516
040802030108,32.3252983093
040802030109,32.6581993103
040802030110,32.3508987427
040802030111,32.2083015442
040802030201,32.0
040802030202,32.7902984619
040802030203,32.0381011963
040802030204,32.0
040802030205,32.8736991882
040802030206,32.6399993896
040802030207,32.9850997925
040802030208,32.4513015747
040802030209,32.0
040802030301,33.0
040802030302,32.9614982605
040802030303,32.9594993591
040802030304,32.8672981262
040802030305,32.8333015442
040802030306,32.5369987488
040802030307,33.0
040802030308,32.7653999329
040802030309,33.0
040802030310,32.0
040802030311,32.0
040802030312,32.0
040802030313,32.3063011169
040802030401,32.0
040802030402,32.0
040802030403,32.0
040802030404,32.0633010864
040802030405,32.2000007629
040802030406,32.0
040802030407,32.0
040802030408,32.0
040802030409,32.4749984741
040802030410,32.4297981262
040802040101,32.3231010437
040802040102,32.0
040802040103,32.0
040802040104,32.0755004883
040802040105,32.0
040802040106,32.0
040802040201,32.0
040802040202,32.0
040802040203,32.1856002808
040802040204,32.0
040802040205,33.0
040802040206,33.0
040802040207,32.3181991577
040802040208,32.5
040802040301,32.0
040802040302,32.4639015198
040802040303,32.518901825
040802040304,32.0
040802040305,32.0
040802040306,32.0
040802040307,32.0
040802040401,32.5522003174
040802040402,32.0
040802040403,32.0
040802040404,32.9673995972
040802040405,32.0878982544
040802040406,32.0
040802040407,32.4000015259
040802040408,32.0
040802040409,32.0
040802040410,32.0
040802040501,32.0
040802040502,32.0
040802040503,32.0
040802040504,32.0
040802040505,32.0
040802040506,32.0
040802040507,32.0
040802040508,32.0
040802040509,32.0
040802040510,32.0
040802040511,32.0
040802040512,32.1034011841
040802040513,32.0778999329
040802050101,32.0
040802050102,32.0
040802050103,32.0
040802050104,32.0
040802050105,32.0222015381
040802050106,32.0
040802050107,32.9434013367
040802050108,33.0
040802050109,32.0999984741
040802050110,32.0
040802050201,32.0
040802050202,32.4253005981
040802050203,32.4199981689
040802050204,32.9375
040802050205,32.4444007874
040802050206,33.0
040802050207,33.0
040802050208,33.0
040802050209,33.0
040802050301,33.0
040802050302,32.9667015076
040802050303,33.0
040802050304,32.6082000732
040802050305,33.0
040802050306,33.0
040802060101,32.7249984741
040802060102,32.8484992981
040802060103,32.2937011719
040802060201,32.8709983826
040802060202,32.0
040802060203,31.8090991974
040802060204,31.1345996857
040900010101,32.504699707
040900010102,32.2678985596
040900010103,32.0
040900010104,32.0
040900010105,32.0
040900010106,32.0
040900010107,32.0
040900010108,32.0
040900010109,32.0
040900010110,32.0
040900010111,32.0
040900010112,32.0
040900010113,32.5783996582
040900010114,32.6421012878
040900010201,32.0
040900010202,32.2132987976
040900010203,32.1012992859
040900010204,32.1694984436
040900010205,32.1268005371
040900010206,32.6184005737
040900010207,32.0153999329
040900010208,32.0
040900010209,32.0
040900010210,32.0
040900010211,32.7599983215
040900010212,32.6122016907
040900010213,33.6726989746
040900010214,34.9878005981
040900010301,32.5210990906
040900010302,33.1227989197
040900010303,33.8596000671
040900010304,34.1012992859
040900010305,34.079498291
040900010306,35.0
040900010307,35.0
040900010401,32.9000015259
040900010402,32.9673995972
040900010403,33.0
040900010404,32.6761016846
040900010405,33.0
040900010406,33.604801178
040900010407,34.9081993103
040900020101,34.1148948669
040900020102,34.4726982117
040900020103,34.1646995544
040900020104,33.7352981567
040900020105,33.6880989075
040900020106,32.2641944885
040900020200,33.1437988281
040900030101,33.170501709
040900030102,32.2083015442
040900030103,32.8218994141
040900030104,32.0526008606
040900030105,32.1333007812
040900030106,32.8841018677
040900030107,32.4930992126
040900030108,32.4113006592
040900030109,33.8157997131
040900030110,32.4583015442
040900030111,32.1948013306
040900030201,32.9599990845
040900030202,32.9726982117
040900030203,32.887298584
040900030204,33.2678985596
040900030205,32.8208999634
