HUC_12,SUM_INDGAL,IWD_MGAL,Ind_Facilities
010400020405,349056.52174,0.34905652174,2
010400020406,1919810.86957,1.91981086957,11
010400020502,523584.78261,0.52358478261,3
010400020503,349056.52174,0.34905652174,2
010400020505,1843658.16462,1.84365816462,10
010400020601,1091615.26718,1.09161526718,4
010400020602,2227560.76691,2.22756076691,14
010400020603,14944.1340782,0.0149441340782,5
010400020604,17932.9608938,0.0179329608938,6
010400020605,13366.0257243,0.0133660257243,3
010400020701,1396226.08696,1.39622608696,8
010400020702,349056.52174,0.34905652174,2
010400020703,73883.7209302,0.0738837209302,10
010400020704,356444.893833,0.356444893833,3
010400020801,36941.8604651,0.0369418604651,5
010400020802,36941.8604651,0.0369418604651,5
010400020803,605846.511628,0.605846511628,82
010400020901,349056.52174,0.34905652174,2
010400020902,1047169.56522,1.04716956522,6
010400020903,523584.78261,0.52358478261,3
010400020904,5061319.56523,5.06131956523,29
010400020905,1221697.82609,1.22169782609,7
010400020906,29553.4883721,0.0295534883721,4
010400020907,36941.8604651,0.0369418604651,5
010400020908,2647477.40142,2.64747740142,19
010400020909,385998.382205,0.385998382205,7
010400020910,546739.534883,0.546739534883,74
010400021001,51718.6046511,0.0517186046511,7
010400021002,184709.302326,0.184709302326,25
010400021003,24009.3640667,0.0240093640667,4
010400021005,598458.139535,0.598458139535,81
010400021006,31352.2123894,0.0313522123894,17
010400021007,373398.736278,0.373398736278,66
010500010303,91242.1545667,0.0912421545667,1
010500010606,487986.754968,0.487986754968,3
010500010801,162662.251656,0.162662251656,1
010500010802,813311.25828,0.81331125828,5
010500010804,162662.251656,0.162662251656,1
010500010806,813311.25828,0.81331125828,5
010500010809,162662.251656,0.162662251656,1
010500010810,325324.503312,0.325324503312,2
010500020204,487986.754968,0.487986754968,3
010500020502,975973.509936,0.975973509936,6
010500020603,162662.251656,0.162662251656,1
010500020604,1463960.2649,1.4639602649,9
010500020701,813311.25828,0.81331125828,5
010500020801,1789284.76822,1.78928476822,11
010500020802,650649.006624,0.650649006624,4
010500020803,1463960.2649,1.4639602649,9
010500020804,325324.503312,0.325324503312,2
010500020902,1138635.76159,1.13863576159,7
010500020904,975973.509936,0.975973509936,6
010500020905,650649.006624,0.650649006624,4
010500021002,487986.754968,0.487986754968,3
010500021005,2114609.27153,2.11460927153,13
010500021006,1301298.01325,1.30129801325,8
010500021102,487986.754968,0.487986754968,3
010500021103,198176.842403,0.198176842403,2
010500021106,487986.754968,0.487986754968,3
010500021109,142058.362989,0.142058362989,4
010500021204,35514.5907473,0.0355145907473,1
010500021205,91242.1545667,0.0912421545667,1
010500021210,35514.5907473,0.0355145907473,1
010500021213,35514.5907473,0.0355145907473,1
010500021214,106543.772242,0.106543772242,3
010500021215,248602.135231,0.248602135231,7
010500021301,35514.5907473,0.0355145907473,1
010500021302,958893.950177,0.958893950177,27
010500021303,71029.1814946,0.0710291814946,2
010500021401,142058.362989,0.142058362989,4
010500021402,213087.544484,0.213087544484,6
010500021404,35514.5907473,0.0355145907473,1
010500021405,284116.725978,0.284116725978,8
010500021406,319631.316726,0.319631316726,9
010500021407,284116.725978,0.284116725978,8
010500021408,1029923.13167,1.02992313167,29
010500021501,355145.907473,0.355145907473,10
010500021502,71029.1814946,0.0710291814946,2
010500021503,1704700.35587,1.70470035587,48
010500021505,248602.135231,0.248602135231,7
010500021506,35514.5907473,0.0355145907473,1
010500021507,532718.86121,0.53271886121,15
010500021601,248602.135231,0.248602135231,7
010500021602,284116.725978,0.284116725978,8
010500021701,390660.49822,0.39066049822,11
010500021702,674777.224199,0.674777224199,19
010500021801,19167.7852349,0.0191677852349,4
010500021802,19167.7852349,0.0191677852349,4
010500021803,95838.9261744,0.0958389261744,20
010500021901,14375.8389262,0.0143758389262,3
010500021902,47919.4630872,0.0479194630872,10
010500021903,43127.5167785,0.0431275167785,9
010500021904,54315.4615678,0.0543154615678,23
010500021905,11981.8867925,0.0119818867925,6
010500021906,77882.2641511,0.0778822641511,39
010500021907,312673.744857,0.312673744857,102
010500021908,246635.210686,0.246635210686,20
010500021909,1996.98113208,0.00199698113208,1
010500030101,38335.5704698,0.0383355704698,8
010500030102,52711.4093959,0.0527114093959,11
010500030103,25158.7286311,0.0251587286311,7
010500030104,19969.8113208,0.0199698113208,10
010500030105,37942.6415095,0.0379426415095,19
010500030106,52976.2264152,0.0529762264152,27
010500030107,77882.2641511,0.0778822641511,39
010500030201,13149.0566038,0.0131490566038,8
010500030202,17143.0188679,0.0171430188679,10
010500030203,22149.0566037,0.0221490566037,21
010500030204,9492.45283017,0.00949245283017,9
010500030301,17930.1886792,0.0179301886792,17
010500030302,16425.6603774,0.0164256603774,12
010500030303,5273.58490565,0.00527358490565,5
010500030304,56954.716981,0.056954716981,54
010500030305,23203.7735849,0.0232037735849,22
010500030401,14375.8389262,0.0143758389262,3
010500030402,26899.4413408,0.0268994413408,9
010500030403,7383.01886791,0.00738301886791,7
010500030404,2109.43396226,0.00210943396226,2
010500030405,5273.58490565,0.00527358490565,5
010500030406,13711.3207547,0.0137113207547,13
010500030501,6063.11571213,0.00606311571213,5
010500030502,10547.1698113,0.0105471698113,10
010500030503,29526.0477542,0.0295260477542,25
010500030601,23275.5524793,0.0232755524793,12
010500030602,17652.9470696,0.0176529470696,10
010500030603,70081.4159292,0.0700814159292,38
010500030604,1844.24778761,0.00184424778761,1
010500040203,162662.251656,0.162662251656,1
010500040204,487986.754968,0.487986754968,3
010500040401,162662.251656,0.162662251656,1
010500040404,162662.251656,0.162662251656,1
010500040501,162662.251656,0.162662251656,1
010500040502,813311.25828,0.81331125828,5
010500040603,325324.503312,0.325324503312,2
010500040605,162662.251656,0.162662251656,1
010500040606,1789284.76822,1.78928476822,11
010500040902,650649.006624,0.650649006624,4
010600010102,530659.250695,0.530659250695,4
010600010103,530659.250695,0.530659250695,4
010600010104,127340.425532,0.127340425532,18
010600010105,169787.234043,0.169787234043,24
010600010106,384428.862166,0.384428862166,7
010600010107,106117.021277,0.106117021277,15
010600010109,14148.9361702,0.0141489361702,2
010600010110,198085.106383,0.198085106383,28
010600010201,304033.547749,0.304033547749,42
010600010202,91968.0851064,0.0919680851064,13
010600010203,71058.584859,0.071058584859,10
010600010204,92281.9891143,0.0922819891143,13
010600010205,134414.893617,0.134414893617,19
010600010206,275904.255319,0.275904255319,39
010600010301,311276.595745,0.311276595745,44
010600010302,167534.540766,0.167534540766,28
010600010303,113191.489362,0.113191489362,16
010600010304,318351.06383,0.31835106383,45
010600010305,99042.5531915,0.0990425531915,14
010600010306,742819.148937,0.742819148937,105
010600010401,563704.753532,0.563704753532,84
010600010402,1457340.42553,1.45734042553,206
010600010501,99042.5531915,0.0990425531915,14
010600010502,133481.5427,0.1334815427,41
010600010503,190447.464979,0.190447464979,28
010600010504,55909.1788289,0.0559091788289,16
010600010505,465788.546979,0.465788546979,68
010600010601,58742.5155338,0.0587425155338,12
010600010602,1289397.43928,1.28939743928,183
010600010603,183936.170213,0.183936170213,26
010600010606,99042.5531915,0.0990425531915,14
010600020104,8923.2,0.0089232,3
010600020105,5948.8,0.0059488,2
010600020106,11897.6,0.0118976,4
010600020202,14872.0,0.014872,5
010600020203,50564.8,0.0505648,17
010600020204,20820.8,0.0208208,7
010600020301,5948.8,0.0059488,2
010600020302,107078.4,0.1070784,36
010600020303,74360.0,0.07436,25
010600020304,529533.58261,0.52953358261,5
010600020401,5948.8,0.0059488,2
010600020402,523584.78261,0.52358478261,3
010600020403,886790.24052,0.88679024052,7
010600020404,1396226.08696,1.39622608696,8
010600020405,349056.52174,0.34905652174,2
010600020406,2094339.13044,2.09433913044,12
010600020501,356130.989825,0.356130989825,3
010600020502,349056.52174,0.34905652174,2
010600020503,14148.9361702,0.0141489361702,2
010600020504,712261.97965,0.71226197965,6
010600020601,11897.6,0.0118976,4
010600020602,8923.2,0.0089232,3
010600020603,14872.0,0.014872,5
010600020604,29744.0,0.029744,10
010600020605,14872.0,0.014872,5
010600020701,2974.4,0.0029744,1
010600020702,8923.2,0.0089232,3
010600020703,44616.0,0.044616,15
010600020801,26769.6,0.0267696,9
010600020802,2974.4,0.0029744,1
010600020803,11897.6,0.0118976,4
010600020804,32718.4,0.0327184,11
010600020902,11897.6,0.0118976,4
010600020903,701368.690863,0.701368690863,5
010600020904,1063447.80213,1.06344780213,11
010600021001,18127.6473829,0.0181276473829,6
010600021002,26045.1790634,0.0260451790634,8
010600021003,6511.29476584,0.00651129476584,2
010600021004,13022.5895317,0.0130225895317,4
010600021005,35812.1212121,0.0358121212121,11
010600021006,22789.5316804,0.0227895316804,7
010600021007,29300.8264463,0.0293008264463,9
010600021101,55469.3980423,0.0554693980423,10
010600021102,57035.5254674,0.0570355254674,14
010600021103,61857.3002755,0.0618573002755,19
010600021104,22789.5316804,0.0227895316804,7
010600021105,387422.038567,0.387422038567,119
010600021106,3255.64738292,0.00325564738292,1
010600030101,19533.8842975,0.0195338842975,6
010600030102,117203.305785,0.117203305785,36
010600030201,19533.8842975,0.0195338842975,6
010600030202,149759.779614,0.149759779614,46
010600030203,26045.1790634,0.0260451790634,8
010600030204,32556.4738292,0.0325564738292,10
010600030205,100925.068871,0.100925068871,31
010600030301,65112.9476584,0.0651129476584,20
010600030401,84646.8319559,0.0846468319559,26
010600030402,61857.3002755,0.0618573002755,19
010600030501,23795.2,0.0237952,8
010600030502,41397.9803279,0.0413979803279,8
010600030503,6511.29476584,0.00651129476584,2
010600030504,68848.9093619,0.0688489093619,13
010600030505,19533.8842975,0.0195338842975,6
010600030506,415142.907465,0.415142907465,77
010600030507,186532.529468,0.186532529468,41
010600030601,106347.540984,0.106347540984,18
010600030602,59081.9672131,0.0590819672131,10
010600030603,525829.508197,0.525829508197,89
010600030604,31585.2849588,0.0315852849588,6
010600030605,53173.7704918,0.0531737704918,9
010600030606,11816.3934426,0.0118163934426,2
010600030607,53173.7704918,0.0531737704918,9
010600030608,413573.770492,0.413573770492,70
010600030701,20443.0135222,0.0204430135222,10
010600030702,22487.3148744,0.0224873148744,11
010600030703,6132.90405666,0.00613290405666,3
010600030704,112436.574372,0.112436574372,55
010600030705,40886.0270444,0.0408860270444,20
010600030706,20218.3061869,0.0202183061869,8
010600030707,29990.3982772,0.0299903982772,9
010600030708,36797.42434,0.03679742434,18
010600030709,56116.9011854,0.0561169011854,18
010600030801,77683.4513844,0.0776834513844,38
010600030802,24531.6162266,0.0245316162266,12
010600030803,59284.7392144,0.0592847392144,29
010600030804,51107.5338055,0.0511075338055,25
010600030805,49063.2324533,0.0490632324533,24
010600030806,147189.69736,0.14718969736,72
010600030901,79727.7527366,0.0797277527366,39
010600030902,147704.918033,0.147704918033,25
010600030903,454931.147541,0.454931147541,77
010600030904,71550.5473277,0.0715505473277,35
010600031001,566195.49299,0.56619549299,240
010600031002,71550.5473277,0.0715505473277,35
010600031003,183987.1217,0.1839871217,90
010600031005,252299.180476,0.252299180476,95
010600031101,97669.4214876,0.0976694214876,30
010600031102,208361.432507,0.208361432507,64
010600031103,107436.363636,0.107436363636,33
010600031104,3255.64738292,0.00325564738292,1
010700010104,8205.4054054,0.0082054054054,2
010700010201,8205.4054054,0.0082054054054,2
010700010203,8205.4054054,0.0082054054054,2
010700010204,4102.7027027,0.0041027027027,1
010700010205,24616.2162162,0.0246162162162,6
010700010206,16410.8108108,0.0164108108108,4
010700010302,12308.1081081,0.0123081081081,3
010700010303,12308.1081081,0.0123081081081,3
010700010304,8205.4054054,0.0082054054054,2
010700010305,8205.4054054,0.0082054054054,2
010700010306,24616.2162162,0.0246162162162,6
010700010307,61540.5405405,0.0615405405405,15
010700010401,36924.3243243,0.0369243243243,9
010700010402,12308.1081081,0.0123081081081,3
010700010403,8205.4054054,0.0082054054054,2
010700010404,24616.2162162,0.0246162162162,6
010700010501,28795.4405845,0.0287954405845,8
010700010502,28718.9189189,0.0287189189189,7
010700010601,4102.7027027,0.0041027027027,1
010700010602,20513.5135135,0.0205135135135,5
010700010603,53335.1351351,0.0533351351351,13
010700010701,16410.8108108,0.0164108108108,4
010700010702,13862.3633342,0.0138623633342,4
010700010801,51642.0811691,0.0516420811691,14
010700010802,14092.5081433,0.0140925081433,4
010700010803,19054.8180007,0.0190548180007,6
010700010804,31113.2686084,0.0311132686084,11
010700020101,89232.0,0.089232,30
010700020102,43524.5367651,0.0435245367651,11
010700020103,29744.0,0.029744,10
010700020104,17846.4,0.0178464,6
010700020105,21369.5270358,0.0213695270358,7
010700020106,51749.4514658,0.0517494514658,15
010700020107,95124.4299674,0.0951244299674,27
010700020108,52846.9055375,0.0528469055375,15
010700020109,38754.3973941,0.0387543973941,11
010700020110,204341.368078,0.204341368078,58
010700020201,229003.257329,0.229003257329,65
010700020202,238432.775687,0.238432775687,73
010700030101,118503.163017,0.118503163017,46
010700030102,23185.4014598,0.0231854014598,9
010700030103,70236.8570865,0.0702368570865,16
010700030104,175295.752896,0.175295752896,32
010700030105,21911.969112,0.021911969112,4
010700030106,32867.9536679,0.0328679536679,6
010700030107,10955.984556,0.010955984556,2
010700030108,98603.8610038,0.0986038610038,18
010700030202,13573.8249316,0.0135738249316,3
010700030203,27568.9270408,0.0275689270408,6
010700030204,38020.2651035,0.0380202651035,8
010700030301,117866.316802,0.117866316802,22
010700030302,16970.8737864,0.0169708737864,6
010700030303,56569.579288,0.056569579288,20
010700030401,11313.9158576,0.0113139158576,4
010700030402,25456.3106796,0.0254563106796,9
010700030403,36770.2265372,0.0367702265372,13
010700030404,39598.7055016,0.0395987055016,14
010700030501,11313.9158576,0.0113139158576,4
010700030502,25456.3106796,0.0254563106796,9
010700030503,14142.394822,0.014142394822,5
010700030504,22627.8317152,0.0226278317152,8
010700030601,65055.0161812,0.0650550161812,23
010700030602,11313.9158576,0.0113139158576,4
010700030603,45255.6634304,0.0452556634304,16
010700040101,976788.556568,0.976788556568,88
010700040102,2177242.03318,2.17724203318,197
010700040103,2319872.82185,2.31987282185,209
010700040201,577193.237972,0.577193237972,52
010700040202,233097.269181,0.233097269181,21
010700040203,1320884.52536,1.32088452536,119
010700040204,145965.830313,0.145965830313,14
010700040205,838790.780643,0.838790780643,141
010700040301,52878.2035078,0.0528782035078,18
010700040302,43355.5413197,0.0433555413197,26
010700040401,199833.135378,0.199833135378,49
010700040402,1164442.23904,1.16444223904,239
010700050101,1191746.3228,1.1917463228,166
010700050102,944518.981115,0.944518981115,244
010700050103,575294.682897,0.575294682897,345
010700050104,181759.769379,0.181759769379,109
010700050201,1781757.75807,1.78175775807,237
010700050202,612044.851547,0.612044851547,203
010700050203,293483.664318,0.293483664318,176
010700050204,381035.459415,0.381035459415,138
010700050205,413545.163358,0.413545163358,248
010700050206,363519.538758,0.363519538758,218
010700060101,28284.789644,0.028284789644,10
010700060102,33941.7475728,0.0339417475728,12
010700060201,40888.2282871,0.0408882282871,12
010700060202,192336.569579,0.192336569579,68
010700060301,93339.8058252,0.0933398058252,33
010700060302,461042.071197,0.461042071197,163
010700060401,81031.9218241,0.0810319218241,23
010700060402,22385.7745501,0.0223857745501,5
010700060501,76319.0453601,0.0763190453601,26
010700060502,71523.3495249,0.0715233495249,30
010700060503,123668.896821,0.123668896821,44
010700060601,10955.984556,0.010955984556,2
010700060602,43823.9382239,0.0438239382239,8
010700060603,19262.4557984,0.0192624557984,4
010700060604,27389.96139,0.02738996139,5
010700060605,120515.830116,0.120515830116,22
010700060606,76691.8918919,0.0766918918919,14
010700060607,380809.946146,0.380809946146,70
010700060701,45758.807361,0.045758807361,22
010700060702,95917.1173069,0.0959171173069,32
010700060703,766680.22087,0.76668022087,155
010700060801,41532.3562119,0.0415323562119,10
010700060802,1082564.82613,1.08256482613,216
010700060803,640925.096525,0.640925096525,117
010700060804,381274.409724,0.381274409724,121
010700060901,80170.8189369,0.0801708189369,15
010700060902,142427.799228,0.142427799228,26
010700060903,54779.9227799,0.0547799227799,10
010700060904,125993.822394,0.125993822394,23
010700060905,383459.459459,0.383459459459,70
010700060906,629969.111969,0.629969111969,115
010700061001,898390.73359,0.89839073359,164
010700061002,666766.536309,0.666766536309,133
010700061101,57240.4378622,0.0572404378622,28
010700061102,835641.29022,0.83564129022,305
010700061201,523034.679779,0.523034679779,108
010700061202,325115.753381,0.325115753381,178
010700061203,599598.440681,0.599598440681,211
010700061204,83320.5756948,0.0833205756948,29
010700061205,290347.656561,0.290347656561,85
010700061206,1203561.10948,1.20356110948,379
010700061207,1285248.71706,1.28524871706,350
010700061301,556951.953877,0.556951953877,334
010700061302,490254.398757,0.490254398757,247
010700061303,461538.360656,0.461538360656,110
010700061401,452947.333833,0.452947333833,150
010700061402,988058.071844,0.988058071844,236
010700061403,495119.767768,0.495119767768,158
010700061404,580743.552089,0.580743552089,142
010801010102,110582.45614,0.11058245614,2
010801010104,55291.2280702,0.0552912280702,1
010801010301,55291.2280702,0.0552912280702,1
010801010305,178796.761134,0.178796761134,8
010801010401,442329.824562,0.442329824562,8
010801010402,276456.140351,0.276456140351,5
010801010403,55291.2280702,0.0552912280702,1
010801010404,55291.2280702,0.0552912280702,1
010801010503,2584.61538462,0.00258461538462,1
010801010601,7753.84615386,0.00775384615386,3
010801010602,55291.2280702,0.0552912280702,1
010801010603,55291.2280702,0.0552912280702,1
010801010702,55291.2280702,0.0552912280702,1
010801010703,55291.2280702,0.0552912280702,1
010801010707,221164.912281,0.221164912281,4
010801010802,55291.2280702,0.0552912280702,1
