HUC_12,Fertilizer_P_kg_ha
041000110503,12.7922287835
041000110504,10.9168302902
041000110505,7.84911861499
041000110506,8.41243568529
041000110507,10.0829706874
041000110508,11.7028838234
041000110509,13.8258381268
041000110601,11.6378097794
041000110602,11.095831881
041000110603,10.9531852056
041000110604,12.1003952808
041000110605,11.0720026716
041000110701,14.805463052
041000110702,9.66406789509
041000110703,12.0421400057
041000110704,10.4772877555
041000110705,11.0185030804
041000110801,22.9893126807
041000110802,24.9473045205
041000110803,17.9116137434
041000110804,21.5750994294
041000110805,17.351622154
041000110806,17.7772566581
041000110901,11.2459977813
041000110902,27.8237096824
041000110903,17.1731820924
041000110904,15.5760992362
041000110905,15.3928582472
041000111001,16.8435898429
041000111002,18.5288514165
041000111003,17.4528084014
041000111004,17.5665695602
041000111101,16.7677540531
041000111102,17.537900681
041000111103,12.7627665263
041000111104,16.3743543133
041000111105,16.162079814
041000111201,18.3942369803
041000111202,18.3177407722
041000111203,12.4753541849
041000111301,13.4469679415
041000111302,10.9887546784
041000111303,9.28787508917
041000111401,12.329286949
041000111402,13.5687434605
041000111403,11.8937478651
041000111404,10.6555603959
041000111405,5.35730185625
041000120101,9.21685950348
041000120102,11.5158858001
041000120103,14.232046791
041000120104,11.7476359914
041000120105,14.5684822976
041000120201,14.1671903808
041000120202,5.89011568468
041000120203,13.8246633142
041000120204,2.05553194483
041000120301,3.68694760971
041000120302,9.67432898301
041000120303,3.47605785852
041000120304,7.36560498879
041000120401,15.5773648686
041000120402,10.9637690821
041000120403,16.7102358397
041000120404,10.8376266483
041000120405,14.4649213802
041000120501,17.0028025841
041000120502,18.3638380208
041000120503,18.3157492546
041000120504,19.190592468
041000120505,8.45227007974
041000120506,17.0276004534
041000120601,17.3582543127
041000120602,16.6827431833
041000120603,13.639782675
041000120604,14.35374956
041000120605,10.9043711662
041000120606,6.2232042957
041100010101,0.158771055544
041100010102,0.585493146317
041100010103,0.305006400994
041100010104,0.95274628843
041100010105,0.41660046399
041100010106,0.648381785315
041100010107,1.13835677168
041100010108,0.0955873286329
041100010201,0.19942887825
041100010202,0.0128823129883
041100010203,0.00358136692321
041100010204,0.0110517641312
041100010301,0.694035415912
041100010302,5.22394611571
041100010303,1.04983614189
041100010401,1.38329193626
041100010402,1.52158453222
041100010403,1.44218058508
041100010404,1.10144785141
041100010501,1.80306745788
041100010502,5.55711388227
041100010503,1.7495764675
041100010504,1.80377400756
041100010505,1.26922617242
041100010506,1.5729619867
041100010601,0.237894044115
041100010602,0.248577969199
041100010603,0.115211282653
041100010701,1.87844282272
041100010702,0.657638510811
041100010703,0.511206722941
041100020101,1.85923584762
041100020102,1.31304705899
041100020103,2.1830694431
041100020104,1.3056125913
041100020105,1.25469466814
041100020106,2.52980911457
041100020201,1.73460936181
041100020202,0.830201730806
041100020203,1.03680873129
041100020301,0.546969013466
041100020302,0.846504756354
041100020303,0.155439038093
041100020304,0.0
041100020305,0.112074603279
041100020401,0.0687480433069
041100020402,0.214125109736
041100020403,0.0636442835283
041100020404,0.0262444307265
041100020405,0.0306180920281
041100020501,0.0462539887458
041100020502,0.341286164339
041100020503,0.00886409816084
041100020504,0.036242534532
041100020505,0.032341568236
041100020601,0.000911227868696
041100020602,0.0915353859497
041100020603,0.0
041100020604,0.0052174947517
041100020605,0.0
041100030101,3.40554782658
041100030102,4.19067356881
041100030103,3.19204143214
041100030104,3.53477269187
041100030105,0.962007514571
041100030201,1.04159655444
041100030202,2.08360937141
041100030203,0.718109688641
041100030204,0.484189789731
041100030301,0.679301642316
041100030302,0.610279030265
041100030303,0.356003423852
041100030304,0.640667908327
041100030401,0.402450279558
041100030402,0.075729447052
041100030403,0.0342248685227
041100030501,0.0135045399067
041100030502,0.0
041100030503,0.0123131790831
041100030504,0.0
041100040101,1.18382957903
041100040102,2.24700166352
041100040103,1.73407336963
041100040104,1.10352610885
041100040105,1.27337307266
041100040106,2.17663356564
041100040201,2.57791232485
041100040202,4.63788901382
041100040203,3.90813393507
041100040301,2.59447742557
041100040302,2.70039396069
041100040303,2.75717747648
041100040304,2.46664240767
041100040305,2.74338723041
041100040401,4.39509728119
041100040402,3.96193682478
041100040403,3.41320887579
041100040501,3.49832172415
041100040502,2.30620002289
041100040601,3.80513598299
041100040602,2.29422532468
041100040603,3.10206802502
041100040604,1.2074740006
041100040605,0.732991821109
041100040606,0.362851182909
041100040607,0.213278321021
041201010101,0.957214808666
041201010102,0.898174843119
041201010201,1.18354808867
041201010202,0.844148051277
041201010203,0.702750158187
041201010204,0.851827654342
041201010301,0.876255930463
041201010302,1.04202103174
041201010303,0.526222829079
041201010401,1.33361201259
041201010402,0.793764976349
041201010403,2.23269014637
041201010404,2.42580420751
041201010405,1.56086205215
041201010406,0.346231823848
041201010407,1.02222411783
041201010408,1.85487510266
041201010409,0.94221601247
041201010410,1.60367601317
041201010501,1.96043117226
041201010502,1.78964368994
041201010503,1.5795067092
041201010601,2.35216089411
041201010602,2.49397301656
041201010603,1.37532708217
041201010604,1.92807284778
041201010605,1.89948669082
041201010606,1.01613168989
041201020101,0.802937781397
041201020102,4.45090933181
041201020103,0.489942611209
041201020104,0.399823264151
041201020105,0.44297099997
041201020106,2.90422746063
041201020107,0.957839188867
041201020108,0.307550391995
041201020109,1.29552015436
041201020201,0.339506377471
041201020202,1.25103008111
041201020203,0.250985090955
041201020204,0.506139684451
041201020205,0.344121212749
041201020206,0.404217678677
041201020207,2.12696259787
041201020208,1.86818237559
041201020209,0.539660430005
041201020210,0.693414029345
041201030101,4.86423893482
041201030102,4.1413405318
041201030103,1.8418677258
041201030104,1.99414265861
041201030105,0.736448190955
041201030201,3.92033017338
041201030202,4.83073016799
041201030203,1.39063441697
041201030204,3.72810090709
041201030205,1.64109210529
041201030206,1.06072720145
041201030301,1.31996131602
041201030302,0.860902617574
041201030303,0.987272775622
041201030304,0.930777348716
041201030305,0.827959511171
041201030306,0.0321740545174
041201030401,0.601274895382
041201030402,0.254009649044
041201030501,1.02922006729
041201030502,1.24559876342
041201030503,1.74856629941
041201030504,2.06919917764
041201030505,1.71787198866
041201030506,1.26676143027
041201030601,0.888069005723
041201030602,1.84043087468
041201030603,1.25996571169
041201030604,1.20293575024
041201040101,4.08175920507
041201040102,3.93766130428
041201040103,4.32619371549
041201040104,5.81638942752
041201040105,10.7374885098
041201040106,21.6555135147
041201040107,22.0761311861
041201040108,16.9406588713
041201040201,19.2421247669
041201040202,15.5840601275
041201040203,6.64722300126
041201040301,23.8774778591
041201040302,11.0064578476
041201040303,2.12926066003
041201040304,3.48834895223
041201040305,2.63065461897
041201040306,2.51330760842
041201040401,11.2190283382
041201040402,11.8652023708
041201040403,2.29136494889
041201040404,0.60113981411
041201040405,0.06034841694
041201040406,0.0911064745633
041201040501,0.5638705613
041201040502,1.50609245917
041201040503,1.03524087697
041201040504,3.00951803607
041201040505,1.5924921818
041201040601,0.0426063617422
041201040602,1.26211962891
041201040603,2.40689760369
041201040604,0.426440706754
041201040605,0.634694054438
041300010101,0.335246919198
041300010102,1.07206142733
041300010103,2.11211079973
041300010201,2.72279595403
041300010202,2.34057674301
041300010203,2.7043871368
041300010204,2.69046504462
041300010205,2.54473874969
041300010206,3.9162872869
041300010301,3.11163763085
041300010302,3.13946672968
041300010303,2.36732774787
041300010304,3.15380135435
041300010305,3.48582884003
041300010401,13.0236267861
041300010402,21.2419255399
041300010403,10.790579187
041300010404,3.9343788787
041300010405,3.1060745308
041300010406,3.47023988364
041300010407,3.36392807467
041300010408,3.25870906908
041300010501,3.33509506218
041300010502,2.4738329324
041300010503,3.03705054162
041300010504,3.69267817301
041300010601,3.19054554499
041300010602,2.6571712275
041300010603,2.91498943538
041300010701,3.19893249101
041300010702,2.84509033419
041300010703,2.18501059459
041300010704,2.25709793463
041300010801,2.87967267529
041300010802,3.35044980963
041300010901,3.06508672803
041300010902,1.91697101648
041300020101,0.615015912691
041300020102,0.729676293907
041300020103,0.831776122405
041300020201,0.385893106114
041300020202,0.270932929161
041300020203,0.2512416721
041300020301,0.387987236458
041300020302,0.282337886439
041300020303,0.437052894389
041300020304,0.305591369737
041300020305,0.24347841717
041300020401,0.145945082391
041300020402,0.160858105828
041300020403,0.167107205452
041300020501,0.133754565606
041300020502,0.150039507078
041300020503,0.196906591124
041300020504,0.182912332101
041300020505,0.235208948132
041300020506,0.246087339049
041300020507,0.220183182532
041300020601,0.242172630681
041300020602,0.223353653481
041300020603,0.19405095281
041300020604,0.217231547618
041300020605,0.154437379025
041300020701,4.5208753824
041300020702,3.81597622107
041300020703,4.9810165274
041300020704,5.52126859162
041300020705,2.82278261315
041300020801,0.816730459328
041300020802,0.315655601268
041300020803,0.247309821232
041300020804,0.279560741104
041300020901,0.259044488033
041300020902,1.24776816949
041300020903,0.33507375868
041300020904,1.00604562866
041300020905,0.551460720083
041300020906,2.36925189594
041300020907,2.37723918928
041300020908,2.3150368445
041300020909,1.63883188678
041300020910,2.27213892272
041300020911,3.16557965928
041300021001,1.63053980732
041300021002,4.75035940335
041300021003,3.62533722797
041300021004,6.23715419894
041300021005,4.45616344567
041300030101,1.46609690656
041300030102,2.15135958318
041300030103,3.25773403446
041300030201,0.583434409634
041300030202,0.517514569841
041300030203,1.01511634908
041300030204,2.90405681018
041300030205,1.27645159183
041300030206,3.12366060751
041300030301,3.31637961318
041300030302,3.13405387643
041300030401,5.16546357056
041300030402,6.1934892786
041300030403,21.4994801496
041300030404,21.0023584043
041300030405,23.6159803263
041300030406,9.2273591415
041300030501,5.18719629039
041300030502,3.1924804685
041300030503,5.63461779834
041300030504,4.60155379634
041300030505,3.23037807881
041300030601,27.7999719847
041300030602,25.2105345508
041300030603,17.1600736089
041300030604,7.74326848135
041300030605,3.15190630948
041300030606,2.69826974541
041300030701,1.50027904524
041300030702,1.43842375333
041300030703,1.71676217005
041300030704,0.0614651176724
041401010101,0.326485651606
041401010102,0.495965685592
041401010103,1.22591673046
041401010201,1.94915900552
041401010202,2.60163164352
041401010203,1.35278774478
041401010204,1.48829262593
041401010205,1.77506376224
041401010301,2.15176513379
041401010302,2.41001844667
041401010401,2.66397584112
041401010402,1.73934666248
041401010501,2.79746448081
041401010502,2.37422565647
041401010503,2.50567040745
041401010601,2.9936631972
041401010602,2.43660223709
041401010603,2.34907224313
041401010604,2.52600718049
041401010701,2.79032079481
041401010702,1.95191257421
041401010703,0.832028849255
041401010704,1.23003099418
041401010705,0.263005067506
041401010706,0.360364141871
041401020101,0.665840766922
041401020102,0.784431640483
041401020103,0.870019523338
041401020201,0.204381470735
041401020202,0.156363450143
041401020203,0.692219232748
041401020301,0.189664851815
041401020302,0.911005312021
041401020303,0.5576525185
041401020304,0.631554618532
041401020305,1.07403462475
041401020401,0.392124650191
041401020402,0.346541586487
041401020403,0.333740654905
041401020404,0.326047481253
041401020405,0.592179392816
041401020501,0.000921542696322
041401020502,0.0
041401020503,0.00348098952479
041401020504,0.018497526529
041401020601,5.07236962424e-05
041401020602,0.0183939798848
041401020701,0.097883730634
041401020702,0.0217508118034
041401020703,0.303826115766
041401020704,0.212827636975
041401020705,0.464141786637
041401020801,0.165578546127
041401020802,0.502827254315
041401020803,0.768517479105
041401020901,0.135454790172
041401020902,0.268339393232
041401020903,0.498110111481
041401021001,0.601980271187
041401021002,0.313337874936
041401021003,0.263587582307
041401021004,0.395298227001
041402010101,1.87655904684
041402010102,3.01177107023
041402010103,2.8601598254
041402010201,0.776894495891
041402010202,1.44990874067
041402010203,0.661872301888
041402010204,2.01788100201
041402010205,2.45002739758
041402010301,0.526295320727
041402010302,2.80175813879
041402010303,3.4758820162
041402010401,3.17964114415
041402010402,2.41395800826
041402010403,3.21865356168
041402010404,3.27737225133
041402010501,2.92709606302
041402010502,2.74997189344
041402010503,2.85618052503
041402010504,2.87977510752
041402010601,0.18627299784
041402010602,0.178833904183
041402010603,0.130603564972
041402010701,1.04378292419
041402010702,0.513934635276
041402010703,0.188568823503
041402010704,0.27018017969
041402010705,0.735857682885
041402010706,1.74361654237
041402010801,0.143226908036
041402010802,1.04334446993
041402010803,0.237706097389
041402010804,0.462050132386
041402010805,1.25979670866
041402010806,2.27114325078
041402010807,2.023464942
041402010901,2.11848007189
041402010902,0.942256960053
041402010903,2.85717627295
041402010904,2.21488726779
041402010905,4.02534354393
041402010906,4.29547418202
041402011001,1.70066173463
041402011002,0.576171376354
041402011003,0.658913976686
041402011004,0.538786811855
041402011005,0.279647981743
041402011006,0.309654842154
041402011007,0.461669908855
041402011008,0.448165843496
041402011009,0.276706631012
041402011010,0.233703547303
041402011101,4.19044287644
041402011102,1.06991074392
041402011103,0.410891243241
041402011104,0.323426856279
041402011105,0.559449413572
041402011106,1.50747310834
041402011107,2.83412130791
041402011201,3.40744695916
041402011202,3.60795901347
041402011203,3.63244184936
041402011204,4.51430551558
041402011205,2.82990232066
041402011301,1.06182793806
041402011302,2.29647134544
041402011303,1.87630674497
041402011304,3.35347410758
041402011305,2.905063841
041402011306,1.92487839282
041402011401,4.08110074855
041402011402,2.94029136081
041402011403,3.11041005877
041402011404,2.83017940515
041402011405,2.65308582098
041402011406,3.73691481084
041402011407,3.21564800982
041402011408,2.57776527121
041402011409,2.32932638322
041402011501,1.54235379199
041402011502,1.96567356856
041402011503,1.0684787709
041402011504,1.30182407233
041402011505,1.89136386864
041402011506,0.962811226171
041402011507,0.248479762098
041402011508,0.236921878102
041402011509,0.22357728652
041402011601,3.31255408369
041402011602,2.73903829805
041402011603,3.17956540247
041402011604,1.1413667215
041402011605,1.82549718894
041402011606,2.48723489738
041402011607,2.7906357915
041402011608,1.98451494119
041402011609,1.96496440677
041402011610,2.18494790485
041402011611,0.950921613677
041402020101,0.0497148847748
041402020102,0.00484506206364
041402020103,0.174789127975
041402020104,0.0622771987155
041402020105,0.271585452653
041402020106,0.26645990047
041402020107,0.435240296653
041402020201,0.150558247509
041402020202,0.210785957471
041402020203,0.173845355045
041402020204,0.419364573625
041402020205,0.194670922176
041402020206,0.452354344454
041402020301,0.684350670248
041402020302,0.83231665506
041402020303,1.26875878479
041402020304,0.803344137305
041402020305,0.721111969129
041402020401,1.48979129095
041402020402,1.57954736839
041402020403,1.81814652594
041402020404,1.15382183816
041402020501,1.41695911734
041402020502,1.45531674122
041402020503,1.350081406
041402020504,1.50674318114
041402020601,1.4372518755
041402020602,1.67727959819
041402020603,1.13760594802
041402020604,1.33620562211
041402020605,0.454077241597
041402020606,0.748773510892
041402020701,1.03481240949
041402020702,1.46278186433
041402020703,1.43222238773
041402020704,1.10274068681
041402020705,0.78813455681
041402020801,0.20250209825
041402020802,0.125561241478
041402020803,0.0955878130376
041402020804,0.245174598694
041402020805,0.480100237737
041402020806,0.343629622415
041402020807,0.774334634032
041402020808,0.000182624430034
041402020901,0.728465932398
041402020902,0.492940483676
041402020903,0.730830310244
041402020904,0.56635582243
041402020905,1.25399557425
041402030101,1.40833591897
041402030102,0.759266469519
041402030103,0.421271903586
041402030201,0.772587601993
041402030202,0.277613628781
041402030203,0.35850241705
041402030204,0.242179852848
041501010101,0.0
041501010102,0.0
041501010103,0.00295956344577
041501010104,0.155295521751
041501010201,0.000593029382669
041501010202,0.0
041501010203,0.00557572576058
041501010301,0.00836775775456
041501010302,0.290643469105
041501010303,0.551349499056
041501010304,0.947067576587
041501010305,0.188553051292
041501010401,0.0
041501010402,0.0
041501010403,0.0
041501010404,0.0
041501010405,0.0
041501010406,0.00064611666398
041501010407,0.000488436837003
041501010501,0.0
041501010502,0.00156681761176
041501010503,0.00349386814366
041501010504,0.00359762308307
041501010601,0.0
041501010602,0.00317752090953
041501010701,0.0
041501010702,0.000777909446042
041501010703,0.00930951883499
041501010801,0.465063773562
041501010802,0.016913825709
041501010803,0.0
041501010804,0.00165477032708
041501010805,0.390260362788
041501010806,0.436185926413
041501010901,1.00750325932
041501010902,0.462800996681
041501010903,0.198542744929
041501010904,0.796135109206
041501011001,0.0
041501011002,0.0
041501011003,0.0
041501011004,0.0
041501011005,0.000145524428876
041501011101,0.0
041501011102,0.0038274357926
041501011103,0.0911458711745
041501011104,0.244091396832
041501011105,0.426272913568
041501011201,0.000461581070216
041501011202,0.276410483897
041501011203,0.149686550754
041501011204,0.700896390482
041501011301,0.35749206295
041501011302,0.701449172153
041501011401,0.470867100919
041501011402,0.821439095216
041501011403,0.949270296834
041501011404,0.620350059872
041501020101,1.07589799734
041501020102,1.06383474778
041501020103,0.947359242236
041501020201,0.833168717645
041501020202,1.10903469555
041501020203,0.703693961139
041501020301,0.821984698719
041501020302,1.01085370119
041501020303,0.841176858242
041501020401,0.831729525667
041501020402,0.688196384135
041503010101,0.648299509392
041503010102,1.01918298803
041503010103,0.711075102484
041503010104,0.615716397504
041503010105,0.63164515194
041503010106,1.16038347601
041503010107,0.924962033849
041503010201,0.741061101263
041503010202,0.831440889151
041503010203,1.06461424035
041503010204,0.628088038723
041503010205,0.413883680987
041503010301,0.420637283138
041503010302,0.146848152043
041503020101,0.0
041503020102,0.0
041503020103,0.00015661280231
041503020201,0.0
041503020202,0.00874149487498
041503020203,0.00269608051851
041503020301,0.0
041503020302,0.0
041503020303,0.0
041503020304,0.00174115704274
041503020401,0.0
041503020402,0.00290342006517
041503020501,0.000819473833202
041503020502,0.0653946243994
041503020503,0.00321202751167
041503020504,0.0506283447012
041503020601,0.00158539190558
041503020602,0.0412895725835
041503020603,0.038579195982
041503020604,0.270272678509
041503020701,0.317649024403
041503020702,0.666845069229
041503020801,0.208823894897
041503020802,0.985610562231
041503020803,0.815352441794
041503020804,0.588870947353
041503020901,0.804913551626
041503020902,0.772483006385
041503020903,0.471803012731
041503020904,0.549841142412
041503021001,1.08571818381
041503021002,1.20580793602
041503021003,1.04688662967
041503030101,0.0486633470354
041503030102,0.0135066122257
041503030103,0.0108711840974
041503030201,0.00590362968373
041503030202,0.0771087751992
041503030203,0.0467560733657
041503030204,0.25329184199
041503030205,0.265401291898
041503030301,0.387801722687
041503030302,0.929692498413
041503030303,0.924230710519
041503030401,0.575574804862
041503030402,0.179848124518
041503030403,0.260670804881
041503030501,0.602427495607
041503030502,0.168707295813
041503030503,0.511109931501
041503030504,0.850368612147
041503030505,0.555951059205
041503040101,0.00129927156728
041503040102,0.000803687273371
041503040201,0.0
041503040202,0.0
041503040203,0.00709332364014
041503040204,0.000962722086892
041503040301,0.438931075003
041503040302,0.337643444777
041503040303,0.56581681087
041503040401,0.374623618301
041503040402,0.401621327584
041503040403,0.166194424083
041503040404,0.976880450491
041503040405,0.939223545744
041503040406,0.748392430045
041503040501,0.839152935992
041503040502,0.371083697681
041503050101,0.0
041503050102,0.00010070777829
041503050103,0.000433320914704
041503050104,0.0
041503050105,0.0
041503050201,0.0
041503050202,0.0
041503050203,0.0
041503050301,0.0
041503050302,0.00107777622288
041503050303,0.00225127427952
041503050401,0.0
041503050402,0.0
041503050403,0.0
041503050404,0.0138773716816
041503050405,0.0
041503050406,0.0
041503050407,0.000185963836263
041503050408,0.0128959020417
041503050409,0.00141304875421
041503050501,0.0
041503050502,0.000201070389909
041503050503,0.00065574184238
041503050504,0.0
041503050505,0.00177578522573
041503050506,0.0
041503050507,0.0
041503050601,0.0
041503050602,0.00548757854021
041503050603,0.254443989821
041503050604,0.105044847966
041503050701,0.612060091832
041503050702,0.349417584243
041503050703,0.366501563299
041503050704,0.336447800402
041503050705,0.295796563805
041503050706,0.354635893257
041503060101,0.0
041503060102,0.0167928181171
041503060103,0.0
041503060201,0.0013209237946
041503060202,0.000495508208928
041503060203,0.000725656333684
041503060204,0.0
041503060205,0.0104719926135
041503060206,0.325348430451
041503060207,0.352648457514
041503060301,0.00234377581299
041503060302,0.570208556055
041503060303,0.295931172145
041503060304,0.685622782343
041503060305,0.138338060652
041503060401,0.000373306119783
041503060402,0.0109995719169
041503060403,0.0
041503060404,0.0
041503060405,0.0182517652701
041503060406,0.0377506208689
041503060407,0.346354927609
041503060408,0.21021657984
041503060409,0.599886815612
041503070101,0.0
041503070102,0.00062744652275
041503070103,0.0
041503070104,0.350042288468
041503070201,0.144838099842
041503070202,0.714383623856
041503070203,0.923856163146
041503070204,0.743606880179
041503070205,1.26796304604
041503070301,0.338203368285
041503070302,0.832477495692
041503070303,1.07439940935
041503070304,1.04311523885
041503070305,0.868962071792
041503070306,1.48858773153
041503080101,0.000578988035755
041503080102,0.0
041503080103,0.00493191398596
041503080104,0.574400310605
041503080201,1.25281457098
041503080202,0.647168670192
041503080203,1.60211480986
041503080204,1.49134358104
041503080205,0.781429657593
041503080301,0.586635913038
041503080302,0.820391278828
041503080303,0.714599572323
041503080304,0.208941136973
041503080401,0.260493171538
041503080402,0.663936818586
041503080403,0.110024743787
041503080404,0.271604921759
041503080406,0.17865646437
041503080501,0.448055970812
041503080502,0.0558280097114
041503080503,1.12679392054
041504010101,0.175736328362
041504010102,0.11711229004
041504010103,0.798642700274
041504010104,1.34763678794
041504010105,0.772582131315
041504010201,0.250074667198
041504010202,0.39038837306
041504010203,0.279158617021
041504010204,0.703452795145
041504010205,0.649906750706
041504010301,0.229477148218
041504010302,0.411033471099
041504010303,0.166341780762
041504010304,0.158741363429
041504010305,0.337095193698
041504010306,0.501313970599
041504010307,0.679201049427
041504020101,0.181439345099
041504020102,0.0
041504020103,0.239303663038
041504020104,0.116241402738
041504020105,0.241235178601
041504020106,0.0527627237674
041504020107,0.115121895907
041504020108,0.27397662187
041504020109,0.35853336213
041504020201,0.109046245445
041504020202,0.149831792518
041504020203,0.481714708905
041504020301,0.164153079535
041504020302,0.282029694996
041504020303,0.16373516787
041504020304,0.404767543267
041504020305,0.157946946717
041504020306,0.186126644441
041504020307,0.744406517643
041504020401,0.986592099885
041504020402,1.03480978139
041504020501,1.30731473062
041504020502,1.01985704004
041504030101,0.342141582393
041504030102,0.153896542913
041504030103,0.263496389427
041504030201,0.181650823087
041504030202,0.184327677048
041504030203,0.163387684333
041504030204,0.478420388423
041504030301,0.0310552926171
041504030302,0.0989577662869
041504030401,0.102030031693
041504030402,0.0933911741692
041504030403,0.10050048673
041504030501,0.0892696460105
041504030502,0.134924668412
041504030503,0.0512526106224
041504030504,0.185152244562
041504030601,0.149448412894
041504030602,0.158238258788
041504030603,0.0915008646786
041504030604,0.0168078545656
041504030701,0.098714810407
041504030702,0.177301435952
041504030703,0.409388717179
041504030704,0.263563654886
041504040101,0.0
041504040102,0.000358766805919
041504040103,0.00833123266807
041504040104,0.0156724108015
041504040105,0.0616139383718
041504040201,0.0106501554467
041504040202,0.0196245148212
041504040203,0.00432532952222
041504040204,0.00476688223874
041504040205,0.00932687513078
041504040206,0.0111776428027
041504040301,0.00729841955748
041504040302,0.377724812334
041504050101,0.247292349937
041504050102,0.377671694835
041504050103,0.24241936229
041504050104,0.183767848051
041504050105,0.0144314486114
041504050106,0.408498984751
041504050107,0.306939294277
041504050201,0.161966774662
041504050202,0.295957891319
041504050301,0.185833404673
041504050302,0.0654931709706
041504050303,0.194941308659
041504050304,0.363710443772
041504050305,1.21196112531
041504050306,0.842406091916
041504060101,0.000895642819612
041504060102,0.00114257224319
041504060103,8.96283375084e-05
041504060104,0.0020214120706
041504060201,0.007709339419
041504060202,0.115336526243
041504060203,0.00593437192116
041504060301,0.00121746480578
041504060302,0.000529181561157
041504060303,0.0
041504060304,0.00116871509934
041504060401,0.0311655979215
041504060402,0.00448461930335
041504060501,0.0353242819042
041504060502,0.169291195362
041504060503,0.264303303216
041504060504,0.170081157829
041504070101,0.116020424405
041504070102,0.31530989057
041504070103,0.341337104367
041504070104,1.15641263199
041504070105,0.502328339606
041504070202,0.0238453264197
041504070203,2.83388819281
041504070204,0.905688730176
041504070301,0.191112748539
041504070302,0.517120410387
041504070401,0.778947795286
041504070402,2.11666996645
041504070501,0.724193838342
041504070502,0.911942911302
041504070503,1.84508878021
041504070601,1.12671606152
041504070602,2.5537026666
041504070603,1.50649437139
041504080101,0.00614974846332
041504080102,0.0891128370051
041504080103,0.272173771663
041504080104,0.289361095068
041504080201,0.0523263571932
041504080202,0.0
041504080203,0.00826257715213
041504080204,0.0033055428677
041504080205,0.0245284478252
041504080206,0.0837506554152
041504080301,0.803931856338
041504080302,0.0490482511867
041504080303,0.162955611923
041504080304,0.761118984261
041504080401,0.773027327558
041504080402,1.06605181439
041504080501,0.235611407343
041504080502,0.555499434598
041504080601,0.0271830564525
041504080602,0.272171792036
041504080701,0.000634158041645
041504080702,0.0247720831708
041504080703,0.0253986288334
041504080704,0.0187411870189
041504080705,0.00320210420395
041504080706,0.167289141846
041504080707,0.337708066302
041504080801,0.569004987507
041504080802,0.264663573583
041504080901,0.293517246031
041504080902,0.154787474964
041504081001,1.85053723106
041504081004,1.2810097784
041504081101,2.28400883102
041504081102,0.690996411279
041504081201,2.66124662642
041504081202,2.07542865892
041504081203,1.17989106651
041504081204,0.609421424509
041504081301,0.041172098209
041504081302,0.776249613082
041504081401,0.103606230512
041504081402,0.536468895389
041504081501,0.039834004127
041504081502,0.807782650089
041504081503,0.264627699537
041504081504,0.146014149287
041504081505,0.667393841279
041504081506,0.653939887407
041504081507,1.9793305445
041504081601,0.0273787018711
041504081602,0.963982969661
041504081603,0.677586557861
041504081604,0.36939458724
041504090000,0.774909424302
041505000101,0.306465553528
041505000102,0.441994863656
041505000103,0.406134628033
041505000104,0.87932356498
041505000201,0.562599803084
041505000202,0.345720388488
041505000203,0.693591712746
041505000204,0.763728995913
041505000301,0.108603686148
041505000302,0.20345272825
041505000303,0.594583474977
041505000401,0.595569063995
041505000402,0.0
041505000403,0.949907980423
041505000501,0.597476523075
041505000601,0.0662318107524
041505000602,0.131347852174
050100010101,0.0257396761657
050100010102,0.0550799652902
050100010103,0.153229739518
050100010104,0.0491078436145
050100010105,0.247183278153
050100010201,0.401113234512
050100010202,0.341187317496
050100010203,0.677181097749
050100010204,0.157731577147
050100010205,0.0966771722993
050100010206,0.352148744836
050100010207,0.346319115699
050100010301,0.478031545664
050100010302,0.422256149823
050100010303,0.226947701704
050100010304,0.395464788164
050100010305,0.431125487788
050100010306,0.371260298213
050100010307,0.159439188949
050100010308,0.280850740086
050100010309,0.344024937679
050100010310,0.0608960336435
050100010311,0.0382356822722
050100010401,0.385589018824
050100010402,0.264591983093
050100010403,0.234971251389
050100010404,0.204201407122
050100010405,0.235482010915
050100010406,0.1863825311
050100010407,0.173200688313
050100010501,0.107203114618
050100010502,0.16360846592
050100010503,0.183800942533
050100010504,0.108491885523
050100010505,0.095908895475
050100010601,0.0334988660829
050100010602,0.0162798529285
050100010603,0.0453641720443
050100010604,0.0214818557953
050100010605,0.0147857318683
050100010701,0.154709823916
050100010702,0.141542285177
050100010703,0.117858787284
050100010704,0.120690784039
050100010705,0.125456429361
050100010801,0.0167354609319
050100010802,0.128692811251
050100010803,0.007547032362
050100010804,0.0171562403063
050100010805,0.192156901249
050100010901,0.0346404174417
050100010902,0.00660239675458
050100010903,0.101891242893
050100010904,0.00078104566038
050100010905,0.00159077475281
050100011001,0.995856640043
050100011002,0.478937821805
050100011003,0.82909916868
050100011004,0.921636428122
050100011101,1.53686893779
050100011102,1.23064513019
050100011103,1.41833465724
050100011104,0.960742384248
050100011105,0.636973481377
050100011106,0.801339140651
050100011107,1.02990639604
050100011108,0.525909658903
050100011201,0.00638683467752
050100011202,0.00424193266779
050100011203,0.0
050100011204,0.0176849593912
050100011205,0.0218681662658
050100011206,0.0
050100011207,0.0408689896233
050100011208,0.149227388591
050100011209,0.365792186854
050100020101,0.367070784236
050100020102,0.540956597202
050100020103,0.494766791367
050100020104,1.111136367
050100020105,0.88994613665
050100020201,0.736211341317
050100020202,0.580346954429
050100020203,0.654595821189
050100020204,0.587584165561
050100020205,0.699588515142
050100020206,0.353404136673
050100020207,0.444149620873
050100020301,0.545851840185
050100020302,0.832664485527
