HUC_12,Acres_Unpo
030601080203,0.0
030601080204,0.0
030601080205,0.0
030601080206,0.0
030601080301,0.0
030601080302,0.0
030601080303,0.0
030601080304,0.0
030601080401,0.0
030601080402,0.0
030601080403,0.0
030601080501,0.0
030601080502,0.0
030601080503,0.0
030601090101,0.0
030601090102,0.0
030601090103,0.0
030601090104,0.0
030601090105,0.0
030601090106,0.0
030601090107,0.0
030601090201,0.0
030601090202,0.0
030601090203,0.0
030601090301,0.0
030601090302,0.0
030601090303,0.0
030601090304,0.0
030601090305,0.0
030601090306,0.0
030601090307,0.0
030601090308,0.0
030601090309,0.0
030601100101,0.0
030601100102,0.0
030601100103,0.0
030601100201,0.0
030601100202,0.0
030601100301,0.0
030601100302,0.0
030601100303,0.0
030601100304,0.0
030601100305,0.0
030601100306,0.0
030602010101,0.0
030602010102,0.0
030602010103,0.0
030602010104,0.0
030602010105,0.0
030602010106,0.0
030602010107,0.0
030602010108,0.0
030602010109,0.0
030602010110,0.0
030602010111,0.0
030602010201,0.0
030602010202,0.0
030602010203,0.0
030602010204,0.0
030602010205,0.0
030602010206,0.0
030602010207,0.0
030602010208,0.0
030602010209,0.0
030602010301,0.0
030602010302,0.0
030602010303,0.0
030602010304,0.0
030602010305,0.0
030602010306,0.0
030602010307,0.0
030602010308,0.0
030602010309,0.0
030602010310,0.0
030602010311,0.0
030602010401,0.0
030602010402,0.0
030602010403,0.0
030602010404,0.0
030602010405,0.0
030602010406,0.0
030602010407,0.0
030602010408,0.0
030602010501,0.0
030602010502,0.0
030602010503,0.0
030602010504,0.0
030602010505,0.0
030602010506,0.0
030602010507,0.0
030602010508,0.0
030602010509,0.0
030602010510,0.0
030602010601,0.0
030602010602,0.0
030602010603,0.0
030602010604,0.0
030602010605,0.0
030602010606,0.0
030602010607,0.0
030602010608,0.0
030602010609,0.0
030602010610,0.0
030602010701,0.0
030602010702,0.0
030602010703,0.0
030602010704,0.0
030602010705,0.0
030602010706,0.0
030602010707,0.0
030602010708,0.0
030602010709,0.0
030602010710,0.0
030602020101,0.0
030602020102,0.0
030602020103,0.0
030602020104,0.0
030602020105,0.0
030602020106,0.0
030602020107,0.0
030602020201,0.0
030602020202,0.0
030602020203,0.0
030602020204,0.0
030602020205,0.0
030602020301,0.0
030602020302,0.0
030602020303,0.0
030602020304,0.0
030602020305,0.0
030602020306,0.0
030602020307,0.0
030602020401,0.0
030602020402,0.0
030602020403,0.0
030602020501,0.0
030602020502,0.0
030602020503,0.0
030602020504,0.0
030602020505,0.0
030602020506,0.0
030602020507,0.0
030602020508,0.0
030602020601,0.0
030602020602,0.0
030602020603,0.0
030602020604,0.0
030602020605,0.0
030602030101,0.0
030602030102,0.0
030602030103,0.0
030602030104,0.0
030602030105,0.0
030602030106,0.0
030602030107,0.0
030602030201,0.0
030602030202,0.0
030602030203,0.0
030602030204,0.0
030602030205,0.0
030602030301,0.0
030602030302,0.0
030602030303,0.0
030602030304,0.0
030602030305,0.0
030602030306,0.0
030602030307,0.0
030602030308,0.0
030602030309,0.0
030602030310,0.0
030602030401,0.0
030602030402,0.0
030602030403,0.0
030602030404,0.0
030602030405,0.0
030602030406,0.0
030602030407,0.0
030602030408,0.0
030602030409,0.0
030602030410,0.0
030602030411,0.0
030602030501,0.0
030602030502,0.0
030602030503,0.0
030602030504,0.0
030602030505,0.0
030602030506,0.0
030602030507,0.0
030602030601,0.0
030602030602,0.0
030602030603,0.0
030602030604,0.0
030602030605,0.0
030602030606,0.0
030602040101,0.0
030602040102,0.0
030602040103,0.0
030602040201,0.0
030602040202,0.0
030602040203,0.0
030602040301,0.0
030602040302,0.0
030602040303,0.0
030602040304,0.0
030602040305,0.0
030602040401,0.0
030602040402,0.0
030602040501,0.0
030602040502,0.0
030602040503,0.0
030602040601,0.0
030602040602,0.0
030602040701,0.0
030602040702,0.0
030602040703,0.0
030602040704,0.0
030602040801,0.0
030602040802,0.0
030701010101,0.0
030701010102,0.0
030701010103,0.0
030701010104,0.0
030701010105,0.0
030701010106,0.0
030701010201,0.0
030701010202,0.0
030701010203,0.0
030701010204,0.0
030701010205,0.0
030701010301,0.0
030701010302,0.0
030701010303,0.0
030701010304,0.0
030701010305,0.0
030701010306,0.0
030701010307,0.0
030701010401,0.0
030701010402,0.0
030701010403,0.0
030701010404,0.0
030701010405,0.0
030701010406,0.0
030701010501,0.0
030701010502,0.0
030701010503,0.0
030701010504,0.0
030701010505,0.0
030701010601,0.0
030701010602,0.0
030701010603,0.0
030701010604,0.0
030701010605,0.0
030701010606,0.0
030701010701,0.0
030701010702,0.0
030701010703,0.0
030701010704,0.0
030701010705,0.0
030701010706,0.0
030701010801,0.0
030701010802,0.0
030701010803,0.0
030701010804,0.0
030701010805,0.0
030701010901,0.0
030701010902,0.0
030701010903,0.0
030701010904,0.0
030701010905,0.0
030701010906,0.0
030701010907,0.0
030701011001,0.0
030701011002,0.0
030701011003,0.0
030701011004,0.0
030701011005,0.0
030701011006,0.0
030701011007,0.0
030701011101,0.0
030701011102,0.0
030701011103,0.0
030701011104,0.0
030701011105,0.0
030701011201,0.0
030701011202,0.0
030701011203,0.0
030701011204,0.0
030701011205,0.0
030701011301,0.0
030701011302,0.0
030701011303,0.0
030701011304,0.0
030701011305,0.0
030701011306,0.0
030701011401,0.0
030701011402,0.0
030701011403,0.0
030701011404,0.0
030701011405,0.0
030701011406,0.0
030701011407,0.0
030701011408,0.0
030701011409,0.0
030701011501,0.0
030701011502,0.0
030701011503,0.0
030701011601,0.0
030701011602,0.0
030701011603,0.0
030701011604,0.0
030701011605,0.0
030701011606,0.0
030701011607,0.0
030701011701,0.0
030701011702,0.0
030701011703,0.0
030701011704,0.0
030701011705,0.0
030701011706,0.0
030701011707,0.0
030701011801,0.0
030701011802,0.0
030701011803,0.0
030701011804,0.0
030701011805,0.0
030701020101,0.0
030701020102,0.0
030701020103,0.0
030701020104,0.0
030701020105,0.0
030701020201,0.0
030701020202,0.0
030701020203,0.0
030701020204,0.0
030701020205,0.0
030701020206,0.0
030701020207,0.0
030701020208,0.0
030701020301,0.0
030701020302,0.0
030701020303,0.0
030701020304,0.0
030701020305,0.0
030701020401,0.0
030701020402,0.0
030701020403,0.0
030701020404,0.0
030701020405,0.0
030701020406,0.0
030701020407,0.0
030701020501,0.0
030701020502,0.0
030701020503,0.0
030701020504,0.0
030701020505,0.0
030701020506,0.0
030701020601,0.0
030701020602,0.0
030701020603,0.0
030701020604,0.0
030701020605,0.0
030701020606,0.0
030701020701,0.0
030701020702,0.0
030701020703,0.0
030701020704,0.0
030701020705,0.0
030701020801,0.0
030701020802,0.0
030701020803,0.0
030701020804,0.0
030701020805,0.0
030701020806,0.0
030701020901,0.0
030701020902,0.0
030701020903,0.0
030701020904,0.0
030701020905,0.0
030701020906,0.0
030701021001,0.0
030701021002,0.0
030701021003,0.0
030701021004,0.0
030701021005,0.0
030701021006,0.0
030701021101,0.0
030701021102,0.0
030701021103,0.0
030701021104,0.0
030701021105,0.0
030701021201,0.0
030701021202,0.0
030701021203,0.0
030701021204,0.0
030701021205,0.0
030701021206,0.0
030701021207,0.0
030701021301,0.0
030701021302,0.0
030701021303,0.0
030701021304,0.0
030701021305,0.0
030701021306,0.0
030701021401,0.0
030701021402,0.0
030701021403,0.0
030701021404,0.0
030701021405,0.0
030701030101,0.0
030701030102,0.0
030701030103,0.0
030701030104,0.0
030701030105,0.0
030701030106,0.0
030701030107,0.0
030701030201,0.0
030701030202,0.0
030701030203,0.0
030701030204,0.0
030701030301,0.0
030701030302,0.0
030701030303,0.0
030701030304,0.0
030701030305,0.0
030701030306,0.0
030701030307,0.0
030701030401,0.0
030701030402,0.0
030701030403,0.0
030701030404,0.0
030701030405,0.0
030701030501,0.0
030701030502,0.0
030701030503,0.0
030701030601,0.0
030701030602,0.0
030701030603,0.0
030701030604,0.0
030701030605,0.0
030701030701,0.0
030701030702,0.0
030701030703,0.0
030701030704,0.0
030701030705,0.0
030701030706,0.0
030701030707,0.0
030701030708,0.0
030701030801,0.0
030701030802,0.0
030701030803,0.0
030701030804,0.0
030701030901,0.0
030701030902,0.0
030701030903,0.0
030701031001,0.0
030701031002,0.0
030701031003,0.0
030701031004,0.0
030701031005,0.0
030701031006,0.0
030701031101,0.0
030701031102,0.0
030701031103,0.0
030701031104,0.0
030701031105,0.0
030701031106,0.0
030701031201,0.0
030701031202,0.0
030701031203,0.0
030701031204,0.0
030701031301,0.0
030701031302,0.0
030701031303,0.0
030701031304,0.0
030701031305,0.0
030701031306,0.0
030701031307,0.0
030701031401,0.0
030701031402,0.0
030701031403,0.0
030701031404,0.0
030701031405,0.0
030701031406,0.0
030701031501,0.0
030701031502,0.0
030701031503,0.0
030701031504,0.0
030701031505,0.0
030701031506,0.0
030701031601,0.0
030701031602,0.0
030701031603,0.0
030701031604,0.0
030701031605,0.0
030701040101,0.0
030701040102,0.0
030701040103,0.0
030701040104,0.0
030701040105,0.0
030701040106,0.0
030701040107,0.0
030701040201,0.0
030701040202,0.0
030701040203,0.0
030701040204,0.0
030701040205,0.0
030701040206,0.0
030701040207,0.0
030701040301,0.0
030701040302,0.0
030701040303,0.0
030701040401,0.0
030701040402,0.0
030701040403,0.0
030701040404,0.0
030701040405,0.0
030701040501,0.0
030701040502,0.0
030701040503,0.0
030701040504,0.0
030701040505,0.0
030701040506,0.0
030701040507,0.0
030701040601,0.0
030701040602,0.0
030701040603,0.0
030701040701,0.0
030701040702,0.0
030701040703,0.0
030701040801,0.0
030701040802,0.0
030701040803,0.0
030701040804,0.0
030701040805,0.0
030701040806,0.0
030701040807,0.0
030701050101,0.0
030701050102,0.0
030701050103,0.0
030701050201,0.0
030701050202,0.0
030701050203,0.0
030701050204,0.0
030701050205,0.0
030701050206,0.0
030701050301,0.0
030701050302,0.0
030701050303,0.0
030701050304,0.0
030701050401,0.0
030701050402,0.0
030701050403,0.0
030701060101,0.0
030701060102,0.0
030701060103,0.0
030701060104,0.0
030701060105,0.0
030701060106,0.0
030701060201,0.0
030701060202,0.0
030701060203,0.0
030701060204,0.0
030701060301,0.0
030701060302,0.0
030701060303,0.0
030701060304,0.0
030701060305,0.0
030701060306,0.0
030701060307,0.0
030701060308,0.0
030701060401,0.0
030701060402,0.0
030701060403,0.0
030701060404,0.0
030701060405,0.0
030701060501,0.0
030701060502,0.0
030701060503,0.0
030701060504,0.0
030701060505,0.0
030701070101,0.0
030701070102,0.0
030701070103,0.0
030701070104,0.0
030701070105,0.0
030701070106,0.0
030701070107,0.0
030701070108,0.0
030701070201,0.0
030701070202,0.0
030701070203,0.0
030701070204,0.0
030701070205,0.0
030701070206,0.0
030701070301,0.0
030701070302,0.0
030701070303,0.0
030701070304,0.0
030701070401,0.0
030701070402,0.0
030701070403,0.0
030701070404,0.0
030701070405,0.0
030701070501,0.0
030701070502,0.0
030701070503,0.0
030701070504,0.0
030701070505,0.0
030701070506,0.0
030702010101,0.0
030702010102,0.0
030702010103,0.0
030702010104,0.0
030702010201,0.0
030702010202,0.0
030702010203,0.0
030702010204,0.0
030702010205,0.0
030702010301,0.0
030702010302,0.0
030702010303,0.0
030702010304,0.0
030702010401,0.0
030702010402,0.0
030702010403,0.0
030702010404,0.0
030702010501,0.0
030702010502,0.0
030702010503,0.0
030702010504,0.0
030702010601,0.0
030702010602,0.0
030702010603,0.0
030702010604,0.0
030702010701,0.0
030702010702,0.0
030702010703,0.0
030702010704,0.0
030702010705,0.0
030702010801,0.0
030702010802,0.0
030702010803,0.0
030702010901,0.0
030702010902,0.0
030702010903,0.0
030702010904,0.0
030702011001,0.0
030702011002,0.0
030702011003,0.0
030702011004,0.0
030702011101,0.0
030702011102,0.0
030702011103,0.0
030702011104,0.0
030702011105,0.0
030702011201,0.0
030702011202,0.0
030702020101,0.0
030702020102,0.0
030702020103,0.0
030702020104,0.0
030702020201,0.0
030702020202,0.0
030702020301,0.0
030702020302,0.0
030702020303,0.0
030702020304,0.0
030702020401,0.0
030702020402,0.0
030702020403,0.0
030702020404,0.0
030702020501,0.0
030702020502,0.0
030702030101,0.0
030702030102,0.0
030702030201,0.0
030702030202,0.0
030702030203,0.0
030702030204,0.0
030702030301,0.0
030702030302,0.0
030702030401,0.0
030702030402,0.0
030702030403,0.0
030702030501,0.0
030702030502,0.0
030702030503,0.0
030702030504,0.0
030702040101,0.0
030702040102,0.0
030702040103,0.0
030702040104,0.0
030702040105,0.0
030702040201,0.0
030702040202,0.0
030702040203,0.0
030702040301,0.0
030702040302,0.0
030702040303,0.0
030702040304,0.0
030702040305,0.0
030702040401,0.0
030702040402,0.0
030702040403,0.0
030702040404,0.0
030702040405,0.0
030702040501,0.0
030702040502,0.0
030702040503,0.0
030702040601,0.0
030702040602,0.0
030702040603,0.0
030702040701,0.0
030702040702,0.0
030702040703,0.0
030702040801,0.0
030702040802,0.0
030702040803,0.0
030702040901,0.0
030702040902,0.0
030702040903,0.0
030702040904,0.0
030702040905,0.0
030702040906,0.0
030702040907,0.0
030702050101,0.0
030702050102,0.0
030702050103,0.0
030702050104,0.0
030702050105,0.0
030702050201,0.0
030702050202,0.0
030702050203,0.0
030702050301,0.0
030702050302,0.0
030702050303,0.0
030702050304,0.0
030801010101,0.0
030801010102,0.0
030801010103,0.0
030801010104,0.0
030801010105,0.0
030801010201,0.0
030801010202,0.0
030801010203,0.0
030801010204,0.0
030801010205,0.0
030801010206,0.0
030801010301,0.0
030801010302,0.0
030801010401,0.0
030801010402,0.0
030801010403,0.0
030801010404,0.0
030801010405,0.0
030801010406,0.0
030801010407,0.0
030801010408,0.0
030801010409,0.0
030801010410,0.0
030801010501,0.0
030801010502,0.0
030801010503,0.0
030801010504,0.0
030801010505,0.0
030801010506,0.0
030801010507,0.0
030801010601,0.0
030801010602,0.0
030801010603,0.0
030801010604,0.0
030801010701,0.0
030801010702,0.0
030801010703,0.0
030801010704,0.0
030801010705,0.0
030801010706,0.0
030801010707,0.0
030801010801,0.0
030801010802,0.0
030801010803,0.0
030801010804,0.0
030801010805,0.0
030801010806,0.0
030801010807,0.0
030801010808,0.0
030801010901,0.0
030801010902,0.0
030801010903,0.0
030801010904,0.0
030801010905,0.0
030801011001,0.0
030801011002,0.0
030801011003,0.0
030801011004,0.0
030801011005,0.0
030801011006,0.0
030801011007,0.0
030801011008,0.0
030801011101,0.0
030801011102,0.0
030801011103,0.0
030801011104,0.0
030801011105,0.0
030801011201,0.0
030801011202,0.0
030801011203,0.0
030801011204,0.0
030801011205,0.0
030801011206,0.0
030801011207,0.0
030801011208,0.0
030801011301,0.0
030801011302,0.0
030801011303,0.0
030801011304,0.0
030801011401,0.0
030801011402,0.0
030801011403,0.0
030801011404,0.0
030801011405,0.0
030801011406,0.0
030801011407,0.0
030801011501,0.0
030801011502,0.0
030801011503,0.0
030801011504,0.0
030801011505,0.0
030801011506,0.0
030801011601,0.0
030801011602,0.0
030801011603,0.0
030801011604,0.0
030801011605,0.0
030801011606,0.0
030801011701,0.0
030801011702,0.0
030801011801,0.0
030801011802,0.0
030801011901,0.0
030801011902,0.0
030801011903,0.0
030801012001,0.0
030801012002,0.0
030801012003,0.0
030801012004,0.0
030801012100,0.0
030801020101,0.0
030801020102,0.0
030801020103,0.0
030801020104,0.0
030801020105,0.0
030801020201,0.0
030801020202,0.0
030801020203,0.0
030801020301,0.0
030801020302,0.0
030801020303,0.0
030801020304,0.0
030801020401,0.0
030801020402,0.0
030801020403,0.0
030801020404,0.0
030801020405,0.0
030801020501,0.0
030801020502,0.0
030801020503,0.0
030801020504,0.0
030801020505,0.0
030801020600,0.0
030801020700,0.0
030801020801,0.0
030801020802,0.0
030801020803,0.0
030801020804,0.0
030801020805,0.0
030801020806,0.0
030801020900,0.0
030801021000,0.0
030801021101,0.0
030801021102,0.0
030801021103,0.0
030801021104,0.0
030801021105,0.0
030801021106,0.0
030801021107,0.0
030801021201,0.0
030801021202,0.0
030801021203,0.0
030801021204,0.0
030801021205,0.0
030801021301,0.0
030801021302,0.0
030801021303,0.0
030801021401,0.0
030801021402,0.0
030801021403,0.0
030801021404,0.0
030801021405,0.0
030801021406,0.0
030801030101,0.0
030801030102,0.0
030801030201,0.0
030801030202,0.0
030801030203,0.0
030801030204,0.0
030801030205,0.0
030801030301,0.0
030801030302,0.0
030801030303,0.0
030801030304,0.0
030801030401,0.0
030801030402,0.0
030801030403,0.0
030801030404,0.0
030801030501,0.0
030801030502,0.0
030801030503,0.0
030801030504,0.0
030801030601,0.0
030801030602,0.0
030801030603,0.0
030801030604,0.0
030801030701,0.0
030801030702,0.0
030801030703,0.0
030801030704,0.0
030801030801,0.0
030801030802,0.0
030801030803,0.0
030801030804,0.0
030801030901,0.0
030801030902,0.0
030801030903,0.0
030801030904,0.0
030801031001,0.0
030801031002,0.0
030801031003,0.0
030801031004,0.0
030801031101,0.0
030801031102,0.0
030801031103,0.0
030801031201,0.0
030801031202,0.0
030801031203,0.0
030801031204,0.0
030801031301,0.0
030801031302,0.0
030801031303,0.0
030801031304,0.0
030801031401,0.0
030801031402,0.0
030801031403,0.0
030801031404,0.0
030801031405,0.0
030801031501,0.0
030801031502,0.0
030801031503,0.0
030801031601,0.0
030801031602,0.0
030801031603,0.0
030801031604,0.0
030801031605,0.0
030801031606,0.0
030802010101,0.0
030802010102,0.0
030802010103,0.0
030802010104,0.0
030802010105,0.0
030802010201,0.0
030802010202,0.0
030802010203,0.0
030802010204,0.0
030802010205,0.0
030802010301,0.0
030802010302,0.0
030802010303,0.0
030802010304,0.0
030802010401,0.0
030802010402,0.0
030802010403,0.0
030802010501,0.0
030802010502,0.0
030802010503,0.0
030802010601,0.0
030802010602,0.0
030802020101,0.0
030802020102,0.0
030802020103,0.0
030802020104,0.0
030802020105,0.0
030802020201,0.0
030802020202,0.0
030802020203,0.0
030802020301,0.0
030802020302,0.0
030802020400,0.0
030802030100,0.0
030802030201,0.0
030802030202,0.0
030802030203,0.0
030802030301,0.0
030802030302,0.0
030802030303,0.0
030802030304,0.0
030802030305,0.0
030802030306,0.0
030802030307,0.0
030901010101,0.0
030901010102,0.0
030901010103,0.0
030901010104,0.0
030901010201,0.0
030901010202,0.0
030901010301,0.0
030901010302,0.0
030901010400,0.0
030901010501,0.0
030901010502,0.0
030901010503,0.0
030901010504,0.0
030901010601,0.0
030901010602,0.0
030901010701,0.0
030901010702,0.0
030901010801,0.0
030901010802,0.0
030901010803,0.0
030901010804,0.0
030901010901,0.0
030901010902,0.0
030901010903,0.0
030901010904,0.0
030901010905,0.0
030901011001,0.0
030901011002,0.0
030901011101,0.0
030901011102,0.0
030901011103,0.0
030901011201,0.0
030901011202,0.0
030901011203,0.0
030901011204,0.0
030901011301,0.0
030901011302,0.0
030901011303,0.0
030901011304,0.0
030901011401,0.0
030901011402,0.0
030901011403,0.0
030901011404,0.0
030901011405,0.0
030901011501,0.0
030901011502,0.0
030901011503,0.0
030901011504,0.0
030901011505,0.0
030901011601,0.0
030901011602,0.0
030901011603,0.0
030901011604,0.0
030901011701,0.0
030901011702,0.0
030901011703,0.0
030901011704,0.0
030901011801,0.0
030901011802,0.0
030901011803,0.0
030901011804,0.0
030901011901,0.0
030901011902,0.0
030901012001,0.0
030901012002,0.0
030901012003,0.0
030901012004,0.0
030901012101,0.0
030901012102,0.0
030901012103,0.0
030901020100,0.0
030901020200,0.0
030901020301,0.0
030901020302,0.0
030901020303,0.0
030901030101,0.0
030901030102,0.0
030901030103,0.0
030901030104,0.0
030901030105,0.0
030901030201,0.0
030901030202,0.0
030901030203,0.0
030901030204,0.0
030901030205,0.0
030901030206,0.0
030901030301,0.0
030901030302,0.0
030901030303,0.0
030901030304,0.0
030901030305,0.0
030901030402,0.0
030901030403,0.0
030901030404,0.0
030902010100,0.0
030902010200,0.00011986140591
030902020100,1675.52284935
030902020200,6581.5536362
030902020300,398.753947365
030902020401,0.0
030902020402,0.0
030902020500,4.591023187e-07
030902020600,0.0
030902020601,0.0
030902020700,0.0
030902020800,0.0
030902020900,0.0
030902021000,0.0
030902021100,0.0
030902021200,0.0
030902021300,0.0
030902021400,0.0
030902030100,0.0
030902030200,0.0
030902030300,0.0
030902040101,0.0
030902040102,0.0
030902040103,0.0
030902040104,0.0
030902040105,0.0
030902040106,0.0
030902040107,0.0
030902040201,0.0
030902040202,0.0
030902040203,0.0
030902040204,0.0
030902040205,0.0
030902040206,0.0
030902040207,0.0
030902040208,0.0
030902040301,0.0
030902040302,0.0
030902040303,0.0
030902040304,0.0
030902040305,0.0
030902040401,0.0
030902040402,0.0
030902040403,0.0
030902040404,0.0
030902040405,0.0
030902040406,0.0
030902040501,0.0
030902040502,0.0
030902040503,0.0
030902040504,0.0
030902040601,0.0
030902040602,0.0
030902040603,0.0
030902040700,0.0
030902040800,0.0
030902040901,0.0
030902040902,0.0
030902040903,0.0
030902040904,0.0
030902040905,0.0
030902040906,0.0
030902041000,0.0
030902041100,0.0
030902050101,4.82236209059e-05
030902050102,0.0
030902050201,0.0
030902050202,0.0
030902050203,0.0
030902050204,0.0
030902050205,0.0
030902050206,0.0
030902050301,0.0
030902050302,0.0
030902050303,0.0
030902050304,0.0
030902050401,0.0
030902050402,0.0
030902050403,0.0
030902050404,0.0
030902050405,0.0
030902050406,0.0
030902050407,0.0
030902050408,0.0
030902050501,0.0
030902050502,0.0
030902050601,0.0
030902050602,0.0
030902050603,0.0
030902050604,0.0
030902050605,0.0
030902050606,0.0
030902050607,0.0
030902060100,0.0
030902060200,0.0
030902060300,0.0
030902060401,0.0
030902060402,0.0
030902060501,0.0
030902060502,0.0
030902060503,0.0
030902060504,0.0
030902060601,0.0
030902060602,0.0
030902060603,0.0
030902060604,0.0
030902060700,0.0
030902060801,0.0
030902060802,0.0
030902060803,0.0
030902060900,0.0
030902061001,0.0
030902061100,0.0
030902061101,0.0
030902061201,0.0
030902061202,0.0
030902061203,0.0
030902061204,0.0
030902061205,0.0
030902061300,0.0
030902061401,0.0
030902061402,0.0
030902061403,0.0
030902061404,0.0
030902061405,0.0
030902061406,0.0
030902061500,0.0
030902061601,0.0
030902061602,0.0
030902061603,0.0
030902061604,0.0
030902061605,0.0
030902061606,0.0
030902061607,0.0
030902061608,0.0
030902061609,0.0
030902061700,0.0
030902061701,0.0
031001010101,0.0
031001010102,0.0
031001010103,0.0
031001010201,0.0
031001010202,0.0
031001010203,0.0
031001010204,0.0
031001010205,0.0
031001010301,0.0
031001010302,0.0
031001010303,0.0
031001010304,0.0
031001010305,0.0
031001010306,0.0
031001010401,0.0
031001010402,0.0
031001010403,0.0
031001010404,0.0
031001010405,0.0
031001010501,0.0
031001010502,0.0
031001010503,0.0
031001010504,0.0
031001010505,0.0
031001010506,0.0
031001010601,0.0
031001010602,0.0
031001010603,0.0
031001010604,0.0
031001010605,0.0
031001010701,0.0
031001010702,0.0
031001010703,0.0
031001010704,0.0
031001010705,0.0
031001010801,0.0
031001010802,0.0
031001010803,0.0
031001010804,0.0
031001010805,0.0
031001010806,0.0
031001010807,0.0
031001010901,0.0
031001010902,0.0
031001010903,0.0
031001010904,0.0
031001010905,0.0
031001010906,0.0
031001010907,0.0
031001011001,0.0
031001011002,0.0
031001011003,0.0
031001011004,0.0
031001011005,0.0
031001011006,0.0
031001011101,0.0
031001011102,0.0
031001011103,0.0
031001011104,0.0
031001011105,0.0
031001011106,0.0
031001011107,0.0
031001011108,0.0
031001020101,0.0
031001020102,0.0
031001020103,0.0
031001020104,0.0
031001020201,0.0
031001020202,0.0
031001020203,0.0
031001020204,0.0
031001020301,0.0
031001020302,0.0
031001020303,0.0
031001020401,0.0
031001020402,0.0
031001020403,0.0
031001020404,0.0
031001020501,0.0
031001020502,0.0
031001020503,0.0
031001020504,0.0
031001020505,0.0
031001020506,0.0
031001030101,0.0
031001030102,0.0
031001030103,0.0
031001030104,0.0
031001030105,0.0
031001030201,0.0
031001030202,0.0
031001030300,0.0
031002010101,0.0
031002010102,0.0
031002010103,0.0
031002010201,0.0
031002010202,0.0
031002010203,0.0
031002010204,0.0
031002010205,0.0
031002010301,0.0
031002010302,0.0
031002010303,0.0
031002020101,0.0
031002020102,0.0
031002020103,0.0
031002020104,0.0
031002020105,0.0
031002020106,0.0
031002020107,0.0
031002020201,0.0
031002020202,0.0
031002020203,0.0
031002020204,0.0
031002030101,0.0
031002030102,0.0
031002030103,0.0
031002030104,0.0
031002030105,0.0
031002030201,0.0
031002030202,0.0
031002030203,0.0
031002040101,0.0
031002040102,0.0
031002040103,0.0
031002040104,0.0
031002040201,0.0
031002040202,0.0
031002040203,0.0
031002040204,0.0
031002040205,0.0
031002040301,0.0
031002040302,0.0
031002040303,0.0
031002040304,0.0
031002040305,0.0
031002040306,0.0
031002050101,0.0
031002050102,0.0
031002050103,0.0
031002050201,0.0
031002050202,0.0
031002050203,0.0
031002050204,0.0
031002050205,0.0
031002050301,0.0
031002050302,0.0
031002050303,0.0
031002050304,0.0
031002050401,0.0
031002050402,0.0
031002050403,0.0
031002050404,0.0
031002050501,0.0
031002050502,0.0
031002050503,0.0
031002060101,0.0
031002060102,0.0
031002060103,0.0
031002060201,0.0
031002060202,0.0
031002060203,0.0
031002060301,0.0
031002060302,0.0
031002060303,0.0
031002060401,0.0
031002060402,0.0
031002060501,0.0
031002060502,0.0
031002060601,0.0
031002060602,0.0
031002060603,0.0
031002060604,0.0
031002060700,0.0
031002070101,0.0
031002070102,0.0
031002070103,0.0
031002070104,0.0
031002070201,0.0
031002070202,0.0
031002070203,0.0
031002070204,0.0
031002070205,0.0
031002070301,0.0
031002070302,0.0
031002070303,0.0
031002070304,0.0
031002070305,0.0
031002070306,0.0
031002070307,0.0
031002070401,0.0
031002070402,0.0
031002070403,0.0
031002070404,0.0
031002070501,0.0
031002070502,0.0
031002070503,0.0
031002070504,0.0
031002070505,0.0
031002070506,0.0
031002080101,0.0
031002080102,0.0
031002080103,0.0
031002080104,0.0
031002080201,0.0
031002080202,0.0
031002080203,0.0
031002080204,0.0
031002080205,0.0
031002080206,0.0
031002080207,0.0
031002080301,0.0
031002080302,0.0
031002080303,0.0
031002080304,0.0
031002080401,0.0
031002080402,0.0
031002080403,0.0
031002080501,0.0
031002080502,0.0
031002080503,0.0
031002080504,0.0
031002080601,0.0
031002080602,0.0
031002080603,0.0
031002080701,0.0
031002080702,0.0
031002080703,0.0
031002080704,0.0
031002080705,0.0
031002080706,0.0
031002080800,0.0
031002080901,0.0
031002080902,0.0
031002080903,0.0
031002080904,0.0
031002080905,0.0
031002081001,0.0
031002081002,0.0
031002081003,0.0
031002081004,0.0
031002081101,0.0
031002081102,0.0
031002081103,0.0
031101010100,0.0
031101010201,0.0
031101010202,0.0
031101010203,0.0
031101010301,0.0
031101010302,0.0
031101010303,0.0
031101010304,0.0
031101010305,0.0
031101010306,0.0
031101010401,0.0
031101010402,0.0
031101010403,0.0
031101010404,0.0
031101010405,0.0
031101010501,0.0
031101010502,0.0
031101010503,0.0
031101010504,0.0
031101010601,0.0
031101010602,0.0
031101010603,0.0
031101020101,0.0
031101020102,0.0
031101020103,0.0
031101020104,0.0
031101020201,0.0
031101020202,0.0
031101020203,0.0
031101020301,0.0
031101020302,0.0
031101020303,0.0
031101020401,0.0
031101020402,0.0
031101020403,0.0
031101020404,0.0
031101020405,0.0
031101020501,0.0
031101020502,0.0
031101020503,0.0
031101020504,0.0
031101020505,0.0
031101020506,0.0
031101020601,0.0
031101020602,0.0
031101020603,0.0
031101020604,0.0
031101020605,0.0
031101020701,0.0
031101020702,0.0
031101020703,0.0
031101020801,0.0
031101020802,0.0
031101020803,0.0
031101020804,0.0
031101020805,0.0
031101020901,0.0
031101020902,0.0
031101020903,0.0
031101020904,0.0
031101020905,0.0
031101020906,0.0
031101030101,0.0
031101030102,0.0
031101030103,0.0
031101030104,0.0
031101030201,0.0
