HUC_12,R45Canopy
101301040504,0.100280786201
101301040505,3.76590058792
101301040601,0.299672000795
101301040602,0.274435028249
101301040603,0.753837407618
101301040604,3.14045717433
101301040605,0.577013291634
101301040606,2.12131147541
101301050101,0.0
101301050102,0.00198281559815
101301050103,0.00219887612998
101301050104,0.0401633764466
101301050105,0.0684172488557
101301050106,0.0536007892141
101301050107,0.0
101301050108,0.040243902439
101301050201,0.100927323701
101301050202,0.0250501002004
101301050203,0.113919840346
101301050204,0.0
101301050205,0.0826759230041
101301050206,0.0
101301050207,0.0797307404637
101301050301,0.115133960898
101301050302,0.0138575572027
101301050303,0.124224161195
101301050304,0.143717647059
101301050305,0.100673022995
101301050306,0.515746638358
101301050401,0.140007254262
101301050402,0.440708860759
101301050403,0.03303434697
101301050404,0.0501930501931
101301050405,0.231703968145
101301050406,0.376151761518
101301050501,0.0214055692366
101301050502,0.0345382701595
101301050503,0.0489198357436
101301050504,0.172680050541
101301050601,0.306371613888
101301050602,0.379007238883
101301050603,0.124205614995
101301050604,0.212233238111
101301050605,0.15897588568
101301050701,0.166187739464
101301050702,0.000755857898715
101301050703,0.0
101301050704,0.0
101301050705,0.221795692045
101301050801,0.167663551402
101301050802,0.0546102738616
101301050803,0.0765891472868
101301050804,0.20577451879
101301050901,1.09276958238
101301050902,0.204110135674
101301050903,1.28115367679
101301050904,1.62400689193
101301051001,0.488684679742
101301051002,0.272455378678
101301051003,0.242730210016
101301051004,1.49773272873
101301051005,1.16003021474
101301051101,0.642135058633
101301051102,0.529597936936
101301051103,1.31767417125
101301051104,0.638563232726
101301051105,0.18253968254
101301051201,0.494498030159
101301051202,0.632785632404
101301051203,0.62365448505
101301051301,0.345249077491
101301051302,0.142582197273
101301051303,0.0198593297476
101301051304,0.365414228519
101301051401,7.13789237668
101301051402,1.95088245088
101301051403,1.21758082092
101301051404,0.268296340732
101301051405,0.741255271645
101301051406,0.0523796113771
101301051407,0.385174868462
101301051408,1.27905011409
101301051501,0.230713874496
101301051502,0.0339698046181
101301051503,0.632078313253
101301051504,0.742181125918
101301051505,1.34748841288
101301051601,0.0
101301051602,0.0561464259213
101301051603,0.159939708592
101301051604,0.328
101301051605,0.367304492512
101301051606,0.161892658129
101301051607,0.0342169580748
101301051608,0.809305111821
101301051609,0.454955632426
101301051701,0.0491803278689
101301051702,0.00686106346484
101301051703,0.0781928757602
101301051704,0.0
101301051705,0.0211780277962
101301051706,0.0
101301051707,0.00733179988499
101301051708,0.00197628458498
101301051801,0.00453514739229
101301051802,0.0175945378151
101301051803,0.0790251107829
101301051804,0.000858123569794
101301051805,0.0245770826684
101301051806,0.0322997416021
101301051807,0.390865549093
101301051901,0.0
101301051902,0.0831202046036
101301051903,0.0
101301051904,0.0517701476606
101301052001,1.0199456029
101301052002,0.497403477083
101301052003,1.03764882549
101301052004,0.0403784033226
101301052005,0.0
101301052006,0.159360189573
101301052007,1.17209055536
101301052008,0.666828181025
101301052009,2.02926421405
101301060101,0.0850622406639
101301060102,0.129537366548
101301060103,0.235139573071
101301060104,2.02419354839
101301060201,0.451721328173
101301060202,1.00489282386
101301060203,0.60389879718
101301060204,0.565599639315
101301060205,0.614601018676
101301060301,0.355231143552
101301060302,0.105841371919
101301060303,0.0619047619048
101301060304,0.0608552631579
101301060305,0.0
101301060306,0.00557620817844
101301060307,0.00911708253359
101301060308,0.0
101301060309,0.0323699421965
101301060310,0.0520694259012
101301060311,0.0
101301060401,0.270566727605
101301060402,0.0
101301060403,0.0970250826366
101301060404,0.0359848484848
101301060501,0.168654580153
101301060502,0.117679944095
101301060503,0.0362264150943
101301060504,0.0703933747412
101301060601,0.304565237522
101301060602,0.161878952123
101301060603,0.0448717948718
101301060604,0.443438914027
101301060605,0.886645962733
101301060607,1.2460233298
101301060608,0.767641060503
101302010101,0.984496124031
101302010102,1.03896828941
101302010103,1.54155069583
101302010104,1.2515114873
101302010105,0.712883435583
101302010106,0.383765174851
101302010107,3.04465863454
101302010108,0.183600966321
101302010109,1.90853318461
101302010201,1.25861752842
101302010202,1.36181943487
101302010203,1.27246130615
101302010301,3.62813041424
101302010302,2.05498204668
101302010303,0.87460406186
101302010304,0.376491521876
101302010305,1.44619975426
101302010306,0.869105997737
101302010307,0.735461940027
101302010401,0.191440501044
101302010402,1.09128182995
101302010403,2.7063234698
101302010404,1.82138332911
101302010405,0.805817484417
101302010406,2.90568210904
101302010501,0.905452035887
101302010502,2.12480523528
101302010503,1.22851503189
101302010504,2.62086861513
101302010505,0.190315946906
101302010506,1.71594499164
101302010507,0.487759936825
101302010508,2.67090855283
101302010601,2.0594266583
101302010602,1.96008091706
101302010603,1.76170366795
101302010604,3.83309044982
101302010605,4.24737762238
101302010606,4.40898553924
101302010701,1.04008368201
101302010702,1.7745930644
101302010703,3.22078752237
101302010704,2.42459069717
101302010705,3.25418810183
101302010801,0.759590043924
101302010802,1.46745312829
101302010803,0.486007793128
101302010804,0.317206192822
101302010805,0.192571072837
101302010806,1.85781006746
101302010807,0.691465814068
101302010808,2.02842672766
101302010901,1.48797564688
101302010902,0.726854690374
101302010903,1.2177383592
101302010904,2.50184882621
101302010905,0.208214398985
101302010906,0.501187054854
101302010907,1.02478667208
101302010908,2.01833060556
101302010909,2.00058292043
101302011001,1.66765173903
101302011002,0.775118536916
101302011003,1.22438271605
101302011004,2.69346349745
101302011005,1.87671380762
101302011006,4.24950670876
101302011101,1.25955591605
101302011102,1.80084951456
101302011103,2.23041589075
101302011104,0.632592956191
101302011105,2.54720168955
101302011106,1.8275231455
101302011107,4.49737187911
101302020101,0.223517169615
101302020102,0.473579427623
101302020103,0.97554638545
101302020104,0.240492324713
101302020105,0.772829509672
101302020106,1.49743387288
101302020107,1.54427316723
101302020201,0.928820385718
101302020202,0.25180297683
101302020203,0.897180932855
101302020204,0.779389222969
101302020205,0.228233727318
101302020206,0.287798820242
101302020207,0.815162299148
101302020208,1.64224558361
101302020209,1.73736818981
101302020210,3.13077267972
101302020301,0.227292710806
101302020302,0.718272486046
101302020303,0.153555695406
101302020304,2.71647292316
101302020305,1.16044776119
101302020306,2.39051918736
101302020307,6.17985611511
101302020401,0.277792140641
101302020402,0.309745899003
101302020403,0.460638297872
101302020404,0.528212503172
101302020405,0.375248838752
101302020406,1.13262170467
101302020407,0.765271593945
101302020408,2.54322429907
101302020501,2.11556943777
101302020502,2.47943523634
101302020503,2.9601339014
101302020504,7.47179226069
101302020505,0.691516031139
101302020506,0.591165172855
101302020507,5.06585596968
101302020508,8.68259935553
101302020509,0.708463949843
101302020510,0.95550405562
101302020511,3.69042010208
101302020601,0.954516640254
101302020602,1.16679457662
101302020603,1.98435743724
101302020604,2.10043968123
101302020605,1.92642550582
101302020606,4.37768662838
101302020607,2.7286904129
101302020608,1.42381710317
101302020609,1.24368918347
101302020610,3.53030714868
101302030101,2.23616885193
101302030102,1.11483416629
101302030103,1.2434109659
101302030104,1.51764705882
101302030105,6.29625192538
101302030106,8.57962368059
101302030107,9.43196470987
101302030108,1.75009242144
101302030109,8.77476351954
101302030201,1.47943802137
101302030202,0.438079031953
101302030203,1.76631291373
101302030204,0.941570582736
101302030205,3.04550958628
101302030206,4.99363845202
101302030301,0.901613137625
101302030302,0.897537481551
101302030303,2.09936118785
101302030304,0.96263003737
101302030305,4.05508189365
101302030401,2.98617803703
101302030402,0.676326530612
101302030403,0.9838471751
101301030101,None
101301030302,None
101301030306,None
101301030501,None
101301030504,None
101301060606,None
101302030404,1.28655071465
101302030405,4.93832599119
101302030501,0.38826405868
101302030502,0.394510401917
101302030503,0.480466580263
101302030504,1.42128527712
101302030505,0.875466747401
101302030506,0.673796791444
101302030507,4.87285333333
101302030601,5.81723518851
101302030602,2.43956993376
101302030603,6.17081035214
101302030604,6.09658397723
101302030605,5.44600938967
101302030606,2.21406038756
101302030607,5.82820615262
101302040101,0.378127136022
101302040102,0.464319297879
101302040103,0.878643787472
101302040104,0.733483223798
101302040105,0.074201011053
101302040106,0.316629898099
101302040201,1.65463297232
101302040202,0.65850612041
101302040203,0.938592435032
101302040204,0.32732403198
101302040205,0.709504467912
101302040206,0.889929742389
101302040207,1.81072855241
101302040208,1.29010477299
101302040209,1.34133333333
101302040301,0.935975609756
101302040302,1.23578010804
101302040303,0.456598639456
101302040304,0.569896154285
101302040305,2.02454668805
101302040401,1.48125321007
101302040402,1.17240587695
101302040403,2.34391368112
101302040404,1.4443297639
101302040405,0.385986106916
101302040406,2.55861263965
101302040407,1.35900197451
101302040408,4.40050377834
101302040501,0.550201425473
101302040502,0.630569948187
101302040503,0.461692205197
101302040504,0.651050080775
101302040505,0.387654320988
101302040506,1.12498503532
101302040507,0.938271604938
101302040601,2.12195121951
101302040602,3.77477330283
101302040603,0.474692093762
101302040604,4.73255813953
101302040605,3.02894624269
101302040606,1.49053280493
101302040607,6.75582398619
101302040701,1.73700734803
101302040702,3.10102381947
101302040703,2.73527338637
101302040704,1.33048593763
101302040705,1.6867430708
101302050101,0.337783242579
101302050102,1.43057561378
101302050103,1.04041805401
101302050104,0.335877222409
101302050105,1.36855670103
101302050201,1.11708933059
101302050202,1.34110050533
101302050203,0.897580645161
101302050204,0.424429909846
101302050205,3.77996171027
101302050301,0.79646576207
101302050302,1.82534043813
101302050303,0.403693314633
101302050304,1.0552920249
101302050401,1.0345686702
101302050402,0.49509722453
101302050403,2.13664357198
101302050404,0.437788018433
101302050405,2.83705157951
101302050406,0.608890131395
101302050407,3.38548451416
101302050408,2.85873652544
101302050501,1.30028490028
101302050502,1.54325770153
101302050503,0.768674698795
101302050504,0.662874390527
101302050505,0.979848484848
101302050506,0.656778404034
101302050601,2.13462968866
101302050602,1.31570948648
101302050603,4.30343998798
101302050604,4.29915700738
101302050701,0.271204671174
101302050702,0.106306306306
101302050703,2.6960461285
101302050704,0.751401193274
101302050705,1.17493356953
101302050706,0.646716390759
101302050707,1.58189344852
101302050801,3.2980793854
101302050802,1.31087323944
101302050803,4.44812335644
101302050804,1.16944959802
101302050805,3.80619195046
101302050901,0.688610240334
101302050902,0.657825630252
101302050903,0.314274408943
101302050904,0.394039260639
101302051001,1.97091763006
101302051002,1.25272136474
101302051003,1.30106398921
101302051004,0.768407310705
101302051005,1.68742739702
101302060101,0.882139750652
101302060102,2.46873771136
101302060103,1.19801492905
101302060104,1.2456082745
101302060105,1.86232711585
101302060106,1.33120759837
101302060107,1.51108091156
101302060201,2.17399479317
101302060202,0.930568877739
101302060203,1.6850037679
101302060204,0.767615947925
101302060205,1.11377424167
101302060206,1.55547218351
101302060207,1.25506329114
101302060208,0.746018440905
101302060209,0.649359185015
101302060301,3.09534764826
101302060302,2.1930219471
101302060303,1.66306395637
101302060304,1.3991424085
101302060305,1.72619240097
101303010101,0.0870277353134
101303010102,0.695516686771
101303010103,0.31664979025
101303010104,2.29709748083
101303010105,0.667902051621
101303010106,0.401527663088
101303010107,0.0689655172414
101303010108,0.206103844629
101303010201,1.60916310324
101303010202,0.251285266458
101303010203,0.0842132371877
101303010204,0.0520491490498
101303010205,0.181997099648
101303010206,0.383446111601
101303010207,0.111690569318
101303010301,0.176551184185
101303010302,0.035112115418
101303010303,0.105344418052
101303010304,0.129435792698
101303010305,0.214204132489
101303010306,0.672063987515
101303010401,0.901657285804
101303010402,0.763373410002
101303010403,0.504457806345
101303010404,0.411558669002
101303010405,0.310631229236
101303010406,0.901902643934
101303010407,0.279009433962
101303010408,0.362176459475
101303010501,0.566890047158
101303010502,0.337742655901
101303010503,0.492540150147
101303010504,0.341595357529
101303010505,0.714350018005
101303010601,0.552054248105
101303010602,1.48981768813
101303010603,2.42719177223
101303010604,1.49233016801
101303010605,3.2724734785
101303020101,0.328263473054
101303020102,0.495580615666
101303020103,0.583515283843
101303020104,0.088417466708
101303020105,0.04838480148
101303020106,0.00992481203008
101303020201,0.29437719199
101303020202,0.0615105740181
101303020203,1.99066874028
101303020204,1.71121822962
101303020205,1.57202281911
101303020206,3.12555303121
101303020207,0.00234466588511
101303020301,0.0150010564124
101303020302,0.113513513514
101303020303,0.121112673855
101303020304,1.43835616438
101303020305,0.41700903862
101303020306,0.212168486739
101303020401,0.685458920591
101303020402,0.130410022779
101303020403,0.249591903363
101303020404,0.513053036549
101303020405,1.94440534835
101303020406,1.9576
101303020407,0.510598111228
101303020408,0.66917707568
101303020409,0.224047688281
101303020501,0.761190738699
101303020502,0.721453287197
101303020503,0.492551750822
101303020504,2.62234748011
101303020505,4.69428761209
101303020506,0.811546286877
101303020507,0.895170023825
101303020508,1.33321240704
101303020509,0.973656105376
101303020510,0.210753586851
101303020511,0.873213527664
101303020601,0.910513717547
101303020602,0.25174030402
101303020603,0.0276528776978
101303020604,0.617575264443
101303020605,0.824023323615
101303020606,1.12832398146
101303020607,0.645098882201
101303020608,0.287570931722
101303020609,0.37041245313
101303020701,1.20968087385
101303020702,0.135776214625
101303020703,0.319176319176
101303020704,0.475639578631
101303020705,1.53883905906
101303020706,0.816180171112
101303020707,1.11671335201
101303020708,1.3143514524
101303020709,1.25323717423
101303020801,1.38373751783
101303020802,0.411488862837
101303020803,0.46988783434
101303020804,2.38138181818
101303020901,2.81316403213
101303020902,1.26985270573
101303020903,1.89262523191
101303020904,1.53434371524
101303020905,1.64977192093
101303020906,1.92836812144
101303020908,1.81500819001
101303030101,1.14394546913
101303030102,0.830459248502
101303030103,0.289183012759
101303030104,0.472936818275
101303030105,1.02550167224
101303030106,0.282964967674
101303030107,0.337231352718
101303030108,0.672423321359
101303030109,2.15914948454
101303030201,1.8176056338
101303030202,0.676518218623
101303030203,0.461641991925
101303030204,1.39129259059
101303030301,0.595543905636
101303030302,0.873696872494
101303030303,0.670749429105
101303030401,1.50949749611
101303030402,0.831187410587
101303030403,0.49929520741
101303030404,0.244540727903
101303030405,1.01837060703
101303030406,0.703258407388
101303030407,0.384513692162
101303030501,0.278250465302
101303030502,0.362091002045
101303030503,0.406276625959
101303030504,0.0296698704555
101303030505,0.930979721476
101303030506,0.717617270789
101303030601,0.614278481013
101303030602,0.092478226445
101303030603,0.128270580728
101303030604,0.288653301144
101303030605,0.210218455294
101303030606,0.185907460215
101303030701,0.565350231979
101303030702,0.19328
101303030703,0.7978964735
101303030704,0.241808510638
101303030705,0.770493698693
101303030706,0.0837511058685
101303030801,0.283694083694
101303030802,0.169546788393
101303030803,0.236536052961
101303030804,0.295710650672
101303030805,0.0744301016204
101303030806,0.966408268734
101303030901,3.10182726847
101303030902,1.68346949418
101303030903,3.84405013837
101303030904,1.52549019608
101303030905,1.76038863976
101303030906,1.52785039212
101303030907,2.24555335968
101303030908,2.23043437116
101303031001,0.632930744534
101303031002,0.51279219584
101303031003,0.965015673981
101303031004,1.39989264627
101303031005,2.54885552547
101303031101,0.251117258991
101303031102,0.543082524272
101303031103,0.784113252064
101303031201,0.254741604315
101303031202,0.156975193385
101303031203,0.37795992714
101303031204,0.310404127257
101303031205,1.64162172215
101303031301,0.256454989532
101303031302,0.638198029094
101303031303,0.353422788265
101303031304,1.03632887189
101303031305,1.17924110439
101303031401,0.358118111532
101303031402,0.358607714017
101303031403,1.84968538802
101303031404,2.00495283019
101303031405,3.72254710851
101303031406,2.79420492233
101303031407,4.57279596977
101303031408,6.96240601504
101303031501,0.15391367959
101303031502,0.216892596455
101303031503,0.405389340202
101303031504,0.177109651339
101303031505,7.88537179247
101303031506,15.1985940246
101303031601,0.244990892532
101303031602,6.44394329897
101303031603,4.33990430622
101303031604,4.50589704454
101303031605,2.44916654152
101303040101,0.108259212198
101303040102,1.47170407841
101303040103,2.99937215508
101303040104,3.14844903988
101303040105,0.108281358281
101303040106,0.00348789495281
101303040107,0.0121319721852
101303040108,0.917448829583
101303040201,0.038664148693
101303040202,0.0
101303040203,0.0028927458834
101303040204,0.0013511484762
101303040205,0.00294175328496
101303040206,0.00435435435435
101303040207,0.201663554575
101303040208,0.0080206244629
101303040209,0.603154620853
101303040301,0.0465874983688
101303040302,0.159493670886
101303040303,0.120164609053
101303040304,0.156952599169
101303040305,3.41551831161
101303040401,1.2417721519
101303040402,0.0697462114296
101303040403,0.146848842935
101303040404,0.0201910942852
101303040405,0.164177231078
101303040406,0.860979462875
101303040501,0.187125358353
101303040502,1.20353982301
101303040503,3.76500280426
101303040504,0.748031496063
101303040505,3.21401020281
101303040506,1.11874846021
101303040507,0.422826086957
101303040508,2.86655948553
101303040509,0.0479539641944
101303040510,2.22813968488
101303040511,1.86495516089
101303050101,1.18308212058
101303050102,0.157363936707
101303050103,0.169471947195
101303050104,0.191570026762
101303050105,0.0700996053373
101303050106,0.615041322314
101303050107,0.0438425565082
101303050108,0.0653429602888
101303050109,0.177793394238
101303050201,0.514113985188
101303050202,0.727740663673
101303050203,0.0909206027605
101303050204,0.152786099461
101303050205,4.14552312885
101303050206,0.308413719185
101303050207,0.45897668786
101303050208,0.176678989526
101303050301,3.59491079263
101303050302,5.54939019465
101303050303,4.43880163878
101303050304,5.1709693132
101303050305,1.75254710398
101303050306,0.832739706511
101303050401,7.99434469108
101303050402,4.61006761833
101303050403,4.82686335404
101303050404,1.55889145497
101303050405,0.519663683211
101303050406,3.97766940452
101303050407,0.273681377826
101303050501,0.042828685259
101303050502,0.740131902746
101303050503,0.802299425144
101303050504,0.737003527066
101303050505,0.354626865672
101303050506,0.807020078001
101303050507,0.484550561798
101303050508,1.52814116215
101303050509,3.4263996139
101303050601,6.30623464733
101303050602,1.3247370207
101303050603,0.76602739726
101303050604,2.19699026929
101303050605,2.18609600378
101303050606,0.446048519125
101303050607,1.49418076014
101303050608,0.579729332157
101303050701,1.64322033898
101303050702,1.40093603744
101303050703,1.63929313929
101303050704,1.62248096731
101303050705,1.23231274866
101303050706,0.64504031502
101303050801,0.879368328703
101303050802,0.875982189628
101303050803,1.59304804066
101303050804,5.41337386018
101303050805,1.56115377412
101303050806,1.47905611381
101303050807,0.603498931624
101303050808,1.19718118986
101303050809,1.02740536278
101303050810,1.65573248408
101303050811,0.332112332112
101303050812,0.164163961039
101303060101,2.5764774044
101303060102,2.05334253599
101303060103,2.20937289278
101303060104,2.22996401701
101303060105,0.263128595287
101303060106,2.86847748392
101303060201,0.39545669664
101303060202,0.4190297633
101303060203,0.813774354327
101303060204,1.22649350649
101303060205,1.04364357745
101303060206,0.917085427136
101303060207,1.04249649369
101303060208,0.978462728914
101303060301,1.19858611825
101303060302,0.705874335559
101303060303,1.18974612595
101303060304,1.34725725095
101303060305,1.00424028269
101303060306,1.16717717234
101303060307,1.10326440369
101303060308,0.504044117647
101303060309,0.658674803836
101303060310,1.40627716079
101303060311,2.18790282598
101303060401,0.100927441353
101303060402,0.0664849310919
101303060403,1.29190858555
101303060404,0.0828444264617
101303060405,0.175520611985
101303060406,1.73816778387
101303060407,3.51726636078
101303060408,0.0768514825156
101303060409,0.854200045777
101303060410,5.67890286657
101303060501,1.17013498313
101303060502,1.46453038674
101303060503,0.488560885609
101303060504,0.767552476476
101303060505,1.79649827784
101303060506,1.36948424069
101303060507,2.09792166267
101303060601,1.65015479876
101303060602,3.19092345506
101303060603,3.84835321065
101303060604,0.142084942085
101303060605,1.84855711901
101303060606,3.90392367643
101303060607,5.28159920536
101303060701,2.76532009586
101303060702,2.25329295988
101303060703,1.45193260654
101303060704,0.518769230769
101303060705,1.22706656913
101303060706,3.13857889532
101303060707,2.19158713326
101303060708,1.12105332111
101303060801,0.63227953411
101303060802,1.39449317739
101303060803,1.19505813953
101303060804,0.962950600801
101303060805,0.915309932786
101303060901,0.840526194323
101303060902,1.30390763766
101303060903,1.47436797753
101303060904,3.64262062441
101303060905,0.178061027424
101303060906,0.945599445599
101303060907,2.18360601553
101303061001,2.68439749462
101303061002,1.80597269625
101303061003,1.36222668452
101303061004,1.29461474731
101303061005,1.80198321892
101303061006,0.909538317319
101303061007,0.785586552217
101303061008,0.869956190915
101303061101,0.178476134005
101303061102,2.71319972357
101303061103,1.69728915663
101303061104,3.05732018985
101303061105,0.596218554719
101303061201,0.150950292398
101303061202,0.226895916488
101303061203,0.252915158826
101303061204,0.485429730727
101303061301,1.56937368894
101303061302,2.26104093882
101303061303,0.522756827048
101303061304,3.8197419813
101303061305,0.408012379642
101303061306,3.84438384183
101303061401,0.698076923077
101303061402,2.83981818182
101303061403,0.534075438456
101303061404,0.284344699858
101303061405,0.557531760436
101303061406,0.826025821296
101303061407,4.41620111732
101401010101,0.22693498452
101401010102,0.64067506943
101401010103,0.315795012101
101401010104,0.499439252336
101401010201,0.209453197405
101401010202,0.143802029878
101401010203,1.68155186065
101401010204,0.0747882501352
101401010205,0.193548387097
101401010206,0.749430091185
101401010301,0.772594142259
101401010302,1.99898785425
101401010303,0.321116504854
101401010304,0.792264504055
101401010305,0.655102454859
101401010306,1.01712851844
101401010401,0.114088159032
101401010402,0.0617963472604
101401010403,0.167289719626
101401010404,0.538029964935
101401010405,0.268757948283
101401010406,1.3015595758
101401010501,2.67560573983
101401010502,0.305390334572
101401010503,3.09178823144
101401010504,2.72645437155
101401010505,2.05135544704
101401010506,2.97627658036
101401010507,5.30216891226
101401010601,0.79710552199
101401010602,0.197543352601
101401010603,1.58542573374
101401010604,0.176215098242
101401010605,1.85650934431
101401010606,3.42533039648
101401010701,0.709657701711
101401010702,0.691848390447
101401010703,1.01799610895
101401010704,0.609294320138
101401010801,0.945112049367
101401010802,0.265027322404
101401010803,0.319972826087
101401010804,0.423487544484
101401010805,2.39496355202
101401010901,2.14916751614
101401010902,0.872579637726
101401010903,4.61875874942
101401010904,5.39514668598
101401011001,5.80518826344
101401011002,2.65364446775
101401011003,4.77415284787
101401011004,1.88184533687
101401011005,2.28837209302
101401011006,5.52749762131
101401011007,7.51771520948
101401011008,4.04477937964
101401011101,4.52001759789
101401011102,4.25524362698
101401011103,9.18003273322
101401011104,1.52416882811
101401011105,5.08053691275
101401011106,4.4453036161
101401011201,0.280159216167
101401011202,0.400359066427
101401011203,0.280099040545
101401011204,0.112958435208
101401011205,0.0756013745704
101401011206,0.0875
101401011207,0.300964416362
101401011208,0.150552486188
101401011209,0.0
101401011210,0.0756853396901
101401011301,0.349984953355
101401011304,1.17450096587
101401011305,1.13724453841
101401011306,0.792329279701
101401011307,3.31970260223
101401011308,6.14136008919
101401011401,6.32229257996
101401011402,31.3342832091
101401011403,18.5961077844
101401011404,20.7463565022
101401011405,2.0364806867
101401011406,3.85314920849
101401011407,20.031840796
101401011408,12.0559058428
101401011409,15.2936276551
101401011501,9.63055433348
101401011502,21.9957424162
101401011503,27.3443170965
101401011504,19.5469845722
101401011505,33.6578389831
101401011506,22.3673525756
101401011507,23.3931081387
101401011508,23.5531490453
101401011601,0.38201320132
101401011602,0.228241563055
101401011603,1.65668148842
101401011604,6.57186732187
101401011701,0.52027027027
101401011702,0.462927756654
101401011703,0.437733035048
101401011704,0.263978001833
101401011705,0.368755292125
101401011706,2.86801055916
101401011801,45.2133965619
101401011802,11.2908269632
101401011803,22.35077951
101401011804,21.8449841126
101401011805,3.22993389991
101401011806,16.2839643653
101401020101,0.428601516428
101401020102,1.82820512821
101401020103,0.0512291559223
101401020104,1.31104525529
101401020105,0.630058619959
101401020201,2.7429974011
101401020202,4.04910965323
101401020203,4.76765180011
101401020204,1.10468580715
101401020205,1.52667075414
101401020206,0.84922542735
101401020207,2.08769015562
101401020301,0.635692464358
101401020302,1.54130269654
101401020303,0.537962362103
101401020304,1.03022272699
101401020401,1.42582106455
101401020402,1.71418526982
101401020403,0.807455029547
101401020404,1.34862568716
101401020405,0.327144298688
101401020406,3.13727937244
101401020501,0.975787494123
101401020502,0.772552043177
101401020503,0.858958589586
101401020504,1.18745577681
101401020601,0.180742614778
101401020602,0.830122180451
101401020603,0.500360144058
101401020604,0.221909424725
101401020605,2.91589553773
101401020701,0.407884813164
101401020702,0.506061123442
101401020703,0.943261688907
101401020801,0.13953611523
101401020802,0.246544029607
101401020803,0.0948616600791
101401020804,8.44688026981
101401020901,0.402666179693
101401020902,1.07853523722
101401020903,0.546588850875
101401020904,1.66509329597
101401021001,0.208292945611
101401021002,0.412326465647
101401021003,3.3703215169
101401021004,1.54623571147
101401021005,4.39978506179
101401021101,0.314207650273
101401021102,0.24833997344
101401021103,3.80030386478
101401021104,0.964994835304
101401021105,0.588459285296
101401021106,0.792535076965
101401021107,0.838369268145
101401021108,4.34863555216
101401021201,2.50401143856
101401021202,1.8905982906
101401021203,2.58954382368
101401021204,1.65597619441
101401021205,1.06778834431
101401021301,2.47821377989
101401021302,2.6489190278
101401021303,1.95581307707
101401021401,1.25880889871
101401021402,0.306263029095
101401021403,3.94507368165
101401021404,2.40086346465
101401021405,3.09473485563
101401021501,0.924122957376
101401021502,0.84351732991
101401021503,0.367202824637
101401021504,0.620680417894
101401021601,1.14490842491
101401021602,0.975942090696
101401021603,0.168554476807
101401021604,0.314500752634
101401021605,0.589044289044
101401021701,0.361758596815
101401021702,0.199001426534
101401021703,0.415104528273
101401021801,0.188767550702
101401021802,0.11487018096
101401021803,0.128244064053
101401021804,0.366477615542
101401021805,2.87714574217
101401021901,0.167271749361
101401021902,0.898707175178
101401021903,0.708899362351
101401022001,2.19393730623
101401022002,3.46400308821
101401022003,3.53600089166
101401022004,0.937529210157
101401022005,0.258954785672
101401022006,2.73238316208
101401022007,0.394615889691
101401022008,1.57593091072
101401030101,1.3660130719
101401030103,0.114454859398
101401030104,0.128728414443
101401030105,0.0206121174266
101401030201,0.000589043785588
101401030202,0.027023823634
101401030203,0.0
101401030204,0.0306227483273
101401030205,0.0034594095941
101401030206,0.122684376092
101401030207,0.0
101401030208,0.036513007759
101401030209,0.0
101401030210,0.0153515505066
101401030211,0.109603906674
101401030301,0.104249011858
101401030302,0.0509778775248
101401030303,0.132188453282
101401030304,0.556703118672
101401030401,0.046562082777
101401030402,0.0924564796905
101401030403,0.340172343045
101401030405,0.432587606415
101401030406,0.226085078817
101401030407,1.0237953599
101401040101,0.838620889468
101401040102,0.592011619463
101401040103,0.304002270792
101401040104,0.549269697593
101401040105,0.119699185294
101401040106,0.202698361709
101401040107,2.43870642466
101401040201,0.0367518375919
101401040202,0.142655864741
101401040203,0.133907503539
101401040204,2.11856060606
101401040205,2.60269019381
101401040206,0.476625470177
101401040207,0.255889600789
101401040208,2.37077534791
101401040301,4.14069767442
101401040302,0.177139437463
101401040303,3.6267453294
101401040304,0.232772122161
101401040305,3.40761478163
101401040306,1.41347905282
101401040307,0.419226393629
101401040308,0.499198974688
101401040309,4.6040475143
101401040310,3.02559759081
101401050101,0.0638170677029
101401050102,0.0579981290926
101401050103,0.0597826086957
101401050104,0.0
101401050105,0.0274197328334
101401050106,0.149930125774
101401050107,0.0804498269896
101401050108,0.143838978891
101401050201,0.226247436774
101401050202,0.412985796785
101401050203,0.0
101401050204,0.101414692347
101401050205,0.110876583064
101401050206,0.297724399494
101401050301,0.0360377358491
101401050302,0.0655523255814
101401050303,0.0783055198973
101401050304,0.0623556581986
101401050305,0.673219746614
101401050306,6.39423926489
101401050401,0.17652250662
101401050402,0.271373213853
101401050403,0.588750657088
101401050404,0.44267822736
101401050406,0.2164828787
101401050407,0.00167037861915
101401050408,0.0393894633186
101401050409,0.152242152466
101401050410,1.1588481189
101401050501,0.13262285376
101401050502,0.4815213009
101401050503,0.198524665745
101401050504,0.112462006079
101401050505,0.0
101401050506,0.371751412429
101401050507,8.78506887868
101402010101,0.990441511152
101402010102,7.1364280652
101402010103,13.5366151343
101402010104,18.4844588867
101402010105,16.0766182299
101402010106,13.2834602829
101402010107,6.12977283712
101402010108,12.6992287918
101402010201,11.5432478632
101402010202,17.1658504302
101402010203,11.8698403963
101402010204,19.2077562327
101402010205,2.98464912281
101402010206,4.52195664258
101402010207,2.43735763098
101402010301,0.659430122117
101402010302,0.975403535742
101402010303,0.0707920792079
101402010304,0.768618944324
