HUC_12,HUC12_Pop
010500021204,107.366294468
010500021205,375.651848555
010500021206,9.71141033464
010500021207,5.54972656653
010500021208,133.635984647
010500021209,88.5916091078
010500021210,640.724589138
010500021211,200.273684419
010500021212,214.600737686
010500021213,420.177161768
010500021214,624.719110922
010500021215,1153.50461076
010500021301,782.950957582
010500021302,5886.98243465
010500021303,1306.44987954
010500021304,1389.22110706
010500021401,239.818815879
010500021402,1988.99463382
010500021403,4.13884374966
010500021404,329.879900083
010500021405,1483.89919316
010500021406,991.233131862
010500021407,2277.96453382
010500021408,4701.10294709
010500021409,0.0
010500021410,8.16188510374
010500021501,1575.66475721
010500021502,314.429176925
010500021503,4943.97289911
010500021504,286.537339859
010500021505,757.630964038
010500021506,292.361961585
010500021507,1948.1002918
010500021508,143.166633715
010500021509,8.28030670009
010500021601,965.039637478
010500021602,1761.24256187
010500021701,1013.45456862
010500021702,2085.14925832
010500021703,21.1756120858
010500021801,2301.8069999
010500021802,2134.51912719
010500021803,3271.51314667
010500021901,1013.50821437
010500021902,1465.41654882
010500021903,1409.0511635
010500021904,3975.99979154
010500021905,1331.73704389
010500021906,2120.88765767
010500021907,17436.776955
010500021908,3704.40358539
010500021909,21.659037918
010500030101,1081.60660322
010500030102,1412.47258919
010500030103,1998.86850345
010500030104,3053.99069541
010500030105,1731.82626293
010500030106,3548.51093473
010500030107,7070.99123391
010500030201,1869.06328363
010500030202,1653.50593945
010500030203,3908.87293454
010500030204,1197.83623293
010500030205,87.0000016818
010500030206,1.95584947549
010500030301,3068.42011111
010500030302,2903.71014116
010500030303,542.039409379
010500030304,4624.25571246
010500030305,3098.69655773
010500030306,3.00000004843
010500030307,1.4304808639
010500030401,1084.70474765
010500030402,3647.58510595
010500030403,2106.02169725
010500030404,844.844630384
010500030405,786.272882959
010500030406,2799.71477759
010500030501,1835.51461067
010500030502,1115.86503214
010500030503,4417.07622956
010500030504,0.0
010500030601,1371.31984348
010500030602,2040.29798059
010500030603,11156.6343176
010500030604,156.81461244
010500030605,0.0
010500030606,0.0
010500040203,330.388665532
010500040204,621.925244404
010500040401,506.536461324
010500040402,107.732700373
010500040403,60.5852945745
010500040404,458.722756133
010500040501,350.01316788
010500040502,636.399453133
010500040601,11.5181275723
010500040602,171.189585633
010500040603,139.546685834
010500040604,67.9324623063
010500040605,153.151353504
010500040606,3405.56167114
010500040701,0.0
010500040702,2.14915699619
010500040901,226.086419242
010500040902,643.272540528
010500040903,0.0
010500040904,0.0775278118272
010600010101,669.007977187
010600010102,1410.22348304
010600010103,727.651006636
010600010104,2542.81112681
010600010105,5468.298062
010600010106,3925.26060514
010600010107,3366.29699963
010600010108,514.925367237
010600010109,1011.44889775
010600010110,8365.0910658
010600010201,5158.60205353
010600010202,4318.87572219
010600010203,2917.40739708
010600010204,1863.97264122
010600010205,4361.39906783
010600010206,6861.11810235
010600010301,10801.7570614
010600010302,12795.0124234
010600010303,6644.9757761
010600010304,12391.2522315
010600010305,4667.00015835
010600010306,26031.1238756
010600010401,11132.4008345
010600010402,46252.6210607
010600010501,5228.09325932
010600010502,11167.1638624
010600010503,9228.84887929
010600010504,3801.51257104
010600010505,10100.4167772
010600010506,0.0
010600010507,12.4792402861
010600010601,2736.05411978
010600010602,60049.3837975
010600010603,4204.11765963
010600010606,2192.90109953
010600010607,166.475667113
010600020101,31.3117627793
010600020102,0.291643272743
010600020103,119.582417576
010600020104,466.536761853
010600020105,677.964584153
010600020106,1271.998626
010600020201,8.63419656768
010600020202,45.4310711699
010600020203,2767.31519883
010600020204,731.856858781
010600020301,382.189302141
010600020302,5113.97693986
010600020303,2991.91485412
010600020304,1523.26454771
010600020401,838.969050048
010600020402,686.264981898
010600020403,1238.5886912
010600020404,818.527462745
010600020405,833.702487311
010600020406,2120.93876857
010600020501,1310.95973688
010600020502,1297.66802645
010600020503,355.217723229
010600020504,975.560024766
010600020601,426.39335634
010600020602,196.660353071
010600020603,1115.62836734
010600020604,1605.76213436
010600020605,942.691759825
010600020701,717.634833119
010600020702,953.171576178
010600020703,2860.33363013
010600020801,1485.1886625
010600020802,204.700111532
010600020803,339.286938126
010600020804,1445.29386392
010600020901,792.39448268
010600020902,808.899086886
010600020903,1141.46497648
010600020904,2781.6775545
010600021001,1397.51081405
010600021002,1996.84568856
010600021003,1190.09213368
010600021004,685.935366942
010600021005,2500.00755296
010600021006,4139.17827892
010600021007,2729.27425891
010600021101,4434.25291922
010600021102,7102.28245947
010600021103,4469.66698826
010600021104,3295.2958367
010600021105,31873.7513196
010600021106,1191.52238769
010600030101,2553.4964964
010600030102,8383.76408899
010600030103,30.647008714
010600030104,0.0
010600030201,2429.37065802
010600030202,12258.5528366
010600030203,2435.79137692
010600030204,3589.54752631
010600030205,7121.57827608
010600030206,59.9982919825
010600030207,2.02828675508
010600030301,3671.5749954
010600030302,0.049779516703
010600030303,6.19589823736
010600030401,8450.87507324
010600030402,7742.2366955
010600030501,2437.73422878
010600030502,1733.21683065
010600030503,1652.0053331
010600030504,2779.78288751
010600030505,4704.2873491
010600030506,19854.1707548
010600030507,10760.4794156
010600030601,7409.0175923
010600030602,1703.83501823
010600030603,20053.0469722
010600030604,1570.92975825
010600030605,2764.08075263
010600030606,1325.09369691
010600030607,3433.71646434
010600030608,23318.3044301
010600030701,3030.67672352
010600030702,2309.90203846
010600030703,931.081252855
010600030704,12466.868605
010600030705,2539.99726289
010600030706,2037.51033475
010600030707,2814.56134675
010600030708,5932.11507167
010600030709,7935.48539651
010600030801,9655.75169553
010600030802,3818.6208156
010600030803,7006.48607026
010600030804,7021.72795702
010600030805,6559.4643362
010600030806,10277.9217228
010600030901,6452.2492135
010600030902,19114.0475565
010600030903,13443.929463
010600030904,4716.90364441
010600031001,32398.995104
010600031002,8378.40413206
010600031003,11824.2681775
010600031004,6.79575043332
010600031005,22817.596636
010600031101,3569.09372954
010600031102,13810.5419478
010600031103,6572.92198001
010600031104,679.215867429
010600031105,0.0
010600031106,8.58382295817
010700010101,1.0467371142
010700010102,0.0
010700010103,0.790956557554
010700010104,733.555924449
010700010201,1288.83409648
010700010202,476.384396332
010700010203,421.440713912
010700010204,96.9463582014
010700010205,1023.82519304
010700010206,1314.3953063
010700010301,152.811631434
010700010302,947.427589553
010700010303,453.651122751
010700010304,607.36992647
010700010305,332.257236549
010700010306,1003.09376187
010700010307,3241.45395612
010700010401,2088.45020116
010700010402,630.521875516
010700010403,1363.26261321
010700010404,5744.09797319
010700010501,989.661463534
010700010502,2486.22175681
010700010601,538.315226643
010700010602,938.5367741
010700010603,2975.08457382
010700010701,1471.94215264
010700010702,1623.39476863
010700010801,2486.71474676
010700010802,1539.00977287
010700010803,1719.66386351
010700010804,3309.368862
010700020101,5554.33992667
010700020102,4374.94130044
010700020103,2756.72504828
010700020104,2259.22330846
010700020105,2070.64609073
010700020106,3743.06711941
010700020107,3304.05206908
010700020108,1859.40399487
010700020109,3326.79745707
010700020110,11768.8666715
010700020201,11709.8202583
010700020202,16438.2502703
010700030101,6771.58399027
010700030102,1285.53977403
010700030103,2341.24274712
010700030104,4727.06851002
010700030105,1399.74495059
010700030106,1187.46867769
010700030107,996.619608327
010700030108,3901.9953096
010700030201,1151.67445884
010700030202,765.80306436
010700030203,817.853269564
010700030204,1674.05277402
010700030301,4863.79794356
010700030302,1381.3816049
010700030303,3362.77964189
010700030401,1177.11823941
010700030402,2118.02052396
010700030403,2492.69472416
010700030404,3642.47326799
010700030501,1013.87790797
010700030502,2924.42212583
010700030503,1859.84755008
010700030504,963.473111121
010700030601,3298.83574831
010700030602,1580.92321027
010700030603,6107.56873923
010700040101,11428.200246
010700040102,51071.8756946
010700040103,34573.4348339
010700040201,19285.8488019
010700040202,7755.07288425
010700040203,23572.6903771
010700040204,5272.96283979
010700040205,25079.8661624
010700040301,5623.07945451
010700040302,10245.5855372
010700040401,11905.4615637
010700040402,53276.0548637
010700050101,26555.094713
010700050102,48905.3952081
010700050103,87882.3702748
010700050104,32184.8019691
010700050201,39711.7592237
010700050202,36218.2671696
010700050203,35579.8607764
010700050204,26827.9874
010700050205,42519.1118075
010700050206,45599.8158528
010700060101,2606.46348067
010700060102,3779.24431055
010700060201,2569.38574603
010700060202,8956.78761235
010700060301,11579.3245349
010700060302,36135.5005845
010700060401,5583.07043867
010700060402,1266.33434848
010700060501,5650.98050765
010700060502,4912.35994232
010700060503,10492.8353989
010700060601,1720.75018611
010700060602,4219.63586173
010700060603,2382.35532076
010700060604,1608.43233188
010700060605,4579.94526803
010700060606,3269.19087078
010700060607,24020.4971671
010700060701,3490.22486009
010700060702,5735.8669388
010700060703,14271.9870423
010700060801,5745.55599842
010700060802,71716.3429438
010700060803,33578.0671965
010700060804,18039.521425
010700060901,4889.49254944
010700060902,4292.26711079
010700060903,2309.59952834
