HUC_12,Terrestrial_Acres,Rare_Acres,Protected_Rare_Acres,Percent_of_HUC_Rare,Percent_Rare_Area_Protected
051201080410,23540,0.0,None,0.0,None
051201080501,18856,0.0,None,0.0,None
051201080502,9633,0.0,None,0.0,None
051201080503,16361,0.0,None,0.0,None
051201080504,13970,0.0,None,0.0,None
051201080505,13151,0.0,None,0.0,None
051201080506,19970,0.0,None,0.0,None
051201080507,15055,0.0,None,0.0,None
051201080508,15214,0.0,None,0.0,None
051201080509,9800,0.0,None,0.0,None
051201080510,19031,0.0,None,0.0,None
051201080601,23791,0.0,None,0.0,None
051201080602,17334,0.0,None,0.0,None
051201080603,14489,0.0,None,0.0,None
051201080604,14537,0.0,None,0.0,None
051201080605,19934,0.0,None,0.0,None
051201080606,13917,0.0,None,0.0,None
051201080607,16924,14.900394918,2.446333494,0.0880429858071,16.4179104478
051201080608,11222,0.0,None,0.0,None
051201080701,13158,0.0,None,0.0,None
051201080702,11785,0.0,None,0.0,None
051201080703,14696,0.0,None,0.0,None
051201080704,12819,0.0,None,0.0,None
051201080705,11818,0.0,None,0.0,None
051201080706,15483,0.0,None,0.0,None
051201080707,13977,0.0,None,0.0,None
051201080708,15405,0.0,None,0.0,None
051201080801,17558,0.0,None,0.0,None
051201080802,11292,0.0,None,0.0,None
051201080803,18382,0.0,None,0.0,None
051201080901,15822,0.889575816,0.0,0.00562239802806,0.0
051201080902,15798,7.339000482,0.0,0.0464552505507,0.0
051201080903,27929,5.115060942,0.0,0.0183145151706,0.0
051201081001,22550,0.0,None,0.0,None
051201081002,23194,0.0,None,0.0,None
051201081003,31166,0.0,None,0.0,None
051201081004,24771,0.0,None,0.0,None
051201081101,13431,0.0,None,0.0,None
051201081102,11230,0.0,None,0.0,None
051201081103,18344,0.0,None,0.0,None
051201081104,12399,0.0,None,0.0,None
051201081201,17557,0.0,None,0.0,None
051201081202,12133,0.0,None,0.0,None
051201081203,17873,0.0,None,0.0,None
051201081204,12948,0.0,None,0.0,None
051201081205,21139,0.0,None,0.0,None
051201081206,29519,0.0,None,0.0,None
051201081207,11889,0.0,None,0.0,None
051201081208,12612,0.0,None,0.0,None
051201081301,18186,0.0,None,0.0,None
051201081302,22401,0.0,None,0.0,None
051201081303,14001,0.0,None,0.0,None
051201081304,21360,0.0,None,0.0,None
051201081305,21416,0.0,None,0.0,None
051201081401,14273,0.0,None,0.0,None
051201081402,18827,0.0,None,0.0,None
051201081403,15314,0.0,None,0.0,None
051201081501,10506,0.0,None,0.0,None
051201081502,9982,0.0,None,0.0,None
051201081503,11538,0.0,None,0.0,None
051201081504,14745,0.0,None,0.0,None
051201081601,20124,0.222393954,0.0,0.00110511803816,0.0
051201081602,9520,0.0,None,0.0,None
051201081603,4773,0.0,None,0.0,None
051201081604,13286,0.0,None,0.0,None
051201081605,9744,0.0,None,0.0,None
051201081606,16345,0.0,None,0.0,None
051201081607,19637,0.0,None,0.0,None
051201090101,18421,0.0,None,0.0,None
051201090102,22108,0.0,None,0.0,None
051201090103,32191,0.0,None,0.0,None
051201090104,16614,0.0,None,0.0,None
051201090105,18120,0.0,None,0.0,None
051201090106,20475,0.0,None,0.0,None
051201090201,19652,0.0,None,0.0,None
051201090202,23273,0.0,None,0.0,None
051201090203,13985,0.0,None,0.0,None
051201090301,15433,0.0,None,0.0,None
051201090302,26442,0.0,None,0.0,None
051201090303,27484,0.0,None,0.0,None
051201090304,21085,0.0,None,0.0,None
051201090305,22609,0.0,None,0.0,None
051201090306,20391,0.0,None,0.0,None
051201090401,21827,0.0,None,0.0,None
051201090402,21416,0.0,None,0.0,None
051201090501,11540,0.0,None,0.0,None
051201090502,10180,0.0,None,0.0,None
051201090503,22477,0.0,None,0.0,None
051201090504,23649,0.0,None,0.0,None
051201090505,21531,0.0,None,0.0,None
051201090506,12749,0.0,None,0.0,None
051201090507,18055,0.0,None,0.0,None
051201090508,21907,0.0,None,0.0,None
051201090509,16682,0.0,None,0.0,None
051201090601,23876,0.0,None,0.0,None
051201090602,18877,0.0,None,0.0,None
051201090603,16961,0.0,None,0.0,None
051201090604,15172,0.0,None,0.0,None
051201090605,14066,0.0,None,0.0,None
051201090701,17477,0.0,None,0.0,None
051201090702,10007,0.0,None,0.0,None
051201090703,19227,0.0,None,0.0,None
051201090704,10152,0.0,None,0.0,None
051201090705,8896,0.0,None,0.0,None
051201090706,13123,0.0,None,0.0,None
051201090801,20427,0.0,None,0.0,None
051201090802,19795,0.0,None,0.0,None
051201090803,17952,0.0,None,0.0,None
051201090804,19136,0.0,None,0.0,None
051201090805,22718,0.0,None,0.0,None
051201090806,16438,0.0,None,0.0,None
051201090901,13766,0.0,None,0.0,None
051201090902,11296,0.0,None,0.0,None
051201090903,26618,0.0,None,0.0,None
051201090904,15388,0.0,None,0.0,None
051201090905,10228,0.0,None,0.0,None
051201090906,13086,0.0,None,0.0,None
051201090907,16666,0.0,None,0.0,None
051201100101,10075,0.0,None,0.0,None
051201100102,30323,0.0,None,0.0,None
051201100103,16815,0.0,None,0.0,None
051201100104,16366,0.0,None,0.0,None
051201100105,9168,0.0,None,0.0,None
051201100106,10812,0.0,None,0.0,None
051201100107,16714,0.0,None,0.0,None
051201100108,10347,0.0,None,0.0,None
051201100201,11658,0.0,None,0.0,None
051201100202,11928,0.0,None,0.0,None
051201100203,10902,0.0,None,0.0,None
051201100204,16083,0.0,None,0.0,None
051201100301,16180,0.0,None,0.0,None
051201100302,12902,0.0,None,0.0,None
051201100303,30557,0.0,None,0.0,None
051201100401,14200,0.0,None,0.0,None
051201100402,17345,0.0,None,0.0,None
051201100403,16250,0.0,None,0.0,None
051201100404,11139,0.0,None,0.0,None
051201100405,10792,0.0,None,0.0,None
051201100406,16070,0.0,None,0.0,None
051201100407,7867,0.0,None,0.0,None
051201100501,22198,0.0,None,0.0,None
051201100502,12446,0.0,None,0.0,None
051201100503,13781,0.0,None,0.0,None
051201100601,11451,0.0,None,0.0,None
051201100602,10818,0.0,None,0.0,None
051201100603,12235,0.0,None,0.0,None
051201100604,23571,0.0,None,0.0,None
051201100605,16157,0.0,None,0.0,None
051201100606,21913,0.0,None,0.0,None
051201100607,19664,0.0,None,0.0,None
051201100608,10402,0.0,None,0.0,None
051201100609,17036,0.0,None,0.0,None
051201110101,15337,0.0,None,0.0,None
051201110102,9036,0.0,None,0.0,None
051201110103,29183,0.0,None,0.0,None
051201110104,9638,0.0,None,0.0,None
051201110201,38889,0.0,None,0.0,None
051201110202,25328,0.0,None,0.0,None
051201110203,30266,0.0,None,0.0,None
051201110301,16239,0.0,None,0.0,None
051201110302,17551,0.0,None,0.0,None
051201110303,19032,0.0,None,0.0,None
051201110401,10037,0.0,None,0.0,None
051201110402,14443,0.0,None,0.0,None
051201110403,10622,0.0,None,0.0,None
051201110404,14727,0.0,None,0.0,None
051201110405,11711,0.0,None,0.0,None
051201110406,17631,0.0,None,0.0,None
051201110501,14129,0.0,None,0.0,None
051201110502,16015,0.0,None,0.0,None
051201110503,12785,0.0,None,0.0,None
051201110504,19692,0.0,None,0.0,None
051201110601,10119,0.0,None,0.0,None
051201110602,14727,0.0,None,0.0,None
051201110603,16356,0.0,None,0.0,None
051201110604,8291,0.0,None,0.0,None
051201110605,12617,0.0,None,0.0,None
051201110701,11443,0.0,None,0.0,None
051201110702,16349,0.0,None,0.0,None
051201110703,10335,0.0,None,0.0,None
051201110704,19855,0.0,None,0.0,None
051201110801,18487,0.0,None,0.0,None
051201110802,18893,0.0,None,0.0,None
051201110803,19228,0.0,None,0.0,None
051201110804,11537,0.0,None,0.0,None
051201110901,17357,0.0,None,0.0,None
051201110902,10888,0.0,None,0.0,None
051201110903,9371,0.0,None,0.0,None
051201110904,29918,0.0,None,0.0,None
051201111001,12567,0.0,None,0.0,None
051201111002,20214,0.0,None,0.0,None
051201111003,20533,0.0,None,0.0,None
051201111004,21265,0.0,None,0.0,None
051201111101,14640,0.0,None,0.0,None
051201111102,5566,0.0,None,0.0,None
051201111103,10370,0.0,None,0.0,None
051201111104,14129,0.0,None,0.0,None
051201111105,22700,0.0,None,0.0,None
051201111106,10130,0.0,None,0.0,None
051201111201,22538,0.0,None,0.0,None
051201111202,20860,0.0,None,0.0,None
051201111203,14600,0.0,None,0.0,None
051201111301,27097,0.0,None,0.0,None
051201111302,16884,0.0,None,0.0,None
051201111303,13454,0.0,None,0.0,None
051201111401,17273,0.0,None,0.0,None
051201111402,28561,0.0,None,0.0,None
051201111501,19081,0.0,None,0.0,None
051201111502,11527,0.0,None,0.0,None
051201111503,11173,0.0,None,0.0,None
051201111504,10606,0.0,None,0.0,None
051201111505,12171,0.0,None,0.0,None
051201111506,12286,0.0,None,0.0,None
051201111507,12297,0.0,None,0.0,None
051201111508,9993,0.0,None,0.0,None
051201111509,12851,0.0,None,0.0,None
051201111510,15737,0.0,None,0.0,None
051201111511,11959,0.0,None,0.0,None
051201111512,19840,0.0,None,0.0,None
051201111601,16483,0.0,None,0.0,None
051201111602,16266,0.0,None,0.0,None
051201111603,7421,0.0,None,0.0,None
051201111701,22122,0.0,None,0.0,None
051201111702,15266,0.0,None,0.0,None
051201111703,14394,0.0,None,0.0,None
051201111801,17481,0.0,None,0.0,None
051201111802,14184,0.0,None,0.0,None
051201111803,15253,0.0,None,0.0,None
051201111804,14702,0.0,None,0.0,None
051201111901,15415,0.0,None,0.0,None
051201111902,15198,0.0,None,0.0,None
051201111903,10989,0.0,None,0.0,None
051201120101,17202,0.0,None,0.0,None
051201120102,35050,0.0,None,0.0,None
051201120103,25980,0.0,None,0.0,None
051201120104,10680,0.0,None,0.0,None
051201120105,16338,0.0,None,0.0,None
051201120106,16900,0.0,None,0.0,None
051201120201,11237,0.0,None,0.0,None
051201120202,17162,0.0,None,0.0,None
051201120203,21315,0.0,None,0.0,None
051201120204,20057,0.0,None,0.0,None
051201120301,18410,0.0,None,0.0,None
051201120302,12315,0.0,None,0.0,None
051201120303,21141,0.0,None,0.0,None
051201120304,12638,0.0,None,0.0,None
051201120305,29845,0.0,None,0.0,None
051201120401,15266,0.0,None,0.0,None
051201120402,19201,0.0,None,0.0,None
051201120403,20282,0.0,None,0.0,None
051201120404,29015,0.0,None,0.0,None
051201120501,10890,0.0,None,0.0,None
051201120502,27822,0.0,None,0.0,None
051201120503,11601,0.0,None,0.0,None
051201120504,15512,0.0,None,0.0,None
051201120505,28051,0.0,None,0.0,None
051201120601,25896,0.0,None,0.0,None
051201120602,14918,0.0,None,0.0,None
051201120603,24520,0.0,None,0.0,None
051201120701,37422,0.0,None,0.0,None
051201120702,21709,0.0,None,0.0,None
051201120703,19391,0.0,None,0.0,None
051201120704,25192,0.0,None,0.0,None
051201120705,11240,0.0,None,0.0,None
051201120706,20399,0.0,None,0.0,None
051201120801,18871,0.0,None,0.0,None
051201120802,30685,0.0,None,0.0,None
051201120803,17732,0.0,None,0.0,None
051201120804,18957,0.0,None,0.0,None
051201120805,10959,0.0,None,0.0,None
051201120806,32718,0.0,None,0.0,None
051201120807,22311,0.0,None,0.0,None
051201120808,13950,0.0,None,0.0,None
051201120809,27749,0.0,None,0.0,None
051201120810,13174,0.0,None,0.0,None
051201120811,13580,0.0,None,0.0,None
051201120901,20655,0.0,None,0.0,None
051201120902,29282,0.0,None,0.0,None
051201121001,29789,0.0,None,0.0,None
051201121002,31249,0.0,None,0.0,None
051201121003,11060,0.0,None,0.0,None
051201121004,21992,0.0,None,0.0,None
051201121005,21978,0.0,None,0.0,None
051201121006,13569,0.0,None,0.0,None
051201121007,21687,0.0,None,0.0,None
051201121008,24238,0.0,None,0.0,None
051201121009,15851,0.0,None,0.0,None
051201121010,11760,0.0,None,0.0,None
051201121011,26186,0.0,None,0.0,None
051201121101,22345,0.0,None,0.0,None
051201121102,13645,0.0,None,0.0,None
051201121103,10250,0.0,None,0.0,None
051201121104,13789,0.0,None,0.0,None
051201121105,11961,0.0,None,0.0,None
051201121201,17575,0.0,None,0.0,None
051201121202,15280,0.0,None,0.0,None
051201121203,14845,0.0,None,0.0,None
051201121204,11509,0.0,None,0.0,None
051201121205,10293,0.0,None,0.0,None
051201121206,17889,0.0,None,0.0,None
051201121207,24373,0.0,None,0.0,None
051201121208,17598,0.0,None,0.0,None
051201121301,18834,0.0,None,0.0,None
051201121302,18185,0.0,None,0.0,None
051201121303,26322,0.0,None,0.0,None
051201121401,21928,0.0,None,0.0,None
051201121402,19487,0.0,None,0.0,None
051201121501,19709,0.0,None,0.0,None
051201121502,22486,0.0,None,0.0,None
051201121503,22163,0.0,None,0.0,None
051201121504,17431,0.0,None,0.0,None
051201130101,11938,0.0,None,0.0,None
051201130102,10189,0.0,None,0.0,None
051201130103,18947,0.0,None,0.0,None
051201130201,17936,0.0,None,0.0,None
051201130202,18468,0.0,None,0.0,None
051201130203,17044,0.0,None,0.0,None
051201130204,16270,0.0,None,0.0,None
051201130205,22865,0.0,None,0.0,None
051201130206,14637,0.0,None,0.0,None
051201130301,13830,0.0,None,0.0,None
051201130302,18717,0.0,None,0.0,None
051201130303,14220,0.0,None,0.0,None
051201130304,9737,0.0,None,0.0,None
051201130305,22473,0.0,None,0.0,None
051201130401,18813,0.0,None,0.0,None
051201130402,32094,0.0,None,0.0,None
051201130403,33166,0.0,None,0.0,None
051201130404,17305,0.0,None,0.0,None
051201130405,19152,0.0,None,0.0,None
051201130406,24976,0.0,None,0.0,None
051201130407,18142,0.0,None,0.0,None
051201130408,13562,0.0,None,0.0,None
051201130501,20238,0.0,None,0.0,None
051201130502,21921,0.0,None,0.0,None
051201130503,16184,0.0,None,0.0,None
051201130601,20497,0.0,None,0.0,None
051201130602,15938,0.0,None,0.0,None
051201130603,13466,0.0,None,0.0,None
051201130701,20754,0.0,None,0.0,None
051201130702,19927,0.0,None,0.0,None
051201130703,25808,0.0,None,0.0,None
051201130704,15522,0.0,None,0.0,None
051201130705,9996,0.0,None,0.0,None
051201130706,19248,0.0,None,0.0,None
051201130707,10515,0.0,None,0.0,None
051201130708,11343,0.0,None,0.0,None
051201130709,30379,0.0,None,0.0,None
051201130801,14519,0.0,None,0.0,None
051201130802,13546,0.0,None,0.0,None
051201130803,18032,0.0,None,0.0,None
051201130804,16249,0.0,None,0.0,None
051201130805,9664,0.0,None,0.0,None
051201130901,14839,0.0,None,0.0,None
051201130902,14812,0.0,None,0.0,None
051201130903,13178,0.0,None,0.0,None
051201130904,27873,0.0,None,0.0,None
051201140101,17220,0.0,None,0.0,None
051201140102,17231,0.0,None,0.0,None
051201140103,11569,0.0,None,0.0,None
051201140104,14118,0.0,None,0.0,None
051201140105,16485,0.0,None,0.0,None
051201140106,33762,0.0,None,0.0,None
051201140107,25906,0.0,None,0.0,None
051201140108,7276,0.0,None,0.0,None
051201140109,7872,0.0,None,0.0,None
051201140201,14160,0.0,None,0.0,None
051201140202,17542,0.0,None,0.0,None
051201140203,29121,0.0,None,0.0,None
051201140301,7671,0.0,None,0.0,None
051201140302,35204,0.0,None,0.0,None
051201140401,13004,0.0,None,0.0,None
051201140402,18403,0.0,None,0.0,None
051201140403,34631,0.0,None,0.0,None
051201140404,22144,0.0,None,0.0,None
051201140405,13422,0.0,None,0.0,None
051201140406,13081,0.0,None,0.0,None
051201140407,33147,0.0,None,0.0,None
051201140408,29811,0.0,None,0.0,None
051201140409,20950,0.0,None,0.0,None
051201140410,20303,0.0,None,0.0,None
051201140501,6398,0.0,None,0.0,None
051201140502,37389,0.0,None,0.0,None
051201140503,9509,0.0,None,0.0,None
051201140504,30008,0.0,None,0.0,None
051201140505,19233,0.0,None,0.0,None
051201140506,14702,0.0,None,0.0,None
051201140507,14025,0.0,None,0.0,None
051201140508,44719,0.0,None,0.0,None
051201140509,23720,0.0,None,0.0,None
051201140601,6385,0.0,None,0.0,None
051201140602,9049,0.0,None,0.0,None
051201140603,17337,0.0,None,0.0,None
051201140604,14955,0.0,None,0.0,None
051201140605,49268,0.0,None,0.0,None
051201140606,27345,0.0,None,0.0,None
051201140701,15770,0.0,None,0.0,None
051201140702,30738,0.0,None,0.0,None
051201140703,25359,0.0,None,0.0,None
051201140704,11526,0.0,None,0.0,None
051201140705,18193,0.0,None,0.0,None
051201140706,19199,0.0,None,0.0,None
051201140707,17094,0.0,None,0.0,None
051201140708,12600,0.0,None,0.0,None
051201140709,11402,0.0,None,0.0,None
051201140710,15249,0.0,None,0.0,None
051201140801,18004,0.0,None,0.0,None
051201140802,25202,0.0,None,0.0,None
051201140803,21566,0.0,None,0.0,None
051201140804,22625,0.0,None,0.0,None
051201140805,16724,0.0,None,0.0,None
051201140806,19599,0.0,None,0.0,None
051201140807,33583,0.0,None,0.0,None
051201140901,10147,0.0,None,0.0,None
051201140902,24042,0.0,None,0.0,None
051201140903,10239,0.0,None,0.0,None
051201140904,19942,0.0,None,0.0,None
051201140905,22478,0.0,None,0.0,None
051201140906,16859,0.0,None,0.0,None
051201140907,18405,0.0,None,0.0,None
051201140908,23543,0.0,None,0.0,None
051201141001,18053,0.0,None,0.0,None
051201141002,33983,0.0,None,0.0,None
051201141003,10528,0.0,None,0.0,None
051201141004,19828,0.0,None,0.0,None
051201150101,5164,0.0,None,0.0,None
051201150102,19243,0.0,None,0.0,None
051201150103,40004,0.0,None,0.0,None
051201150201,14418,0.0,None,0.0,None
051201150202,16534,0.0,None,0.0,None
051201150203,9357,0.0,None,0.0,None
051201150204,34076,0.0,None,0.0,None
051201150205,12501,0.0,None,0.0,None
051201150206,12051,0.0,None,0.0,None
051201150207,33915,0.0,None,0.0,None
051201150208,6579,0.0,None,0.0,None
051201150209,11348,0.0,None,0.0,None
051201150210,35950,0.0,None,0.0,None
051201150211,37303,0.0,None,0.0,None
051201150301,9123,0.0,None,0.0,None
051201150302,34807,0.0,None,0.0,None
051201150303,22198,0.0,None,0.0,None
051201150304,7402,0.0,None,0.0,None
051201150305,23368,0.0,None,0.0,None
051201150306,23416,0.0,None,0.0,None
051201150307,22702,0.0,None,0.0,None
051201150401,12253,0.0,None,0.0,None
051201150402,13915,0.0,None,0.0,None
051201150403,36324,0.0,None,0.0,None
051201150404,7436,0.0,None,0.0,None
051201150405,43784,0.0,None,0.0,None
051201150501,10846,0.0,None,0.0,None
051201150502,18565,0.0,None,0.0,None
051201150503,16506,0.0,None,0.0,None
051201150504,15865,0.0,None,0.0,None
051201150505,19829,0.0,None,0.0,None
051201150506,22409,0.0,None,0.0,None
051201150507,14915,0.0,None,0.0,None
051201150508,12092,0.0,None,0.0,None
051202010101,13436,0.0,None,0.0,None
051202010102,18925,0.0,None,0.0,None
051202010103,13063,0.0,None,0.0,None
051202010104,16484,0.0,None,0.0,None
051202010105,11328,0.0,None,0.0,None
051202010106,14595,0.0,None,0.0,None
051202010107,18740,0.0,None,0.0,None
051202010108,9535,0.0,None,0.0,None
051202010109,15598,0.0,None,0.0,None
051202010110,11649,0.0,None,0.0,None
051202010111,8488,0.0,None,0.0,None
051202010201,15237,0.0,None,0.0,None
051202010202,11290,0.0,None,0.0,None
051202010203,17195,0.0,None,0.0,None
051202010204,20126,0.0,None,0.0,None
051202010301,9956,0.0,None,0.0,None
051202010302,11576,0.0,None,0.0,None
051202010303,15383,0.0,None,0.0,None
051202010304,14820,0.0,None,0.0,None
051202010305,16497,0.0,None,0.0,None
051202010306,13765,0.0,None,0.0,None
051202010307,14080,0.0,None,0.0,None
051202010308,11605,0.0,None,0.0,None
051202010309,11996,0.0,None,0.0,None
051202010310,14000,0.0,None,0.0,None
051202010401,11690,0.0,None,0.0,None
051202010402,10160,0.0,None,0.0,None
051202010403,13785,0.0,None,0.0,None
051202010404,16142,0.0,None,0.0,None
051202010405,20268,0.0,None,0.0,None
051202010406,11264,0.0,None,0.0,None
051202010407,14397,0.0,None,0.0,None
051202010501,11270,0.0,None,0.0,None
051202010502,12924,0.0,None,0.0,None
051202010503,14416,0.0,None,0.0,None
051202010504,11028,0.0,None,0.0,None
051202010505,17544,0.0,None,0.0,None
051202010601,15125,0.0,None,0.0,None
051202010602,13194,0.0,None,0.0,None
051202010603,11006,0.0,None,0.0,None
051202010604,11868,0.0,None,0.0,None
051202010605,21086,0.0,None,0.0,None
051202010606,13684,0.0,None,0.0,None
051202010607,13307,0.0,None,0.0,None
051202010608,14399,0.0,None,0.0,None
051202010609,12854,0.0,None,0.0,None
051202010610,16104,0.0,None,0.0,None
051202010701,16058,0.0,None,0.0,None
051202010702,9887,0.0,None,0.0,None
051202010703,10761,0.0,None,0.0,None
051202010704,15839,0.0,None,0.0,None
051202010705,21253,0.0,None,0.0,None
051202010801,10846,0.0,None,0.0,None
051202010802,11323,0.0,None,0.0,None
051202010803,18021,0.0,None,0.0,None
051202010804,25232,0.0,None,0.0,None
051202010805,13753,0.0,None,0.0,None
051202010806,10070,0.0,None,0.0,None
051202010807,10649,0.0,None,0.0,None
051202010808,17689,0.0,None,0.0,None
051202010809,20268,0.0,None,0.0,None
051202010901,16619,0.0,None,0.0,None
051202010902,16341,0.0,None,0.0,None
051202010903,10606,0.0,None,0.0,None
051202010904,21386,0.0,None,0.0,None
051202011001,14917,0.0,None,0.0,None
051202011002,11536,0.0,None,0.0,None
051202011003,12740,0.0,None,0.0,None
051202011004,13996,0.0,None,0.0,None
051202011005,12639,0.0,None,0.0,None
051202011006,19756,0.0,None,0.0,None
051202011101,10471,0.0,None,0.0,None
051202011102,10174,0.0,None,0.0,None
051202011103,14335,0.0,None,0.0,None
051202011104,18690,0.0,None,0.0,None
051202011105,11947,0.0,None,0.0,None
051202011106,13272,0.0,None,0.0,None
051202011107,11728,0.0,None,0.0,None
051202011108,11181,0.0,None,0.0,None
051202011109,17412,0.0,None,0.0,None
051202011110,13218,0.0,None,0.0,None
051202011201,14756,0.0,None,0.0,None
051202011202,14250,0.0,None,0.0,None
051202011203,14504,0.0,None,0.0,None
051202011204,11011,0.0,None,0.0,None
051202011205,29470,0.0,None,0.0,None
051202011206,15119,0.0,None,0.0,None
051202011301,15014,0.0,None,0.0,None
051202011302,22059,0.0,None,0.0,None
051202011303,23910,0.0,None,0.0,None
051202011304,18431,0.0,None,0.0,None
051202011305,21952,0.0,None,0.0,None
051202011306,18176,0.0,None,0.0,None
051202011307,13145,0.0,None,0.0,None
051202011308,14725,0.0,None,0.0,None
051202011309,18299,0.0,None,0.0,None
051202011310,19049,0.0,None,0.0,None
051202011401,11792,0.0,None,0.0,None
051202011402,17294,0.0,None,0.0,None
051202011403,10125,0.0,None,0.0,None
051202011404,21474,0.0,None,0.0,None
051202011405,16810,0.0,None,0.0,None
051202011406,14303,0.0,None,0.0,None
051202011407,16724,0.0,None,0.0,None
051202011501,11848,0.0,None,0.0,None
051202011502,20648,0.0,None,0.0,None
051202011503,19180,0.0,None,0.0,None
051202011601,24020,0.0,None,0.0,None
051202011602,17180,0.0,None,0.0,None
051202011603,17856,0.0,None,0.0,None
051202011701,10926,0.0,None,0.0,None
051202011702,21493,0.0,None,0.0,None
051202011703,21093,0.0,None,0.0,None
051202011704,12072,0.0,None,0.0,None
051202020101,19861,0.0,None,0.0,None
051202020102,13563,0.0,None,0.0,None
051202020103,10297,0.0,None,0.0,None
051202020104,14046,0.0,None,0.0,None
051202020105,21014,0.0,None,0.0,None
051202020106,15490,0.0,None,0.0,None
051202020107,11673,0.0,None,0.0,None
051202020108,15361,0.0,None,0.0,None
051202020201,12132,0.0,None,0.0,None
051202020202,16476,0.0,None,0.0,None
051202020203,14309,0.0,None,0.0,None
051202020204,16082,0.0,None,0.0,None
051202020205,10765,0.0,None,0.0,None
051202020206,12783,0.0,None,0.0,None
051202020207,16906,0.0,None,0.0,None
051202020208,18449,0.0,None,0.0,None
051202020209,20347,0.0,None,0.0,None
051202020210,20843,0.0,None,0.0,None
051202020211,12210,0.0,None,0.0,None
051202020301,16475,0.0,None,0.0,None
051202020302,12052,0.0,None,0.0,None
051202020303,5387,0.0,None,0.0,None
051202020304,14871,0.0,None,0.0,None
051202020305,10888,0.0,None,0.0,None
051202020306,11171,0.0,None,0.0,None
051202020307,15018,0.0,None,0.0,None
051202020308,13237,0.0,None,0.0,None
051202020309,11734,0.0,None,0.0,None
051202020401,13170,0.0,None,0.0,None
051202020402,11683,0.0,None,0.0,None
051202020403,9900,0.0,None,0.0,None
051202020404,14932,0.0,None,0.0,None
051202020501,17873,0.0,None,0.0,None
051202020502,17088,0.0,None,0.0,None
051202020503,14504,0.0,None,0.0,None
051202020504,10676,0.0,None,0.0,None
051202020505,17706,0.0,None,0.0,None
051202020506,14774,0.0,None,0.0,None
051202020507,22728,0.0,None,0.0,None
051202020508,11865,0.0,None,0.0,None
051202020601,21533,0.0,None,0.0,None
051202020602,22325,0.0,None,0.0,None
051202020603,12336,0.0,None,0.0,None
051202020604,12476,0.0,None,0.0,None
051202020605,14639,0.0,None,0.0,None
051202020701,12463,0.0,None,0.0,None
051202020702,12125,0.0,None,0.0,None
051202020703,10456,0.0,None,0.0,None
051202020704,11482,0.0,None,0.0,None
051202020705,10693,0.0,None,0.0,None
051202020706,15630,0.0,None,0.0,None
051202020707,23834,0.0,None,0.0,None
051202020801,16052,0.0,None,0.0,None
051202020802,19427,0.0,None,0.0,None
051202020803,16441,0.0,None,0.0,None
051202020804,10234,0.0,None,0.0,None
051202020901,13909,0.0,None,0.0,None
051202020902,10750,0.0,None,0.0,None
051202020903,13805,0.0,None,0.0,None
051202020904,11318,0.0,None,0.0,None
051202020905,10101,0.0,None,0.0,None
051202020906,21490,0.0,None,0.0,None
051202020907,7043,0.0,None,0.0,None
051202021001,13700,0.0,None,0.0,None
051202021002,12552,0.0,None,0.0,None
051202021003,18591,0.0,None,0.0,None
051202021004,21476,0.0,None,0.0,None
051202021005,29636,0.0,None,0.0,None
051202021006,21550,0.0,None,0.0,None
051202021007,26804,0.0,None,0.0,None
051202030101,15042,0.0,None,0.0,None
051202030102,26565,0.0,None,0.0,None
051202030103,15174,0.0,None,0.0,None
051202030104,17166,0.0,None,0.0,None
051202030201,9982,0.0,None,0.0,None
051202030202,16464,0.0,None,0.0,None
051202030203,14270,0.0,None,0.0,None
051202030301,19337,0.0,None,0.0,None
051202030302,18093,0.0,None,0.0,None
051202030303,20845,0.0,None,0.0,None
051202030401,18373,0.0,None,0.0,None
051202030402,19519,0.0,None,0.0,None
051202030403,12106,0.0,None,0.0,None
051202030404,22214,0.0,None,0.0,None
051202030405,24346,0.0,None,0.0,None
051202030501,15673,0.0,None,0.0,None
051202030502,15506,0.0,None,0.0,None
051202030503,15074,0.0,None,0.0,None
051202030504,23344,0.0,None,0.0,None
051202030505,10229,0.0,None,0.0,None
051202030506,15924,0.0,None,0.0,None
051202030507,13231,0.0,None,0.0,None
051202030508,12909,0.0,None,0.0,None
051202030509,11663,0.0,None,0.0,None
051202030510,20411,0.0,None,0.0,None
051202030511,14771,0.0,None,0.0,None
051202030512,18369,0.0,None,0.0,None
051202030601,17734,0.0,None,0.0,None
051202030602,27099,0.0,None,0.0,None
051202030701,11856,0.0,None,0.0,None
051202030702,13237,0.0,None,0.0,None
051202030703,24622,0.0,None,0.0,None
051202030704,21356,0.0,None,0.0,None
051202030705,17376,0.0,None,0.0,None
051202030706,14296,0.0,None,0.0,None
051202030801,11807,0.0,None,0.0,None
051202030802,17530,0.0,None,0.0,None
051202030803,12307,0.0,None,0.0,None
051202030804,19727,0.0,None,0.0,None
051202030805,18264,0.0,None,0.0,None
051202030806,11962,0.0,None,0.0,None
051202030807,12725,0.0,None,0.0,None
051202030808,15195,0.0,None,0.0,None
051202030809,18902,0.0,None,0.0,None
051202030810,13036,0.0,None,0.0,None
051202030811,11191,0.0,None,0.0,None
051202040101,11951,0.0,None,0.0,None
051202040102,14255,0.0,None,0.0,None
051202040103,11147,0.0,None,0.0,None
051202040104,17414,0.0,None,0.0,None
