HUC_12,Terrestrial_Acres,Rare_Acres,Protected_Rare_Acres,Percent_of_HUC_Rare,Percent_Rare_Area_Protected
110100050407,23589,0.0,None,0.0,None
110100050408,24519,0.0,None,0.0,None
110100050409,24668,0.0,None,0.0,None
110100050501,9655,0.0,None,0.0,None
110100050502,16232,0.0,None,0.0,None
110100050503,16993,0.0,None,0.0,None
110100050504,13378,0.0,None,0.0,None
110100050505,26320,0.0,None,0.0,None
110100050506,21619,0.0,None,0.0,None
110100050507,37931,0.0,None,0.0,None
110100050508,29352,0.0,None,0.0,None
110100060101,33060,0.0,None,0.0,None
110100060102,27154,0.0,None,0.0,None
110100060103,14104,0.0,None,0.0,None
110100060104,32992,0.0,None,0.0,None
110100060105,18670,0.0,None,0.0,None
110100060106,23292,0.0,None,0.0,None
110100060107,18009,0.0,None,0.0,None
110100060108,26798,0.0,None,0.0,None
110100060109,23805,0.0,None,0.0,None
110100060110,29438,0.0,None,0.0,None
110100060201,29971,0.0,None,0.0,None
110100060202,38591,0.0,None,0.0,None
110100060301,29446,0.0,None,0.0,None
110100060302,28259,0.0,None,0.0,None
110100060303,33692,0.0,None,0.0,None
110100060304,22432,0.0,None,0.0,None
110100060305,33660,0.0,None,0.0,None
110100060401,39259,0.0,None,0.0,None
110100060402,26927,0.0,None,0.0,None
110100060403,37790,0.0,None,0.0,None
110100060404,27054,0.0,None,0.0,None
110100060405,26510,0.0,None,0.0,None
110100060501,21454,0.0,None,0.0,None
110100060502,39366,0.0,None,0.0,None
110100060503,26807,0.0,None,0.0,None
110100060504,17976,0.0,None,0.0,None
110100060505,19818,0.0,None,0.0,None
110100060506,17787,0.0,None,0.0,None
110100060601,28827,0.0,None,0.0,None
110100060602,12076,0.0,None,0.0,None
110100060603,15277,0.0,None,0.0,None
110100060701,24901,0.0,None,0.0,None
110100060702,11117,0.0,None,0.0,None
110100060703,32452,0.0,None,0.0,None
110100060704,16132,0.0,None,0.0,None
110100060801,30348,0.0,None,0.0,None
110100060802,26926,0.0,None,0.0,None
110100060803,14918,0.0,None,0.0,None
110100060804,35397,0.0,None,0.0,None
110100060805,15991,0.0,None,0.0,None
110100060901,21267,0.0,None,0.0,None
110100060902,22894,0.0,None,0.0,None
110100060903,23832,0.0,None,0.0,None
110100060904,12814,0.0,None,0.0,None
110100061001,13948,0.0,None,0.0,None
110100061002,11585,0.0,None,0.0,None
110100061003,15634,0.0,None,0.0,None
110100070101,36814,0.0,None,0.0,None
110100070102,23166,0.0,None,0.0,None
110100070103,24530,0.0,None,0.0,None
110100070104,19779,0.0,None,0.0,None
110100070201,33296,0.0,None,0.0,None
110100070202,26651,0.0,None,0.0,None
110100070301,25273,0.0,None,0.0,None
110100070302,16367,0.0,None,0.0,None
110100070303,18021,0.0,None,0.0,None
110100070304,22405,0.0,None,0.0,None
110100070305,10784,0.0,None,0.0,None
110100070306,17537,0.0,None,0.0,None
110100070401,23010,0.0,None,0.0,None
110100070402,11568,0.0,None,0.0,None
110100070403,28900,0.0,None,0.0,None
110100070404,25302,0.0,None,0.0,None
110100070405,24695,0.0,None,0.0,None
110100070406,16556,0.0,None,0.0,None
110100070407,37961,0.0,None,0.0,None
110100070501,28205,0.0,None,0.0,None
110100070502,16733,0.0,None,0.0,None
110100070503,32537,0.0,None,0.0,None
110100070504,18320,0.0,None,0.0,None
110100070505,22387,0.0,None,0.0,None
110100070506,13025,0.0,None,0.0,None
110100070601,24858,0.0,None,0.0,None
110100070602,29803,0.0,None,0.0,None
110100070603,27083,0.0,None,0.0,None
110100070604,26757,0.0,None,0.0,None
110100070605,15180,0.0,None,0.0,None
110100070701,24795,0.0,None,0.0,None
110100070702,32394,0.0,None,0.0,None
110100070703,36173,0.0,None,0.0,None
110100070801,12987,0.0,None,0.0,None
110100070802,20237,0.0,None,0.0,None
110100070803,25582,0.0,None,0.0,None
110100070804,36539,0.0,None,0.0,None
110100070805,52970,0.0,None,0.0,None
110100070901,30052,0.0,None,0.0,None
110100070902,24756,0.0,None,0.0,None
110100070903,16657,0.0,None,0.0,None
110100070904,17153,0.0,None,0.0,None
110100070905,21482,0.0,None,0.0,None
110100070906,9569,0.0,None,0.0,None
110100070907,50906,0.0,None,0.0,None
110100071001,14391,0.0,None,0.0,None
110100071002,33840,0.0,None,0.0,None
110100071003,25754,0.0,None,0.0,None
110100071004,11974,0.0,None,0.0,None
110100071005,26161,0.0,None,0.0,None
110100080101,29633,0.0,None,0.0,None
110100080102,18732,0.0,None,0.0,None
110100080103,34558,0.0,None,0.0,None
110100080104,34593,0.0,None,0.0,None
110100080105,28481,0.0,None,0.0,None
110100080106,19404,0.0,None,0.0,None
110100080107,11700,0.0,None,0.0,None
110100080108,17183,0.0,None,0.0,None
110100080109,25104,0.0,None,0.0,None
110100080110,12782,0.0,None,0.0,None
110100080111,11511,0.0,None,0.0,None
110100080112,38969,0.0,None,0.0,None
110100080201,17691,0.0,None,0.0,None
110100080202,19707,0.0,None,0.0,None
110100080203,37599,0.0,None,0.0,None
110100080204,19121,0.0,None,0.0,None
110100080205,13140,0.0,None,0.0,None
110100080206,30514,0.0,None,0.0,None
110100080207,12658,0.0,None,0.0,None
110100080208,23232,0.0,None,0.0,None
110100080209,22513,0.0,None,0.0,None
110100080210,34578,0.0,None,0.0,None
110100080211,23348,0.0,None,0.0,None
110100080212,30076,0.0,None,0.0,None
110100080301,23140,0.0,None,0.0,None
110100080302,32785,0.0,None,0.0,None
110100080303,24659,0.0,None,0.0,None
110100080304,14603,0.0,None,0.0,None
110100080305,16013,0.0,None,0.0,None
110100080306,18712,0.0,None,0.0,None
110100080307,21376,0.0,None,0.0,None
110100080308,20939,0.0,None,0.0,None
110100080309,37519,0.0,None,0.0,None
110100080310,16854,0.0,None,0.0,None
110100080311,20806,0.0,None,0.0,None
110100080401,25920,0.0,None,0.0,None
110100080402,19451,0.0,None,0.0,None
110100080403,22225,0.0,None,0.0,None
110100080404,22262,0.0,None,0.0,None
110100080501,27741,0.0,None,0.0,None
110100080502,38201,0.0,None,0.0,None
110100080503,33634,0.0,None,0.0,None
110100080504,11770,0.0,None,0.0,None
110100080505,15343,0.0,None,0.0,None
110100080506,19359,0.0,None,0.0,None
110100080507,17355,0.0,None,0.0,None
110100080601,14354,0.0,None,0.0,None
110100080602,12054,0.0,None,0.0,None
110100080603,24546,0.0,None,0.0,None
110100080604,28073,0.0,None,0.0,None
110100080605,20776,0.0,None,0.0,None
110100080606,26312,0.0,None,0.0,None
110100080607,18699,0.0,None,0.0,None
110100080608,19288,0.0,None,0.0,None
110100080609,18216,0.0,None,0.0,None
110100080610,5128,0.0,None,0.0,None
110100080611,25466,0.0,None,0.0,None
110100080701,31096,0.0,None,0.0,None
110100080702,19196,0.0,None,0.0,None
110100080703,32619,0.0,None,0.0,None
110100080704,31168,0.0,None,0.0,None
110100080801,47900,0.0,None,0.0,None
110100080802,23229,0.0,None,0.0,None
110100080803,8746,0.0,None,0.0,None
110100080804,24057,0.0,None,0.0,None
110100080805,27289,0.0,None,0.0,None
110100080806,31259,0.0,None,0.0,None
110100080901,20719,0.0,None,0.0,None
110100080902,39501,0.0,None,0.0,None
110100080903,37718,0.0,None,0.0,None
110100080904,15522,0.0,None,0.0,None
110100090101,24502,0.0,None,0.0,None
110100090102,31471,0.0,None,0.0,None
110100090103,22216,0.0,None,0.0,None
110100090104,30676,0.0,None,0.0,None
110100090105,25331,0.0,None,0.0,None
110100090106,37526,0.0,None,0.0,None
110100090107,28187,0.0,None,0.0,None
110100090201,18863,0.0,None,0.0,None
110100090202,22619,0.0,None,0.0,None
110100090203,12991,0.0,None,0.0,None
110100090204,28344,0.0,None,0.0,None
110100090205,18371,0.0,None,0.0,None
110100090206,36751,0.0,None,0.0,None
110100090207,23576,0.0,None,0.0,None
110100090301,23061,0.0,None,0.0,None
110100090302,20420,0.0,None,0.0,None
110100090303,23353,0.0,None,0.0,None
110100090304,21388,0.0,None,0.0,None
110100090305,31378,0.0,None,0.0,None
110100090306,35367,0.0,None,0.0,None
110100100101,33820,0.0,None,0.0,None
110100100102,24333,0.0,None,0.0,None
110100100103,31350,0.0,None,0.0,None
110100100201,33388,0.0,None,0.0,None
110100100202,43144,0.0,None,0.0,None
110100100203,37270,0.0,None,0.0,None
110100100204,32032,0.0,None,0.0,None
110100100205,36684,0.0,None,0.0,None
110100100206,38699,0.0,None,0.0,None
110100100207,19896,0.0,None,0.0,None
110100100301,27444,0.0,None,0.0,None
110100100302,29092,0.0,None,0.0,None
110100100303,27779,0.0,None,0.0,None
110100100304,23358,0.0,None,0.0,None
110100100305,26100,0.0,None,0.0,None
110100100306,26973,0.0,None,0.0,None
110100100307,25693,0.0,None,0.0,None
110100100308,20413,0.0,None,0.0,None
110100100401,23097,0.0,None,0.0,None
110100100402,15735,0.0,None,0.0,None
110100100403,24283,0.0,None,0.0,None
110100100501,24906,0.0,None,0.0,None
110100100502,22172,0.0,None,0.0,None
110100100503,25245,0.0,None,0.0,None
110100100504,25824,0.0,None,0.0,None
110100100505,29325,0.0,None,0.0,None
110100100506,23508,0.0,None,0.0,None
110100100507,22882,0.0,None,0.0,None
110100110101,20599,0.0,None,0.0,None
110100110102,23123,0.0,None,0.0,None
110100110103,26725,0.0,None,0.0,None
110100110104,29449,0.0,None,0.0,None
110100110105,24207,0.0,None,0.0,None
110100110106,33314,0.0,None,0.0,None
110100110107,19231,0.0,None,0.0,None
110100110108,29617,0.0,None,0.0,None
110100110201,31529,0.0,None,0.0,None
110100110202,16661,0.0,None,0.0,None
110100110203,30631,0.0,None,0.0,None
110100110204,20027,0.0,None,0.0,None
110100110205,22263,0.0,None,0.0,None
110100110206,12785,0.0,None,0.0,None
110100110207,25481,0.0,None,0.0,None
110100110208,28954,0.0,None,0.0,None
110100110209,18305,0.0,None,0.0,None
110100110210,28426,0.0,None,0.0,None
110100110301,32314,0.0,None,0.0,None
110100110302,26601,0.0,None,0.0,None
110100110303,18146,0.0,None,0.0,None
110100110304,29670,0.0,None,0.0,None
110100110305,25502,0.0,None,0.0,None
110100110306,27945,0.0,None,0.0,None
110100110307,22788,0.0,None,0.0,None
110100110401,16313,0.0,None,0.0,None
110100110402,15058,0.0,None,0.0,None
110100110403,24402,0.0,None,0.0,None
110100110404,26259,0.0,None,0.0,None
110100110405,16498,0.0,None,0.0,None
110100110406,19491,0.0,None,0.0,None
110100110407,25965,0.0,None,0.0,None
110100120101,17568,0.0,None,0.0,None
110100120102,20429,0.0,None,0.0,None
110100120103,19196,0.0,None,0.0,None
110100120104,19374,0.0,None,0.0,None
110100120201,17970,0.0,None,0.0,None
110100120202,21592,0.0,None,0.0,None
110100120203,26167,0.0,None,0.0,None
110100120204,22808,0.0,None,0.0,None
110100120205,16374,0.0,None,0.0,None
110100120206,19943,0.0,None,0.0,None
110100120207,19351,0.0,None,0.0,None
110100120301,22189,0.0,None,0.0,None
110100120302,14351,0.0,None,0.0,None
110100120303,14264,0.0,None,0.0,None
110100120304,23525,0.0,None,0.0,None
110100120305,15083,0.0,None,0.0,None
110100120306,14457,0.0,None,0.0,None
110100120307,19165,0.0,None,0.0,None
110100120401,16438,0.0,None,0.0,None
110100120402,14273,0.0,None,0.0,None
110100120403,14801,0.0,None,0.0,None
110100120404,12068,0.0,None,0.0,None
110100120405,13675,0.0,None,0.0,None
110100120501,16916,0.0,None,0.0,None
110100120502,16668,0.0,None,0.0,None
110100120503,14505,0.0,None,0.0,None
110100120504,21950,0.0,None,0.0,None
110100130101,29838,0.0,None,0.0,None
110100130102,30144,0.0,None,0.0,None
110100130103,27693,0.0,None,0.0,None
110100130104,25218,0.0,None,0.0,None
110100130201,23787,0.0,None,0.0,None
110100130202,24403,0.0,None,0.0,None
110100130203,22096,0.0,None,0.0,None
110100130301,15713,0.0,None,0.0,None
110100130302,16585,0.0,None,0.0,None
110100130303,11830,0.0,None,0.0,None
110100130401,21149,0.0,None,0.0,None
110100130402,28344,0.0,None,0.0,None
110100130403,29467,0.0,None,0.0,None
110100130404,27578,0.0,None,0.0,None
110100130501,33249,0.0,None,0.0,None
110100130502,19725,0.0,None,0.0,None
110100130503,16766,0.0,None,0.0,None
110100130601,30056,0.0,None,0.0,None
110100130602,15907,0.0,None,0.0,None
110100130603,14580,0.0,None,0.0,None
110100140101,19962,0.0,None,0.0,None
110100140102,19535,0.0,None,0.0,None
110100140103,25081,0.0,None,0.0,None
110100140104,15275,0.0,None,0.0,None
110100140201,29007,0.0,None,0.0,None
110100140202,14138,0.0,None,0.0,None
110100140203,18879,0.0,None,0.0,None
110100140204,18135,0.0,None,0.0,None
110100140205,14849,0.0,None,0.0,None
110100140301,22266,0.0,None,0.0,None
110100140302,21122,0.0,None,0.0,None
110100140303,23566,0.0,None,0.0,None
110100140304,21032,0.0,None,0.0,None
110100140305,17232,0.0,None,0.0,None
110100140401,26518,0.0,None,0.0,None
110100140402,16578,0.0,None,0.0,None
110100140403,20828,0.0,None,0.0,None
110100140404,23507,0.0,None,0.0,None
110100140405,28970,0.0,None,0.0,None
110100140501,26751,0.0,None,0.0,None
110100140502,25475,0.0,None,0.0,None
110100140503,25320,0.0,None,0.0,None
110100140504,15987,0.0,None,0.0,None
110100140505,27388,0.0,None,0.0,None
110100140506,31895,0.0,None,0.0,None
110100140601,30956,0.0,None,0.0,None
110100140602,31735,0.0,None,0.0,None
110100140603,29584,0.0,None,0.0,None
110100140604,18599,0.0,None,0.0,None
110100140605,19765,0.0,None,0.0,None
110100140606,24189,0.0,None,0.0,None
110100140701,26576,0.0,None,0.0,None
110100140702,30160,0.0,None,0.0,None
110100140703,24707,0.0,None,0.0,None
110100140704,24950,0.0,None,0.0,None
110100140705,23158,0.0,None,0.0,None
110100140706,18896,0.0,None,0.0,None
110100140801,21939,0.0,None,0.0,None
110100140802,18590,0.0,None,0.0,None
110100140803,18852,0.0,None,0.0,None
110100140804,19464,0.0,None,0.0,None
110100140805,23294,0.0,None,0.0,None
110100140901,20228,0.0,None,0.0,None
110100140902,29301,0.0,None,0.0,None
110100140903,32100,0.0,None,0.0,None
110100140904,37314,0.0,None,0.0,None
110100140905,21426,0.0,None,0.0,None
110100140906,23366,0.0,None,0.0,None
110200010101,15126,0.0,None,0.0,None
110200010102,14371,0.0,None,0.0,None
110200010103,35569,0.0,None,0.0,None
110200010201,29564,0.0,None,0.0,None
110200010202,32793,0.0,None,0.0,None
110200010203,15786,0.0,None,0.0,None
110200010204,15502,0.0,None,0.0,None
110200010205,16071,0.0,None,0.0,None
110200010206,42086,0.0,None,0.0,None
110200010207,12371,0.0,None,0.0,None
110200010208,12053,0.0,None,0.0,None
110200010209,14439,0.0,None,0.0,None
110200010301,22129,0.0,None,0.0,None
110200010302,21031,0.0,None,0.0,None
110200010303,16486,0.0,None,0.0,None
110200010304,10082,0.0,None,0.0,None
110200010401,17478,0.0,None,0.0,None
110200010402,26428,0.0,None,0.0,None
110200010403,13675,0.0,None,0.0,None
110200010404,30449,0.0,None,0.0,None
110200010405,24427,0.0,None,0.0,None
110200010406,38639,0.0,None,0.0,None
110200010501,33866,0.0,None,0.0,None
110200010502,23126,0.0,None,0.0,None
110200010601,23803,0.0,None,0.0,None
110200010602,14143,0.0,None,0.0,None
110200010603,8741,0.0,None,0.0,None
110200010604,11613,0.0,None,0.0,None
110200010605,14957,0.0,None,0.0,None
110200010606,11674,0.0,None,0.0,None
110200010607,11763,0.0,None,0.0,None
110200010608,15676,0.0,None,0.0,None
110200010609,13730,0.0,None,0.0,None
110200010610,10164,0.0,None,0.0,None
110200010701,41259,0.0,None,0.0,None
110200010702,25497,0.0,None,0.0,None
110200010703,15424,0.0,None,0.0,None
110200010704,13361,0.0,None,0.0,None
110200010705,28872,0.0,None,0.0,None
110200010706,13688,0.0,None,0.0,None
110200010707,11462,0.0,None,0.0,None
110200010708,14857,0.0,None,0.0,None
110200010709,43541,0.0,None,0.0,None
110200010710,21901,0.0,None,0.0,None
110200010801,12284,0.0,None,0.0,None
110200010802,12525,0.0,None,0.0,None
110200010803,22341,0.0,None,0.0,None
110200010804,12900,0.0,None,0.0,None
110200010805,26004,0.0,None,0.0,None
110200010806,34870,0.0,None,0.0,None
110200010807,14134,0.0,None,0.0,None
110200010901,10477,0.0,None,0.0,None
110200010902,23247,0.0,None,0.0,None
110200010903,16678,0.0,None,0.0,None
110200010904,27228,0.0,None,0.0,None
110200010905,14127,0.0,None,0.0,None
110200010906,15724,0.0,None,0.0,None
110200010907,15701,0.0,None,0.0,None
110200011001,12450,0.0,None,0.0,None
110200011002,18955,0.0,None,0.0,None
110200011003,19724,0.0,None,0.0,None
110200011004,22963,0.0,None,0.0,None
110200011101,14811,0.0,None,0.0,None
110200011102,14106,0.0,None,0.0,None
110200011103,11969,0.0,None,0.0,None
110200011104,10029,0.0,None,0.0,None
110200011105,20376,0.0,None,0.0,None
110200011106,23038,0.0,None,0.0,None
110200011107,19319,0.0,None,0.0,None
110200011108,20999,0.0,None,0.0,None
110200011109,22637,0.0,None,0.0,None
110200011110,32122,0.0,None,0.0,None
110200011201,19983,0.0,None,0.0,None
110200011202,14845,0.0,None,0.0,None
110200011203,25509,0.0,None,0.0,None
110200011204,16203,0.0,None,0.0,None
110200011205,22360,0.0,None,0.0,None
110200011206,16896,0.0,None,0.0,None
110200011207,13310,0.0,None,0.0,None
110200011208,13841,0.0,None,0.0,None
110200011209,19184,0.0,None,0.0,None
110200011210,21547,0.0,None,0.0,None
110200011211,12255,0.0,None,0.0,None
110200011212,21056,0.0,None,0.0,None
110200011213,9078,0.0,None,0.0,None
110200011301,10548,0.0,None,0.0,None
110200011302,11542,0.0,None,0.0,None
110200011303,11034,0.0,None,0.0,None
110200011304,11870,0.0,None,0.0,None
110200011305,20818,0.0,None,0.0,None
110200011306,33682,0.0,None,0.0,None
110200011307,20689,0.0,None,0.0,None
110200011401,17275,0.0,None,0.0,None
110200011402,28478,0.0,None,0.0,None
110200011403,24681,0.0,None,0.0,None
110200011404,12453,0.0,None,0.0,None
110200011405,18665,0.0,None,0.0,None
110200011406,13222,0.0,None,0.0,None
110200011407,30279,0.0,None,0.0,None
110200011408,24734,0.0,None,0.0,None
110200011409,16535,0.0,None,0.0,None
110200020101,11170,0.0,None,0.0,None
110200020102,27517,0.0,None,0.0,None
110200020103,25375,0.0,None,0.0,None
110200020104,31114,0.0,None,0.0,None
110200020105,8954,0.0,None,0.0,None
110200020201,12483,0.0,None,0.0,None
110200020202,28080,0.0,None,0.0,None
110200020203,39354,0.0,None,0.0,None
110200020204,11963,0.0,None,0.0,None
110200020205,21821,0.0,None,0.0,None
110200020206,20115,0.0,None,0.0,None
110200020207,22407,9.340546068,0.0,0.0416858395501,0.0
110200020208,18799,8.228576298,0.0,0.0437713511251,0.0
110200020301,33518,0.0,None,0.0,None
110200020302,18687,0.0,None,0.0,None
110200020303,12561,0.0,None,0.0,None
110200020304,15774,0.0,None,0.0,None
110200020305,25168,0.0,None,0.0,None
110200020401,23866,2.001545586,0.0,0.00838659844968,0.0
110200020402,12358,0.0,None,0.0,None
110200020403,28258,0.0,None,0.0,None
110200020404,17816,0.0,None,0.0,None
110200020405,11580,1.556757678,0.0,0.0134435032642,0.0
110200020406,39698,0.0,None,0.0,None
110200020407,28712,0.667181862,0.0,0.00232370389384,0.0
110200020408,21420,0.0,None,0.0,None
110200020501,15680,0.0,None,0.0,None
110200020502,20733,0.0,None,0.0,None
110200020503,16465,0.0,None,0.0,None
110200020504,13130,0.0,None,0.0,None
110200020505,29850,23.573759124,0.0,0.0789740674171,0.0
110200020506,27982,0.0,None,0.0,None
110200020507,12787,32.24712333,0.0,0.252186778212,0.0
110200020601,15203,0.0,None,0.0,None
110200020602,30660,0.0,None,0.0,None
110200020603,35534,0.0,None,0.0,None
110200020701,18850,0.0,None,0.0,None
110200020702,18516,6.449424666,0.0,0.0348316302981,0.0
110200020703,13377,4.892666988,0.0,0.0365752185692,0.0
110200020704,29517,5.337454896,0.0,0.0180826469357,0.0
110200020801,12087,0.0,None,0.0,None
110200020802,18891,0.0,None,0.0,None
110200020803,38585,0.0,None,0.0,None
110200020804,16330,0.0,None,0.0,None
110200020805,32655,0.0,None,0.0,None
110200020901,15176,29.800789836,0.0,0.19636788242,0.0
110200020902,17192,1.779151632,0.0,0.0103487181945,0.0
110200020903,20186,0.0,None,0.0,None
110200020904,14362,0.0,None,0.0,None
110200020905,34087,0.0,None,0.0,None
110200021001,20172,0.0,None,0.0,None
110200021002,19899,0.0,None,0.0,None
110200021003,9477,0.0,None,0.0,None
110200021004,25038,0.0,None,0.0,None
110200021005,11633,0.0,None,0.0,None
110200021006,26165,0.0,None,0.0,None
110200021007,17515,0.0,None,0.0,None
110200021101,13244,0.0,None,0.0,None
110200021102,19798,0.0,None,0.0,None
110200021103,12500,0.0,None,0.0,None
110200021104,35111,0.0,None,0.0,None
110200021105,8941,0.0,None,0.0,None
110200021106,15415,0.0,None,0.0,None
110200021107,32207,0.0,None,0.0,None
110200021201,37027,0.0,None,0.0,None
110200021202,31754,5.115060942,0.0,0.0161083987592,0.0
110200021203,28267,0.0,None,0.0,None
110200021204,16541,21.12742563,0.0,0.127727620035,0.0
110200030101,16955,0.0,None,0.0,None
110200030102,27464,0.0,None,0.0,None
110200030103,14601,0.0,None,0.0,None
110200030104,11227,0.889575816,0.0,0.00792353982364,0.0
110200030105,36029,0.0,None,0.0,None
110200030106,12038,0.0,None,0.0,None
110200030107,31861,0.0,None,0.0,None
110200030201,27509,0.0,None,0.0,None
110200030202,11249,0.0,None,0.0,None
110200030203,16699,0.0,None,0.0,None
110200030204,19880,0.0,None,0.0,None
110200030301,15825,0.0,None,0.0,None
110200030302,39329,72.27803505,0.0,0.183777962954,0.0
110200030303,23735,0.0,None,0.0,None
110200030304,42571,207.715953036,0.0,0.487928291645,0.0
110200030305,39276,0.0,None,0.0,None
110200030306,12355,0.0,None,0.0,None
110200030307,17456,0.0,None,0.0,None
110200030308,10195,0.0,None,0.0,None
110200030401,33329,68.274943878,0.0,0.204851462324,0.0
110200030402,25628,0.0,None,0.0,None
110200030403,9612,3.780697218,0.0,0.0393330963171,0.0
110200030404,24388,18.90348609,0.0,0.07751142402,0.0
110200030405,11012,0.0,None,0.0,None
110200030406,34208,0.0,None,0.0,None
110200030407,25392,0.0,None,0.0,None
110200040101,29350,38.251760088,0.0,0.13032967662,0.0
110200040102,17647,127.87652355,0.0,0.724636048903,0.0
110200040103,13755,128.543705412,0.0,0.934523485365,0.0
110200040104,30618,23.35136517,0.0,0.0762667880658,0.0
110200040105,34902,530.40958029,0.0,1.51971113486,0.0
110200040201,25402,125.65258401,0.0,0.494656263326,0.0
110200040202,12172,40.03091172,0.0,0.328877026947,0.0
110200040203,35182,306.681262566,0.0,0.871699342181,0.0
110200040204,20392,155.008585938,0.0,0.760144105228,0.0
110200040205,27073,12.23166747,0.0,0.0451803179182,0.0
110200040206,13020,4.892666988,0.0,0.0375780874654,0.0
110200040207,14134,46.925124294,0.0,0.332001728414,0.0
110200040208,21771,0.0,None,0.0,None
110200040301,29987,1.556757678,0.0,0.00519144188482,0.0
110200040302,14547,117.646401666,0.0,0.808733083564,0.0
110200040303,10634,0.0,None,0.0,None
110200040304,14650,1.334363724,0.0,0.00910828480546,0.0
110200040305,7953,0.0,None,0.0,None
110200040306,38382,3.780697218,3.780697218,0.00985018294513,100.0
110200040307,22530,6.227030712,0.0,0.0276388402663,0.0
110200040308,9022,21.12742563,0.0,0.234176741632,0.0
110200040309,19612,138.106645434,0.0,0.704194602458,0.0
110200050101,14560,0.0,None,0.0,None
110200050102,30102,0.0,None,0.0,None
110200050103,45353,1.334363724,0.0,0.0029421730073,0.0
110200050104,27518,14.900394918,0.0,0.054147812043,0.0
110200050105,16962,9.118152114,0.0,0.0537563501592,0.0
110200050201,15614,0.0,None,0.0,None
110200050202,53599,0.0,None,0.0,None
110200050203,23078,0.0,None,0.0,None
110200050204,39284,0.0,None,0.0,None
110200050205,34137,0.889575816,0.0,0.00260589921786,0.0
110200050206,13437,13.34363724,0.0,0.0993051815137,0.0
110200050301,33209,129.878069136,0.0,0.391092984239,0.0
110200050302,14871,0.0,None,0.0,None
110200050303,31203,0.0,None,0.0,None
110200050304,37434,0.0,None,0.0,None
110200050305,7814,0.0,None,0.0,None
110200050306,49243,2.001545586,0.0,0.00406462966513,0.0
110200050307,29404,0.0,None,0.0,None
110200050308,40997,15.122788872,0.0,0.0368875499963,0.0
110200050401,22266,0.0,None,0.0,None
110200050402,18694,0.0,None,0.0,None
110200050403,26524,0.0,None,0.0,None
110200050404,21093,1.334363724,0.0,0.00632609739724,0.0
110200050405,8498,0.0,None,0.0,None
110200050406,55525,0.0,None,0.0,None
110200050407,18579,0.0,None,0.0,None
110200050501,28493,0.0,None,0.0,None
110200050502,22346,0.0,None,0.0,None
110200050503,22009,0.0,None,0.0,None
110200050504,23338,0.0,None,0.0,None
110200050601,32710,0.0,None,0.0,None
110200050602,24947,0.0,None,0.0,None
110200050603,29476,0.0,None,0.0,None
110200050604,19417,0.0,None,0.0,None
110200050605,11797,0.0,None,0.0,None
110200050606,11787,0.0,None,0.0,None
110200050607,12662,0.0,None,0.0,None
110200050608,13994,0.0,None,0.0,None
110200050609,16352,0.0,None,0.0,None
110200050610,23554,0.0,None,0.0,None
110200050611,37192,0.0,None,0.0,None
110200050701,33520,5.337454896,0.0,0.0159231947971,0.0
110200050702,23412,0.0,None,0.0,None
110200050703,29698,0.0,None,0.0,None
110200050704,20788,0.0,None,0.0,None
110200050705,42575,0.0,None,0.0,None
110200050801,18057,0.0,None,0.0,None
110200050802,16099,0.0,None,0.0,None
110200050803,11487,0.0,None,0.0,None
110200050804,12082,0.0,None,0.0,None
110200050805,13073,0.0,None,0.0,None
110200050901,22689,0.0,None,0.0,None
110200050902,13276,0.0,None,0.0,None
110200050903,16443,0.0,None,0.0,None
110200050904,19391,0.0,None,0.0,None
110200050905,36152,0.0,None,0.0,None
110200050906,19705,0.0,None,0.0,None
110200060101,12054,0.0,None,0.0,None
110200060102,27460,0.0,None,0.0,None
110200060103,16694,0.0,None,0.0,None
110200060104,32690,0.0,None,0.0,None
110200060105,12108,0.0,None,0.0,None
110200060106,15294,0.0,None,0.0,None
110200060107,20849,0.0,None,0.0,None
110200060108,34687,0.0,None,0.0,None
110200060201,18223,0.0,None,0.0,None
110200060202,24510,0.0,None,0.0,None
110200060203,21446,0.0,None,0.0,None
110200060204,23692,0.0,None,0.0,None
110200060205,26795,0.0,None,0.0,None
110200060206,23289,0.0,None,0.0,None
110200060207,19114,0.0,None,0.0,None
110200060301,30578,0.0,None,0.0,None
110200060302,30327,0.0,None,0.0,None
110200060401,20861,0.0,None,0.0,None
110200060402,11709,0.0,None,0.0,None
110200060403,11182,0.0,None,0.0,None
110200060404,20109,0.0,None,0.0,None
110200060405,13534,0.0,None,0.0,None
110200060406,33942,0.0,None,0.0,None
110200060407,19096,0.0,None,0.0,None
110200060408,12632,0.0,None,0.0,None
110200060409,28609,0.0,None,0.0,None
110200060410,34364,0.0,None,0.0,None
110200060501,29542,0.0,None,0.0,None
110200060502,16690,0.0,None,0.0,None
110200060503,17163,0.0,None,0.0,None
110200060504,33483,0.0,None,0.0,None
110200060505,18835,0.0,None,0.0,None
110200060506,22244,0.0,None,0.0,None
110200060601,16277,0.0,None,0.0,None
110200060602,19098,0.0,None,0.0,None
110200060603,13977,0.0,None,0.0,None
110200060701,19050,0.0,None,0.0,None
110200060702,26460,0.0,None,0.0,None
110200060703,29683,0.0,None,0.0,None
110200060801,12125,0.0,None,0.0,None
110200060802,24920,0.0,None,0.0,None
110200060803,24028,0.0,None,0.0,None
110200060804,38032,0.0,None,0.0,None
110200060805,23485,0.0,None,0.0,None
110200060806,39571,0.0,None,0.0,None
