HUC_12,Root_BMass_Tons
100401030601,15828.5069104
100401030602,638.089998748
100401030603,8473.32650635
100401030604,777.39807703
100401030701,19978.84889
100401030702,45011.8345475
100401030703,12808.3787359
100401030704,13511.0582693
100401030705,22472.8870523
100401030706,10746.6308152
100401030707,8363.07035042
100401030708,9971.41134717
100401030801,31477.0855173
100401030802,8675.43287066
100401030803,23426.7312304
100401030804,5194.2285095
100401030901,48399.705461
100401030902,22206.465279
100401030903,8511.41367868
100401030904,469.994276307
100401030905,590.897215508
100401030906,2655.98699078
100401030907,706.990296499
100401030908,3085.52649071
100401031001,597.816176881
100401031002,4152.13219346
100401031101,58520.709026
100401031102,30495.1926235
100401031201,30775.6103303
100401031202,1104.6200248
100401031203,875.220175139
100401031204,768.996723965
100401031301,196.936181253
100401031302,713.848624257
100401031303,1202.81352248
100401031304,1601.19098032
100401031305,5551.57743636
100401031306,1793.57808592
100401031401,5907.03399898
100401031402,5208.47563482
100401031403,4786.44363727
100401031404,7587.07470468
100401031405,5472.71776438
100401031406,11250.3635145
100401031407,4794.14005096
100401031408,3264.5978368
100401040101,3736.65118925
100401040102,115.626440421
100401040103,1506.36516088
100401040104,2124.76847726
100401040105,4951.02022431
100401040201,3820.24127648
100401040202,5308.80255597
100401040203,2145.33674455
100401040204,9931.81801473
100401040205,4534.52657747
100401040206,8096.38738839
100401040207,12259.2046324
100401040208,5579.48588969
100401040209,14791.4213698
100401040301,6396.19301002
100401040302,6903.03612585
100401040303,11768.6061807
100401040401,8469.08737449
100401040402,15708.2681066
100401040403,2655.59707065
100401040404,12339.2487529
100401040405,10425.4287573
100401040501,6983.44786212
100401040502,8471.46289766
100401040503,6990.73053953
100401040504,20183.6281386
100401040601,1157.20296391
100401040602,12347.4042573
100401040603,6850.37875791
100401040701,19705.2885323
100401040702,7395.19236198
100401040703,3871.24865154
100401040704,13426.9599484
100401040705,4133.9689904
100401040706,5681.84266563
100401040707,9848.22654636
100401040708,12521.8975728
100401040709,11540.2352149
100401040710,12423.6171074
100401040801,13025.5072412
100401040802,5848.5114977
100401040901,1018.78715478
100401040902,320.541814176
100401040903,81.7132805193
100401040904,3069.91477389
100401041001,12597.7646291
100401041002,6686.81765048
100401041003,11099.4394019
100401041004,13146.4495565
100401041101,7335.02787049
100401041102,7420.82669814
100401041103,4929.57452924
100401041104,30.1824621043
100401041105,12057.3634305
100401041106,3816.63351877
100401041107,85.391220172
100401041108,7578.85801703
100401041109,5117.40374718
100401041110,5716.69533247
100401041201,12.4202722
100401041202,217.181318047
100401041203,47.8244142864
100401041204,1362.08733575
100401041205,53.7222297297
100401041301,75.9289410496
100401041302,354.813664573
100401041303,625.804418191
100401041304,2792.49923116
100401041401,276.127850176
100401041402,7940.84623029
100401041403,11695.6569227
100401041501,53.977771543
100401041502,566.506581589
100401041503,1906.71928795
100401041504,163.618855224
100401041505,3129.56127946
100401041506,3730.77396944
100401041507,5098.75270611
100401041601,4768.16519165
100401041602,9551.64130659
100401041603,3744.74133974
100401041604,9344.79950544
100401041605,7745.48085776
100401041701,168.311822446
100401041702,4837.5293169
100401041801,143.910184684
100401041802,1788.52902302
100401041803,660.658871738
100401041804,3995.46033871
100401041901,460.713624517
100401041902,851.683134704
100401041903,1337.5971655
100401042001,6417.65881266
100401042002,3177.32307884
100401042003,3689.73092143
100401042004,3824.94890756
100401042005,1682.47630558
100401042006,1530.45391675
100401042007,1036.75633945
100401042008,1921.74232515
100401042009,1715.88456659
100401042010,3359.35051099
100401042101,200.206939112
100401042102,145.301226024
100401042103,11.9385030582
100401042104,41.987366077
100401042105,80.8176675252
100401042106,4.13648013766
100401042107,62.3766496206
100401042108,25.6398851916
100401042201,36.0409835116
100401042202,39.4553821149
100401042301,44.8660426937
100401042302,300.742008523
100401042303,43.5546937282
100401042304,165.394546356
100401042401,251.971610284
100401042402,435.195950878
100401042501,76.5879943718
100401042502,28.799263174
100401042503,70.2216290955
100401042504,105.982733223
100401042505,98.372921715
100401042506,199.626466441
100401042507,27.7561114783
100401042601,169.674596107
100401042602,608.597321171
100401042603,70.0118416786
100401042604,197.259269921
100401042605,854.817434096
100401042606,1143.64732903
100401042701,2419.58180071
100401042702,1916.65123882
100401042703,2732.48075355
100401042704,2468.95049715
100401042705,1414.41813591
100401042706,2675.29009749
100401042707,649.313717764
100401042708,2553.83477736
100401042709,551.834100433
100401042710,668.477015041
100401050101,135.503276793
100401050102,390.81991623
100401050103,523.705808021
100401050201,115.441565082
100401050202,409.635986308
100401050301,219.09412158
100401050302,162.757670466
100401050303,109.248467836
100401050304,453.252051733
100401050305,377.721947643
100401050306,78.9617537358
100401050401,167.750905364
100401050402,606.991049961
100401050501,169.597703834
100401050502,528.144172296
100401050601,172.472563527
100401050602,11.6106881305
100401050603,10.5405563095
100401050604,63.2030472984
100401050605,20.0740315155
100401050606,63.8406528205
100401050607,41.8817256772
100401050608,257.510664638
100401050609,142.899448364
100401050610,68.4791014707
100401050611,6.12331118291
100401050612,61.6743316057
100401050701,125.713847047
100401050702,123.586062471
100401050703,102.562849494
100401050704,360.767407987
100401050705,262.56745704
100401050706,568.193075827
100401050801,250.918219432
100401050802,401.909779869
100401050803,102.316324851
100401050804,24.8209737835
100401050805,103.11431271
100401050806,65.9973311209
100401050901,325.315074002
100401050902,222.870774167
100401050903,346.078233756
100401050904,213.871168411
100401050905,115.279767163
100401050906,161.962197619
100401050907,137.221660109
100401050908,97.4045215035
100401060101,11.8605606053
100401060102,41.1015358879
100401060103,7.7307784751
100401060104,1.38218623904
100401060105,48.615239094
100401060106,11.8761544807
100401060107,98.6797128123
100401060108,19.4470457926
100401060201,3.61235270139
100401060202,54.4118276056
100401060203,8.93983456481
100401060204,4.45737543786
100401060301,8.22373902373
100401060302,42.3040777062
100401060303,15.0366225219
100401060304,32.20082046
100401060401,7.11699964885
100401060402,9.80852033826
100401060403,20.350247196
100401060404,33.8768864497
100401060405,0.0
100401060406,58.0707015459
100401060407,4.89811249397
100401060501,43.8173749982
100401060502,178.378120848
100401060503,37.8804374239
100401060504,8.7290745149
100401060505,617.769330169
100401060506,5.74744843098
100401060507,0.0
100401060508,10.175405747
100401060601,124.867881814
100401060602,44.3683328091
100401060701,0.0
100401060702,0.0
100401060703,287.224698426
100401060704,184.974975595
100401060705,110.830029422
100402010101,39078.6995693
100402010102,22531.2936562
100402010103,18917.0992544
100402010104,61337.5545844
100402010105,25229.5753556
100402010106,15205.3475863
100402010107,6208.16111135
100402010201,16080.5063263
100402010202,18417.8245792
100402010203,29559.2774767
100402010204,13683.2748894
100402010205,10728.9999785
100402010206,4493.37510234
100402010207,6985.58834613
100402010208,60069.0524729
100402010209,9721.77750909
100402010210,5344.35775211
100402010301,13833.7150527
100402010302,9107.18706636
100402010401,41161.1499881
100402010402,654.713709495
100402010501,769.050732578
100402010502,24709.5227981
100402010503,5039.78731531
100402010504,2434.56012502
100402010601,24177.5539775
100402010602,8666.01234639
100402010701,43619.4755315
100402010702,434.44877392
100402010801,9602.92193481
100402010802,160.469295385
100402010901,33779.8812735
100402010902,8426.18158224
100402010903,4803.9279907
100402010904,4425.97952345
100402011001,80.0784081901
100402011002,3156.72767572
100402011003,3314.21318826
100402011004,3132.09752197
100402011005,2162.2110005
100402011006,3908.85938015
100402011007,3665.41331524
100402011101,1272.95139028
100402011102,777.119423799
100402011201,2277.77967517
100402011202,4425.74363843
100402011203,242.972798912
100402011204,5559.79098378
100402011205,2844.6214649
100402011206,674.369354346
100402011207,519.973371456
100402011208,436.951637212
100402011301,4838.73030836
100402011302,38.0944876228
100402011303,19863.4408734
100402011304,16555.7697043
100402011305,12181.1434414
100402011306,11297.7354676
100402011307,104.473714704
100402011401,26379.5427038
100402011402,5537.8800044
100402011403,153.166145154
100402011404,448.114041701
100402011405,21165.0095113
100402011406,1172.26205803
100402011407,578.57865069
100402011408,237.022782304
100402011409,746.765391204
100402011501,790.300659758
100402011502,1486.78195394
100402011503,2528.25747204
100402011504,3651.9929197
100402011505,2603.26365566
100402011506,1170.02228644
100402011601,476.740011978
100402011602,7295.93729166
100402011603,1461.08669891
100402011604,7724.91316026
100402011701,10129.5915295
100402011702,21283.3887296
100402011801,8136.55676663
100402011802,6363.68007772
100402011803,46.4330370244
100402011804,115.869030233
100402011805,221.757756602
100402011806,2067.74142113
100402011901,22767.4058872
100402011902,3.5026957834
100402012001,17946.1636461
100402012002,68.9245518938
100402012003,369.475614927
100402012101,12121.5715463
100402012102,6.25922839246
100402012103,129.602561853
100402012104,11.7825506189
100402012105,4652.34159361
100402012201,6894.51418287
100402012202,22510.0115706
100402012301,39.8544615223
100402012302,2222.29005914
100402012303,1189.14871321
100402012304,1881.21142438
100402012305,17640.3684527
100402012306,7735.32077104
100402012307,12418.7440787
100402020101,34566.4636906
100402020102,4788.3254477
100402020103,2966.65846662
100402020104,7.41643032552
100402020105,0.0
100402020106,29.3674103296
100402020107,49.585250404
100402020108,842.760248684
100402020201,15847.6326635
100402020202,2977.96538808
100402020203,15718.9751462
100402020301,4193.62535229
100402020302,9745.12103067
100402020303,8059.13780597
100402020304,4501.26416173
100402020401,7835.75570334
100402020402,28227.7241336
100402020403,8783.94681413
100402020404,6498.95678766
100402020405,4313.33686121
100402020406,264.49540449
100402020407,6513.80223647
100402020408,3313.80477419
100402020501,4.52826614466
100402020502,24.6794249621
100402020503,174.848874719
100402020601,66.1092719436
100402020602,148.491770328
100402020603,1.82885422538
100402020701,17.4755013451
100402020702,77.8916997139
100402020703,272.405601676
100402020704,0.0
100402020705,375.16052603
100402020801,12.6988772551
100402020802,88.6417092475
100402020803,34.2026366058
100402020901,178.858169851
100402020902,4.84550870265
100402020903,22.0262203292
100402020904,0.0
100402020905,125.062291804
100402020906,24.4385459137
100402020907,21.1037092741
100402020908,30.5131762777
100402020909,115.268209024
100402021001,4548.68149634
100402021002,6502.21161815
100402021003,2005.35827098
100402021004,1440.15610523
100402021005,1033.5709919
100402021006,800.104906795
100402021007,1448.03458797
100402030101,9056.97702027
100402030102,3129.03005574
100402030201,1320.31830246
100402030202,4916.89437442
100402030203,172.077920922
100402030301,10383.3268613
100402030302,7797.56196004
100402030303,1988.0131699
100402030304,120.695521014
100402030401,47665.4669854
100402030402,34581.6102154
100402030403,57290.9816698
100402030404,7306.87177877
100402030405,4140.01253867
100402030406,405.917291802
100402030407,1155.31770109
100402030501,33.3194380303
100402030502,1012.40042087
100402030503,305.809296893
100402040101,5950.75717659
100402040102,436.592815687
100402040201,1259.12736517
100402040202,309.780083961
100402040301,9117.99545985
100402040302,16054.7460133
100402040303,4766.87693173
100402040304,9978.01357239
100402040305,13.4072705712
100402040306,2093.9535076
100402040401,11948.3493567
100402040402,24382.5927621
100402040403,16319.5998746
100402040404,16636.4394794
100402040405,2081.47660987
100402040501,4127.40486887
100402040502,25807.2275766
100402040503,3806.20129037
100402040601,14097.4050205
100402040602,4550.12729347
100402040603,3148.92414687
100402040604,740.472603763
100402040605,466.1022549
100402040701,9702.73254168
100402040702,1164.18600535
100402040703,968.563822212
100402040704,10.8567273169
100402040705,439.501063301
100402040706,2054.63479601
100402040707,183.74725116
100402040708,29.9755234012
100402040709,5.26431212921
100402040710,335.627442329
100402050101,3526.35449268
100402050102,3331.39770803
100402050103,804.482119433
100402050104,8723.33896227
100402050105,7041.8494704
100402050106,6894.93222192
100402050201,21.7816832794
100402050202,223.622971069
100402050203,353.048918898
100402050204,761.755032202
100402050205,8477.88030888
100402050301,2603.71592322
100402050302,207.701118747
100402050303,491.225478075
100402050304,3886.15180897
100402050305,6433.42024691
100402050306,5905.85728058
100402050401,4448.79537064
100402050402,5699.20682717
100402050501,1713.23613902
100402050502,524.75669857
100402050503,4916.44319456
100402050504,491.263673619
100402050505,6961.99785921
100402050506,8341.37495189
100402050601,254.691061439
100402050602,202.354913757
100402050603,201.753784935
100402050604,5.19482542152
100402050605,278.475337133
100402050701,2832.84417379
100402050702,4381.55380194
100402050703,6438.8021962
100402050704,7482.84725811
100402050801,8025.40145962
100402050802,6455.09412105
100402050803,4630.07943151
100402050804,8589.78721339
100500010101,34601.8478364
100500010102,5363.31195818
100500010103,16404.4882525
100500010104,6954.2869283
100500010105,5031.20668612
100500010106,1082.70687057
100500010201,3404.60786197
100500010202,2259.7639215
100500010203,783.920206424
100500010301,392.187492212
100500010302,337.353790308
100500010303,539.138546319
100500010304,69.6414263028
100500020101,8.61531107295
100500020102,4.08268397076
100500020103,4.40410989418
100500020104,97.2863373537
100500020200,50.2563241597
100500020301,395.362964394
100500020302,5417.46310956
100500020401,3042.91824785
100500020402,6122.50516102
100500020403,135.933140411
100500020404,1371.87546677
100500020405,504.884284762
100500020501,18.037442419
100500020502,11.1245207565
100500020601,27.5329089518
100500020602,50.2176405883
100500020603,10.6513564398
100500020701,36.9689311862
100500020702,43.3049530838
100500020801,286.281640123
100500020802,566.525324044
100500020803,243.71650253
100500020804,20.7419181283
100500020805,95.8192730856
100500020806,60.1657915167
100500020807,2266.10436947
100500020808,132.091895018
100500020809,226.279484793
100500030100,29.5195928539
100500040101,34596.9248734
100500040102,8268.55546535
100500040103,3702.03548539
100500040201,19800.8394979
100500040202,3551.05338418
100500040301,21485.2010616
100500040302,7481.78667869
100500040303,3472.72603338
100500040401,34.3382450815
100500040402,1413.33815721
100500040403,4839.21069395
100500040404,3554.05545901
100500040405,1537.4070363
100500040501,143.842831421
100500040502,225.570779427
100500040503,250.083436897
100500040504,159.329035382
100500040505,112.918718301
100500040506,176.805857973
100500040507,1186.73463417
100500040601,688.134554527
100500040602,15.6847633033
100500040603,1988.45796081
100500040604,404.663669817
100500040605,1961.11857801
100500040701,326.78655909
100500040702,469.033679401
100500040703,357.324191899
100500040801,2751.34680801
100500040802,653.591878846
100500040803,2150.98177459
100500040804,780.049119649
100500040901,183.845074044
100500040902,571.479845877
100500040903,189.0524749
100500040904,764.539288088
100500041001,55.6222303731
100500041002,240.865753787
100500041003,348.487090049
100500041101,185.669847625
100500041102,55.5967841996
100500041103,358.578583718
100500041201,432.157668728
100500041202,55.1257522981
100500041203,113.602233433
100500041204,467.822958119
100500041301,478.177725807
100500041302,3234.95975605
100500041303,545.585368198
100500041304,10459.5753825
100500041305,262.100738359
100500041306,7209.4960306
100500041401,164.380174986
100500041402,75.5135950162
100500041403,223.983059979
100500041501,60.1154216202
100500041502,1952.03677983
100500041503,184.192833244
100500041504,102.316324851
100500041505,2329.96509609
100500041601,174.433055295
100500041602,382.196478655
100500041603,319.379885337
100500041604,107.803823396
100500041605,233.445442117
100500041701,136.068849595
100500041702,715.484605052
100500041703,178.454503652
100500041801,215.521758599
100500041802,121.396044381
100500041803,290.174252713
100500041804,1348.04399357
100500041901,1312.56121232
100500041902,368.910458865
100500041903,155.93508168
100500041904,217.840422204
100500041905,1871.68729053
100500042001,440.198665029
100500042002,138.85826905
100500042003,199.271623691
100500042101,936.200973789
100500042102,2822.357413
100500050101,0.0
100500050102,0.0
100500050103,0.0
100500050104,1.80888950845
100500050105,0.0
100500050106,8.04345122407
100500050201,26304.2011971
100500050202,13285.6210558
100500050203,1445.83978565
100500050204,5154.25866144
100500050301,419.049915287
100500050302,8115.97050976
100500050303,25435.3628033
100500050304,721.03418518
100500050401,1759.58334282
100500050402,5311.62188518
100500050403,1045.0685333
100500050404,15.4891924055
100500050405,374.705361161
100500060101,1095.96479069
100500060102,2788.95961634
100500060103,236.991248779
100500060104,103.219867678
100500060105,31.1045308225
100500060106,9.71251573788
100500060107,0.0
100500060108,0.412131646242
100500060109,355.521231777
100500060201,1052.06788816
100500060202,265.054783994
100500060203,1.76887245162
100500060204,149.084099193
100500060301,127.985108476
100500060302,7.30017783955
100500060303,0.0
100500060304,71.7247595235
100500060401,26.6096487265
100500060402,7.59863057208
100500060403,15.3837503657
100500060501,315.151814656
100500060502,2.45438020723
100500060503,98.3139089859
100500060504,69.4808324167
100500060505,110.574391186
100500060506,567.912039297
100500070101,413.770258414
100500070102,618.436356605
100500070103,553.770815219
100500070104,265.603653434
100500070105,1520.62532952
100500080101,113.231580805
100500080102,165.736160636
100500080103,3.46604343863
100500080104,61.4232488162
100500080105,72.3027240793
100500080106,310.723552797
100500080201,909.151378947
100500080202,1140.06710006
100500080203,418.679357918
100500080204,93.9575192742
100500080205,103.970071822
100500080206,1050.04648414
100500090101,915.039495963
100500090102,30438.8499402
100500090103,12129.0827295
100500090104,31678.0168826
100500090105,288.638521926
100500090201,7170.05457939
100500090202,4469.38285088
100500090203,1301.54834672
100500090204,110.074509552
100500090205,427.259425157
100500090206,138.948490517
100500090301,570.31899293
100500090302,55.7875931621
100500090401,385.589748105
100500090402,248.997670343
100500090403,1896.30098203
100500100101,107.138898461
100500100102,552.868379731
100500100201,392.344870677
100500100202,1206.69944835
100500100301,495.567721642
100500100302,557.406798124
100500100303,778.269907015
100500100304,420.141833482
100500100305,296.357578657
100500100306,1024.48390292
100500100307,353.587438809
100500100308,515.601743909
100500100401,225.750627928
100500100402,174.214150525
100500100403,742.851306707
100500100501,268.449171266
100500100502,426.529889181
100500100503,920.729238615
100500100504,330.089187375
100500100505,906.482911797
100500100506,1963.57711171
100500110101,150.412918563
100500110102,165.074887539
100500110103,21.0747962182
100500110104,10.777799605
100500110201,19.8410401378
100500110202,380.379845861
100500110203,376.90135583
100500110204,384.781245683
100500110205,140.4135123
100500110206,147.12711024
100500110207,142.056448375
100500110208,130.740017917
100500120101,317.954498967
100500120102,604.157819068
100500120201,1084.69433531
100500120202,682.011048102
100500120203,1346.43041048
100500120301,443.800627492
100500120302,431.827462544
100500120303,1008.75343939
100500120401,5961.26725165
100500120402,2474.28378871
100500120403,62.3891815165
100500120404,4899.13209374
100500120501,61.2348479848
100500120502,1622.52702788
100500120601,410.506299831
100500120602,221.938009285
100500120603,575.577797589
100500120604,1187.85675129
100500120701,306.927081119
100500120702,272.116616399
100500120703,383.16356868
100500120801,55.2913101862
100500120802,37.6930127353
100500120803,118.245201638
100500120804,10.6197148195
100500120901,261.384890276
100500120902,206.224441789
100500120903,70.9244334621
100500120904,586.057854286
100500120905,807.353798528
100500120906,200.131705174
100500120907,98.6561179623
100500120908,832.399777257
100500121001,5762.93338295
100500121002,2219.7852016
100500121003,194.597084539
100500121004,1280.35258428
100500130101,646.293770606
100500130102,1664.38166339
100500130103,520.200828717
100500130104,343.266774278
100500130105,1938.3757368
100500130106,1166.26535521
100500130107,1539.90454442
100500140101,12966.3859255
100500140102,958.690016406
100500140103,6700.60589427
100500140104,603.507322626
100500140105,279.946333951
100500140106,2054.57152871
100500140107,21.3781243574
100500140108,1446.25393286
100500140201,28930.8491843
100500140202,1034.30685266
100500140203,103.653666705
100500140204,200.583052974
100500140205,561.996640948
100500140206,472.298655199
100500140207,558.092304617
100500140301,159.262579397
100500140302,318.520710431
100500140303,7.56554644176
100500140304,14.1107645866
100500140305,353.69712406
100500140306,84.0672028883
100500140307,266.266240111
100500140308,45.7679293396
100500140309,265.427617263
100500140401,30.6645956342
100500140402,141.56158174
100500140403,188.857541276
100500140404,46.1853994389
100500140405,109.283387617
100500140406,610.351511202
100500140407,11.5637585303
100500140501,116.296287737
100500140502,317.91405021
100500140601,50.088666975
100500140602,140.188255884
100500140603,147.048759613
100500140604,70.3573298969
100500140605,144.852695474
100500140606,507.480864272
100500140607,465.621462117
100500140608,872.582545319
100500140609,1991.39642869
100500140610,250.417393893
100500140611,186.917586454
100500140612,1487.351375
100500140701,1145.5180305
100500140702,294.039564745
100500140703,655.430812778
100500140704,633.438109124
100500140705,2370.08003868
100500150101,374.952742402
100500150102,154.768254231
100500150201,587.578295803
100500150202,1853.14090825
100500150301,50.9004758443
100500150302,204.017528968
100500150401,209.208470343
100500150402,187.427215788
100500150501,1901.78271526
100500150502,263.03406646
100500150503,306.165013802
100500150504,107.885443541
100500150505,123.540250909
100500150506,251.648354111
100500150507,338.99875981
100500150508,653.8033909
100500150601,327.119033988
100500150602,220.007239371
100500150603,224.237194472
100500150604,468.063213388
100500150605,1066.09137362
100500150606,459.798660226
100500150607,2208.69672981
100500160101,1098.96250938
100500160102,1752.81766127
100500160103,1862.59739577
100500160104,2111.57494858
100500160201,1255.34757586
100500160202,2224.41106952
100500160203,1925.26833687
100500160301,321.127619917
100500160302,1063.35763246
100500160401,687.120560869
100500160402,847.223239165
100500160501,271.373325601
100500160502,1342.53335058
100500160503,1333.98972357
100500160504,822.878815659
100500160505,624.657384311
100500160506,1807.92589994
100600010101,182.181148773
100600010102,1361.1105187
100600010201,1958.07866427
100600010202,170.937171113
100600010203,276.220563846
100600010204,766.493776212
100600010205,443.481254641
100600010206,992.059272792
100600010301,997.810734348
100600010302,101.799542934
100600010303,177.14448628
100600010304,1452.82022283
100600010401,10.3502546196
100600010402,70.5793114391
100600010403,136.656716999
100600010404,1896.80449348
100600010501,43.2128955825
100600010502,129.283838844
100600010601,1226.38383249
100600010602,84.6693669061
100600010603,840.269579061
100600010701,268.190652588
100600010702,135.525905668
100600010703,163.243540592
100600010704,58.2224839315
100600010801,2057.5210939
100600010802,6237.80117968
100600010803,8872.98152974
100600010804,1495.02338435
100600010805,264.868341455
100600010806,5197.67180273
100600010901,212.986614424
100600010902,1116.60068662
100600010903,1925.24440754
100600011001,629.548853159
100600011002,378.917811654
100600011101,543.23024341
100600011102,737.042966726
100600011103,2437.76928922
100600011201,380.162563357
100600011202,322.793367628
100600011203,3.95679304756
100600011204,0.0
100600011205,1427.66813083
100600011301,18.0964589129
100600011302,181.125205148
100600011401,298.8873079
100600011402,2450.12131638
100600011403,2071.28891743
100600011404,659.189319864
100600011405,4520.62244838
100600020101,1013.32057584
100600020102,54.6159313331
100600020201,1791.89527324
100600020202,136.362825029
100600020301,49.7014829845
100600020302,17.6976004548
100600020303,1100.885979
100600020304,150.368277551
100600020305,59.3339735283
100600020401,1753.58482647
100600020402,458.199304286
100600020403,1271.03070172
100600020404,25.372005854
100600020501,73.6407802207
100600020502,61.5236981265
100600020503,982.059884055
100600020504,466.515684443
100600020505,58.5006164271
100600020601,6.07224006078
100600020602,54.3990677771
100600020603,160.270103812
100600020701,1180.69660193
100600020702,256.148193595
100600020703,993.129846426
100600020801,199.80923179
100600020802,168.784561236
100600020803,104.871717573
100600020804,179.534314685
100600020805,1108.91855645
100600020806,667.816794602
100600020807,113.555910576
100600020808,258.581253777
100600020901,224.014828867
100600020902,308.592601239
100600020903,77.2097482569
100600021001,1396.02699673
100600021002,1276.50534246
100600021101,908.279617167
100600021102,1026.04392688
100600021103,998.67177189
100600021104,271.383650919
100600021201,2193.2263924
100600021202,112.223058718
100600021301,268.593927399
100600021302,105.199335267
100600021303,346.518189344
100600021401,88.1629330013
100600021402,121.958374291
100600021403,368.315434502
100600021501,1463.77466356
100600021502,761.917258596
100600021503,60.1406072631
100600021504,713.466824368
100600021505,437.135881828
100600021506,414.580834963
100600021507,268.655962596
100600021508,570.64668454
100600021601,364.663171244
100600021602,609.377043303
100600021603,106.566861596
100600021604,104.953634621
100600030101,1695.48500741
100600030102,1489.80203366
100600030103,2027.61203
100600030201,1248.77999951
100600030202,252.409483142
100600030301,273.241367619
100600030302,158.509155784
100600030303,484.009019507
100600030401,999.176172696
100600030402,1318.25592319
100600030403,116.88487166
100600030404,734.218046235
100600030501,263.666407449
100600030502,506.625042857
100600030503,383.380626306
100600030504,296.490255895
100600030505,107.208916106
100600030506,176.510854018
100600030601,313.288289005
100600030602,26.8478561918
100600030603,100.211794123
100600030604,524.785097168
100600030701,51.980245755
100600030702,35.3395791844
100600030703,263.479835824
100600030704,28.3548044716
100600030705,192.924033131
100600030706,144.650797054
100600030707,32.99255707
100600030708,78.9617537358
100600030709,13.0074976262
100600030710,128.520759294
100600030711,294.029347916
100600030712,109.923323717
100600030713,1265.67096799
100600040101,915.092281557
100600040102,1444.108481
100600040201,1281.816998
100600040202,1457.28108095
100600040203,2350.86906442
100600040204,2075.42007026
100600040205,1562.30084779
100600040206,1021.58836212
100600040301,1382.69595444
100600040302,1970.12326887
100600040401,144.302996035
100600040402,792.5783871
100600040501,971.200412838
100600040502,566.965748236
100600040503,743.873026685
100600040504,260.004337438
100600040601,1247.63147321
100600040602,930.980203137
100600040603,1134.62128604
100600040604,340.973340545
100600050101,888.330878285
100600050102,348.696886315
100600050103,471.837898127
100600050104,215.57497566
100600050105,373.101808455
100600050106,943.056733833
100600050107,772.119402308
100600050201,5768.22131941
100600050202,2873.70375602
100600050203,5840.75919314
100600050204,2141.16067948
100600050205,4204.2204672
100600050206,2432.69623414
100600050301,1114.24363265
100600050302,841.532825733
100600050401,744.008639327
100600050402,258.581253777
100600050501,366.479977571
100600050502,460.212831641
100600050601,220.559114871
100600050602,234.67727758
100600050603,484.707385758
100600050701,323.035563759
100600050702,375.932161155
100600050703,422.626505135
100600050704,676.429611047
100600050801,81.543939808
100600050802,2382.09005113
100600050901,2638.04283742
100600050902,3346.64243737
100600050903,5907.7014805
100600050904,3739.67704383
100600050905,6257.02278597
100600060100,36.538964881
100600060201,118.682834371
100600060202,265.002996133
100600060203,150.401758474
100600060204,469.350705005
100600060301,246.541951937
100600060302,393.416790403
100600060303,107.640558674
100600060401,189.669590216
100600060402,203.234714084
100600060403,847.063265239
100600060501,47.6426712216
100600060502,29.3674103296
100600060601,7.79674068232
100600060602,46.3809172834
100600060603,100.75317451
100600060701,592.844538093
100600060702,416.679551887
100600060703,195.459853093
100600060704,552.379479494
100600060801,24.410186688
100600060802,101.29417195
100600060901,107.815483915
100600060902,101.317684931
100600060903,514.216220404
100600060904,573.622863391
100600060905,121.292722031
100600060906,194.834396035
100600061001,564.341277551
100600061002,95.9258526606
100600061003,189.626292517
100600061004,702.528595155
100600061005,5.09036471168
100600061006,201.839674911
100600061101,60.3042801096
100600061102,34.4195762982
100600061103,39.6017726976
100600061104,72.265850955
100600061201,162.481522783
100600061202,92.3527563399
100600061203,198.346490294
100600061204,14.9458945261
100600061301,422.996604961
100600061302,172.604084619
100600061303,124.627673226
100600061304,440.963921632
100600061305,449.563510681
100600061306,266.173076995
100600061401,594.278868217
100600061402,1146.61976218
100600061403,25.4707413866
100600061404,79.3625306185
100600061405,330.813570765
100600061406,498.170661161
100600061501,171.617353787
100600061502,103.876335399
100600061503,26.5535591559
100600061504,314.645565793
100600061601,367.174616884
100600061602,176.641974899
100600061603,100.211794123
100600061604,171.485733284
100600061605,25.4989422719
100600061606,23.2150983393
100600061607,623.102895565
100600061608,899.194389751
100600061609,43.0287029847
100600061610,706.189285248
100600070001,86.1362917377
100600070002,898.347818732
100700010101,39417.7545483
100700010102,30949.8747158
100700010103,26451.3992735
100700010201,45621.5203757
100700010202,23646.921888
100700010203,26651.2932031
100700010204,16323.7830763
100700010205,24466.1481283
100700010206,49537.4166148
100700010301,32457.1749169
100700010302,29446.2417289
100700010303,29780.2129617
100700010304,34663.8812624
100700010401,228725.499245
100700010402,51218.0868077
100700010403,36827.2463938
100700010404,21938.9618106
100700010405,37567.5979165
100700010406,47344.4126615
100700010407,29170.9595893
100700010408,36643.3479951
100700010409,20280.7912006
100700010501,95027.2321725
100700010502,65541.4303931
100700010503,73402.5836215
100700010504,30464.8303738
100700010505,76364.2818112
100700010506,70583.9298727
100700010507,54244.7585749
100700010601,52476.5899802
100700010602,25233.4457031
100700010603,40147.0380202
100700010604,45137.1757881
100700010605,26704.2636201
100700010606,28714.240243
100700010607,32784.6756682
100700010701,52900.326899
100700010702,78597.2947588
100700010703,30154.7480447
100700010704,36436.6248009
100700010705,36379.7911066
100700010706,52516.3976255
100700010707,58134.352189
100700010708,57822.2462397
100700010801,36960.4253475
100700010802,35381.229392
100700010803,47774.8983402
100700010804,48913.3556658
100700010805,42686.9197874
100700010806,50564.0441736
100700010807,12455.107901
100700010901,67212.5546066
100700010902,36782.558101
