HUC_12,P_NonBuff_Ag,P_Ag_Buffered,Avg_Buff_Width
010300010507,0.003124544397,95.8904109589,758.794520548
010300010508,0.00260314974003,83.3333333333,147.5
010300010509,0.0,None,None
010300010510,0.0189421325922,88.8888888889,129.477582846
010300010601,0.00105588813312,99.0384615385,655.576923077
010300010602,0.0,100.0,606.75
010300010603,0.0101753287017,94.8,299.264
010300010604,0.0,100.0,238.0
010300010605,0.0,100.0,831.888888889
010300010606,0.00726374657825,96.5909090909,654.818181818
010300010607,0.000626315246336,99.0654205607,383.654205607
010300010608,0.0054779513739,92.1052631579,502.052631579
010300010609,0.000760589318816,99.5555555556,518.253333333
010300010610,0.010279209353,94.9685534591,406.371069182
010300020101,0.0600498430431,75.1037344398,513.780082988
010300020102,0.00743946153671,86.9565217391,698.673913043
010300020103,0.00155496806838,97.8260869565,278.02173913
010300020104,0.00203296099789,82.3529411765,248.705882353
010300020105,0.0,100.0,438.096153846
010300020106,0.00535896094516,98.2089552239,224.07761194
010300020201,0.0,100.0,133.0
010300020202,0.00152547156904,97.0588235294,385.602941176
010300020203,0.0071378313005,69.5652173913,771.086956522
010300020204,0.0282370224595,91.3978494624,536.924731183
010300020301,0.00421088095754,94.5205479452,349.917808219
010300020302,0.00230616680346,98.2456140351,355.254385965
010300020303,0.0192901231349,93.3497536946,354.822660099
010300020304,0.000901973515283,90.9090909091,56.0909090909
010300020401,0.00155933259521,93.3333333333,429.0
010300020402,0.0,100.0,598.8
010300020403,0.0,100.0,410.084210526
010300020404,0.0,100.0,857.375
010300020405,0.0,100.0,151.0
010300020406,0.0,100.0,868.652173913
010300020501,0.0,None,None
010300020502,0.0,100.0,584.0
010300020503,0.0,100.0,334.461538462
010300020504,0.00220058322884,92.0,216.92
010300020505,0.00280780578032,94.5945945946,402.918918919
010300020506,0.00389313348569,95.2380952381,382.44047619
010300030101,0.0202492903918,80.4347826087,21.0652173913
010300030102,0.0,100.0,618.8
010300030103,0.00214380654506,91.6666666667,168.416666667
010300030104,0.0,100.0,293.411764706
010300030105,0.00746268639341,97.4025974026,285.733766234
010300030106,0.0195392463356,88.2681564246,248.391061453
010300030201,0.00412975717336,93.3333333333,203.3
010300030202,0.0145901981741,95.5056179775,374.43071161
010300030203,0.0797208994627,96.0361067504,862.350863422
010300030301,1.52510595322,75.4340071344,60.0411414982
010300030302,0.306060880423,90.912,380.16256
010300030303,0.0492449104786,98.2213438735,353.82345191
010300030304,2.0220925808,77.4675176658,225.59368589
010300030401,0.00484120845795,96.9696969697,389.290909091
010300030402,0.0317558906972,92.9133858268,79.3007874016
010300030501,0.0439657084644,52.2388059701,289.149253731
010300030502,0.179244533181,87.7697841727,246.624100719
010300030503,0.604087591171,80.2034883721,191.083430233
010300030601,0.224681347609,82.9209896249,402.490023943
010300030602,1.28782057762,62.5944170772,110.848604269
010300030701,0.0,100.0,131.346153846
010300030702,0.070957288146,88.4879725086,310.800687285
010300030703,0.241377621889,86.1095426313,203.49068323
010300030801,0.279012799263,89.7157190635,411.468227425
010300030802,0.02404258959,97.4025974026,243.538033395
010300030803,0.473685353994,91.9180633147,283.189944134
010300030804,2.28626585007,75.108946424,92.7113560625
010300030901,0.0115389684215,97.4637681159,182.471014493
010300030902,0.0160199031234,90.2857142857,132.308571429
010300030903,0.00527271674946,98.3870967742,281.571684588
010300030904,0.311360985041,88.2385730212,258.996098105
010300030905,0.897679328918,70.3502579419,72.1026337225
010300031001,0.364932835102,87.5,370.503196931
010300031002,0.410308092833,89.9382171227,228.897616946
010300031003,0.602757573128,74.5454545455,132.431042129
010300031004,2.610008955,76.7809657103,136.91546536
010300031101,0.230089902878,89.7814530419,47.0537507383
010300031102,0.368947088718,91.546093427,295.051467549
010300031103,2.51447939873,76.3722964004,170.879597095
010300031201,0.555311739445,83.88834476,309.819784525
010300031202,0.580828845501,90.458254865,312.178907721
010300031203,0.894429385662,87.3717442778,185.930939227
010300031204,1.58471345901,72.0245795602,150.046248383
010300031205,0.561530411243,92.6867059188,209.937713046
010300031206,5.30936288834,62.7249562032,125.871157828
010300031301,3.89434242249,74.5243322356,237.739937797
010300031302,6.19960451126,64.1499371453,107.573311493
