HUC_12,P_NonBuff_Ag,P_Ag_Buffered,Avg_Buff_Width
051402030903,9.82789134979,63.75,124.004196429
051402030904,5.46264362335,84.2125189298,25.0811458859
051402030905,9.20464420319,55.120750544,60.1655548817
051402040101,0.455044358969,78.8971367975,95.4125132556
051402040102,4.69903755188,56.2936648905,50.4711663706
051402040103,7.65528583527,42.1431016775,36.9815987675
051402040104,1.98175418377,69.4216027875,102.459930314
051402040105,2.94505286217,80.084265111,89.2772646249
051402040201,19.5663166046,46.348670325,29.9831755412
051402040202,25.617477417,43.9465801298,36.8426110834
051402040203,11.442647934,50.9407568021,52.5901238022
051402040204,6.88763284683,64.7338024429,90.244523367
051402040205,36.5851821899,36.3535406323,43.1281247278
051402040206,64.3410263062,14.1433070456,14.6458447203
051402040207,32.0993499756,35.1185761543,56.7896845735
051402040301,12.103099823,47.6729805377,50.0033196641
051402040302,2.42375183105,48.2844807998,118.089070666
051402040303,16.3586215973,47.6879598499,34.2999074209
051402040304,13.1093702316,54.8036054521,115.199105965
051402040305,26.0840053558,46.3907656118,138.545556498
051402040401,19.5651130676,48.1405285646,35.6547238487
051402040402,23.5247802734,42.7804746494,23.1745415318
051402040403,19.5947265625,42.7111984283,32.1267845449
051402040404,39.3887252808,35.1871672816,42.7248964876
051402040405,35.0390396118,34.2847687598,16.71969885
051402040406,28.7731304169,32.5513899244,18.8068218128
051402040407,58.7078552246,25.1073329899,13.016407086
051402040408,50.14585495,30.3862848275,48.7879070783
051402040501,60.1838798523,22.3181174567,12.1749848291
051402040502,44.937122345,25.3636341635,24.4003969118
051402040503,27.5949497223,45.0844240184,41.9217704066
051402040504,52.4618377686,28.3426139273,21.9320276498
051402040601,56.7296791077,26.3471505503,27.5684171473
051402040602,73.0771713257,16.8114991529,17.2983731395
051402040701,61.6480903625,22.0158911696,31.1263618853
051402040702,61.9863090515,21.1867660705,12.6680318689
051402040703,41.6227531433,37.8961162735,48.5799618775
051402040704,9.01997089386,49.5514921511,39.0457133
051402040705,14.747959137,41.2909253392,36.2418149322
051402040706,2.82954931259,62.4589313505,112.625972679
051402040707,23.4482688904,34.9079698975,31.7774956932
051402050101,4.80606651306,77.3160036345,142.41919172
051402050102,1.64304888248,83.284810762,175.260616404
051402050103,2.23424935341,67.5453558691,86.2518219879
051402050104,0.871064543724,78.1340173132,137.160949022
051402050105,2.90610551834,67.1712957444,104.45416617
051402050201,5.07154893875,63.8109706473,86.7320818187
051402050202,11.3858232498,55.7647382163,56.0145206358
051402050203,40.4839134216,24.9197445938,41.8733022895
051402050204,5.48900651932,59.8060920681,139.318573937
051402050205,16.140417099,40.4606017374,81.7542608208
051402050301,6.24786424637,65.0170068027,73.2142857143
051402050302,2.11474108696,73.4563591022,141.285985037
051402050303,11.1107826233,59.4412643554,89.6473341254
051402050304,8.28413772583,54.9120527683,60.2358085149
051402050305,4.24194765091,68.5965885453,105.879975038
051402050306,6.22174072266,64.1406506737,66.2253368386
051402050307,9.49589920044,63.190481318,117.94661893
051402050401,22.859746933,31.7130591331,21.0775977473
051402050402,32.3929672241,26.1398176292,21.5610848001
051402050403,35.650352478,41.825550571,47.5522277732
051402050404,46.2076301575,23.6522091609,53.80320227
051402050405,30.645160675,33.1631949234,55.3024785028
051402050501,11.4259433746,56.8348405521,77.945026178
051402050502,20.2613964081,43.3371469862,56.1531884145
051402050503,59.3278083801,15.7519656898,12.6975411008
051402050504,54.7655525208,13.342570142,7.40100450294
051402050505,19.46534729,43.388805943,72.7145406212
051402060101,14.5679855347,60.7207032199,88.0489048613
051402060102,18.7573242188,57.1040681616,54.114472637
051402060201,17.618013382,43.4683523698,22.3787948669
051402060202,18.2891082764,47.6649206989,57.1256730523
051402060301,13.0128850937,56.9918453639,48.4546209604
051402060302,20.4537239075,59.3247126437,37.6698754789
051402060303,25.383764267,59.2854704745,31.6226874502
051402060304,14.7173986435,70.09098914,51.1858591788
051402060401,3.45741415024,66.3658963263,72.2808212872
051402060402,5.06682729721,53.8375090897,91.3212798308
051402060501,5.81545734406,51.8832522585,62.4033356498
051402060502,4.6051530838,50.9384384384,71.5713213213
051402060503,2.56501793861,70.7418350236,80.5672762118
051402060504,24.0020046234,39.9057729373,34.8555083061
051402060505,26.759803772,36.2986715529,44.9976637655
051402060506,32.8706970215,24.6938418474,21.8266270119
051402060507,33.8134078979,31.6422462583,19.9910860269
051402060508,5.21804237366,67.1308566551,123.873680428
051402060509,24.4108390808,46.2150338062,40.2548941624
051402060601,35.6476554871,48.3325654747,29.1803699897
051402060602,36.0399169922,50.4438962021,31.0385550413
051402060603,44.4731941223,41.29556759,84.980143115
051402060604,28.8174285889,52.3933715845,108.695221282
051402060701,21.647813797,54.1869435536,44.4630755085
051402060702,21.5149364471,55.7884615385,109.270769231
051402060703,21.4841308594,49.9942706543,51.2504869944
051402060704,26.3942222595,46.6872333064,26.0018163995
060101010101,4.08436918259,16.0505836576,7.72000648508
060101010102,0.484202355146,36.2573099415,28.0058479532
060101010103,2.76331496239,24.6025738077,19.0714105476
060101010104,3.0949344635,46.2467644521,16.977566868
060101010105,1.04430055618,36.1746361746,11.6978516979
060101010201,1.69140076637,58.9700598802,32.331257485
060101010202,0.0621330663562,78.2222222222,87.3066666667
060101010203,2.68338537216,26.9837928857,10.3222479478
060101010204,0.967996001244,45.2188006483,42.0024311183
060101010205,7.92267799377,15.7748880836,6.05723726284
060101010206,0.0877891778946,68.4210526316,35.5029239766
060101010301,3.7138967514,26.2548262548,14.2178497178
060101010302,3.48942661285,9.4175960347,7.80483271375
060101010303,3.38400912285,38.2639958911,15.7498715973
060101010304,6.29983949661,10.9669046074,4.62167423751
060101010305,3.58232569695,48.2388616748,20.1259622113
060101010306,3.61006784439,16.5805022157,4.58013293944
060101010307,4.10455179214,27.6616121309,11.5723862729
060101010401,5.0028886795,26.19018629,10.7987337148
060101010402,6.83820438385,23.3498410821,10.7265873309
060101010403,8.66845703125,12.8399215027,9.68302027848
060101010404,11.4611854553,23.1378400092,7.59635028119
060101020101,3.21453380585,9.73255580133,3.79609893424
060101020102,6.08555841446,20.0571744744,8.06565842862
060101020103,6.95101928711,25.4210664107,8.71411117899
060101020201,0.237657919526,50.3242542153,59.0285343709
060101020202,2.15494608879,33.0702446725,15.346750855
060101020203,1.79739451408,48.0645666823,30.3762733114
060101020204,6.4996213913,41.3383262781,28.620970368
060101020301,3.56593322754,19.6881091618,5.77322936972
060101020302,0.746144890785,7.62463343109,0.527859237537
060101020303,2.23489546776,21.1239537664,6.80111598246
060101020304,1.33201491833,26.6025641026,22.8354700855
060101020305,4.44651651382,17.6420424262,8.81547809402
060101020306,12.0228099823,17.5378807739,5.52807633828
060101020307,14.8038520813,17.1560718511,9.23534473486
060101020401,12.8984165192,13.7219101124,2.9268258427
060101020402,11.151014328,16.5402707113,3.63559566094
060101020403,3.59351944923,37.3905908096,21.9964442013
060101020404,13.8793668747,18.2160331201,7.78735415883
060101020405,1.03033816814,50.5731156652,9.41993747829
060101020501,9.49031639099,14.0216925931,4.32210646496
060101020502,10.4156007767,25.2105343745,11.2191854234
060101020601,10.1386384964,29.5064377682,18.5990128755
060101020602,8.50912189484,41.8298446995,13.7278383332
060101020603,18.07563591,29.3163987491,10.9443956767
060101020701,17.581451416,25.2414388075,11.2442665772
060101020702,10.6243391037,20.5202312139,13.8952993783
060101020703,6.65497016907,28.6458333333,15.4503063725
060101020704,16.0921058655,19.5903534853,10.4165368823
060101030101,5.45330190659,16.1833997825,6.41935483871
060101030102,1.60485851765,38.5756676558,27.3696010551
060101030103,4.74740123749,18.9234416399,6.90628922047
060101030104,5.44445562363,31.0032197933,13.5893068971
060101030201,0.244502827525,60.1889338731,54.4898785425
060101030202,0.189740166068,70.9549071618,111.545092838
060101030301,0.177820235491,41.7391304348,39.1
060101030302,1.13339316845,22.6158038147,11.1757493188
060101030303,1.17428421974,28.7526427061,21.7695560254
060101030304,1.68435668945,18.9739413681,13.8794788274
060101030305,0.894980847836,45.5485161721,56.4498166055
060101030306,1.77392780781,29.2792792793,10.8224474474
060101030401,1.6911482811,31.6115702479,32.6384297521
060101030402,0.869624972343,34.8497854077,18.9502145923
060101030403,1.36080300808,30.2652950731,13.9669734705
060101030404,0.361402720213,54.6511627907,56.3455149502
060101030405,1.49429106712,56.3221884498,20.1474164134
060101030501,3.10396695137,35.2687907492,12.357977611
060101030502,7.83348941803,30.9499489275,12.6534925748
060101030503,7.24720907211,29.9033816425,8.22512077295
060101030504,7.00668096542,28.1161318489,9.35341628465
060101030505,7.57878017426,39.5027036233,19.2288925789
060101030506,10.7710962296,21.1252399232,6.43785988484
060101030507,27.3262805939,9.25543948366,2.25543948366
060101030508,17.9596881866,38.0005680204,12.206881162
060101040101,11.2167053223,26.4775916319,11.9020324858
060101040102,5.61497497559,42.698109479,16.9797773533
060101040103,3.44647979736,15.9446254072,6.89674267101
060101040104,11.8250761032,27.0430155474,9.25839055858
060101040201,2.90341281891,60.2062741728,37.4647614955
060101040202,16.2535171509,40.87631344,15.1854955017
060101040203,3.6201839447,43.8946280992,14.5576446281
060101040204,6.46189689636,39.0752560487,16.9975508387
060101040205,3.94586896896,43.7247924081,19.1230130486
060101040206,1.91004657745,54.8012505583,26.5627512282
060101040207,5.08445215225,49.8291571754,17.5501138952
060101040208,6.73450994492,49.3142240715,18.3362613654
060101040209,7.86157512665,48.1042963479,15.6924215383
060101040210,5.49377965927,74.6249682176,27.4515273691
060101040301,18.1760463715,40.3453637236,20.0492904165
060101040302,15.4038648605,42.3069784707,11.5967427617
060101040303,5.42492818832,34.5535148828,16.4138695377
060101040304,14.6437721252,48.3006236768,32.8493448532
060101040305,10.2715806961,45.3042954291,17.6846862357
060101040306,6.23784446716,50.781344153,34.4721407625
060101040307,7.67769861221,51.2783016489,32.9973274167
060101040308,4.89344406128,43.7135971079,28.188491665
060101050101,0.631462872028,33.7512054002,24.0993249759
060101050102,1.19852566719,44.7510822511,51.5882034632
060101050103,0.273869097233,56.9002123142,42.6326963907
060101050104,1.69169771671,22.1238938053,9.60066371681
060101050105,4.50961637497,29.8292682927,10.9143902439
060101050201,4.86044120789,24.9655172414,21.52
060101050202,0.170195832849,50.3225806452,26.4623655914
060101050203,4.87283706665,35.9206130871,17.8455492238
060101050204,0.152990967035,77.7227722772,131.946782178
060101050205,3.84778237343,43.1292517007,16.4326530612
060101050206,6.23652410507,40.3617973157,25.4098424431
060101050301,6.15566062927,44.0337845933,33.1545465437
060101050302,9.42070960999,45.6829724673,24.4780807271
060101050303,4.33062505722,46.6027874564,23.6239837398
060101050401,9.05549907684,33.0001665834,16.357154756
060101050402,0.927618861198,30.0,14.4392405063
060101050403,5.57477998734,27.6718904419,11.6450656501
060101050404,6.35298395157,43.8074521086,28.3423619395
060101050501,2.61331605911,26.8588770865,12.5103692463
060101050502,3.69207000732,28.6711017362,12.1575531397
060101050503,3.95410561562,38.1859410431,22.4750566893
060101050601,0.30408680439,61.0,45.2071428571
060101050602,0.324654966593,58.764940239,33.3366533865
060101050603,1.10925114155,50.4720692368,39.1730920535
060101050604,1.28923869133,32.2175732218,18.5825197583
060101050701,3.67583727837,38.6576271186,17.9644745763
060101050702,5.89743041992,28.1746031746,10.0902116402
060101050703,7.84098482132,33.7191116672,15.0198102388
060101050704,9.02623081207,35.7215967247,16.0327533265
060101050705,1.44168627262,63.6709462672,47.5836899667
060101050801,1.64246177673,21.2543554007,5.4668989547
060101050802,3.208360672,29.6877554357,5.94507111329
060101050803,2.43820166588,27.9652844744,7.57666345227
060101050804,3.18282866478,35.3174603175,10.7945665446
060101050805,4.32333993912,48.773951494,38.8780651213
060101050901,1.16717898846,37.2352941176,12.7235294118
060101050902,12.7200584412,20.8294356096,9.00498908637
060101050903,2.40058016777,45.0054644809,23.9431693989
060101050904,4.37264490128,41.8582912694,19.1962983735
060101050905,8.88944721222,20.5185790118,13.2251939567
060101050906,4.15092468262,19.805904866,12.8177966102
060101050907,5.52048492432,42.7863938486,26.5063208654
060101051001,0.257677912712,35.8208955224,22.171641791
060101051002,0.77478736639,28.800856531,10.6059957173
060101051003,1.32850575447,35.537742151,28.7334669339
060101051004,0.3566403687,40.1920438957,43.9218106996
060101051101,1.60335826874,39.6299151889,15.2767925983
060101051102,2.32993960381,46.6253737719,32.7680478428
060101051103,1.16480576992,37.3376623377,34.2295918367
060101051201,0.410730928183,73.5496558505,125.953785644
060101051202,1.02682375908,24.0818467996,10.1358866737
060101051203,1.69738960266,33.6947791165,17.5008032129
060101051301,0.796528458595,31.9162045595,15.0252618608
060101051302,1.35320878029,36.052366566,14.8700906344
060101051401,0.204265967011,30.985915493,50.0704225352
060101051402,0.959465026855,42.8794178794,13.6023908524
060101051403,4.54368638992,41.712744437,24.7831422792
060101051404,15.3418998718,37.7106241595,14.548018353
060101060101,0.0158329717815,74.1379310345,327.620689655
060101060102,1.79093647003,38.3421650265,11.8001514005
060101060103,0.248811736703,35.4344122658,33.1175468484
060101060104,4.70464992523,36.4948453608,10.4291605302
060101060105,2.81857442856,24.7716281569,8.88124664159
060101060201,0.371132016182,38.8709677419,28.3177419355
060101060202,1.91479074955,15.6649313772,7.61997160435
060101060203,0.366311281919,67.7447552448,230.048076923
060101060204,2.88938951492,34.9100763735,55.3978812515
060101060205,3.04503250122,12.829787234,3.78340425532
060101060301,0.00564976315945,75.0,83.0
060101060302,0.00573383551091,0.0,0.0
060101060303,1.67782306671,35.9540368914,39.5352283036
060101060304,0.01723180525,50.0,35.3611111111
060101060305,0.0212065763772,93.8775510204,178.079365079
060101060401,1.3748216629,52.3387595302,29.7098701834
060101060402,0.294764518738,65.0432900433,43.079004329
060101060403,4.96171283722,53.9961346066,29.7604592997
060101070101,11.4460105896,39.6611456504,21.2160789711
060101070102,5.97933912277,54.0986848611,32.9561949965
060101070103,6.36359596252,59.9549929677,47.9265822785
060101070104,9.09556484222,28.6575052854,19.8706131078
060101070105,5.7489528656,50.0084952144,22.091068698
060101070201,0.0,None,None
060101070202,0.0517397485673,0.0,0.0
060101070203,0.0,None,None
060101070204,0.0156000154093,77.7777777778,29.6666666667
060101070205,2.97897672653,28.5806953814,12.7267773742
060101070206,0.0877451449633,35.2657004831,22.652173913
060101070207,5.01491212845,43.0602006689,18.3808528428
060101070301,0.0,100.0,150.714285714
060101070302,0.0,None,None
060101070303,0.0408584140241,40.0,13.5428571429
060101070304,0.849387943745,38.9908256881,18.006116208
060101070305,4.27970933914,33.556568823,11.9477058991
060101070306,2.6597442627,42.7298109966,21.5370489691
060101070307,7.79902362823,33.7725247045,13.3476070529
060101070308,5.98388385773,33.9178738699,12.5950332208
060101070401,10.5254974365,34.0216231265,13.6711985523
060101070402,9.15068912506,48.6252817046,29.879614833
060101070403,13.4651489258,48.8922286324,21.2536966112
060101070404,4.70218276978,64.3346793126,89.9609352991
060101070405,8.53478431702,40.5552504119,19.76816298
060101080101,0.223764374852,61.5084525358,85.7256176853
060101080102,0.314776390791,60.350877193,78.8263157895
060101080103,0.630846977234,61.5930169122,52.1069285325
060101080104,0.443439394236,54.44646098,45.6497277677
060101080105,0.181992605329,67.3417721519,100.503797468
060101080106,0.629171550274,57.2009764036,49.5126118796
060101080201,0.106995753944,39.5454545455,30.6863636364
060101080202,0.960909187794,21.7165149545,6.13133940182
060101080203,0.320086956024,59.6958174905,63.2775665399
060101080204,0.904505550861,32.9974811083,18.0864819479
060101080205,0.764818370342,34.8643006263,40.7014613779
060101080301,0.0907347798347,54.1125541126,33.5324675325
060101080302,1.64221143723,12.6748971193,5.14320987654
060101080303,1.61205041409,36.1990950226,15.3229638009
060101080304,0.259420484304,30.5882352941,17.9588235294
060101080305,1.20400905609,26.3925729443,11.5470822281
060101080306,0.532348632812,21.7194570136,11.2126696833
060101080401,1.05402886868,15.1515151515,4.27910685805
060101080402,0.847752511501,27.1739130435,10.765625
060101080403,0.588835418224,42.8819444444,16.1302083333
060101080501,35.7615013123,9.00826446281,4.20781773509
060101080502,36.2558898926,11.8030021197,4.10697754899
060101080601,1.8331258297,9.50819672131,4.73606557377
060101080602,0.0857413634658,57.7777777778,71.1037037037
060101080603,0.451302945614,37.7804014168,23.2609208973
060101080604,0.414496213198,24.8313090418,12.1713900135
060101080605,2.27652859688,28.4845132743,13.7619837758
060101080606,0.735720932484,42.082890542,14.1477151966
060101080607,19.689081192,22.6447709594,12.8368193604
060101080608,8.81404590607,22.5021720243,7.4248479583
060101080609,32.5536804199,15.5620631544,4.34676906926
060101080610,23.229719162,24.9317126468,11.1127424201
060101080701,21.4079360962,21.6471832227,8.15085472596
060101080702,8.02175998688,45.6902046887,17.1937814293
060101080703,28.2482013702,21.9872178031,8.57179640443
060101080704,10.2129364014,25.7797146031,11.2469452277
060101080705,23.0820293427,23.7645957531,14.3386953737
060101080706,25.8283214569,19.2788994897,8.9224317728
060101080707,19.6685390472,26.9576933441,19.4348154136
060101080801,17.0340709686,12.7455819923,5.2404975812
060101080802,18.690738678,15.634073683,4.91575851276
060101080803,20.5885868073,12.259170063,3.97929788811
060101080804,25.3455810547,19.5067548729,12.2520213925
060101080805,14.9589710236,13.1917631918,2.89489489489
060101080806,23.2116260529,19.1750823855,8.52854257468
060101080901,21.4568519592,14.9706213277,4.06522690336
060101080902,18.2444343567,30.7369882026,10.8668424705
060101080903,13.0376777649,41.9405940594,20.2506930693
060101080904,21.3340606689,32.4896499812,15.882260695
060101080905,11.4389076233,47.1077055903,25.41013742
060101080906,8.01681995392,39.9305555556,13.0504115226
060102010101,0.0,None,None
060102010102,0.0,None,None
060102010103,1.77522826195,51.8230233511,19.6763621467
060102010104,1.07392013073,50.3034901366,15.1388467375
060102010105,10.068157196,34.4994150723,17.3716744028
060102010106,12.8303985596,41.0403896213,20.8080023512
060102010107,17.158208847,42.1001799903,21.0004390008
060102010108,13.1825790405,33.2061753882,16.328650929
060102010109,6.87326908112,42.0558165239,21.940867643
060102010110,9.1425075531,47.887191096,27.0241463875
060102010201,3.30826830864,37.6060606061,19.2596969697
060102010202,0.222963199019,28.8461538462,3.33974358974
060102010203,0.0520724840462,0.0,0.0
060102010204,1.78143250942,40.1188323431,16.4476879359
060102010205,18.7886810303,37.7872542052,17.7831082682
060102010206,3.05258870125,50.6865671642,15.556119403
060102010207,0.140704333782,40.0,12.052173913
060102010208,4.13817167282,43.2929070195,16.5731348769
060102010209,13.35430336,45.4297585043,22.9368995066
060102010210,6.50382471085,48.69168357,13.6609533469
060102010211,11.862370491,38.9595719382,16.3014268728
060102010301,22.8088378906,35.1949172484,21.5113812848
060102010302,10.7063245773,40.3175846477,20.1567629152
060102010303,26.7575054169,24.4127179707,10.1208582219
060102010304,6.22248649597,41.205704408,24.3028305964
060102010305,8.06708621979,42.0249096022,28.4956809964
060102010306,5.15779209137,34.7806978993,19.7216313615
060102010401,0.219782695174,85.9762675297,166.734627832
060102010402,0.325681269169,80.1257253385,162.538201161
060102010403,3.34218168259,26.438078051,26.4678547259
060102010501,0.525339603424,85.1002405774,159.207538091
060102010502,0.898674964905,65.9704090513,90.7058311575
060102010503,7.63646459579,30.0336258509,17.1917493644
060102010601,2.32232308388,34.4647519582,18.0205147333
060102010602,2.79039502144,44.3351100178,23.9524395244
060102010603,1.54277467728,53.3975659229,25.6602434077
060102020101,0.528922736645,37.1721778791,10.82668187
060102020102,1.13314664364,49.4884038199,48.826739427
060102020103,0.615836977959,61.2297734628,50.4621359223
060102020104,1.08358204365,20.1320132013,9.19801980198
060102020105,2.05979919434,37.0842399751,14.0348150451
060102020106,3.51875495911,44.8840672197,23.6005105297
060102020201,0.270674556494,80.4411764706,204.644117647
060102020202,0.643216729164,38.0875202593,106.110210697
060102020203,0.908153116703,42.3728813559,28.9777907656
060102020301,0.0,100.0,29.7857142857
060102020302,0.0311591196805,78.431372549,36.0849673203
060102020303,0.00187659508083,89.4736842105,115.684210526
060102020304,0.224271506071,41.6326530612,19.2795918367
060102020305,0.104610323906,39.6551724138,20.6293103448
060102020306,0.0893255919218,63.1578947368,56.2192982456
060102020401,3.56256699562,28.6470022443,14.1014748317
060102020402,1.40315544605,30.1470588235,16.0681818182
060102020403,0.87387996912,29.7382198953,16.7853403141
060102020404,1.37829387188,50.4850444624,45.2623282134
060102020405,0.545648276806,24.9116607774,13.3692579505
060102020406,0.468391120434,36.462585034,26.6734693878
060102020407,0.214152142406,60.1123595506,50.595505618
060102020501,0.322820961475,30.6666666667,13.88
060102020502,1.60138297081,16.5346534653,4.56435643564
060102020503,0.0274512227625,2.43902439024,0.0
060102020504,0.0082327760756,46.1538461538,2.76923076923
060102020505,0.219599738717,31.6091954023,11.3247126437
060102030101,0.143098533154,79.1764705882,183.867058824
060102030102,2.13555526733,71.461034621,85.6773158669
060102030103,0.785344541073,70.0680272109,125.703153989
060102030104,0.409008353949,69.1815856777,177.237851662
060102030105,0.285561561584,44.9804432855,20.8722294654
060102030106,1.00133311749,42.0240137221,25.9957118353
060102030107,0.952070534229,50.4464285714,26.9714285714
060102030201,0.00428069988266,57.1428571429,17.1428571429
060102030202,0.0465843193233,55.7142857143,32.5714285714
060102030203,0.0,None,None
060102030204,0.0,None,None
060102030205,0.0465947054327,70.4918032787,57.3032786885
060102030206,0.957362294197,27.0857814336,22.901880141
060102030207,0.482892870903,69.6232339089,52.7535321821
060102030301,1.31039917469,20.4837879568,8.25630468348
060102030302,0.543441176414,41.3970588235,24.5154411765
060102030303,2.5537378788,41.3726437893,14.0947317545
060102030304,1.53148806095,37.7840909091,18.2763429752
060102030401,0.340997904539,23.8095238095,6.85714285714
060102030402,1.33385705948,50.5383153895,16.9436352122
060102030403,0.0,100.0,430.0
060102030404,0.0,None,None
060102030405,0.465542256832,45.045045045,16.2237237237
060102040101,0.195146784186,52.3668639053,43.1035502959
060102040102,0.727909803391,36.1471861472,18.5735930736
060102040103,0.0127369444817,59.5238095238,43.0238095238
060102040104,0.00213205977343,87.5,28.125
060102040105,0.0,100.0,442.571428571
060102040106,0.48256739974,29.7339593114,11.5273865415
060102040107,0.0732705593109,47.5903614458,22.6686746988
060102040201,0.930626869202,47.2131147541,16.2693989071
060102040202,0.137183576822,38.3435582822,32.0153374233
060102040301,0.0,100.0,275.055555556
060102040302,0.0,None,None
060102040303,0.0,100.0,335.0
060102040304,6.77667427063,56.1852619118,49.4288250962
060102040305,3.35572290421,39.7655105032,16.4374206155
060102040306,2.69661736488,22.7886056972,7.79122938531
060102040307,2.67717957497,52.7065527066,31.5261158594
060102040308,12.7770080566,40.9274082252,24.4524979299
060102040309,11.6510705948,54.7173208498,25.0303384948
060102040401,0.0173896234483,76.0,14.16
060102040402,0.0,None,None
060102040403,0.00225806701928,96.6292134831,78.7752808989
060102040404,0.0283782333136,76.1316872428,149.131687243
060102040405,12.1769342422,41.8013082127,19.0673114552
060102040406,1.12328875065,65.1921682379,18.3693497704
060102040501,24.5280570984,36.2646884775,24.9206610872
060102040502,10.8099050522,61.7986847562,33.5258012915
060102040503,13.8061275482,46.7004405286,34.2202643172
060102040504,23.8808956146,32.9753422381,15.4949209581
060102040505,10.202753067,38.4198400867,13.640398428
060102050101,2.96685957909,33.1477061787,10.1580482631
060102050102,2.22957253456,26.3609246831,20.6066368382
060102050103,0.523211061954,46.9302809573,51.4380853278
060102050104,0.195632129908,49.3506493506,55.0016233766
060102050105,0.715567648411,49.2594624246,56.9687328579
060102050201,4.9057598114,22.2152560084,7.70146290491
060102050202,2.3491332531,40.298079679,13.7225566065
060102050203,3.9171192646,38.4390529085,7.72902660041
060102050204,3.0703125,53.9273153576,29.8806565064
060102050301,1.24779725075,31.2335958005,16.9667541557
060102050302,1.33685421944,65.250965251,47.5238095238
060102050303,5.80820178986,19.1111111111,7.00345679012
060102050304,4.89994716644,29.2129311192,12.9721921981
060102050401,2.03961849213,49.7636919655,41.9229913817
060102050402,0.0441033765674,79.057591623,76.6020942408
060102050403,3.04678988457,47.4794841735,29.4403282532
060102050404,0.2255179286,39.3835616438,35.1883561644
060102050405,0.526084363461,80.8762581409,30.2634695086
060102050501,0.225037664175,49.4432071269,49.7750556793
060102050502,1.80548810959,51.040221914,45.2905686546
060102050503,0.588119983673,46.7889908257,69.8764525994
060102050601,0.390555948019,82.5305535586,108.60100647
060102050602,0.891409575939,71.1119602598,82.4480320978
060102050603,0.462758362293,43.5975609756,42.924796748
060102050604,1.96061646938,56.0179257362,15.1782970551
060102050605,0.581761777401,51.4170040486,47.9898785425
060102050606,2.68742346764,51.3143899103,32.2458592919
060102050701,5.48974180222,29.6673082211,10.5598936853
060102050702,6.5231962204,37.6645025443,19.6291454641
060102050703,2.78649234772,43.9833407705,27.2274282314
060102050801,1.84369683266,43.5021202295,13.6807183836
060102050802,1.51429390907,51.4848883049,40.7865965834
060102050803,0.192356199026,90.8819133034,213.059790732
060102050804,1.22893416882,52.5332760842,38.8857878918
060102050805,2.5067718029,28.6249449097,11.3534596739
060102050806,0.783408403397,66.9329073482,58.7436102236
060102050807,1.17613315582,36.3354037267,35.6444099379
060102050808,1.32103693485,55.4066687442,30.1445933313
060102050901,2.39704608917,37.5918236985,14.7135100607
060102050902,3.79388332367,58.2557887903,44.4689461156
060102050903,2.05379986763,78.1296023564,58.8761413844
060102051001,2.00287270546,58.958490566,30.9018867925
060102051002,1.50286650658,73.0355097365,29.5711340206
060102051003,1.46378588676,53.7041989837,33.6619416956
060102051004,2.21325612068,65.7930411207,53.7956017473
060102051101,2.98542141914,56.0702498821,34.9944601603
060102051102,5.00530529022,58.719584486,27.974256196
060102051103,1.24909222126,70.3384350075,60.7111446432
060102051104,1.08382439613,72.2148009618,67.0201709858
060102051105,0.804350435734,57.6271186441,62.6294449983
060102051106,1.34862017632,65.2077737399,50.0554589983
060102060101,0.00958812143654,89.7058823529,137.147058824
060102060102,0.0332869924605,82.1989528796,126.162303665
060102060103,0.00727757904679,86.0465116279,254.279069767
060102060104,0.0122303590178,82.2222222222,356.511111111
060102060105,1.79540252686,53.6397624808,20.3985045085
060102060201,1.1212772131,75.1294471355,52.5851010523
060102060202,0.0203715767711,78.4482758621,94.1206896552
060102060203,0.00377962272614,90.625,182.875
060102060204,0.700137555599,69.4704049844,44.8621495327
060102060301,1.74647307396,83.1082667919,59.6373297323
060102060302,1.70817887783,53.6725400911,40.4294199168
060102060303,1.192040205,83.7508239947,108.650076906
060102060304,1.06208455563,92.831979294,68.2200733338
060102060305,3.14906954765,73.8181379643,66.5051857212
060102060306,3.51854753494,48.4228117819,14.3751827867
060102060307,1.89776301384,78.3260318192,87.0646760433
060102060401,1.07635128498,90.2370500439,86.4115891133
060102060402,0.920367240906,85.3197848177,135.218290496
060102060403,1.65734446049,62.0251587994,57.2855897372
060102060404,3.72359204292,64.2632110801,44.176662902
060102060405,1.12825393677,82.0184148763,81.1265571403
060102060406,0.948163568974,71.3159968479,68.8569739953
060102060407,5.97614431381,45.0368399509,23.2945661072
060102060408,1.81295156479,67.3712374582,52.6065551839
060102070101,3.73976182938,48.022697512,29.1636839808
060102070102,3.30247211456,49.5202791103,33.0773004797
060102070201,8.05784702301,42.0731707317,21.0336382114
060102070202,5.34600877762,40.5377161315,20.2160364811
060102070301,3.06187272072,33.2654723127,25.0171009772
060102070302,0.722174048424,44.1523118767,30.5729827743
060102070303,2.47299218178,41.2735455909,21.6751125188
060102070401,2.1058216095,42.9023443118,26.8216597152
060102070402,6.01294279099,42.601191077,20.9451398001
060102070403,2.88367319107,44.7653958944,16.383431085
060102070404,3.56435775757,45.5083430345,28.4104578968
060102070405,3.48942303658,46.1844844754,36.9546483208
060102080101,1.30802738667,82.422670865,133.092980182
060102080102,0.362932503223,86.986697513,144.472527473
060102080103,0.463552594185,86.5434307295,153.496124031
060102080104,0.414485156536,86.8055555556,167.114776235
060102080201,1.40725934505,76.2145748988,92.2193825911
