HUC_12,CRP_acres
130100020607,0
130100020608,0
130100020609,0
130100020701,0
130100020702,0
130100020703,0
130100020704,0
130100020705,0
130100020706,0
130100020707,0
130100020708,0
130100030504,100-200
130100030603,500-1000
130100030607,500-1000
130100030703,500-1000
130100040406,100-200
130100040504,500-1000
130100040611,500-1000
130100050304,<50
130100050407,<50
130201021401,200-500
130100020709,0
130100020710,0
130100020711,0
130100020712,0
130100020801,0
130100020802,0
130100020901,0
130100020902,0
130100020903,0
130100020904,0
130100020905,0
130100020906,0
130100021001,0
130100021002,0
130100021101,0
130100021102,0
130100021103,0
130100021104,0
130100021105,0
130100030101,0
130100030102,0
130100030103,0
130100030201,0
130100030202,0
130100030203,0
130100030301,0
130100030302,0
130100030303,0
130100030401,0
130100030402,0
130100030403,0
130100030404,0
130100030405,0
130100030406,0
130100030407,0
130100030408,0
130100030501,0
130100030502,0
130100030503,0
130100030601,0
130100030602,0
130100030604,0
130100030605,0
130100030606,0
130100030701,0
130100030702,0
130100040101,0
130100040102,0
130100040103,0
130100040104,0
130100040105,0
130100040201,0
130100040202,0
130100040203,0
130100040204,0
130100040205,0
130100040301,0
130100040302,0
130100040303,0
130100040304,0
130100040305,0
130100040306,0
130100040307,0
130100040401,0
130100040402,0
130100040403,0
130100040404,0
130100040405,0
130100040501,0
130100040502,0
130100040503,0
130100040601,0
130100040602,0
130100040603,0
130100040604,0
130100040605,0
130100040606,0
130100040607,0
130100040608,0
130100040609,0
130100040610,0
130100040701,0
130100040702,0
130100040703,0
130100040704,0
130100040705,0
130100040706,0
130100050101,0
130100050102,0
130100050103,0
130100050104,0
130100050105,0
130100050106,0
130100050107,0
130100050108,0
130100050109,0
130100050201,0
130100050202,0
130100050203,0
130100050204,0
130100050301,0
130100050302,0
130100050303,0
130100050401,0
130100050402,0
130100050403,0
130100050404,0
130100050405,0
130100050406,0
130100050408,0
130201010101,0
130201010102,0
130201010103,0
130201010104,0
130201010105,0
130201010106,0
130201010107,0
130201010108,0
130201010109,0
130201010110,0
130201010201,0
130201010202,0
130201010203,0
130201010204,0
130201010205,0
130201010206,0
130201010207,0
130201010301,0
130201010302,0
130201010303,0
130201010304,0
130201010401,0
130201010402,0
130201010403,0
130201010404,0
130201010405,0
130201010501,0
130201010502,0
130201010503,0
130201010504,0
130201010601,0
130201010602,0
130201010603,0
130201010604,0
130201010605,0
130201010606,0
130201010607,0
130201010701,0
130201010702,0
130201010703,0
130201010704,0
130201010705,0
130201010706,0
130201010707,0
130201010708,0
130201010709,0
130201010801,0
130201010802,0
130201010803,0
130201010804,0
130201010805,0
130201010806,0
130201010901,0
130201010902,0
130201010903,0
130201010904,0
130201010905,0
130201010906,0
130201010907,0
130201010908,0
130201010909,0
130201011001,0
130201011002,0
130201011003,0
130201011004,0
130201011101,0
130201011102,0
130201011103,0
130201011104,0
130201011105,0
130201011106,0
130201011107,0
130201011201,0
130201011202,0
130201011203,0
130201011204,0
130201011205,0
130201011301,0
130201011302,0
130201011303,0
130201011304,0
130201020101,0
130201020102,0
130201020103,0
130201020104,0
130201020105,0
130201020106,0
130201020201,0
130201020202,0
130201020203,0
130201020204,0
130201020205,0
130201020206,0
130201020207,0
130201020301,0
130201020302,0
130201020303,0
130201020304,0
130201020305,0
130201020401,0
130201020402,0
130201020403,0
130201020404,0
130201020405,0
130201020406,0
130201020501,0
130201020502,0
130201020503,0
130201020601,0
130201020602,0
130201020603,0
130201020604,0
130201020605,0
130201020606,0
130201020607,0
130201020608,0
130201020701,0
130201020702,0
130201020703,0
130201020704,0
130201020705,0
130201020706,0
130201020707,0
130201020708,0
130201020801,0
130201020802,0
130201020803,0
130201020804,0
130201020901,0
130201020902,0
130201020903,0
130201020904,0
130201020905,0
130201021001,0
130201021002,0
130201021003,0
130201021004,0
130201021005,0
130201021006,0
130201021101,0
130201021102,0
130201021103,0
130201021201,0
130201021202,0
130201021203,0
130201021204,0
130201021205,0
130201021301,0
130201021302,0
130201021303,0
130201021304,0
130201021305,0
130201021402,0
130201021403,0
130201021404,0
130201021501,0
130201021502,0
130201021503,0
130201021504,0
130201021505,0
130201021506,0
130201021601,0
130201021602,0
130201021603,0
130201021604,0
130202010101,0
130202010102,0
130202010103,0
130202010104,0
130202010105,0
130202010106,0
130202010107,0
130202010201,0
130202010202,0
130202010203,0
130202010204,0
130202010205,0
130202010206,0
130202010207,0
130202010208,0
130202010209,0
130202010301,0
130202010302,0
130202010303,0
130202010304,0
130202010305,0
130202010306,0
130202010307,0
130202010308,0
130202010309,0
130202010401,0
130202010402,0
130202010403,0
130202010404,0
130202010405,0
130202010406,0
130202010501,0
130202010502,0
130202010503,0
130202010504,0
130202010505,0
130202010506,0
130202010601,0
130202010602,0
130202010603,0
130202010604,0
130202010605,0
130202010606,0
130202010607,0
130202010608,0
130202010609,0
130202010610,0
130202010611,0
130202020101,0
130202020102,0
130202020103,0
130202020104,0
130202020105,0
130202020106,0
130202020107,0
130202020201,0
130202020202,0
130202020203,0
130202020204,0
130202020205,0
130202020301,0
130202020302,0
130202020303,0
130202020304,0
130202020305,0
130202020306,0
130202020307,0
130202020308,0
130202020401,0
130202020402,0
130202020403,0
130202020404,0
130202020501,0
130202020502,0
130202020503,0
130202020504,0
130202020505,0
130202020506,0
130202030101,0
130202030102,0
130202030103,0
130202030104,0
130202030105,0
130202030106,0
130202030107,0
130202030108,0
130202030201,0
130202030202,0
130202030203,0
130202030301,0
130202030302,0
130202030303,0
130202030304,0
130202030305,0
130202030306,0
130202030401,0
130202030402,0
130202030403,0
130202030404,0
130202030405,0
130202030406,0
130202030407,0
130202030408,0
130202030409,0
130202030410,0
130202030501,0
130202030502,0
130202030503,0
130202030504,0
130202030505,0
130202030506,0
130202030507,0
130202030508,0
130202030601,0
130202030602,0
130202030603,0
130202030604,0
130202030605,0
130202030606,0
130202030607,0
130202030608,0
130202030701,0
130202030702,0
130202030703,0
130202030704,0
130202030705,0
130202030801,0
130202030802,0
130202030803,0
130202030804,0
130202030901,0
130202030902,0
130202030903,0
130202030904,0
130202030905,0
130202030906,0
130202031001,0
130202031002,0
130202031003,0
130202031004,0
130202031005,0
130202031006,0
130202031101,0
130202031102,0
130202031103,0
130202031104,0
130202031201,0
130202031202,0
130202031203,0
130202031204,0
130202031205,0
130202031206,0
130202031207,0
130202031208,0
130202031209,0
130202040101,0
130202040102,0
130202040103,0
130202040104,0
130202040105,0
130202040106,0
130202040201,0
130202040202,0
130202040203,0
130202040204,0
130202040301,0
130202040302,0
130202040303,0
130202040401,0
130202040402,0
130202040403,0
130202040404,0
130202040405,0
130202040501,0
130202040502,0
130202040503,0
130202040601,0
130202040602,0
130202040603,0
130202040701,0
130202040702,0
130202040703,0
130202040704,0
130202040705,0
130202040706,0
130202040707,0
130202040801,0
130202040802,0
130202040803,0
130202040804,0
130202040901,0
130202040902,0
130202040903,0
130202040904,0
130202040905,0
130202040906,0
130202041001,0
130202041002,0
130202041003,0
130202041101,0
130202041102,0
130202041103,0
130202041104,0
130202050101,0
130202050102,0
130202050103,0
130202050104,0
130202050105,0
130202050201,0
130202050202,0
130202050203,0
130202050204,0
130202050205,0
130202050206,0
130202050207,0
130202050301,0
130202050302,0
130202050303,0
130202050304,0
130202050305,0
130202050306,0
130202050401,0
130202050402,0
130202050403,0
130202050501,0
130202050502,0
130202050503,0
130202050504,0
130202050505,0
130202050506,0
130202050601,0
130202050602,0
130202050603,0
130202050604,0
130202050605,0
130202050606,0
130202050701,0
130202050702,0
130202050703,0
130202050704,0
130202050705,0
130202060101,0
130202060102,0
130202060103,0
130202060201,0
130202060202,0
130202060203,0
130202060204,0
130202060205,0
130202060206,0
130202060207,0
130202060301,0
130202060302,0
130202060303,0
130202060401,0
130202060402,0
130202060403,0
130202060404,0
130202060501,0
130202060502,0
130202060503,0
130202060601,0
130202060602,0
130202060701,0
130202060702,0
130202060703,0
130202060704,0
130202060705,0
130202060706,0
130202070101,0
130202070102,0
130202070103,0
130202070104,0
130202070105,0
130202070106,0
130202070107,0
130202070108,0
130202070201,0
130202070202,0
130202070203,0
130202070204,0
130202070205,0
130202070206,0
130202070207,0
130202070301,0
130202070302,0
130202070303,0
130202070304,0
130202070305,0
130202070306,0
130202070307,0
130202070401,0
130202070402,0
130202070403,0
130202070404,0
130202070405,0
130202070406,0
130202070501,0
130202070502,0
130202070503,0
130202070504,0
130202070505,0
130202070506,0
130202070601,0
130202070602,0
130202070603,0
130202070604,0
130202070605,0
130202070606,0
130202070607,0
130202070608,0
130202070609,0
130202070610,0
130202070701,0
130202070702,0
130202070703,0
130202070704,0
130202070801,0
130202070802,0
130202070803,0
130202070804,0
130202070901,0
130202070902,0
130202070903,0
130202070904,0
130202071001,0
130202071002,0
130202071003,0
130202071004,0
130202071005,0
130202071006,0
130202071007,0
130202071008,0
130202071009,0
130202071101,0
130202071102,0
130202071103,0
130202071104,0
130202071105,0
130202080101,0
130202080102,0
130202080103,0
130202080104,0
130202080201,0
130202080202,0
130202080203,0
130202080204,0
130202080205,0
130202080206,0
130202080207,0
130202080208,0
130202080209,0
130202080301,0
130202080302,0
130202080303,0
130202080304,0
130202080305,0
130202080306,0
130202080401,0
130202080402,0
130202080403,0
130202080404,0
130202080405,0
130202080406,0
130202080407,0
130202080501,0
130202080502,0
130202080503,0
130202080504,0
130202080505,0
130202080506,0
130202080507,0
130202080508,0
130202080509,0
130202080510,0
130202080511,0
130202080601,0
130202080602,0
130202080603,0
130202080701,0
130202080702,0
130202080703,0
130202080704,0
130202080705,0
130202080706,0
130202080707,0
130202080708,0
130202090101,0
130202090102,0
130202090103,0
130202090104,0
130202090105,0
130202090106,0
130202090201,0
130202090202,0
130202090301,0
130202090302,0
130202090401,0
130202090402,0
130202090403,0
130202090404,0
130202090501,0
130202090502,0
130202090503,0
130202090504,0
130202090505,0
130202090506,0
130202090507,0
130202090601,0
130202090602,0
130202090603,0
130202090604,0
130202090605,0
130202090606,0
130202090607,0
130202090608,0
130202090701,0
130202090702,0
130202090703,0
130202090704,0
130202090705,0
130202090706,0
130202090707,0
130202100101,0
130202100102,0
130202100103,0
130202100104,0
130202100105,0
130202100106,0
130202100107,0
130202100108,0
130202100109,0
130202100201,0
130202100202,0
130202100203,0
130202100204,0
130202100205,0
130202100206,0
130202100207,0
130202100208,0
130202100209,0
130202100210,0
130202100211,0
130202100301,0
130202100302,0
130202100303,0
130202100304,0
130202100305,0
130202100306,0
130202100401,0
130202100402,0
130202100403,0
130202100404,0
130202100501,0
130202100502,0
130202100503,0
130202100504,0
130202100505,0
130202100506,0
130202100507,0
130202100508,0
130202100601,0
130202100602,0
130202100603,0
130202100604,0
130202100605,0
130202100606,0
130202100607,0
130202110101,0
130202110102,0
130202110201,0
130202110202,0
130202110203,0
130202110204,0
130202110205,0
130202110206,0
130202110207,0
130202110208,0
130202110209,0
130202110301,0
130202110302,0
130202110303,0
130202110304,0
130202110305,0
130202110306,0
130202110307,0
130202110401,0
130202110402,0
130202110403,0
130202110404,0
130202110405,0
130202110406,0
130202110407,0
130202110501,0
130202110502,0
130202110503,0
130202110504,0
130202110601,0
130202110602,0
130202110603,0
130202110604,0
130202110605,0
130202110606,0
130202110607,0
130202110608,0
130202110609,0
130202110701,0
130202110702,0
130202110703,0
130202110704,0
130202110705,0
130202110801,0
130202110802,0
130202110803,0
130202110804,0
130202110805,0
130202110806,0
130301010101,0
130301010102,0
130301010103,0
130301010104,0
130301010105,0
130301010106,0
130301010107,0
130301010108,0
130301010109,0
130301010110,0
130301010201,0
130301010202,0
130301010203,0
130301010204,0
130301010205,0
130301010206,0
130301010207,0
130301010208,0
130301010209,0
130301010210,0
130301010211,0
130301010212,0
130301010301,0
130301010302,0
130301010303,0
130301010401,0
130301010402,0
130301010403,0
130301010404,0
130301010405,0
130301010406,0
130301010407,0
130301010408,0
130301010409,0
130301010410,0
130301010411,0
130301020101,0
130301020102,0
130301020103,0
130301020104,0
130301020201,0
130301020202,0
130301020203,0
130301020204,0
130301020205,0
130301020206,0
130301020207,0
130301020208,0
130301020209,0
130301020210,0
130301020211,0
130301020301,0
130301020302,0
130301020303,0
130301020304,0
130301020401,0
130301020402,0
130301020403,0
130301020404,0
130301020501,0
130301020502,0
130301020503,0
130301020504,0
130301020505,0
130301020506,0
130301020507,0
130301020601,0
130301020602,0
130301020603,0
130301020604,0
130301020605,0
130301020606,0
130301020607,0
130301020608,0
130301020701,0
130301020702,0
130301020703,0
130301020704,0
130301020801,0
130301020802,0
130301020803,0
130301020804,0
130301020901,0
130301020902,0
130301020903,0
130301020904,0
130301020905,0
130301020906,0
130301021001,0
130301021002,0
130301021003,0
130301021004,0
130301021005,0
130301021006,0
130301021007,0
130301021008,0
130301030101,0
130301030102,0
130301030103,0
130301030104,0
130301030201,0
130301030202,0
130301030203,0
130301030204,0
130301030205,0
130301030206,0
130301030207,0
130301030301,0
130301030302,0
130301030303,0
130301030304,0
130301030305,0
130301030306,0
130301030307,0
130301030401,0
130301030402,0
130301030403,0
130301030404,0
130301030405,0
130301030501,0
130301030502,0
130301030503,0
130301030504,0
130301030505,0
130301030506,0
130301030507,0
130302000101,0
130302010101,0
130302010102,0
130302010103,0
130302010104,0
130302010201,0
130302010202,0
130302010203,0
130302010204,0
130302010205,0
130302010301,0
130302010302,0
130302010303,0
130302010304,0
130302010401,0
130302010402,0
130302010403,0
130302010404,0
130302010405,0
130302010406,0
130302010407,0
130302010408,0
130302010501,0
130302010502,0
130302010503,0
130302010504,0
130302010505,0
130302010601,0
130302010602,0
130302010603,0
130302010604,0
130302010605,0
130302010701,0
130302010702,0
130302010703,0
130302010704,0
130302010705,0
130302010801,0
130302010802,0
130302010803,0
130302010804,0
130302010805,0
130302010806,0
130302010807,0
130302010808,0
130302010809,0
130302010810,0
130302010811,0
130302010812,0
130302010813,0
130302020101,0
130302020102,0
130302020103,0
130302020104,0
130302020105,0
130302020106,0
130302020107,0
130302020201,0
130302020202,0
130302020203,0
130302020204,0
130302020205,0
130302020301,0
130302020302,0
130302020303,0
130302020304,0
130302020305,0
130302020401,0
130302020402,0
130302020403,0
130302020404,0
130302020501,0
130302020502,0
130302020503,0
130402010307,<50
130402010401,100-200
130402010501,200-500
130402010502,50-100
130402010503,<50
130402010504,<50
130402010505,100-200
130402010506,200-500
130402010507,50-100
130402010508,<50
130402010509,500-1000
130402010604,<50
130402010605,100-200
130402010606,100-200
130402010703,200-500
130402010704,<50
130402020205,<50
130402020207,100-200
130402020306,200-500
130402020307,100-200
130402020308,50-100
130402020309,100-200
130402020311,50-100
130402020402,50-100
130402020403,100-200
130402020501,100-200
130402050402,50-100
130402060101,100-200
130402060102,100-200
130402060103,200-500
130402060106,50-100
130402060107,<50
130402060202,100-200
130402060203,200-500
130402060206,100-200
130402060207,100-200
130402060301,50-100
130403010203,100-200
130403010401,50-100
130403010402,<50
130302020504,0
130302020505,0
130302020601,0
130302020602,0
130302020603,0
130302020604,0
130302020605,0
130302020606,0
130302020607,0
130302020608,0
130302020701,0
130302020702,0
130302020703,0
130302020704,0
130302020705,0
130302020706,0
130302020801,0
130302020802,0
130302020803,0
130302020804,0
130302020805,0
130302020806,0
130302020807,0
130302020808,0
130302020901,0
130302020902,0
130302020903,0
130302020904,0
130302020905,0
130302020906,0
130302021001,0
130302021002,0
130302021003,0
130302021004,0
130302021006,0
130302021007,0
130302021008,0
130302021101,0
130302021102,0
130302021103,0
130302021104,0
130302021105,0
130302021201,0
130302021202,0
130302021203,0
130302021204,0
130302021205,0
130302021206,0
130302021207,0
130302021208,0
130302021301,0
130302021302,0
130302021303,0
130302021304,0
130302021401,0
130302021402,0
130302021403,0
130302021404,0
130302021405,0
130302021406,0
130302021407,0
130302021501,0
130302021502,0
130302021503,0
130302021504,0
130302021505,0
130302021506,0
130302021507,0
130302021508,0
130302021509,0
130302021601,0
130302021602,0
130302021603,0
130302021604,0
130302021605,0
130302021606,0
130302021607,0
130302021608,0
130302021609,0
130302021701,0
130302021702,0
130302021703,0
130302021801,0
130302021802,0
130302021803,0
130302021804,0
130302021805,0
130401000101,0
130401000102,0
130401000103,0
130401000104,0
130401000201,0
130401000202,0
130401000203,0
130401000204,0
130401000301,0
130401000302,0
130401000303,0
130401000304,0
130401000305,0
130401000401,0
130401000402,0
130401000403,0
130401000404,0
130401000405,0
130401000406,0
130401000501,0
130401000502,0
130401000503,0
130401000504,0
130401000505,0
130401000506,0
130401000507,0
130401000601,0
130401000602,0
130401000603,0
130401000604,0
130401000701,0
130401000702,0
130401000703,0
130401000704,0
130401000705,0
130401000706,0
130402010101,0
130402010102,0
130402010103,0
130402010104,0
130402010105,0
130402010201,0
130402010202,0
130402010203,0
130402010204,0
130402010205,0
130402010206,0
130402010207,0
130402010208,0
130402010301,0
130402010302,0
130402010303,0
130402010304,0
130402010305,0
130402010306,0
130402010308,0
130402010402,0
130402010403,0
130402010404,0
130402010405,0
130402010406,0
130402010407,0
130402010408,0
130402010601,0
130402010602,0
130402010603,0
130402010607,0
130402010701,0
130402010702,0
130402010705,0
130402010706,0
130402020101,0
130402020102,0
130402020103,0
130402020104,0
130402020105,0
130402020106,0
130402020107,0
130402020108,0
130402020109,0
130402020201,0
130402020202,0
130402020203,0
130402020204,0
130402020206,0
130402020208,0
130402020301,0
130402020302,0
130402020303,0
130402020304,0
130402020305,0
130402020310,0
130402020401,0
130402020502,0
130402020503,0
130402020504,0
130402020505,0
130402020506,0
130402020507,0
130402030101,0
130402030102,0
130402030103,0
130402030104,0
130402030105,0
130402030106,0
130402030107,0
130402030201,0
130402030202,0
130402030203,0
130402030204,0
130402030301,0
130402030302,0
130402030303,0
130402030304,0
130402030305,0
130402030306,0
130402040101,0
130402040102,0
130402040103,0
130402040104,0
130402040105,0
130402040106,0
130402040107,0
130402040201,0
130402040202,0
130402040203,0
130402040204,0
130402040205,0
130402040206,0
130402040301,0
130402040302,0
130402040303,0
130402040304,0
130402040305,0
130402040306,0
130402040307,0
130402040401,0
130402040402,0
130402040403,0
130402040404,0
130402040405,0
130402040406,0
130402040407,0
130402050101,0
130402050102,0
130402050103,0
130402050104,0
130402050105,0
130402050106,0
130402050107,0
130402050201,0
130402050202,0
130402050203,0
130402050204,0
130402050205,0
130402050206,0
130402050207,0
130402050208,0
130402050209,0
130402050301,0
130402050302,0
130402050303,0
130402050304,0
130402050305,0
130402050306,0
130402050307,0
130402050308,0
130402050401,0
130402050403,0
130402050404,0
130402050405,0
130402060104,0
130402060105,0
130402060201,0
130402060204,0
130402060205,0
130402060208,0
130402060302,0
130402060303,0
130402060304,0
130402060305,0
130402060306,0
130402060401,0
130402060402,0
130402060403,0
130402060404,0
130402060405,0
130402060406,0
130402070101,0
130402070102,0
130402070103,0
130402070104,0
130402070105,0
130402070106,0
130402070201,0
130402070202,0
130402070203,0
130402070204,0
130402070205,0
130402070206,0
130402070301,0
130402070302,0
130402070303,0
130402070304,0
130402070305,0
130402070306,0
130402070401,0
130402070402,0
130402070403,0
130402070404,0
130402080101,0
130402080102,0
130402080103,0
130402080104,0
130402080201,0
130402080202,0
130402080203,0
130402080204,0
130402080205,0
130402080206,0
130402080301,0
130402080302,0
130402080303,0
130402080304,0
130402080305,0
130402080401,0
130402080402,0
130402080403,0
130402080404,0
130402090101,0
130402090102,0
130402090103,0
130402090104,0
130402090201,0
130402090202,0
130402090203,0
130402090204,0
130402090301,0
130402090302,0
130402090303,0
130402090304,0
130402090305,0
130402090306,0
130402090401,0
130402090402,0
130402090403,0
130402090404,0
130402090405,0
130402090501,0
130402090502,0
130402090503,0
130402090601,0
130402090602,0
130402090603,0
130402100101,0
130402100102,0
130402100103,0
130402100104,0
130402100105,0
130402100106,0
130402100201,0
130402100202,0
130402100203,0
130402100204,0
130402100205,0
130402100206,0
130402100207,0
130402100301,0
130402100302,0
130402100303,0
130402100304,0
130402100305,0
130402100401,0
130402100402,0
130402100403,0
130402100404,0
130402100405,0
130402110101,0
130402110102,0
130402110103,0
130402110104,0
130402110105,0
130402110106,0
130402110107,0
130402110108,0
130402110109,0
130402110201,0
130402110202,0
130402110203,0
130402110204,0
130402110205,0
130402110206,0
130402110207,0
130402110301,0
130402110302,0
130402110303,0
130402110304,0
130402120101,0
130402120102,0
130402120103,0
130402120104,0
130402120105,0
130402120106,0
130402120107,0
130402120108,0
130402120201,0
130402120202,0
130402120203,0
130402120204,0
130403010101,0
130403010102,0
130403010103,0
130403010104,0
130403010105,0
130403010106,0
130403010107,0
130403010201,0
130403010202,0
130403010204,0
130403010205,0
130403010206,0
130403010207,0
130403010208,0
130403010209,0
130403010301,0
130403010302,0
130403010303,0
130403010304,0
130403010305,0
130403010306,0
130403010403,0
130403010404,0
130403010405,0
130403010501,0
130403010502,0
130403010503,0
130403010504,0
130403010601,0
130403010602,0
130403010603,0
130403010604,0
130403010701,0
130403010702,0
130403010703,0
130403010801,0
130403010802,0
130403010803,0
130403010804,0
130403010805,0
130403010806,0
130403010807,0
130403010808,0
130403010809,0
130403010901,0
130403010902,0
130403010903,0
130403010904,0
130403010905,0
130403011001,0
130403011002,0
130403011003,0
130403011004,0
130403011005,0
130403011101,0
130403011102,0
130403011103,0
130403011104,0
130403011105,0
130403020101,0
130403020102,0
130403020103,0
130403020104,0
130403020105,0
130403020106,0
130500010202,500-1000
130500010203,100-200
130500010204,500-1000
130500010405,200-500
130500010406,200-500
130500010801,100-200
130500011001,50-100
130500011003,500-1000
130500011005,200-500
130500011102,200-500
130500011104,500-1000
130500011105,200-500
130500011202,200-500
130500011203,500-1000
130500040905,100-200
130500040913,>1000
130500042406,200-500
130403020201,0
130403020202,0
130403020203,0
130403020204,0
130403020205,0
130403020206,0
130403020301,0
130403020302,0
130403020303,0
130403020304,0
130403020305,0
130403020401,0
130403020402,0
130403020403,0
130403020404,0
130403020405,0
130403020406,0
130403020407,0
130403020408,0
130403030101,0
130403030102,0
130403030103,0
130403030201,0
130403030202,0
130403030203,0
130403030204,0
130403030301,0
130403030302,0
130403030303,0
130403030304,0
130403030305,0
130403030401,0
130403030402,0
130403030403,0
130403030404,0
130403030405,0
130500010101,0
130500010102,0
130500010103,0
130500010104,0
130500010201,0
130500010205,0
130500010301,0
130500010302,0
130500010303,0
130500010401,0
130500010402,0
130500010403,0
130500010404,0
130500010407,0
130500010501,0
130500010502,0
130500010503,0
130500010504,0
130500010505,0
130500010601,0
130500010602,0
130500010603,0
130500010604,0
130500010605,0
130500010701,0
130500010702,0
130500010703,0
130500010704,0
130500010705,0
130500010706,0
130500010802,0
130500010803,0
130500010804,0
130500010901,0
130500010902,0
130500010903,0
130500010904,0
130500011002,0
130500011004,0
130500011101,0
130500011103,0
130500011201,0
130500020101,0
130500020102,0
130500020103,0
130500020104,0
130500020105,0
130500020106,0
130500020201,0
130500020202,0
130500020203,0
130500020204,0
130500020205,0
130500020206,0
130500030101,0
130500030102,0
130500030103,0
130500030104,0
130500030105,0
130500030106,0
130500030107,0
130500030108,0
130500030109,0
130500030110,0
130500030111,0
130500030112,0
130500030201,0
130500030202,0
130500030203,0
130500030204,0
130500030205,0
130500030301,0
130500030302,0
130500030303,0
130500030401,0
130500030402,0
130500030403,0
130500030404,0
130500030405,0
130500030406,0
130500030407,0
130500030408,0
130500030409,0
130500030501,0
130500030502,0
130500030503,0
130500030504,0
130500030505,0
130500030506,0
130500030507,0
130500030601,0
130500030602,0
130500030603,0
130500030604,0
130500030605,0
130500030606,0
130500030607,0
130500030701,0
130500030702,0
130500030801,0
130500030802,0
130500030803,0
130500030804,0
130500030805,0
130500030806,0
130500030807,0
130500030808,0
130500030809,0
130500030810,0
130500030901,0
130500030902,0
130500030903,0
130500030904,0
130500030905,0
130500030906,0
130500030907,0
130500031001,0
130500031002,0
130500031003,0
130500031004,0
130500031005,0
130500031101,0
130500031102,0
130500031103,0
130500031104,0
130500031105,0
130500031106,0
130500031107,0
130500031108,0
130500031109,0
130500031110,0
130500031111,0
130500031201,0
130500031202,0
130500031203,0
130500031204,0
130500031205,0
130500031206,0
130500031301,0
130500031302,0
130500031303,0
130500031304,0
130500031401,0
130500031402,0
130500031403,0
130500031404,0
130500031405,0
130500031406,0
130500031407,0
130500031408,0
130500031501,0
130500031502,0
130500031503,0
130500031601,0
130500031602,0
130500031603,0
130500031604,0
130500031701,0
130500031702,0
130500031703,0
130500031704,0
130500031705,0
130500031706,0
130500031707,0
130500031801,0
130500031802,0
130500031803,0
130500031804,0
130500031805,0
130500031806,0
130500031807,0
130500031808,0
130500031901,0
130500031902,0
130500031903,0
130500032001,0
130500032002,0
130500032003,0
130500032004,0
130500032005,0
130500032101,0
130500032102,0
130500032103,0
130500032104,0
130500032105,0
130500032106,0
130500032201,0
130500032202,0
130500032203,0
130500032204,0
130500032205,0
130500032206,0
130500032207,0
130500032301,0
130500032302,0
130500032303,0
130500032304,0
130500032305,0
130500032306,0
130500032307,0
130500032308,0
130500032401,0
130500032402,0
130500032403,0
130500032404,0
130500032405,0
130500032406,0
130500032407,0
130500032408,0
130500032409,0
130500032410,0
130500032411,0
130500032412,0
130500032500,0
130500040101,0
130500040102,0
130500040103,0
130500040104,0
130500040105,0
130500040106,0
130500040107,0
130500040108,0
130500040201,0
130500040202,0
130500040203,0
130500040204,0
130500040205,0
130500040206,0
130500040207,0
130500040208,0
130500040209,0
130500040301,0
130500040302,0
130500040303,0
130500040304,0
130500040305,0
130500040306,0
130500040307,0
130500040401,0
130500040402,0
130500040403,0
130500040404,0
130500040405,0
130500040406,0
130500040501,0
130500040502,0
130500040503,0
130500040504,0
130500040505,0
130500040506,0
130500040601,0
130500040602,0
130500040603,0
130500040604,0
130500040605,0
130500040606,0
130500040701,0
130500040702,0
130500040703,0
130500040704,0
130500040705,0
130500040706,0
130500040707,0
130500040801,0
130500040802,0
130500040803,0
130500040901,0
130500040902,0
130500040903,0
130500040904,0
130500040906,0
130500040907,0
130500040908,0
130500040909,0
130500040910,0
130500040911,0
130500040912,0
130500041001,0
130500041002,0
130500041003,0
130500041004,0
130500041005,0
130500041006,0
130500041007,0
130500041101,0
130500041102,0
130500041103,0
130500041104,0
130500041105,0
130500041106,0
130500041107,0
130500041201,0
130500041202,0
130500041203,0
130500041204,0
130500041205,0
130500041301,0
130500041302,0
130500041303,0
130500041304,0
130500041305,0
130500041306,0
130500041307,0
130500041401,0
130500041402,0
130500041403,0
130500041404,0
130500041405,0
130500041406,0
130500041407,0
130500041501,0
130500041502,0
130500041503,0
130500041504,0
130500041505,0
130500041601,0
130500041602,0
130500041603,0
130500041604,0
130500041700,0
130500041801,0
130500041802,0
130500041803,0
130500041804,0
130500041805,0
130500041901,0
130500041902,0
130500041903,0
130500041904,0
130500042001,0
130500042002,0
130500042003,0
130500042004,0
130500042101,0
130500042102,0
130500042103,0
130500042104,0
130500042105,0
130500042106,0
130500042107,0
130500042108,0
130500042201,0
130500042202,0
130500042203,0
130500042204,0
130500042205,0
130500042206,0
130500042207,0
130500042301,0
130500042302,0
130500042303,0
130500042304,0
130500042305,0
130500042306,0
130500042307,0
130500042308,0
130500042309,0
130500042401,0
130500042402,0
130500042403,0
130500042404,0
130500042405,0
130500042501,0
130500042502,0
130500042503,0
130500042504,0
130500042505,0
130500042506,0
130600010101,0
130600010102,0
130600010103,0
130600010104,0
130600010201,0
130600010202,0
130600010203,0
130600010204,0
130600010205,0
130600010206,0
130600010207,0
130600010208,0
130600010301,0
130600010302,0
130600010303,0
130600010304,0
130600010305,0
130600010306,0
130600010307,0
130600010308,0
130600010401,0
130600010402,0
130600010403,0
130600010404,0
130600010405,0
130600010406,0
130600010407,0
130600010501,0
130600010502,0
130600010503,0
130600010504,0
130600010505,0
130600010601,0
130600010602,0
130600010603,0
130600010604,0
130600010605,0
130600010606,0
130600010607,0
130600010701,0
130600010702,0
130600010703,0
130600010704,0
130600010801,0
