HUC_12,CRP_acres
020501061407,200-500
020501061408,<50
020501061409,100-200
020501070101,50-100
020501070102,<50
020501070103,<50
020501070203,<50
020501070205,<50
020501070302,<50
020501070303,200-500
020501070304,50-100
020501070305,<50
020501070306,200-500
020501070307,100-200
020501070401,<50
020501070402,50-100
020501070403,500-1000
020501070501,<50
020501070502,<50
020501070503,500-1000
020501070504,500-1000
020501070601,500-1000
020501070602,500-1000
020501070701,<50
020402070404,0
020402070605,0
020403010101,0
020403010102,0
020403010103,0
020403010104,0
020403010105,0
020403010201,0
020403010202,0
020403010203,0
020403010301,0
020403010302,0
020403010303,0
020403010304,0
020403010305,0
020403010306,0
020403010401,0
020403010402,0
020403010403,0
020403010404,0
020403010405,0
020403010406,0
020403010407,0
020403010501,0
020403010502,0
020403010503,0
020403010504,0
020403010505,0
020403010601,0
020403010602,0
020403010603,0
020403010604,0
020403010605,0
020403010606,0
020403010608,0
020403010610,0
020403010701,0
020403010702,0
020403010703,0
020403010704,0
020403010705,0
020403010800,0
020403020101,0
020403020102,0
020403020104,0
020403020106,0
020403020201,0
020403020202,0
020403020203,0
020403020204,0
020403020205,0
020403020301,0
020403020302,0
020403020303,0
020403020304,0
020403020401,0
020403020402,0
020403020403,0
020403020404,0
020403020405,0
020403020406,0
020403020407,0
020403020408,0
020403020500,0
020403030101,0
020403030104,0
020403030203,0
020403030206,0
020403030503,0
020403030504,0
020403030601,0
020403030602,0
020403030603,0
020403030604,0
020403030605,0
020403040101,0
020403040201,0
020403040302,0
020403040303,0
020403040401,0
020403040402,0
020403040403,0
020403040404,0
020403040501,0
020403040502,0
020501010201,0
020501010202,0
020501010203,0
020501010204,0
020501010303,0
020501010304,0
020501010401,0
020501010403,0
020501010406,0
020501010501,0
020501010606,0
020501010701,0
020501010702,0
020501010801,0
020501010904,0
020501011101,0
020501011102,0
020501011103,0
020501011208,0
020501011209,0
020501011307,0
020501020103,0
020501020203,0
020501020204,0
020501020502,0
020501020505,0
020501020810,0
020501030201,0
020501030203,0
020501030204,0
020501030205,0
020501030301,0
020501030601,0
020501040102,0
020501040103,0
020501040104,0
020501040201,0
020501040301,0
020501040302,0
020501040304,0
020501040305,0
020501040402,0
020501040403,0
020501040405,0
020501040407,0
020501040608,0
020501040902,0
020501040909,0
020501040910,0
020501050202,0
020501050301,0
020501050302,0
020501050305,0
020501050308,0
020501050402,0
020501050403,0
020501050404,0
020501050405,0
020501050508,0
020501050605,0
020501060202,0
020501060901,0
020501070104,0
020501070105,0
020501070106,0
020501070107,0
020501070108,0
020501070109,0
020501070110,0
020501070201,0
020501070202,0
020501070204,0
020501070206,0
020501070207,0
020501070208,0
020501070301,0
020501070702,0
020501070703,200-500
020501070704,500-1000
020501070705,>1000
020501070706,200-500
020501070707,500-1000
020501070801,200-500
020501070802,50-100
020501070803,200-500
020501070804,200-500
020501070805,<50
020501070901,200-500
020501070902,500-1000
020501071001,200-500
020501071002,200-500
020501071003,200-500
020501071004,<50
020501071005,500-1000
020501071006,50-100
020502010101,>1000
020502010102,50-100
020502010103,100-200
020502010202,<50
020502010301,500-1000
020502010302,200-500
020502010304,<50
020502010305,50-100
020502010306,50-100
020502010307,<50
020502010308,<50
020502010309,200-500
020502010310,<50
020502010401,50-100
020502010402,<50
020502010403,200-500
020502010404,50-100
020502010406,<50
020502010407,<50
020502010408,200-500
020502010506,<50
020502010702,<50
020502010704,<50
020502010705,50-100
020502020101,<50
020502020102,<50
020502020204,<50
020502020401,200-500
020502020402,<50
020502020403,<50
020502020404,<50
020502020406,50-100
020502030102,100-200
020502030105,<50
020502030410,<50
020502030411,<50
020502030412,<50
020502040101,<50
020502040102,<50
020502040104,50-100
020502040105,<50
020502040106,50-100
020502040205,50-100
020502040301,50-100
020502040302,<50
020502040303,100-200
020502040304,<50
020502040305,50-100
020502040401,50-100
020502040402,50-100
020502040403,<50
020502040404,<50
020502040405,<50
020502040406,100-200
020502040407,100-200
020502050102,<50
020502050201,100-200
020502050202,50-100
020502050203,<50
020502050204,<50
020502050205,200-500
020502050206,<50
020502050207,100-200
020502050208,<50
020502050301,200-500
020502050302,<50
020502050303,200-500
020502050401,50-100
020502050402,500-1000
020502050403,200-500
020502050404,100-200
020502050405,100-200
020502050501,100-200
020502050502,50-100
020502050503,200-500
020502050504,500-1000
020502050506,<50
020502050601,200-500
020502050607,200-500
020502060101,200-500
020502060102,100-200
020502060103,>1000
020502060201,500-1000
020502060202,200-500
020502060203,<50
020502060204,<50
020502060206,<50
020502060207,200-500
020502060208,200-500
020502060302,<50
020502060303,<50
020502060401,100-200
020502060402,200-500
020502060501,50-100
020502060502,200-500
020502060504,<50
020502060506,<50
020502060507,200-500
020502060508,200-500
020502060509,100-200
020502060601,200-500
020502060602,200-500
020502060604,<50
020502060605,200-500
020502060701,200-500
020502060702,>1000
020502060802,<50
020502060803,500-1000
020502060901,200-500
020502060902,100-200
020502061001,50-100
020502061003,<50
020502061004,200-500
020502061005,50-100
020502061101,200-500
020502061102,>1000
020502061103,500-1000
020502061201,<50
020502061202,200-500
020502061203,500-1000
020502061204,200-500
020502061205,200-500
020502061206,<50
020502061207,200-500
020503010102,100-200
020503010103,200-500
020503010104,200-500
020503010201,<50
020503010202,200-500
020503010301,100-200
020503010302,<50
020503010303,50-100
020503010304,50-100
020503010305,200-500
020503010401,200-500
020503010402,500-1000
020503010404,50-100
020503010405,200-500
020503010406,200-500
020503010501,<50
020503010502,500-1000
020503010503,100-200
020503010601,50-100
020503010602,50-100
020503010603,100-200
020503010701,200-500
020503010702,200-500
020503010801,200-500
020503010802,200-500
020503010901,<50
020503010903,<50
020503010904,100-200
020503011001,200-500
020503011002,200-500
020503011003,500-1000
020503011004,<50
020503011005,100-200
020503011006,100-200
020503020101,200-500
020503020102,<50
020503020103,<50
020503020105,<50
020503020106,50-100
020503020201,<50
020503020302,<50
020503020303,50-100
020503020304,<50
020503020305,200-500
020503020401,<50
020503020402,50-100
020503020403,100-200
020503020404,<50
020503020505,500-1000
020503020506,200-500
020503020601,50-100
020503020602,200-500
020503020702,200-500
020503020703,200-500
020503020704,50-100
020503020802,200-500
020503030101,500-1000
020503030102,200-500
020503030103,100-200
020503030105,50-100
020503030201,<50
020503030202,200-500
020503030301,100-200
020503030302,100-200
020503030303,200-500
020503030401,100-200
020503030402,100-200
020503030403,100-200
020503030501,100-200
020503030502,<50
020503030503,<50
020503030504,200-500
020503030505,100-200
020503030602,<50
020503030603,<50
020503030701,200-500
020503030702,100-200
020503030802,50-100
020503030803,<50
020503030804,200-500
020503040103,200-500
020503040201,200-500
020503040202,200-500
020503040203,200-500
020503040301,100-200
020503040302,50-100
020503040401,<50
020503040402,50-100
020503040403,<50
020503040404,100-200
020503040501,<50
020503040502,200-500
020503040503,100-200
020503040601,<50
020503040602,<50
020503040603,200-500
020503040702,200-500
020503040801,500-1000
020503040802,100-200
020503040803,<50
020503040901,200-500
020503040902,200-500
020503040904,<50
020503040905,100-200
020503040906,50-100
020503040907,500-1000
020503041001,100-200
020503041002,200-500
020503041101,<50
020503041102,100-200
020503041201,200-500
020503041202,<50
020503041203,<50
020503041204,100-200
020503050101,100-200
020503050103,100-200
020503050104,200-500
020503050105,<50
020503050106,200-500
020503050107,100-200
020503050201,<50
020503050203,50-100
020503050301,<50
020503050302,<50
020503050303,50-100
020503050304,<50
020503050305,<50
020503050306,200-500
020503050307,50-100
020503050308,200-500
020503050401,50-100
020503050402,200-500
020503050403,500-1000
020503050405,50-100
020503050501,50-100
020503050502,50-100
020503050503,50-100
020503050505,<50
020503050601,200-500
020503050602,<50
020503050603,200-500
020503050605,50-100
020503050606,<50
020503050701,<50
020503050702,50-100
020503050703,50-100
020503050801,<50
020503050802,50-100
020503050901,<50
020503050902,50-100
020503050903,<50
020503050904,<50
020503050905,50-100
020503051001,50-100
020503051002,50-100
020503051005,<50
020503051010,100-200
020503051011,<50
020503060101,200-500
020503060102,<50
020503060201,100-200
020503060202,<50
020503060203,200-500
020503060204,100-200
020503060301,<50
020503060302,100-200
020503060303,100-200
020503060401,50-100
020503060402,200-500
020503060501,<50
020503060502,100-200
020503060503,<50
020503060504,50-100
020503060601,100-200
020503060602,200-500
020503060603,100-200
020503060701,<50
020503060702,<50
020503060703,50-100
020503060704,<50
020503060706,<50
020503060801,50-100
020503060802,100-200
020503060803,<50
020503060804,100-200
020503060901,100-200
020503060902,<50
020503060903,50-100
020503060904,<50
020503061002,50-100
020503061102,<50
020503061103,<50
020503061104,<50
020503061105,50-100
020503061106,50-100
020503061107,200-500
020503061201,<50
020503061202,100-200
020503061203,50-100
020503061204,100-200
020503061301,<50
020503061302,100-200
020503061303,<50
020503061304,<50
020503061401,<50
020503061402,<50
020503061403,100-200
020503061501,100-200
020503061502,200-500
020503061503,<50
020503061601,200-500
020503061602,100-200
020503061603,50-100
020503061604,200-500
020503061701,<50
020503061702,<50
020503061703,<50
020503061704,<50
020503061705,<50
020503061706,50-100
020503061707,50-100
020503061708,100-200
020503061709,100-200
020503061710,100-200
020503061711,100-200
020503061712,<50
020503061713,100-200
020600020101,<50
020600020102,100-200
020600020103,<50
020600020201,<50
020600020202,50-100
020600020203,<50
020502010201,0
020502010303,0
020502010405,0
020502010501,0
020502010502,0
020502010503,0
020502010504,0
020502010505,0
020502010507,0
020502010508,0
020502010601,0
020502010602,0
020502010701,0
020502010703,0
020502010706,0
020502010707,0
020502010708,0
020502010709,0
020502010710,0
020502010711,0
020502010712,0
020502010713,0
020502020201,0
020502020202,0
020502020203,0
020502020205,0
020502020206,0
020502020207,0
020502020301,0
020502020302,0
020502020303,0
020502020304,0
020502020305,0
020502020306,0
020502020307,0
020502020308,0
020502020309,0
020502020310,0
020502020311,0
020502020312,0
020502020405,0
020502020407,0
020502020501,0
020502020502,0
020502030101,0
020502030103,0
020502030104,0
020502030106,0
020502030201,0
020502030202,0
020502030203,0
020502030204,0
020502030205,0
020502030301,0
020502030302,0
020502030401,0
020502030402,0
020502030403,0
020502030404,0
020502030405,0
020502030406,0
020502030407,0
020502030408,0
020502030409,0
020502040103,0
020502040201,0
020502040202,0
020502040203,0
020502040204,0
020502050101,0
020502050505,0
020502050602,0
020502050603,0
020502050604,0
020502050605,0
020502050606,0
020502060205,0
020502060301,0
020502060304,0
020502060503,0
020502060505,0
020502060603,0
020502060801,0
020502061002,0
020503010101,0
020503010403,0
020503010902,0
020503020104,0
020503020202,0
020503020301,0
020503020501,0
020503020502,0
020503020503,0
020503020504,0
020503020701,0
020503020801,0
020503020803,0
020503030104,0
020503030601,0
020503030801,0
020503040101,0
020503040102,0
020503040701,0
020503040903,0
020503050102,0
020503050202,0
020503050404,0
020503050406,0
020503050407,0
020503050408,0
020503050504,0
020503050604,0
020503050906,0
020503051003,0
020503051004,0
020503051006,0
020503051007,0
020503051008,0
020503051009,0
020503060705,0
020503060707,0
020503061001,0
020503061101,0
020600010000,0
020600020104,0
020600020105,0
020600020204,200-500
020600020205,<50
020600020206,500-1000
020600020207,200-500
020600020301,200-500
020600020302,500-1000
020600020401,100-200
020600020402,200-500
020600020403,200-500
020600020404,200-500
020600020405,200-500
020600020406,500-1000
020600020407,>1000
020600020408,500-1000
020600020409,500-1000
020600020410,500-1000
020600020411,200-500
020600020501,200-500
020600020502,500-1000
020600020503,200-500
020600020504,50-100
020600020601,100-200
020600020602,200-500
020600020603,200-500
020600020604,200-500
020600020605,200-500
020600020606,200-500
020600020607,50-100
020600020608,<50
020600030101,50-100
020600030102,<50
020600030104,<50
020600030105,<50
020600030201,<50
020600030301,100-200
020600030302,100-200
020600030401,<50
020600030402,100-200
020600030403,<50
020600030404,<50
020600030405,<50
020600030406,<50
020600030501,50-100
020600030502,<50
020600030801,200-500
020600030802,200-500
020600030803,<50
020600030804,200-500
020600030805,200-500
020600030806,<50
020600031001,<50
020600031002,50-100
020600031003,<50
020600031004,<50
020600031101,<50
020600031102,<50
020600031201,<50
020600040401,<50
020600040402,<50
020600040403,50-100
020600040404,200-500
020600050101,500-1000
020600050102,200-500
020600050103,500-1000
020600050104,>1000
020600050105,200-500
020600050201,100-200
020600050202,200-500
020600050203,200-500
020600050204,200-500
020600050205,200-500
020600050206,500-1000
020600050301,50-100
020600050302,200-500
020600050303,100-200
020600050304,500-1000
020600050401,>1000
020600050402,200-500
020600050501,200-500
020600050502,200-500
020600050503,500-1000
020600050504,>1000
020600050505,100-200
020600050506,100-200
020600050507,200-500
020600050601,100-200
020600050602,200-500
020600060101,<50
020600060102,50-100
020600060103,<50
020600060201,50-100
020600060202,50-100
020600060301,<50
020600060304,<50
020600060403,<50
020600060502,<50
020600060503,<50
020600060504,100-200
020600060505,<50
020600060506,50-100
020600060507,<50
020600060601,100-200
020600060602,50-100
020600060603,<50
020700010101,50-100
020700010108,100-200
020700010201,200-500
020700010202,200-500
020700010301,100-200
020700010302,50-100
020700010303,<50
020700010304,50-100
020700010305,<50
020700010308,<50
020700010310,<50
020700010401,50-100
020700010402,50-100
020700010504,<50
020700010505,<50
020700010509,<50
020700010601,100-200
020700010602,50-100
020700010603,<50
020700010604,<50
020700010605,50-100
020700010606,<50
020700010607,<50
020700010608,200-500
020700010609,200-500
020700020101,200-500
020700020203,<50
020700020204,50-100
020700020205,<50
020700020403,<50
020700020501,200-500
020700020502,200-500
020700020503,500-1000
020700020504,<50
020700020505,100-200
020700020506,<50
020700020507,<50
020700020601,50-100
020700020602,<50
020700020603,<50
020700020701,100-200
020700020702,100-200
020700020704,100-200
020700020708,<50
020700020801,<50
020700020802,50-100
020700020803,50-100
020700030101,<50
020700030102,<50
020700030103,50-100
020700030104,<50
020700030105,100-200
020700030106,<50
020700030201,<50
020700030202,<50
020700030203,50-100
020700030204,50-100
020700030205,50-100
020700030301,<50
020700030302,<50
020700030304,200-500
020700030305,<50
020700030401,<50
020700030402,<50
020700030403,50-100
020700030501,<50
020700030502,<50
020700030503,100-200
020700030504,<50
020700030505,<50
020700030601,<50
020700030602,<50
020700030603,50-100
020700030604,50-100
020700030605,<50
020700030606,<50
020700030701,<50
020700030702,<50
020700030703,50-100
020700030704,<50
020700030705,200-500
020700030706,<50
020700030801,100-200
020700040101,200-500
020700040102,200-500
020700040201,<50
020700040202,<50
020700040301,100-200
020700040302,200-500
020700040303,200-500
020700040304,200-500
020700040305,50-100
020700040401,<50
020700040402,<50
020700040403,<50
020700040404,<50
020700040406,<50
020700040407,<50
020700040408,<50
020700040409,100-200
020700040501,50-100
020700040504,100-200
020700040505,<50
020700040601,200-500
020700040602,200-500
020700040603,<50
020700040604,<50
020700040605,200-500
020700040701,<50
020700040702,200-500
020700040703,50-100
020700040803,<50
020700040804,<50
020700040805,100-200
020700040806,200-500
020700040807,100-200
020700040901,<50
020700040902,<50
020700040903,<50
020700040904,<50
020700040905,<50
020700040906,<50
020700040907,<50
020700040909,<50
020700041002,<50
020700041003,<50
020700041004,50-100
020700041005,<50
020700041006,<50
020700041007,50-100
020700041008,100-200
020700041009,<50
020700041102,<50
020700041103,200-500
020700041104,100-200
020700041105,<50
020700041106,200-500
020700041107,<50
020700050101,200-500
020700050102,<50
020700050103,<50
020700050104,<50
020700050105,50-100
020700050201,200-500
020700050202,200-500
020700050203,50-100
020700050301,100-200
020700050302,100-200
020700050303,100-200
020700050404,<50
020700050405,<50
020700050503,<50
020700050504,<50
020700050601,50-100
020700050602,<50
020700050604,100-200
020700050605,100-200
020700050606,50-100
020700050701,50-100
020700050702,50-100
020700050703,<50
020700050704,<50
020700050705,100-200
020700050801,<50
020700050802,50-100
020700050803,50-100
020700050804,200-500
020700050805,<50
020700050901,50-100
020700050903,<50
020700050904,100-200
020700050905,<50
020700050906,<50
020700050907,<50
020700051001,<50
020700051002,<50
020700051004,<50
020700060102,<50
020700060103,<50
020700060104,<50
020700060106,<50
020700060201,<50
020700060202,50-100
020700060203,100-200
020700060204,50-100
020700060301,<50
020700060302,50-100
020700060303,100-200
020700060304,50-100
020700060305,50-100
020700060306,50-100
020700060403,<50
020700060501,<50
020700060502,<50
020700060503,50-100
020700060602,<50
020700060603,<50
020700060604,<50
020700060605,<50
020700060702,<50
020700070101,<50
020700070102,<50
020700070103,<50
020700070104,<50
020700070105,<50
020700070202,50-100
020700070203,<50
020700080101,100-200
020700080102,200-500
020700080103,200-500
020700080201,<50
020700080202,<50
020700080302,<50
020700080401,100-200
020700080402,50-100
020700080403,200-500
020700080501,<50
020700080502,50-100
020700080503,<50
020700080504,<50
020700080601,<50
020700080602,50-100
020700080701,<50
020700080703,<50
020700080801,<50
020700080802,100-200
020700080803,100-200
020700080904,100-200
020700090101,<50
020700090102,100-200
020700090201,<50
020700090202,100-200
020700090203,100-200
020700090302,<50
020700090303,50-100
020700090401,100-200
020700090402,200-500
020700090403,200-500
020700090404,>1000
020700090405,>1000
020700090501,200-500
020700090502,>1000
020700090503,200-500
020700090504,200-500
020700090505,50-100
020700090506,500-1000
020700090601,<50
020700090602,100-200
020700090603,200-500
020700090604,500-1000
020700090605,50-100
020700090606,200-500
020700090701,50-100
020700090702,100-200
020700090703,100-200
020700090704,100-200
020700100501,100-200
020700100502,<50
020700100504,<50
020700100601,<50
020700100602,50-100
020700100603,<50
020600020609,0
020600030106,0
020600030202,0
020600030203,0
020600030204,0
020600030601,0
020600030602,0
020600030701,0
020600030702,0
020600030703,0
020600030901,0
020600030902,0
020600031103,0
020600031202,0
020600031203,0
020600031204,0
020600040101,0
020600040102,0
020600040201,0
020600040202,0
020600040203,0
020600040301,0
020600040302,0
020600050508,0
020600050509,0
020600050603,0
020600050604,0
020600050605,0
020600060104,0
020600060105,0
020600060203,0
020600060302,0
020600060303,0
020600060401,0
020600060402,0
020600060501,0
020600060604,0
020700010102,0
020700010103,0
020700010104,0
020700010105,0
020700010106,0
020700010107,0
020700010306,0
020700010307,0
020700010309,0
020700010501,0
020700010502,0
020700010503,0
020700010506,0
020700010507,0
020700010508,0
020700020102,0
020700020103,0
020700020201,0
020700020202,0
020700020206,0
020700020207,0
020700020301,0
020700020302,0
020700020401,0
020700020402,0
020700020703,0
020700020705,0
020700020706,0
020700020707,0
020700020709,0
020700030707,0
020700030708,0
020700030802,0
020700030803,0
020700040203,0
020700040204,0
020700040205,0
020700040405,0
020700040502,0
020700040503,0
020700040801,0
020700040802,0
020700040908,0
020700041001,0
020700041101,0
020700041108,0
020700050401,0
020700050402,0
020700050403,0
020700050501,0
020700050502,0
020700050603,0
020700050902,0
020700051003,0
020700051005,0
020700060101,0
020700060105,0
020700060401,0
020700060402,0
020700060601,0
020700060701,0
020700060703,0
020700070201,0
020700070301,0
020700070302,0
020700070303,0
020700070304,0
020700080301,0
020700080505,0
020700080702,0
020700080704,0
020700080901,0
020700080902,0
020700080903,0
020700080905,0
020700081001,0
020700081002,0
020700081003,0
020700081004,0
020700081005,0
020700090301,0
020700100101,0
020700100102,0
020700100103,0
020700100201,0
020700100202,0
020700100203,0
020700100204,0
020700100301,0
020700100302,0
020700100303,0
020700100304,0
020700100305,0
020700100306,0
020700100307,0
020700100401,0
020700100402,0
020700100503,0
020700100604,<50
020700100605,<50
020700100606,50-100
020700100701,<50
020700100702,<50
020700110102,<50
020700110106,<50
020700110202,<50
020700110205,50-100
020700110206,<50
020700110207,<50
020700110303,<50
020700110304,100-200
020700110305,100-200
020700110306,100-200
020700110401,<50
020700110402,50-100
020700110403,100-200
020700110501,200-500
020700110502,50-100
020700110503,100-200
020700110504,100-200
020700110505,50-100
020700110601,50-100
020700110602,<50
020700110603,<50
020700110604,50-100
020700110701,200-500
020700110703,<50
020700110704,100-200
020700110801,<50
020700110802,<50
020700110803,<50
020700110804,<50
020700110805,<50
020700110806,<50
020700110902,<50
020700110903,<50
020700110904,<50
020801020102,<50
020801020103,<50
020801020104,<50
020801020105,<50
020801020201,200-500
020801020202,50-100
020801020204,<50
020801020301,<50
020801020302,50-100
020801020401,<50
020801020403,<50
020801020404,<50
020801020405,<50
020801030101,<50
020801030102,100-200
020801030103,<50
020801030104,100-200
020801030201,<50
020801030202,<50
020801030203,100-200
020801030301,100-200
020801030302,100-200
020801030303,<50
020801030304,50-100
020801030401,<50
020801030402,50-100
020801030403,100-200
020801030404,<50
020801030405,200-500
020801030501,<50
020801030502,<50
020801030503,50-100
020801030601,100-200
020801030602,50-100
020801030603,<50
020801030604,<50
020801030701,100-200
020801030702,50-100
020801030703,100-200
020801030801,100-200
020801030802,<50
020801030803,<50
020801030804,50-100
020801030902,<50
020801030903,<50
020801030904,200-500
020801030906,50-100
020801031001,100-200
020801031002,<50
020801031003,100-200
020801031101,50-100
020801031102,<50
020801031103,<50
020801040101,50-100
020801040102,<50
020801040104,<50
020801040201,<50
020801040203,200-500
020801040301,100-200
020801040302,<50
020801040303,200-500
020801040304,50-100
020801040305,50-100
020801040401,<50
020801040402,<50
020801040403,<50
020801040404,100-200
020801040405,50-100
020801040406,50-100
020801040501,<50
020801040502,<50
020801040503,<50
020801040504,<50
020801040601,<50
020801040602,<50
020801040701,50-100
020801040702,<50
020801050101,<50
020801050102,100-200
020801050103,<50
020801050104,<50
020801050201,<50
020801050202,<50
020801050204,<50
020801050205,<50
020801050301,<50
020801050303,<50
020801050401,<50
020801050402,200-500
020801050403,50-100
020801050501,<50
020801050502,50-100
020801050503,<50
020801050504,<50
020801050601,50-100
020801050602,<50
020801050603,<50
020801050604,<50
020801060101,<50
020801060102,50-100
020801060103,50-100
020801060201,50-100
020801060202,<50
020801060203,<50
020801060204,<50
020801060302,<50
020801060401,<50
020801060402,<50
020801060403,100-200
020801060404,50-100
020801060501,<50
020801060502,100-200
020801060701,50-100
020801060702,50-100
020801060802,<50
020801061004,<50
020801061005,50-100
020801061101,50-100
020801061102,<50
020801070102,<50
020801070103,<50
020801090101,100-200
020801090102,100-200
020801090201,<50
020801090202,<50
020801090204,50-100
020801090205,50-100
020801090301,100-200
020801090302,200-500
020801090303,200-500
020801090304,50-100
020801090305,50-100
020801090306,100-200
020801090307,50-100
020801090401,100-200
020801090402,200-500
020801090403,50-100
020801090404,50-100
020801090405,50-100
020801090406,100-200
020801090501,200-500
020801090502,200-500
020801090503,200-500
020801090504,200-500
020801090505,200-500
020801100101,>1000
020801100102,>1000
020801100103,100-200
020801100201,50-100
020801100202,500-1000
020801100203,100-200
020801100204,<50
020801100205,<50
020801100301,<50
020801100302,100-200
020801100303,100-200
020801100304,200-500
020801100305,500-1000
020801100306,50-100
020801100307,200-500
020801100401,200-500
020801100402,100-200
020801100403,200-500
020801100404,100-200
020801100405,500-1000
020801100501,<50
020801100601,<50
020801110101,500-1000
020801110102,200-500
020801110201,200-500
020801110202,500-1000
020801110203,>1000
020801110204,200-500
020801110205,500-1000
020801110301,200-500
020801110302,500-1000
020801110303,200-500
020801110401,500-1000
020801110402,100-200
020801110501,500-1000
020801110502,50-100
020801110601,50-100
020801110602,<50
020801110702,<50
020801110703,100-200
020801110801,50-100
020801110802,50-100
020801110803,50-100
020801110804,<50
020801110902,<50
020802010101,<50
020802010102,100-200
020802010103,<50
020802010201,50-100
020802010202,<50
020802010402,<50
020802010403,<50
020802010404,<50
020802010502,<50
020802010601,<50
020802010604,50-100
020802010605,<50
020802010701,100-200
020802010703,<50
020802010704,50-100
020802010801,<50
020802011002,<50
020802011101,<50
020802011102,<50
020802011201,<50
020802011203,<50
020802011205,<50
020802011301,<50
020802011302,<50
020802011401,<50
020802011402,<50
020802011403,<50
020802011501,<50
020802011502,<50
020802011504,<50
020802011505,<50
020802020103,<50
020802020105,50-100
020802020106,50-100
020802020108,<50
020802020201,50-100
020802020202,<50
020802020203,<50
020802020204,100-200
020802020205,100-200
020802020301,<50
020802020302,<50
020802020303,<50
020802020402,50-100
020802020404,<50
020802020501,<50
020802020502,<50
020802020504,<50
020802020505,100-200
020802020506,<50
020802030101,<50
020802030102,50-100
020802030103,<50
020802030203,<50
020802030302,50-100
020802030303,100-200
020802030305,<50
020802030306,<50
020802030402,<50
020802030404,<50
020802030406,50-100
020802030501,<50
020802030502,<50
020802030503,<50
020802030504,<50
020802030505,<50
020802030506,<50
020802030602,<50
020802030604,<50
020802030701,<50
020802030702,50-100
020802030801,50-100
020802030803,<50
020802030804,<50
020802030901,<50
020802030902,<50
020802030903,<50
020802031001,<50
020802031101,50-100
020802031102,<50
020802031103,<50
020802031104,<50
020802031201,100-200
020802031202,<50
020802031203,50-100
020802031204,<50
020802031301,<50
020802031302,<50
020802031303,50-100
020802031304,100-200
020802031401,<50
020802031403,100-200
020802031501,<50
020802031502,<50
020802040101,100-200
020802040102,<50
020802040104,<50
020802040105,<50
020802040201,<50
020802040202,<50
020802040203,<50
020802040301,<50
020802040302,100-200
020802040303,<50
020802040304,<50
020802040305,<50
020802040401,<50
020802040402,<50
020802040403,<50
020802040404,<50
020802040405,<50
020802040501,<50
020802040502,<50
020802040503,<50
020802040504,50-100
020802050101,<50
020802050103,<50
020802050201,<50
020802050202,<50
020802050203,<50
020802050204,<50
020802050205,<50
020802050301,<50
020802050302,<50
020802050303,100-200
020802050401,<50
020802050402,50-100
020802050403,200-500
020802050404,<50
020802050501,<50
020802050503,<50
020802050505,<50
020802050603,<50
020700100703,0
020700100704,0
020700100705,0
020700100801,0
020700100802,0
020700100803,0
020700100804,0
020700100805,0
020700110101,0
020700110103,0
020700110104,0
020700110105,0
020700110201,0
020700110203,0
020700110204,0
020700110301,0
020700110302,0
020700110702,0
020700110901,0
020700111001,0
020801010000,0
020801020101,0
020801020203,0
020801020303,0
020801020402,0
020801020406,0
020801020407,0
020801020408,0
020801030901,0
020801030905,0
020801031104,0
020801031105,0
020801040103,0
020801040202,0
020801040603,0
020801040703,0
020801040704,0
020801040705,0
020801050105,0
020801050203,0
020801050302,0
020801060301,0
020801060303,0
020801060304,0
020801060503,0
020801060601,0
020801060602,0
020801060603,0
020801060801,0
020801060803,0
020801060901,0
020801060902,0
020801060903,0
020801060904,0
020801061001,0
020801061002,0
020801061003,0
020801070101,0
020801070104,0
020801070201,0
020801070202,0
020801070203,0
020801070204,0
020801080101,0
020801080102,0
020801080103,0
020801080104,0
020801080201,0
020801080202,0
020801090203,0
020801100206,0
020801100502,0
020801100503,0
020801100602,0
020801100603,0
020801110701,0
020801110704,0
020801110901,0
020802010203,0
020802010204,0
020802010205,0
020802010301,0
020802010302,0
020802010303,0
020802010304,0
020802010401,0
020802010405,0
020802010501,0
020802010503,0
020802010504,0
020802010505,0
020802010506,0
020802010507,0
020802010602,0
020802010603,0
020802010702,0
020802010802,0
020802010803,0
020802010901,0
020802010902,0
020802010903,0
020802010904,0
020802011001,0
020802011003,0
020802011202,0
020802011204,0
020802011503,0
020802020101,0
020802020102,0
020802020104,0
020802020107,0
020802020401,0
020802020403,0
020802020503,0
020802030201,0
020802030202,0
020802030301,0
020802030304,0
020802030401,0
020802030403,0
020802030405,0
020802030601,0
020802030603,0
020802030703,0
020802030802,0
020802031002,0
020802031003,0
020802031402,0
020802040103,0
020802050102,0
020802050405,0
020802050502,0
020802050504,0
020802050601,0
020802050602,0
020802050604,0
020802050605,0
020802050606,0
020802050607,0
020802060103,<50
020802060201,100-200
020802060202,100-200
020802060203,<50
020802060204,<50
020802060301,<50
020802060302,<50
020802060303,50-100
020802060505,<50
020802060602,<50
020802060603,<50
020802060703,<50
020802060801,<50
020802060803,<50
020802060902,<50
020802060903,50-100
020802060905,<50
020802070101,200-500
020802070102,200-500
020802070103,100-200
020802070201,<50
020802070202,<50
020802070203,<50
020802070204,200-500
020802070205,200-500
020802070206,50-100
020802070301,<50
020802070302,<50
020802070303,<50
020802070304,50-100
020802070305,200-500
020802070401,200-500
020802070402,100-200
020802070403,100-200
020802070404,<50
020802070405,<50
020802070406,50-100
020802070501,100-200
020802070502,100-200
020802070503,500-1000
020802070504,200-500
020802070601,200-500
020802070603,<50
