HUC_12,Crop_P_removal_kg_ha
101600031808,13.3273063048
101600031901,2.862766824
101600031902,9.82493781293
101600031903,13.9807887226
101600031904,15.5148137546
101600031905,14.9077966477
101600031906,13.8726492388
101600032001,15.8190054228
101600032002,12.882188132
101600032003,14.2290505801
101600032004,15.9102062754
101600032005,15.0756791365
101600032101,16.0354044473
101600032102,15.1461554558
101600032103,10.9562294837
101600032104,12.9222599558
101600040101,5.61174515141
101600040102,8.80344884439
101600040103,8.04813562971
101600040104,7.58804644676
101600040105,5.04846111083
101600040106,10.1403869085
101600040201,10.6081137431
101600040202,15.7555899305
101600040203,12.8631386963
101600040204,13.2144935269
101600040205,15.0409870934
101600040301,12.6554590309
101600040302,10.1759269804
101600040303,7.83082294891
101600040304,14.0165167299
101600040401,15.8799055964
101600040402,15.6518571723
101600040403,16.0589421406
101600040404,14.9452075918
101600040501,11.6938483061
101600040502,9.5274310424
101600040503,10.0591043722
101600040504,11.1693070709
101600040505,10.4296128152
101600040506,7.37764942735
101600040507,9.59074747263
101600040508,12.7102958383
101600040601,15.837846668
101600040602,15.6432245565
101600040603,15.8674527577
101600040604,15.1498704642
101600040701,7.14720511643
101600040702,10.3247816152
101600040703,8.09263429314
101600040704,15.060085299
101600040705,14.249045971
101600040801,14.3997652825
101600040802,15.3591809201
101600040803,15.8414975795
101600050101,11.446785507
101600050102,14.5739525599
101600050103,14.1452772544
101600050104,17.1134216023
101600050105,15.4195544397
101600050201,6.25870672404
101600050202,9.68967044344
101600050203,7.48894363522
101600050204,12.1894940181
101600050205,14.1763959571
101600050301,8.42626647288
101600050302,13.1737397571
101600050303,12.1344216433
101600050304,9.86949646725
101600050305,10.0556044079
101600050306,14.7705442265
101600050401,16.2865438578
101600050402,16.2753613022
101600050403,15.7312497623
101600050404,14.2734176799
101600060101,14.8526218141
101600060102,15.1347668406
101600060103,14.0569321476
101600060104,13.6663579833
101600060105,12.9409471708
101600060201,11.4652100315
101600060202,13.7068773858
101600060203,10.3022086174
101600060204,6.03017224208
101600060205,11.1909936626
101600060206,12.9161518344
101600060301,12.1143595966
101600060302,12.785839574
101600060303,13.3994681052
101600060304,13.6293660223
101600060305,13.7182643515
101600060306,13.6404369289
101600060307,13.4242875643
101600060308,13.6655086573
101600060309,12.9099401878
101600060401,11.6964856981
101600060402,13.905897505
101600060403,11.1247489296
101600060404,12.4861680633
101600060405,11.4016722032
101600060406,11.8397923403
101600060501,11.3806122007
101600060502,12.7451468579
101600060503,13.3161566467
101600060504,11.4661068364
101600060601,11.5812115505
101600060602,12.531660138
101600060603,12.395341685
101600060604,12.5190803395
101600060605,9.60051598971
101600060701,12.6272688053
101600060702,11.8910082154
101600060703,12.7893454331
101600060704,9.86576341365
101600060801,9.37482336579
101600060802,9.06318872384
101600060803,8.82384036419
101600060804,6.3975100342
101600060901,5.91102804825
101600060902,7.16380866583
101600060903,12.0973318483
101600060904,10.0657971064
101600060905,9.88414232464
101600060906,9.29064910104
101600060907,8.94167629253
101600060908,9.27175184103
101600060909,8.97014323113
101600060910,8.67892704635
101600061001,13.5346424181
101600061002,11.1103817431
101600061003,11.2015874187
101600061004,11.7194515987
101600061005,9.46393557356
101600061006,7.45958160722
101600061007,8.57596645513
101600061008,9.31597333616
101600061009,7.52076661255
101600061010,9.48751278616
101600061011,8.45141375451
101600061012,5.43807570715
101600061101,11.7051209344
101600061102,10.1674504255
101600061103,10.7650323083
101600061104,13.5358031718
101600061105,13.5721945929
101600061106,10.08978222
101600061107,8.92811248365
101600061201,11.5876980386
101600061202,11.9156198391
101600061203,12.6991285186
101600061204,12.1172656146
101600061205,13.9165076669
101600061206,7.6390809659
101600061207,9.36593000708
101600061208,6.95936126176
101600061301,8.18562046585
101600061302,8.37148055626
101600061303,8.24167230835
101600061304,7.81410159398
101600061305,9.55322753499
101600061306,8.40598553612
101600061307,8.76957576009
101600061308,7.89571940485
101600061309,5.73773606543
101600061401,7.88086881782
101600061402,7.32234921461
101600061403,5.18114966836
101600061404,11.4618779709
101600061405,6.77920071437
101600061406,2.91130300973
101600070101,8.17663000365
101600070102,8.81964051029
101600070103,4.93290455347
101600070104,11.7679536035
101600070105,12.5205859037
101600070106,11.9709407954
101600070201,5.94777604895
101600070202,4.5342381044
101600070203,5.77537174175
101600070204,8.28380440222
101600070205,8.44532602328
101600070206,7.61520896969
101600070207,5.18253509833
101600070208,6.36120246533
101600070209,6.21292815762
101600070210,3.22803263286
101600070211,6.12185771507
101600070212,6.71089618838
101600070213,8.87521017211
101600070301,7.63786021031
101600070302,6.56246298688
101600070303,7.19845869597
101600070304,7.66306626621
101600070305,7.19595660954
101600070401,6.31897559994
101600070402,8.94997119361
101600070403,10.5684026087
101600070404,12.9966177284
101600080101,8.75573382751
101600080102,8.54318932034
101600080103,2.46355951804
101600080104,4.25717214267
101600080105,11.2047014344
101600080106,5.7925522735
101600080107,11.0611105533
101600080108,14.7103030906
101600080109,14.105233116
101600080201,1.8425611722
101600080202,8.0647697286
101600080203,5.09415414629
101600080204,11.1600861117
101600080205,13.7436126945
101600080301,14.9346153591
101600080302,13.7409079835
101600080303,13.0523097148
101600080304,15.076020208
101600080305,12.0495334963
101600080306,11.9904043107
101600080401,7.17874174115
101600080402,1.74900525089
101600080403,3.17984193045
101600080404,2.79091385571
101600080405,3.67178677547
101600080406,7.82324370497
101600080407,4.2042098945
101600080408,7.27640311667
101600080409,11.2065130374
101600080410,9.1629562749
101600080501,13.0134804823
101600080502,12.2220676134
101600080503,12.4934417911
101600080504,10.9934086888
101600080505,11.6730859097
101600080506,12.7498682599
101600080507,12.7878823639
101600080601,15.3933801192
101600080602,14.1667687224
101600080603,13.4450121092
101600080604,16.0586606907
101600080605,14.5674515747
101600080606,15.7159683475
101600080607,13.386891065
101600080608,13.2904187001
101600080609,14.0877051397
101600080610,12.9117229741
101600090101,4.74766869746
101600090102,4.95466588115
101600090103,10.3657242433
101600090104,12.6727070958
101600090105,4.50335675918
101600090106,5.59037425182
101600090107,8.38758069927
101600090108,12.057157679
101600090109,12.3366548871
101600090201,5.92916550539
101600090202,3.55261395493
101600090203,4.65030496458
101600090204,5.10951290822
101600090205,4.58441403046
101600090206,4.12641844291
101600090207,4.5251565294
101600090208,2.83513757738
101600090209,3.11695905363
101600090301,1.52656096139
101600090302,4.32669204234
101600090303,6.97434677846
101600090401,9.3586022268
101600090402,4.7522816872
101600090403,4.25777355474
101600090404,3.98223813373
101600090405,8.78000441253
101600090406,12.516502603
101600090501,5.03319862598
101600090502,7.27452447994
101600090503,12.7517438938
101600090601,8.33034512891
101600090602,9.1390427999
101600090603,12.2947969149
101600090604,5.65695797604
101600090605,9.05706130588
101600090606,9.58419757902
101600090607,11.4046578445
101600090608,12.2176465752
101600090701,13.750308308
101600090702,12.0924981194
101600090703,12.4919542212
101600110101,6.87578528291
101600110102,5.1187558316
101600110201,8.44649026191
101600110202,8.05524450188
101600110203,4.52855652186
101600110301,4.73423604125
101600110302,7.0740926737
101600110303,5.14413703325
101600110304,6.13186843896
101600110401,7.4891189772
101600110402,7.06800270134
101600110403,6.5354994492
101600110404,7.42949218967
101600110405,7.40595331645
101600110406,5.2479634022
101600110501,7.61450370063
101600110502,8.78861877078
101600110601,12.3994461312
101600110602,9.61380533358
101600110603,8.44394342822
101600110604,8.31261243456
101600110605,8.18842764014
101600110606,8.20017655127
101600110607,9.27593671806
101600110608,8.44831270248
101600110701,5.94289438341
101600110702,5.55198176446
101600110703,5.47101128443
101600110704,5.39685588611
101600110705,5.58080615907
101600110706,5.8788633174
101600110707,5.81975793108
101600110801,5.77744288314
101600110802,5.76471745667
101600110803,5.9835263819
101600110804,5.73337077653
101600110901,6.21325220779
101600110902,6.52644182411
101600110903,6.57898704013
101600110904,6.70585999244
101600110905,6.17991324488
101600110906,8.09740927562
101600110907,7.26059556465
101600110908,5.51112156315
101600111001,6.72487700471
101600111002,7.77859404596
101600111003,8.11940304447
101600111004,7.61885014194
101600111005,7.63084906522
101600111101,8.66516976718
101600111102,8.56025016054
101600111201,8.20950972528
101600111202,8.11578084771
101600111203,6.55722245194
101600111204,6.47897922887
101600111205,6.6120921213
101600111206,5.97047279453
101600111207,7.51717039881
101600111301,6.57254045145
101600111302,6.50996197967
101600111303,5.98517868662
101600111401,9.20496073665
101600111402,5.20016289546
101600111403,8.78670561034
101600111404,8.00741131948
101600111405,6.26581367708
101600111501,8.33253493687
101600111502,8.32110275808
101600111503,8.88402556368
101600111504,8.93181316046
101600111505,8.56796290823
101600111506,8.52089049542
101600111507,8.03255789007
101600111508,7.58493347397
101600111509,6.9460781092
101600111510,7.32693981621
101600111511,5.34701410518
101600111601,6.35255913302
101600111602,6.19250749872
101600111603,5.76985658802
101600111701,6.12674405693
101600111702,5.41029214103
101600111801,6.2221109723
101600111802,4.9411284503
101600111803,6.30979667324
101600111804,6.28602662729
101600111805,5.41455822647
101600111806,6.35707092655
101600111807,6.21879567228
101600111901,5.81621892401
101600111902,6.48531837591
101600111903,7.44565564412
101600111904,6.81048478062
101600112001,6.34840438902
101600112002,5.8421836719
101600112003,7.19072787672
101600112004,6.17044350208
101701010101,5.9450205652
101701010102,6.14216182042
101701010103,5.72423440304
101701010104,6.15371700897
101701010105,6.21519486098
101701010201,5.8089980083
101701010202,6.23086165966
101701010203,6.30524202045
101701010204,7.19728704052
101701010205,6.55420560057
101701010206,7.33622628438
101701010207,7.25646678696
101701010208,6.76970637712
101701010209,6.82753634789
101701010210,7.07863624896
101701010211,6.72110227799
101701010301,6.40239842516
101701010302,5.66979128836
101701010303,4.58477836211
101701010304,5.66607611782
101701010305,3.47236721075
101701010401,1.73738651062
101701010402,1.22090445377
101701010403,6.69737323741
101701010404,1.57211762112
101701010405,3.41663336162
101701010501,10.7276911936
101701010502,7.17267920321
101701010503,8.98168047609
101701010504,5.22001695868
101701010601,8.02208097052
101701010602,9.64141044455
101701010603,4.50969272143
101701010701,20.6985108519
101701010702,9.95313435774
101701010703,15.6610606147
101701010704,7.03477679368
101701010705,1.69249426759
101701010706,0.931081292326
101701010801,6.00403094854
101701010802,5.79751925769
101701010803,5.54813785479
101701010804,5.57310978708
101701010805,4.75890094795
101701010901,2.74239537021
101701010902,1.4874100934
101701010903,0.740686261349
101701010904,5.76046989085
101701010905,5.75239481799
101701010906,2.46297908318
101701010907,3.73327911689
101701010908,2.84766429454
101701010909,1.63393985281
101701011001,7.60840588505
101701011002,7.92762115844
101701011003,9.2908941971
101701011004,8.49468500643
101701011101,11.3469881637
101701011102,9.59766859719
101701011103,10.6047274346
101701011104,10.8353506484
101701011105,8.99379571192
101701011106,9.13147984577
101701011107,6.64453526475
101701011201,8.52266159515
101701011202,7.69041327745
101701011203,6.72378457454
101701011204,6.43007144974
101701011205,7.93932159056
101701011206,6.96985943243
101701011301,7.02957066786
101701011302,7.80997174217
101701011303,8.02295525911
101701011304,6.9116072142
101701011305,7.46724551266
101701011401,8.43794047844
101701011402,12.2330914945
101701011403,9.79794034462
101701011501,2.52939364878
101701011502,4.81712668384
101701011503,11.2030184943
101701011504,7.23176255349
101701020101,6.37851387375
101701020102,11.343090398
101701020103,8.87761265592
101701020201,12.9282151817
101701020202,7.81555550766
101701020301,7.02555759728
101701020302,8.76366826286
101701020303,11.0588515571
101701020304,9.39450772055
101701020305,8.94361700338
101701020401,8.72686022096
101701020402,9.01672935346
101701020403,8.70318565009
101701020404,8.77338264194
101701020405,9.21009606917
101701020501,9.19811420455
101701020502,7.52750328251
101701020503,8.4117364044
101701020504,8.85147698126
101701020601,8.77134751955
101701020602,8.98318186222
101701020603,8.04050187795
101701020604,9.37816357318
101701020605,9.03133359394
101701020606,8.32974080739
101701020701,11.3967864168
101701020801,8.8127866878
101701020901,9.14904771675
101701021001,10.6812453922
101701021002,9.30840895177
101701021003,9.58849246627
101701021004,9.51423138989
101701021005,9.76908958855
101701021006,9.53558837878
101701021101,9.50930234736
101701021102,9.06374565191
101701021103,8.95383861022
101701021104,9.23394128277
101701021201,8.51736370293
101701021203,8.94451413338
101701021204,8.82284478535
101701021205,9.0360043262
101701021206,8.90827815487
101701021207,9.05023758529
101701021301,9.53116390178
101701021401,8.7163423614
101701021402,8.87393625069
101701021403,10.3498146939
101701021501,11.097499102
101701021502,10.8570840231
101701021601,10.3186297597
101701021701,7.651784813
101701021702,8.06911741887
101701021801,7.40844245988
101701021802,6.7061477423
101701021803,7.85621789388
101701021804,7.65597915079
101701021805,10.4085658876
101701021806,9.27812249452
101701021901,9.59917445032
101701021902,10.3010381262
101701022001,10.3324844476
101701022002,10.3993387269
101701022003,9.84023158186
101701022004,10.4140829395
101701022005,9.08994249119
101701030101,11.3489420841
101701030102,9.43626581354
101701030103,9.81379117575
101701030104,11.1928200962
101701030105,10.0655550968
101701030201,9.83083553378
101701030202,10.4172277656
101701030203,10.1576272055
101701030204,11.5935946216
101701030205,11.5157858341
101701030206,12.4103834534
101701030207,8.82168428327
101701030208,10.0108756944
101701030209,5.53301184418
101701030210,7.00660921282
101702010101,6.50068997735
101702010102,9.2579328237
101702010103,7.29164205638
101702010104,7.90805184974
101702010105,9.30441195824
101702010201,2.10055947913
101702010202,3.19023371071
101702010203,4.85332689213
101702010204,5.43667990617
101702010205,2.14173034285
101702010206,4.43796069322
101702010207,5.23787639208
101702010208,5.11896857932
101702010301,8.32747790869
101702010302,5.91744587755
101702010401,5.38239281313
101702010402,9.28261541734
101702010403,7.90439732201
101702010404,8.7913738504
101702010405,5.55682880276
101702010406,7.95791902456
101702010407,9.86803253495
101702010408,10.3350592522
101702010409,8.13464217257
101702010410,7.83761016081
101702010411,10.4292765869
101702010501,5.62190320797
101702010502,8.66999455149
101702010503,6.64429725857
101702010504,6.26102814392
101702010601,11.7197224572
101702010602,8.02565512149
101702010603,10.4769237006
101702010604,9.93169844331
101702010701,6.45529308078
101702010702,7.41626398019
101702010801,10.5235727929
101702010802,13.5797784641
101702010901,10.9549585251
101702010902,7.41871178619
101702010903,9.30532088886
101702010904,11.3310918488
101702010905,14.1656972517
101702010906,16.4010368354
101702020101,7.04279651334
101702020102,8.8775847412
101702020103,10.578598783
101702020104,7.16362589564
101702020105,6.75746485796
101702020201,11.7854089579
101702020202,13.0902642918
101702020203,15.3610281588
101702020204,14.6112654604
101702020205,13.1705217349
101702020301,14.1356933062
101702020302,11.1686494302
101702020303,13.6112163049
101702020304,12.8343894829
101702020305,12.2370551328
101702020306,9.14735237183
101702020307,12.8992194615
101702020308,9.35504377886
101702020401,7.05957201217
101702020402,7.11829026005
101702020403,10.1982009957
101702020404,9.86199679133
101702020501,11.5579511207
101702020502,10.8473351709
101702020601,13.0621199244
101702020602,11.7229489645
101702020701,13.1531261424
101702020702,14.422347858
101702020703,13.5355551624
101702020704,13.8494870842
101702020801,12.8804677441
101702020802,14.3316721145
101702020803,13.2357511998
101702020804,14.7823001767
101702020805,13.0396742948
101702020806,11.134250195
101702020807,13.0398318706
101702020901,8.1858128175
101702020902,12.3601472843
101702021001,13.6148057411
101702021002,13.6922499785
101702021003,14.4130553143
101702021101,12.0597672517
101702021102,14.8923797048
101702021103,11.0702295825
101702021104,12.3614950944
101702021105,11.7719803683
101702021106,12.0480838426
101702021107,7.73327514373
101702021108,10.8377058974
101702021109,12.4063671781
101702021110,12.1927696104
101702030101,14.4860931889
101702030102,15.9150287006
101702030201,14.9440405019
101702030202,16.5893584758
101702030301,14.4939732628
101702030302,10.757178519
101702030303,15.2893029811
101702030304,15.6019662585
101702030401,15.5463030473
101702030402,16.7822117509
101702030501,14.1273179712
101702030502,15.9055977722
101702030601,16.1109075616
101702030602,15.6414267685
101702030603,17.7508811432
101702030604,16.138723526
101702030605,13.8811709527
101702030701,13.4712089782
101702030702,10.9706936829
101702030703,10.834457879
101702030801,13.7545651519
101702030802,12.2695794694
101702030901,12.4107021779
101702030902,13.8381727387
101702031001,14.0598723551
101702031002,14.1339005401
101702031003,15.1486721335
101702031101,12.491928877
101702031102,13.8770435429
101702031103,14.3084083439
101702031104,12.2371367541
101702031105,9.95854759398
101702031201,12.9488252367
101702031202,14.4207100611
101702031203,1.65635779907
101702031301,15.1826707607
101702031302,14.4338464671
101702031303,16.106170669
101702031304,16.3559883465
101702031305,16.1902978561
101702031401,16.1540609601
101702031402,14.5402736888
101702031501,19.5832449168
101702031502,19.8436327146
101702031503,19.1516550089
101702031504,19.5210814396
101702031505,16.0212922931
101702031506,14.3224299864
101702031601,15.1428060072
101702031602,16.4844828577
101702031603,19.2614069121
101702031604,19.0560781153
101702031605,15.2791769973
101702031606,10.5123100404
101702031701,14.0151889563
101702031702,19.7029162419
101702031703,8.54921864943
101702031704,8.64564763669
101702031705,9.46048258919
101702031801,9.38747397116
101702031802,9.66765908609
101702031803,9.59638307229
101702031901,20.256297062
101702031902,14.2281054214
101702031903,18.5217446798
101702031904,17.0847445679
101702031905,9.15253095958
101702031906,19.0544555484
101702031907,9.36615172836
101702031908,9.9865688528
101702032001,18.9573010643
101702032002,19.9903902298
101702032003,18.9893191331
101702032101,19.0248533091
101702032102,11.6557756409
101702032201,18.985627129
101702032202,16.8787496222
101702032301,10.0412747842
101702032302,12.8949081184
101702032303,11.2860563371
101702032304,12.5101520611
101702032305,12.1795426311
101702032401,15.4537405427
101702032402,15.5124286486
101702032403,6.37304104456
101702032501,12.8535833851
101702032502,11.9593833103
101702032503,14.2680548157
101702032504,9.95696275277
101702032505,12.8539328688
101702032506,8.88522506448
101702032507,5.25292866201
101702040101,14.3621595913
101702040102,12.5463079294
101702040103,15.5186484006
101702040104,15.7226042574
101702040105,13.6481773007
101702040106,15.1130329276
101702040107,15.6127423839
101702040108,18.4077267806
101702040109,18.2727614012
101702040110,19.7677110496
101702040201,19.2079804327
101702040202,19.3545192631
101702040203,19.9592008661
101702040204,18.8446191921
101702040205,19.7442488921
101702040301,18.3937730419
101702040302,19.5377266641
101702040303,19.7584527911
101702040304,15.9512205237
101702040305,19.5023821803
101702040306,20.2399004839
101702040401,20.6411186215
101702040402,22.1040465763
101702040403,21.8458694028
101702040501,21.7937401458
101702040502,20.2872213583
101702040503,22.083905579
101702040504,21.0185168232
101702040505,20.3414595043
101702040601,20.2943666214
101702040602,19.38391348
101702040603,20.6470260117
101702040604,21.250511393
101702040605,22.1267100258
101702040606,20.9897577941
101702040701,21.2364589536
101702040702,22.0680820973
101702040703,19.7234214847
101702040801,19.4631555851
101702040802,21.0487060542
101702040803,21.5438559929
101702040804,16.3518753221
101702040805,16.7585416618
101800010101,0.212513207914
101800010102,0.0985592552172
101800010103,0.923782486456
101800010104,0.489148734185
101800010105,1.32399535311
101800010106,0.729956273322
101800010107,0.469754842741
101800010108,2.27009744241
101800010201,0.216128929708
101800010202,0.959629956854
101800010203,0.314827037514
101800010204,1.7010969656
101800010301,0.139983163785
101800010302,0.135808958799
101800010303,1.80478079915
101800010304,1.70175417761
101800010305,0.524775591413
101800010306,2.31540970738
101800010401,0.0290955963382
101800010402,0.0675191558608
101800010403,0.254350454604
101800010404,0.626391131227
101800010405,1.08812130363
101800010406,0.0436352258534
101800010407,0.1326822159
101800010408,2.47622175626
101800010409,0.592004240038
101800010501,0.0
101800010502,0.0195037377493
101800010503,0.0954833034131
101800010504,0.402797376739
101800010505,1.22030225575
101800010506,3.11853306981
101800010507,2.42031167345
101800010601,0.14702863793
101800010602,0.637007788742
101800010603,0.581731230678
101800010604,0.534342040818
101800010605,0.609508138065
101800010701,0.587647475783
101800010702,0.286779309742
101800010703,0.206936522506
101800020101,0.00375204101183
101800020102,0.0123652700717
101800020103,0.0238413280479
101800020104,0.0
101800020105,0.0
101800020106,0.0
101800020107,0.0
101800020201,0.0722553565609
101800020202,0.0296452835119
101800020203,0.0313398390916
101800020204,1.01278306967
101800020205,1.02767284229
101800020301,0.0436274765107
101800020302,0.0249595091704
101800020303,0.881222133668
101800020304,0.601903977323
101800020305,0.0544236474769
101800020401,0.0
101800020402,0.0434406338655
101800020403,1.48319834843
101800020501,0.0
101800020502,0.00292321982541
101800020503,0.0
101800020504,0.0170053239738
101800020505,0.00715980173876
101800020506,0.0689699785855
101800020507,0.140155861268
101800020508,2.65152137274
101800020601,1.1385417909
101800020602,1.07518116325
101800020603,1.05180891532
101800020604,1.513125
101800020605,0.053609900051
101800020606,0.357576009429
101800020607,0.373744581438
101800020701,0.291937518894
101800020702,0.86346768567
101800020703,0.944170929241
101800020801,0.0657124780944
101800020802,0.0433237082256
101800020803,1.84005274084
101800020901,0.0112248840279
101800020902,0.0
101800020903,0.0394989587026
101800020904,0.0
101800020905,0.0
101800020906,0.0
101800021001,0.0446068352545
101800021002,0.00287486637466
101800021003,0.0
101800021004,0.00178519165408
101800021005,0.00326882739704
101800021006,0.0
101800021007,0.0
101800021008,0.0
101800021101,0.919433540831
101800021102,0.34595022532
101800021103,1.7225754461
101800021104,0.313652401565
101800021105,0.343805189843
101800021201,0.0103307936157
101800021202,0.03543707364
101800021203,0.00347541885865
101800021301,0.0
101800021302,0.0108594420026
101800021303,0.0281351046741
101800021304,0.0220192868932
101800021305,0.00210432355232
101800030101,0.0
101800030102,0.0
101800030103,0.0
101800030104,0.00137100730866
101800030105,0.0
101800030106,0.00416516755757
101800030107,0.0194530279211
101800030108,0.0
101800030201,0.000257943202363
101800030202,0.0
101800030203,0.0
101800030204,0.0
101800030301,0.00185947710919
101800030302,0.00123402349143
101800030303,0.0
101800030304,0.0
101800030305,0.00229732858331
101800030306,0.0
101800030307,0.00221104629589
101800030308,0.00348533396413
101800030309,0.0
101800030310,0.0
101800030311,0.0
101800030401,0.00319901705353
101800030402,0.0106034963638
101800030403,0.0
101800030404,0.0
101800040101,0.0190806168899
101800040102,0.0177241172662
101800040103,2.29664974311
101800040104,0.922458565363
101800040105,0.364369532635
101800040106,0.124341796246
101800040107,0.0
101800040108,0.0
101800040109,0.00675229138378
101800040110,0.00492139753127
101800040201,0.00630782275103
101800040202,2.37998927115
101800040203,0.031138375552
101800040204,1.11669615763
101800040205,1.12987540907
101800040206,0.0
101800040301,0.0
101800040302,0.0134420010097
101800040303,0.0
101800040304,0.0
101800040305,0.00556261443874
101800040306,0.0
101800040401,0.0
101800040402,0.0
101800040403,0.00116620855399
101800040404,0.0
101800040405,0.0
101800040406,0.0
101800040407,0.000526436311194
101800040501,0.0
101800040502,0.0
101800040503,0.00641610144889
101800040504,0.000396962438279
101800040505,0.00383393698221
101800050101,0.105971195775
101800050102,0.151248972728
101800050103,0.103203555305
101800050104,0.0
101800050105,0.0
101800050106,0.0
101800050201,0.00304251316417
101800050202,0.0
101800050203,0.00167153923582
101800050204,0.0
101800050301,0.0890395316552
101800050302,0.0330207608277
101800050303,0.0486314951175
101800050304,0.00905871022243
101800050305,0.0132048294326
101800050401,0.0
101800050402,0.00543958761755
101800050403,0.0
101800050404,0.0
101800050405,0.0
101800050501,0.0151361058813
101800050502,0.000606883063067
101800050503,0.00404389504711
101800050504,0.000837718119418
101800050505,0.00151061602128
101800060101,0.0
101800060102,0.00187731972738
101800060103,0.0
101800060104,0.0
101800060105,0.0
101800060201,0.0
101800060202,0.010828797104
101800060203,0.0
101800060204,0.0
101800060205,0.0
101800060206,0.0
101800060207,0.0
101800060208,0.00125708216584
101800060301,0.0
101800060302,0.0
101800060303,0.0
101800060304,0.0
101800060305,0.00132002490057
101800060306,0.0
101800060401,0.0
101800060402,0.0
101800060403,0.0
101800060404,0.0
101800060405,0.0
101800060406,0.0
101800060501,0.0
101800060502,0.000834536030758
101800060503,0.000930475495204
101800060504,0.000856769338733
101800060505,0.0
101800060601,0.0
101800060602,0.0
101800060603,0.0
101800060604,0.0
101800060605,0.0
101800060606,0.0
101800060701,0.0
101800060702,0.0069396825387
101800060703,0.00179734008255
101800060704,0.0
101800060801,0.0
101800060802,0.0
101800060803,0.30353991767
101800060804,0.0
101800060805,0.0370019183014
101800060806,0.0
101800060901,0.0
101800060902,0.0
101800060903,0.0
101800060904,0.0
101800060905,0.0
101800060906,0.0
101800060907,0.0
101800060908,0.0
101800061001,0.0
101800061002,0.0
101800061003,0.0
101800061004,0.0
101800061005,0.00571128296007
101800061101,0.000682542417376
101800061102,0.0
101800061103,0.0
101800061104,0.0
101800061105,0.0
101800061106,0.0
101800070101,0.00225085946855
101800070102,0.132303372758
101800070103,1.71099085845
101800070104,0.00164741739195
101800070105,0.0
101800070201,0.0374020754532
101800070202,0.0
101800070203,0.0457101621116
101800070204,0.0215055982294
101800070205,1.26969943672
101800070206,0.0
101800070207,0.00188845777405
101800070208,0.012659860889
101800070209,0.181500359283
101800070301,0.86097751967
101800070302,0.343517515164
101800070303,1.04419145646
101800070304,0.0312701480811
101800070305,0.0897491854746
101800070306,0.321525102478
101800070307,0.321119554732
101800070308,0.754995983634
101800070309,0.928071647288
101800070310,0.281988411827
101800070401,0.0
101800070402,0.0
101800070403,0.00576418342928
101800070404,0.0
101800070405,0.0
101800070406,1.67187092116
101800070407,0.00452993495015
101800070408,1.28988513228
101800070501,0.0
101800070502,0.0
101800070503,0.521035705887
101800070504,2.32065694543
101800070505,2.5300541245
101800070601,0.0
101800070602,0.0
101800070603,0.0
101800070604,0.000819015694331
101800070605,0.0
101800070701,0.0
101800070702,0.017107131777
101800070703,1.68187686915
101800070801,0.0105330594557
101800070802,0.0
101800070803,0.0
101800070804,0.000982943282653
101800070805,0.240399650406
101800070806,0.0
101800070901,0.130895595871
101800070902,0.0
101800070903,0.0960927661558
101800070904,0.0
101800070905,0.878693182465
101800070906,0.0
101800070907,0.00313632507192
101800070908,0.147117264912
101800070909,1.57508864996
101800070910,0.218883159058
101800071001,0.0
101800071002,0.107925867051
101800071003,0.0
101800071004,1.504838597
101800071005,0.271062303608
101800071101,0.0
101800071102,0.0
101800071103,0.113560553198
101800071104,0.216979349055
101800071105,0.336654558019
101800071201,0.114451124955
101800071202,0.0274194005525
101800071203,0.0151371868003
101800071301,0.0
101800071302,0.483065697527
101800071303,0.906835109924
101800080101,2.39396797643
101800080102,0.107333228102
101800080103,0.293253542428
101800080104,0.714282375821
101800080105,0.443291389225
101800080201,0.0867689957601
101800080202,0.561290469826
101800080203,0.214328854951
101800080301,0.0163502246919
101800080302,0.120745085146
101800080303,0.336201903407
101800080304,0.641964346973
101800080305,0.253514558432
101800080306,0.440465198757
101800080401,1.37740282976
101800080402,0.0640116857277
101800080403,0.890764715952
101800080404,0.158243432534
101800080405,0.471277821606
101800080406,1.38286185298
101800080501,0.0778200778616
101800080502,0.0
101800080503,0.276532161283
101800080601,0.180335549857
101800080602,1.60368432333
101800080603,2.16414439321
101800080701,0.788438079201
101800080702,1.69153488114
101800080703,2.017826809
101800080704,0.160312409415
101800080705,2.17612368764
101800080801,0.302653327261
101800080802,0.0150686841147
101800080803,0.157613481727
101800080804,0.027339267155
101800080805,0.26972756665
101800080806,0.0583245809059
101800080901,0.0
101800080902,0.0
101800080903,0.0606180311613
101800080904,0.192957660333
101800080905,0.714130969901
101800081001,0.0192183899299
101800081002,0.118862497465
101800081003,0.380606000858
101800081004,0.68357035702
101800081101,0.0546103174119
101800081102,0.828961783364
101800081103,0.0518754980209
101800090101,1.04710612397
101800090102,2.37101739637
101800090103,0.982395465461
101800090104,0.359833682261
101800090105,4.27685879125
101800090201,0.110030343647
101800090202,0.294513273234
101800090203,0.810166834097
101800090204,0.0818387263515
101800090205,0.151103873503
101800090206,0.265504835045
101800090207,0.606973474839
101800090301,0.167928483739
101800090302,0.863444833707
101800090303,1.03631606348
101800090304,0.767822441475
101800090305,0.469590300442
101800090306,0.840590460405
101800090401,6.85083672893
101800090402,6.0617718784
101800090403,0.0
101800090404,2.98818974422
101800090501,1.92252691717
101800090502,3.29597756969
101800090503,5.34988356966
101800090504,4.99092304158
101800090505,2.49423921704
101800090506,1.16476306406
101800090507,1.10816212114
