HUC_12,Crop_P_removal_kg_ha
030701060305,1.89490023294
030701060306,3.12939987822
030701060307,2.73415590425
030701060308,0.575472973605
030701060401,0.140892723783
030701060402,0.259000038655
030701060403,0.284685580081
030701060404,0.0988307084261
030701060405,0.133306735928
030701060501,0.0540986678963
030701060502,0.0121005634016
030701060503,0.0391585261655
030701060504,0.00445804551876
030701070101,2.79180307383
030701070102,1.42534763624
030701070103,2.14784326207
030701070104,0.76098092813
030701070105,0.930654552456
030701070106,0.637382352874
030701070107,0.727374877304
030701070108,1.05520921674
030701070201,1.67739150467
030701070202,1.35654387624
030701070203,1.05051280219
030701070204,1.41761161138
030701070205,1.20581456788
030701070206,1.32144405294
030701070301,1.41189764714
030701070302,1.05387192555
030701070303,2.1554047925
030701070304,2.08569381959
030701070401,0.915346866266
030701070402,1.36813049347
030701070403,1.10706990928
030602040103,None
030602040503,None
030701060505,None
030701070404,2.18046993287
030701070405,2.91999341341
030701070501,3.26881930158
030701070502,2.11078064034
030701070503,1.78149015263
030701070504,2.66436544032
030701070505,1.97083794855
030701070506,2.52711460073
030702010101,6.80248610425
030702010102,4.74093146128
030702010103,5.11047778909
030702010104,3.65124280446
030702010201,3.73449576566
030702010202,5.13775086672
030702010203,4.39244619931
030702010204,5.0023547489
030702010205,3.97447448145
030702010301,3.11806622319
030702010302,1.72684649341
030702010303,1.4275117162
030702010304,1.56685901284
030702010401,4.73358761228
030702010402,4.52747739619
030702010403,5.11543384146
030702010404,3.60499125666
030702010501,3.63908916678
030702010502,2.89738598948
030702010503,3.32136577368
030702010504,2.91061315489
030702010601,3.25773393144
030702010602,3.46490856324
030702010603,2.12024916554
030702010604,1.51755306038
030702010701,0.400979147733
030702010702,1.38918185455
030702010703,1.4585173159
030702010704,0.774825315869
030702010705,1.99814055384
030702010801,5.36015193771
030702010802,3.86996898764
030702010803,3.73119805091
030702010901,3.52437779571
030702010902,3.53328893418
030702010903,2.76518363686
030702010904,2.52039824756
030702011001,2.19501791503
030702011002,2.55279992098
030702011003,4.40885885469
030702011004,3.67969125736
030702011101,0.770474928545
030702011102,0.11242660995
030702011103,0.170819226599
030702011104,0.32723832954
030702011105,0.0752994083758
030702011201,0.0320793068098
030702011202,0.0212857292688
030702020101,4.74767502798
030702020102,5.34787335589
030702020103,3.78876592569
030702020104,4.12565973943
030702020201,3.33335328097
030702020202,5.14213971514
030702020301,3.57414170103
030702020302,1.83985093292
030702020303,6.26617770471
030702020304,4.69587608567
030702020401,0.393891197962
030702020402,2.86766678732
030702020403,2.70296256791
030702020404,3.92262517673
030702020501,2.65315152787
030702020502,0.724473625559
030702030101,0.0650315567756
030702030102,0.0693594972575
030702030201,0.0174427678959
030702030202,0.0
030702030203,0.00279342537373
030702030301,0.0868955681777
030702030302,0.00929072485417
030702030401,0.0
030702030402,0.00621023721112
030702030501,0.00772107986972
030702030502,0.0
030702030503,0.0365045075051
030702030504,0.0
030702040101,9.41029643422e-05
030702040102,0.0043353102512
030702040103,0.00444485953518
030702040104,0.114268408329
030702040105,0.259880929684
030702040201,0.153115871837
030702040202,0.116569770108
030702040203,0.0980666198095
030702040301,0.0
030702040302,0.00164283980329
030702040303,0.0180144319205
030702040304,0.147308995719
030702040305,0.296051579015
030702040401,0.0227029020599
030702040402,0.301714646267
030702040403,0.0693316514701
030702040404,0.251494696931
030702040405,0.38012051461
030702040501,0.0633947359465
030702040502,0.235256377378
030702040503,0.0405157327513
030702040601,0.163292544538
030702040602,0.110829557266
030702040603,0.130252019167
030702040701,0.0
030702040702,0.00668259795182
030702040703,0.0
030702040801,0.0534237391862
030702040802,0.0610780047783
030702040803,0.0833302766131
030702040901,0.106982801024
030702040902,0.0347877340235
030702040903,0.125026194689
030702040904,0.015174622499
030702040905,0.0126699151243
030702040906,0.0643092752998
030702040907,0.0145384461529
030702050101,0.211106276015
030702050102,0.387326630428
030702050103,0.198521129651
030702050104,0.0014713519164
030702050105,0.0235441089574
030702050201,0.0969271074518
030702050202,0.717521128688
030702050203,0.0903873700051
030702050301,0.00574059880641
030702050302,0.0336041976974
030702050303,0.0380824730516
030702050304,0.0
030801010101,1.10811847903
030801010102,0.760231972908
030801010103,0.922195735159
030801010104,5.08021944021
030801010105,0.900984461215
030801010201,0.72213625817
030801010202,0.0108241071436
030801010203,1.64448329623
030801010204,1.76730127241
030801010205,4.22203880245
030801010206,2.27355526465
030801010301,0.632167200709
030801010302,0.465968352519
030801010401,0.640661597775
030801010402,0.679368621513
030801010403,1.34033233515
030801010404,0.635775594342
030801010405,1.05981012099
030801010406,0.772272333508
030801010407,0.0559264718892
030801010408,0.716189484437
030801010409,0.421129214822
030801010410,0.232230135209
030801010501,0.23600581198
030801010502,0.280554960529
030801010503,0.391477439253
030801010504,0.247710809672
030801010505,0.494437128253
030801010506,0.178147332036
030801010507,0.177273733929
030801010601,1.3705991
030801010602,0.749249446028
030801010603,0.771707458228
030801010604,0.0248505827747
030801010701,0.708107544974
030801010702,0.560137835503
030801010703,0.595936097781
030801010704,0.443438441319
030801010705,0.541930851338
030801010706,0.0596974831222
030801010707,0.38710974951
030801010801,1.0961778443
030801010802,0.00238330711747
030801010803,0.109524708555
030801010804,0.816013456501
030801010805,0.0
030801010806,0.00910676152558
030801010807,0.0387499578253
030801010808,0.0542912599271
030801010901,0.05964831563
030801010902,0.073516776201
030801010903,0.017069580186
030801010904,0.0246993777194
030801010905,0.317767577848
030801011001,0.285965790162
030801011002,0.54810534664
030801011003,0.165760517913
030801011004,0.0987135291007
030801011005,0.0344558232953
030801011006,0.0
030801011007,0.0
030801011008,0.278734677797
030801011101,0.0466475473513
030801011102,0.00983675424938
030801011103,0.0
030801011104,0.0
030801011105,0.162040740454
030801011201,0.164629578926
030801011202,0.149986720042
030801011203,0.526440059863
030801011204,0.0
030801011205,1.24230011647
030801011206,0.226221213933
030801011207,1.17891842387
030801011208,0.324246048332
030801011301,0.101014190042
030801011302,0.0441697314067
030801011303,0.171750448521
030801011304,0.0938465311343
030801011401,0.0577405153742
030801011402,0.0669148754277
030801011403,0.0001318196449
030801011404,0.000990618387028
030801011405,0.443112818565
030801011406,0.000352548116127
030801011407,0.0720830926473
030801011501,0.27318082745
030801011502,0.347744408442
030801011503,0.95362656306
030801011504,0.738569240811
030801011505,1.34006878923
030801011506,0.232967719105
030801011601,0.195244374298
030801011602,0.0615117791352
030801011603,0.0563910779352
030801011604,0.00903731065923
030801011605,0.13788105283
030801011606,0.24708896855
030801011701,0.876795608598
030801011702,0.351600516706
030801011801,0.0
030801011802,0.00268066402704
030801011901,0.000191364685804
030801011902,0.00487800824289
030801011903,0.0187983533271
030801012001,0.351860490217
030801012002,0.973840197064
030801012003,0.329863324581
030801012004,0.647868882273
030801012100,0.0420302448042
030801020101,1.08909680738
030801020102,0.985893567868
030801020103,1.20032067456
030801020104,0.638163066287
030801020105,1.16083970165
030801020201,1.37513021051
030801020202,0.966394659781
030801020203,0.400217561818
030801020301,0.550697621966
030801020302,0.187005712764
030801020303,1.49859984008
030801020304,0.483904431412
030801020401,0.657693907652
030801020402,0.227757029736
030801020403,0.691265969216
030801020404,0.70349626969
030801020405,0.644806877859
030801020501,0.252275750573
030801020502,0.697520344304
030801020503,0.0173301147489
030801020504,0.197175088442
030801020505,0.182718372274
030801020600,1.25375229531
030801020700,2.0244511513
030801020801,0.106028645758
030801020802,0.04017583661
030801020803,0.00549074697904
030801020804,0.247503476454
030801020805,0.252973572386
030801020806,0.037920534255
030801020900,1.51811841092
030801021000,1.16093913203
030801021101,0.0972784612358
030801021102,0.25759588268
030801021103,0.207673415058
030801021104,0.0101165601609
030801021105,0.274425324461
030801021106,0.161545011318
030801021107,0.200155569186
030801021201,0.538326443744
030801021202,0.166385161102
030801021203,1.78187501301
030801021204,2.44498921738
030801021205,0.507417908508
030801021301,0.464766604743
030801021302,0.711711234572
030801021303,0.133621403253
030801021401,1.26415620267
030801021402,0.27001827268
030801021403,0.0
030801021404,0.149530223573
030801021405,0.223586202327
030801021406,0.016052862399
030801030101,0.563531337443
030801030102,0.454142968815
030801030201,0.0156484137242
030801030202,0.250477240864
030801030203,0.14911239996
030801030204,0.0835809677021
030801030205,0.476337019655
030801030301,0.624982730072
030801030302,0.117660301682
030801030303,0.0733114880598
030801030304,0.672378235256
030801030401,0.15924473752
030801030402,0.148857517624
030801030403,0.19279699073
030801030404,0.262362269658
030801030501,0.488710720323
030801030502,0.266442285541
030801030503,0.223928944784
030801030504,0.470080651323
030801030601,0.147518563919
030801030602,0.0925600950113
030801030603,0.131186565181
030801030604,0.11391804753
030801030701,0.931395267037
030801030702,2.28831538464
030801030703,2.6807323582
030801030704,0.581827983323
030801030801,0.206426270838
030801030802,1.38261005036
030801030803,1.87542461863
030801030804,0.277038947498
030801030901,0.215858100062
030801030902,0.0551366826957
030801030903,0.0437374593233
030801030904,0.156276976039
030801031001,0.0329221677576
030801031002,0.141175130991
030801031003,0.134731359044
030801031004,0.0779639530779
030801031101,0.0657132221027
030801031102,0.681452198085
030801031103,0.355246159771
030801031201,0.244875832488
030801031202,0.284837666468
030801031203,1.03178930497
030801031204,0.281586970749
030801031301,0.0808717569401
030801031302,0.00929375993613
030801031303,0.00118598378524
030801031304,0.00431843139365
030801031401,0.150892034055
030801031402,0.00839834450602
030801031403,0.0
030801031404,0.00371275799917
030801031405,0.000506641528663
030801031501,0.523083107068
030801031502,0.0627666012984
030801031503,0.0012369138937
030801031601,0.152821249022
030801031602,0.0
030801031603,0.0182693397598
030801031604,0.0453397321504
030801031605,0.000581381263863
030801031606,0.0
030802010101,0.840724323299
030802010102,0.249420393386
030802010103,0.0414516934619
030802010104,0.0299467061664
030802010105,0.00356280848185
030802010201,0.0213532994579
030802010202,0.404963564914
030802010203,0.0103390098681
030802010204,0.120947170504
030802010205,0.0860110423677
030802010301,0.0723299090275
030802010302,0.0352642118549
030802010303,0.0100828868537
030802010304,0.0355739998922
030802010401,0.00397997471864
030802010402,0.00861162906742
030802010403,0.0199857748646
030802010501,0.0304481007848
030802010502,0.157180961211
030802010503,0.0326693163661
030802010601,0.0028212134827
030802010602,0.0286987685197
030802020101,0.000224109136895
030802020102,0.000158079246255
030802020103,0.0126958288802
030802020104,0.000548570321816
030802020105,0.0156501694836
030802020201,0.00307988266217
030802020202,0.0591631989739
030802020203,0.00543915785752
030802020301,0.362443675448
030802020302,0.132703862198
030802020400,0.0973861595635
030802030100,2.9258161243
030802030201,1.9502639091
030802030202,2.00091499672
030802030203,0.108692715958
030802030301,1.54373342849
030802030302,4.90637559623
030802030303,1.89907608522
030802030304,0.296608741399
030802030305,0.194329992807
030802030306,2.2235115963
030802030307,0.440439313705
030901010101,0.0405017292256
030901010102,0.18063806592
030901010103,0.307832920607
030901010104,0.109623174929
030901010201,0.145491536376
030901010202,0.19723419598
030901010301,0.00245231513861
030901010302,0.0678934472955
030901010400,0.177828053561
030901010501,0.0918477995446
030901010502,0.99500406807
030901010503,0.200236319417
030901010504,0.186168934656
030901010601,0.459931089065
030901010602,0.472641241952
030901010701,2.58430179469
030901010702,1.6654226818
030901010801,1.67191210435
030901010802,1.88798216587
030901010803,0.208027631849
030901010804,0.581456652657
030901010901,0.231020328181
030901010902,0.32823258129
030901010903,0.192705821328
030901010904,0.494164949813
030901010905,0.544572492687
030901011001,0.389801259495
030901011002,0.122964737626
030901011101,0.439410727271
030901011102,1.32045199156
030901011103,0.452628806076
030901011201,1.40633825263
030901011202,2.78525951449
030901011203,2.49731728715
030901011204,0.54816781876
030901011301,1.70320252861
030901011302,1.73624569693
030901011303,2.13295801518
030901011304,0.152498694143
030901011401,0.057230384894
030901011402,0.720598542868
030901011403,0.0113280349269
030901011404,0.821405941607
030901011405,0.701877318149
030901011501,0.52854199027
030901011502,0.187006656648
030901011503,0.0789963508379
030901011504,0.00325115906549
030901011505,0.582107377361
030901011601,0.0
030901011602,1.80336692821
030901011603,0.170581688778
030901011604,0.541464782539
030901011701,0.442071274182
030901011702,0.940813692313
030901011703,0.66983436683
030901011704,1.18215578953
030901011801,0.990471725776
030901011802,1.87585899392
030901011803,1.63952751843
030901011804,0.61346419134
030901011901,1.33945627214
030901011902,1.6303719224
030901012001,1.29704652353
030901012002,0.915798606493
030901012003,1.56630221811
030901012004,2.2688214818
030901012101,1.80927002435
030901012102,2.81777541964
030901012103,3.72417314901
030901020100,1.4198012785
030901020200,1.54690431435
030901020301,1.30592570523
030901020302,0.863722134499
030901020303,2.20761258459
030901030101,1.7034723098
030901030102,2.17636934463
030901030103,1.64745659167
030901030104,1.66140437828
030901030105,1.10262032329
030901030201,1.5315217129
030901030202,1.60367657907
030901030203,0.900735050381
030901030204,1.2384378083
030901030205,0.942072689542
030901030206,0.918329380616
030901030301,2.48613967793
030901030302,2.6692608745
030901030303,2.03487003965
030901030304,2.41563472318
030901030305,2.67901346286
030901030402,1.87753149263
030901030403,2.96306073777
030901030404,3.17015569055
030702030204,None
030702030403,None
030902010100,3.23602777866
030902010200,0.00968503093692
030902020100,21.334260511
030902020200,20.9120742894
030902020300,16.7489317568
030902020401,0.0316231464847
030902020402,0.0148905431573
030902020500,0.145499609179
030902020600,0.0
030902020601,0.0
030902020700,4.91893372796
030902020800,3.63902796082
030902020900,3.16137980069
030902021000,0.0411905035544
030902021100,0.0005605998197
030902021200,0.0
030902021300,0.0
030902021400,0.0
030902030100,0.0
030902030200,0.0
030902040101,0.320105369006
030902040102,0.0373445305929
030902040103,0.676159132864
030902040104,1.95557841307
030902040105,0.689884921952
030902040106,0.00139591279871
030902040107,0.0
030902040201,4.59911976636
030902040202,1.30060465624
030902040203,2.00642409275
030902040204,1.61413186875
030902040205,2.95275646587
030902040206,0.283762686719
030902040207,0.455349168863
030902040208,0.000244512449094
030902040301,2.89880283289
030902040302,0.326844333938
030902040303,0.000227103681328
030902040304,0.0
030902040305,0.0
030902040401,2.30091245396
030902040402,0.628964220591
030902040403,0.0
030902040404,0.0
030902040405,0.28434402461
030902040406,0.0
030902040501,0.599452424098
030902040502,0.0887453447919
030902040503,0.00815404582664
030902040504,0.0
030902040601,0.131407556901
030902040602,1.42693408811
030902040603,0.0113658731942
030902040700,0.0755481701385
030902040800,0.0
030902040901,0.617753357057
030902040902,3.09221285763
030902040903,2.46923238574
030902040904,2.9552478525
030902040905,1.07195576992
030902040906,0.000119971119662
030902041000,0.183170494938
030902041100,0.0
030902050101,17.8255942145
030902050102,5.79078576886
030902050201,6.84925788371
030902050202,2.94610313499
030902050203,5.11386944539
030902050204,3.13256994526
030902050205,0.858628915739
030902050206,5.17783374576
030902050301,4.485428794
030902050302,1.11068298026
030902050303,2.16153204196
030902050304,1.29712494732
030902050401,1.93868791884
030902050402,4.34792384983
030902050403,0.888851530922
030902050404,5.60809599878
030902050405,0.972599796482
030902050406,6.31577786543
030902050407,1.67061402393
030902050408,0.861516526986
030902050501,0.782056168485
030902050502,0.498445079369
030902050601,0.95084224326
030902050602,0.431468492023
030902050603,0.0673502041662
030902050604,0.016538412869
030902050605,0.93363592585
030902050606,0.0172904791232
030902050607,0.0182302044608
030902060100,2.23778982137
030902060200,1.13277266303
030902060300,2.39019838088
030902060401,1.56277501781
030902060402,2.09592244063
030902060501,0.535432915026
030902060502,1.09210767194
030902060503,0.0
030902060504,0.00646188602135
030902060601,0.352644406554
030902060602,0.714994688276
030902060603,0.46676990723
030902060604,0.0862491238525
030902060700,1.54443786372
030902060801,0.0
030902060802,0.290551814504
030902060803,0.0
030902060900,1.67436623589
030902061001,1.69556283982
030902061100,1.50198070192
030902061101,3.11660428952
030902061201,0.0
030902061202,0.0
030902061203,0.0
030902061204,0.0685298530928
030902061205,0.00634099564158
030902061300,5.4821588399e-05
030902061401,0.0570237006213
030902061402,0.00847115692509
030902061403,0.0
030902061404,0.0
030902061405,0.0
030902061406,0.0
030902061500,0.0
030902061601,0.0
030902061602,0.0
030902061603,0.0
030902061604,0.0
030902061605,0.0
030902061606,0.0
030902061607,0.0
030902061608,0.0
030902061609,0.0
030902061700,0.0
030902061701,0.0
031001010101,0.59162065665
031001010102,0.843660675167
031001010103,1.24212238792
031001010201,1.00868519017
031001010202,3.01169858159
031001010203,1.99176013554
031001010204,0.556916517971
031001010205,2.88943302084
031001010301,0.0707263509066
031001010302,0.0
031001010303,3.10240646894
031001010304,2.35210221764
031001010305,0.343703502944
031001010306,0.789059723273
031001010401,0.207809890824
031001010402,0.0961323906738
031001010403,1.00567956891
031001010404,2.08879801776
031001010405,1.53499847928
031001010501,1.98828070322
031001010502,1.9224939987
031001010503,2.41349435115
031001010504,1.1836357854
031001010505,1.41422922606
031001010506,1.06019889199
031001010601,2.50878418956
031001010602,2.09314211811
031001010603,1.8758907511
031001010604,1.92645289212
031001010605,2.1639162527
031001010701,1.75681439051
031001010702,1.72366540623
031001010703,1.57006994872
031001010704,1.7323352724
031001010705,1.20271419011
031001010801,0.701521440151
031001010802,1.93868829143
031001010803,1.17559710743
031001010804,1.74193211068
031001010805,1.74520383015
031001010806,1.94174714028
031001010807,1.50627446438
031001010901,2.39867659132
031001010902,2.03508263811
031001010903,2.59752185805
031001010904,2.03465491636
031001010905,1.01902180446
031001010906,2.11324405567
031001010907,0.953002832765
031001011001,2.49804792091
031001011002,1.24726515582
031001011003,2.09991323684
031001011004,1.69042155408
031001011005,1.87045002948
031001011006,1.58108062334
031001011101,1.96584157586
031001011102,0.916023542934
031001011103,0.921425679629
031001011104,1.92960081612
031001011105,0.0689521273832
031001011106,0.634569880089
031001011107,0.0
031001011108,0.271493858084
031001020101,2.420857544
031001020102,2.11844221206
031001020103,3.14036182522
031001020104,3.03442628656
031001020201,1.27643235136
031001020202,2.42005598675
031001020203,0.516580096816
031001020204,0.0860701846699
031001020301,0.0304780609543
031001020302,0.388758628986
031001020303,0.0583175466902
031001020401,0.203180121581
031001020402,0.476594230039
031001020403,0.0345514516625
031001020404,0.20348635554
031001020501,3.03783831752
031001020502,2.55501684781
031001020503,1.32430304657
031001020504,0.08072822359
031001020505,0.0053503364458
031001020506,0.0
031001030101,0.142241142709
031001030102,0.218644054802
031001030103,0.137558194575
031001030104,0.00404167844381
031001030105,0.0229588054716
031001030201,0.0
031001030202,0.0
031001030300,0.323994956842
031002010101,0.595401086038
031002010102,0.0379892390961
031002010103,0.0
031002010201,0.353744016277
031002010202,0.23896851275
031002010203,0.0549007544279
031002010204,0.189182344551
031002010205,0.00391542658395
031002010301,0.102384164299
031002010302,0.00458509713783
031002010303,0.00189804500885
031002020101,1.42817678244
031002020102,1.73822316503
031002020103,2.55499209004
031002020104,2.39898996822
031002020105,2.43861693153
031002020106,2.84586166119
031002020107,2.32609875115
031002020201,1.17183225179
031002020202,0.248969016099
031002020203,0.834019720255
031002020204,0.0909276294041
031002030101,1.00521395667
031002030102,1.08764140525
031002030103,3.29388474956
031002030104,2.306692294
031002030105,1.27585969146
031002030201,3.04808551703
031002030202,0.940290572941
031002030203,1.51713950998
031002040101,0.00200575618421
031002040102,0.399566151756
031002040103,1.31578054779
031002040104,0.318093690978
031002040201,0.000618140762515
031002040202,0.0144012253876
031002040203,0.153276398973
031002040204,1.2890634135
031002040205,1.85885953989
031002040301,1.87693750969
031002040302,1.07229679316
031002040303,1.40534950987
031002040304,0.726734426849
031002040305,1.1384575014
031002040306,0.149174574997
031002050101,1.03133157878
031002050102,1.38067517971
031002050103,1.75775610893
031002050201,0.864892116348
031002050202,0.921356379563
031002050203,1.18367350484
031002050204,1.24015750864
031002050205,0.607556849076
031002050301,0.544996281834
031002050302,0.920344064388
031002050303,1.54761595655
031002050304,1.06248927509
031002050401,1.66362967507
031002050402,1.55179248058
031002050403,0.505078665646
031002050404,0.165449074963
031002050501,0.265779544146
031002050502,0.253783346682
031002050503,0.00686590370546
031002060101,0.536490232589
031002060102,0.0
031002060103,0.145128210926
031002060201,0.00139093065008
031002060202,0.117775404416
031002060203,0.0
031002060301,0.198155437681
031002060302,0.138627146271
031002060303,0.0
031002060401,1.73578121724
031002060402,1.46460983965
031002060501,1.81838235639
031002060502,1.11386358603
031002060601,0.00739702127094
031002060602,0.0
031002060603,0.0
031002060604,0.0
031002060700,0.000312041568009
031002070101,0.254436305851
031002070102,0.120653771361
031002070103,0.0
031002070104,0.117575745237
031002070201,0.124875508538
031002070202,0.765567103859
031002070203,0.314308153921
031002070204,0.281431658643
031002070205,0.026693212059
031002070301,0.552686085186
031002070302,0.417671687429
031002070303,0.000619481092189
031002070304,0.00222899756543
031002070305,0.0475557326681
031002070306,0.0734637180737
031002070307,0.00883349782073
031002070401,1.34469614034
031002070402,0.743737189601
031002070403,0.989526247043
031002070404,0.18698222252
031002070501,0.616351572642
031002070502,0.22340539178
031002070503,0.00961337297032
031002070504,0.00255553320529
031002070505,0.0
031002070506,0.0
031002080101,1.3606467887
031002080102,1.62000524972
031002080103,0.969690404413
031002080104,2.25722554801
031002080201,1.23073199463
031002080202,1.77354312273
031002080203,1.35752738623
031002080204,1.23081273119
031002080205,0.562570294773
031002080206,1.15173215684
031002080207,0.85570281054
031002080301,0.172272827661
031002080302,0.00665423678907
031002080303,0.752046257564
031002080304,1.47271605816
031002080401,0.94902700151
031002080402,0.167552406067
031002080403,0.676452904279
031002080501,0.993850159915
031002080502,0.908969061588
031002080503,0.907947864806
031002080504,0.638148242472
031002080601,1.09507745386
031002080602,0.789044916055
031002080603,0.0501954082212
031002080701,1.13317101564
031002080702,0.99867107525
031002080703,0.739196021541
031002080704,0.4874537821
031002080705,0.618561606763
031002080706,0.333618882043
031002080800,1.12416414494
031002080901,0.344157211696
031002080902,0.602706746296
031002080903,0.311790090915
031002080904,0.52950661252
031002080905,0.193848178212
031002081001,0.145123737728
031002081002,0.0982454492023
031002081003,0.59133017859
031002081004,0.207937697212
031002081101,1.43924380554
031002081102,0.466807268355
031002081103,0.242160570367
031101010100,2.74366256346
031101010201,1.67367940673
031101010202,2.01316986139
031101010203,1.2180068974
031101010301,1.19987524728
031101010302,1.15835699331
031101010303,0.0551577234095
031101010304,0.0399545115245
031101010305,0.0867513400486
031101010306,0.74170049877
031101010401,0.0638957911965
031101010402,1.57860542494
031101010403,0.0236531880771
031101010404,0.0158324543172
031101010405,0.00189954849478
031101010501,0.0426884509317
031101010502,0.128945246826
031101010503,0.34326900025
031101010504,0.00273922387095
031101010601,0.0
031101010602,0.16263648731
031101010603,0.0086506642023
031101020101,0.670330162246
031101020102,0.208206959738
031101020103,0.135289070499
031101020104,0.0
031101020201,0.00559715850587
031101020202,0.00511661290192
031101020203,0.131267087938
031101020301,0.00563103519173
031101020302,0.11767349573
031101020303,0.202659477117
031101020401,0.00296282444926
031101020402,0.0192797945231
031101020403,0.00227800657351
031101020404,0.00107310682988
031101020405,0.0
031101020501,0.0681750507093
031101020502,0.0813071257055
031101020503,0.10782659133
031101020504,0.0104744262358
031101020505,0.000959331947843
031101020506,0.0
031101020601,0.0
031101020602,0.0
031101020603,0.0135739440759
031101020604,0.0149438841585
031101020605,0.035679622033
031101020701,0.00468840135586
031101020702,0.00859100431586
031101020703,0.0020592931854
031101020801,0.0
031101020802,0.0103639349714
031101020803,0.00273572566032
031101020804,0.0
031101020805,0.102820547782
031101020901,0.0603795854262
031101020902,0.345318926944
031101020903,0.00120264314148
031101020904,0.0250329526527
031101020905,0.00727453830832
031101020906,0.142598103511
031101030101,4.93019384813
031101030102,2.27267531384
031101030103,4.30200900631
031101030104,4.00205432158
031101030201,1.63408838482
031101030202,2.52172995276
031101030203,1.73360811296
031101030204,0.805711489213
031101030205,1.10522642254
031101030301,1.50148261164
031101030302,1.18356312246
031101030303,0.733937497001
031101030304,0.703922859661
031101030305,0.919955969919
031101030401,1.92854318353
031101030402,0.404857038086
031101030403,0.438654129979
031101030404,0.380904477812
031101030405,0.552902981254
031101030406,0.325861866044
031101030501,0.511334091104
031101030502,0.471134353381
031101030503,0.353533501934
031101030504,0.00177458837138
031101030505,0.000627783604665
031102010101,0.498518912871
031102010102,0.323127971809
031102010103,0.156428152703
031102010104,0.172429792324
031102010105,0.046734001692
031102010201,0.22793589988
031102010202,0.0263886481934
031102010301,0.354542130658
031102010302,0.142140101069
031102010303,0.011193088033
031102010304,0.00180693810384
031102010305,0.0
031102010401,0.0
031102010402,0.0
031102010501,0.00679566108494
031102010502,0.00221661129651
031102010503,0.0
031102010504,0.000266709695467
031102010505,0.00885680489947
031102010601,0.0
031102010602,0.114962360698
031102010603,0.0834639329104
031102010604,0.127221584019
031102010605,0.17289243191
031102010606,0.0675004690865
031102010701,0.0
031102010702,0.0757772048812
031102010703,0.0730276893553
031102010704,0.360874504426
031102010801,1.3107517503
031102010802,0.846432656902
031102010803,1.35213861228
030902030300,None
031102010804,0.524838080451
031102010901,1.00213149028
031102010902,1.62789954226
031102010903,1.07116291224
031102010904,1.50526224299
031102010905,2.02729622556
031102020101,7.04747042606
031102020102,6.47596641348
031102020103,7.41463941023
031102020104,6.57839199104
031102020105,5.7172813151
031102020106,4.53415577823
031102020201,7.6809570678
031102020202,6.44687347243
031102020203,6.5408045063
031102020204,4.65302368127
031102020205,4.70451954705
031102020301,6.79187259262
031102020302,6.97559968011
031102020303,5.8396081492
031102020304,4.15781919678
031102020305,5.51498102534
031102020401,4.26484560677
031102020402,4.19302973553
031102020403,2.96204114429
031102020501,9.0602041862
031102020502,8.40219176247
031102020503,7.7535372457
031102020601,7.14592655731
031102020602,3.71657190911
031102020603,7.85191539145
031102020604,5.89878228081
031102020701,1.95563263479
031102020702,2.84258481897
031102020703,1.86410511288
031102020704,1.90204437413
031102020705,2.41174799506
031102020801,2.36467699871
031102020802,3.71466304273
031102020803,3.60073627351
031102020901,2.05709550417
031102020902,0.862863071582
031102020903,0.578123512502
031102021001,0.941915570996
031102021002,1.62918564239
031102021003,1.99679072864
031102021101,0.0
031102021102,1.14506300712
031102021201,2.76750440572
031102021202,0.38774764421
031102021203,0.0139470429414
031102021204,0.232357406794
031102021205,0.799144799372
031102021206,0.0580715422963
031102021207,2.6997271668
031102021208,1.74384749789
031102030101,6.12248667094
031102030102,6.37550384073
031102030103,5.3793651548
031102030104,3.88047788429
031102030201,4.90775330023
031102030202,6.07539385688
031102030203,5.48228453535
031102030204,4.73075181635
031102030301,4.21186167558
031102030302,4.63696547665
031102030401,4.28383991156
031102030402,5.14438010202
031102030403,4.01569296175
031102030404,1.09261021322
031102030501,6.28165178701
031102030502,6.51425374803
031102030503,5.96890625623
031102030504,5.74863994771
031102030601,5.91261847468
031102030602,4.60745393534
031102030603,3.40868930806
031102030701,7.57533906342
031102030702,5.49638302371
031102030703,4.04045538218
031102030801,5.25597195499
031102030802,1.16183271827
031102030803,1.98529274353
031102030804,0.996054338088
031102030901,1.62722513014
031102030902,1.02114256201
031102030903,2.00645092711
031102030904,1.38814456654
031102030905,3.0628601802
031102030906,0.944564661963
031102030907,1.53004815262
031102030908,1.65135009495
031102040101,4.43955618873
031102040102,5.61375095181
031102040103,6.52354606809
031102040104,6.48627002327
031102040105,4.15280516557
031102040106,7.55859259085
031102040107,7.45932610152
031102040108,4.37047787506
031102040201,8.68142673381
031102040202,8.68262183664
031102040203,7.51155096966
031102040204,7.8283548986
031102040205,6.1720942714
031102040301,7.23628573305
031102040302,4.8336027829
031102040303,7.89298679041
031102040304,4.66118789312
031102040305,9.45523206142
031102040306,4.91687463161
031102040307,3.77107265982
031102040401,5.3728630474
031102040402,5.84561845877
031102040403,5.52631782658
031102040404,5.81360501144
031102040405,4.82040059037
031102040501,5.50479244471
031102040502,3.62995318274
031102040503,5.61084182583
031102040504,2.50185869786
031102040505,1.06604031972
031102050101,2.2565894388
031102050102,2.20344991816
031102050103,0.505742592371
031102050104,0.152476854379
031102050105,2.20272383212
031102050201,2.15799088666
031102050202,1.56177292765
031102050203,2.03611360626
031102050301,1.40116877092
